vacancy jump frequency 168
violence were forgotten 44
violence were generally 189
violence were gradually 43
violence were important 92
violence were increasingly 128
violence were inflicted 75
violence were justified 256
violence were necessary 258
violence were perceived 77
violence were performed 59
violence were permitted 53
violence were practiced 97
violence were presented 103
violence were prevalent 113
violence were prevented 63
violence were primarily 66
violence were prominent 49
violence were published 84
violence were sometimes 135
violence were themselves 92
violence were tolerated 57
violence were virtually 68
violence were widespread 157
violence were witnessed 84
violence when challenged 47
violence when committed 75
violence when irritated 80
violence when necessary 759
violence will accompany 61
violence will certainly 73
violence will encourage 59
violence will generally 59
violence will gradually 48
violence will influence 42
violence will intensify 55
violence will naturally 81
violence will reconcile 88
violence will sometimes 79
virgins their companions 44
virgins were abandoned 82
virgins were appointed 72
virgins were compelled 60
virgins were permitted 80
virgins were presented 76
virgins whom gentlemen 68
virtual call mechanism 63
virtual data structure 75
virtual data warehouse 245
virtual file allocation 373
virtual host container 103
virtual page addresses 74
virtual pair production 64
virtual root directory 368
virtual self available 52
virtual work associated 125
virtual work expression 630
virtual work performed 226
virtual work principle 1692
virtual work statement 203
virtues also continues 46
virtues among themselves 62
virtues find expression 49
virtues from aristotle 73
virtues have different 95
virtues have gradually 48
virtues have intrinsic 50
virtues have sometimes 191
virtues have themselves 144
virtues having succeeded 56
virtues into weaknesses 74
virtues just described 43
virtues like compassion 246
virtues like fortitude 55
virtues like integrity 47
virtues like obedience 103
virtues like tolerance 133
virtues mass themselves 72
virtues more generally 85
virtues more important 46
virtues more peculiarly 97
virtues most cherished 189
virtues most important 46
virtues most necessary 226
virtues range themselves 147
virtues show themselves 65
virtues their eloquence 42
virtues well developed 42
virtues were associated 132
virtues were carefully 52
virtues were certainly 75
virtues were collected 54
virtues were conceived 44
virtues were concerned 76
virtues were contagious 45
virtues were described 104
virtues were developed 172
virtues were different 86
virtues were discussed 54
virtues were disgraced 156
virtues were displayed 132
virtues were eminently 62
virtues were especially 85
virtues were exercised 54
virtues were exhibited 121
virtues were explained 47
virtues were expressed 94
virtues were forgotten 79
virtues were generally 92
virtues were gradually 45
virtues were important 50
virtues were inherited 80
virtues were magnified 70
virtues were naturally 44
virtues were necessary 172
virtues were obedience 44
virtues were oppressed 121
virtues were peculiarly 52
virtues were perfectly 124
virtues were possessed 56
virtues were practiced 72
virtues were presented 87
virtues were preserved 56
virtues were reflected 78
virtues were sometimes 93
virtues were themselves 48
virtues when practiced 45
virtues will naturally 42
virtues worth cultivating 133
viruses copy themselves 49
viruses during pregnancy 41
viruses from different 576
viruses from mosquitoes 150
viruses from multiplying 133
viruses from penetrating 77
viruses from replicating 141
viruses from reproducing 125
viruses from shellfish 180
viruses have additional 43
viruses have continued 46
viruses have developed 400
viruses have different 262
viruses have envelopes 50
viruses have generally 42
viruses have indicated 57
viruses have segmented 129
viruses have suggested 44
viruses have undergone 152
viruses like hepatitis 192
viruses like influenza 275
viruses living organisms 43
viruses must replicate 53
viruses take advantage 205
viruses were associated 95
viruses were available 47
viruses were concerned 54
viruses were described 102
viruses were developed 102
viruses were different 60
viruses were discussed 52
viruses were generally 61
viruses were generated 91
viruses were harvested 54
viruses were identical 87
viruses were incubated 60
viruses were performed 53
viruses were previously 52
viruses were recovered 477
viruses were sometimes 41
viruses will replicate 84
viscera from confounding 72
viscera were carefully 41
viscera were extracted 65
viscera were generally 60
viscera were perfectly 149
viscera were preserved 68
viscous drag associated 51
viscous flow activation 132
viscous flow conditions 305
viscous flow mechanism 230
viscous flow phenomena 134
viscous flow processes 211
viscous flow simulation 198
visible among ourselves 41
visible body movements 56
visible bone fragments 101
visible bone structure 43
visible cream separation 155
visible during childhood 41
visible during excavation 52
visible during inspection 88
visible dust particles 91
visible filing equipment 88
visible fine structure 48
visible from airplanes 40
visible from alexandria 42
visible from california 52
visible from cambridge 46
visible from different 321
visible from distances 61
visible from edinburgh 51
visible from invisible 138
visible from jerusalem 155
visible from neighboring 129
visible from satellite 143
visible from stonehenge 194
visible from surrounding 72
visible from virtually 176
visible glow discharge 55
visible into invisible 70
visible line structure 47
visible living organisms 62
visible only gradually 70
visible over extensive 45
visible plus invisible 45
visible ruin destroyed 45
visible size suspended 66
visible upon inspection 317
visible user interface 267
visible when approaching 69
visible when condensed 59
visible when considering 73
visible when displayed 59
visible when installed 110
visible when magnified 168
visible when projected 89
visible when reflected 40
visible when subjected 50
visibly among imaginary 117
visibly from universal 60
visibly less important 42
visibly more confident 49
visibly more impatient 41
visibly more important 48
visibly very different 48
visited alta california 95
visited among themselves 145
visited arab countries 54
visited army hospitals 59
visited asian countries 47
visited cape canaveral 59
visited during fieldwork 130
visited five countries 168
visited five different 121
visited fort leavenworth 59
visited fort vancouver 280
visited four countries 116
visited four different 199
visited from california 155
visited from necessity 84
visited here yesterday 74
visited home regularly 53
visited india regularly 48
visited juan fernandez 117
visited lake champlain 48
visited lord baltimore 46
visited lord kitchener 65
visited lord salisbury 73
visited many cathedrals 52
visited many companies 92
visited many countries 3249
visited many different 623
visited many districts 97
visited many factories 349
visited many galleries 49
visited many hospitals 224
visited many important 247
visited many industrial 70
visited many interesting 276
visited many libraries 185
visited many physicians 76
visited many provinces 74
visited many relatives 66
visited more countries 164
visited more generally 58
visited more regularly 108
visited most countries 130
visited nine countries 155
visited nine different 51
visited other companies 127
visited other countries 1629
visited other districts 79
visited other factories 48
visited other hospitals 93
visited other important 72
visited other libraries 95
visited other prisoners 43
visited other provinces 53
visited other relatives 96
visited port nicholson 101
visited some countries 146
visited some factories 99
visited some hospitals 43
visited some important 112
visited some industrial 47
visited some interesting 126
visited some relatives 313
visited some wonderful 40
visited such countries 111
visited their ancestors 80
visited their ancestral 300
visited their apartment 250
visited their classroom 131
visited their colleagues 67
visited their community 138
visited their countries 161
visited their customers 52
visited their daughters 140
visited their districts 164
visited their extensive 153
visited their factories 86
visited their firesides 162
visited their habitation 112
visited their homelands 54
visited their hometowns 47
visited their hospitals 56
visited their household 64
visited their libraries 44
visited their neighbors 361
visited their physicians 192
visited their principal 227
visited their provinces 40
visited their relatives 924
visited their residence 67
visited their scattered 48
visited their synagogue 126
visited their territory 125
visited their workshops 50
visited there regularly 132
visited these countries 1635
visited these different 59
visited these districts 303
visited these factories 44
visited these gentlemen 43
visited these hospitals 110
visited these interesting 99
visited these latitudes 47
visited these libraries 58
visited these monuments 156
visited these mountains 288
visited these precincts 42
visited these provinces 142
visited these relatives 61
visited these solitudes 48
visited those countries 945
visited those districts 131
visited those mountains 98
visited three countries 109
visited three different 296
visited three hospitals 86
visited upon americans 68
visited upon criminals 48
visited upon hiroshima 44
visited upon humankind 66
visited upon jerusalem 67
visited upon offenders 88
visited upon ourselves 63
visited upon political 43
visited upon prisoners 51
visited upon themselves 220
visited vice president 59
visited were concerned 52
visited were extremely 59
visited were generally 114
visited when necessary 45
visited your apartment 65
visited your classroom 102
visited your community 44
visitor from argentina 52
visitor from baltimore 77
visitor from california 230
visitor from cambridge 122
visitor from cleveland 61
visitor from edinburgh 68
visitor from elsewhere 135
visitor from hollywood 70
visitor from jerusalem 73
visitor from melbourne 56
visitor from palestine 63
visitor from purgatory 49
visitor from september 66
visitor from somewhere 77
visitor from temperate 71
visitor from tennessee 49
visitor just announced 40
visitor like ourselves 57
visitor more interesting 54
visitor most concerned 93
visitor once described 70
visitor soon discovers 137
visitor took advantage 50
visitor used sometimes 47
visitor will appreciate 80
visitor will certainly 103
visitor will doubtless 73
visitor will encounter 333
visitor will generally 68
visitor will naturally 119
visitor will recognize 90
visitor will sometimes 71
vitally feel presences 54
vitally more important 139
vitamin during pregnancy 238
vitiates their character 41
vitreous body resembles 50
vividly from childhood 70
vocation from childhood 70
vocation lies elsewhere 43
vocation more important 42
vocation very lucrative 53
vocation were fulfilled 42
volcano here exhausted 43
volition like ourselves 52
volition were accounted 42
volleys pour incessant 85
volleys were delivered 79
voltage axis intercept 68
voltage coil connected 323
voltage drop allowable 59
voltage drop associated 589
voltage drop available 52
voltage drop developed 617
voltage drop generated 78
voltage drop indicates 92
voltage drop necessary 86
voltage drop permitted 58
voltage drop subtracts 49
voltage drop throughout 63
voltage during brownouts 130
voltage during conduction 143
voltage during discharge 768
voltage fast discharge 68
voltage from amplifier 101
voltage from collector 440
voltage from conductor 75
voltage from generator 77
voltage gain amplifier 248
voltage gain available 153
voltage gain expressed 50
voltage gain expression 213
voltage gain magnitude 126
voltage glow discharge 713
voltage high frequency 316
voltage high resolution 160
voltage into alternating 85
voltage less effective 140
voltage radio frequency 54
voltage ramp generator 200
voltage range available 151
voltage range specified 128
voltage reading indicates 388
voltage test equipment 64
voltage wave generated 184
voltage wave impressed 177
voltage wave reflected 52
voltage were connected 71
voltage were impressed 132
voltage were monitored 61
voltage when connected 299
voltage when subjected 240
voltage will accordingly 53
voltage will determine 161
voltage will evidently 44
voltage will fluctuate 162
voltage will generally 106
voltage will gradually 91
voltage will oscillate 89
voltage will represent 85
voltage will typically 41
voltaic cell connected 45
voltaic cell described 45
voltaic cell furnishes 48
volubly among themselves 90
volumes also available 117
volumes also contained 110
volumes among themselves 67
volumes during expiration 61
volumes during pregnancy 177
volumes ever published 514
volumes from different 288
volumes from libraries 43
volumes giving selections 59
volumes have addressed 55
volumes have attempted 169
volumes have collapsed 42
volumes have contained 61
volumes have continued 153
volumes have described 50
volumes have different 137
volumes have excellent 79
volumes have extensive 97
volumes have forewords 101
volumes have furnished 65
volumes have generally 53
volumes have previously 45
volumes have undergone 50
volumes having reference 81
volumes here concluded 55
volumes here presented 130
volumes just described 44
volumes just published 247
volumes last published 173
volumes made available 112
volumes make available 81
volumes more interesting 52
volumes vary inversely 48
volumes were accordingly 51
volumes were addressed 60
volumes were announced 107
volumes were assembled 153
volumes were associated 101
volumes were available 564
volumes were carefully 176
volumes were certainly 58
volumes were collected 600
volumes were committed 49
volumes were completed 1139
volumes were conceived 117
volumes were concerned 137
volumes were condemned 42
volumes were condensed 49
volumes were consigned 63
volumes were consulted 221
volumes were contained 69
volumes were converted 154
volumes were corrected 205
volumes were dedicated 327
volumes were delivered 274
volumes were deposited 194
volumes were described 67
volumes were destroyed 606
volumes were developed 111
volumes were different 60
volumes were discarded 89
volumes were discussed 68
volumes were dispersed 50
volumes were displayed 57
volumes were elegantly 50
volumes were especially 69
volumes were estimated 491
volumes were evaluated 75
volumes were evidently 47
volumes were expressed 89
volumes were extremely 98
volumes were forwarded 76
volumes were generally 210
volumes were generated 73
volumes were gradually 51
volumes were identical 81
volumes were inscribed 81
volumes were necessary 151
volumes were organized 74
volumes were performed 69
volumes were possessed 81
volumes were presented 584
volumes were preserved 84
volumes were primarily 47
volumes were privately 73
volumes were projected 183
volumes were published 18272
volumes were purchased 690
volumes were recovered 73
volumes were repeatedly 42
volumes were reprinted 813
volumes were scattered 112
volumes were separated 56
volumes were similarly 40
volumes were sometimes 82
volumes were subjected 58
volumes were submitted 62
volumes were typically 58
volumes when completed 701
volumes when published 197
volumes when warranted 64
volumes will captivate 60
volumes will certainly 112
volumes will doubtless 118
volumes will generally 44
volumes will henceforth 40
volumes will introduce 92
volumes will naturally 85
volumes will represent 111
volumes will stimulate 148
voyager upon uncharted 50
voyages ever performed 73
voyages from greenland 453
voyages from liverpool 904
voyages have confirmed 101
voyages into uncharted 99
voyages were attempted 91
voyages were carefully 40
voyages were completed 166
voyages were concerned 45
voyages were conducted 162
voyages were continued 48
voyages were described 53
voyages were expensive 52
voyages were extremely 45
voyages were generally 158
voyages were hazardous 54
voyages were identical 45
voyages were important 62
voyages were necessary 93
voyages were organized 117
voyages were performed 335
voyages were primarily 45
voyages were published 274
voyages were sometimes 129
