war vigorously in harmony with 42
with distinction in congress and 47
with distinction in germany and 49
with distinction in holland and 41
with distinction to himself and 162
with dysfunction of bladder and 50
with earnestness of purpose and 56
with electrodes in contact with 42
with exclamation to glorify god 46
with experience in designing and 69
with experience in marketing and 62
with experience in research and 56
with experience or decreasing with 69
with experience to suppose that 114
with expressions of concern and 73
with expressions of concern for 200
with expressions of delight and 157
with expressions of devotion and 61
with expressions of disgust and 67
with expressions of dislike and 91
with expressions of loyalty and 174
with expressions of outrage and 40
with expressions of pleasure and 127
with expressions of rapture and 62
with expressions of respect and 228
with expressions of respect for 108
with expressions of support and 45
with expressions of support for 154
with expressions of sympathy and 431
with expressions of sympathy for 252
with expressions of sympathy with 55
with generations of poverty and 45
with government in general and 134
with impatience to imitate them 46
with impatience to restore his 63
with incapacity to control them 62
with indications of rapture and 43
with information in exchange for 49
with information on arrival and 48
with information on current and 49
with information on mineral and 58
with inhibitors of protein and 42
with instruction in hygiene and 50
with instruction in religion and 40
with invitations to dinners and 148
with invitations to parties and 43
with literature in general and 43
with maturities of between one 63
with obstruction of justice and 230
with obstruction of justice for 126
with opprobrium the promise and 51
with ostensibly no purpose but 59
with philosophy in general and 61
with philosophy of science and 64
with precautions to prevent any 40
with prejudices at variance with 41
with pretensions to culture and 49
with principles of freedom and 60
with principles of justice and 504
with principles of justice that 61
with principles of liberty and 199
with principles of natural law 60
with principles of religion and 54
with professions of anxiety for 47
with professions of loyalty and 100
with quicksands or brimmed with 65
with references to ancient and 43
with references to history and 83
with references to primary and 66
with references to sources and 111
with reflections on johnson and 168
with reproaches on himself for 56
with reservation of liberty for 42
with resistance to diseases and 49
with sacrifices of animals and 44
with sentiments of justice and 121
with sentiments of liberty and 57
with sentiments of loyalty and 71
with sentiments of religion and 54
with sentiments of respect and 407
with sentiments of respect for 109
with sentiments of sympathy and 89
with seriousness of purpose and 131
with spectators to witness this 41
with statistics of imports and 40
with subornation of perjury and 47
with tarpaulins to protect them 61
with technology in general and 40
with transports of delight and 46
with watercress or parsley and 42
with witchcraft the venereal act 60
