war and civil strife in 81
who are still behind the 70
who are still beyond the 49
who are still called by 42
who are still called the 58
who are still carrying on 552
who are still carrying the 42
who are still caught in 204
who are still caught up 253
who are still climbing the 46
who are still closer to 59
who are still engaged in 1013
who are still enjoying the 114
who are still fighting in 85
who are still fighting the 267
who are still fighting to 139
who are still forced to 90
who are still grasping at 90
who are still guided by 51
who are still inside the 55
who are still intent on 64
who are still likely to 47
who are still listed as 47
who are still locked in 73
who are still locked up 41
who are still plunged in 113
who are still residing in 119
who are still rooted in 71
who are still slaves to 83
who are still spared to 180
who are still spoken of 43
who are still standing on 71
who are still striving to 178
who are still thought of 42
who are still treated as 47
who are still unable to 635
who are still unsure of 107
who are still wedded to 121
who are still without it 45
who are still without the 116
who are strong enough in 85
who are strong enough or 44
who are strong enough to 3381
who are taken notice of 64
who are throwing stones at 54
who are today active in 58
who are today called the 56
who are today engaged in 140
who are tough enough to 106
who are truly amiable in 43
who are truly anxious to 55
who are truly called of 57
who are truly called to 145
who are truly engaged in 69
who are truly expert in 48
who are truly unable to 106
who are truly united to 83
who are under arrest or 70
who are under attack by 79
who are under orders to 198
who are under stress or 159
who are walking through the 92
who are wealthy enough to 863
who are willing enough to 412
who are working around the 61
who are working behind the 88
who are working should be 43
who are working through the 362
who are working toward an 67
who are working toward the 421
who are world leaders in 53
who bad taken refuge in 41
who being asked whether he 93
who both lived before the 61
who can appear before the 54
who can assay brains as 43
who can carry through the 57
who can easily afford it 47
who can easily afford the 280
who can easily afford to 235
who can either accept or 72
who can judge whether the 76
who can never afford to 115
who can never arrive at 44
who can never aspire to 84
who can never attain the 47
who can never attain to 46
who can never become an 69
who can never escape the 51
who can never expect to 149
who can never forget the 314
who can never manage to 43
who can never resist an 42
who can never resist the 95
who can never return to 125
who can offer advice on 128
who can offer something to 41
who can preach wisdom to 44
who can raise troops to 150
who can really afford it 86
who can really afford to 144
who can reply simply to 95
who can sleep through the 75
who can spell english or 85
who can stand before it 180
who can stand before me 45
who can stand before the 411
who can stand before thy 47
who can still afford to 221
who can still manage to 40
who can still recall the 122
who can truly affirm to 101
who can write better on 57
who can write solely of 50
who did appear before the 52
who did first betroth the 43
who did rather advise the 76
who does anything without the 121
who for thirty pieces of 70
who get breast cancer do 66
who get close enough to 71
who goes still further in 46
who got close enough to 286
who had acted without the 88
who had added greatly to 41
who had added insult to 45
who had again become an 47
who had again become the 125
who had again joined the 146
who had again joined us 43
who had again ridden in 76
who had anything belonging to 90
who had anything better to 110
who had anything useful to 42
who had asked whether he 138
who had asked whether it 65
who had asked whether the 123
who had beaten rodney king 153
who had begun already to 51
who had begun arriving in 127
who had begun settling in 46
who had begun studying the 46
who had begun training in 40
who had black lilies in 43
who had bowed before the 71
who had breast cancer in 68
who had broke through the 102
who had built cabins on 50
who had built houses in 82
who had built houses on 71
who had burst through the 219
who had cared enough to 214
who had cases before the 41
who had close access to 59
who had crept behind the 48
who had crept through the 117
who had daily access to 203
who had dared invade the 54
who had dared openly to 174
who had dared oppose the 65
who had dared resist the 51
who had drawn closer to 157
who had drawn heavily on 56
who had drunk deeper of 91
who had drunk deeply at 160
who had drunk deeply of 276
who had drunk enough to 44
who had easier access to 177
who had either bought or 53
who had either failed to 185
who had either fallen in 63
who had either joined or 46
who had either joined the 100
who had either little or 50
who had either served in 117
who had either worked in 44
who had equal access to 64
who had equal claims to 117
who had every chance of 107
who had every chance to 77
who had every desire to 62
who had every moment an 67
who had every motive to 173
who had fancy enough to 103
who had first agreed to 119
who had first broken the 225
who had first called me 63
who had first called on 107
who had first called the 112
who had first called to 46
who had first caught the 140
who had first choice of 72
who had first cleared the 46
who had first coined the 68
who had first created the 60
who had first dreamed of 57
who had first fallen in 150
who had first formed the 55
who had first joined the 410
who had first landed in 83
who had first learned of 70
who had first learned the 69
who had first learned to 127
who had first mooted the 51
who had first opened the 218
who had first opened up 126
who had first picked up 40
who had first placed the 73
who had first played the 41
who had first posted it 69
who had first raised it 76
who had first raised the 601
who had first reached the 176
who had first rights to 43
who had first seized the 50
who had first served as 104
who had first served in 154
who had first served the 64
who had first sought the 58
who had first sought to 80
who had first spoken in 47
who had first spoken of 166
who had first spoken to 1103
who had first talked to 66
who had first taught me 131
who had first taught the 87
who had first thought of 552
who had first wanted to 57
who had first warned the 48
who had first worked as 55
who had first worked in 124
who had first worked on 51
who had flown across the 189
who had flown through the 70
who had found access to 43
who had found asylum in 560
who had found credit on 57
who had found little to 98
who had found places in 58
who had found refuge at 193
who had found refuge in 2751
who had found refuge on 175
who had found release by 64
who had found safety in 119
who had found solace in 55
who had found something in 70
who had found something to 66
who had found strength to 101
who had given advice to 54
who had given asylum to 114
who had given credit to 123
who had given freely of 66
who had given notice of 1039
who had given notice on 51
who had given notice to 162
who had given orders in 122
who had given orders to 525
who had given proofs of 563
who had given refuge to 331
who had given spirit to 75
who had given thought to 236
who had grave doubts as 76
who had gross income of 71
who had grown jealous of 174
who had hoped thereby to 40
who had hoped through the 41
who had indian slaves in 68
who had knelt before the 121
who had knelt beside the 154
who had known christ in 45
who had known little of 250
who had known little or 57
who had known neither the 65
who had known something of 416
who had large holdings in 149
who had large holdings of 101
who had large stocks of 191
who had large tracts of 104
who had later become an 65
who had later become the 71
who had later joined the 153
who had later served as 125
who had leaned toward the 63
who had learning enough to 243
who had legal access to 52
who had legal rights to 78
who had lived abroad as 47
who had lived abroad in 73
who had lived across the 405
who had lived always in 195
who had lived amidst the 143
who had lived amongst the 146
who had lived around the 153
who had lived before in 43
who had lived before me 63
who had lived before the 721
who had lived before us 61
who had lived behind the 59
who had lived beyond the 112
who had lived earlier in 51
who had lived inside the 59
who had lived longest in 127
who had lived mainly in 58
who had lived mostly in 111
who had lived through an 116
who had lived through it 938
who had lived through so 261
who had lived through the 10650
who had lived without an 51
who had lived without the 49
who had longer periods of 60
who had lower levels of 376
who had lower scores on 49
who had merit enough to 54
who had money enough to 790
who had moved across the 403
who had moved across to 69
who had moved around the 69
who had moved around to 43
who had moved behind the 42
who had moved beyond the 287
who had moved closer to 289
who had moved through the 141
who had moved toward the 136
who had nearer access to 77
who had nearly killed me 54
who had nearly killed the 57
who had nearly reached the 421
who had nearly ruined the 71
who had nerve enough to 239
who had never agreed to 152
who had never before in 432
who had never before so 55
who had never beheld it 226
who had never beheld the 170
who had never breathed the 58
who had never broken the 95
who had never called me 45
who had never called on 41
who had never closed an 45
who had never cooked in 47
who had never danced in 52
who had never dreamed of 1658
who had never engaged in 544
who had never fagged the 51
who had never failed in 878
who had never failed me 86
who had never failed to 994
who had never failed us 92
who had never filled the 48
who had never formed the 68
who had never fought at 56
who had never fought in 215
who had never fought or 53
who had never gotten to 43
who had never harmed me 43
who had never joined in 139
who had never joined the 603
who had never killed an 79
who had never learned or 57
who had never learned the 666
who had never learned to 2861
who had never looked an 75
who had never looked at 515
who had never looked on 341
who had never looked so 59
who had never missed an 86
who had never missed the 44
who had never needed to 157
who had never opened the 45
who had never pained me 88
who had never passed an 47
who had never passed the 154
who had never picked up 109
who had never played an 85
who had never played at 47
who had never played in 261
who had never played it 58
who had never played on 101
who had never played the 330
who had never prayed in 50
who had never reached the 168
who had never ridden in 154
who had never ridden on 76
who had never sailed on 46
who had never sailed the 60
who had never seemed so 44
who had never seemed to 411
who had never served an 82
who had never served as 340
who had never served at 57
who had never served in 2361
who had never served on 225
who had never served the 77
who had never shared in 123
who had never shared the 234
who had never signed the 151
who had never sinned in 46
who had never smoked in 115
who had never smoked or 98
who had never sought or 45
who had never sought the 81
who had never sought to 150
who had never spoken an 50
who had never spoken in 298
who had never spoken of 159
who had never spoken or 53
who had never spoken to 1486
who had never stayed in 55
who had never talked to 262
who had never tasted it 169
who had never tasted of 89
who had never tasted the 270
who had never taught in 88
who had never thought in 120
who had never thought it 152
who had never thought of 2735
who had never thought on 157
who had never thought or 62
who had never thought to 317
who had never turned the 44
who had never turned to 68
who had never turned up 94
who had never viewed the 81
who had never walked in 116
who had never walked on 50
who had never walked the 57
who had never wanted the 107
who had never wanted to 866
who had never warmed to 107
who had never wearied of 62
who had never wished to 321
who had never worked as 249
who had never worked at 314
who had never worked in 1555
who had never worked on 470
who had never worked or 82
who had never worked the 81
who had newly joined the 269
who had often caused the 53
who had often chased the 48
who had often filled the 45
who had often helped me 45
who had often looked at 44
who had often played the 175
who had often sailed the 43
who had often served as 549
who had often served the 70
who had often shared in 131
who had often shared the 190
who had often spoken of 115
who had often spoken to 191
who had often stayed at 61
who had often stayed in 41
who had often talked to 61
who had often thought he 59
who had often thought of 57
who had often waited in 68
who had often wished to 72
who had often worked in 74
who had owned slaves in 54
who had pluck enough to 66
who had power enough to 248
who had quite enough of 49
who had quite enough to 119
who had quite failed to 42
who had raced across the 59
who had ranged through the 51
who had rather depend on 131
who had rather suffer the 65
who had really created the 41
who had really fallen in 55
who had really killed the 69
who had really something to 159
who had really stolen the 47
who had really wanted to 114
who had reason enough to 146
who had risen before me 60
who had risen greatly in 43
who had risen through the 3139
who had rowed across the 45
who had ruled before the 122
who had ruled england in 40
who had ruled france in 41
who had saved enough to 208
who had saved france at 48
who had saved france in 59
who had sense enough to 1601
who had shown little or 87
who had shown powers in 61
who had since become an 128
who had since become so 40
who had since become the 480
who had since joined the 210
who had since passed on 40
who had since worked in 45
who had skill enough to 175
who had slept little the 44
who had slept through it 101
who had slept through the 599
who had slunk behind the 54
who had small pieces of 46
who had smelt powder in 47
who had spent almost the 83
who had spent little or 52
who had spent periods of 58
who had spent twenty or 62
who had spread across the 53
who had spread through the 60
who had staid behind in 59
who had staid behind to 73
who had still failed to 54
who had still lingered at 63
who had still plenty of 40
who had still strength to 134
who had stood aghast at 113
who had stood around the 74
who had stood before me 50
who had stood before the 312
who had stood behind me 52
who had stood behind the 336
who had stood beside me 159
who had stood beside the 217
who had stood firmly by 95
who had stood nearest the 45
who had stood nearest to 88
who had stood through it 69
who had stood watching the 112
who had strong claims on 81
who had strong claims to 51
who had strong feelings of 114
who had strong feelings on 55
who had swept across the 70
who had swept through the 124
who had sworn before the 72
who had sworn revenge on 72
who had taken asylum in 244
who had taken charge at 57
who had taken charge in 112
who had taken charge of 5911
who had taken flight at 54
who had taken fright at 195
who had taken fright on 50
who had taken kindly to 62
who had taken lately to 82
who had taken little or 209
who had taken lodgings at 67
who had taken lodgings in 92
who had taken london by 83
who had taken notice of 414
who had taken office as 196
who had taken office at 90
who had taken office in 936
who had taken office on 192
who had taken office the 74
who had taken orders in 160
who had taken places by 58
who had taken refuge at 3784
who had taken refuge in 35811
who had taken refuge on 2253
who had taken revenge on 40
who had taken shares in 151
who had taste enough to 196
who had thirty slaves at 44
who had thrown caution to 49
who had thrown stones at 262
who had tried before to 72
who had tried earlier to 56
who had tried vainly to 249
who had twice failed in 54
who had twice failed to 108
who had twice filled the 123
who had twice served as 461
who had varying levels of 115
who had vision enough to 70
who had voted before the 88
who had waded across the 49
who had waded through the 164
who has added greatly to 81
who has added something to 114
who has alike fought in 98
who has broad powers to 46
who has chief charge of 43
who has cried itself to 380
who has drunk deeply of 194
who has either failed to 48
who has either spoken or 41
who has every desire to 50
who has fewer faults or 51
who has filed notice of 51
who has first learned to 102
who has flown across the 56
who has found refuge in 110
who has found something to 64
who has given credit to 167
who has given freely of 180
who has given little or 72
who has given notice in 56
who has given notice of 1509
who has given notice to 378
who has given orders to 92
who has given proofs of 238
who has given strength to 40
who has given thought to 571
who has given thyself so 42
who has gross income of 66
who has grown beyond the 56
who has known something of 70
who has legal access to 96
who has legal rights to 80
who has lived always in 61
who has lived amongst the 140
who has lived behind the 53
who has lived beyond the 74
who has lived mostly in 51
who has lived through an 186
who has lived through it 342
who has lived through my 42
who has lived through so 85
who has lived through the 2842
who has money enough to 574
who has moved across the 121
who has moved beyond the 157
who has moved through the 69
who has nearly reached the 91
who has nerve enough to 97
who has never agreed to 51
who has never beheld the 127
who has never broken the 48
who has never denied the 48
who has never dreamed of 75
who has never engaged in 386
who has never failed in 133
who has never failed me 281
who has never failed to 788
who has never failed us 78
who has never fallen in 47
who has never learned the 385
who has never learned to 2038
who has never looked at 209
who has never looked on 199
who has never needed to 51
who has never opened the 46
who has never passed the 65
who has never picked up 47
who has never played in 47
who has never played it 54
who has never played the 212
who has never seemed to 71
who has never served as 50
who has never served in 193
who has never sinned be 81
who has never sought to 166
who has never spoken an 45
who has never spoken to 205
who has never tasted it 172
who has never tasted of 61
who has never tasted the 231
who has never taught in 54
who has never thought in 44
who has never thought of 716
who has never thought or 103
who has never walked in 53
who has never wanted to 169
who has never wished to 47
who has never worked as 62
who has never worked at 119
who has never worked in 865
who has never worked on 126
who has never worked or 76
who has never wronged me 83
who has often helped me 47
who has often played the 61
who has often served as 42
who has often spoken of 58
who has often spoken to 109
who has power enough to 54
who has pride without the 44
who has quite enough to 47
who has rather chosen to 89
who has really become an 53
who has really caught the 52
who has really learned to 61
who has really something to 48
who has really tasted the 66
who has risen beyond the 58
who has risen through the 316
who has risen vastly in 76
who has saved enough to 42
who has sense enough to 1694
who has since become an 497
who has since become my 289
who has since become so 410
who has since become the 974
who has since filled the 84
who has since joined the 269
who has since passed on 377
who has since passed to 59
who has since ruined me 83
who has since served as 77
who has sixty indians in 49
who has skill enough to 49
who has slain another in 45
who has slept through the 95
who has stood before the 130
who has stood behind the 51
who has stood beside me 72
who has strong claims to 40
who has strong feelings of 68
who has taken charge of 847
who has taken lately to 51
who has taken notice of 248
who has taken refuge at 129
who has taken refuge in 2002
who has taken refuge on 125
who has taste enough to 108
who has thinking powers is 69
who has truly learned to 44
who has truly united the 53
who has twice served as 42
who has waded through the 184
who has write access to 63
who hath lived always in 101
who hath sense enough to 56
who lay sound asleep in 71
who lay still buried in 74
who led israel through the 117
who may appear before the 393
who may fitly enough be 41
who may never return to 65
who may prove useful to 44
who may rather expect to 132
who may still adhere to 40
who may still prefer to 52
who may still profit by 54
who may still remain in 57
who may still resort to 63
who now again caught the 69
who now again lodged in 51
who now asked edward to 87
who now broke through the 50
who now comes before us 41
who now first appears in 67
who now stand before the 90
who now stood before me 370
who now stood before the 166
who now stood before us 92
who now stood behind the 93
who now stood beside me 49
who now stood beside the 128
who now stops before the 41
who now takes charge of 51
who one might expect to 119
who one would expect to 132
who own large blocks of 110
who own large tracts of 273
who ran begging beside the 51
who ran daily before the 63
who ran naked through the 110
who ran round behind the 78
who sat breaking stones by 50
who sat right behind me 60
who saw human nature as 155
who saw quite clearly the 67
who see human nature as 61
who sew magic charms on 43
who she really wanted to 76
who that dress belongs to 117
who that money belongs to 58
who that walks through the 42
who then knows whence it 140
who then stood before me 400
who then takes charge of 68
who they really wanted to 43
who they shall choose to 51
who they vowed should be 52
who they would choose to 64
who they would prefer to 96
who thus broke through the 52
who thus seems doomed to 76
who was about eleven at 43
who was about entering the 41
who was about twelve at 75
who was about twelve or 53
who was about twenty at 49
who was acute enough to 76
who was after doctor in 47
who was again engaged in 53
who was again forced to 48
who was alert enough to 80
who was alone behind the 128
who was alone called up 57
who was asked whether he 614
who was asked whether it 69
who was asked whether the 135
who was aware neither of 43
who was badly burned in 91
who was badly shaken by 45
who was badly treated by 117
who was brash enough to 49
who was brave enough to 1858
who was breaking stones on 71
who was broad enough to 70
who was canny enough to 42
who was chief editor of 109
who was chief surgeon of 49
who was cited before the 73
who was close behind me 234
who was close behind the 76
who was close beside me 84
who was close enough to 870
who was crazy enough to 406
who was cruel enough to 80
who was cunning enough to 125
who was cutting through the 42
who was dancing around the 55
who was deathly afraid of 248
who was driving pulled up 124
who was driving through the 119
who was driving without the 45
who was drunk enough to 58
who was easily swayed by 54
who was either asleep or 48
who was either guilty or 42
who was either killed in 53
who was either killed or 82
who was either unable or 204
who was elder brother of 60
who was elder brother to 107
who was falling behind in 46
who was first bishop of 170
who was first buried in 64
who was first called in 54
who was first called on 104
who was first called to 139
who was first cousin of 127
who was first cousin to 436
who was first engaged in 57
who was first taught to 73
who was first thought of 59
who was first thought to 44
who was first through the 46
who was found asleep in 83
who was found beside the 45
who was found floating in 70
who was found guilty at 59
who was found guilty by 222
who was found guilty in 284
who was found guilty of 8764
who was found guilty on 171
who was found sleeping on 101
who was frank enough to 99
who was fully engaged in 65
who was fully versed in 49
who was gaining ground on 60
who was given access to 256
who was given charge of 707
who was given neither to 48
who was given notice of 76
who was given orders to 71
who was grand master in 102
who was grand master of 535
who was grand nephew to 42
who was growing beyond the 52
who was guest speaker at 48
who was haled before the 60
who was hanged before the 42
who was happy enough to 344
who was hardy enough to 160
who was headed toward the 105
who was healthy enough to 79
who was holding something in 51
who was human enough to 71
who was known always to 64
who was known amongst the 66
who was known around the 145
who was known simply as 247
who was known through the 54
who was lagging behind the 59
who was large enough to 120
who was later active in 184
who was later bishop of 201
who was later buried in 66
who was later burned at 79
who was later called the 166
who was later called to 104
who was later chosen to 44
who was later editor of 56
who was later exiled to 58
who was later famous as 45
who was later forced to 240
who was later hailed as 101
who was later joined by 691
who was later killed at 278
who was later killed by 864
who was later killed in 1662
who was later killed on 124
who was later placed in 79
who was later proved to 84
who was later raised to 108
who was levying forces in 147
who was light enough to 79
who was looking across the 64
who was looking around at 41
who was looking around the 210
who was looking through the 817
who was looking toward the 140
who was loyal enough to 58
who was lucky enough to 3363
who was lurking behind the 47
who was madly jealous of 64
who was music critic of 56
who was naive enough to 159
who was named bishop of 58
who was nearly allied by 60
who was nearly allied to 163
who was nearly always at 68
who was nearly always in 78
who was nearly killed by 187
who was nearly killed in 146
who was nearly stoned to 57
who was never afraid of 490
who was never afraid to 588
who was never averse to 207
who was never before in 43
who was never called by 85
who was never called to 83
who was never chosen by 51
who was never guilty of 184
who was never likely to 163
who was never spoken of 116
who was never taught the 111
who was never taught to 105
who was never thought of 44
who was never wearied of 47
who was noble enough to 54
who was often called in 67
who was often called on 156
who was often called the 335
who was often called to 50
who was often driven to 49
who was often engaged in 55
who was often forced to 137
who was often pleased to 54
who was often quoted as 66
who was often quoted by 42
who was often spoken of 83
who was often thought of 48
who was often thought to 45
who was often unable to 104
who was papal legate in 50
who was passing before us 98
who was passing looked at 50
who was passing through it 87
who was passing through on 304
who was passing through the 2452
who was passing through to 52
who was peeking through the 48
who was peeping through the 216
who was peering around the 48
who was peering through the 290
who was playing tricks on 47
who was praying before the 50
who was proud enough to 43
who was pushing through the 73
who was quick enough to 175
who was quite active in 203
who was quite amazed at 82
who was quite anxious to 102
who was quite beyond the 55
who was quite devoid of 58
who was quite famous in 78
who was quite likely to 106
who was quite pleased to 107
who was quite unable to 719
who was quite unlike the 50
who was quite unused to 100
who was rather afraid of 93
who was rather curious in 45
who was rather expert at 55
who was rather jealous of 71
who was rather pleased to 68
who was really afraid of 67
who was really anxious to 177
who was really behind it 96
who was really behind the 324
who was really guilty in 109
who was really guilty of 109
who was really master of 43
who was right behind me 237
who was right beside me 60
who was roaming around the 50
who was rolling around on 49
who was running across the 304
who was running around in 77
who was running around the 177
who was running through the 205
who was running toward the 216
who was saved through the 69
who was savvy enough to 52
who was seated across the 403
who was seated before the 143
who was seated behind me 78
who was seated behind the 351
who was seated beside me 301
who was seated beside the 381
who was seated beside us 79
who was seated nearest to 46
who was seeking advice on 41
who was seeking asylum in 41
who was senior member of 52
who was serving behind the 109
who was sharp enough to 149
who was silly enough to 335
who was sitting across the 1208
who was sitting around the 42
who was sitting before me 108
who was sitting before the 345
who was sitting behind me 542
who was sitting behind the 934
who was sitting behind us 85
who was sitting beside me 1920
who was sitting beside the 942
who was sitting beside us 57
who was sitting beyond the 79
who was sitting calmly in 64
who was sitting curled up 44
who was sitting inside the 214
who was sitting knitting by 63
who was sitting knitting in 61
who was sitting nearest the 74
who was sitting nearest to 201
who was sitting toward the 40
who was slain before the 117
who was small enough to 140
who was smart enough to 1039
who was smiling warmly at 42
who was sober enough to 129
who was sorting through the 42
who was sound asleep in 316
who was sound asleep on 173
who was speaking before the 50
who was speaking through the 85
who was staring across the 40
who was staring through the 128
who was staring toward the 43
who was staying across the 41
who was staying around the 44
who was staying behind in 42
who was staying behind to 80
who was still aboard the 57
who was still abroad in 54
who was still absent in 107
who was still absent on 40
who was still active as 66
who was still active at 52
who was still active in 422
who was still afraid of 124
who was still almost as 92
who was still anxious to 253
who was still asleep in 254
who was still asleep on 113
who was still awaiting the 79
who was still behind the 125
who was still called by 45
who was still called the 82
who was still camped at 52
who was still carrying on 287
who was still carrying the 149
who was still caught up 43
who was still cowering in 57
who was still curled up 164
who was still editor of 50
who was still engaged in 693
who was still enjoying the 70
who was still fighting in 60
who was still fighting on 40
who was still fighting the 128
who was still frozen in 75
who was still furious at 81
who was still grasping the 53
who was still guarding the 59
who was still hovering at 43
who was still hovering in 150
who was still inside the 201
who was still intent on 190
who was still jealous of 53
who was still kneeling at 62
who was still kneeling by 70
who was still kneeling in 60
who was still kneeling on 172
who was still laughing at 107
who was still listed as 112
who was still locked in 157
who was still managing the 50
who was still master of 80
who was still mourning the 113
who was still posted at 45
who was still pursuing the 52
who was still refusing to 88
who was still residing at 161
who was still residing in 187
who was still searching the 40
who was still shaken by 56
who was still sleeping in 288
who was still sleeping on 60
who was still smarting at 44
who was still something of 96
who was still standing as 154
who was still standing at 744
who was still standing by 1080
who was still standing in 3798
who was still standing on 771
who was still standing up 300
who was still studying at 67
who was still studying in 49
who was still studying the 235
who was still unable to 458
who was still unsure of 47
who was still unused to 42
who was still watching me 47
who was still watching the 354
who was strong enough in 62
who was strong enough to 3244
who was taken before the 68
who was taken notice of 59
who was teaching english at 126
who was teaching english in 115
who was teaching english to 55
who was teaching school at 100
who was teaching school in 366
who was thence called the 43
who was throwing stones at 84
who was thumbing through the 42
who was tough enough to 152
who was tried before the 204
who was under arrest at 86
who was under arrest in 215
who was under attack by 102
who was under notice to 41
who was under orders to 621
who was waiting across the 41
who was waiting behind the 97
who was waiting beside the 109
who was waiting inside the 68
who was walking across the 380
who was walking around in 134
who was walking around the 270
who was walking before me 58
who was walking behind me 206
who was walking behind the 217
who was walking behind us 63
who was walking beside me 303
who was walking beside the 180
who was walking beside us 44
who was walking slowly in 62
who was walking slowly up 338
who was walking through the 612
who was walking toward me 105
who was walking toward the 469
who was walking toward us 103
who was washing clothes at 76
who was washing clothes in 208
who was washing dishes at 60
who was washing dishes in 74
who was wealthy enough to 380
who was willing enough to 485
who was within earshot of 62
who was woman enough to 76
who was working across the 42
who was working around the 92
who was working behind the 329
who was working inside the 48
who was working through the 69
who was working toward the 42
who was writing around the 45
who was writing before the 46
who was writing something in 57
who was writing something on 45
who yet lived seemed to 70
who you would expect to 115
why any change should be 60
why any money should be 43
why any woman should be 54
why did people choose to 42
why each woman should be 63
why god might choose to 41
why god would choose to 123
why hath satan filled thy 204
why her father should be 105
why her father wanted to 56
why her mother should be 74
why her mother wanted to 66
why his father should be 60
why his father wanted to 95
why his mother looked at 42
why his mother seemed so 66
why his mother should be 72
why his mother wanted to 55
why men often object to 41
why not walking calmly on 48
why one group should be 57
why one method should be 45
why one might choose to 126
why one might expect the 130
why one might expect to 108
why one might prefer to 73
why one would choose to 146
why one would expect the 144
why one would expect to 62
why our goods should be 54
why our lives should be 40
why our party should be 63
why she could afford to 56
why she never seemed to 123
why she never wanted to 175
why she would choose to 122
why she would refuse the 50
why that power should be 48
why that right should be 61
why they alone should be 115
why they could afford to 85
why they might choose to 112
why they never seemed to 98
why they never thought of 119
why they never wanted to 45
why they would choose to 198
why they would prefer to 127
why this action should be 61
why this alone should be 84
why this change should be 78
why this claim should be 58
why this crime should be 58
why this epoch should be 63
why this group should be 59
why this hound should be 82
why this issue should be 64
why this method should be 140
why this money should be 57
why this motion should be 44
why this order should be 55
why this period should be 41
why this place should be 62
why this power should be 83
why this region should be 45
why this right should be 122
why this story should be 65
why this topic should be 59
why this would happen to 47
why you might choose to 298
why you might decide to 131
why you might prefer to 106
why you never called me 46
why you never thought of 139
why you never wanted to 119
why you really wanted to 42
why you study english in 89
why you would choose it 61
why you would choose to 310
why you would expect the 256
why you would expect to 83
why you would prefer to 196
wings and could ascend the 61
wings are strong enough to 160
wings was nearly enough to 44
win his fight sooner or 55
win his spurs before he 57
win our fight without the 50
win two nobel prizes in 167
wit and learning obtain in 353
wit and learning tedious to 73
with air blown through the 53
with air drawn through the 102
with air flowing through it 46
with air flowing through the 100
with air passing through the 145
with all ethnic groups in 78
with all facts relating to 42
with all hands except the 41
with all haste across the 61
with all haste through the 42
with all haste toward the 51
with all human actions in 58
with all known orders of 63
with all major cities in 56
with all major cities of 64
with all others belonging to 41
with all others engaged in 55
with all power vested in 111
with all signs pointing to 134
with all sound notions of 81
with all speed across the 228
with all speed before the 108
with all speed behind the 101
with all speed repair to 63
with all speed through the 369
with all speed toward the 343
with all which claims to 70
with and cause damage to 63
with and found guilty of 366
with and others without the 106
with and passing through the 56
with and working through the 80
with any adult member of 93
with any burning desire to 53
with any close degree of 87
with any cross section is 46
with any epoch before the 51
with any equal number of 107
with any feeling allied to 50
with any fixed design to 77
with any given amount of 668
with any given aspect of 53
with any given degree of 262
with any given number of 651
with any given portion of 77
with any given supply of 49
with any given system of 84
with any given values of 87
with any given volume of 109
with any given weight of 44
with any grown person in 57
with any known degree of 52
with any known system of 85
with any large amount of 419
with any large degree of 369
with any large masses of 63
with any large measure of 181
with any large number of 366
with any large portion of 107
with any major aspect of 43
with any major changes in 78
with any noble spirit to 44
with any order issued by 187
with any power except the 55
with any power vested in 87
with any sense wanted to 49
with any small amount of 57
with any strong degree of 41
with any strong desire to 47
with any strong feelings of 42
with any uneasy desire of 57
with any writing proved to 504
with being taken notice of 59
with both hands across the 101
with both hands around the 341
with both hands before he 113
with both hands before it 92
with both hands before me 68
with both hands before the 215
with both hands behind the 230
with both hands braced on 60
with both hands buried in 42
with both hands clasping the 84
with both hands firmly on 64
with both hands folded in 45
with both hands folded on 52
with both hands grasping the 339
with both hands gripping the 441
with both hands instead of 209
with both hands joined in 66
with both hands lifted the 59
with both hands lifted up 44
with both hands placed as 58
with both hands placed on 396
with both hands pulled the 44
with both hands raised as 112
with both hands raised in 353
with both hands raised to 230
with both hands seized the 79
with both hands through the 95
with both hands touching the 72
with both hands toward the 296
with both sides accusing the 99
with both sides agreeing to 295
with both sides appealing to 87
with both sides claiming the 104
with both sides claiming to 97
with both sides engaged in 62
with both sides refusing to 123
with both sides seemed to 41
with but faint traces of 53
with but minor changes in 107
with but short periods of 44
with but small chance of 103
with but small regard to 171
with each group focusing on 157
with each issue focusing on 48
with each level building on 56
with each party accusing the 57
with each party agreeing to 48
with each passing decade as 93
with each passing decade of 130
with each passing decade the 88
with each passing minute as 165
with each passing minute he 48
with each passing minute of 59
with each passing minute the 133
with each passing moment as 176
with each passing moment he 84
with each passing moment it 42
with each passing moment of 92
with each passing moment the 178
with each passing second as 141
with each passing second of 51
with each passing second the 73
with each staff member in 48
with each staff member to 94
with each stage building on 93
with ears large enough to 73
with easy grace through the 56
with far lower levels of 105
with far reaching changes in 40
with god every moment of 49
with head bowed before the 51
with her about whether or 42
with her after dinner he 41
with her after school to 59
with her alone before the 64
with her cargo equals or 63
with her chain around my 71
with her cheek touching it 41
with her child across the 52
with her child almost as 43
with her child through the 53
with her dress pulled up 541
with her dress tucked in 95
with her dress tucked up 298
with her elder brother in 53
with her elder brother to 40
with her elder sister in 83
with her every chance he 73
with her every minute of 265
with her every moment of 136
with her every sunday to 58
with her father across the 60
with her father before he 211
with her father before the 150
with her father called up 85
with her father instead of 196
with her father seemed to 65
with her father through the 353
with her father toward the 43
with her fingers across the 42
with her fingers around the 91
with her fingers instead of 56
with her fingers through the 77
with her fingers touching the 102
with her first attack of 63
with her first glance at 75
with her first litter of 63
with her first moment of 71
with her first volume of 81
with her fists balled up 102
with her funny streaks of 46
with her growing desire to 53
with her hands across the 43
with her hands around my 51
with her hands around the 128
