wage level of male workers 72
will close in five minutes 66
will close in upon himself 43
will close the mind against 70
will color thy name forever 43
will cover the same material 123
will crawl on their bellies 89
will create the most perfect 86
will cross the line between 60
will defeat the very purpose 686
will defer the great pleasure 44
will delay or even prevent 67
will delay the healing process 40
will dress the other bullock 340
will engage in such behavior 61
will enjoy the full benefit 58
will enjoy the full support 58
will enjoy the most perfect 45
will enjoy the same freedom 64
will enjoy the same success 66
will enter in their natural 43
will enter in your despite 40
will enter the next century 127
will exert the same osmotic 71
will fetch ye good fortune 40
will fight no more against 85
will fight no more battles 65
will fight no more forever 2512
will fight the next election 51
will first be made between 65
will focus in what follows 82
will focus on case studies 42
will focus on four aspects 117
will focus on more general 43
will focus on other aspects 71
will focus on some aspects 175
will focus on some general 90
will focus on these aspects 140
will focus on those aspects 581
will focus on those factors 77
will focus on those features 92
will focus on those studies 76
will focus on three aspects 434
will focus on three central 56
will focus on three factors 46
will focus on three general 83
will focus on three primary 75
will focus on three related 98
will focus on what happens 120
will gather no army against 42
will glory in having excited 91
will glory in their success 59
will grant thy boon blithely 58
will grant to these persons 156
will image it more closely 44
will incur the same penalty 60
will inure to their benefit 61
will judge of your motives 72
will later be used against 140
will laugh at such efforts 64
will laugh at your greatest 53
will laugh in their sleeves 98
will never be born because 46
will never be done because 42
will never be held against 42
will never be made perfect 64
will never be much account 86
will never be peace between 210
will never be seen outside 53
will never be shut against 124
will never be told because 90
will never be true charity 67
will never be used against 328
will never be used because 257
will never be used outside 89
will never be very popular 87
will never be your majesty 50
will never be your servant 58
will never by good fortune 53
will never do much service 62
will never go away because 61
will occur if such seizure 105
will occur in other aspects 44
will occur in their absence 41
will occur to many persons 66
will occur to most persons 49
will occur to those familiar 93
will offer the best results 53
will offer the best solution 101
will often be more complex 181
will often be much smaller 41
will often be very helpful 81
will often be very largely 87
will often be very similar 97
will often be well advised 47
will often do good service 56
will paint the peach rightly 88
will power to keep himself 54
will print on your printer 46
will prove by their example 57
will prove of great benefit 768
will prove of great service 922
will prove of great utility 249
will prove of much benefit 99
will prove of much service 118
will prove of some service 98
will prove the most durable 41
will prove the most helpful 52
will prove the most popular 114
will prove the most reliable 42
will prove to your majesty 117
will raise so many hundred 114
will raise the same question 70
will raise up evil against 948
will raise up your offspring 624
will rally to their support 55
will rally to your support 104
will refer in what follows 63
will refer to page numbers 54
will refer to these factors 51
will refer to these results 48
will refer to these volumes 54
will repay the most careful 245
will repeat the last command 88
will repeat the same behavior 47
will repeat the same mistake 46
will repeat the same pattern 45
will repeat the same process 104
will reply to your question 174
will reveal the great variety 42
will reveal the same pattern 43
will reveal the true picture 41
will reveal the wide variety 46
will serve as case studies 84
will serve as your primary 53
will serve no good purpose 591
will serve no other purpose 251
will serve the best purpose 64
will serve the dual function 44
will serve the dual purpose 621
will serve the good purpose 54
will serve the main purpose 54
will serve the same function 588
will serve the same purpose 12538
will serve to bind together 42
will serve to good purpose 96
will serve to make exactly 42
will shall be used against 444
will shape the next century 59
will share the cost equally 41
will share the good fortune 47
will share the load equally 53
will share the same birthday 126
will share the same storage 69
will smile at their foolish 41
will solve the drug problem 42
will solve the food problem 78
will solve the great problem 48
will solve the land problem 45
will solve the race problem 139
will solve the race question 48
will solve the same problem 163
will soothe my last moments 49
will sound the last trumpet 75
will speed the drying process 182
will speed the healing process 84
will spend the next several 192
will split up into several 55
will spread to other sectors 49
will stand by their country 70
will stand by your majesty 216
will stand in some relation 54
will stand or fall according 430
will stand or fall because 53
will stand or fall depending 145
will stand or fall together 1637
will stand the test against 90
will start in five minutes 144
will start to come together 80
will start to move forward 57
will start to move towards 57
will state the case briefly 47
will still be giving trouble 68
will still be good friends 50
will still be much smaller 52
will still be some remains 117
will still be some variation 45
will still be there because 87
will still be your friends 56
will taste of your banquet 53
will touch on only briefly 42
will touch on some aspects 44
will touch on these matters 84
will trust the more fatiguing 239
will wager the four thousand 56
will weaken the bond between 266
will widen the gulf between 128
will write no more letters 64
will write no more plainly 42
will write the last chapter 49
will write the more general 48
will write the next chapter 62
will write to your majesty 128
will write to your parents 58
will yield as good results 40
will yield the best outcome 47
will yield the best overall 46
will yield the best results 1947
will yield the best returns 111
will yield the most benefit 132
will yield the most meaningful 50
will yield the most precise 49
will yield the most reliable 102
will yield the most results 46
will yield the same average 108
will yield the same outcome 58
will yield the same pattern 45
will yield the same results 1639
will yield the same revenue 68
will yield the same solution 99
will yield to your request 59
will yield up their secrets 46
wind began to blow against 74
wind began to blow freshly 168
wind began to blow steadily 86
wind began to blow stronger 45
wind began to blow strongly 125
wind blows the fire inwards 55
wind could be heard whistling 41
wind drove it hard against 56
wind drove the rain against 128
wind drove the snow against 45
wind region of south america 242
wind seems to have dropped 40
wind shook the four corners 172
wind sprang up from nowhere 65
wine drank in great britain 131
wine trade in great britain 185
wine which we have occasion 208
wise alike to take counsel 48
wish never to want towards 50
wood erect the rapt musician 58
wood flour or other ligneous 52
wool grown in great britain 57
word could be said against 139
word meanings in early lexical 53
word meanings to teach content 64
word might be said regarding 76
word order in main clauses 115
word order in noun phrases 51
word order of main clauses 52
word order of their language 50
word rider we will exchange 51
word seems to have dropped 44
word which in their language 121
word which the duke uttered 65
word which we have adopted 85
word would so well express 44
wore skins of wild animals 44
work after we were married 100
work began to show results 74
work could be done because 111
work could be done equally 57
work could be done locally 77
work could be done outside 179
work could be done quickly 77
work force in ever increasing 45
work force in great numbers 163
work force in north america 149
work force of five hundred 45
work needs to take account 40
work seems to have appeared 100
work seems to have brought 76
work seems to have enjoyed 52
work seems to have escaped 63
work seems to have started 73
work seems to have stopped 125
work shall be done according 61
work shall be done between 59
work shall be done subject 232
work showing the most patient 70
work since the very beginning 119
work twice as hard because 214
work under the most adverse 384
work under the most perfect 99
work under the same general 62
work which he felt himself 91
work which he must perform 135
work which is done against 66
work which is done outside 101
work which is here offered 176
work which is most closely 41
work which is very similar 42
work which we have carried 52
work within the four corners 87
work within the same company 53
work within the same general 114
work within the time allowed 215
work within the time limited 140
work would be done against 185
work would be more perfect 50
work would be more quickly 42
work would be more thorough 41
work would be most welcome 81
work would be much simpler 54
work would be well advised 227
worn weeds of your language 79
worth eight or nine hundred 453
worth eight or nine thousand 96
worth keeping in mind because 105
worth looking at more closely 719
worth looking at what happens 50
worth quoting at length because 2097
worth quoting if only because 60
worth quoting in full because 1238
worth while to give careful 97
worth while to give details 61
worth while to have endured 80
worth while to have written 61
worth while to know exactly 45
worth while to look briefly 101
worth while to look closely 106
worth while to look forward 54
worth while to make efforts 41
worth while to make friends 59
worth while to make himself 53
worth while to make trouble 85
worth while to note briefly 108
worth while to note certain 59
worth while to take account 198
worth while to take trouble 257
wreak havoc on your network 65
wrong state of mind towards 42
