wage rate equals the value 96
what will happen to total 232
what will happen to wages 93
what will happen to water 45
what will happen to women 126
what will happen to world 103
what will sooner or later 109
what will strike the reader 49
what your course of action 130
what your dollar or pound 77
what your friend the negro 53
what your letter is about 268
what your opinion is about 544
what your report is about 128
what your school is really 156
what your speech is about 162
what your spouse is feeling 55
what your spouse is thinking 44
wheat bread instead of white 360
wheat just measure the value 78
when adam passed the gates 49
when body weight is taken 42
when care should be taken 208
when dark clouds of smoke 65
when food enters the small 137
when full credit is given 62
when full weight is given 100
when great crowds of people 47
when great masses of people 132
when held before the light 115
when held toward the light 163
when laid before the house 83
when loan demand is strong 51
when loki beheld the scene 44
when moving through the water 260
when nothing further is added 104
when once roused to action 59
when opec raised the price 67
when riding through the woods 130
when seen through the glass 391
when seen through the light 105
when seen through the mists 116
when seen through the prism 272
when seen through the trees 41
when seen through the water 138
when sent through the mails 54
when some animal or plant 57
when some course of action 68
when some measure of order 58
when some number of human 40
when some person or group 78
when some repose is really 86
when some twenty or thirty 90
when spring renews the plain 97
when such advice is given 63
when such broker or dealer 56
when such changes do occur 64
when such decree or order 76
when such notice is given 172
when such vessel is within 102
when their amount in right 44
when their bodies no longer 40
when their client is faced 203
when their course of study 42
when their master is taken 47
when their number is large 116
when their number is small 105
when their origin is known 50
when their prayer is ended 40
when their return by large 135
when their supply of water 76
when there befell the first 88
when there seemed no limit 61
when there seemed no point 48
when there seemed no reason 99
when there should no longer 79
when these causes no longer 53
when these events do occur 59
when these groups of facts 162
when those reasons no longer 58
when time seemed to stand 349
when troy should be taken 50
when used before or after 43
when very little is known 273
when what seemed at first 46
when wrong usurps the place 49
when your course of legal 49
when your income is lower 48
when your system is running 54
whit more likely to cleave 123
whom ever wished to enjoy 87
whom nothing further is known 1067
whom nothing served to unite 52
whom such credit is given 43
whom such estate or title 67
whom such notice is given 633
whom such person is tried 81
whom such surety is bound 86
whom very little is known 3128
whom very little is really 42
whom were allied in blood 47
whom were engaged in farming 114
whom were engaged in holding 44
whom were engaged in teaching 66
whom were engaged in trade 101
whom were killed in action 336
whom were killed or taken 85
wide belt around the waist 40
wide berth should be given 69
wide clear heavens to risings 73
wide mass across the stream 103
wide meaning should be given 55
wide open spaces in which 108
wide open spaces of texas 112
wide open spaces of wyoming 45
wide range simply by changing 61
width from twenty to fifty 62
width from twenty to forty 149
width from twenty to thirty 85
wife from amongst the people 40
wife went before the altar 58
wife were already on board 58
wife were enjoying the first 41
wife were enjoying the fresh 62
wife were guests of honor 44
wild deer through the green 53
wild duck impels the flock 43
wild fowl enough to feather 55
wild moon seemed to plunge 89
wild ride through the night 106
will also affect the child 102
will also affect the color 183
will also affect the costs 69
will also affect the final 198
will also affect the growth 151
will also affect the image 42
will also affect the level 225
will also affect the local 56
will also affect the power 47
will also affect the price 320
will also affect the shape 111
will also affect the speed 98
will also affect the state 46
will also affect the total 115
will also affect the types 65
will also affect the value 232
will also affect the water 41
will also affect the whole 104
will also affect the yield 42
will also always be found 45
will also assist in getting 45
will also assist in keeping 135
will also assist the reader 117
will also attend the meeting 55
will also become an issue 45
will also become the basis 98
will also depend in large 130
will also depend on local 105
will also depend on where 132
will also depend on which 151
will also differ in terms 61
will also enable the nurse 52
will also enable the people 71
will also enable the reader 254
will also excite the people 43
will also inform us about 48
will also lessen the danger 65
will also reduce the costs 128
will also reduce the danger 75
will also reduce the level 113
will also reduce the noise 49
will also reduce the power 56
will also reduce the price 55
will also reduce the risks 54
will also reduce the total 236
will also reduce the value 119
will also remain in force 50
will also remind the reader 56
will also result in fewer 65
will also result in large 40
will also result in lower 229
will also retain the right 90
will also sooner or later 242
will also supply the basis 76
will bend before it breaks 106
will bend itself to every 96
will bend toward the light 193
will best answer the views 154
will best enable the reader 86
will break sooner or later 89
will break through the crust 136
will break through the enemy 155
will break through the gates 46
will break through the place 109
will break through the walls 65
will burn through the night 46
will cease sooner or later 58
will come across it again 123
will come across the briny 40
will come across the names 54
will come across the terms 66
will come across the words 49
will come across to others 48
will come before or after 91
will come before the board 111
will come before the court 580
will come before the house 1249
will come before the meeting 84
will come before the people 88
will come before the reader 73
will come before the world 73
will come before us again 944
will come before us later 208
will come closer to meeting 116
will come slowly at first 43
will come sooner or later 6073
will come through the gates 87
will come through the ordeal 124
will cure myself or others 42
will deny before my father 490
will deny before the angels 61
will draw closer the bonds 49
will draw plenty of plans 88
will draw sooner or later 52
will echo around the world 62
will echo through the world 40
will ever amount to anything 509
will ever aspire to belong 50
will ever attack the vices 51
will ever forget the awful 41
will ever forget the beauty 76
will ever forget the feeling 48
will ever forget the first 248
will ever forget the night 60
will ever forget the scene 329
will ever forget the shock 60
will ever forget the sight 316
will ever forget the sound 81
will ever forget the thrill 79
will ever mention it again 44
will ever refuse to place 43
will ever refuse to stand 83
will ever remain in doubt 47
will ever supply the place 123
will face sooner or later 127
will fail sooner or later 226
will fail unless the people 74
will fall sooner or later 193
will fall through the floor 53
will fall through the holes 62
will fall through the sieve 45
will fall through the water 72
will fare better or worse 59
will feel effect in egypt 86
will feel strange at first 282
will find almost the whole 164
will find amongst the books 56
will find dozens of books 62
will find enough of others 58
will find enough to carry 41
will find enough to claim 42
will find enough to stock 60
will find houses in ruins 42
will find itself no longer 87
will find little if anything 56
will find little of value 67
will find little to cheer 40
will find little to please 57
will find little to tempt 86
will find plenty of action 40
will find plenty of books 91
will find plenty of fresh 80
will find plenty of others 59
will find plenty of people 463
will find plenty of scope 191
will find plenty of space 47
will find plenty of sport 61
will find plenty of water 80
will find plenty of white 190
will find plenty of women 80
will find plenty to amuse 132
will find plenty to enjoy 58
will find plenty to please 54
will find solace in knowing 40
will find someone to marry 46
will find something in every 145
will find something of value 790
will find something to amuse 212
will find something to enjoy 107
will find something to laugh 67
will find something to please 223
will find sooner or later 616
will find useful in later 93
will flee before the light 111
will flow instead of blood 52
will flow through an opening 172
will flow through it under 50
will flow through the coils 82
will flow through the fault 45
will flow through the field 246
will flow through the first 41
will flow through the lamps 56
will flow through the lower 63
will flow through the metal 163
will flow through the meter 338
will flow through the motor 98
will flow through the opening 134
will flow through the pipes 57
will flow through the plant 47
will flow through the plate 64
will flow through the pores 42
will flow through the relay 368
will flow through the short 127
will flow through the shunt 491
will flow through the upper 130
will flow through the valve 164
will flow through the water 49
will flow through the whole 150
will flow through the winding 197
will flow through the wires 54
will give effect to every 47
will give notice in writing 155
will give plenty of scope 40
will give relief in cases 43
will gleam through the holes 118
will grow better or worse 60
will grow slowly at first 115
will grow toward the light 282
will have access to basic 73
will have access to books 60
will have access to cable 101
will have access to every 132
will have access to files 71
will have access to funds 47
will have access to large 79
will have access to local 64
will have access to people 48
will have access to power 55
will have access to state 63
will have access to water 133
will have access to which 79
will have become so large 70
will have become so small 44
will have become so strong 71
will have become the first 46
will have become the kingdom 52
will have become the world 83
will have caught the pulse 45
will have changed as shown 45
will have changed the whole 109
will have changed the world 89
will have crowns of glory 52
will have double the value 49
will have energy to spare 42
will have enough to carry 46
will have enough to cover 44
will have enough to paper 79
will have enough to start 43
will have enough to worry 106
will have failed to carry 46
will have failed to grasp 41
will have failed to prove 110
will have fallen by about 47
will have fallen in price 65
will have fallen in utter 82
will have fallen to about 232
will have feelings of guilt 66
will have floods of light 59
will have formed an image 70
will have formed the basis 45
will have formed the habit 236
will have gained by force 66
will have gained the power 51
will have helped the reader 42
will have helped to build 50
will have helped to create 116
will have higher or lower 97
will have horses or light 43
will have joined the ranks 160
will have killed the goose 45
will have learned the basic 86
will have learned the first 49
will have learned the value 77
will have learned to avoid 42
will have learned to trust 51
will have learned to value 52
will have learned to write 111
will have little if anything 58
will have little to boast 134
will have little to offer 447
will have little to worry 150
will have missed the point 264
will have missed the whole 143
will have neither the power 108
will have neither the right 43
will have nobody to blame 314
will have passed the first 59
will have passed the point 83
will have passed the stage 49
will have played no small 47
will have plenty of fresh 145
will have plenty of fruit 45
will have plenty of light 290
will have plenty of money 1822
will have plenty of people 119
will have plenty of power 44
will have plenty of reason 42
will have plenty of scope 127
will have plenty of sharp 91
will have plenty of space 272
will have plenty of spare 51
will have plenty of sport 55
will have plenty of warning 304
will have plenty of water 418
will have plenty to amuse 45
will have plenty to write 49
will have proved the theorem 41
will have raised the price 61
will have reached the final 68
will have reached the first 55
will have reached the level 198
will have reached the limit 168
will have reached the lower 44
will have reached the point 815
will have reached the stage 401
will have reached the state 51
will have reached the zenith 76
will have resort to local 48
will have riches in heaven 332
will have served the cause 41
will have shrunk to about 73
will have someone to blame 65
will have someone to share 52
will have something by which 40
will have something of value 136
will have something on which 92
will have something to boast 89
will have something to build 91
will have something to drink 191
will have something to fight 58
will have something to laugh 97
will have something to offer 481
will have something to refer 106
will have something to share 169
will have something to shoot 52
will have something to start 73
will have something to which 47
will have something to worry 82
will have something to write 223
will have sooner or later 495
will have spirit to fight 79
will have struck the reader 171
will have twelve he swears 40
will have twenty or thirty 118
will have twenty to thirty 46
will have waived the right 45
will help answer the first 53
will help around the house 56
will help define the scope 67
will help defray the costs 62
will help ensure the state 49
will help further the cause 42
will help greatly in getting 60
will help greatly in keeping 82
will help narrow the field 58
will help narrow the search 74
will help neither to erase 92
will help orient the reader 152
will help reduce the costs 100
will help reduce the level 58
will help reduce the noise 42
will help reduce the risks 63
will help reduce the spread 63
will help reduce the total 52
will here insert the whole 42
will here record in verse 43
will here relate an amusing 50
will hold itself in place 45
will just mention in passing 81
will keep secret the names 120
will know itself no longer 332
will know neither the cause 54
will know sooner or later 179
will know whether my teaching 109
will know whether the teaching 150
will know without my telling 419
will land itself in chaos 89
will lash through the grass 189
will last beyond the grave 172
will last through the night 126
will last through the whole 129
will last twenty or thirty 61
will learn further to avoid 43
will learn something of value 94
will learn sooner or later 240
will leave behind an equal 63
will leave sooner or later 58
will like better to dance 86
will live beyond the grave 63
will live through the night 239
will live through the storm 61
will look better on paper 61
will lose ground in every 74
will lose something of value 114
will made before the first 97
will make plenty of money 167
will make slaves of black 98
will meet plenty of people 78
will meet sooner or later 237
will more likely be based 103
will more likely be drawn 49
will more likely be found 275
will more likely be given 50
will more likely be willing 43
will more readily be found 166
will more readily be shown 42
will most admire the merit 100
will most likely be about 115
will most likely be added 157
will most likely be asked 1158
will most likely be aware 138
will most likely be based 834
will most likely be built 159
will most likely be close 117
will most likely be drawn 150
will most likely be easier 109
will most likely be either 227
will most likely be faced 87
will most likely be found 3893
will most likely be fully 55
will most likely be given 829
will most likely be happy 110
will most likely be killing 92
will most likely be known 52
will most likely be longer 116
will most likely be looking 230
will most likely be lower 237
will most likely be moved 41
will most likely be named 51
will most likely be quite 244
will most likely be running 52
will most likely be short 79
will most likely be shown 49
will most likely be small 80
will most likely be spent 161
will most likely be strong 48
will most likely be taken 585
will most likely be thrown 58
will most likely be under 181
will most likely be willing 203
will most likely be within 99
will most likely be working 462
will most likely no longer 97
will most readily be found 76
will move across the field 113
will move across the pupil 87
will move around the world 42
will move inward in order 46
will move through the space 111
will move through the water 176
will move through the whole 101
will move toward the anode 456
will move toward the light 188
will move toward the lower 89
will move toward the point 107
will move toward the right 363
will much depend on moral 69
will must invade the civil 55
will need plenty of space 269
will need plenty of water 144
will need someone to drive 71
will need someone to guide 42
will need someone to watch 54
will need something in which 41
will need sooner or later 128
will need training in order 41
will only advise the reader 48
will only affect the value 47
will only amount to about 109
will only become an issue 50
will only follow the track 41
will only happen if people 68
will only incite the minds 66
will only listen to reason 153
will only listen to terms 79
will only mention in passing 572
will only mention the names 96
will only prolong the agony 197
will only rarely be found 103
will only recite the names 67
will only reduce the price 49
will only remain in force 95
will only remain to later 54
will only remark in passing 335
will only remind the reader 336
will only result in creating 51
will only result in small 43
will over another by fraud 94
will pass before the first 86
will pass before we shall 139
will pass sooner or later 68
will pass through an opening 118
will pass through my hands 79
will pass through the blood 66
will pass through the canal 228
will pass through the cells 53
will pass through the coils 42
will pass through the cross 41
will pass through the doors 76
will pass through the field 198
will pass through the fiery 59
will pass through the first 310
will pass through the fixed 165
will pass through the flame 51
will pass through the focal 81
will pass through the focus 188
will pass through the front 120
will pass through the gates 76
will pass through the given 149
will pass through the glass 298
will pass through the hands 368
will pass through the holes 269
will pass through the image 107
will pass through the inner 52
will pass through the joint 41
will pass through the large 42
will pass through the layer 90
will pass through the liver 69
will pass through the lower 103
will pass through the metal 112
will pass through the meter 95
will pass through the midst 187
will pass through the motor 51
will pass through the nerve 45
will pass through the opening 544
will pass through the ordeal 259
will pass through the outer 139
will pass through the paper 90
will pass through the plane 395
will pass through the plant 42
will pass through the plate 107
will pass through the point 3751
will pass through the poles 93
will pass through the pores 502
will pass through the prism 153
will pass through the pupil 70
will pass through the region 70
will pass through the right 117
will pass through the shunt 164
will pass through the sieve 196
will pass through the small 417
will pass through the space 108
will pass through the stage 82
will pass through the state 93
will pass through the storm 50
will pass through the tongue 52
will pass through the towns 54
will pass through the tubes 58
will pass through the upper 486
will pass through the value 85
will pass through the valve 295
will pass through the walls 214
will pass through the water 522
will pass through the whole 600
will pass through the wires 93
will pass through the world 68
will pass through the zenith 340
will pass through to smite 424
will reach around the world 69
will ride through the night 44
will rise instead of falling 81
will rise slowly at first 41
will rise sooner or later 107
will rise through the ranks 79
will rise through the water 201
will sail around the world 76
will seem beside the point 43
will seem shocking to lofty 61
will seem strange at first 288
will send across the kingdom 57
will send someone to fetch 115
will send swarms of flies 313
will show itself in every 45
will show itself in forms 55
will show sooner or later 106
will show through the glass 47
will show through the paint 138
will show through the paper 61
will show twenty or fifty 41
will show whether it would 118
will show whether the change 48
will show whether the child 53
will show whether the right 122
will sink through the water 55
will slip through my fingers 84
will slip through the fingers 89
will slip through the hands 58
will some degree of legal 66
will soon arrive at which 90
will soon assume the shape 47
will soon become an issue 46
will soon become the chief 43
will soon become the first 105
will soon become the world 95
will soon fetter the whole 66
will soon imbibe an equal 65
will soon realize the value 47
will soon reduce the price 58
will soon remove the ships 79
will soon return to paris 50
will stay firmly in place 83
will stop sooner or later 42
will swim across the river 46
will swim toward the front 44
will take effect in deeds 43
will take effect on april 71
will take notice of items 63
will take places in which 70
will take something to drink 79
will take sooner or later 42
will take twenty or thirty 186
will take twenty to thirty 112
will tell better in nearly 42
will tell whether the court 88
will tend sooner or later 50
will tend toward the lower 45
will tend toward the point 45
will their charge be taken 59
will turn toward the light 195
will turn toward the sound 140
will turn toward the touch 50
will turn yellow or brown 47
will upon another by force 44
will vary around the world 50
will vary greatly in terms 73
will vary widely in terms 59
will very hardly be drawn 53
will very likely be asked 121
will very likely be based 42
will very likely be found 612
will very likely be given 41
will very likely be quite 73
will very likely be still 40
will very likely be taken 60
will very likely be urged 86
will very rarely be found 213
will very seldom be found 218
will walk around the block 80
will walk through the steps 224
will walk through the world 80
will well reward the reader 43
will work across the board 49
will work around the clock 190
will work harder in order 63
will work harder to avoid 51
will work through the night 87
will work through the steps 57
will wrap around the image 67
wilt find plenty of fruit 70
wilt walk through thy world 207
wind blew across the field 121
wind blew across the hills 40
wind blew across the plain 264
wind blew across the river 103
wind blew across the water 255
wind blew around the house 64
wind blew through the empty 68
wind blew through the grass 55
wind blew through the holes 58
wind blew through the house 204
wind blew through the leaves 98
wind blew through the night 58
wind blew through the pines 73
wind blew through the reeds 49
wind blew through the trees 609
wind blew through the walls 68
wind blow through the trees 133
wind came through the notch 182
wind came through the trees 55
wind drew through the opening 53
wind from beyond the world 105
wind having driven the light 54
wind moving through the trees 377
wind their crests to shake 68
wind tore through the trees 85
wine from around the world 85
winged their flight in search 138
wire back through the crimp 257
wire cloth should be woven 68
wire heavy enough to carry 85
wish here merely to point 48
wolf will devour the sheep 174
wood into another by pulling 40
wood tree before the house 143
word from beyond the grave 47
word into another by changing 84
word more before we close 45
word more should be added 52
word went through the crowd 52
word went through the fleet 62
word were spoken in season 55
wore deep mourning of crape 75
wore many layers of clothing 59
wore only pieces of white 40
wore shoes instead of boots 53
work also formed the basis 53
work care should be taken 351
work done around the house 631
work done before or after 57
work done before the first 48
work done equals the change 155
work done equals the force 55
work done mostly by women 45
work even harder in order 187
work even harder to please 43
work even harder to prove 154
work fast enough to please 91
work flow through the plant 43
work from around the world 457
work hard around the house 95
work hard enough to avoid 41
work hard enough to raise 106
work have tended to focus 59
work lies beyond the scope 173
work made quilting in wales 269
work made without the right 54
work much harder in order 275
work must sooner or later 138
work three shifts of eight 44
work till eleven at night 57
work very little is known 41
work well enough to allow 151
work well enough to avoid 122
work went slowly at first 54
work went through the press 52
work will always be found 77
work will depend in large 111
work will enable the reader 100
work will remind the reader 48
work will sooner or later 341
worn down through the first 112
worn tied around the waist 60
worth asking whether it would 44
worth from twenty to fifty 110
worth from twenty to forty 92
worth from twenty to thirty 642
worth living unless he could 95
worth more guineas or fewer 43
worth some twenty or thirty 78
worth taking except my cloak 44
worth their weight in paper 83
worth very little in terms 56
worth what someone is willing 355
wove into itself the falling 69
wrap text around an image 310
wrap text around the image 156
wrap text around the table 91
