wager that you have never 162
which had now come close 70
which had now come under 153
which had now just begun 44
which had put forth after 62
which had sat ever since 62
which had then been built 80
which had then been given 121
which had then been known 58
which had then been newly 62
which had then been running 63
which had then been taken 144
which had then been under 74
which had then just begun 169
which had they been known 43
which had thus been given 234
which had thus been shown 44
which had thus been taken 107
which had thus been thrown 42
which had thus been thrust 44
which had too much cunning 248
which had yet been built 76
which had yet been found 40
which had yet been given 158
which had yet been known 69
which had yet been taken 111
which had yet been tried 64
which had yet been urged 69
which hang with their roots 75
which has any more right 95
which has for ever taken 40
which has for many months 92
which has for many weeks 44
which has for some months 132
which has for some reason 207
which has for some weeks 78
which has for years given 61
which has had great vogue 77
which has had many names 177
which has had much vogue 50
which has had poets since 41
which has had some vogue 76
which has had such power 40
which has its eyes fixed 48
which has its fair field 95
which has its fair share 53
which has its full share 55
which has its full value 172
which has its main focus 56
which has its three angles 69
which has its three sides 215
which has its zero point 42
which has led many people 342
which has led some people 365
which has long been cited 57
which has long been famed 75
which has long been forcing 45
which has long been found 67
which has long been given 137
which has long been growing 78
which has long been grown 68
which has long been known 5198
which has long been lacking 57
which has long been missing 42
which has long been noted 420
which has long been ruled 44
which has long been shown 70
which has long been taken 176
which has long been under 1043
which has long been unfit 63
which has long been urged 62
which has long been waged 43
which has long been waiting 77
which has long been wanting 91
which has long been working 62
which has long kept about 47
which has not been acted 514
which has not been added 172
which has not been again 46
which has not been amply 60
which has not been asked 501
which has not been baked 73
which has not been based 186
which has not been beaten 90
which has not been begun 43
which has not been blown 42
which has not been borne 125
which has not been bound 41
which has not been broke 44
which has not been built 585
which has not been burnt 147
which has not been ceded 89
which has not been cited 207
which has not been cross 43
which has not been cured 246
which has not been dated 64
which has not been drawn 511
which has not been dried 155
which has not been dwelt 56
which has not been earned 517
which has not been easily 76
which has not been either 928
which has not been faced 169
which has not been fatal 121
which has not been filed 146
which has not been fired 144
which has not been first 582
which has not been fixed 298
which has not been found 4058
which has not been freed 113
which has not been fully 10540
which has not been fused 89
which has not been given 3581
which has not been grown 86
which has not been healed 69
which has not been heated 586
which has not been known 1109
which has not been lacking 152
which has not been lived 136
which has not been mixed 295
which has not been moved 220
which has not been named 312
which has not been nearly 54
which has not been noted 588
which has not been often 827
which has not been quite 307
which has not been really 120
which has not been ruled 102
which has not been saved 56
which has not been sealed 79
which has not been shown 1320
which has not been since 157
which has not been small 112
which has not been spent 177
which has not been split 61
which has not been swept 203
which has not been taken 3047
which has not been tamed 49
which has not been taxed 172
which has not been thrown 103
which has not been tried 1109
which has not been truly 56
which has not been under 490
which has not been urged 70
which has not been usual 125
which has not been voted 64
which has not been wanting 69
which has not been willing 42
which has not been wiped 55
which has not been within 67
which has not been working 67
which has not come about 173
which has not come under 285
which has not come within 164
which has not even begun 108
which has not only added 79
which has not only ceased 53
which has not only given 240
which has not only never 194
which has not only saved 46
which has not only shown 41
which has not only stood 52
which has not only taken 57
which has not some alloy 72
which has now been added 294
which has now been built 182
which has now been dated 40
which has now been drawn 104
which has now been fixed 81
which has now been found 392
which has now been fully 352
which has now been given 1893
which has now been moved 178
which has now been named 96
which has now been nearly 41
which has now been quite 45
which has now been running 200
which has now been shown 497
which has now been split 86
which has now been swept 48
which has now been taken 1115
which has now been thrown 90
which has now been tried 71
which has now been under 154
which has now been working 49
which has now come about 113
which has now come under 66
which has now sunk under 60
which has then just ended 127
which has thus been added 44
which has thus been drawn 51
which has thus been found 53
which has thus been freed 51
which has thus been given 451
which has thus been shown 44
which has thus been taken 148
which has thus been thrust 1311
which has too much music 44
which has two main parts 58
which has with good reason 78
which has yet been built 49
which has yet been drawn 51
which has yet been found 670
which has yet been given 1068
which has yet been known 106
which has yet been taken 96
which has yet been tried 244
which has yet come under 170
which hath not been given 60
which hath not only given 84
which her head just about 40
which her own good sense 49
which her own heart could 115
which her own mind freed 63
which her own soft voice 97
which her son must never 45
which hid both from sight 63
which hid him from sight 68
which hid them from sight 96
which his bad work would 54
which his being true makes 119
which his death took place 156
which his long hair falls 61
which his men were armed 49
which his own dido makes 42
which his own fate could 90
which his own good sense 205
which his own hand never 83
which his own life could 58
which his own life would 56
which his own mind could 82
which his own mind would 51
which his own will could 83
which his thin pale cheek 53
which hot and cold water 187
which jar with these tests 55
which lay with their fatal 60
which lead had been added 58
which lead has been added 68
which led him into crime 74
which led him into denying 44
which led him into error 79
which led them into crime 43
which led them into error 43
which led two years later 82
which man and beast alike 47
which man and beast would 60
which man can take pride 52
which man has been given 100
which man has been seeking 43
which man has ever found 76
which man has ever lived 82
which man may rise above 42
which man they have found 59
which may and those which 80
which may bring forth fruit 45
which may for some reason 53
which may lead some people 40
which may not also agree 64
which may not come about 45
which may not come again 96
which may not come amiss 54
which may not come easily 44
which may not come under 120
which may not come until 71
which may not come within 106
which may not even appear 55
which may not even cover 41
which may not even exist 390
which may not fall under 57
which may not fall within 169
which may not have anything 177
which may not have found 62
which may not have fully 43
which may not have given 108
which may not have quite 50
which may not have shown 58
which may not have taken 171
which may not make sense 132
which may not only alter 44
which may not only cause 148
which may not only prove 65
which may not only serve 100
which may not take place 1020
which may not vest within 108
which may now take place 50
which may say more about 193
which may then take place 104
which may with good reason 64
which men and even women 51
which men and gods alike 42
which men and their wives 282
which men and their works 58
which men are born again 47
which men are just learning 41
which men are made willing 105
which men are more easily 44
which men are more prone 78
which men are most easily 51
which men are most liable 73
which men are most prone 45
which men can only guess 72
which men earn their daily 77
which men had been bound 60
which men set more store 91
which men set their hearts 77
which men who have lived 64
which men who have never 40
which met his view might 72
which met two days after 57
which met two days later 64
which met with great favor 112
which met with high favor 89
which met with much favor 59
which not far from thence 106
which not one copy would 98
which not too many people 105
which now and here arise 45
which now bear their names 156
which now for many months 41
which now for some reason 48
which now has been added 41
which now has been given 53
which now has some vogue 63
which now with giant limbs 46
which oath and bond shall 63
which oath had been given 54
which oil had been found 45
which oil has been added 67
which oil has been found 131
which old and young alike 148
which one can have whole 43
which one can learn about 293
which one can make about 98
which one can make sense 139
which one can more easily 98
which one can most easily 75
which one can move about 167
which one can only guess 660
which one can only infer 41
which one can only reply 590
which one can only stand 57
which one can rise above 91
which one can speak about 105
which one can take pride 63
which one can talk about 748
which one can think about 167
which one can turn again 42
which one can very easily 63
which one can walk about 40
which one day will burst 42
which one has been found 51
which one has been given 118
which one has been happy 77
which one has been looking 58
which one has been reared 102
which one has been sitting 40
which one has been taken 45
which one has been thrown 71
which one has been working 66
which one has gone about 71
which one has good reason 113
which one may call large 182
which one may learn about 54
which one may think about 43
which one may walk erect 59
which one they were talking 45
which one was born first 56
which one you think would 54
which ore has been taken 44
which our own cows would 86
which owe all their force 46
which put all other locks 332
which put him into power 42
which put him upon sending 55
which ran for five months 58
which ran for five weeks 56
which ran for four months 49
which ran for four weeks 74
which ran for many miles 67
which ran for many months 66
which ran for nine months 66
which ran for three months 118
which ran for three weeks 104
which ran off like water 76
which ran with great speed 48
which run for many miles 60
which sang its songs while 98
which set any such limit 232
which set his heart thumping 86
which set out from spain 43
which she and lucia begin 111
which she and many others 119
which she and other women 228
which she can take pride 47
which she can well spare 69
which she did many times 77
which she did soon after 154
which she did three times 44
which she did very badly 52
which she did very often 70
which she had also given 49
which she had been about 355
which she had been asked 366
which she had been aware 142
which she had been beaten 70
which she had been bending 89
which she had been borne 134
which she had been bound 350
which she had been built 465
which she had been burning 81
which she had been cleaning 101
which she had been cooking 70
which she had been copying 71
which she had been cured 45
which she had been cutting 159
which she had been digging 62
which she had been drawing 138
which she had been drawn 372
which she had been dreading 219
which she had been dreaming 315
which she had been driving 91
which she had been duped 49
which she had been easily 94
which she had been feeding 104
which she had been feeling 110
which she had been filling 142
which she had been fingering 47
which she had been first 298
which she had been forming 70
which she had been found 579
which she had been freed 56
which she had been getting 75
which she had been given 1288
which she had been groping 66
which she had been growing 49
which she had been happy 127
which she had been helping 43
which she had been hired 178
which she had been holding 1045
which she had been keeping 518
which she had been known 334
which she had been learning 153
which she had been liable 53
which she had been lodging 63
which she had been looking 1141
which she had been lured 102
which she had been mending 81
which she had been moved 106
which she had been named 300
which she had been nearly 78
which she had been noted 89
which she had been nursing 177
which she had been passing 482
which she had been picking 52
which she had been playing 541
which she had been pouring 42
which she had been praying 115
which she had been proud 113
which she had been putting 73
which she had been quick 44
which she had been quite 243
which she had been rather 59
which she had been reared 2144
which she had been relying 46
which she had been resting 246
which she had been robbing 45
which she had been running 176
which she had been saved 129
which she had been seated 974
which she had been seeking 325
which she had been sending 77
which she had been sharing 42
which she had been shown 179
which she had been since 90
which she had been sinking 60
which she had been sipping 49
which she had been sitting 3677
which she had been smoking 40
which she had been speaking 364
which she had been staring 116
which she had been staying 174
which she had been storing 58
which she had been swept 124
which she had been taken 1413
which she had been talking 119
which she had been tasting 71
which she had been teaching 82
which she had been telling 101
which she had been tending 44
which she had been thinking 226
which she had been thrown 1386
which she had been thrust 430
which she had been treading 274
which she had been treating 57
which she had been tried 118
which she had been turning 87
which she had been under 216
which she had been urged 106
which she had been waiting 1380
which she had been walking 184
which she had been wanting 61
which she had been washing 175
which she had been weeping 47
which she had been willing 122
which she had been working 2136
which she had been writing 1057
which she had been yearning 72
which she had cast aside 117
which she had come hither 201
which she had done since 105
which she had done under 87
which she had ever found 62
which she had ever given 174
which she had ever known 409
which she had ever lived 76
which she had ever shown 73
which she had ever since 179
which she had ever taken 68
which she had felt about 47
which she had felt after 40
which she had felt bound 42
which she had felt since 50
which she had felt while 280
which she had gone about 77
which she had gone alone 41
which she had good cause 41
which she had good reason 151
which she had half risen 57
which she had heard about 323
which she had heard could 46
which she had heard often 51
which she had held since 421
which she had held under 148
which she had just begun 254
which she had just drawn 86
which she had just found 139
which she had just given 483
which she had just lived 65
which she had just moved 86
which she had just risen 430
which she had just shown 51
which she had just sprung 55
which she had just taken 772
which she had just thrown 69
which she had kept since 78
which she had kept under 64
which she had kept waiting 101
which she had laid aside 746
which she had laid claim 64
which she had last given 49
which she had left burning 123
which she had left unread 40
which she had lost after 117
which she had lost sight 83
which she had lost since 284
which she had lost under 66
which she had made about 49
which she had made after 137
which she had made known 40
which she had made notes 72
which she had made rather 61
which she had made since 151
which she had made under 46
which she had many times 68
which she had once again 51
which she had once begun 52
which she had once drawn 44
which she had once found 176
which she had once given 217
which she had once hoped 95
which she had once known 150
which she had once lived 483
which she had once longed 41
which she had once loved 168
which she had once ruled 56
which she had once shown 67
which she had once taken 141
which she had once tried 66
which she had only begun 48
which she had only dimly 56
which she had only given 69
which she had only known 48
which she had said would 74
which she had seen betty 43
which she had seen women 54
which she had some reason 62
which she had some share 69
which she had some weeks 57
which she had sunk after 64
which she had tied round 164
which she had tied under 53
which she had used every 47
which she had used since 45
which she had worn round 60
which she had worn since 201
which she had worn while 129
which she has been asked 98
which she has been bound 62
which she has been built 55
which she has been drawn 92
which she has been found 62
which she has been given 240
which she has been holding 106
which she has been keeping 62
which she has been known 216
which she has been looking 113
which she has been passing 41
which she has been playing 90
which she has been reared 205
which she has been saved 54
which she has been seeking 69
which she has been sitting 147
which she has been soaring 43
which she has been speaking 45
which she has been taken 232
which she has been teaching 46
which she has been thrown 187
which she has been thrust 106
which she has been under 73
which she has been waiting 144
which she has been working 481
which she has been writing 156
which she has done since 45
which she has ever given 47
which she has ever known 50
which she has ever since 680
which she has held since 114
which she has just given 152
which she has just taken 150
which she has worn since 72
which she hath done shall 125
which she hath gone about 44
which she may have found 59
which she may have given 56
which she may have hoped 55
which she may have known 40
which she may have shown 41
which she may have taken 96
which she may more easily 45
which she set great store 152
which she set such store 263
which she was best known 623
which she was come thither 149
which she was ever after 135
which she was just about 137
which she was left alone 73
which she was less proud 69
which she was made aware 44
which she was most happy 40
which she was most proud 234
which she was most willing 54
which she was once again 80
which she was only dimly 54
which she was only saved 40
which she was part owner 71
which she was reading aloud 200
which she was soon after 108
which she was sure could 93
which she was sure would 1800
which she was told would 147
which she was very happy 93
which she was very liable 46
which she was very proud 1716
which she was very sorry 68
which she was very willing 54
which she was well aware 660
which she was well known 737
which then and ever since 82
which then had only about 64
which then had what would 163
which they all gave hearty 97
which they all knew would 126
which they all must dance 46
which they and many others 140
which they and other people 60
which they and papa lived 210
which they and their author 40
which they and their child 52
which they and their class 60
which they and their father 64
which they and their heirs 122
which they and their mother 86
which they and their nation 82
which they and their party 78
which they and their peers 112
which they and their people 663
which they and their sheep 100
which they and their staff 50
which they and their unions 47
which they and their wives 231
which they and their women 46
which they and their works 51
which they are also bound 87
which they are also found 67
which they are also given 54
which they are also known 100
which they are best known 2397
which they are born again 69
which they are coming hither 79
which they are duty bound 48
which they are ever after 47
which they are ever found 80
which they are held liable 51
which they are held today 43
which they are held under 44
which they are held within 49
which they are here cited 40
which they are here given 260
which they are here named 309
which they are here taken 52
which they are kept alive 72
which they are kept apart 82
which they are kept under 132
which they are kept until 74
which they are left alone 48
which they are living today 70
which they are made aware 168
which they are made comes 43
which they are made could 45
which they are made drunk 88
which they are made known 276
which they are made liable 109
which they are made rather 49
which they are made seems 62
which they are made shall 92
which they are made until 64
which they are made would 80
which they are many times 57
which they are more easily 167
which they are more fully 120
which they are more liable 99
which they are more nearly 69
which they are more often 132
which they are more prone 79
which they are more willing 57
which they are most adept 67
which they are most alike 43
which they are most aware 65
which they are most easily 393
which they are most fully 41
which they are most liable 304
which they are most nearly 420
which they are most often 789
which they are most prone 214
which they are most proud 233
which they are most taken 244
which they are most willing 114
which they are once again 93
which they are only bound 41
which they are only dimly 182
which they are only parts 61
which they are paid could 62
which they are paid wages 97
which they are taking place 430
which they are there liable 51
which they are told about 46
which they are used makes 192
which they are used rather 90
which they are used today 324
which they are used under 41
which they are used which 66
which they are used within 76
which they are used would 53
which they are very adept 42
which they are very close 51
which they are very easily 41
which they are very greek 83
which they are very large 40
which they are very liable 327
which they are very nearly 59
which they are very often 162
which they are very prone 99
which they are very proud 1103
which they are very quick 83
which they are very small 51
which they are very sorry 70
which they are very truly 49
which they are very willing 66
which they are well aware 546
which they are well known 450
which they ate their lunch 40
which they both fall under 77
which they both knew would 71
which they both laid claim 51
which they bring back negro 96
which they bring from thence 58
which they bring into action 81
which they buy their goods 49
which they buy their wages 53
which they can also close 98
which they can best serve 294
which they can draw water 45
which they can feel proud 81
which they can help others 95
which they can learn about 710
which they can make known 84
which they can make money 163
which they can make sense 292
which they can make sound 49
which they can make steady 77
which they can more easily 454
which they can more fully 94
which they can most easily 485
which they can move about 472
which they can once again 73
which they can only dimly 49
which they can only enjoy 51
which they can only enter 41
which they can only guess 42
which they can only judge 46
which they can sell again 54
which they can swim about 42
which they can take action 103
which they can take place 134
which they can take pride 454
which they can take risks 43
which they can talk about 509
which they can think about 143
which they can very easily 49
which they cut into small 125
which they did more often 47
which they did only after 51
which they did soon after 188
which they did their cooking 60
which they did three times 122
which they did very often 55
which they earn their daily 179
which they earn their livings 57
which they for some reason 59
which they get great power 45
which they get their money 52
which they get their names 174
which they get their water 95
which they got their first 42
which they got their water 66
which they had also taken 66
which they had been about 116
which they had been acted 51
which they had been added 91
which they had been aimed 50
which they had been alone 96
which they had been arguing 66
which they had been armed 163
which they had been asked 750
which they had been aware 76
which they had been baiting 46
which they had been baked 59
which they had been based 363
which they had been bathed 77
which they had been beaten 224
which they had been begun 61
which they had been beset 66
which they had been blind 149
which they had been blown 185
which they had been borne 202
which they had been bound 787
which they had been built 1217
which they had been calling 68
which they had been casting 46
which they had been ceded 40
which they had been cooking 89
which they had been cured 46
which they had been cutting 181
which they had been daily 101
which they had been dancing 80
which they had been digging 178
which they had been drawing 85
which they had been drawn 1614
which they had been dreading 73
which they had been dreaming 140
which they had been driving 237
which they had been duped 178
which they had been earned 49
which they had been either 134
which they had been faced 97
which they had been false 53
which they had been feasting 82
which they had been feeding 494
which they had been feeling 40
which they had been fired 279
which they had been first 1226
which they had been fixed 460
which they had been forming 114
which they had been found 1320
which they had been freed 195
which they had been fully 82
which they had been getting 105
which they had been given 2980
which they had been gliding 60
which they had been groping 93
which they had been growing 246
which they had been grown 156
which they had been hanged 44
which they had been happy 125
which they had been heated 44
which they had been hired 594
which they had been holding 466
which they had been hunting 87
which they had been keeping 171
which they had been known 535
which they had been learning 109
which they had been liable 118
which they had been looking 1099
which they had been lords 58
which they had been loyal 44
which they had been lucky 59
which they had been lured 293
which they had been meeting 134
which they had been mingled 160
which they had been mixed 225
which they had been moved 350
which they had been named 202
which they had been often 77
which they had been passing 509
which they had been picking 49
which they had been playing 671
which they had been plied 73
which they had been praying 127
which they had been proud 80
which they had been putting 63
which they had been quite 238
which they had been raising 60
which they had been ranged 63
which they had been rated 47
which they had been rather 69
which they had been reared 2701
which they had been relying 64
which they had been renting 83
which they had been resting 307
which they had been rubbing 48
which they had been ruled 70
which they had been running 284
which they had been sailing 151
which they had been saved 333
which they had been sealed 58
which they had been seated 455
which they had been seeking 582
which they had been selling 92
which they had been sending 78
which they had been serving 190
which they had been sharing 44
which they had been showing 44
which they had been shown 299
which they had been since 160
which they had been sinking 53
which they had been sitting 1799
which they had been slain 122
which they had been speaking 587
which they had been spent 63
which they had been staring 101
which they had been staying 129
which they had been storing 57
which they had been strong 57
which they had been strung 127
which they had been stuck 111
which they had been swept 187
which they had been sworn 116
which they had been taken 3967
which they had been talking 513
which they had been tasting 69
which they had been teaching 78
which they had been tending 69
which they had been thinking 60
which they had been thriving 57
which they had been thrown 3520
which they had been thrust 811
which they had been toiling 138
which they had been total 47
which they had been trading 53
which they had been treating 70
which they had been tried 294
which they had been twice 94
which they had been under 655
which they had been urged 109
which they had been voted 95
which they had been waiting 2127
which they had been walking 485
which they had been washing 118
which they had been weaned 63
which they had been willing 517
which they had been working 2703
which they had been writing 78
which they had been yearning 51
which they had best dwell 40
which they had cast aside 53
which they had come about 229
which they had come after 57
which they had come thither 77
which they had come under 243
which they had come would 45
which they had done often 97
which they had done since 42
which they had done under 45
which they had done would 61
which they had ever known 101
which they had ever lived 81
which they had ever shown 76
which they had ever since 94
which they had ever taken 40
which they had felt since 41
which they had fled after 78
which they had full power 68
which they had gone about 73
which they had gone after 51
which they had good reason 525
which they had great hopes 58
which they had great reason 55
which they had great store 142
which they had heard about 873
which they had heard vague 47
which they had heard while 84
which they had held since 693
which they had held under 322
which they had held until 40
which they had high hopes 62
which they had just begun 247
which they had just built 221
which they had just cause 47
which they had just found 74
which they had just freed 48
which they had just given 168
which they had just lived 77
which they had just moved 117
which they had just risen 137
which they had just sworn 46
which they had just taken 773
which they had just thrown 44
which they had just voted 40
which they had kept alive 47
which they had laid aside 478
which they had laid claim 329
which they had laid siege 69
which they had laid waste 120
which they had lain since 89
which they had left about 208
which they had left athens 62
which they had left under 70
which they had lent money 76
which they had lost after 110
which they had lost sight 116
which they had lost since 145
which they had lost touch 47
which they had lost under 268
which they had made about 89
which they had made after 205
which they had made ample 48
which they had made large 109
which they had made since 114
which they had made under 267
which they had made while 65
which they had many times 49
which they had more reason 99
which they had much reason 49
which they had once found 41
which they had once given 61
which they had once hoped 151
which they had once known 134
which they had once lived 187
which they had once owned 75
which they had once ruled 104
which they had once shown 89
which they had once stood 102
which they had once taken 184
which they had only begun 44
which they had only taken 40
which they had paid dearly 60
which they had paid money 45
which they had paid under 83
which they had said would 49
which they had seen growing 41
which they had seen jesus 41
which they had seen since 44
which they had seen while 44
which they had some claim 46
which they had some reason 70
which they had such power 49
which they had such reason 84
which they had sunk under 105
which they had their abode 45
which they had their first 269
which they had their homes 57
which they had their roots 221
which they had their share 43
which they had three times 66
which they had used since 73
which they had very nearly 163
which they had well earned 102
which they had when first 47
which they had when fresh 61
which they had worn since 69
which they had worn while 98
which they hear from others 54
which they hung their harps 45
which they lay down rules 85
which they lay their hands 52
which they lead their lives 316
which they led their lives 109
which they let fall while 48
which they may have about 94
which they may have acted 85
which they may have begun 684
which they may have built 42
which they may have drawn 59
which they may have earned 42
which they may have either 44
which they may have found 257
which they may have given 341
which they may have grown 79
which they may have hoped 69
which they may have known 167
which they may have lived 82
which they may have mingled 59
which they may have never 117
which they may have reason 206
which they may have shown 56
which they may have spent 89
which they may have sprung 89
which they may have taken 599
which they may have under 126
which they may leave after 57
which they may make thereon 57
which they may more easily 97
which they may take place 179
which they not only could 81
which they now have under 59
which they owe their chief 61
which they owe their first 81
which they owe their names 42
which they owe their power 170
which they pay five times 47
which they pay their bills 53
which they pin their hopes 80
which they ply their trade 100
which they put into action 76
which they put into water 65
which they put other trees 44
which they put their hands 219
which they put their lives 47
which they put their money 335
which they put their names 91
which they put their trust 206
which they run wild night 70
which they saw taking place 71
which they see best pleasing 123
which they see other people 42
which they set great store 290
which they set great value 106
which they set much store 68
which they set such store 181
which they set their faces 47
which they set their hands 196
which they set their hearts 168
which they set their lures 109
which they set their minds 92
which they set their names 53
which they then held until 41
which they use their hands 70
which they use their power 106
which they use when speaking 43
which they who have never 105
which they with good reason 105
which they with more reason 42
which things are done which 44
which this and other forms 48
which this can come about 303
which this can take place 1732
which this day have saved 101
which this had come about 175
which this has been based 41
which this has been found 108
which this has been given 46
which this has been shown 107
which this has been taken 82
which this has been tried 90
which this has come about 544
which this may come about 452
which this may take place 356
which this new wealth gives 53
which this was done could 43
which this was done shows 66
which this was done would 48
which this was taking place 80
which this year took place 41
which two men were seated 91
which two men were sitting 91
which van den berg bound 54
which war had been waged 70
which war has been waged 74
which war they were beaten 41
which was all full within 43
which was all rank folly 67
which was being done under 70
which was being held under 43
which was being made under 47
which was being torn apart 118
which was but four miles 55
which was but some thirty 45
which was but three miles 73
which was but very small 43
which was cut down about 49
which was cut into small 93
which was cut very short 88
which was dry land shall 44
which was due from every 42
which was far from happy 56
which was far from pleasing 351
which was far from strong 41
which was far from usual 52
which was far more amusing 57
which was far more deadly 43
which was far more often 58
which was far more rapid 51
which was far more rigid 41
which was for many months 60
which was for some months 70
which was for some reason 279
which was for some weeks 41
which was for their class 61
which was for three months 150
which was going back empty 46
which was going full blast 71
which was her best point 118
which was her great charm 49
which was her home until 71
which was her next stage 87
which was hid from sight 86
which was his great forte 42
which was his home until 652
which was his last major 43
which was his only reply 120
which was his only weapon 142
which was his single title 122
which was how most people 40
which was its full share 69
which was lit from above 50
which was lying just under 40
which was near four months 58
which was near high water 89
which was near three miles 46
which was not done either 40
which was not done until 366
which was not even aware 59
which was not even begun 57
which was not even built 40
which was not even close 92
which was not even given 50
which was not even known 184
which was not even under 45
which was not felt until 63
which was not hard since 117
which was not heard until 52
which was not held until 199
which was not just about 137
which was not just right 40
which was not less strong 61
which was not like anything 87
which was not like theirs 129
which was not lost sight 68
which was not made after 61
which was not made easier 116
which was not made known 733
which was not made under 61
which was not made until 509
which was not many miles 116
which was not many months 110
which was not many steps 43
which was not many yards 71
which was not mere moods 46
which was not much above 349
which was not much after 47
which was not much below 81
which was not much longer 180
which was not much since 71
which was not much under 55
which was not much worse 47
which was not only about 86
which was not only above 124
which was not only alien 78
which was not only based 84
which was not only built 55
which was not only close 87
which was not only cruel 56
which was not only false 96
which was not only given 83
which was not only large 72
which was not only never 64
which was not only pleasing 263
which was not only quite 108
which was not only small 66
which was not only strong 58
which was not only willing 64
which was not over until 56
which was not paid until 138
which was not ready until 143
which was not seen again 245
which was not seen until 96
which was not sent until 56
which was not sold until 69
which was not their fault 182
which was not their mother 160
which was not their usual 69
which was not till about 157
which was not till after 960
which was not till nearly 72
which was not true either 169
which was not used after 51
which was not used again 44
which was not used until 133
which was not used within 42
which was not very amusing 58
which was not very broad 45
which was not very civil 44
which was not very close 147
which was not very easily 46
which was not very funny 46
which was not very large 773
which was not very often 5489
which was not very pleasing 87
which was not very smart 86
which was not very steep 42
which was not very strong 339
which was not very usual 75
which was not well known 298
which was not worth raising 58
which was not worth while 64
which was not your fault 49
which was now bearing fruit 43
which was now fast falling 47
which was now half empty 42
which was now just beneath 40
which was now more fully 57
which was now most amply 41
which was now much nearer 51
which was now once again 74
which was now only about 140
which was now taking place 581
which was now taking shape 203
which was now very close 123
which was now well known 64
which was now well under 95
which was one good reason 109
which was one great cause 135
which was one great reason 71
which was one main cause 70
which was one more reason 152
which was one reed broad 75
which was our next place 151
which was our next point 50
which was our next stage 57
which was our only guide 80
which was put down after 110
which was put into action 303
which was put into force 784
which was put into motion 73
which was put into orbit 70
which was put into place 178
which was put into print 75
which was put into shape 67
which was put into words 56
which was put into writing 311
which was read from every 66
which was read three times 74
which was set forth above 48
which was set into motion 145
which was six days after 56
which was six feet above 41
which was six years after 112
which was six years later 40
which was sung five times 50
which was ten days after 106
which was ten feet above 122
which was ten years after 116
which was ten years later 62
which was that chad broke 41
which was that some people 47
which was that their father 81
which was that there could 66
which was that there would 108
which was then also under 60
which was then done might 67
which was then just about 176
which was then just getting 56
which was then just opening 57
which was then making rapid 48
which was then only about 98
which was then only known 79
which was then taking place 1512
which was then taking shape 165
which was then very small 104
which was then very strong 84
which was then well begun 48
which was then well known 130
which was then well under 80
which was then worth about 346
which was this very light 40
which was too busy mousing 48
which was too well known 103
which was two days after 324
which was two days later 154
which was two years after 859
which was two years later 179
which was two years older 48
which was why some people 42
which way his face would 132
which way his heart draws 56
which way they were headed 263
which way things were tending 83
which way you were headed 69
which with any luck would 54
which year this john jewel 74
which yet are more happy 108
which yet owe their whole 51
which you all have either 58
which you all know about 89
which you all know under 55
which you all take pride 73
which you and edith would 53
which you and lord byron 151
which you and many others 170
which you and other people 75
which you and some others 51
which you and your child 717
which you and your class 132
which you and your father 287
which you and your group 115
which you and your loved 45
which you and your mother 199
which you and your paper 46
which you and your party 153
which you and your peers 47
which you and your people 194
which you and your reader 50
which you and your staff 215
which you are asking about 59
which you are best known 87
which you are ever finding 52
which you are just about 119
which you are most easily 79
which you are most liable 90
which you are most proud 281
which you are once again 80
which you are only dimly 52
which you are taking notes 67
which you are very proud 112
which you are well aware 804
which you are well known 61
which you buy from fools 47
which you can also visit 41
which you can best exert 43
which you can best judge 116
which you can best serve 101
which you can copy files 51
which you can feel proud 43
which you can find easily 44
which you can find every 69
which you can find under 145
which you can help others 123
which you can help people 48
which you can just about 44
which you can keep track 140
which you can learn about 1174
which you can make money 295
which you can make notes 78
which you can meet people 44
which you can more easily 173
which you can most easily 139
which you can move about 131
which you can only enjoy 95
which you can only guess 178
which you can only repay 58
which you can save money 115
which you can take action 84
which you can take either 46
which you can take notes 41
which you can take pride 106
which you can talk about 521
which you can tell which 41
which you can think about 154
which you can very easily 91
which you can walk round 171
which you had been looking 312
which you had been working 47
which you had laid aside 41
which you may call either 111
which you may find easier 97
which you may find rather 63
which you may find under 80
which you may find within 144
which you may have about 79
which you may have again 94
which you may have cause 57
which you may have drawn 78
which you may have found 241
which you may have given 71
which you may have never 71
which you may have noted 49
which you may have reason 122
which you may have taken 165
which you may have under 66
which you may know about 42
which you may learn about 103
which you may more easily 44
which you may think about 42
which you may think rather 55
which you may think worthy 49
which you may think would 165
which you may very easily 58
which you now have under 47
which you now hold quite 83
which you owe your crown 142
which you owe your father 44
which you put some words 47
which you put your hands 48
which you put your money 88
which you put your trust 99
which you see just winding 81
which you see taking place 44
which you set such store 88
which you set your hearts 77
which you use such marks 64
which you use these words 92
which you use your hands 48
which you use your voice 47
while ago you were talking 83
while ago you were telling 52
while all are very happy 45
while all men were resting 90
while all this took place 114
while and get some fresh 49
while and get some sleep 42
while and see what comes 85
while and she said after 84
while both men were still 62
while death and life shall 82
while doing him these menial 53
while few are ever truly 46
while for that very reason 105
while for this very reason 46
while his men were getting 41
while his men were resting 46
while his men were still 232
while his men were turning 57
while his own good sense 97
while jim had gone below 49
while men and boys aided 41
while men are more often 85
while men are more prone 61
while men who will march 73
while one with less speed 52
while our men were still 47
while she had been alive 60
while she had been alone 48
while she had been dreaming 141
while she had been growing 41
while she had been looking 193
while she had been playing 41
while she had been sitting 344
while she had been speaking 439
