wan lucidity of mind against 63
was reported to have appeared 353
was reported to have applied 83
was reported to have arranged 75
was reported to have arrived 595
was reported to have assumed 93
was reported to have assured 227
was reported to have behaved 64
was reported to have boasted 232
was reported to have brought 551
was reported to have carried 389
was reported to have charged 84
was reported to have claimed 369
was reported to have covered 94
was reported to have crashed 158
was reported to have crossed 302
was reported to have decided 256
was reported to have doubled 115
was reported to have dropped 359
was reported to have drowned 73
was reported to have emerged 54
was reported to have enjoyed 123
was reported to have entered 338
was reported to have escaped 253
was reported to have existed 100
was reported to have expired 44
was reported to have fainted 40
was reported to have favored 57
was reported to have founded 42
was reported to have gathered 73
was reported to have invited 49
was reported to have laughed 127
was reported to have marched 41
was reported to have married 196
was reported to have offered 735
was reported to have opposed 149
was reported to have ordered 418
was reported to have planned 88
was reported to have pledged 50
was reported to have pointed 127
was reported to have praised 76
was reported to have preached 80
was reported to have pressed 45
was reported to have quipped 56
was reported to have reduced 193
was reported to have refused 417
was reported to have removed 64
was reported to have repeated 55
was reported to have replied 1005
was reported to have retired 121
was reported to have revealed 69
was reported to have secured 177
was reported to have settled 96
was reported to have several 74
was reported to have shifted 51
was reported to have shipped 62
was reported to have shouted 298
was reported to have started 330
was reported to have stopped 146
was reported to have strongly 57
was reported to have studied 68
was reported to have trained 44
was reported to have uttered 273
was reported to have violated 43
was reported to have visited 492
was reported to have weighed 55
was reported to have written 728
was reported to have wrought 125
was reported to have yielded 157
was reported to pope clement 68
was reported to range between 103
was reported to vary between 118
was required by their religion 42
was required to bind himself 156
was required to clear himself 70
was required to come forward 147
was required to file reports 107
was required to file returns 57
was required to give answers 46
was required to give congress 41
was required to give priority 47
was required to give written 142
was required to have certain 44
was required to have resided 72
was required to have studied 53
was required to hold himself 68
was required to keep himself 79
was required to keep records 95
was required to make certain 273
was required to make himself 49
was required to make payment 139
was required to make periodic 53
was required to make regular 106
was required to make repairs 56
was required to make reports 81
was required to make returns 49
was required to make several 76
was required to meet certain 89
was required to meet current 44
was required to meet several 41
was required to pass between 56
was required to take account 166
was required to take certain 67
was required to take command 62
was required to take courses 91
was required to take judicial 48
was required to take measures 81
was required to take several 48
was required to wash himself 63
was required to work closely 78
was resented by some members 62
was reserved or made payable 118
was reserved the safe triumph 45
was reserved to great britain 58
was resisted by great britain 107
was resolved in great britain 73
was resolved to dine together 134
was resolved to kill himself 52
was resolved to make atlanta 85
was resolved to make herself 43
was resolved to make himself 192
was resolved to push forward 72
was resolved to push matters 49
was resolved to save himself 56
was resolved to seek redress 59
was resolved to show herself 68
was resolved to take measures 95
was resolved to take vengeance 56
was resolved to work steadily 41
was resorted to only because 65
was restored at great expense 51
was restored to full liberty 43
was restored to great britain 327
was restored to some hurried 67
was retained as leading counsel 40
was retained by great britain 106
was returned as duly elected 84
was returned to great britain 71
was returned to west germany 72
was reversed on other grounds 836
was reviewed in these columns 152
was ruminating on these painful 84
was scarcely of more service 51
was seconded by hans stanley 42
was seconded by lord stanley 52
was seconded by many members 48
was seconded by some members 76
was selected as best adapted 51
was selected in part because 355
was selected to play against 49
was selected to take command 159
was shrouded in such secrecy 72
was situated by anne herself 41
was smuggled in from holland 60
was stagnant or even declining 48
was startled by what appeared 77
was startled by what sounded 71
was startled to find herself 537
was startled to find himself 890
was stationed at camp jackson 50
was stationed at fort jackson 97
was stationed at fort johnson 88
was stationed at fort laramie 114
was stationed at fort monmouth 69
was stationed at fort stanton 44
was stationed in west germany 109
was struggling in vain against 111
was struggling to find himself 94
was struggling to free herself 510
was struggling to free himself 592
was struggling to gain control 77
was struggling to hold together 81
was struggling to keep control 106
was struggling to keep herself 51
was struggling to keep himself 97
was struggling to make himself 107
was struggling to pull himself 74
was struggling to throw herself 49
was suddenly the most popular 54
was suddenly to find himself 47
was suffered to feed quietly 67
was suffered to push forward 41
was suitable to their peculiar 45
was summoned by pope gregory 87
was summoned to give account 59
was summoned to take command 204
was supplied by great britain 51
was supplied by three hundred 86
was supposed by many ancient 58
was supposed by many persons 188
was supposed by some persons 123
was supposed by some writers 69
was supposed by these writers 59
was supposed the great attempt 77
was supposed to come together 44
was supposed to cure everything 59
was supposed to feel ashamed 47
was supposed to feel honored 46
was supposed to have accused 47
was supposed to have adopted 141
was supposed to have advised 267
was supposed to have allowed 73
was supposed to have alluded 71
was supposed to have amassed 217
was supposed to have answers 46
was supposed to have appeared 737
was supposed to have arranged 184
was supposed to have arrived 988
was supposed to have assumed 147
was supposed to have assured 43
was supposed to have averted 57
was supposed to have behaved 94
was supposed to have belonged 613
was supposed to have between 45
was supposed to have boarded 55
was supposed to have boasted 54
was supposed to have brought 2221
was supposed to have carried 743
was supposed to have certain 138
was supposed to have checked 95
was supposed to have claimed 73
was supposed to have climbed 56
was supposed to have control 130
was supposed to have covered 164
was supposed to have crashed 57
was supposed to have crossed 147
was supposed to have crushed 52
was supposed to have decided 94
was supposed to have defeated 60
was supposed to have derived 309
was supposed to have designs 57
was supposed to have divided 49
was supposed to have doubled 46
was supposed to have drafted 40
was supposed to have dropped 257
was supposed to have drowned 251
was supposed to have elapsed 60
was supposed to have emerged 202
was supposed to have endowed 70
was supposed to have enjoyed 171
was supposed to have entered 700
was supposed to have erected 111
was supposed to have escaped 497
was supposed to have everything 156
was supposed to have evolved 127
was supposed to have exerted 56
was supposed to have existed 903
was supposed to have expired 184
was supposed to have fathered 74
was supposed to have favored 52
was supposed to have finally 73
was supposed to have founded 485
was supposed to have gathered 106
was supposed to have granted 106
was supposed to have haunted 45
was supposed to have imbibed 138
was supposed to have incited 78
was supposed to have induced 70
was supposed to have injured 170
was supposed to have invited 54
was supposed to have knocked 66
was supposed to have magical 175
was supposed to have marched 68
was supposed to have married 615
was supposed to have offered 281
was supposed to have ordered 207
was supposed to have painted 191
was supposed to have peculiar 113
was supposed to have pierced 43
was supposed to have planned 92
was supposed to have planted 77
was supposed to have plotted 74
was supposed to have preached 119
was supposed to have pursued 59
was supposed to have realized 46
was supposed to have reduced 79
was supposed to have refused 86
was supposed to have reigned 191
was supposed to have released 54
was supposed to have removed 123
was supposed to have replied 357
was supposed to have rescued 104
was supposed to have resided 69
was supposed to have retired 363
was supposed to have revealed 261
was supposed to have revived 55
was supposed to have secured 169
was supposed to have seduced 111
was supposed to have settled 467
was supposed to have several 74
was supposed to have shouted 56
was supposed to have slipped 57
was supposed to have started 976
was supposed to have stopped 354
was supposed to have studied 287
was supposed to have suckled 44
was supposed to have surgery 73
was supposed to have touched 95
was supposed to have ushered 83
was supposed to have uttered 300
was supposed to have violated 91
was supposed to have visited 512
was supposed to have watched 114
was supposed to have written 2517
was supposed to have wrought 174
was supposed to have yielded 58
was supposed to help prevent 81
was supposed to help protect 62
was supposed to know details 40
was supposed to know everything 1493
was supposed to know exactly 71
was supposed to last forever 199
was supposed to lift himself 89
was supposed to live forever 111
was supposed to make against 96
was supposed to make certain 67
was supposed to make contact 124
was supposed to make everything 310
was supposed to make himself 77
was supposed to move forward 80
was supposed to pass between 44
was supposed to take account 43
was supposed to take command 43
was supposed to take control 43
was supposed to take several 48
was supposed to work according 44
was supposed to work closely 62
was survived by three brothers 57
was survived by three sisters 82
was tempered by cool breezes 87
was tenanted by their enemies 81
was therefore an open question 76
was therefore at last obliged 53
was therefore at once adopted 50
was therefore in high spirits 78
was therefore the less liberal 42
was therefore the less unwilling 42
was therefore the more painful 55
was therefore the more shocked 54
was therefore the more welcome 41
was therefore the most natural 125
was therefore the most pitiable 46
was treasurer of yale college 46
was undergoing the same process 158
was undressing to bathe herself 54
was unlikely to find himself 42
was unlikely to have escaped 65
was utilized in these studies 59
was welcomed by many friends 57
way contrary to their natures 44
way entirely to such hopeful 82
way reflects the poor organic 43
way transfer of data between 49
who achieved the best results 72
who affected to think liberty 208
who answered the same question 83
who ascended the hill brought 52
who assailed it were divided 56
who attacked the grim phantom 91
who attempts to kill himself 73
who attempts to make himself 46
who attended in great numbers 135
who attended the same college 101
who attended the same schools 122
who attended to such matters 58
who attended to these matters 40
who balances the four caliphs 91
who believed in birth control 46
who believed in flying saucers 42
who believed in their ability 71
who believed in their country 49
who comments on their misdoings 48
who complain of your neglect 97
who consists of three persons 106
who consumed the most vitamin 239
who continue to have trouble 43
who continue to live according 64
who continue to live together 118
who continue to work because 43
who continue to work together 43
who defended the city against 127
who defended the town against 68
who depended on their support 44
who describe the same country 295
who deserved as much respect 48
who deserves the best husband 55
who designed it been realized 59
who designed to make himself 43
who despairs of great effects 58
who differed in their opinions 85
who directed the other spanish 48
who disclose to third parties 55
who embraced the same opinions 42
who enlisted or were drafted 164
who excelled in their studies 72
who exhibits the same behavior 41
who extorted the great charter 144
who followed the case closely 98
who followed the same pattern 102
who followed the same pursuit 55
who governed it more leisure 42
who happened to come together 47
who happened to feel pleasure 142
who happened to find himself 250
who happened to have arrived 112
who happened to have brought 46
who happened to have married 74
who happened to have visited 44
who happened to have written 75
who happened to look towards 47
who imagined the young soldier 59
who imported it from holland 42
who included in their numbers 43
who inquired of their purpose 51
who intended to vote against 153
who invented the sewing machine 383
who invented the word charity 121
who listened to their message 49
who listened to their stories 45
who listened to these stories 62
who maintain it have usually 44
who migrated to great britain 54
who migrated to north america 333
who migrated to south america 62
who migrated to their present 47
who obtained the best results 62
who obtained the next highest 50
who obtained the same results 87
who occupied it were enabled 52
who occupied the high position 41
who occupied the land between 56
who occupied the most eminent 45
who occupied the room adjoining 69
who occupied the same bedroom 57
who occupied the same position 480
who occupied the sixth chamber 119
who occupies the most exalted 93
who occupies the same position 240
who occupies the same relation 41
who performs the same function 104
who perished in great numbers 95
who preceded it were familiar 41
who presents the case against 42
who presents the most elastic 70
who presumes to call himself 64
who pretends to have medical 77
who pretends to know everything 107
who prevents us from beginning 40
who produced the best results 82
who promised to live peaceably 99
who proposed to blow vinegar 74
who proposes to grow eminent 143
who provided the link between 199
who provided the main impetus 42
who provided the main support 71
who provided the most thorough 41
who provides the link between 164
who rebelled in peru against 94
who received it from certain 130
who received me very civilly 119
who received the five talents 119
who received the most benefit 43
who received the most popular 122
who received the next greatest 94
who received the next highest 444
who received the next largest 85
who received us very civilly 148
who receives the most popular 197
who recovers the like against 51
who remained in nazi germany 55
who remained in north america 44
who remained in south vietnam 46
who remained in their ancient 64
who remained in their country 167
who remained in their dwellings 58
who remained on their estates 144
who rendered the most eminent 56
who rendered the same service 51
who resolves to free himself 47
who resorted in great numbers 84
who returned to great britain 46
who returned to their country 688
who returned to their estates 46
who returned to their parents 60
who returned to their previous 77
who returned to their village 84
who returned to west germany 49
who succeeds in making himself 90
who suffered the most because 93
who tempered by their mediation 84
who threatened to kill herself 60
who threatened to kill himself 55
who threatened to vote against 69
who traveled in north america 93
who traveled in south america 53
who traveled to north america 54
who traveled to south america 54
who ventured to show himself 48
who ventured to speak against 192
with accounts of many private 81
with accounts of their travels 41
with alkalies to form soluble 55
with analysis of risk factors 98
with articles of wearing apparel 79
with attention to such details 48
with attention to such factors 79
with attention to such matters 52
with authority in such matters 67
with authority in these matters 41
with authority on such matters 170
with authority on these matters 150
with authority to bind anybody 150
with authority to make arrests 71
with authority to make certain 54
with bachelor of arts degrees 141
with bludgeons in their pockets 40
with bouquets of spring flowers 61
with bouquets of wild flowers 110
with cervical or high thoracic 236
with children in great britain 48
with children in other schools 73
with children in their classes 48
with children or their parents 70
with children or young persons 90
with children to work outside 56
with chloride of lime solution 99
with chloride of zinc solution 104
with chlorine to kill bacteria 159
with clusters of pink flowers 81
with clusters of three berries 61
with comments on other species 63
with concrete or other material 192
with contempt by great numbers 41
with coronets on their coaches 49
with crystals of iron pyrites 64
with curtains of some fibrous 50
with damascus as their capital 55
with deficits in their balance 167
with diplomas in their pockets 55
with dynamite in their pockets 46
with emphasis on great britain 67
with emphasis on north america 96
with emphasis on risk factors 47
with emphasis on such factors 40
with emphasis on their effects 41
with emphasis on their relation 95
with emphasis on those aspects 454
with emphasis on those factors 73
with emphasis on those features 121
with emphasis on those involving 54
with everyone in good spirits 87
with everyone in high spirits 98
with evidence of heart failure 109
with evidence of less adverse 68
with examples of their results 45
with examples of what happens 76
with exposure to media violence 51
with flattening my nose against 43
with fructose to form sucrose 147
with garlands of spring flowers 59
with garlands of wild flowers 166
with gasoline to make gasohol 166
with gestures of angry defiance 104
with glycerol to form neutral 74
with goldsmith the poor student 86
with holsters of heavy pistols 105
with humanity in other spheres 42
with hundreds of male callers 41
with hundreds of other members 64
with hundreds of other neurons 42
with hundreds of other persons 64
with hundreds of other similar 78
with hundreds of other species 59
with hundreds of other vessels 52
with hundreds of other victims 41
with hundreds of other workers 61
with hundreds of other wounded 46
with hundreds of tiny figures 59
with hundreds of tiny flowers 46
with impunity by great britain 83
with impunity the least mistake 50
with intention of making himself 86
with interest at five percent 70
with interest on their capital 63
with interest the mode adopted 48
with latitude in north america 51
with machines or free weights 55
with magnetic or other material 43
with materials of good quality 57
with materials the most durable 59
with memories of beach picnics 91
with memories of blue wistful 46
with memories of past glories 53
with ministry of home affairs 81
with moderate or high incomes 70
with moderate to high amounts 63
with moderate to high degrees 68
with moderate to high incomes 125
with nitrogen to form calcium 157
with officers in full uniform 64
with officers or other members 50
with outbreaks of food poisoning 158
with outlines of their sermons 95
with phantoms of lost liberty 417
with pictures of wild animals 115
with pigments to make enamels 51
with possibly the most perfect 106
with precision the line between 769
with pretending we have arrived 54
with problems in their marriage 42
with problems of arms control 99
with products of high quality 90
with promises of great rewards 203
with promises of rich rewards 60
with promises of safe conduct 68
with questions of what congress 67
with retention of their average 68
with rhetoric or even inferior 77
with ridicule by many mortals 65
with sectional or even national 41
with services of other lawyers 93
with silicate of soda solution 64
with somewhat the same problem 44
with students at other schools 93
with students in high schools 59
with students in other classes 167
with students in other schools 271
with students in their classes 129
with students of high ability 56
with students of other schools 66
with students or other teachers 56
with students or their parents 56
with subjects of great britain 43
with surprise to find himself 41
with suspicion by many members 50
with suspicion by many persons 41
with symptoms of food poisoning 106
with symptoms of heart failure 461
with symptoms of other diseases 51
with tendency to fall forward 119
with thousands of other germans 42
with thousands of other neurons 186
with thousands of other persons 56
with thousands of other similar 49
with thousands of other species 73
with thousands of other victims 85
with thousands of other workers 79
with thousands of tiny mirrors 44
with thousands or even millions 403
with toulouse as their capital 50
with warrants in their pockets 93
with whatever is most gracious 165
with zanzibar to form tanzania 231
