pacifism and just war theory 178
proposed but have not been 176
proposed but none has been 66
proposed for dealing with such 44
proposed for dealing with these 82
proposed that north and south 90
proposed that there are five 204
proposed that there are four 394
proposed that there are many 80
proposed that there are only 64
proposed that there are some 54
proposed that there are three 826
proposed that there had been 119
proposed that there was only 98
proposed that those who were 178
proposes that there are five 130
proposes that there are four 233
proposes that there are many 98
proposes that there are some 53
proposes that there are three 707
proposes that there has been 43
proposes that those who have 69
prospect for gold and other 69
prospect for those who have 101
protecting and caring for their 100
protecting them from all wrong 78
protecting them from each other 136
protecting them from too much 115
protecting wings when any harm 137
protects all living things from 53
protects all those who love 47
protects them from being eaten 73
protects them from each other 82
protects them from too much 49
protects you from all harm 77
proteins and break them down 48
proteins and fats are also 42
proteins that have not been 195
protesting that there had been 50
protesting that there was none 52
protesting that there was nothing 181
provided and well set forth 56
provided due care has been 70
provided for dealing with such 53
provided for dealing with these 44
provided for less than half 123
provided for more and more 100
provided for more than half 193
provided for more than three 196
provided for their own poor 49
provided for these and other 63
provided for those that came 43
provided for those that love 100
provided for those who came 121
provided for those who come 84
provided for those who fail 72
provided for those who have 944
provided for those who like 126
provided for those who live 76
provided for those who love 91
provided for those who make 83
provided for those who must 64
provided for those who need 503
provided for those who seek 58
provided for those who take 66
provided for those who want 447
provided for those who were 854
provided for those who will 162
provided for those who wish 1222
provided for those who work 58
provided for when they were 54
provided its germ has been 41
provided not less than three 163
provided not more than five 59
provided not more than three 121
provided not only for their 89
provided not only for those 66
provided not only with food 46
provided she will now leave 66
provided that bull and frog 83
provided that care has been 72
provided that during its term 65
provided that during that time 103
provided that five per cent 98
provided that more than half 180
provided that none but pious 43
provided that nothing was done 217
provided that only one such 79
provided that only one third 49
provided that such and such 166
provided that there are also 55
provided that there are good 51
provided that there are more 137
provided that there are only 187
provided that there are other 116
provided that there are some 131
provided that there had been 177
provided that there has been 1246
provided that there was nothing 54
provided that there was only 47
provided that there was some 164
provided that those who have 121
provided that those who send 103
provided that those who take 66
provided that those who were 251
provided that what has been 46
provided that what was done 56
provided that when any such 101
provided they have not been 1728
provided they have not lost 40
provided they have not used 48
provided they meet all other 70
provided they paid for their 46
provided they were all sure 61
provided they were not left 92
provided they were not less 90
provided they were not made 160
provided they were not more 116
provided they were not used 131
provided with arms and legs 47
provided with arms and other 133
provided with arms for their 123
provided with food and fuel 84
provided with food and other 332
provided with food and wine 70
provided with food for their 41
provided with means for heating 50
provided with means for making 75
provided with means for moving 43
provided with means for taking 61
provided with more and more 362
provided with only one pair 51
provided with such and such 41
provided with these and other 67
provided with those not rare 63
provided with ways and means 57
provided with what they need 186
provided with what they want 53
provided you have not been 68
provided you have not made 86
provides both more and less 48
provides far more than just 42
provides for only one type 42
provides for those who have 145
provides for what has been 40
provides that those who have 125
province and town has upon 83
province for more than three 96
province that bears its name 48
provision being made for such 103
provision being made for their 832
provision being made for those 142
provision for dealing with such 122
provision for dealing with these 55
provision for food and other 71
provision for more than three 47
provision for those for whom 62
provision for those who have 445
provision for those who live 52
provision for those who must 50
provision for those who need 116
provision for those who were 452
provision for those who will 55
provision for those who wish 103
provision for ways and means 42
provision has been and will 56
provision has been put into 45
provision than those for whom 51
provision they make for their 55
provision was made for adding 108
provision was made for bringing 142
provision was made for dealing 150
provision was made for five 165
provision was made for fixing 68
provision was made for food 79
provision was made for four 333
provision was made for free 200
provision was made for giving 266
provision was made for health 64
provision was made for heating 150
provision was made for jury 41
provision was made for land 181
provision was made for laying 45
provision was made for making 107
provision was made for many 48
provision was made for more 400
provision was made for only 340
provision was made for other 231
provision was made for paying 360
provision was made for poor 75
provision was made for sick 40
provision was made for some 246
provision was made for such 1029
provision was made for taking 249
provision was made for taxing 59
provision was made for their 3838
provision was made for these 444
provision was made for those 710
provision was made for three 602
provision was made for trial 122
provision was made for utah 65
provision was made for what 152
provision was made for work 47
provision was made for young 40
provision was made not only 180
provision was made that such 127
provision was made that there 50
provision was made that these 67
provision was made that those 43
provision was made that when 102
provision yet made for such 150
provoked her till she wept 85
provoked him past all bearing 40
prudence has done its best 62
prudence hath kept him from 41
prudence that those who were 67
publicly all those who have 43
publicly that there had been 109
publicly that there was nothing 42
publishing this book has been 71
puckered her lips and blew 131
puckered her lips and made 81
puckered his lips and blew 146
puckered his lips and gave 43
puckered his lips and made 84
punished all those who were 109
punished for ever and ever 54
punished for their own good 219
punished for their own sins 944
punished for what they have 437
punished for what they were 77
punished for what was done 68
punished for what you have 211
punished not only for their 44
punished not only for what 40
punished them when they were 75
purchase and coin not less 78
purchase and sale had been 99
purchase and sale has been 209
purchase and sale was made 51
purchase each month not less 57
purchase for less than their 40
purchasing and reading this book 139
purchasing this book you have 44
purified and holy and well 42
purposes and have not been 84
purposes but also for other 59
purposes but also for their 48
purposes than those set forth 56
purposes that have not been 88
purposes with those who come 81
pursuits for their own sake 248
purveyor than those who have 86
