painters who vied with each 45
provision was made that all 234
provision was made that any 128
provision was made that each 54
provision was made that one 86
provision was made that they 147
provision was made that this 70
provision was made was far 94
provoked him more than all 50
provoked them less than his 47
prudence and from his own 95
publicly that there was any 58
publishing this book and for 155
pummeled his back with her 62
punished all those who had 112
punished and those who are 58
punished for acts that are 59
punished for having sex with 50
punished for more than one 103
punished for their zeal and 70
punished for what she did 157
punished for what she had 180
punished for what she has 51
punished for what they are 60
punished for what they can 61
punished for what they did 467
punished for what they had 541
punished for what they say 72
punished for what you did 292
punished not only for her 47
punished not only for his 88
punished them when they did 123
punished was made for his 43
purchase and hold its own 242
purchase and hold real and 401
purchase and sale and not 70
purchase and sale are not 68
purchase and sale can not 213
purchase and sale does not 61
purchase for their own use 710
purchase new seed each year 112
purchase not less than two 183
purchase them when they are 87
purchase this item and not 45
purchasing for more than one 52
purchasing for their own use 72
purified and made fit for 420
purified his body and his 48
purifies them from all sin 76
purposes and their use for 65
purposes and those that are 154
purposes and those who are 45
purposes and were using his 63
purposes and when they are 49
purposes are those that are 88
purposes for more than one 89
purposes for more than two 71
purposes not less than any 60
purposes that their use for 122
pursuers and made his way 40
pursuits had been for her 75
