vain made application to 51
view these amendments as 137
view these approaches as 263
view these attributes as 43
view these categories as 154
view these characters as 40
view these components as 145
view these conclusions as 101
view these expressions as 103
view these guidelines as 46
view these indications of 54
view these initiatives as 100
view these narratives as 94
view these principles as 241
view these procedures as 211
view these statements as 240
view these strategies as 156
view these structures as 144
view these suggestions as 92
view these techniques as 157
view three structures so 48
view were restricted to 41
view will contribute to 70
view will eventually be 64
view will inevitably be 76
view will ultimately be 49
vine grew luxuriantly in 41
vote down gravitation of 44
vote more frequently in 54
vote their confidence in 94
vote their conscience on 107
vote their conscience or 42
vote upon amendments to 139
vote your convictions by 53
voting were restricted to 123
vows were pronounced by 85
