iambuses and anapaests are 48
indoors and outdoors and 1167
indoors and outdoors are 195
indoors and outdoors can 61
indoors and outdoors for 249
indoors and outdoors that 81
indoors and outdoors was 102
indoors and outdoors with 175
indoors and returned with 76
indoors now engrossed her 51
induced dna synthesis and 490
induced dna synthesis was 133
induced that nobleman and 74
induced with relative ease 75
induces dna synthesis and 211
indulge both officers and 56
indulge her appetite for 165
indulge her fondness for 102
indulge her penchant for 86
indulge his affection for 48
indulge his appetite and 101
indulge his appetite for 935
indulge his appetite with 42
indulge his curiosity and 72
indulge his curiosity any 70
indulge his enthusiasm for 139
indulge his fondness for 1293
indulge his obsession with 106
indulge his penchant for 629
indulge his suspicion and 59
indulge its penchant for 50
indulge our appetite for 46
indulge our curiosity with 52
indulge our reveries and 191
indulging his appetite for 224
indulging his fondness for 397
indulging his obsession with 41
indulging his penchant for 516
infancy and adulthood and 57
infancy and adulthood are 55
infancy and advanced age 56
infancy his survival had 44
infancy with hypnotic and 45
infancy with maternal and 56
infants and accounts for 74
infants and changelings are 90
infants and children age 108
infants and children and 5882
infants and children are 16594
infants and children being 111
infants and children but 601
infants and children can 1348
infants and children did 64
infants and children die 248
infants and children does 70
infants and children due 219
infants and children dying 239
infants and children each 89
infants and children fed 64
infants and children for 967
infants and children had 258
infants and children has 1410
infants and children may 1963
infants and children not 317
infants and children one 53
infants and children than 1671
infants and children that 1520
infants and children they 91
infants and children this 142
infants and children too 82
infants and children two 112
infants and children use 68
infants and children using 144
infants and children was 706
infants and children who 5369
infants and children with 18484
infants and decreases with 55
infants and delivery with 55
infants and ignorant men 50
infants and invalids and 72
infants and invalids are 41
infants and lunatics are 58
infants and newborns are 48
infants and patients who 70
infants and patients with 486
infants and pregnant and 126
infants and reported that 42
infants and toddlers and 2869
infants and toddlers are 2800
infants and toddlers being 50
infants and toddlers but 116
infants and toddlers can 1594
infants and toddlers for 264
infants and toddlers get 41
infants and toddlers had 90
infants and toddlers has 295
infants and toddlers may 522
infants and toddlers than 276
infants and toddlers that 660
infants and toddlers use 72
infants and toddlers was 195
infants and toddlers who 2373
infants and toddlers with 7296
infants are affected with 59
infants are baptized and 46
infants are baptized for 125
infants are compared with 103
infants are diagnosed with 46
infants are equipped with 196
infants are helpless and 88
infants are infected with 157
infants are provided with 188
infants are screened for 74
infants can perceive and 41
infants dying suddenly and 115
infants fed formulas with 208
infants was compared with 66
infants who initially had 43
infants who received this 40
infants who survived for 69
infants with clinical and 60
infants with pneumonia and 63
infecting his audience with 41
infects and corrupts all 137
inferior and degraded being 57
inferior and degraded that 713
inferior and therefore can 46
inferior and therefore had 40
inferior and therefore not 154
inferior and therefore they 41
inferior but prepared can 46
inferior had received his 103
inferior raw materials and 131
inferring that whatever one 69
infidel that provides not 79
infield and outfield and 119
infield and outfield for 51
infield and outfield was 93
inflict both physical and 44
inflows and outflows and 921
inflows and outflows are 2301
inflows and outflows but 41
inflows and outflows can 332
inflows and outflows for 1292
inflows and outflows has 42
inflows and outflows may 117
inflows and outflows than 44
inflows and outflows that 1383
inflows and outflows using 44
inflows and outflows was 42
inflows and outflows with 120
informing and consulting with 195
informing and convincing him 174
informing and persuading one 63
informing his audience that 686
informing his daughter that 49
informing his employer that 45
informing his highness that 102
informing his holiness that 120
informing his lordship that 313
informing his soldiers that 261
informing his students that 84
informing his subjects that 68
informing his superiors that 278
informing them narrowly and 81
informs and controls his 40
informs and controls our 125
informs and inspires this 90
informs her audience that 127
informs her daughter that 119
informs his audience that 1131
informs his companion that 49
informs his daughter that 230
informs his employer that 131
informs his lordship that 158
informs his mistress that 44
informs his students that 193
informs his superiors that 46
infringed this salutary and 79
infused and suffused with 54
infused with cultural and 46
infused with enthusiasm and 59
infused with enthusiasm for 82
infused with nostalgia for 66
infused with optimism and 40
infused with politics and 40
infused with religious and 80
infused with vitality and 74
infuses his activity with 41
infusion can withstand this 44
infusion for patients with 149
infusion was compared with 40
ingenuity and capacity for 166
ingenuity and delicate art 115
ingenuity and eagerness with 55
ingenuity and industry and 57
ingenuity and industry are 98
ingenuity and industry can 65
ingenuity and industry had 44
ingenuity and industry has 47
ingenuity and industry that 107
ingenuity and industry was 41
ingenuity and industry with 80
ingenuity and interest with 73
ingenuity and invention can 61
ingenuity and patience and 50
ingenuity and patience are 92
ingenuity and patience with 41
ingenuity can disguise and 60
ingenuity has invented for 99
ingenuity may hereafter put 59
ingenuity they finished them 48
ingenuous and friendly men 111
inglorious and indolent his 73
ingrained and habitual that 83
inhabit and interact with 157
inhabit that district are 40
inherit her property and 74
inherit his property and 584
inherit real property and 48
inhibit any tendency for 51
inhibit dna synthesis and 498
inhibit hiv infection and 48
inhibit its activity and 50
inhibit rna synthesis and 158
inhuman and indecent and 208
inhuman and malicious lie 42
initiate and complete this 76
initiate and continue with 41
initiate and interact with 46
initiate and maintain any 40
initiate and maintain its 41
initiate and maintain new 42
initiate and maintain them 61
initiate and maintain this 158
initiate any movement for 85
initiate dna synthesis and 278
initiate new policies and 205
initiate new products and 40
initiate new programs and 241
initiate new programs for 60
initiate new programs that 220
initiate new projects and 151
initiating and completing this 41
initiating and conducting its 48
initiating and developing new 109
initiating and supporting this 80
initiating and sustaining this 149
initiating dna synthesis and 54
initiating new policies and 76
initiating new programs and 113
initiating new projects and 101
injured and blighted and 331
injured and innocent man 404
injured and insulted her 252
injured and insulted him 242
injured hath received any 105
injured her shoulder and 44
injured his shoulder and 427
injured leg straight out 72
injured may challenge his 40
inmates are confined for 48
inmates are eligible for 117
inmates are infected with 42
inmates are mentally ill 68
inmates are provided with 270
inmates had probably not 59
inquire and consider how 47
inquire too curiously how 84
inquire who produced them 70
inquire with interest how 104
inquiring and innovating age 71
inquiry and analysis and 75
inquiry and analysis are 68
inquiry and analysis that 248
inquiry and insisted that 40
inquiry and practice that 133
inquiry and requests for 50
inquiry may indicate that 40
inquiry she launched was 52
inquiry than bathsheba had 44
inquiry that animates this 44
inquiry that followed its 46
inquiry was answered with 40
inquiry was informed that 346
inquiry was involved than 80
inquiry was prolonged and 49
inquiry was received with 130
insects and children are 89
insects and earthworms and 42
insects and microbes are 66
insects and mollusks are 51
insects and pathogens and 46
insects and pathogens are 52
insects and pathogens that 144
insects and reptiles and 188
insects and reptiles are 459
insects and reptiles that 317
insects and reptiles with 40
insects are abundant and 112
insects are captured and 52
insects are equipped with 98
insects are essential for 42
insects are numerous and 91
insects are provided with 508
insects are regarded with 64
insects are required for 56
insects are sluggish and 44
insects are supplied with 53
insects that attacked them 40
insider and outsider and 113
insider and outsider are 138
insider and outsider that 141
insider and outsider was 41
insides and outsides and 49
insides and outsides are 80
insight and analysis that 50
insight and capacity for 179
insight and communion with 42
insight and direction for 278
insight and enthusiasm for 93
insight and guidance for 286
insight and guidance that 138
insight and intuition and 102
insight and intuition are 104
insight and intuition that 142
insight and judgment and 143
insight and judgment are 276
insight and judgment may 46
insight and judgment than 68
insight and judgment that 135
insight and judgment with 48
insight and patience and 66
insight that children are 40
insight that prompted him 44
insight was combined with 47
insignia for enlisted men 51
insipid and childish than 76
insisting for instance that 109
insisting that children are 48
insisting that everyone who 65
insisting that realities are 194
insists that children are 99
insists that economic and 47
insists that everyone has 88
insists that everyone who 70
inspect all accounts and 62
inspect and maintain his 65
inspect and regulate all 57
inspect any premises for 43
inspect for asbestos and 41
inspect his property and 57
inspect its condition and 47
inspect its contents and 51
inspect this cathedral than 41
inspire and challenge them 43
inspire and challenge you 113
inspire and energize you 48
inspire and instruct his 52
inspire and instruct them 42
inspire and instruct you 40
inspire and motivate all 45
inspire and motivate her 43
inspire and motivate his 93
inspire and motivate our 126
inspire and motivate them 271
inspire and motivate you 477
inspire and strengthen our 42
inspire and strengthen them 40
inspire and strengthen you 54
inspire her children with 88
inspire her daughter with 85
inspire his audience with 184
inspire his children with 180
inspire his comrades with 41
inspire his officers and 72
inspire his patients with 106
inspire his scholars with 48
inspire his soldiers with 939
inspire his students and 91
inspire his students with 221
inspire his subjects with 479
inspire its students with 96
inspire its votaries with 140
inspire one virtuous aim 56
inspire our children with 169
inspire our soldiers with 48
inspire that shepherd who 357
inspire this enthusiasm and 42
inspire with activity all 43
inspire with interest for 42
inspiring and motivating them 53
inspiring her children with 84
inspiring his comrades with 46
inspiring his patients with 59
inspiring his soldiers with 220
inspiring his students with 119
inspiring his subjects with 355
install and maintain all 120
install and maintain and 287
install and maintain for 60
install and maintain its 142
install and maintain than 508
install and maintain them 255
install and maintain this 59
install any software that 143
install new hardware and 140
install new programs and 62
install new software and 142
instant and horrible death 167
instant and painless death 256
instant and terrible death 42
instant both rudeness and 52
instant her attention was 54
instant his attention was 90
instant she believed that 65
instant she imagined she 88
instant she imagined that 126
instant she regained her 61
instant she regarded him 40
instant she reminded him 48
instant she resisted and 46
instant she wondered how 64
instant that business was 59
instant they remained thus 40
instant this obstacle was 62
instant was received two 47
instant you perceive that 42
insular and immature and 44
insulin are required for 92
insulin for clinical use 40
insulin for diabetics and 79
insulin for patients with 53
insulin was isolated and 42
insulin was required for 45
insulting and humiliating them 41
insulting and quarreling with 42
insulting and triumphing that 87
insults and injuries and 136
insults and injuries are 48
insults and injuries for 137
insults and injuries has 56
insults and injuries she 65
insults and injuries that 668
insults and injuries they 233
insults and injuries thus 52
insults and injuries with 238
insults and injuries you 47
insults and outrages that 56
insults had provoked one 77
insults they received and 58
insults with hecklers and 40
insured and eligible for 111
insured had complied with 96
insured has complied with 324
insured his property for 105
insured was entitled and 100
insured was punished with 67
insured who acquires all 61
insurer has complied with 130
insurer has reserved its 52
insurer may exercise its 60
insures his property for 64
insures that everyone has 58
intakes are adequate and 40
intakes for children and 48
intense and accurate that 54
intense and beautiful than 50
intense and brilliant jet 139
intense and compelling that 94
intense and complete than 76
intense and complete that 185
intense and constant that 53
intense and dangerous than 46
intense and dramatic than 67
intense and emotional than 49
intense and emotional that 85
intense and flagrant zeal 48
intense and frequent and 44
intense and frequent than 83
intense and immediate than 53
intense and immediate that 81
intense and intimate than 100
intense and intimate way 55
intense and personal and 52
intense and personal than 138
intense and personal that 49
intense and personal way 229
intense and possibly with 46
intense and powerful and 48
intense and powerful than 123
intense and powerful that 270
intense and profound than 78
intense and profound that 130
intense and prolonged and 102
intense and prolonged heat 154
intense and prolonged than 310
intense and prolonged that 400
intense and satisfying than 58
intense and terrifying that 41
intense heat combined with 56
intense heat required for 116
intense sun exposure and 54
intents and purposes all 477
intents and purposes and 1354
intents and purposes any 80
intents and purposes are 1429
intents and purposes being 150
intents and purposes both 345
intents and purposes but 81
intents and purposes can 268
intents and purposes cut 395
intents and purposes dead 1265
intents and purposes did 217
intents and purposes does 154
intents and purposes each 97
intents and purposes for 996
intents and purposes god 49
intents and purposes had 944
intents and purposes has 606
intents and purposes her 375
intents and purposes his 1524
intents and purposes its 344
intents and purposes mad 52
intents and purposes may 258
intents and purposes new 247
intents and purposes nil 134
intents and purposes non 485
intents and purposes not 523
intents and purposes now 293
intents and purposes one 1732
intents and purposes our 356
intents and purposes out 556
intents and purposes put 135
intents and purposes ran 42
intents and purposes real 101
intents and purposes run 82
intents and purposes set 116
intents and purposes she 1352
intents and purposes that 2310
intents and purposes then 140
intents and purposes they 4706
intents and purposes this 1964
intents and purposes too 66
intents and purposes two 391
intents and purposes was 2578
intents and purposes with 641
intents and purposes won 100
intents and purposes you 751
interior and returned with 109
interior being negative with 42
interior was brightly lit 76
interior was circular and 135
interior was designed and 45
interior was designed for 75
interior was designed with 96
interior was enriched with 59
interior was equipped with 69
interior was explored and 42
interior was finished with 227
interior was hollowed out 97
interior was littered with 100
interior was provided with 75
interior was repaired and 65
interior was reserved for 64
interior was restored and 43
invaded and occupied all 128
invaded and occupied and 83
invaded and occupied east 68
invaded and occupied for 83
invaded and occupied its 82
invaded and occupied new 58
invaded and occupied our 76
invaded and occupied that 106
invaded and threatened with 83
invaded east pakistan and 97
invaded her nostrils and 85
invaded his dominions and 83
invaded his dominions with 201
invaded his nostrils and 98
invaded that province with 95
invalid and therefore not 72
invalid had insisted that 147
invasion and conquest and 130
invasion and conquest are 78
invasion and conquest had 99
invasion and conquest that 153
invasion and conquest was 164
invasion and demanded that 97
invasion has occurred and 106
invasion put entirely out 64
invasion was attended with 89
invasion was expected and 57
invasion was expected any 41
invasion was imminent and 436
invasion was imminent was 53
invasion was intended for 74
invasion was launched and 60
invasion was repulsed and 54
invasion was threatened and 43
inventing and developing new 318
inventing and perfecting new 207
inventing long speeches for 76
inventing new concepts and 66
inventing new machines and 239
inventing new products and 469
inventing new products that 40
inventing new tortures for 53
invents and composes one 133
invents new products and 46
invests his servants with 52
invited all strangers and 40
invited and afforded them 41
invited and provided for 43
invited and unnerved him 69
invited him upstairs for 41
invited his daughter and 109
invited nor received any 45
invites and commands all 45
invites his relations and 84
invoice was approved for 58
invoice was received and 78
invoked for overcoming man 88
invoked his authority and 41
involve all children and 44
involve all students and 71
involve any conflict with 120
involve both analysis and 56
involve both benefits and 97
involve both business and 83
involve both cellular and 70
involve both chemical and 184
involve both children and 110
involve both conflict and 66
involve both conscious and 73
involve both cortical and 83
involve both criminal and 84
involve both cultural and 43
involve both domestic and 67
involve both economic and 185
involve both emotional and 44
involve both external and 71
involve both financial and 63
involve both hardware and 161
involve both immediate and 44
involve both internal and 263
involve both linguistic and 55
involve both military and 51
involve both monetary and 48
involve both negative and 97
involve both oxidation and 55
involve both personal and 132
involve both physical and 516
involve both positive and 411
involve both students and 75
involve both temporal and 46
involve both treatment and 47
involve both vertical and 92
involve both yourself and 60
involve his immediate death 82
involve new products and 59
involve our relations with 76
involve them directly with 51
involve two separate and 67
involve two separate but 50
involving both academic and 73
involving both american and 61
involving both analysis and 83
involving both arteries and 143
involving both auditory and 64
involving both business and 61
involving both cellular and 134
involving both chemical and 140
involving both children and 254
involving both citizens and 53
involving both conflict and 98
involving both conscious and 92
involving both cortical and 102
involving both criminal and 59
involving both cultural and 50
involving both diffusion and 44
involving both discrete and 75
involving both domestic and 267
involving both economic and 187
involving both education and 53
involving both emotional and 61
involving both engineering and 41
involving both external and 101
involving both financial and 61
involving both hardware and 148
involving both industry and 73
involving both internal and 305
involving both japanese and 45
involving both linguistic and 55
involving both managers and 109
involving both military and 131
involving both monopoly and 59
involving both negative and 47
involving both oxidation and 44
involving both patients and 81
involving both personal and 168
involving both physical and 551
involving both politics and 50
involving both positive and 372
involving both products and 63
involving both proximal and 57
involving both quantity and 52
involving both questions for 109
involving both religious and 58
involving both services and 57
involving both students and 313
involving both temporal and 41
involving both vertical and 77
involving heat diffusion and 126
involving heat transfer and 122
involving his daughter and 47
involving his relations with 74
involving job security and 81
involving new materials and 49
involving new products and 98
involving not education but 820
involving our relations with 191
involving raw materials and 77
involving real property and 84
involving real property are 73
involving two children who 43
involving two separate and 41
involving two variables and 84
involving two variables can 41
inwards and forwards and 118
inwards and outwards and 255
inwards and outwards are 76
inwards and outwards for 182
inwards and outwards with 227
iridium and platinum are 67
iridium and ruthenium are 143
islands and bordered with 104
islands and channels and 81
islands and channels that 95
islands and colonies are 54
islands and headlands and 56
islands and headlands are 49
islands and indented with 50
islands and mainland and 83
islands and mainland are 124
islands and mainland that 208
islands and mainland was 44
islands and maintain our 56
islands and returned with 56
islands and skerries that 108
islands are beautiful and 40
islands are indebted for 54
islands are infested with 62
islands are isolated and 50
islands are littered with 54
islands are numerous and 115
islands are provided with 44
islands are renowned for 67
islands are situated near 167
islands are situated off 43
islands are suitable for 51
islands are supplied with 65
islands are volcanic and 293
islands are volcanic with 48
islands not situated far 58
islands that columbus had 174
islands that surround them 54
isobars and isotherms are 319
isobars and isotherms for 85
isobars are straight and 141
isolate and alienate them 84
isolate and describe them 41
isolate and describe this 44
isolate and identify all 388
isolate and identify any 267
isolate and identify each 57
isolate and identify one 42
isolate and identify that 113
isolate and identify them 446
isolate and identify this 154
isolate and identify with 40
isolate and insulate them 103
isomers are possible and 70
isomers are possible for 454
isomers are possible with 47
italics and capitals are 332
italics for emphasis and 92
