iambs and trochees are 45
into ten distinct and 54
into ten divisions and 173
into ten divisions each 44
into ten languages and 212
into ten segments and 41
into ten separate and 54
into that absolute and 55
into that activity and 45
into that argument with 54
into that basement and 45
into that beautiful and 173
into that business and 116
into that business for 70
into that business with 110
into that category and 706
into that category are 173
into that category but 118
into that category for 155
into that category that 66
into that category too 69
into that category was 92
into that category with 43
into that communion with 138
into that complete and 131
into that computer and 64
into that condition and 105
into that condition for 43
into that condition that 167
into that conflict with 49
into that confused and 53
into that confusion and 86
into that contract with 82
into that covenant with 61
into that cupboard and 79
into that dangerous and 157
into that darkness all 80
into that darkness and 245
into that darkness that 75
into that delicate and 62
into that desolate and 57
into that direction and 57
into that district and 132
into that elevator and 41
into that enormous and 42
into that enslaved and 61
into that facility for 48
into that farewell all 75
into that fearfully low 49
into that horrible pit 58
into that hospital and 104
into that hospital for 46
into that industry and 62
into that insolent and 46
into that intimacy with 51
into that intimate and 56
into that laudable and 111
into that movement and 59
into that original and 53
into that profound and 58
into that province and 100
into that province was 50
into that province with 126
into that required for 121
into that situation and 354
into that situation that 114
into that situation with 156
into that solitude that 291
into that struggle and 50
into that struggle for 60
into that struggle with 97
into that stubborn head 72
into that terrible and 54
into that tradition and 62
into that vicinity was 44
into that vicinity with 62
into that wretched and 158
into them breathless and 54
into them whatever they 54
into them whenever they 62
into things celestial and 44
into things corporeal and 56
into things intended for 40
into this accident and 43
into this activity and 141
into this activity with 116
into this analysis and 78
into this analysis are 53
into this approach and 72
into this argument and 69
into this argument with 76
into this assembly and 46
into this beautiful and 175
into this beautiful but 40
into this brilliant and 41
into this business and 767
into this business are 55
into this business for 293
into this business not 41
into this business than 41
into this business that 178
into this business was 202
into this business with 1340
into this business you 53
into this campaign and 92
into this campaign with 176
into this category all 61
into this category and 6097
into this category are 6776
into this category but 887
into this category can 389
into this category did 43
into this category due 78
into this category for 583
into this category had 135
into this category has 188
into this category may 506
into this category than 349
into this category that 776
into this category then 44
into this category too 374
into this category was 500
into this category who 40
into this category with 343
into this category you 78
into this cauldron that 110
into this coalition with 43
into this commerce and 140
into this communion with 82
into this compound and 61
into this condition and 160
into this condition one 105
into this conflict and 122
into this conflict with 206
into this confused and 94
into this confusion and 107
into this confusion that 76
into this contract and 141
into this contract for 86
into this contract with 378
into this covenant and 117
into this covenant with 353
into this criminal war 58
into this critical area 86
into this cumbered and 51
into this dangerous and 146
into this dangerous area 57
into this dangerous pit 115
into this darkness and 224
into this delicate and 69
into this delicate area 49
into this desolate and 58
into this dimension and 74
into this direction and 87
into this direction has 52
into this direction was 57
into this disfavor with 45
into this district and 171
into this district for 84
into this district was 63
into this district with 45
into this doctrine and 45
into this document and 62
into this entirely new 60
into this envelope and 43
into this exercise and 47
into this exercise with 66
into this horrible war 49
into this hospital and 74
into this hospital for 55
into this hospital with 45
into this incident and 141
into this industry and 164
into this industry are 44
into this industry was 44
into this intimacy with 52
into this intimate and 41
into this isolated area 42
into this lifetime with 99
into this maelstrom that 100
into this mountain and 63
into this movement and 214
into this movement for 80
into this movement that 44
into this movement with 180
into this narrowed way 48
into this openness and 48
into this operation and 67
into this paradise and 43
into this powerful and 45
into this practice and 76
into this presence all 51
into this profound and 175
into this property and 44
into this proposal and 52
into this proposal for 46
into this province and 310
into this province any 193
into this province for 128
into this province was 43
into this province with 112
into this quadrant are 45
into this sequence and 57
into this situation and 1117
into this situation are 73
into this situation but 59
into this situation can 49
into this situation for 78
into this situation may 62
into this situation that 1538
into this situation was 152
into this situation with 452
into this sixteenth day 134
into this solitary and 91
into this solitary bay 48
into this specific area 47
into this struggle all 133
into this struggle and 115
into this struggle for 241
into this struggle that 50
into this struggle with 233
into this terrible and 49
into this terrible war 107
into this tradition and 133
into this tradition that 134
into this twilight and 66
into this universe and 80
into this universe for 42
into this universe that 144
into this volatile mix 50
into two aliquots and 204
into two bedrooms and 195
into two bedrooms with 59
into two branches and 919
into two branches each 110
into two branches for 430
into two branches had 45
into two branches has 49
into two branches near 303
into two branches one 375
into two branches that 1616
into two branches was 121
into two branches with 309
into two brigades and 135
into two brigades with 41
into two cavities for 102
into two chambers and 179
into two chambers each 46
into two chambers for 64
into two chambers that 57
into two chambers was 76
into two chambers with 141
into two channels and 243
into two channels for 109
into two channels that 184
into two channels with 100
into two chapters and 111
into two chapters for 75
into two chapters that 120
into two clusters and 74
into two clusters that 132
into two clusters with 107
into two coherent and 42
into two colonies and 40
into two commands and 43
into two complete and 83
into two counties and 207
into two definite and 46
into two discrete and 86
into two disjoint sub 45
into two distinct age 175
into two distinct and 4112
into two distinct but 998
into two distinct sub 884
into two distinct things 113
into two distinct wings 78
into two distinct yet 123
into two divisions and 837
into two divisions each 103
into two divisions for 240
into two divisions one 49
into two divisions that 176
into two divisions viz 52
into two divisions with 274
into two economic and 75
into two elements and 154
into two elements that 56
into two entirely new 45
into two entities and 76
into two equations and 56
into two equations for 105
into two equations with 41
into two extremes and 43
into two families and 93
into two families with 46
into two fractions and 130
into two fractions using 58
into two fractions with 180
into two hydrogen ions 99
into two moieties and 73
into two opposite and 248
into two packages and 43
into two parallel and 175
into two parallel but 97
into two parishes and 51
into two patients with 66
into two pigtails and 49
into two pigtails that 87
into two platoons and 79
into two powerful and 154
into two quarters and 54
into two religious and 60
into two segments and 523
into two segments each 88
into two segments for 89
into two segments that 456
into two segments with 333
into two separate and 4213
into two separate but 1363
into two separate one 162
into two separate rings 91
into two separate sub 386
into two separate things 62
into two separate wings 223
into two separate yet 71
into two snifters and 48
into two subunits that 44
into two subunits with 49
into two tumblers and 48
into two villages and 72
into with attention and 117
into with enthusiasm and 91
iron age succeeding one 44
iron and aluminum and 749
iron and aluminum are 1254
iron and aluminum but 70
iron and aluminum can 301
iron and aluminum for 80
iron and aluminum ions 156
iron and aluminum may 155
iron and aluminum ore 123
iron and aluminum than 44
iron and aluminum that 308
iron and aluminum was 54
iron and aluminum with 213
iron and antimony are 45
iron and charcoal are 49
iron and chromium and 130
iron and chromium are 352
iron and chromium can 57
iron and chromium ions 48
iron and chromium may 43
iron and chromium with 58
iron and combines with 66
iron and concrete and 108
iron and concrete are 86
iron and drenched with 80
iron and equipped with 88
iron and fastened with 59
iron and graphite are 58
iron and hydrogen are 52
iron and manganese and 1294
iron and manganese are 6097
iron and manganese being 98
iron and manganese but 76
iron and manganese can 434
iron and manganese for 201
iron and manganese had 56
iron and manganese has 130
iron and manganese ions 273
iron and manganese may 596
iron and manganese ore 2032
iron and manganese than 98
iron and manganese that 434
iron and manganese was 134
iron and manganese with 340
iron and materials for 50
iron and metallic lead 137
iron and missiles lie 66
iron and platinum are 95
iron and preventing its 40
iron and prevents its 66
iron and provided with 332
iron and titanium and 164
iron and titanium are 346
iron and titanium can 54
iron and titanium may 48
iron and titanium than 45
iron and titanium with 73
iron and vanadium are 58
iron and vitamins and 130
iron and vitamins are 118
iron are absorbed and 76
iron are combined with 132
iron are employed for 69
iron are essential for 152
iron are numerous and 41
iron are oxidized and 65
iron are prepared for 44
iron are required for 246
iron are suitable for 62
iron box provided with 192
iron for domestic use 58
iron has combined with 150
iron has followed that 84
iron ore accounts for 69
iron ore combined with 47
iron ore deposits and 2334
iron ore deposits are 3520
iron ore deposits but 42
iron ore deposits for 100
iron ore deposits had 139
iron ore deposits has 90
iron ore deposits lie 65
iron ore deposits may 46
iron ore deposits near 724
iron ore deposits that 319
iron ore deposits was 112
iron ore deposits with 224
iron ore destined for 112
iron ore industry and 135
iron ore industry has 59
iron ore industry was 142
iron ore minerals are 149
iron ore producer and 69
iron ore reduction and 128
iron ore required for 73
iron ore reserves and 562
iron ore reserves are 485
iron ore suitable for 259
iron ore supplies and 58
iron ore supplies for 43
iron out problems and 430
iron out problems that 190
iron out problems with 179
iron pan provided with 184
iron pot provided with 49
iron rod provided with 53
iron rod supporting them 73
iron they produced was 42
iron thus obtained was 51
iron thus produced was 106
iron was combined with 71
iron was employed for 137
iron was essential for 50
iron was oxidized and 79
iron was probably not 45
iron was produced and 126
iron was produced for 79
iron was produced with 93
iron was required for 78
iron was reserved for 45
iron was suitable for 77
iron with charcoal and 121
iron with chromium and 79
iron with isolated dna 43
iron with manganese and 43
item and accounts for 134
item and category with 296
item and requests that 82
item are authentic and 100
item being produced and 43
item for personal use 81
item may indicate that 43
item that accounts for 68
item that occurred with 47
item was compared with 81
item was computed for 49
item was examined and 42
item was included for 93
item was provided for 43
item was received and 51
item was selected and 84
item was selected for 151
