if adverse action against 45
in northern irish affairs 261
in northern irish history 47
in northern irish society 407
in northern italy against 321
in northern italy because 60
in northern italy between 377
in northern italy towards 49
in northern latin america 502
in northern santa barbara 208
in northern urban centers 700
in northern urban ghettos 201
in nucleic acids research 1322
in numbers close together 51
in numbers until shortly 40
in numbers varying according 58
in numbers varying between 59
in numbers which reflect 71
in numbers which results 52
in objects which produce 60
in observing human behavior 112
in obsidian glass studies 331
in obtaining blood samples 225
in obtaining child support 152
in obtaining equal justice 48
in obtaining large amounts 212
in obtaining large numbers 192
in obtaining legal counsel 94
in obtaining legal redress 98
in obtaining legal sanction 65
in obtaining local control 49
in obtaining social support 50
in obtaining valid results 77
in obtaining working capital 153
in official court records 1020
in official press releases 124
in official roman catholic 360
in official state custody 40
in official state reports 78
in olympic games history 48
in operating costs because 85
in operating costs between 449
in operating costs resulting 107
in operating working capital 1069
in optical burst switching 473
in optical fiber sensors 467
in optical fiber systems 297
in optical imaging systems 84
in organic brain diseases 197
in organic farming systems 394
in orthodox hindu circles 49
in orthodox hindu culture 171
in orthodox hindu society 134
in orthodox social science 67
in overall brain function 44
in overall image quality 73
in overall renal function 91
in overall social welfare 107
in overall water quality 78
in overhead throwing athletes 65
in overseas money markets 55
in overseas stock markets 113
in overseas trade between 54
in pacific coast history 153
in pacific coast studies 142
in painted glass windows 44
in parable after parable 97
in parenting after divorce 77
in parisian social circles 48
in passage after passage 2421
in passive imaging systems 115
in passive solar buildings 141
in passive solar systems 66
in patient after patient 150
in pattering drops against 49
in pattern vision following 46
in peaceful times everything 42
in pelican freud library 263
in pensive place obscure 44
in perfect amity together 84
in perfect lyric language 46
in perfect order according 62
in perfect order against 49
in perfect order because 68
in perfect order towards 90
in perfect unity together 110
in perhaps equal numbers 55
in persons under fifteen 101
in persons whose behavior 47
in persons whose conduct 90
in persons whose general 195
in persons whose kidneys 47
in persons whose nervous 143
in persons whose parents 139
in persons whose previous 55
in persons whose systems 42
in petition after petition 160
in phantom limbs induced 114
in picture after picture 1668
in planned change efforts 73
in plumage which dazzles 42
in popular favor because 71
in popular feeling towards 45
in popular greek religion 52
in popular music because 69
in popular music between 41
in popular music circles 41
in popular music culture 375
in popular music history 302
in popular music studies 1426
in popular print culture 57
in portions every fifteen 85
in position after position 48
in position after removal 55
in position under general 40
in position until released 50
in position while soldering 91
in postwar china studies 112
in postwar italy geoffrey 76
in postwar japan because 49
in postwar japan differs 43
in postwar latin america 472
in postwar social science 63
in postwar world affairs 87
in potable water systems 509
in poverty rates between 395
in poverty would increase 98
in precious metal content 129
in precise block letters 47
in precise legal language 141
in precise terms because 120
in precise terms exactly 66
in preface after preface 83
in premium rates between 46
in preparing cases against 47
in preparing cases involving 43
in preparing closing entries 76
in preparing large amounts 48
in preparing large numbers 43
in preparing press releases 78
in present tense because 49
in present value between 101
in present value dollars 263
in present value resulting 55
in preterm human infants 66
in previous cases involving 182
in previous class sessions 47
in previous field studies 62
in previous group sessions 46
in previous human history 159
in primary after primary 252
in primary breast cancers 281
in primary goods exports 50
in primary graft failure 44
in primary human bladder 58
in primary human cancers 66
in primary labor markets 144
in primary liver cancers 95
in primary optic atrophy 491
in primary renal tubular 70
in primary social studies 152
in primary tumor tissues 63
in primary wound closure 50
in primate field studies 136
in primate social behavior 299
in primate social systems 98
in printer setup utility 273
in priority order according 119
in prisons where inmates 48
in private aided schools 237
in private armed vessels 385
in private burial grounds 41
in private dealings between 66
in private fixed capital 76
in private goods markets 95
in private hands although 52
in private hands because 222
in private hands certain 51
in private hands outside 105
in private hands subject 70
in private homes because 161
in private housing estates 78
in private housing markets 80
in private labor markets 59
in private money markets 88
in private money matters 135
in private music lessons 68
in private social gatherings 46
in private social service 81
in private social welfare 59
in private suits between 85
in private suits brought 68
in private talks between 120
in private trade schools 64
in problem after problem 60
in problem solving ability 592
in problem solving because 706
in problem solving behavior 205
in problem solving between 92
in problem solving depends 110
in problem solving efforts 46
in problem solving include 138
in problem solving involving 44
in problem solving problem 46
in problem solving process 54
in problem solving regarding 51
in problem solving related 201
in problem solving research 149
in problem solving systems 71
in problem solving together 43
in process after process 50
in process costing systems 80
in process units started 111
in procuring either present 284
in producing broad general 48
in producing grand effects 51
in producing human behavior 47
in producing human capital 108
in producing large amounts 161
in producing large numbers 303
in producing large volumes 77
in producing social cohesion 44
in product after product 64
in profile looking towards 57
in profits which results 41
in program after program 345
in project after project 233
in promoting basic research 63
in promoting child welfare 175
in promoting civil service 73
in promoting civil society 256
in promoting greek studies 55
in promoting group cohesion 59
in promoting human capital 45
in promoting human dignity 62
in promoting human freedom 119
in promoting human welfare 1171
in promoting links between 65
in promoting racial harmony 187
in promoting racial justice 45
in promoting social capital 55
in promoting social cohesion 374
in promoting social control 93
in promoting social harmony 156
in promoting social justice 798
in promoting social reforms 165
in promoting social science 44
in promoting social welfare 1370
in promoting trade between 244
in promoting trade unionism 46
in promoting unity between 46
in protein binding between 51
in protein folding reactions 53
in protein folding studies 88
in protest action against 44
in protest after protest 43
in providing basic medical 48
in providing close support 66
in providing flood control 45
in providing housing finance 67
in providing large amounts 106
in providing large numbers 72
in providing legal counsel 62
in providing links between 111
in providing moral support 126
in providing short courses 46
in providing social capital 51
in providing social cohesion 63
in providing social justice 79
in providing social support 547
in providing social welfare 486
in providing staff support 48
in providing total patient 48
in providing working capital 227
in quality exist between 41
in quarter after quarter 49
in question after question 109
in question could equally 58
in question could legally 49
in question could perhaps 53
in question could produce 80
in question could provide 43
in question every victory 72
in question falls outside 186
in question finds himself 58
in question first appeared 180
in question found himself 85
in question holds between 47
in question meets certain 50
in question might contain 49
in question might equally 113
in question might include 137
in question might involve 57
in question might justify 48
in question might perhaps 93
in question nearly everything 76
in question never appeared 76
in question never belonged 63
in question never existed 74
in question really belonged 83
in question really existed 47
in question still remains 158
in question under article 66
in question under certain 49
in question under feigned 40
in question which relates 44
in question which satisfy 41
in question wording between 54
in question would benefit 81
in question would consist 135
in question would contain 96
in question would deprive 48
in question would destroy 45
in question would exclude 42
in question would include 131
in question would increase 97
in question would involve 215
in question would justify 42
in question would operate 78
in question would possess 45
in question would prevent 55
in question would produce 191
in question would provide 87
in question would qualify 52
in question would receive 183
in question would require 311
in question would restore 115
in question would subject 105
in question would suggest 60
in question would usually 55
in rabbits after repeated 44
in racially mixed classes 56
in racially mixed company 83
in racially mixed schools 714
in radical chain reactions 77
in radical social reforms 63
in rainbow trout exposed 595
in rainbow trout fingerlings 55
in rainbow trout following 117
in rapidly changing markets 1171
in rapidly changing systems 59
in rapidly growing animals 314
in rapidly growing bacteria 128
in rapidly growing infants 136
in rapidly growing markets 741
in rapidly growing numbers 752
in rapidly growing sections 42
in rapidly growing sectors 140
in rapidly growing suburbs 195
in rapidly growing tissues 1043
in reactions which involve 152
in receiving child support 61
in receiving water quality 52
in reduced image quality 64
in reduced renal function 155
in refugee camps because 71
in refugee camps located 58
in refugee camps outside 446
in regional brain function 52
in regional brain glucose 94
in regional brain volumes 43
in regional housing markets 55
in regional labor markets 264
in regional social history 250
in regional urban centers 97
in regional water quality 95
in regular class sessions 67
in regular close contact 70
in regular daily contact 98
in regular daily service 67
in regular group sessions 41
in regular order according 212
in regular order against 99
in regular order beginning 60
in regular order between 66
in regular order towards 74
in regular phone contact 112
in regular trade between 41
in regular train service 76
in relapse rates between 225
in related plant species 58
in related social science 153
in relieving acute attacks 52
in relieving human suffering 600
in religion shall shortly 47
in religion which rescued 92
in remaining flour mixture 124
in rendering every service 46
in rendering legal service 71
in rendering social service 117
in repeated small amounts 44
in repelling enemy attacks 113
in repelling every assault 87
in repelling every attempt 42
in repelling every hostile 66
in repelling indian attacks 77
in reporting rates between 55
in reporting which freedom 82
in reptile forms shrinking 62
in repulsing enemy attacks 46
in research which focuses 72
in reserve under colonel 40
in reserve under general 92
in resisting bending moments 54
in resisting every attempt 244
in resolving cases involving 50
in resolving child custody 40
in resolving close federal 60
in resolving power between 42
in respect thereof against 220
in respect thereof exceeds 51
in respect thereof remains 52
in restoring renal function 48
in rethinking labor history 82
in rethinking social history 57
in retinal blood vessels 175
in retinal image quality 82
in revealed truths depends 46
in reverse order according 69
in reverse order because 270
in reverse order beginning 133
in reviewing cases involving 40
in roughly equal amounts 4331
in roughly equal measures 457
in roughly equal numbers 7026
in roughly equal portions 368
in routine blood culture 46
in routine legal matters 41
in samples taken between 72
in samples which contain 142
in sandals speaks plainly 50
in scandal after scandal 107
in scarlet fever usually 41
in scarlet robes trimmed 63
in schools below college 82
in schools today because 41
in schools under private 50
in schools where classes 87
in schools where parents 115
in schools where student 82
in schools where teachers 1069
in schools which contain 41
in schools which provide 116
in schools which receive 72
in schools which require 58
in schools whose student 61
in schools whose teachers 65
in science beneath himself 52
in science class because 41
in science teaching journal 44
in screening large numbers 319
in seconds since january 160
in seconds which elapses 55
in sectors where capital 42
in sectors where foreign 97
in sectors where imports 40
in sectors where private 109
in secular state schools 71
in secured fiber cartons 100
in seemingly healthy persons 46
in seemingly small matters 45
in segment after segment 60
in selecting board members 176
in selecting class counsel 46
in selecting group members 104
in selecting staff members 99
in seminar after seminar 49
in sensory ganglia following 58
in sensory ganglia outside 119
in sensory motor systems 55
in serried ranks against 143
in serried ranks towards 48
in service after january 255
in service after marriage 77
in service after october 534
in service after service 88
in service learning courses 76
in service since january 55
in service since october 50
in service under general 63
in service until january 134
in service until october 126
in seventy bound volumes 44
in several adult tissues 51
in several alloy systems 138
in several armed clashes 52
in several assay systems 94
in several basic aspects 72
in several basic features 48
in several blood vessels 51
in several books devoted 61
in several books including 221
in several books printed 41
in several books written 232
in several bound volumes 40
in several bulky volumes 41
in several cases adopted 49
in several cases against 109
in several cases applied 43
in several cases because 226
in several cases between 339
in several cases brought 157
in several cases carried 71
in several cases decided 340
in several cases following 93
in several cases including 157
in several cases involving 981
in several cases members 43
in several cases natural 43
in several cases refused 69
in several cases related 97
in several cases revealed 47
in several cases studied 59
in several cases wherein 56
in several crops including 59
in several cross sections 96
in several fetal tissues 48
in several field studies 236
in several films including 198
in several forms according 76
in several forms besides 50
in several forms depending 156
in several forms including 965
in several fungal species 56
in several glass windows 49
in several grass species 57
in several group sessions 44
in several human cancers 262
in several human diseases 282
in several human studies 113
in several human tissues 191
in several indian battles 43
in several indian dialects 111
in several large buildings 121
in several large centers 59
in several large european 111
in several large markets 57
in several large national 56
in several large northern 70
in several large patches 47
in several large research 46
in several large samples 46
in several large schools 43
in several large sections 65
in several large studies 371
in several large surveys 47
in several large volumes 340
in several later editions 384
in several later letters 78
in several later sections 143
in several later sources 59
in several later stories 83
in several later studies 146
in several later versions 65
in several later volumes 44
in several latin versions 56
in several legal battles 48
in several legal systems 182
in several liver diseases 43
in several local dialects 40
in several local markets 52
in several local offices 99
in several local schools 72
in several major aspects 168
in several major battles 550
in several major centers 69
in several major chinese 52
in several major european 259
in several major markets 313
in several major medical 47
in several major museums 48
in several major national 65
in several major producing 41
in several major reports 45
in several major research 113
in several major sections 45
in several major sectors 86
in several major strikes 55
in several major studies 211
in several minor affairs 48
in several minor battles 53
in several minor details 167
in several minor matters 40
in several minor offices 57
in several model systems 375
in several months because 42
in several mouse strains 355
in several mouse tissues 51
in several naval battles 125
in several nearby buildings 50
in several organ systems 601
in several parts between 82
in several parts perhaps 83
in several pilot studies 227
in several plant species 1490
in several plant systems 102
in several plant tissues 162
in several plays including 41
in several plots against 58
in several polling stations 63
in several power stations 40
in several quick strides 47
in several raids against 40
in several river systems 54
in several river valleys 150
in several roman catholic 276
in several rural schools 77
in several short sections 54
in several short sessions 237
in several short stories 569
in several sites including 46
in several sizes including 48
in several small amounts 47
in several small batches 111
in several small battles 79
in several small buildings 75
in several small bundles 43
in several small details 72
in several small islands 63
in several small parties 72
in several small patches 62
in several small portions 243
in several small schools 54
in several small studies 265
in several small vessels 63
in several small volumes 110
in several social science 294
in several social service 59
in several social spheres 43
in several social studies 43
in several social systems 74
in several state prisons 58
in several steps between 84
in several steps involving 67
in several suits against 42
in several suits brought 59
in several swiss cantons 113
in several texts including 54
in several towns including 96
in several towns outside 117
in several tumor systems 58
in several types depending 43
in several urban centers 256
in several vital aspects 44
in several waves beginning 48
in several waves between 92
in several wells drilled 52
in several woody species 67
in several works devoted 41
in several works including 126
in several works written 111
in several world markets 50
in shallow glass vessels 57
in shallow holes drilled 43
in shallow water against 64
in shallow water because 298
in shallow water between 190
in shallow water depends 43
in shallow water exposed 64
in shallow water outside 93
in shallow water subject 94
in shallow water systems 53
in shallow water towards 42
in shallow water usually 75
in shanghai stock exchange 83
in silence until finally 205
in silence while listening 84
in similar cases against 54
in similar cases between 67
in similar cases decided 55
in similar cases involving 236
in similar social circles 131
in similar terms against 82
in similar terms because 41
in similar terms regarding 79
in situating indian history 98
in sixteen large volumes 52
in sixteen miles between 41
in skillet until browned 54
in slavery grows stronger 40
in slavery under previous 43
in slavish parts because 46
in slender white needles 48
in slipped upper femoral 183
in smaller black letters 68
in smaller blood vessels 165
in smaller scale studies 117
in smaller towns because 40
in smaller towns outside 119
in smaller urban centers 393
in society after society 252
in society since addison 64
in society where slavery 54
in society which benefit 92
in society which demands 41
in society which enables 77
in society which history 55
in society which implies 51
in society which prevent 62
in society which produce 55
in society which require 68
in society which results 54
in society whose behavior 47
in society whose members 97
in society would benefit 115
in society would require 71
in soluble fiber include 84
in soluble sugar content 50
in solution after addition 51
in solution after removal 111
in solution small amounts 61
in solution under certain 62
in sources which include 61
in southern black culture 61
in southern black schools 50
in southern china against 53
in southern china because 50
in southern china between 47
in southern italy against 243
in southern italy because 68
in southern italy between 214
in southern italy brought 43
in southern labor history 1399
in southern latin america 332
in southern negro schools 49
in southern rural poverty 142
in southern russia between 83
in southern slave society 169
in southern trade unionism 89
in southern urban centers 76
in southern white society 176
in southern women writers 67
in spanish latin america 237
in species after species 205
in species where females 252
in species which exhibit 78
in species which inhabit 43
in species which possess 78
in species which produce 95
in stained glass windows 1483
in statute after statute 64
in statute miles between 84
in steadily growing numbers 644
in steeply sloping terrain 105
in sterile glass bottles 118
in stirred batch reactors 47
in stories about animals 142
in stories about spirits 61
in strains either familiar 193
in strains which wounded 52
in stronger terms against 90
in strongly basic solution 581
in strongly roman catholic 108
in studies where animals 44
in studies which attempt 331
in studies which compare 107
in studies which examine 86
in studies which include 73
in studies which involve 93
in studies which require 97
in subject after subject 239
in sublime poetic strains 82
in success rates between 358
in suffolk sixty persons 44
in suicide bombing attacks 106
in suicide rates between 552
in superior court against 175
in support thereof alleges 76
in supreme court against 96
in supreme court decision 901
in supreme court history 1519
in supreme court justice 171
in supreme court opinions 1097
in supreme court reports 66
in surface water because 49
in surface water quality 695
in surface water samples 473
in surface water sources 93
in surface water storage 89
in surface water systems 224
in surplus earned surplus 154
in swedish labor markets 63
in symbols which contain 42
in symbols which express 70
in systems where several 85
in systems which contain 207
in systems which exhibit 82
in systems which include 80
in systems which involve 95
in systems which operate 71
in systems which provide 161
in systems which require 148
in systems which support 47
in temples whose columns 40
in ternary alloy systems 45
in ternary phase diagrams 110
in terrace above terrace 102
in terrace after terrace 437
in textile mills between 48
in thirteen large volumes 58
in threatening array against 45
in thunders which carried 45
in tightly laced corsets 42
in tightly sealed bottles 385
in tightly sealed plastic 471
in tightly woven baskets 236
in tissues which contain 106
in titular joint command 43
in tobacco smoke include 68
in toddler sharing behavior 62
in together under charles 147
in tourney after tourney 189
in tracheal organ culture 59
in tragedy after tragedy 74
in transit shall respect 116
in transit times between 137
in treatise after treatise 122
in trouble again because 99
in trouble today because 150
in turnout rates between 83
in typhoid fever usually 44
in typical atrial flutter 240
in undress often affects 97
in ungraded rural schools 66
in uniform crime reporting 182
in uniform crime reports 641
in uniform motion forever 47
in uniform rushing towards 112
in uniform stood outside 41
in unusual cases involving 59
in upright sitting position 72
in urinary tract function 57
in uterine blood vessels 58
in vacation bible schools 160
in vaginal flora bacteria 57
in variable costs between 41
in variable costs divided 46
in variation after variation 43
in variety trials arranged 71
in verifying every passage 75
in vesicle fusion revealed 52
in victoria tower gardens 169
in victory after victory 213
in vietnam since january 51
in vietnam under johnson 44
in vietnam would increase 76
in vietnam would require 102
in village after village 4483
in vinegar father carried 48
in virginia horse country 55
in virginia shall consist 101
in virginia state library 1111
in virginia under general 397
in viscose rayon workers 108
in visible light because 95
in visible lines between 62
in voltage clamp studies 47
in voltage level between 43
in warlike array against 65
in welfare state measures 41
in welfare state regimes 194
in welfare state research 291
in western larch forests 67
in western latin america 64
in western legal history 55
in western legal systems 659
in western music history 181
in western party systems 377
in western press reports 43
in western santa barbara 47
in western social history 120
in western social science 996
in western staff notation 184
in western urban centers 65
in western urban society 100
in windows photo gallery 1096
in wounded plant storage 113
in wounded plant tissues 77
ion exchange resin columns 270
ion sources makes feasible 129
is against human dignity 117
is against social justice 45
is allowed thirty minutes 54
is allowed under article 299
is allowed under certain 578
is allowed under current 80
is allowed under federal 73
is allowed under islamic 97
is allowed under penalty 56
is allowed under present 43
is allowed under sections 56
is allowed within certain 109
is applied after removal 46
is applied after surgery 79
is applied first against 203
is applied first because 91
is applied rather loosely 251
is applied social science 121
is applied under certain 58
is applied which results 82
is arranged under several 54
is arranged under subject 188
is assumed linear elastic 51
is bandied about between 70
is because civil society 71
is because every society 54
is because group members 57
is because human behavior 64
is because human capital 41
is because judge douglas 62
is because large amounts 105
is because large numbers 196
is because light travels 354
is because people believe 170
is because people usually 70
is because small farmers 41
is because social science 66
is because social workers 55
is because sound travels 63
is because under certain 65
is because water expands 40
is behavior which deviates 64
is behavior which violates 42
is between eight hundred 79
is between first cousins 94
is between seven hundred 62
is brought about according 94
is brought about because 1749
is brought about between 919
is brought about chiefly 1054
is brought about depends 113
is brought about differs 63
is brought about largely 1153
is brought about outside 80
is brought about quickly 52
is brought about rapidly 88
is brought about remains 331
is brought about usually 98
is brought round previous 68
is brought shall deliver 126
is brought under article 380
is brought under chapter 54
is brought under control 18535
is brought under federal 50
is brought under medical 51
is brought under question 67
is brought under tillage 121
is capable under certain 279
is capable within certain 44
is careful about details 85
is carlton house terrace 59
is cautious about accepting 97
is charged stock royalty 75
is charged under article 77
is chiefly found between 53
is chiefly known because 165
is chiefly roman catholic 172
is chronic renal failure 326
is claimed shall conform 51
is closely bound together 233
is closely woven together 58
is conduct which society 49
is consuming large amounts 62
is correct under certain 83
is correct within certain 83
is correct would require 47
is counted twice because 95
is covered first because 41
is covered under article 263
is covered under chapter 59
is covered under federal 40
is covered under workers 74
is cynical about marriage 45
is deceiving either himself 145
is decided under article 49
is declining quite rapidly 53
is default split horizon 237
is defined quite broadly 262
is defined rather broadly 204
is defined rather loosely 67
is defined rather vaguely 43
is defined under article 211
is defined under federal 43
is defined which measures 87
is delayed until chapter 385
is delayed until october 62
is delayed until puberty 82
is delayed until several 97
is derived after deducting 47
is derived every species 53
is derived which relates 111
is distant about fifteen 191
is distant about seventy 300
is distant about sixteen 92
is distant eight hundred 41
is divided about equally 1419
is divided nearly equally 288
is divided rather sharply 72
is divided today between 78
is divided within herself 42
is divided within himself 363
is emptied every element 176
is equally proof against 70
is equally split between 417
is equally strong against 431
is equally strong between 227
is equally valid against 501
is everything under control 77
is evident within minutes 48
is exactly right because 47
is exalted above everything 117
is example after example 93
is expanding quite rapidly 113
is exports minus imports 100
is exposed after removal 48
is extinct today evolved 58
is feasible under certain 104
is feasible under present 75
is feasible within certain 48
is fifteen miles distant 402
is fifteen miles northeast 96
is fifteen miles southeast 84
is finally getting married 267
is finally under control 125
is forever after spoiled 125
is forever looking forward 103
is forward biased because 42
is frankly mimic warfare 52
is gabriel garcia marquez 227
is general sales manager 136
is granted under article 235
is granted under certain 161
is greatest which conveys 167
is happening today because 56
is happening today between 49
is happening within himself 144
is happening within oneself 48
is himself either trodden 75
is himself often closely 69
is however quite certain 284
is however quite evident 72
is however quite natural 86
is illegal under article 74
is illegal under current 50
is illegal under federal 383
is imposed which reduces 106
is increasing quite rapidly 557
is increasing rather rapidly 118
is induced which opposes 77
is induced which results 41
is induced within minutes 45
is injured while occupying 149
is injured while operating 48
is injured while traveling 52
is invalid under article 145
is invalid under nigerian 41
is investing large amounts 44
is language about language 142
is language which enables 94
is largely geared towards 101
is largely roman catholic 651
is largely under control 383
is largely under genetic 173
is largely under private 42
is legally binding because 57
is legally liable therefor 155
is limited either because 74
is limited under article 111
is limited under certain 41
is limited under current 60
is limited under present 52
is limited within certain 190
is located about fifteen 673
is located about halfway 768
is located about seventy 280
is located about sixteen 42
is located about thirteen 48
is located right between 66
is located right outside 195
is located shall appoint 45
is located thirty minutes 41
is located within commuting 51
is located within national 54
is located within several 69
is located within society 51
is loosely bound together 53
is loosely strung together 60
is loosely thrown together 62
is measured after addition 82
is measured after removal 61
is minimal delay between 44
is modeled after european 48
is modeled after similar 153
is morally right because 260
is morally right depends 57
is moreover quite certain 47
is mystery within mystery 62
is national sales manager 46
is natural human behavior 66
is natural while wedlock 42
is obliged under article 227
is obscuring state language 57
is occurring under present 45
is operating under certain 48
is operating under chapter 67
is operating under control 46
is operating under decreasing 77
is operating under increasing 85
is operating under maximum 40
is optimal under certain 61
is outside human control 117
is painted black because 91
is passage after passage 95
is patient under suffering 89
is payable after fifteen 67
is perfect unity between 129
is perhaps poetic justice 168
is perhaps quite correct 43
is perhaps quite natural 331
is perhaps rather because 44
is perhaps rather misleading 167
is perhaps rather unusual 46
is perhaps rather unwilling 120
is perhaps small comfort 42
is perhaps still distant 45
is perhaps still stranger 94
is perhaps still stronger 93
is picture after picture 70
is popular today because 144
is present after removal 44
is present after surgery 65
is present shall preside 64
is present under certain 72
is present which extends 74
is present which permits 51
is present which renders 42
is present within fifteen 158
is present within himself 67
is pressed close against 172
is pressed close together 58
is pressed tight against 121
is producing large amounts 131
is producing large numbers 95
is quietly rocking himself 59
is rapidly changing because 380
is rapidly fatal because 54
is rapidly gaining support 134
is rapidly growing because 200
is rapidly growing smaller 110
is rapidly tending towards 85
is receiving child support 83
is receiving growing support 49
is receiving large amounts 96
is receiving strong support 118
is reduced after several 51
is reduced below certain 45
is reduced either because 45
is reduced under certain 48
is reduced under general 62
is reduced until finally 87
is reduced which results 82
is regional sales manager 72
is regular ferry service 84
is regular train service 51
is rehearsing racial history 58
is related quite closely 96
is related rather closely 72
is released under certain 69
is reliable while rational 56
is religion which assists 43
is removed after several 157
is removed under aseptic 78
is removed under general 94
is removed under reduced 1032
is removed under sterile 53
is rendering every service 129
is rendering yeoman service 64
is renewed every century 46
is renewed every quarter 43
is repeated about seventy 43
is repeated after several 44
is repeated every quarter 79
is repeated under similar 95
is repeated until desired 93
is repeated until failure 59
is repeated until finally 439
is repeated until several 157
is repeated until success 50
is roughly equal between 104
is roughly fifty percent 43
is roughly split between 74
is seventy miles distant 126
is several hours distant 41
is several miles distant 542
is several miles northeast 45
is several miles outside 124
is several miles shorter 44
is several steps removed 599
is several times alluded 343
is several times applied 126
is several times broader 45
is several times brought 64
is several times likened 40
is several times removed 421
is several times renewed 51
is several times repeated 2913
is several times shorter 101
is several times smaller 976
is several times stronger 353
is several times wounded 46
is severed sheer asunder 41
is sharply drawn between 374
is sharply split between 42
is shortly after invited 40
is sixteen miles distant 151
is sixteen times lighter 78
is sixteen times stronger 86
is society which affords 54
is society which confers 44
is somehow still present 43
is started which travels 49
is steadily gaining support 62
is steadily growing because 40
is steadily growing smaller 79
is steadily growing stronger 234
is steadily tending towards 49
is stirred which becomes 42
is stronger still towards 47
is stronger today because 50
is strongly biased against 421
is strongly biased towards 808
is strongly bound together 62
is strongly drawn towards 143
is strongly geared towards 62
is strongly peaked forward 64
is strongly roman catholic 294
is strongly urged against 63
is success under general 104
is suffering today because 57
is supreme court justice 170
is supreme social liberty 44
is thirteen miles distant 98
is thirteen miles southeast 55
is tightly bound together 141
is tightly sealed against 60
is tightly woven together 56
is totally under control 165
is trouble brewing between 50
is twisted round towards 54
is unknown which factors 45
is updated every quarter 57
is updated every weekday 809
is usually about eternal 83
is usually about fifteen 279
is usually about halfway 83
is usually about seventy 180
is usually about sixteen 87
is usually about thirteen 47
is usually above average 349
is usually after puberty 45
is usually based largely 55
is usually below average 264
is usually biased towards 64
is usually blood stained 91
is usually bound together 80
is usually built against 62
is usually civil freedom 70
is usually dated between 316
is usually dated shortly 54
is usually drawn between 1429
is usually drawn upwards 102
is usually easier because 128
is usually easily defined 55
is usually easily located 67
is usually easily managed 114
is usually easily reduced 106
is usually easily removed 168
is usually easily visible 115
is usually either because 287
is usually either ignored 140
is usually empty because 49
is usually false economy 142
is usually fatal because 150
is usually finer grained 58
is usually first applied 41
is usually first brought 65
is usually first evident 102
is usually first noticed 1110
is usually fixed according 94
is usually fixed between 72
is usually found anterior 117
is usually found between 1633
is usually found covered 68
is usually found dilated 40
is usually found massive 76
is usually found occupying 50
is usually found outside 193
is usually found present 50
is usually found several 46
is usually found together 217
is usually found towards 49
is usually found written 55
is usually geared towards 88
is usually given according 93
is usually given against 96
is usually given because 294
is usually given between 154
is usually given following 56
is usually given primary 52
is usually given priority 152
is usually given several 88
is usually given shortly 47
is usually given together 152
is usually lacking because 41
is usually large because 57
is usually light colored 194
is usually lower because 128
is usually named according 134
is usually nearly neutral 41
is usually nearly uniform 56
is usually noted between 142
is usually quite capable 143
is usually quite closely 61
is usually quite compact 50
is usually quite complex 394
is usually quite content 80
is usually quite crowded 61
is usually quite diffuse 52
is usually quite evident 518
is usually quite familiar 44
is usually quite feasible 83
is usually quite general 114
is usually quite gradual 92
is usually quite helpful 217
is usually quite intense 102
is usually quite limited 2448
is usually quite minimal 67
is usually quite painful 353
is usually quite pleasant 46
is usually quite precise 55
is usually quite profuse 60
is usually quite regular 203
is usually quite reliable 163
is usually quite shallow 111
is usually quite similar 320
is usually quite typical 73
is usually quite unaware 164
is usually quite uniform 187
is usually quite unknown 56
is usually quite useless 48
is usually quite variable 111
is usually quite visible 118
is usually rapid because 47
is usually rapid following 59
is usually rated according 57
is usually rather complex 86
is usually rather general 41
is usually rather limited 588
is usually rather loosely 40
is usually rather shallow 49
is usually rather sharply 83
is usually rather smaller 65
is usually rather uniform 50
is usually renal failure 52
is usually short because 189
is usually shown dressed 45
is usually small because 865
is usually split between 272
is usually still covered 42
is usually still evident 42
is usually still present 486
is usually still visible 74
is usually straw colored 122
is usually taken against 55
is usually taken because 170
is usually taken between 257
is usually thirty minutes 44
is usually under control 188
is usually urged against 70
is usually water soluble 56
is usually within several 66
is variable within certain 184
is voltage times current 84
is wishful thinking because 148
is worried about herself 114
is worried about himself 131
is written above applies 41
it absorbs large amounts 127
it absorbs solar radiation 83
it absorbs water rapidly 160
it affects brain function 57
it affects every citizen 41
it affects human behavior 135
it affects human conduct 43
it affects human destiny 44
it affects large numbers 150
it affects trade between 676
it affects water quality 49
it affords every variety 40
it against every assault 77
it against every attempt 70
it answers every present 44
it answers every purpose 995
it answers every question 171
it appeared quite certain 93
it appeared quite evident 106
it appeared quite natural 191
it appeared white ruffled 65
it applies every instant 45
it aroused strong emotions 41
it arouses strong emotions 49
it assumes either quality 41
it assumes where culture 55
it attacks large numbers 42
it baffled every attempt 65
it becomes easier because 45
it becomes fully charged 86
it becomes fully evident 40
it becomes known outside 48
it becomes nearly certain 64
it becomes nearly useless 57
it becomes quite brittle 115
it becomes quite certain 116
it becomes quite complex 95
it becomes quite covered 122
it becomes quite evident 1878
it becomes quite feasible 99
it becomes quite logical 58
it becomes quite natural 685
it becomes quite nauseous 51
it becomes quite useless 102
it becomes rather evident 64
it becomes still lighter 73
it becomes still smaller 95
it becomes still stronger 41
it becomes water soluble 57
it between steel rollers 62
it brought about between 140
it brought about certain 45
it brought about radical 46
it brought about results 51
it brought large numbers 128
it brought people together 668
it brought under control 67
it carries civil society 131
it carries large amounts 57
it century after century 98
it charged small parties 95
it clauses raising revenue 48
