if an abstract noun 45
if the property lies 77
if the property lost 41
if the property must 108
if the property name 57
if the property once 112
if the property only 49
if the property sold 689
if the property upon 79
if the property used 159
if the property went 69
if the property were 9416
if the property when 60
if the property will 400
if the prophecy were 141
if the prophets have 53
if the prophets speak 42
if the prophets were 418
if the proposal came 247
if the proposal made 146
if the proposal took 41
if the proposal went 77
if the proposal were 2288
if the proposal will 104
if the proposed bill 353
if the proposed duty 47
if the proposed form 42
if the proposed land 49
if the proposed lease 98
if the proposed line 108
if the proposed loan 102
if the proposed mark 87
if the proposed move 58
if the proposed name 187
if the proposed plan 606
if the proposed rate 74
if the proposed road 79
if the proposed rule 293
if the proposed sale 146
if the proposed site 185
if the proposed theory 64
if the proposed time 145
if the proposed union 86
if the proposed ward 72
if the proposed well 95
if the proposed work 305
if the proposer were 83
if the prospect asks 77
if the prospect says 188
if the prospect were 311
if the prospect will 112
if the prostate were 49
if the proteins have 84
if the proteins were 173
if the protests were 106
if the protocol used 44
if the protocol were 191
if the provider were 61
if the provider will 49
if the province were 406
if the provision made 186
if the provision were 650
if the proximal part 75
if the prussians come 76
if the prussians have 44
if the prussians were 394
if the prussians will 71
if the psalmist were 53
if the puncture site 88
if the purchase cost 227
if the purchase went 44
if the purchase were 511
if the purchase will 62
if the purchasing firm 97
if the puritans were 178
if the purposes were 104
if the pursuers were 129
if the pyramids were 108
if the pyrenees were 43
if the quantity sold 268
if the quantity theory 182
if the quantity used 142
if the quantity were 512
if the quarters were 64
if the questions come 65
if the questions have 302
if the questions seem 158
if the questions used 50
if the questions were 1926
if the quotation ends 93
if the quotation from 118
if the quotation were 204
if the quotient were 48
if the radicals were 372
if the railroad went 42
if the railroad were 539
if the railways have 74
if the railways were 1090
if the rainfall during 56
if the rainfall rate 82
if the rainfall were 264
if the reactants have 77
if the reactants were 120
if the realities were 43
if the rebellion were 382
if the receipts from 268
if the receipts were 214
if the received code 70
if the received data 151
if the received text 56
if the received theory 49
if the received view 54
if the received word 71
if the receiver also 152
if the receiver gain 95
if the receiver gets 81
if the receiver uses 157
if the receiver were 664
if the receiver will 61
if the receiver wins 41
if the reception were 42
if the receptor were 56
if the recession were 74
if the recorded data 82
if the recordings were 97
if the recovery from 113
if the recovery rate 182
if the recovery time 133
if the recovery were 103
if the recruits were 98
if the rectangle were 74
if the redeemer were 55
if the reduction from 51
if the reduction ratio 46
if the reduction were 349
if the reduction will 46
if the referees were 58
if the referent were 79
if the refinery were 64
if the reflexes were 50
if the refracting angle 213
if the refugees were 520
if the refunded bond 43
if the regiment were 182
if the register were 83
if the regulars were 73
if the reindeer were 66
if the rejection rate 50
if the rejection were 63
if the relations among 207
if the relations have 52
if the relations were 330
if the relative areas 44
if the relative cost 514
if the relative lack 46
if the relative length 61
if the relative mass 51
if the relative rate 85
if the relative risk 872
if the relative size 429
if the relative time 54
if the relative wage 341
if the relative were 70
if the relevant acts 66
if the relevant cost 103
if the relevant data 305
if the relevant date 65
if the relevant laws 55
if the relevant part 135
if the relevant range 75
if the relevant rate 42
if the relevant time 350
if the religious faith 57
if the religious ideas 49
if the religious life 326
if the religious part 55
if the religious rage 70
if the religious view 40
if the religious were 41
if the remedies were 85
if the replaced page 58
if the reported data 46
if the reporter asks 46
if the reporter gene 54
if the reporter knew 41
if the reporter were 183
if the reporter will 74
if the reproach were 43
if the republic fell 59
if the republic were 1053
if the requesting user 70
if the requests were 258
if the required data 913
if the required depth 40
if the required flow 41
if the required length 41
if the required rate 1118
if the required ratio 45
if the required size 55
if the required time 134
if the required work 111
if the reserves were 405
if the resident dies 53
if the resident were 144
if the residual risk 119
if the residues were 56
if the resistor were 76
if the resolved part 47
if the resolved shear 171
if the resource base 535
if the resource cost 107
if the resource file 43
if the resource room 53
if the resource were 241
if the resource will 42
if the response from 275
if the response made 50
if the response rate 660
if the response time 890
if the response were 708
if the response will 74
if the restored work 241
if the retailer buys 43
if the retailer pays 68
if the retailer uses 65
if the retailer were 118
if the retailer will 88
if the retention rate 78
if the retention time 216
if the revenues from 447
if the revenues were 298
if the reverend form 135
if the reversion were 45
if the reviewer were 72
if the revisers have 44
if the revisions were 55
if the righteous turn 43
if the righteous were 74
if the rightful heir 68
if the rigidity were 89
if the ringleaders were 104
if the rumanians were 51
if the sagacious hint 53
if the salaries paid 86
if the salaries were 270
if the salesman were 131
if the salesman will 122
if the salesmen were 71
if the salvation army 320
if the sanctions were 272
if the saracens take 51
if the saracens were 164
if the scaffold were 91
if the scarcity were 40
if the scattering angle 238
if the scattering from 65
if the scattering length 117
if the scattering rate 48
if the scattering were 133
if the scenarios were 45
if the schedule were 152
if the scholars have 56
if the scholars were 154
if the schooner were 85
if the sciences grow 57
if the sciences were 97
if the scissors were 76
if the scottish army 107
if the scottish have 64
if the scullions were 58
if the sculptor have 55
if the sculptor were 231
if the searchers find 77
if the searchers were 55
if the secretion from 83
if the secretion were 49
if the security were 470
if the sediment load 70
if the sediment were 72
if the segments have 99
if the segments were 164
if the seigniors took 71
if the seizures have 103
if the seizures were 118
if the selected cell 81
if the selected file 129
if the selected font 132
if the selected item 291
if the selected node 146
if the selected range 77
if the selected site 50
if the selected text 157
if the selection rate 363
if the selection ratio 291
if the selection rule 218
if the selection were 530
if the semantic meaning 45
if the semantic theory 45
if the seminary were 57
if the senators from 186
if the senators were 204
if the seniority rule 60
if the sensation were 179
if the sentence asks 68
if the sentence ends 157
if the sentence means 215
if the sentence reads 130
if the sentence were 2278
if the sentence will 55
if the sentinel node 382
if the sentries were 113
if the separate sums 68
if the sequence length 47
if the sequence were 602
if the serpents were 43
if the servants have 124
if the servants were 533
if the services have 251
if the services meet 55
if the services were 2471
if the services will 71
if the settlers there 156
if the settlers were 911
if the shackles were 62
if the shelters were 60
if the shepherd were 86
if the shipment were 194
if the shoemaker were 128
if the shooters were 56
if the shortest line 43
if the shortest side 59
if the shortest time 40
if the shoulder were 59
if the shutters were 319
if the sickness grew 77
if the sickness were 67
if the sidewalk were 108
if the simplest form 45
if the situation also 43
if the situation came 180
if the situation ever 395
if the situation from 66
if the situation gets 664
if the situation giving 54
if the situation grew 240
if the situation here 140
if the situation made 92
if the situation must 41
if the situation there 492
if the situation took 44
if the situation went 97
if the situation were 10845
if the situation will 452
if the skeleton were 191
if the sketches were 69
if the skinners were 127
if the sleepers were 58
if the smallest drop 133
if the smallest evil 57
if the smallest part 144
if the smallest size 51
if the smallest unit 85
if the socialist camp 63
if the software used 89
if the software were 206
if the software will 212
if the soldiers came 451
if the soldiers come 856
if the soldiers ever 45
if the soldiers find 52
if the soldiers from 53
if the soldiers have 223
if the soldiers heard 41
if the soldiers kept 65
if the soldiers knew 86
if the soldiers left 41
if the soldiers take 43
if the soldiers took 74
if the soldiers went 65
if the soldiers were 2709
if the soldiers will 216
if the soldiers work 44
if the soldiery were 71
if the solitude were 49
if the solutions have 123
if the solutions used 67
if the solutions were 527
if the southerly bend 144
if the spaniards came 127
if the spaniards come 124
if the spaniards ever 111
if the spaniards have 210
if the spaniards hold 52
if the spaniards made 55
if the spaniards once 47
if the spaniards take 47
if the spaniards took 45
if the spaniards went 64
if the spaniards were 1740
if the spaniards will 72
if the sparrows were 50
if the sparrows will 52
if the spartans were 286
if the specific acts 56
if the specific case 71
if the specific drug 48
if the specific form 111
if the specific goal 56
if the specific heats 375
if the specific item 61
if the specific meaning 54
if the specific name 117
if the specific rate 189
if the specific site 43
if the specific task 46
if the specific term 69
if the specific type 78
if the specimen were 539
if the specimen will 101
if the spectral line 60
if the spectral type 47
if the spectral width 173
if the spectrum were 217
if the speeches were 187
if the spheroid were 69
if the spindles were 41
if the sponsors were 46
if the squadron were 131
if the standard cell 63
if the standard cost 301
if the standard form 123
if the standard free 259
if the standard rate 201
if the standard test 58
if the standard time 390
if the standard unit 62
if the standard used 89
if the standard view 45
if the standard were 856
if the statutes have 67
if the statutes were 409
if the steroids were 41
if the stimulus from 42
if the stimulus were 553
if the stimulus word 161
if the stitches have 53
if the stitches were 110
if the stoppage were 69
if the straight edge 91
if the straight line 4098
if the straight part 62
if the strangers came 82
if the strangers have 189
if the strangers were 645
if the strategy used 51
if the strategy were 224
if the stresses were 133
if the strikers have 55
if the strikers were 217
if the struggle came 48
if the struggle must 63
if the struggle over 92
if the struggle went 89
if the struggle were 1080
if the students also 41
if the students came 83
if the students come 140
if the students ever 52
if the students fail 117
if the students feel 196
if the students felt 111
if the students find 97
if the students from 74
if the students have 3161
if the students knew 173
if the students know 486
if the students lack 41
if the students learn 125
if the students leave 44
if the students like 116
if the students live 52
if the students made 57
if the students make 100
if the students must 63
if the students need 178
if the students seem 94
if the students show 56
if the students take 84
if the students think 110
if the students took 82
if the students used 62
if the students want 223
if the students went 85
if the students were 3692
if the students will 329
if the students wish 106
if the students work 94
if the subgroup size 80
if the subjects felt 52
if the subjects have 535
if the subjects knew 100
if the subjects know 109
if the subjects used 49
if the subjects were 2972
if the subunits were 44
if the sufferer from 57
if the sufferer were 351
if the sufferer will 295
if the sufferings were 44
if the suffrage were 213
if the sulfuric acid 456
if the summation over 44
if the sunlight were 209
if the sunshine were 208
if the superego were 45
if the superiors were 41
if the supplier knew 54
if the supplier were 166
if the supplier will 132
if the supplies from 50
if the supplies were 684
if the supporting data 51
if the supports were 203
if the supposed anne 41
if the supposed fact 60
if the sureties were 69
if the surfaces have 201
if the surfaces were 634
if the surgical risk 66
if the surgical site 86
if the surprise were 51
if the surveyor will 44
if the survival rate 202
if the survival time 143
if the survivor dies 58
if the survivor were 86
if the suspects were 180
if the suspicion came 53
if the suspicion were 94
if the swiftest race 41
if the switches were 98
if the syllable ends 47
if the syllable were 72
if the symbolic city 41
if the symbolic meaning 93
if the symmetry axis 72
if the symmetry were 89
if the symphony were 71
if the symptoms clear 73
if the symptoms come 132
if the symptoms fail 57
if the symptoms have 1229
if the symptoms last 361
if the symptoms seem 225
if the symptoms show 62
if the symptoms were 931
if the syndrome were 44
if the synthesis were 103
if the tartaric acid 48
if the taxpayer acts 50
if the taxpayer also 239
if the taxpayer buys 105
if the taxpayer died 80
if the taxpayer dies 254
if the taxpayer earns 77
if the taxpayer held 189
if the taxpayer knew 71
if the taxpayer made 273
if the taxpayer must 114
if the taxpayer only 41
if the taxpayer owes 94
if the taxpayer owns 498
if the taxpayer paid 154
if the taxpayer pays 353
if the taxpayer sold 184
if the taxpayer took 56
if the taxpayer used 275
if the taxpayer uses 1102
if the taxpayer were 1178
if the taxpayer will 151
if the telegram were 51
if the temporal bone 47
if the temporal lobe 100
if the temporal lord 62
if the tendency were 202
if the terminal date 50
if the terminal were 130
if the testator died 614
if the testator dies 342
if the testator gave 69
if the testator have 176
if the testator knew 152
if the testator leave 65
if the testator left 152
if the testator made 163
if the testator meant 84
if the testator owns 55
if the testator says 87
if the testator uses 57
if the testator were 307
if the theologians were 49
if the theologians will 53
if the therapist acts 88
if the therapist also 109
if the therapist asks 182
if the therapist felt 47
if the therapist gets 49
if the therapist knew 58
if the therapist must 61
if the therapist only 48
if the therapist says 197
if the therapist sees 92
if the therapist uses 214
if the therapist were 1197
if the therapist will 270
if the thickness ratio 67
if the thickness were 160
if the threatened harm 133
if the threatened loss 57
if the threshold were 261
if the tibetans were 97
if the titration were 72
if the tortoise were 45
if the tortured were 58
if the totality were 40
if the tourists were 89
if the township were 101
if the townsmen were 45
if the tractors were 42
if the tradition were 258
if the trainees have 113
if the trainees were 116
if the transfer deed 48
if the transfer from 215
if the transfer rate 89
if the transfer time 46
if the transfer took 232
if the transfer went 43
if the transfer were 942
if the transfer will 119
if the traveler were 136
if the traveler will 98
if the traverse lies 59
if the treasurer were 57
if the treasures were 57
if the treatment goal 92
if the treatment have 69
if the treatment made 49
if the treatment means 158
if the treatment must 53
if the treatment plan 377
if the treatment time 88
if the treatment were 1084
if the treatment will 257
if the trenches were 108
if the trespass were 173
if the tribunal were 471
if the troopers were 43
if the troubles were 106
if the trousers were 40
if the trumpets were 70
if the trustees fail 126
if the trustees have 519
if the trustees make 46
if the trustees think 127
if the trustees were 863
if the trustees will 118
if the turbines were 40
if the turnover rate 294
if the turnover time 45
if the twentieth part 147
if the twilight were 55
if the tympanum were 54
if the ultimate atom 261
if the ultimate cost 217
if the ultimate fate 60
if the ultimate goal 1815
if the ultimate good 71
if the ultimate load 73
if the ultimate meaning 58
if the ultimate shear 54
if the ultimate test 286
if the ultimate truth 91
if the unbraced length 155
if the uncommon union 54
if the underlying bone 109
if the underlying case 48
if the underlying code 43
if the underlying data 687
if the underlying debt 135
if the underlying file 189
if the underlying form 104
if the underlying loan 90
if the underlying rate 81
if the underlying risk 102
if the underlying rock 122
if the underlying soil 122
if the underlying theory 298
if the underlying time 95
if the underlying true 49
if the underlying type 63
if the underlying work 166
if the uniforms were 77
if the unionists were 180
if the universe came 62
if the universe ever 47
if the universe held 45
if the universe must 189
if the universe were 6015
if the universe will 153
if the unlawful acts 241
if the valuation date 159
if the valuation were 120
if the variables have 493
if the variables used 167
if the variables were 938
if the variances were 166
if the variations from 91
if the variations were 321
if the vehicles were 254
if the velocity along 47
if the velocity ratio 187
if the velocity vary 64
if the velocity were 1016
if the venetians were 199
if the vertebrae were 129
if the vertical angle 399
if the vertical axis 754
if the vertical hair 41
if the vertical line 451
if the vertical load 158
if the vertical shear 44
if the vertical wire 124
if the vesicles have 41
if the vesicles were 67
if the veterans were 104
if the vibration were 73
if the villages were 290
if the violations were 185
if the virginian owed 40
if the visitors came 64
if the visitors have 136
if the visitors were 521
if the voltages were 58
if the vouchers were 84
if the warrants were 168
if the warranty were 100
if the warships were 53
if the washington post 144
if the watchers were 54
if the watchman died 80
if the watchman sees 187
if the watchmen were 40
if the waterway were 100
if the waveform were 65
if the wavelength range 44
if the wavelength were 120
if the wayfarer were 44
if the wetlands were 49
if the whiskers were 44
if the whispers were 45
if the windpipe were 60
if the workingmen were 52
if the workshop were 44
if the worthless bark 49
if the youngster were 81
if thy mistress some 418
if to announce some 157
if to announce their 92
if to challenge their 60
if to complete their 123
if to compound their 60
if to consider what 306
if to continue their 44
if to contrast their 43
if to discover from 46
if to discover some 179
if to discover what 258
if to disguise their 91
if to dislodge some 52
if to frighten away 237
if to heighten their 100
if to indicate some 99
if to indicate their 186
if to indicate there 62
if to indicate what 64
if to maintain their 51
if to mitigate their 54
if to preserve their 102
if to proclaim their 68
if to register their 41
if to strengthen their 89
if to validate their 50
if we abstract away 427
if we abstract from 4331
if we abstract their 44
if we accepted some 48
if we accepted such 183
if we accepted their 145
if we accepted these 190
if we accepted your 85
if we actually find 125
if we actually have 651
if we actually knew 256
if we actually know 149
if we actually look 193
if we actually made 71
if we actually make 49
if we actually need 49
if we actually take 77
if we actually took 67
if we actually want 251
if we actually went 74
if we actually were 159
if we admitted such 55
if we admitted their 42
if we admitted these 40
if we admitted those 40
if we analyzed more 106
if we approach from 62
if we approach life 49
if we approach such 47
if we approach their 45
if we approach these 233
if we attended more 106
if we attended only 48
if we believed nothing 73
if we believed there 361
if we believed these 56
if we believed what 152
if we children were 95
if we classify these 73
if we combined these 71
if we commence from 70
if we compared these 52
if we concealed from 40
if we conceive these 177
if we conceive what 47
if we conclude from 552
if we consider also 510
if we consider data 82
if we consider duly 48
if we consider even 355
if we consider faith 52
if we consider flow 51
if we consider four 278
if we consider from 197
if we consider here 126
if we consider high 45
if we consider into 84
if we consider john 45
if we consider just 700
if we consider kant 49
if we consider land 42
if we consider life 351
if we consider living 51
if we consider love 40
if we consider many 138
if we consider mill 45
if we consider more 2154
if we consider next 64
if we consider nothing 135
if we consider once 414
if we consider only 27112
if we consider other 709
if we consider self 43
if we consider single 63
if we consider some 2423
if we consider such 1201
if we consider their 3727
if we consider there 172
if we consider these 3883
if we consider those 1400
if we consider three 953
if we consider time 349
if we consider unit 134
if we consider upon 96
if we consider very 139
if we consider well 1203
if we consider what 11156
if we consider when 89
if we consider your 63
if we construe these 65
if we continue adding 55
if we continue along 848
if we continue down 289
if we continue firm 46
if we continue like 168
if we continue living 50
if we continue making 43
if we continue much 84
if we continue reading 59
if we continue such 61
if we continue these 125
if we contrast such 53
if we contrast their 79
if we contrast these 280
if we contrast those 42
if we contrast what 86
if we departed from 251
if we depended only 62
if we depended upon 273
if we describe some 53
if we describe such 52
if we describe their 59
if we describe these 118
if we describe what 82
if we desisted from 47
if we differed from 41
if we disagree over 45
if we discount much 101
if we discount some 163
if we discount such 95
if we discount their 59
if we discount these 154
if we discount those 120
if we discover more 98
if we discover nothing 58
if we discover some 106
if we discover such 94
if we discover their 44
if we discover these 45
if we discover what 344
if we earnestly pray 63
if we earnestly seek 149
if we embarked upon 67
if we entirely omit 45
if we entirely quit 54
if we estimate their 177
if we estimate these 66
if we evaluate these 60
if we examined more 42
if we examined only 300
if we excluded from 78
if we exercise faith 55
if we expected some 53
if we expected such 40
if we followed such 216
if we followed their 263
if we followed these 125
if we followed those 49
if we followed what 57
if we followed your 158
if we happened upon 76
if we honestly face 95
if we honestly seek 63
if we honestly want 72
if we identify some 79
if we identify these 110
if we identify what 69
if we imagined many 80
if we included more 176
if we included only 117
if we included some 43
if we included those 88
if we indicate some 76
if we inferred from 155
if we inquired into 129
if we insisted upon 611
if we invested more 42
if we listened more 108
if we listened only 89
if we maintain such 69
if we maintain these 40
if we maintain those 52
if we meditate upon 201
if we multiply these 269
if we observed only 106
if we ornament some 48
if we overcome these 45
if we overlook some 81
if we overlook such 45
if we overlook their 66
if we overlook these 183
if we overlook what 56
if we perceive lord 81
if we perceive only 174
if we perceive some 50
if we perceive these 44
if we practice such 51
if we practice these 53
if we practice what 108
if we produced more 145
if we properly keep 40
if we provided work 60
if we quantify over 96
if we randomly pick 45
if we received heavy 79
if we regarded only 118
if we regarded these 88
if we remained here 254
if we remained much 119
if we remained there 538
if we remember also 176
if we remember from 83
if we remember once 45
if we remember only 233
if we remember some 137
if we remember such 62
if we remember their 223
if we remember these 336
if we remember those 101
if we remember well 94
if we remember what 1984
if we renounce these 49
if we required such 149
if we restrict their 74
if we returned from 43
if we returned home 195
if we returned next 42
if we selected only 41
if we separate from 503
if we separate these 164
if we separate what 70
if we seriously look 44
if we seriously take 46
if we seriously think 61
if we seriously want 240
if we seriously wish 115
if we sprinkle over 79
if we strengthen their 45
if we stripped away 45
if we stumbled upon 100
if we subtract from 1103
if we subtract these 162
if we subtract those 89
if we subtract time 52
if we suddenly came 43
if we suddenly find 99
if we suddenly have 74
if we suddenly lost 76
if we suddenly stop 50
if we suddenly take 61
if we suddenly took 47
if we suddenly were 49
if we suffered from 148
if we supposed there 40
if we supposed these 41
if we switched from 59
if we transfer these 123
if we ventured into 107
if ye consider well 165
in ad patients have 114
in ad patients were 60
in ad patients when 57
in an aardvark hole 47
in an abduction case 195
in an aberrant form 134
in an abnormal case 69
in an abnormal cell 47
in an abnormal form 359
in an abnormal gait 101
in an abnormal gene 42
in an abnormal heart 82
in an abnormal host 176
in an abnormal loss 75
in an abnormal mood 57
in an abnormal range 65
in an abnormal ratio 54
in an abnormal rise 130
in an abnormal site 557
in an abnormal time 81
in an abnormal type 58
in an abortive birth 72
in an abortive coup 1191
in an abortive form 180
in an abortive nazi 119
in an abortive plan 79
in an abortive plot 362
in an abortive raid 126
in an abortive rising 320
in an abrasive tone 44
in an abridged form 10156
in an absolute calm 214
in an absolute daze 108
in an absolute deed 267
in an absolute faith 46
in an absolute fall 42
in an absolute form 1324
in an absolute funk 41
in an absolute fury 342
in an absolute good 181
in an absolute ideal 56
in an absolute lack 84
in an absolute life 250
in an absolute loss 173
in an absolute meaning 138
in an absolute mess 126
in an absolute mind 150
in an absolute mode 174
in an absolute orgy 43
in an absolute past 150
in an absolute rage 258
in an absolute realm 40
in an absolute rise 43
in an absolute risk 52
in an absolute sale 43
in an absolute self 286
in an absolute term 63
in an absolute time 243
in an absolute tone 121
in an absolute truth 391
in an absolute union 45
in an absolute view 82
in an absolute void 648
in an absorbed dose 165
in an absorbed mood 50
in an abstract base 108
in an abstract code 63
in an abstract data 279
in an abstract form 6173
in an abstract from 172
in an abstract game 51
in an abstract ideal 203
in an abstract idiom 354
in an abstract kind 380
in an abstract love 54
in an abstract meaning 51
in an abstract mode 234
in an abstract mood 53
in an abstract noun 121
in an abstract realm 403
in an abstract sort 575
in an abstract term 69
in an abstract theory 210
in an abstract three 120
in an abstract time 81
in an abstract truth 62
in an abstract unit 44
in an abstract vein 104
in an abstract view 428
in an abstract void 75
in an abstract work 80
in an absurdly high 50
in an abundant crop 94
in an abundant fall 71
in an abundant flow 89
in an abundant food 68
in an abundant land 60
in an abundant life 49
in an abutment tooth 84
in an academic book 150
in an academic form 83
in an academic gown 333
in an academic health 384
in an academic high 270
in an academic life 439
in an academic mode 85
in an academic post 132
in an academic robe 74
in an academic role 61
in an academic sort 160
in an academic task 205
in an academic term 49
in an academic text 247
in an academic tone 103
in an academic town 58
in an academic unit 134
in an academic vein 66
in an academic work 269
in an accepted body 103
in an accepted form 128
in an accepted mode 47
in an accepted theory 48
in an accepted time 263
in an accession book 137
in an accident along 51
in an accident away 49
in an accident book 152
in an accident case 1993
in an accident down 82
in an accident during 1225
in an accident early 160
in an accident even 62
in an accident five 179
in an accident four 82
in an accident from 197
in an accident have 78
in an accident here 89
in an accident just 382
in an accident last 1161
in an accident leaving 53
in an accident like 218
in an accident many 83
in an accident more 52
in an accident must 156
in an accident once 106
in an accident only 173
in an accident over 154
in an accident prior 67
in an accident rate 41
in an accident some 360
in an accident soon 170
in an accident such 171
in an accident suit 59
in an accident there 410
in an accident three 194
in an accident unit 53
in an accident upon 55
in an accident ward 56
in an accident were 172
in an accident when 3303
in an accident will 292
in an accident years 167
in an accordion file 393
in an accordion fold 127
in an accounting book 65
in an accounting firm 4354
in an accounting form 49
in an accounting loss 60
in an accounting role 80
in an accounting text 59
in an accounting unit 49
in an accounts book 50
in an accretion disc 341
in an accretion disk 842
in an accurate form 449
in an accurate line 130
in an accurate reading 74
in an accurate work 89
in an accursed hour 41
in an accursed land 45
in an acoustic form 67
in an acoustic tube 58
in an acoustic wave 529
in an acquired firm 163
in an acquired form 103
in an acrostic form 62
in an actively moving 47
in an activist role 138
in an activity cage 181
in an activity cost 161
in an activity during 312
in an activity even 97
in an activity from 278
in an activity have 51
in an activity having 43
in an activity just 99
in an activity like 572
in an activity means 42
in an activity more 235
in an activity must 148
in an activity once 118
in an activity only 459
in an activity other 317
in an activity over 117
in an activity room 99
in an activity such 2921
in an activity time 49
in an activity trap 88
in an activity were 67
in an activity when 406
in an activity will 388
in an adaptive exam 54
in an adaptive form 43
in an adaptive mode 141
in an adaptive test 128
in an additive form 267
in an addressing mode 47
in an adequate diet 487
in an adequate dose 359
in an adequate flow 58
in an adequate food 43
in an adequate form 943
in an adequate home 66
in an adequate range 141
in an adequate rate 87
in an adequate size 73
in an adequate theory 579
in an adequate time 162
in an adequate view 52
in an adherent form 91
in an adhesive base 268
in an adhesive bond 221
in an adhesive disc 51
in an adhesive disk 66
in an adiabatic bomb 51
in an adiabatic flow 197
in an adiabatic free 157
in an adjacent atom 73
in an adjacent band 58
in an adjacent barn 106
in an adjacent body 54
in an adjacent bond 44
in an adjacent bone 98
in an adjacent booth 110
in an adjacent bush 41
in an adjacent cage 368
in an adjacent camp 47
in an adjacent cave 96
in an adjacent cell 2400
in an adjacent city 622
in an adjacent coil 219
in an adjacent dining 49
in an adjacent flat 92
in an adjacent hall 242
in an adjacent high 104
in an adjacent hole 78
in an adjacent home 47
in an adjacent lake 77
in an adjacent land 73
in an adjacent lane 769
in an adjacent line 56
in an adjacent loop 56
in an adjacent node 56
in an adjacent open 129
in an adjacent pair 74
in an adjacent park 122
in an adjacent part 456
in an adjacent pine 87
in an adjacent plot 128
in an adjacent pond 172
in an adjacent pool 104
in an adjacent rock 116
in an adjacent room 9509
in an adjacent shed 175
in an adjacent shop 73
in an adjacent side 154
in an adjacent site 166
in an adjacent spot 93
in an adjacent tank 107
in an adjacent tent 134
in an adjacent tomb 48
in an adjacent tooth 75
in an adjacent town 618
in an adjacent tree 431
in an adjacent tube 54
in an adjacent unit 126
in an adjacent view 236
in an adjacent wall 274
in an adjacent ward 95
in an adjacent well 443
in an adjacent wire 77
in an adjacent wood 820
in an adjacent yard 157
in an adjacent zone 186
in an adjusted form 108
in an adjusted trial 243
in an admission ward 73
in an adoptive home 4027
in an adsorbed film 96
in an adsorbed form 99
in an adultery case 247
in an adultery suit 74
in an advanced body 41
in an advanced book 47
in an advanced case 1113
in an advanced form 1007
in an advanced high 116
in an advanced idiom 43
in an advanced life 126
in an advanced part 97
in an advanced post 541
in an advanced reading 124
in an advanced text 102
in an advanced type 95
in an advanced work 65
in an adverbial form 66
in an advisory body 150
in an advisory mode 50
in an advisory role 3560
in an advocacy role 739
in an advocate role 91
in an aerospace firm 171
in an affected bone 55
in an affected herd 90
in an affected limb 166
in an affected male 315
in an affected part 147
in an affected pose 87
in an affected tone 730
in an affected unit 70
in an affection like 49
in an affluent city 152
in an affluent home 249
in an affluent part 309
in an affluent town 103
in an agitated blur 64
in an agitated form 81
in an agitated hand 133
in an agitated mood 465
in an agitated rush 47
in an agitated sort 58
in an agitated tank 495
in an agitated tone 2308
in an agnostic home 40
in an agonized grin 52
in an agonized tone 398
in an agonized wail 45
in an agreeable form 726
in an agreeable half 298
in an agreeable mood 544
in an agreeable part 63
in an agreeable tale 111
in an agreeable tone 250
in an airborne role 74
in an airborne unit 92
in an aircraft during 262
in an aircraft flying 371
in an aircraft from 99
in an aircraft fuel 106
in an aircraft having 53
in an aircraft like 64
in an aircraft made 42
in an aircraft must 102
in an aircraft over 123
in an aircraft type 80
in an aircraft when 97
in an aircraft will 72
in an airplane during 214
in an airplane flying 637
in an airplane from 381
in an airplane high 257
in an airplane just 58
in an airplane like 65
in an airplane made 62
in an airplane moving 80
in an airplane must 52
in an airplane once 185
in an airplane only 96
in an airplane over 549
in an airplane spin 47
in an airplane taking 40
in an airplane were 43
in an airplane when 350
in an airplane will 84
in an airtight cage 987
in an airtight case 356
in an airtight casing 87
in an airtight cell 42
in an airtight iron 46
in an airtight oven 253
in an airtight room 335
in an airtight silo 73
in an airtight tank 88
in an airtight tube 94
in an alarmingly high 147
in an alehouse when 43
in an algorithm must 99
in an alkaline cell 49
in an alkaline form 43
in an alkaline lake 198
in an alkaline media 156
in an alkaline pulp 80
in an alkaline range 45
in an alkaline salt 123
in an alkaline soap 50
in an alkaline soil 648
in an allegory like 45
in an allegory there 71
in an alleyway just 77
in an alleyway next 76
in an allotted time 992
in an allusive form 52
in an alphabet book 134
in an alphabet other 68
in an alphabet soup 195
in an altitude range 323
in an altitude test 71
in an aluminum boat 214
in an aluminum bowl 69
in an aluminum canoe 104
in an aluminum case 783
in an aluminum casing 92
in an aluminum cell 100
in an aluminum dish 327
in an aluminum disk 67
in an aluminum film 59
in an aluminum foil 712
in an aluminum heating 64
in an aluminum lawn 110
in an aluminum mold 61
in an aluminum tank 75
in an aluminum tray 109
in an aluminum tube 355
in an aluminum wire 77
in an amazonian rain 252
in an ambitious book 46
in an ambitious mind 43
in an ambitious mood 95
in an ambitious plan 319
in an ambitious work 85
in an ambitious young 87
in an amenable mood 97
in an american anti 41
in an american army 1783
in an american auto 43
in an american bank 1242
in an american base 111
in an american boat 71
in an american body 121
in an american book 1931
in an american brig 277
in an american call 43
in an american camp 317
in an american case 1726
in an american city 43963
in an american club 167
in an american copy 44
in an american diet 79
in an american dining 40
in an american dream 2712
in an american eden 323
in an american face 41
in an american farm 94
in an american film 1497
in an american firm 1078
in an american flag 2100
in an american folk 117
in an american form 119
in an american game 65
in an american girl 158
in an american high 4464
in an american home 2925
in an american idiom 723
in an american jail 628
in an american jeep 471
in an american knee 44
in an american land 109
in an american life 310
in an american line 42
in an american living 98
in an american male 144
in an american mall 42
