ice reservoirs to produce 58
its occurrence in western 75
its occurrence is arranged 92
its occurrence is closely 71
its occurrence is favored 68
its occurrence is largely 80
its occurrence is limited 672
its occurrence is perhaps 75
its occurrence is related 176
its occurrence is strongly 43
its occurrence is unknown 103
its occurrence is usually 279
its occurrence is variable 65
its occurrence or absence 63
its ordinances of worship 128
its orientation in relation 278
its orientation in respect 40
its orientation is defined 72
its orientation is towards 111
its orientation to gravity 41
its parameters as follows 44
its parameters to include 89
its particular or general 46
its penetration is beginning 42
its penetration is limited 104
its penetration of foreign 44
its penetration of society 78
its percentage in relation 86
its percentage of foreign 137
its percentage of increase 86
its percentage of national 54
its percentage of revenue 95
its perceptions of objects 96
its peripheral or central 58
its permanence is assured 63
its permanence is secured 53
its permanency is assured 53
its persecution of religion 74
its persecution of witches 48
its personages in deserts 156
its pertinence to current 43
its philosophy as follows 67
its philosophy of freedom 44
its philosophy of history 759
its philosophy of language 89
its philosophy of promoting 41
its philosophy of providing 57
its philosophy of religion 103
its philosophy of science 211
its philosophy of service 88
its pleasurable or painful 179
its popularity in america 309
its popularity in britain 132
its popularity in certain 71
its popularity in germany 174
its popularity in ireland 61
its popularity is assured 58
its popularity is because 99
its popularity is declining 91
its popularity is founded 40
its popularity is increasing 391
its popularity is largely 76
its popularity is limited 46
its popularity is rapidly 74
its popularity on account 65
its possessions in america 229
its possessions in germany 64
its possessors to survive 54
its preparation as follows 82
its preparation is carried 55
its preparation is similar 47
its preparation is usually 48
its preparation the following 43
its pretensions to freedom 60
its pretensions to novelty 43
its pretensions to science 191
its pretensions to superior 50
its pretensions to utility 43
its prevalence in ancient 86
its prevalence in certain 183
its prevalence in ireland 45
its prevalence in popular 49
its prevalence in society 83
its prevalence is highest 53
its prevalence is increasing 232
its prevalence is unknown 94
its principles as applied 91
its principles as factors 70
its principles as follows 83
its principles be adopted 118
its principles be applied 64
its principles in relation 60
its principles of conduct 65
its principles of freedom 280
its principles of justice 522
its principles of liberty 276
its principles of medical 276
its principles of national 63
its principles of rational 43
its principles of respect 45
its principles or details 53
its principles or effects 65
its principles the subject 41
its principles to current 41
its principles to elevate 182
its principles to persons 55
its principles to support 56
its privileges in question 55
its privileges in respect 54
its privileges in society 48
its procedures to provide 42
its profanation so plainly 40
its professions of loyalty 204
its professions of peaceful 41
its professors to express 68
its prohibition by congress 59
its prohibition in colonial 45
its prohibition of abortion 86
its prohibition of certain 70
its prohibition of conduct 55
its prohibition of divorce 80
its prohibition of marriage 72
its prohibition of private 43
its prohibition of slavery 248
its prohibition on imports 53
its prolongation by aspirin 417
its propensity to consume 174
its propensity to destroy 40
its propensity to develop 137
its propensity to disrupt 55
its propensity to increase 153
its propensity to produce 391
its propensity to promote 93
its propensity to survive 45
its propensity to undergo 88
its propensity to violence 69
its properties as follows 882
its properties as regards 50
its properties by selecting 44
its properties in general 119
its properties in relation 200
its properties in solution 54
its properties it closely 70
its properties of ordered 49
its properties or effects 110
its properties to alcohol 68
its proponents to explain 40
its proponents to provide 44
its proportions in relation 75
its proprietor at present 79
its prosecution or defense 50
its prosperity is assured 50
its prosperity is largely 95
its prosperity or decline 263
its provenance is unknown 283
its publication an outrage 44
its publication at present 105
its publication in america 399
its publication in britain 185
its publication in germany 356
its publication in holland 47
its publication in january 356
its publication in october 310
its publication in printed 40
its publication in several 42
its publication in spanish 155
its publication is delayed 80
its publication is unknown 47
its publication on account 44
its publication on january 46
its publication on october 63
its publication the following 323
its publication the systems 54
its punishment by federal 42
its punishment is guarded 56
its receptacle or vehicle 40
its recognition by congress 47
its recognition by foreign 81
its recognition by friends 154
its recognition by society 88
its recognition of certain 110
its recognition of natural 79
its recognition of private 53
its recognition of slavery 132
its recurrence to satisfy 40
its references to ancient 70
its references to current 45
its references to himself 52
its references to history 49
its references to natural 50
its references to sources 51
its refinement of cruelty 40
its refinement of manners 58
its regularity of outline 91
its regulations be adapted 90
its regulations in respect 64
its regulations on foreign 66
its regulations to conform 92
its regulations to include 113
its regulations to prevent 49
its regulations to provide 257
its regulations to reflect 77
its regulations to require 212
its reliability by comparing 41
its reliability in detecting 45
its reliability in service 48
its reliability is limited 71
its reliability is suspect 100
its reluctance to abandon 137
its reluctance to address 98
its reluctance to approve 62
its reluctance to concede 54
its reluctance to condemn 45
its reluctance to develop 46
its reluctance to discuss 67
its reluctance to embrace 172
its reluctance to endorse 86
its reluctance to enforce 59
its reluctance to increase 59
its reluctance to initiate 46
its reluctance to involve 57
its reluctance to proceed 51
its reluctance to promote 46
its reluctance to provide 199
its reluctance to question 49
its reluctance to receive 44
its reluctance to respond 44
its reluctance to sanction 61
its reluctance to support 285
its renunciation of violence 52
its repertoire of behavior 51
its repertoire to include 216
its representing the national 55
its reservation of liberty 41
its reservation to article 432
its resistance is lowered 207
its resistance is measured 254
its resistance is reduced 175
its resistance is usually 41
its resistance to abrasion 1752
its resistance to adverse 68
its resistance to airflow 55
its resistance to attacks 50
its resistance to breakage 288
its resistance to british 139
its resistance to brittle 43
its resistance to certain 142
its resistance to closure 99
its resistance to control 54
its resistance to current 192
its resistance to decrease 57
its resistance to diseases 104
its resistance to drought 734
its resistance to efforts 51
its resistance to european 48
its resistance to failure 135
its resistance to fascism 44
its resistance to fatigue 609
its resistance to foreign 168
its resistance to friction 101
its resistance to germany 51
its resistance to increase 99
its resistance to insects 79
its resistance to invasion 82
its resistance to language 183
its resistance to lateral 241
its resistance to napoleon 50
its resistance to organic 43
its resistance to outside 131
its resistance to plastic 109
its resistance to popular 47
its resistance to radiation 115
its resistance to rational 66
its resistance to reagents 47
its resistance to removal 45
its resistance to repeated 68
its resistance to rotation 51
its resistance to rupture 238
its resistance to slavery 51
its resistance to softening 56
its resistance to solution 119
its resistance to spanish 42
its resistance to splitting 178
its resistance to stretch 70
its resistance to surface 50
its resistance to tarnish 58
its resistance to tensile 79
its resistance to violence 55
its resistance to western 74
its resolutions on kashmir 47
its resolutions the congress 52
its restriction in respect 56
its restriction of freedom 45
its restriction to certain 109
its retardation by caloric 200
its sacraments of baptism 85
its satellites in central 44
its scientists to publish 53
its secretariat is located 59
its securities in exchange 171
its securities in payment 66
its securities in reliance 47
its securities in reserve 40
its securities on january 99
its sentiments of loyalty 45
its separations of brothers 61
its seriousness of purpose 659
its settlement by charles 59
its shortcomings in relation 46
its similarity of subject 44
its similarity to ancient 40
its similarity to calcium 102
its similarity to certain 240
its similarity to european 53
its similarity to familiar 53
its similarity to natural 62
its similarity to previous 133
its similarity to several 100
its similarity to spanish 91
its simplicity of concept 70
its simplicity of language 183
its simplicity of manners 65
its simplicity of outline 109
its simplicity of purpose 73
its simplicity of worship 43
its simplicity the national 48
its solubility in acetone 147
its solubility in alcohol 715
its solubility in benzene 61
its solubility in caustic 62
its solubility in organic 255
its solubility is limited 64
its squareness of general 44
its statements of purpose 77
its stimulation of research 44
its strangeness is renewed 59
its strategies to achieve 63
its strictness is needful 47
its subjugation of sensual 74
its successors in germany 51
its successors in respect 57
its successors or assigns 23359
its suggestions of hopeful 50
its superiority in certain 65
its superiority in numbers 348
its superiority in producing 49
its superiority in quality 102
its superiority in relation 90
its superiority in respect 84
its superiority in science 47
its superiority in several 53
its superiority is greatest 42
its superiority of numbers 290
its superiority to everything 147
its superiority to judaism 40
its superiority to placebo 107
its supervision or control 613
its supporters in america 79
its supporters in britain 80
its supporters in congress 793
its supporters in ireland 46
its supporters on capitol 48
its supporters to abstain 101
its supporters to boycott 150
its supporters to provide 41
its suppression by capital 133
its suppression of dissent 91
its suppression of freedom 136
its suppression of liberty 59
its surroundings by radiation 144
its surroundings is usually 47
its surroundings of national 62
its surroundings or between 49
its surroundings to produce 65
its surroundings to provide 42
its surroundings to satisfy 44
its sustenance in harvest 43
its sycophants or censors 116
its techniques of control 84
its technology to develop 59
its technology to produce 43
its tendencies to embrace 49
its tendencies to increase 104
its termination the patient 64
its territorial sea according 49
its territorial sea extending 112
its topography is similar 40
its translation by consent 225
its translation of genesis 58
its turbulence as natural 129
its uniformity of climate 104
its uniformity of surface 73
its uniformity of texture 86
its uniqueness in history 54
its uniqueness in relation 76
its usefulness by providing 54
its usefulness by punishing 46
its usefulness in achieving 142
its usefulness in advancing 78
its usefulness in analyzing 234
its usefulness in answering 43
its usefulness in applied 40
its usefulness in assessing 207
its usefulness in assisting 92
its usefulness in attaining 45
its usefulness in certain 247
its usefulness in chronic 62
its usefulness in combating 51
its usefulness in comparing 59
its usefulness in decision 51
its usefulness in designing 41
its usefulness in detecting 220
its usefulness in diagnosing 79
its usefulness in effecting 81
its usefulness in enhancing 60
its usefulness in examining 55
its usefulness in furthering 92
its usefulness in general 272
its usefulness in improving 191
its usefulness in increasing 88
its usefulness in medical 64
its usefulness in obtaining 74
its usefulness in preparing 93
its usefulness in problem 45
its usefulness in producing 125
its usefulness in promoting 428
its usefulness in providing 503
its usefulness in relation 180
its usefulness in relieving 69
its usefulness in research 144
its usefulness in resolving 41
its usefulness in routine 42
its usefulness in science 40
its usefulness in screening 108
its usefulness in selecting 44
its usefulness in several 90
its usefulness in studies 62
its usefulness in supplying 72
its usefulness is evident 53
its usefulness is largely 63
its usefulness is limited 7074
its usefulness is reduced 113
its usefulness or utility 43
its usefulness to decision 54
its usefulness to himself 63
its usefulness to mankind 301
its usefulness to members 42
its usefulness to science 45
its usefulness to society 2046
its usefulness to teachers 84
its utilization by bacteria 49
its utilization is limited 123
its utilization of natural 51
its vocabulary by borrowing 61
its vocabulary is derived 129
its vocabulary is largely 90
its vocabulary is limited 182
its vocabulary to express 93
its volunteers as persons 45
its warehouses in chicago 127
its whereabouts is unknown 270
its wilderness of flowers 40
its wilderness of statues 69
