karat gold is pure 196
known from the best 187
known from the body 142
known from the book 868
known from the bulk 133
known from the cape 199
known from the case 516
known from the cave 149
known from the city 289
known from the coal 157
known from the congo 122
known from the copy 87
known from the dark 57
known from the data 1313
known from the date 231
known from the dawn 138
known from the days 1670
known from the deep 147
known from the early 8103
known from the epic 140
known from the face 158
known from the fact 5193
known from the fifth 395
known from the film 134
known from the fine 169
known from the form 91
known from the four 167
known from the great 1439
known from the gulf 530
known from the heart 43
known from the high 388
known from the hill 128
known from the holy 62
known from the hour 60
known from the iliad 147
known from the iron 389
known from the isle 50
known from the kind 50
known from the lake 293
known from the land 109
known from the last 464
known from the late 6818
known from the laws 206
known from the length 117
known from the life 276
known from the line 98
known from the list 220
known from the look 145
known from the lord 41
known from the main 189
known from the many 933
known from the mari 231
known from the mass 225
known from the maya 324
known from the media 40
known from the mere 143
known from the more 424
known from the most 1527
known from the mouth 75
known from the much 78
known from the name 1762
known from the next 54
known from the nile 160
known from the ninth 149
known from the north 2480
known from the only 90
known from the open 169
known from the oral 61
known from the other 2938
known from the park 53
known from the part 163
known from the past 1624
known from the plan 151
known from the post 143
known from the prior 257
known from the rate 138
known from the reading 50
known from the rest 1046
known from the rich 258
known from the rock 122
known from the same 2197
known from the saying 58
known from the seals 43
known from the side 49
known from the single 307
known from the site 1823
known from the sixth 369
known from the size 233
known from the south 1599
known from the tenth 281
known from the test 127
known from the text 509
known from the theory 8288
known from the third 703
known from the three 341
known from the thule 104
known from the time 7902
known from the tomb 67
known from the tone 50
known from the town 305
known from the trial 44
known from the true 211
known from the truth 40
known from the type 2839
known from the vast 160
known from the veda 459
known from the very 6570
known from the viking 198
known from the wall 49
known from the warm 44
known from the well 194
known from the west 2061
known from the wild 87
known from the word 2033
known from the work 7482
known from the years 220
known from the young 86
known good or evil 40
known half an hour 64
known half as much 437
known half as well 45
known half my life 81
known half of what 78
known half so well 124
known have the same 162
known health or other 50
known here as early 88
known here as well 252
known here at home 95
known here at least 50
known here at once 41
known here to have 59
known here to make 42
known here to need 94
known into the realm 97
known just as much 304
known just as well 235
known just the same 76
known late in life 83
known laws of health 548
known laws of life 241
known laws of making 51
known laws of mind 447
known laws of such 43
known laws of their 182
known length of line 133
known length of time 1121
known length of wire 198
known less of miss 82
known less of their 44
known less of what 42
known life of paul 55
known like the back 57
known line of pope 178
known lode or vein 148
known loss of life 112
known love of peace 494
known love of truth 128
known many of their 105
known many of these 976
known many of those 596
known many of your 166
known many the like 53
known mass of cold 44
known mass of soil 131
known mass of some 116
known means of cure 227
known means of giving 107
known means of making 186
known mode of dining 57
known mode of living 89
known more by their 195
known more by what 156
known more of life 163
known more of love 52
known more of their 178
known more of these 89
known more of those 72
known more of what 171
known more or less 5113
known most of their 191
known most of these 914
known most of those 137
known most of what 82
known most of your 106
known much of life 85
known much of miss 106
known much of their 68
known much of these 43
known much of what 398
known must be kept 80
known must be made 48
known must be seen 66
known must be there 97
known must be true 260
known name as well 142
known name in early 43
known next to nothing 674
known none of these 747
known none of those 52
known north of cape 44
known nothing of evil 54
known nothing of life 314
known nothing of love 125
known nothing of such 642
known nothing of their 894
known nothing of these 1267
known nothing of those 313
known nothing of true 80
known nothing of what 1949
known nothing of your 279
known once to have 363
known once we have 45
known once we know 45
known ones as well 139
known only as baby 60
known only as great 41
known only as having 288
known only as jack 64
known only as jane 56
known only as john 335
known only as mary 75
known only as miss 150
known only as part 132
known only as pure 115
known only as such 279
known only as their 61
known only at home 134
known only at some 64
known only by acts 106
known only by code 139
known only by faith 1396
known only by fame 63
known only by having 113
known only by like 808
known only by living 78
known only by means 860
known only by name 6650
known only by oral 57
known only by pure 45
known only by reading 101
known only by seeing 89
known only by self 85
known only by some 404
known only by such 249
known only by their 13822
known only by these 131
known only by those 3745
known only by three 91
known only by trial 88
known only by very 83
known only by what 767
known only by word 246
known only by your 137
known only ex post 146
known only if there 57
known only in case 40
known only in faith 105
known only in four 40
known only in high 81
known only in india 76
known only in kent 44
known only in late 63
known only in line 409
known only in living 48
known only in name 297
known only in north 154
known only in oral 42
known only in part 2201
known only in rare 53
known only in some 373
known only in south 284
known only in such 90
known only in their 2420
known only in theory 184
known only in these 178
known only in those 276
known only in three 64
known only in time 54
known only in very 247
known only in your 46
known only in youth 58
known only of late 79
known only of those 46
known only the cool 70
known only the life 67
known only the most 120
known only the rule 61
known only the vast 41
known only to boys 46
known only to deer 68
known only to dogs 94
known only to faith 247
known only to five 237
known only to four 339
known only to great 84
known only to half 201
known only to have 901
known only to high 97
known only to john 78
known only to less 46
known only to lord 51
known only to love 44
known only to luke 107
known only to mary 75
known only to miss 51
known only to other 278
known only to poets 58
known only to some 1855
known only to such 333
known only to their 5109
known only to these 1099
known only to thine 256
known only to those 28811
known only to three 1351
known only to true 209
known only to very 977
known only to wild 55
known only to young 115
known only to your 344
known only to youth 57
known over the ages 43
known over the land 61
known over the last 683
known over the length 86
known over the next 89
known over the past 1067
known over the range 242
known over the union 155
known over the wide 134
known over the years 5842
known part of south 46
known part of their 192
known peace of mind 224
known poems in other 55
known poets as well 55
known port of call 226
known prior to making 76
known prior to their 545
known prior to trial 57
known range is from 136
known range of gulf 85
known range of these 87
known rate of flow 287
known ride of paul 106
known risk of harm 285
known rule of duty 260
known rule of life 88
known rule of thumb 764
known rule or other 68
known save the name 44
known save to those 46
known saying of goethe 103
known saying of pope 41
known seem to have 287
known some of late 52
known some of their 473
known some of these 2903
known some of those 490
known some of your 119
known some to have 52
known step by step 71
known such an hour 57
known such an ugly 59
known such as have 55
known such in your 61
known tape or thread 72
known there as early 122
known there as well 189
known there at least 55
known there is also 42
known there is less 116
known there is more 40
known there is none 45
known there is nothing 643
known there is only 302
known there is some 87
known there no more 84
known those to whom 46
known three of these 242
known three or four 951
known till he came 43
known till he writ 66
known till it came 70
known till of late 89
known till the great 87
known till the hour 77
known till the last 210
known till the next 175
known till the tenth 51
known till the theory 44
known till the time 401
known till we come 42
known till we have 49
known till we know 136
known time to drag 120
known time to pass 193
known tiny as well 61
known truth of other 60
known truth or fact 60
known truth to pass 98
known truth to tell 60
known type of cell 159
known type of folk 125
known unit of length 49
known unto me what 498
known unto my good 40
known unto the high 1935
known unto the lord 378
known unto the open 51
known unto the said 56
known unto the sons 1633
known unto us what 45
known upon so great 68
known upon the face 120
known upon the like 59
known upon the road 75
known upon the turf 130
known vein or lode 402
known want or care 44
known ways of dealing 142
known ways of life 91
known ways of making 207
known ways to make 54
known well in india 60
known well in life 83
known well in other 40
known well to those 40
known were no more 96
known were the ones 110
known were the same 52
known what he felt 94
known what he knew 358
known what he meant 1279
known what he must 123
known what he said 275
known what he will 52
known what in fact 48
known what is best 73
known what is done 40
known what is good 214
known what is here 64
known what is just 45
known what is meant 1536
known what is said 199
known what is their 46
known what is true 64
known what is wrong 55
known what it cost 86
known what it felt 435
known what it means 2030
known what it meant 7520
known what it must 59
known what it said 67
known what it will 95
known what my life 72
known what my work 57
known what the best 131
known what the book 40
known what the cost 168
known what the fate 46
known what the full 71
known what the girl 44
known what the heart 66
known what the hell 254
known what the lord 129
known what the love 51
known what the meaning 53
known what the name 63
known what the next 231
known what the other 474
known what the pope 118
known what the rate 105
known what the soul 83
known what the term 129
known what the true 138
known what the truth 72
known what the will 90
known what the word 1340
known what the young 64
known what to call 490
known what to give 81
known what to have 470
known what to look 981
known what to make 7450
known what to pray 46
known what to take 51
known what to talk 122
known what to tell 336
known what to think 1450
known what to wish 52
known what we call 49
known what we have 318
known what we knew 56
known what we know 797
known what we meant 53
known what we were 1582
known when he came 1129
known when he died 659
known when he gave 75
known when he left 467
known when he made 601
known when he rode 40
known when he said 178
known when he sent 108
known when he told 47
known when he took 484
known when he went 203
known when he will 141
known when in fact 48
known when it came 275
known when it will 175
known when my bare 71
known when the book 163
known when the case 51
known when the city 45
known when the data 47
known when the drug 41
known when the game 41
known when the great 86
known when the last 163
known when the life 44
known when the loop 53
known when the mind 147
known when the name 124
known when the next 93
known when the other 123
known when the plan 42
known when the term 69
known when the theory 118
known when the thief 41
known when the time 175
known when the work 138
known when to give 74
known when to have 44
known when to hold 98
known when to keep 63
known when to leave 82
known when to quit 117
known when to stop 638
known when we come 169
known when we have 287
known when we know 421
known when we left 66
known when we were 685
known whom to call 76
known will be used 44
known will of their 1197
known word in some 64
known word in their 46
known work is also 108
known work of john 70
known work of these 42
known work on india 42
known work to date 265
knows ahead of time 2065
knows also the means 44
knows best in what 163
knows best of living 41
knows best the truth 113
knows even by name 44
knows even the most 148
knows even the name 146
knows ever so many 105
knows ever so much 366
knows four or five 51
knows from an early 71
knows from the fact 44
knows from the look 41
knows from the other 56
knows from the past 256
knows from the same 49
knows from the time 109
knows from the tone 54
knows from the very 1138
knows from the word 394
knows from the work 56
knows half as much 441
knows half of those 66
knows half of what 66
knows here no more 193
knows just as much 2272
knows just as well 1137
knows just so much 175
knows just the kind 46
knows just the same 59
knows just the sort 137
knows just the spot 41
knows less of these 43
knows less of what 129
knows like the back 175
knows lots of other 45
knows lots of songs 67
knows many of their 48
knows many of these 139
knows many of those 61
knows more of anne 63
knows more of life 151
knows more of such 110
knows more of their 130
knows more of these 272
knows more of what 587
knows more of your 137
knows more or less 4542
knows most is most 41
knows most of their 93
knows most of these 130
knows most of those 59
knows most of what 394
knows much of life 40
knows much of what 273
knows must be done 181
knows must be made 50
knows must be there 158
knows must be true 190
knows next to nothing 7370
knows none of mine 308
knows none of their 41
knows none of these 764
knows none of those 97
knows none of your 44
knows nothing by heart 75
knows nothing by rote 152
knows nothing is once 53
knows nothing of adam 43
knows nothing of duty 90
knows nothing of ends 42
knows nothing of evil 263
knows nothing of faith 105
knows nothing of food 44
knows nothing of good 231
knows nothing of great 119
knows nothing of high 56
knows nothing of india 53
knows nothing of life 1871
knows nothing of love 668
knows nothing of mind 109
knows nothing of mine 83
knows nothing of miss 50
knows nothing of other 130
knows nothing of past 265
knows nothing of pity 60
knows nothing of race 63
knows nothing of rich 91
knows nothing of self 260
knows nothing of such 6332
knows nothing of their 1884
knows nothing of these 2879
knows nothing of those 692
knows nothing of time 906
knows nothing of true 329
knows nothing of truth 128
knows nothing of what 10837
knows nothing of wrong 47
knows nothing of your 1078
knows nothing or next 54
knows nothing or very 116
knows nothing or will 50
knows only as much 255
knows only by means 44
knows only by name 142
knows only by their 50
knows only in part 239
knows only so much 311
knows only the body 150
knows only the fact 100
knows only the form 47
knows only the four 215
knows only the good 171
knows only the great 40
knows only the hopi 58
knows only the laws 317
knows only the life 47
knows only the most 88
knows only the name 344
knows only the past 94
knows only the self 55
knows only the skin 68
knows only the soul 344
knows only the three 92
knows only the truth 72
knows only the very 128
knows only the word 44
knows self no more 45
knows some of their 74
knows some of these 329
knows some of those 132
knows some of what 146
knows some of your 78
knows there be laws 465
knows there is food 49
knows there is good 85
knows there is great 65
knows there is life 99
knows there is luck 46
knows there is more 1630
knows there is much 726
knows there is need 162
knows there is none 211
knows there is nothing 2020
knows there is only 1301
knows there is room 83
knows there is some 356
knows there is such 552
knows there is very 71
knows there is work 46
knows these as well 42
knows three or four 133
knows till the time 68
knows well he will 40
knows well in what 157
knows well my mind 88
knows well of what 96
knows well the many 58
knows well the meaning 98
knows well the tale 50
knows well the time 99
knows well the truth 52
knows well the ways 81
knows well the work 49
knows well to shun 903
knows what an ache 72
knows what an angel 41
knows what an army 52
knows what an hour 87
knows what an idiot 63
knows what he acts 57
knows what he ails 45
knows what he asks 60
knows what he buys 54
knows what he came 43
knows what he deals 72
knows what he died 43
knows what he done 99
knows what he felt 115
knows what he gave 135
knows what he gets 138
knows what he heard 78
knows what he hears 58
knows what he knew 81
knows what he longs 52
knows what he made 247
knows what he means 4320
knows what he meant 671
knows what he most 43
knows what he must 1910
knows what he owes 405
knows what he paid 63
knows what he pays 68
knows what he puts 60
knows what he reads 99
knows what he said 876
knows what he says 1264
knows what he sees 672
knows what he told 209
knows what he took 54
knows what he used 44
knows what he went 107
knows what he will 3804
knows what in fact 144
knows what in hell 72
knows what in their 72
knows what in work 98
knows what is ahead 304
knows what is best 42108
knows what is coming 2569
knows what is done 361
knows what is evil 212
knows what is fair 70
knows what is good 8841
knows what is here 40
knows what is just 403
knows what is left 67
knows what is meant 5515
knows what is more 109
knows what is most 718
knows what is next 188
knows what is part 74
knows what is safe 399
knows what is said 445
knows what is taking 310
knows what is their 76
knows what is there 783
knows what is true 1309
knows what is truth 219
knows what is what 1565
knows what is wise 45
knows what is worth 127
knows what is wrong 1662
knows what it cost 649
knows what it felt 54
knows what it means 15302
knows what it meant 279
knows what it must 706
knows what it owes 74
knows what it said 79
knows what it says 456
knows what it sees 131
knows what it took 69
knows what it will 3719
knows what my fate 52
knows what my gift 41
knows what my life 228
knows what my poor 46
knows what my wife 46
knows what or when 42
knows what or whom 163
knows what the army 71
knows what the baby 125
knows what the best 631
knows what the bill 60
knows what the body 253
knows what the book 120
knows what the boss 86
knows what the boys 90
knows what the case 88
knows what the city 159
knows what the coming 346
knows what the cost 417
knows what the data 81
knows what the date 49
knows what the days 46
knows what the dream 68
knows what the dumb 42
knows what the evil 101
knows what the fate 169
knows what the file 41
knows what the firm 46
knows what the food 41
knows what the form 87
knows what the fuck 912
knows what the full 69
knows what the game 142
knows what the girl 103
knows what the goal 176
knows what the gods 150
knows what the gold 47
knows what the good 359
knows what the great 114
knows what the heart 102
knows what the heck 256
knows what the hell 4793
knows what the holy 121
knows what the ideal 197
knows what the joke 40
knows what the jury 56
knows what the just 102
knows what the kids 82
knows what the lady 126
knows what the land 92
knows what the last 119
knows what the laws 111
knows what the left 949
knows what the life 273
knows what the line 111
knows what the lord 251
knows what the loss 49
knows what the lost 41
knows what the love 68
knows what the main 75
knows what the meaning 145
knows what the media 54
knows what the mind 785
knows what the moon 95
knows what the most 209
knows what the name 231
knows what the news 55
knows what the next 2105
knows what the odds 52
knows what the other 4544
knows what the past 158
knows what the peace 70
knows what the plan 99
knows what the play 102
knows what the poor 426
knows what the rate 54
knows what the rest 328
knows what the road 41
knows what the room 40
knows what the rule 65
knows what the ship 77
knows what the sign 43
knows what the soul 245
knows what the task 75
knows what the term 689
knows what the test 62
knows what the text 62
knows what the third 122
knows what the three 125
knows what the time 205
knows what the town 40
knows what the true 515
knows what the truth 1191
knows what the user 117
knows what the wife 307
knows what the wild 43
knows what the will 229
knows what the wind 105
knows what the word 1933
knows what the work 158
knows what the worth 82
knows what the years 66
knows what the young 157
knows what to call 699
knows what to feed 45
knows what to feel 63
knows what to give 276
knows what to keep 101
knows what to leave 247
knows what to look 4688
knows what to make 2637
knows what to play 44
knows what to pray 50
knows what to rail 46
knows what to seek 131
knows what to skip 49
knows what to take 201
knows what to talk 135
knows what to teach 173
knows what to tell 242
knows what to think 1857
knows what to type 44
knows what to wish 157
knows what to work 52
knows what we call 97
knows what we feel 138
knows what we have 1650
knows what we know 596
knows what we like 168
knows what we look 155
knows what we must 117
knows what we need 3276
knows what we poor 59
knows what we said 46
knows what we think 548
knows what we want 1153
knows what we went 45
knows what we were 327
knows what we will 1016
knows what we wish 53
knows when he acts 54
knows when he came 64
knows when he died 60
knows when he gets 207
knows when he hears 158
knows when he lays 57
knows when he must 184
knows when he says 145
knows when he sees 205
knows when he uses 74
knows when he will 2358
knows when it came 47
knows when it must 42
knows when it sees 55
knows when it will 3965
knows when or even 42
knows when or what 41
knows when the baby 63
knows when the ball 51
knows when the blow 54
knows when the body 40
knows when the book 79
knows when the call 51
knows when the data 43
knows when the fire 48
knows when the game 108
knows when the good 43
knows when the great 119
knows when the heart 91
knows when the hour 315
knows when the joke 50
knows when the last 260
knows when the lord 98
knows when the need 48
knows when the next 899
knows when the other 206
knows when the task 54
knows when the tide 46
knows when the time 978
knows when the wind 103
knows when the work 78
knows when to back 395
knows when to bend 59
knows when to break 205
knows when to call 368
knows when to cease 86
knows when to come 358
knows when to draw 90
knows when to drop 59
knows when to fall 45
knows when to fold 79
knows when to give 724
knows when to have 223
knows when to help 54
knows when to hide 41
knows when to hold 472
knows when to jump 51
knows when to keep 825
knows when to leave 672
knows when to lend 59
knows when to look 173
knows when to make 409
knows when to move 186
knows when to open 268
knows when to pass 58
knows when to pick 65
knows when to play 229
knows when to pull 208
knows when to push 195
knows when to quit 559
knows when to rest 53
knows when to seek 146
knows when to sell 50
knows when to send 115
knows when to show 80
knows when to shut 286
knows when to slow 97
knows when to speak 1099
knows when to stay 111
knows when to step 194
knows when to stop 3492
knows when to take 625
knows when to talk 247
knows when to tell 98
knows when to throw 71
knows when to turn 313
knows when to wait 82
knows when to walk 89
knows when to work 51
knows when we have 196
knows when we need 168
knows when we will 1002
knows whom he means 41
knows whom he must 53
knows whom he will 102
knows whom it will 40
knows whom or what 155
knows whom to call 334
knows whom to hold 69
knows whom to talk 50
knows whom to thank 68
knows whom to work 49
knows will be best 108
knows will be good 43
knows will be made 49
knows will be most 273
knows will be there 185
knows will be used 323
