keel and stern post 225
kind things about poor 116
kind things which have 137
kind things which were 93
kind thin people talk 91
kind was first used 65
kind was found among 81
kind was found upon 59
kind was never more 113
kind was taken from 54
kind was thrown into 52
kind was thrown upon 43
kind who could give 55
kind who could have 77
kind who could make 63
kind who could take 52
kind who might have 122
kind who would come 83
kind who would ever 67
kind who would find 44
kind who would give 75
kind who would have 511
kind who would keep 41
kind who would like 60
kind who would make 155
kind who would take 164
kind who would think 49
kind who would want 84
kind with anything like 80
kind with human beings 43
kind with which most 290
kind with which their 46
kind with which these 56
kind you could find 70
kind you could have 58
kind you could only 51
kind you could take 46
kind you could think 55
kind you might find 457
kind you might have 354
kind you might meet 44
kind you often find 47
kind you really want 42
kind you shall find 50
kind you would find 232
kind you would give 44
kind you would have 432
kind you would like 655
kind you would take 81
kind you would want 236
kine are seven years 651
kine then troop back 49
kips per linear foot 568
kips per linear inch 235
kiss and drove away 81
kiss and leaned back 76
kiss and moved away 111
kiss and pinch their 169
kiss and touch your 228
kiss had never been 115
kiss her again when 221
kiss her cheek when 49
kiss her every time 117
kiss her father good 383
kiss her mother gave 83
kiss her mother good 313
kiss her right away 65
kiss her right hand 48
kiss her right here 94
kiss her right there 346
kiss her royal hand 40
kiss her sweet face 40
kiss her sweet lips 271
kiss her sweet mouth 67
kiss her white hand 53
kiss her would have 68
kiss him again when 40
kiss him right there 125
kiss his child good 300
kiss his father good 65
kiss his mother good 426
kiss his right foot 52
kiss his right hand 121
kiss his royal feet 62
kiss his royal hand 98
kiss his white mice 48
kiss our royal hand 43
kiss she would give 86
kiss she would have 247
kiss that could have 175
kiss that might have 285
kiss that never came 50
kiss that royal hand 56
kiss that sealed their 151
kiss that would have 655
kiss that would last 45
kiss that would make 212
kiss that would turn 42
kiss them again till 62
kiss this place good 43
kiss was still warm 87
kiss you again when 101
kiss you every time 59
kiss you right here 277
kiss you until your 74
kite and fooling away 70
knee and ankle during 126
knee and ankle have 49
knee and ankle jerk 335
knee and ankle must 58
knee and ankle pain 198
knee and ankle range 58
knee and ankle were 225
knee and ankle when 43
knee and ankle will 60
knee and began firing 59
knee and below knee 99
knee and bowed their 61
knee and burst into 66
knee and elbow pads 2379
knee and elbow were 54
knee and fired into 53
knee and grasp your 66
knee and hands laid 60
knee and keeping your 55
knee and leaned back 253
knee and leaned over 211
knee and lifts their 41
knee and looking full 57
knee and lower back 335
knee and lower part 92
knee and lower thigh 128
knee and lower your 95
knee and place your 491
knee and raise your 113
knee and right foot 307
knee and right hand 358
knee and right thigh 51
knee and slide your 48
knee and spank your 53
knee and upper part 75
knee and upper thigh 44
knee and would have 42
knee for total knee 60
knee was still sore 43
knee with every step 58
knee with right hand 263
knew all about acting 48
knew all about adam 50
knew all about anna 95
knew all about aunt 62
knew all about bill 44
knew all about birth 160
knew all about boys 64
knew all about buying 42
knew all about cars 141
knew all about cows 51
knew all about dick 93
knew all about dogs 69
knew all about fine 78
knew all about flying 53
knew all about food 97
knew all about from 114
knew all about good 189
knew all about guns 148
knew all about hard 211
knew all about having 78
knew all about india 42
knew all about jack 109
knew all about jane 79
knew all about john 160
knew all about lady 82
knew all about land 91
knew all about life 738
knew all about living 159
knew all about lord 104
knew all about love 225
knew all about making 181
knew all about mary 59
knew all about mining 84
knew all about miss 226
knew all about pain 90
knew all about paul 57
knew all about poor 94
knew all about rome 52
knew all about self 83
knew all about snow 45
knew all about some 46
knew all about such 2185
knew all about taking 120
knew all about their 2145
knew all about these 2292
knew all about those 1303
knew all about time 40
knew all about tony 49
knew all about trying 40
knew all about what 4475
knew all about wild 81
knew all about wine 40
knew all about young 85
knew all about your 734
knew all dante once 118
knew all right what 159
knew and about whom 46
knew and acted upon 172
knew and cared less 226
knew and cared more 220
knew and cared most 41
knew and cared much 94
knew and cared nothing 2142
knew and cared only 43
knew and cared very 302
knew and could call 62
knew and could feel 162
knew and could find 78
knew and could give 104
knew and could have 287
knew and could know 358
knew and could learn 61
knew and could make 40
knew and could name 71
knew and could play 48
knew and could rely 103
knew and could speak 144
knew and could talk 125
knew and could teach 127
knew and could tell 350
knew and could work 52
knew and feared what 46
knew and hated their 46
knew and liked best 753
knew and liked from 77
knew and liked many 76
knew and liked their 57
knew and liked very 91
knew and liked well 96
knew and liked were 79
knew and liked what 41
knew and lived among 77
knew and loved best 1542
knew and loved came 45
knew and loved died 45
knew and loved dogs 69
knew and loved from 160
knew and loved good 83
knew and loved john 57
knew and loved like 51
knew and loved many 87
knew and loved miss 40
knew and loved only 47
knew and loved their 370
knew and loved there 131
knew and loved these 174
knew and loved those 84
knew and loved well 509
knew and loved were 250
knew and loved what 54
knew and loved when 217
knew and loved will 46
knew and loved your 192
knew and might have 107
knew and never heard 65
knew and never said 56
knew and never told 52
knew and never will 101
knew and often said 60
knew and often used 42
knew and others whom 54
knew and really felt 53
knew and still know 356
knew and which were 103
knew and whose name 51
knew and whose work 120
knew and would have 203
knew and would know 127
knew and would like 45
knew and would tell 86
knew and wrote down 56
knew any longer what 527
knew any tongue save 102
knew both women well 54
knew but dimly what 64
knew but never told 45
knew but which were 48
knew but whose name 135
knew dad would have 76
knew few people there 146
knew for forty years 42
knew for months past 191
knew for quite some 57
knew for whose sake 40
knew god could help 48
knew god could work 45
knew god would give 152
knew god would have 108
knew god would help 220
knew god would keep 72
knew god would make 71
knew god would send 123
knew god would show 44
knew god would take 301
knew god would work 61
knew had grown into 40
knew had never been 523
knew had never heard 49
knew had never seen 86
knew her bible well 128
knew her could ever 70
knew her could fail 52
knew her could have 203
knew her could help 55
knew her could tell 61
knew her dreams were 61
knew her every mood 63
knew her every move 241
knew her father felt 49
knew her father kept 46
knew her father knew 42
knew her father meant 73
knew her father must 126
knew her father only 72
knew her father very 101
knew her father well 1314
knew her father when 88
knew her fingers were 57
knew her first duty 41
knew her first name 533
knew her first when 54
knew her given name 50
knew her hands were 214
knew her hopes were 45
knew her knees were 54
knew her light step 43
knew her looks were 41
knew her might have 41
knew her mother felt 68
knew her mother knew 55
knew her mother meant 115
knew her mother must 191
knew her mother only 72
knew her mother very 81
knew her mother well 1072
knew her mother when 75
knew her people well 80
knew her people were 54
knew her power over 280
knew her quite well 2999
knew her rather well 105
knew her really well 292
knew her right away 119
knew her right hand 83
knew her story from 44
knew her story well 73
knew her stuff when 41
knew her uncle well 103
knew her whole life 267
knew her words were 808
knew her worst fears 74
knew her would ever 77
knew her would have 529
knew her would know 45
knew her would tell 45
knew her would think 53
knew him again when 45
knew him apart from 77
knew him could deny 91
knew him could ever 192
knew him could fail 212
knew him could have 401
knew him could help 84
knew him could tell 135
knew him could think 48
knew him first when 225
knew him forty years 83
knew him might have 237
knew him passing well 53
knew him quite well 7463
knew him rather well 715
knew him really well 435
knew him right away 643
knew him right well 99
knew him shall know 150
knew him shall love 47
knew him spoke well 55
knew him thirty years 118
knew him while living 52
knew him would call 51
knew him would deny 60
knew him would ever 164
knew him would find 47
knew him would have 1409
knew him would know 170
knew him would take 51
knew him would tell 64
knew him would think 127
knew his bible from 63
knew his bible very 69
knew his bible well 1152
knew his chief well 169
knew his craft well 82
knew his daily life 47
knew his dreams were 66
knew his enemy well 84
knew his every mood 305
knew his every move 467
knew his father felt 46
knew his father from 43
knew his father gave 43
knew his father kept 47
knew his father knew 41
knew his father meant 78
knew his father must 118
knew his father only 127
knew his father very 224
knew his father well 2551
knew his father when 98
knew his fingers were 73
knew his first duty 44
knew his first name 925
knew his first task 56
knew his first wife 256
knew his given name 81
knew his grief well 100
knew his hands were 434
knew his hours were 52
knew his inner life 68
knew his latin well 41
knew his lofty brow 67
knew his moods well 44
knew his mother felt 46
knew his mother knew 40
knew his mother must 117
knew his mother only 55
knew his mother very 68
knew his mother well 516
knew his mother when 47
knew his noble heart 44
knew his paris well 49
knew his people well 934
knew his people were 300
knew his plans were 65
knew his power over 333
knew his right hand 189
knew his right name 116
knew his story from 47
knew his story well 160
knew his stuff when 115
knew his threats were 48
knew his trade well 194
knew his uncle well 80
knew his views were 75
knew his voice even 60
knew his voice from 90
knew his voice well 113
knew his voice when 44
knew his whole life 256
knew his whole mind 46
knew his words were 1367
knew his works well 236
knew his world well 50
knew his worst fears 68
knew how badly these 116
knew how close their 45
knew how easily such 84
knew how easily these 54
knew how false were 41
knew how happy your 156
knew how human beings 44
knew how often those 58
knew how people felt 153
knew how people were 111
knew how strong those 62
knew how strong were 106
knew how types were 81
knew how women pass 92
knew how women were 65
knew its every line 115
knew its every mood 52
knew its every nook 60
knew its exact size 54
knew jim would have 51
knew man would fall 41
knew men would come 61
knew mom would have 51
knew nor cared much 826
knew nor cared very 81
knew nor cared what 1651
knew nor cared when 60
knew nor could find 43
knew nor could have 479
knew nor could know 154
knew nor would have 93
knew not after what 41
knew not aught save 100
knew not either what 48
knew not night from 49
knew not quite what 243
knew not right from 54
knew not ruled over 80
knew not under what 187
knew not where alan 62
knew not where else 1125
knew not where their 216
knew not where these 56
knew not which gave 42
knew not which most 1117
knew not which part 50
knew not which road 68
knew not which side 353
knew not which soul 95
knew not which were 142
knew not whose turn 40
knew now quite well 60
knew one small chap 59
knew one would come 49
knew our every move 143
knew our hearts were 53
knew our lives were 187
knew our people well 51
knew our people were 74
knew real poetry when 49
knew she could also 54
knew she could break 77
knew she could call 226
knew she could care 84
knew she could come 244
knew she could cope 99
knew she could draw 94
knew she could face 133
knew she could fall 95
knew she could feel 656
knew she could find 703
knew she could give 320
knew she could have 2716
knew she could help 475
knew she could hide 63
knew she could hold 291
knew she could hurt 65
knew she could just 115
knew she could keep 304
knew she could kill 78
knew she could learn 246
knew she could leave 204
knew she could live 195
knew she could look 193
knew she could lose 97
knew she could love 275
knew she could make 1558
knew she could meet 73
knew she could move 146
knew she could only 626
knew she could pass 93
knew she could pick 73
knew she could play 304
knew she could pull 106
knew she could push 62
knew she could reach 189
knew she could rely 773
knew she could ride 57
knew she could rise 63
knew she could save 92
knew she could sell 136
knew she could slip 48
knew she could speak 228
knew she could stay 174
knew she could stop 129
knew she could swim 96
knew she could take 721
knew she could talk 279
knew she could teach 53
knew she could tell 512
knew she could think 48
knew she could turn 247
knew she could wait 217
knew she could walk 148
knew she could well 42
knew she could work 194
knew she liked best 153
knew she lived here 45
knew she lived there 125
knew she might even 65
knew she might find 59
knew she might have 1032
knew she might just 42
knew she might lose 84
knew she might need 125
knew she might well 90
knew she never went 48
knew she often went 73
knew she really meant 172
knew she spoke from 48
knew she still felt 94
knew she still held 106
knew she would also 186
knew she would break 249
knew she would call 287
knew she would care 54
knew she would come 2229
knew she would deny 85
knew she would draw 52
knew she would dream 40
knew she would drop 55
knew she would ever 53
knew she would face 178
knew she would fail 117
knew she would fall 364
knew she would feel 1676
knew she would find 3037
knew she would from 43
knew she would gain 70
knew she would give 724
knew she would grow 161
knew she would hate 444
knew she would have 23177
knew she would help 274
knew she would hold 135
knew she would hurt 76
knew she would join 88
knew she would jump 53
knew she would just 327
knew she would keep 693
knew she would kill 167
knew she would know 315
knew she would learn 152
knew she would leave 497
knew she would like 1120
knew she would live 377
knew she would look 438
knew she would lose 726
knew she would love 856
knew she would make 1367
knew she would meet 344
knew she would mind 64
knew she would miss 1521
knew she would most 163
knew she would move 92
knew she would need 2274
knew she would obey 76
knew she would only 880
knew she would open 56
knew she would pass 170
knew she would pick 63
knew she would play 93
knew she would pull 81
knew she would reach 104
knew she would react 63
knew she would rise 48
knew she would risk 60
knew she would save 73
knew she would seek 46
knew she would send 108
knew she would show 138
knew she would soon 1552
knew she would speak 174
knew she would stay 340
knew she would stop 125
knew she would take 1131
knew she would talk 151
knew she would tell 958
knew she would think 343
knew she would throw 64
knew she would turn 286
knew she would wait 205
knew she would wake 127
knew she would walk 94
knew she would want 1002
knew she would weep 54
knew she would when 128
knew she would wish 86
knew she would work 138
knew ten times more 418
knew that about half 79
knew that about three 40
knew that after four 111
knew that after having 159
knew that after leaving 41
knew that after many 69
knew that after some 54
knew that after such 317
knew that after taking 41
knew that after their 211
knew that after three 122
knew that after what 150
knew that after years 74
knew that angels were 60
knew that anything done 79
knew that anything else 130
knew that anything less 277
knew that anything like 121
knew that anything more 180
knew that apart from 431
knew that aside from 155
knew that beneath their 42
knew that betsy knew 44
knew that billy buck 67
knew that birds were 43
knew that books were 122
knew that could have 212
knew that could help 71
knew that could make 94
knew that could only 253
knew that could take 44
knew that could throw 97
knew that defeat meant 68
knew that dreams were 104
knew that drugs were 155
knew that every blow 69
knew that every body 45
knew that every drop 126
knew that every foot 113
knew that every girl 60
knew that every good 81
knew that every great 53
knew that every heart 102
knew that every hour 325
knew that every inch 69
knew that every kind 50
knew that every last 66
knew that every life 88
knew that every line 108
knew that every living 48
knew that every mile 55
knew that every month 68
knew that every move 296
knew that every other 273
knew that every part 119
knew that every sect 48
knew that every ship 55
knew that every shot 106
knew that every single 222
knew that every soul 43
knew that every step 713
knew that every third 49
knew that every time 1499
knew that every true 46
knew that every week 60
knew that every word 1311
knew that every wrong 41
knew that every young 50
knew that feeling only 49
knew that feeling well 503
knew that first hand 49
knew that forty years 43
knew that funds were 59
knew that genes were 85
knew that george bush 71
knew that getting back 83
knew that getting into 121
knew that girls like 97
knew that girls were 161
knew that given half 42
knew that given time 107
knew that goods were 50
knew that henry ford 44
knew that henry viii 50
knew that human beings 730
knew that human eyes 48
knew that human life 134
knew that inner life 87
knew that jesus came 61
knew that jesus died 98
knew that jesus knew 81
knew that jesus must 50
knew that large sums 95
knew that later there 40
knew that light meats 115
knew that lives were 55
knew that looks were 43
knew that might have 123
knew that might help 59
knew that money meant 44
knew that nearly half 71
knew that never more 121
knew that night what 83
knew that night when 47
knew that others felt 46
knew that others knew 90
knew that others must 58
knew that others were 1198
knew that people came 87
knew that people died 81
knew that people from 173
knew that people have 113
knew that people here 45
knew that people like 832
knew that people made 60
knew that people must 126
knew that people need 62
knew that people only 47
knew that people said 99
knew that people took 42
knew that people used 61
knew that people went 177
knew that people were 3100
knew that people will 52
knew that peter must 42
knew that place very 42
knew that place well 143
knew that plans were 134
knew that poetry must 58
knew that porto rico 69
knew that quite soon 116
knew that quite well 841
knew that region well 133
knew that right away 603
knew that right from 147
knew that right well 63
knew that robin hood 53
knew that running away 123
knew that sales were 51
knew that santa anna 282
knew that seven years 66
knew that ships were 84
knew that since their 69
knew that since there 50
knew that sitting bull 141
knew that smell from 41
knew that smile well 49
knew that sound from 57
knew that sound well 999
knew that spies were 146
knew that still more 105
knew that still other 40
knew that story well 74
knew that taxes were 54
knew that thirty years 234
knew that though their 66
knew that though there 78
knew that times were 329
knew that tongue well 61
knew that uncle john 57
knew that under other 65
knew that under such 253
knew that under their 109
knew that under these 157
knew that under those 115
knew that voice from 116
knew that voice well 171
knew that wages were 68
knew that walking away 40
knew that where there 1065
knew that while many 83
knew that while most 153
knew that while other 63
knew that while some 130
knew that while their 73
knew that while there 210
knew that while these 52
knew that within days 76
knew that within five 126
knew that within four 115
knew that within half 73
knew that within less 69
knew that within their 48
knew that within those 47
knew that within three 220
knew that women have 65
knew that women like 191
knew that women must 57
knew that women were 1115
knew that words like 121
knew that words were 356
knew that working hard 102
knew that world well 44
knew that would break 40
knew that would come 524
knew that would cost 47
knew that would draw 62
knew that would give 248
knew that would have 961
knew that would help 178
knew that would hurt 284
knew that would just 149
knew that would keep 101
knew that would kill 66
knew that would leave 45
knew that would look 57
knew that would make 1084
knew that would only 1221
knew that would pass 68
knew that would ruin 58
knew that would send 45
knew that would soon 105
knew that would stop 56
knew that would take 423
knew that would turn 43
knew that would work 132
knew them could have 55
knew them quite well 692
knew them really well 147
knew them right away 70
knew them right well 46
knew them shall know 305
knew them would have 181
knew they could also 87
knew they could break 97
knew they could call 206
knew they could come 376
knew they could draw 50
knew they could feel 57
knew they could find 764
knew they could gain 52
knew they could give 162
knew they could grow 50
knew they could have 1343
knew they could help 147
knew they could hold 136
knew they could just 85
knew they could keep 167
knew they could kill 195
knew they could learn 73
knew they could leave 72
knew they could live 93
knew they could look 101
knew they could lose 94
knew they could make 1237
knew they could meet 84
knew they could move 96
knew they could only 611
knew they could pass 48
knew they could pick 67
knew they could play 144
knew they could pull 65
knew they could reach 125
knew they could rely 891
knew they could save 90
knew they could sell 290
knew they could send 54
knew they could speak 114
knew they could stay 71
knew they could stop 78
knew they could swear 43
knew they could take 537
knew they could talk 214
knew they could tell 107
knew they could turn 252
knew they could wait 74
knew they could walk 73
knew they could work 218
knew they might come 74
knew they might find 115
knew they might have 938
knew they might lose 90
knew they might need 80
knew they might soon 55
knew they might well 78
knew they never went 41
knew they really meant 54
knew they really were 136
knew they would also 170
knew they would back 40
knew they would blow 47
knew they would break 121
knew they would burn 82
knew they would call 164
knew they would come 2341
knew they would cost 113
knew they would deem 43
knew they would face 450
knew they would fail 184
knew they would fall 256
knew they would feel 378
knew they would find 2319
knew they would fire 65
knew they would from 50
knew they would gain 71
knew they would give 535
knew they would grow 131
knew they would hate 48
knew they would have 13083
knew they would help 287
knew they would hold 101
knew they would hurt 120
knew they would just 188
knew they would keep 336
knew they would kill 570
knew they would know 100
knew they would last 44
knew they would learn 86
knew they would leave 223
knew they would like 487
knew they would live 169
knew they would look 270
knew they would lose 932
knew they would love 272
knew they would make 1245
knew they would meet 512
knew they would miss 300
knew they would most 193
knew they would move 87
knew they would need 1828
knew they would obey 65
knew they would only 622
knew they would pass 170
knew they would pick 60
knew they would play 87
knew they would pull 55
knew they would reach 150
knew they would react 61
knew they would rise 63
knew they would sell 132
knew they would send 140
knew they would show 96
knew they would soon 2131
knew they would speak 53
knew they would stay 227
knew they would steal 40
knew they would stop 160
knew they would take 1000
knew they would talk 150
knew they would tell 258
knew they would think 427
knew they would throw 52
knew they would treat 55
knew they would turn 192
knew they would vote 48
knew they would wait 106
knew they would walk 43
knew they would want 581
knew they would when 97
knew they would wish 55
knew they would work 227
knew things about their 54
knew things could have 57
knew things which were 62
knew things would come 60
knew things would have 83
knew things would only 51
knew things would turn 88
knew things would work 181
knew this coast well 41
knew this could have 100
knew this could only 301
knew this dreary road 68
knew this every time 44
knew this feeling well 94
knew this house well 173
knew this might have 50
knew this might well 64
knew this morning when 52
knew this people well 65
knew this place from 57
knew this place like 157
knew this place very 50
knew this place well 317
knew this place when 63
knew this quite well 2102
knew this region well 85
knew this right away 51
knew this right well 131
knew this route well 73
knew this story from 78
knew this story well 170
knew this trick well 41
knew this woman from 70
knew this woman well 286
knew this woman when 47
knew this world well 52
knew this would anger 60
knew this would come 578
knew this would cost 75
knew this would draw 41
knew this would give 211
knew this would have 490
knew this would help 168
knew this would hurt 167
knew this would keep 52
knew this would make 555
knew this would only 298
knew this would pass 42
knew this would soon 51
knew this would take 384
knew this would turn 74
knew this would work 203
knew tom would have 44
knew war would come 83
knew was based upon 106
knew was bending over 63
knew was either more 45
knew was preying upon 45
knew was quite true 102
knew was right even 42
knew was still there 115
knew was waiting there 45
knew who could give 128
knew who could have 228
knew who could help 316
knew who could keep 44
knew who could look 70
knew who could make 279
knew who could play 103
knew who could speak 80
knew who could take 142
knew who could talk 88
knew who could tell 143
knew who lived here 52
knew who lived there 685
knew who might come 125
knew who might drop 51
knew who might have 623
knew who might help 89
knew who might know 86
knew who might show 60
knew who might turn 78
knew who might want 44
knew who owned what 157
knew who people were 48
knew who still wore 48
knew who would care 54
knew who would come 201
knew who would give 70
knew who would have 544
knew who would help 64
knew who would keep 49
knew who would know 65
knew who would make 124
knew who would play 58
knew who would show 82
knew who would take 167
knew who would turn 92
knew who would wait 129
knew who would want 66
knew why people were 79
knew with every cell 45
knew with sinking heart 53
knew you could come 114
knew you could cook 67
knew you could draw 50
knew you could feel 92
knew you could find 186
knew you could give 90
knew you could have 484
knew you could help 339
knew you could keep 72
knew you could learn 46
knew you could live 55
knew you could look 65
knew you could make 477
knew you could only 136
knew you could play 147
knew you could pull 55
knew you could rely 41
knew you could ride 47
knew you could save 79
knew you could sell 83
knew you could speak 112
knew you could swim 45
knew you could take 220
knew you could talk 163
knew you could tell 195
knew you could think 47
knew you could work 41
knew you girls were 45
knew you lived here 88
knew you loved your 100
knew you might have 217
knew you never knew 46
knew you never meant 69
knew you people were 62
knew you quite well 206
knew you really were 56
knew you right away 455
knew you would break 55
knew you would call 242
knew you would care 110
knew you would clear 42
knew you would come 12645
knew you would face 57
knew you would fail 101
knew you would fall 117
knew you would feel 962
knew you would find 1356
knew you would give 343
knew you would grow 162
knew you would hate 161
knew you would have 2634
knew you would help 710
knew you would just 59
knew you would keep 166
knew you would kill 113
knew you would know 454
knew you would learn 118
knew you would leave 208
knew you would like 2440
knew you would live 111
knew you would look 198
knew you would lose 107
knew you would love 381
knew you would make 1092
knew you would meet 48
knew you would miss 45
knew you would need 511
knew you would only 184
knew you would pass 64
knew you would pick 78
knew you would pull 60
knew you would react 133
knew you would save 157
knew you would send 117
knew you would show 101
knew you would some 42
knew you would soon 240
knew you would speak 90
knew you would stay 91
knew you would stop 77
knew you would take 742
knew you would talk 48
knew you would tell 405
knew you would think 908
knew you would turn 238
knew you would wait 57
knew you would walk 59
knew you would want 2143
knew you would when 159
knew you would wish 368
knew you would work 47
knit her brows into 93
knit her brows over 83
knit her creamy brow 67
knit his brows over 372
knit his brows when 203
knit his fingers into 72
knot her flowing hair 43
knot she would look 101
knot that looks like 55
knot that would have 73
knot that would hold 103
knot was still there 46
know all about acting 45
know all about andy 274
know all about birth 142
know all about boys 110
know all about cars 108
know all about city 42
know all about cold 89
know all about dogs 192
know all about even 117
know all about flying 46
know all about food 102
know all about from 59
know all about good 97
know all about guns 79
know all about having 59
know all about high 41
know all about india 66
know all about jack 75
know all about john 138
know all about lady 44
know all about last 93
know all about life 1284
know all about living 61
know all about lord 114
know all about love 403
know all about making 190
know all about mary 89
know all about mine 138
know all about miss 288
know all about most 41
know all about other 127
know all about paul 58
know all about poor 78
know all about post 42
know all about self 64
know all about some 263
know all about such 2844
know all about taking 84
know all about their 2683
know all about these 4525
know all about those 2516
know all about time 135
know all about tyro 44
know all about what 8334
know all about when 84
know all about work 40
know all about young 110
know all about your 11139
know all right what 183
know all right when 145
know and about what 239
know and about whom 184
know and agree upon 154
know and agree what 59
know and apply these 94
know and assay their 93
know and build upon 41
know and cared less 125
know and claim their 85
know and could have 55
know and could know 90
know and could name 48
know and could only 137
know and could tell 90
know and enjoy good 60
know and enjoy more 43
know and enjoy their 175
know and enjoy these 40
know and enjoy what 114
know and enjoy your 71
know and enter into 172
know and feeling what 185
know and judge their 64
know and judge what 109
know and knowing what 71
know and maybe even 106
know and might have 91
know and never even 48
know and never have 96
know and never heard 71
know and never knew 57
know and never speak 83
know and never will 600
know and others know 48
know and prove your 76
know and really like 132
know and serve their 78
know and shall know 41
know and share their 100
know and share your 64
know and spend time 141
know and still have 52
know and still need 106
know and truly feel 46
know and trust from 70
know and trust other 52
know and trust over 48
know and trust their 364
know and trust these 46
know and trust those 52
know and trust will 76
know and trust your 351
know and value their 278
know and value what 85
know and value your 73
know and which have 114
know and which ones 63
know and which were 42
know and which will 151
know and whose face 52
know and whose name 82
know and whose work 198
know and would ever 51
know and would have 358
know and would like 363
know and would tell 69
know and write down 84
know any longer what 1750
know any people from 48
know any people like 210
know any people there 47
know any place else 115
know any really good 96
know any women like 172
know but could have 154
know but could only 51
know but every bird 163
know but never mind 91
know but which must 43
know but whose name 72
know but would find 120
know but would have 71
know but would like 248
know can never come 61
know can never have 51
know dad would have 95
know each child well 225
know each others mind 218
know each pupil well 47
know earth paved like 60
know few books more 92
know for quite some 105
know for which side 111
know for whose sake 205
know god apart from 380
know god could have 51
know god helps those 68
know god knows what 73
know god truly when 47
know god would have 100
know had never been 112
know had never seen 40
know has never been 906
know has often been 131
know her again till 45
know her again when 140
know her blood type 71
know her every move 384
know her father died 54
know her father very 71
know her father well 111
know her father when 44
know her father will 111
know her first name 1191
know her given name 139
know her light step 49
know her might have 79
know her might think 47
know her mother died 60
know her mother very 59
know her mother well 83
know her mother will 53
know her never more 58
know her power over 48
know her quite well 3642
know her rather well 436
know her really well 591
know her right away 57
know her right from 41
know her right hand 79
know her right well 44
know her story well 113
know her voice very 46
know her voice well 40
know her whole life 98
know her words were 47
know her would have 198
know her would think 62
know him above time 50
know him again among 130
know him again when 329
know him apart from 58
know him might feel 51
know him might have 199
know him might think 60
know him passing wise 62
know him quite well 9119
know him rather well 1444
know him really well 1676
know him right away 261
know him right well 112
know him would have 409
know him would think 112
know his bible well 127
know his blast from 54
know his blood type 123
know his elbow from 53
know his every move 517
know his exact date 58
know his father died 81
know his father only 40
know his father very 133
know his father well 734
know his father when 47
know his father will 46
know his first name 2243
know his first wife 159
know his given name 419
know his grace from 62
know his grace well 55
know his horse will 117
know his humor when 68
know his inner life 92
know his inner self 200
know his merit such 106
know his mother died 62
know his mother very 57
know his mother well 161
know his music well 56
know his noble heart 46
know his noble name 40
know his people well 151
know his right foot 51
know his right from 105
know his right hand 637
know his right name 194
know his stage well 110
know his story from 45
know his story well 56
know his trade well 53
know his value till 60
know his views upon 82
know his voice from 62
know his voice well 83
know his voice when 139
know his whole life 297
know his whole mind 58
know his whole name 73
know his words were 114
know his writing well 42
know how awful those 41
know how badly hurt 155
know how badly their 54
know how badly these 58
know how badly your 51
know how close their 114
know how close these 84
know how close those 59
know how close your 154
know how cruel kids 113
know how david felt 46
know how easily mint 77
know how easily such 155
know how easily their 74
know how easily these 127
know how easily those 55
know how every once 43
know how every part 40
know how every single 66
know how every time 54
know how every word 89
know how false these 49
know how false were 58
know how folks talk 151
know how girls feel 113
know how girls like 42
know how girls talk 130
know how happy your 152
know how heathen think 44
know how hesiod uses 59
know how human beings 378
know how jesus felt 100
know how jonah felt 56
know how large their 142
know how large these 241
know how large your 184
know how often during 45
know how often even 92
know how often many 44
know how often some 44
know how often such 406
know how often their 167
know how often there 57
know how often these 425
know how often those 172
know how often your 191
know how others feel 976
know how others felt 153
know how others have 490
know how others live 68
know how others react 55
know how others think 149
know how others view 212
know how others were 67
know how others will 298
know how people come 110
know how people cope 52
know how people ever 49
know how people feel 2223
know how people felt 191
know how people find 72
know how people from 71
know how people hate 111
know how people have 348
know how people here 77
know how people learn 239
know how people like 1057
know how people live 1133
know how people look 195
know how people love 246
know how people made 61
know how people make 271
know how people move 45
know how people react 206
know how people speak 43
know how people take 71
know how people talk 3226
know how people tend 45
know how people think 468
know how people treat 52
know how people used 90
know how people view 46
know how people were 265
know how people will 1118
know how people work 205
know how prone these 91
know how proud your 173
know how quick some 102
know how really good 194
know how short life 64
know how short their 74
know how small your 64
know how strong their 148
know how strong these 99
know how strong those 55
know how strong were 53
know how strong your 286
know how sweet life 157
know how tough those 50
know how truly great 55
know how truly well 55
know how upset your 66
know how users will 43
know how valid these 150
know how women feel 199
know how women have 87
know how women like 120
know how women love 58
know how women sell 60
know how women take 63
know how women talk 187
know how women think 84
know how women were 76
know how women will 48
know its chief form 74
know its every turn 46
know its exact date 130
know its exact form 78
know its exact length 69
know its exact meaning 346
know its exact name 102
know its exact site 40
know its exact size 205
know its first years 71
know its flood also 92
know its inner life 45
know its latin name 58
know its right hand 101
know its right name 55
know its smell from 53
know its total term 40
know its value till 60
know its value when 51
know its voice among 62
know may still have 116
know mom would have 42
know not about what 45
know not above three 75
know not after what 113
know not anything among 91
know not anything more 341
know not either what 213
know not fully what 65
know not night from 70
know not quite what 166
know not really what 67
know not right from 93
know not truly what 90
know not under what 1102
know not where among 53
know not where else 3489
know not where from 48
know not where lies 48
know not where many 46
know not where most 104
know not where such 315
know not where their 202
know not where there 95
know not where these 203
know not where those 69
know not where when 211
know not where your 205
know not which kept 47
know not which live 53
know not which more 176
know not which most 1857
know not which part 73
know not which side 304
know not which were 67
know not which will 208
know not whose turn 276
know now about what 352
know now about your 96
know now where your 48
know one color from 53
know one horse from 147
know one indian from 56
know one place from 77
