damnation as poetic material 45
designed to repel attacks 49
designed to repel invasion 44
designed to reveal aspects 73
designed to reveal certain 102
designed to reveal reactions 158
designed to route packets 57
designed to seize control 85
designed to serve british 89
designed to serve certain 313
designed to serve chiefly 70
designed to serve clients 72
designed to serve colonial 45
designed to serve current 40
designed to serve diffuse 104
designed to serve equally 55
designed to serve european 65
designed to serve farmers 49
designed to serve foreign 87
designed to serve general 89
designed to serve limited 50
designed to serve mankind 115
designed to serve members 42
designed to serve national 171
designed to serve neutral 203
designed to serve persons 200
designed to serve private 91
designed to serve several 811
designed to serve similar 112
designed to serve society 95
designed to serve teachers 87
designed to serve tripoli 54
designed to short circuit 48
designed to solve certain 237
designed to solve complex 118
designed to solve several 62
designed to solve systems 82
designed to stand against 531
designed to stand between 115
designed to stand upright 406
designed to steer antenna 137
designed to study effects 95
designed to thwart justice 49
designed to train medical 42
designed to train members 72
designed to train parents 143
designed to train persons 191
designed to train priests 54
designed to train skilled 85
designed to train teachers 819
designed to train workers 194
designed to weaken germany 41
designed to weaken support 51
designed to wrest control 205
designed to yield answers 57
designed to yield maximum 363
designed to yield measures 65
designed to yield optimal 41
designed to yield reliable 72
designed to yield results 181
designed to yield revenue 51
designer of court masques 51
designer of stage scenery 112
desirous in every respect 48
desirous of allying himself 147
desirous of avenging himself 54
desirous of creating general 72
desirous of forming friends 76
desirous of freeing herself 43
desirous of freeing himself 110
desirous of gaining control 41
desirous of getting forward 46
desirous of getting married 366
desirous of keeping himself 45
desirous of knowing brahman 157
desirous of knowing everything 136
desirous of passing himself 40
desirous of placing herself 65
desirous of placing himself 302
desirous of proving himself 84
desirous of pushing forward 136
desirous of pushing matters 50
desirous of putting forward 60
desirous of putting himself 134
desirous of raising himself 46
desirous of ridding himself 179
desirous of seeking shelter 91
desirous of setting himself 45
desirous of showing himself 161
desirous of showing respect 114
desirous of uniting himself 65
desirous of winning success 46
desirous of working together 42
desirous on every account 89
desirous to avail herself 148
desirous to avail himself 551
desirous to avenge himself 60
desirous to avoid everything 102
desirous to cover himself 139
desirous to guard against 329
desirous to place himself 107
desirous to prove himself 55
desolate the whole country 159
desolating the whole country 62
despairing of final success 145
despised by others because 42
despised by thirty thousand 54
despised by woman herself 55
despised the lower classes 92
despised the whole ignoble 41
despises the negro because 43
destined the first service 54
destined to burst asunder 274
destined to carry everything 58
destined to carry forward 387
destined to cause trouble 228
destined to change forever 77
destined to change history 43
destined to change masters 44
destined to change society 52
destined to create trouble 40
destined to enjoy eternal 72
destined to enter history 53
destined to every extreme 273
destined to exist between 60
destined to exist forever 143
destined to fight against 288
destined to gather laurels 89
destined to march against 252
destined to prove equally 42
destined to prove himself 186
destined to reign supreme 82
destined to serve against 231
destined to serve towards 47
destined to shake official 46
destined to shape affairs 46
destined to spend several 103
destined to spend together 102
destined to spread rapidly 76
destined to stand between 42
destined to stand forever 97
destined to sweep everything 50
destined to utter failure 50
destroying an enemy machine 40
destroying en route utterly 41
destroying the blood vessels 59
destroying the heathen shrines 45
destroying the heathen temples 177
destroying the hindu temples 63
destroying the human species 496
destroying the indian village 60
destroying the joint tenancy 50
destroying the local economy 62
destroying the pagan temples 93
destroying the roman catholic 43
destroying the roman liberty 43
destroying the state machine 127
destroying the vital stamina 172
destroying the whole concept 81
destroying the whole country 382
destroying the whole edifice 130
destroying the whole purpose 68
destroying the world because 67
destroys the basic premise 49
destroys the blood vessels 50
destroys the joint capsule 44
destroys the joint tenancy 158
destroys the moral dynamic 49
destroys the scots records 43
destroys the space between 55
destroys the trust between 45
destroys the unity between 53
destroys the vital sources 49
destroys the whole concept 53
destroys the whole edifice 48
destroys the whole purpose 78
detached in small parties 145
detached the royal cavalry 126
detached to guard against 63
detailed in every respect 133
detailed in later sections 535
detailed the whole history 72
detailed the whole process 50
detailed to guard against 87
detained by civil process 45
detained in close custody 308
detained in large numbers 72
detained in legal custody 135
detained it quite visibly 55
detained on board against 67
detained on civil process 59
detained on minor charges 49
detained or tried because 64
detected by blood culture 69
detected by breast screening 58
detected by color doppler 412
detected by gamma cameras 44
detected by imaging studies 221
detected by laser induced 96
detected by linda returning 74
detected by serum protein 69
detected in biopsy material 83
detected in blood samples 236
detected in cells exposed 56
detected in faecal samples 46
detected in fecal samples 74
detected in fetal tissues 73
detected in human adipose 54
detected in human cancers 69
detected in human tissues 172
detected in large amounts 127
detected in large numbers 304
detected in large samples 47
detected in picking pockets 41
detected in plant tissues 145
detected in serum samples 227
detected in small amounts 601
detected in small numbers 113
detected in stool samples 117
detected in trace amounts 778
detected in tumor tissues 46
detected in urine samples 220
detected in varying amounts 71
detected in varying degrees 40
detected in water samples 290
detected on either surface 127
detected on imaging studies 174
detection in water samples 48
detection of blood vessels 62
detection of bolus arrival 80
detection of breast cancers 227
detection of delta antigen 95
detection of either antigen 43
detection of facial features 68
detection of faint objects 104
detection of faint signals 55
detection of faint sources 64
detection of fetal asphyxia 67
detection of fetal defects 43
detection of focal hepatic 190
detection of gamma radiation 268
detection of gross defects 41
detection of growth hormone 189
detection of human remains 113
detection of ionizing radiation 335
detection of known signals 67
detection of large amounts 129
detection of large numbers 166
detection of laser induced 48
detection of light emission 64
detection of light emitted 43
detection of light signals 51
detection of linear features 71
detection of local features 50
detection of metal objects 42
detection of methyl alcohol 177
detection of minor degrees 81
detection of minor species 46
detection of novel stimuli 53
detection of plant diseases 47
detection of plant viruses 1797
detection of point sources 116
detection of radar signals 82
detection of renal calculi 110
detection of sleep induced 55
detection of small airways 84
detection of small amounts 2055
detection of small cancers 79
detection of small colonic 70
detection of small defects 162
detection of small effects 71
detection of small nodules 69
detection of small numbers 525
detection of small objects 158
detection of small signals 137
detection of small surface 70
detection of small targets 152
detection of toxic effects 89
detection of trace amounts 1214
detection of trace element 101
detection of trace species 59
detection of tumor markers 67
detection of viable bacteria 145
detection of viable listeria 55
detection of viral antigen 1474
detection of viral genomes 188
detection of viral nucleic 1085
detection of virus antigen 177
detection of weaker signals 44
detector of ionizing radiation 74
detention in legal custody 128
detention of goods released 172
detention of large numbers 247
detention or after service 59
deterred by paper pellets 42
detested by every citizen 142
detested the roman catholic 50
detritus of world forests 150
developing an action program 107
developing an audit program 93
developing by sound national 43
developing in close contact 60
developing in close relation 49
developing in large numbers 82
developing in latin america 457
developing the basic outline 41
developing the final product 94
developing the first national 53
developing the first program 42
developing the human capital 254
developing the indian economy 60
developing the korean economy 56
developing the large muscles 44
developing the links between 157
developing the local economy 464
developing the moral virtues 69
developing the motion picture 52
developing the plane between 138
developing the right product 147
developing the rural economy 484
developing the social aspects 62
developing the social capital 67
developing the social studies 91
developing the space shuttle 178
developing the whole process 61
developing the whole student 56
developing the world economy 53
develops an acute febrile 47
develops an acute illness 74
develops in close contact 83
develops in close relation 132
develops in human history 126
develops in large numbers 65
develops in varying degrees 65
develops the basic concept 42
develops the links between 96
deviations in human behavior 61
deviations in social behavior 42
deviations of small samples 67
devolved on major general 46
devolved the chief command 93
devotees in large numbers 101
devotees of every religion 108
devotions the daemon retired 47
devoured in large numbers 72
dextrose in water infused 70
dextrose in water infusion 101
dextrose in water solution 875
diagnosed as acute leukemia 42
diagnosed as brain damaged 201
diagnosed as brain injured 79
diagnosed by blood culture 121
diagnosed by imaging studies 49
diagnosed by stool culture 41
diagnosed in people between 72
diagnosed in women between 103
diagnosis by blood culture 87
diagnosis in every patient 141
diagnosis in women exposed 107
diagnosis is based chiefly 112
diagnosis is based largely 227
diagnosis is never certain 43
diagnosis is often applied 41
diagnosis is often arrived 55
diagnosis is often delayed 2925
diagnosis is often elusive 88
diagnosis is often evident 47
diagnosis is often obscure 149
diagnosis is quite certain 75
diagnosis is quite evident 54
diagnosis is still obscure 53
diagnosis is still unknown 42
diagnosis is vital because 54
diagnosis of acute abdomen 404
diagnosis of acute adrenal 241
diagnosis of acute anterior 293
diagnosis of acute anxiety 46
diagnosis of acute arterial 152
diagnosis of acute diffuse 127
diagnosis of acute diseases 47
diagnosis of acute gastric 101
diagnosis of acute hepatic 113
diagnosis of acute inferior 54
diagnosis of acute lateral 99
diagnosis of acute leukemia 1313
diagnosis of acute massive 65
diagnosis of acute poisoning 379
diagnosis of acute primary 69
diagnosis of acute scrotal 138
diagnosis of acute tubular 291
diagnosis of acute urinary 176
diagnosis of asthma include 41
diagnosis of atrial flutter 805
diagnosis of blood diseases 95
diagnosis of brain abscess 1597
diagnosis of brain diseases 133
diagnosis of breast cancers 63
diagnosis of breast diseases 205
diagnosis of breast implant 164
diagnosis of brief reactive 59
diagnosis of broad complex 60
diagnosis of chest diseases 212
diagnosis of either primary 43
diagnosis of every patient 132
diagnosis of fatal illness 85
diagnosis of fetal alcohol 302
diagnosis of fetal anomaly 122
diagnosis of fetal asphyxia 56
diagnosis of fetal defects 177
diagnosis of fetal genetic 88
diagnosis of fetal urinary 68
diagnosis of focal hepatic 56
diagnosis of focal nodular 110
diagnosis of fungal diseases 110
diagnosis of fungus diseases 82
diagnosis of growth hormone 483
diagnosis of human cancers 54
diagnosis of human diseases 207
diagnosis of human genetic 226
diagnosis of joint diseases 72
diagnosis of latex allergy 355
diagnosis of liver abscess 581
diagnosis of liver diseases 378
diagnosis of lower urinary 154
diagnosis of major arterial 126
diagnosis of manic episode 91
diagnosis of mixed anxiety 69
diagnosis of mixed dementia 125
diagnosis of motor neurone 101
diagnosis of nasal allergy 76
diagnosis of opium poisoning 47
diagnosis of optic atrophy 213
diagnosis of panic attacks 76
diagnosis of plant diseases 195
diagnosis of plant poisoning 43
diagnosis of plant viruses 127
diagnosis of renal abscess 61
diagnosis of renal arterial 173
diagnosis of renal calculi 171
diagnosis of renal diseases 197
diagnosis of renal failure 563
diagnosis of renal neoplasm 51
diagnosis of renal tubular 371
diagnosis of short stature 151
diagnosis of social anxiety 310
diagnosis of space occupying 77
diagnosis of trace element 56
diagnosis of upper urinary 182
diagnosis of viral diseases 617
diagnosis of virus diseases 394
diagnosis of which depends 43
diagnosis or moral verdict 103
dialectic of civil society 235
dialectic of human freedom 50
dialectic of human history 144
dialectic of social classes 55
dialectic of world history 111
dialogues of plato contain 48
dialogues of plato himself 70
dialogues of plato present 141
diameters of blood vessels 122
dictated by james himself 44
dictated by social customs 52
dictated the first chapter 62
dictated the first message 42
dictated to olive gilbert 51
dictates of heated ambition 49
dictates of social justice 268
dictates of sound judicial 70
dictates of white society 47
dictates the final outcome 123
dictator in latin america 183
didactic or moral purpose 69
differed in every respect 493
differed in minor details 226
differed in small details 53
differed in varying degrees 136
differed to varying degrees 69
diffused in every country 80
diffused in latin america 44
diffused in quiet pleasure 52
diffused to every citizen 93
diffusion in human dentine 50
diffusion in latin america 60
diffusion of aryan culture 57
diffusion of atoms between 58
diffusion of civil service 310
diffusion of equal weights 66
diffusion of gases between 648
diffusion of gases depends 46
diffusion of greek culture 614
diffusion of greek language 68
diffusion of growth factors 59
diffusion of human culture 48
diffusion of indian culture 261
diffusion of large amounts 67
diffusion of lipid soluble 61
diffusion of point defects 667
diffusion of polar solutes 43
diffusion of power between 536
diffusion of reacting species 94
diffusion of roman culture 91
diffusion of small amounts 58
diffusion of small solutes 116
diffusion of social justice 47
diffusion of social science 113
diffusion of urban culture 108
diffusion of water between 93
diffusion of water protons 72
diffusion of water soluble 157
diffusion of world culture 59
diffusion to occur between 46
digested by every student 51
digested by human enzymes 175
digested in boiling alcohol 79
digested the whole compass 63
digestion of fatty matters 160
digestion of fresh herbage 71
digestion of large amounts 78
digestion of plant material 681
digestion of plant tissues 43
digestion of serum albumin 179
digestion of total genomic 92
dilemmas in action research 265
dilemmas in social decision 45
dilemmas in social research 64
dilemmas in social service 157
dilemmas of action research 68
dilemmas of black manhood 284
dilemmas of field research 62
dilemmas of human society 40
dilemmas of social science 54
dilemmas of urban america 55
diligent to avoid betraying 119
dilutions of serum samples 49
dimension in human affairs 100
dimension in human behavior 48
dimension in latin america 71
dimension in which everything 203
dimension in which language 49
dimension is often ignored 57
dimension is still present 46
dimension of action research 71
dimension of civil society 306
dimension of group behavior 47
dimension of group process 78
dimension of group support 57
dimension of human affairs 180
dimension of human behavior 799
dimension of human capital 159
dimension of human conduct 121
dimension of human culture 164
dimension of human destiny 50
dimension of human dignity 118
dimension of human endeavor 41
dimension of human freedom 253
dimension of human history 206
dimension of human language 84
dimension of human persons 48
dimension of human society 221
dimension of human suffering 203
dimension of irish history 65
dimension of latin america 44
dimension of leader behavior 183
dimension of poetic language 64
dimension of rural poverty 51
dimension of social behavior 205
dimension of social capital 893
dimension of social cleavage 57
dimension of social cohesion 87
dimension of social concern 45
dimension of social control 222
dimension of social history 87
dimension of social justice 257
dimension of social protest 43
dimension of social research 93
dimension of social science 186
dimension of social studies 56
dimension of social support 328
dimension of social systems 95
dimension of social welfare 180
dimension of space becomes 40
dimension of trait anxiety 59
dimension of which depends 48
dimension of world affairs 61
dimension of world history 50
dimension to human behavior 52
dimension to naval warfare 60
diminish in breadth towards 43
diminish in value because 50
diminish the chasm between 44
diminish the gross produce 469
diminish the moral stature 40
diminish the space between 150
diminish the total national 47
diminish the total product 70
diminish the toxic effects 93
diminish the trust reposed 118
diplomas to unfit persons 59
diplomat in latin america 80
directed as often against 55
directed at changing behavior 55
directed at civil society 43
directed at first against 402
directed at first towards 147
directed at first upwards 41
directed at gaining control 100
directed at group members 55
directed at helping clients 56
directed at helping parents 47
directed at helping teachers 44
directed at large numbers 77
directed at latin america 134
directed at others related 197
directed at people because 142
directed at people outside 126
directed at small farmers 59
directed at white society 59
directed at women because 66
directed at women workers 96
directed by andre gregory 160
directed by arthur hopkins 154
directed by blake edwards 321
directed by clint eastwood 368
directed by david thompson 54
directed by field marshal 79
directed by frank launder 45
directed by george kaufman 57
directed by george sherman 130
directed by george stevens 807
directed by harry beaumont 215
directed by harry hopkins 103
directed by henry edwards 56
directed by henry hathaway 574
directed by james bridges 78
directed by james cameron 422
directed by japan against 72
directed by kevin costner 86
directed by lance comfort 68
directed by lewis gilbert 177
directed by local customs 183
directed by major general 256
directed by major sanford 41
directed by monte hellman 48
directed by others against 61
directed by peter jackson 187
directed by peter ustinov 199
directed by peter watkins 61
directed by ralph steiner 55
directed by social workers 97
directed by staff members 50
directed by state statute 112
directed by thomas bentley 68
directed by women against 47
directed in varying degrees 228
directed my brave fellows 48
directed my march towards 50
directed my route towards 64
directed my steps towards 2194
directed my sword against 44
directed my weapon against 56
directed no doubt against 47
directed no longer against 247
directed the action against 45
directed the chief engineer 124
directed the chief justice 117
directed the civil affairs 51
directed the civil service 133
directed the fight against 216
directed the final assault 54
directed the first brigade 59
directed the first british 100
directed the first episode 61
directed the first national 56
directed the first project 204
directed the first question 40
directed the first repulse 48
directed the light division 85
directed the lower federal 66
directed the motion picture 76
directed the pilot episode 59
directed the privy council 47
directed the senior officer 43
directed the whole process 85
directed the writing program 94
directed to abide peaceably 59
directed to adopt measures 73
directed to apply himself 103
directed to avail himself 153
directed to basic research 107
directed to breathe quietly 59
directed to class members 198
directed to every command 68
directed to every quarter 227
directed to every subject 402
directed to finding answers 40
directed to guard against 148
directed to human affairs 45
directed to human welfare 53
directed to indian affairs 151
directed to issue letters 62
directed to lasting results 46
directed to latin america 216
directed to march against 280
directed to march towards 233
directed to moral conduct 53
directed to people outside 122
directed to place herself 52
directed to place himself 527
directed to preach against 41
directed to press forward 79
directed to right objects 79
directed to small farmers 54
directed to social welfare 68
directed to social workers 81
directed to steer towards 67
directed to worthy objects 132
directed to write letters 45
direction as would soonest 55
direction at every instant 476
direction he found himself 64
direction in civil affairs 79
direction in every respect 44
direction in falling forward 97
direction in human affairs 174
direction in human history 66
direction in indian affairs 61
direction in local affairs 78
direction in space exactly 52
direction in which advance 109
direction in which affairs 152
direction in which african 56
direction in which america 278
direction in which answers 298
direction in which behavior 61
direction in which britain 60
direction in which british 449
direction in which canadian 65
direction in which capital 154
direction in which captain 62
direction in which certain 254
direction in which chinese 243
direction in which congress 74
direction in which control 137
direction in which culture 50
direction in which current 1366
direction in which economy 71
direction in which efforts 193
direction in which entropy 300
direction in which european 262
direction in which everything 123
direction in which foreign 44
direction in which gabriel 61
direction in which general 71
direction in which germany 147
direction in which gravity 499
direction in which hampton 115
direction in which history 646
direction in which inquiry 121
direction in which language 56
direction in which liberal 45
direction in which mankind 186
direction in which marlowe 59
direction in which material 86
direction in which matters 319
direction in which maximum 116
direction in which medical 64
direction in which moments 343
direction in which muslims 330
direction in which national 150
direction in which natural 235
direction in which nervous 45
direction in which objects 391
direction in which official 57
direction in which parties 84
direction in which physics 51
direction in which popular 129
direction in which prayers 56
direction in which present 142
direction in which reactions 64
direction in which reforms 50
direction in which research 719
direction in which rotation 63
direction in which rousseau 66
direction in which schools 70
direction in which science 406
direction in which sections 50
direction in which several 64
direction in which shelley 48
direction in which signals 88
direction in which society 1237
direction in which studies 47
direction in which success 89
direction in which surface 59
direction in which traction 114
direction in which traffic 144
direction in which trunnion 57
direction in which western 292
direction in world affairs 45
direction in world history 71
direction it might revolve 46
direction it takes depends 75
direction of action towards 51
direction of arthur hopkins 67
direction of basic research 231
direction of blade rotation 85
direction of brush strokes 60
direction of change becomes 58
direction of change between 375
direction of change depending 86
direction of change depends 222
direction of change desired 90
direction of change differs 41
direction of change induced 46
direction of change occurring 47
direction of change remains 81
direction of change towards 126
direction of chief engineer 309
direction of chief justice 231
direction of child welfare 112
direction of civic affairs 56
direction of civil affairs 474
direction of civil service 132
direction of civil society 123
direction of crack advance 68
direction of crank rotation 60
direction of daily conduct 95
direction of earthly affairs 43
direction of either current 205
direction of either increasing 46
direction of engine rotation 302
direction of father charles 49
direction of father clement 55
direction of father francis 66
direction of field current 107
direction of field marshal 134
direction of field rotation 118
direction of fluid exchange 56
direction of force applied 388
direction of force exerted 299
direction of forty artists 51
direction of frank kennedy 78
direction of george stevens 58
direction of grand central 55
direction of harry hopkins 218
direction of henry kissinger 74
direction of human affairs 1988
direction of human behavior 489
direction of human capital 40
direction of human conduct 479
direction of human culture 73
direction of human destiny 159
direction of human efforts 93
direction of human endeavor 62
direction of human freedom 139
direction of human history 682
direction of human society 184
direction of human welfare 70
direction of indian affairs 950
direction of indian foreign 83
direction of irish affairs 316
direction of large estates 47
direction of large numbers 75
direction of latin america 191
direction of legal counsel 62
direction of light desired 41
direction of light emission 53
direction of light sources 66
direction of light traffic 73
direction of local affairs 428
direction of local control 45
direction of local gravity 68
direction of lower tariffs 83
direction of major charles 48
direction of major general 706
direction of mecca towards 59
direction of moral conduct 56
direction of motion because 107
direction of motion becomes 112
direction of motion between 195
direction of motion depending 97
direction of motion depends 144
direction of motion remains 144
direction of motion towards 59
direction of motor rotation 537
direction of mount pleasant 76
direction of naval affairs 484
direction of nerve impulse 115
direction of nursing research 53
direction of party affairs 211
direction of perez himself 55
direction of phase rotation 189
direction of queen victoria 60
direction of right conduct 55
direction of roman catholic 159
direction of rotor rotation 448
direction of saint francis 62
direction of santa barbara 95
direction of screw rotation 59
direction of senior fellows 80
direction of serial increase 126
direction of shaft rotation 592
direction of simon kuznets 73
direction of social advance 103
direction of social affairs 162
direction of social control 440
direction of social history 91
direction of social justice 581
direction of social reforms 101
direction of social research 99
direction of social science 208
direction of social service 139
direction of social studies 52
direction of social welfare 665
direction of social workers 63
direction of solar radiation 112
direction of solar rotation 167
direction of sound sources 156
direction of staff members 106
direction of state affairs 957
direction of state control 351
direction of tidal current 129
direction of trade between 202
direction of trade unionism 94
direction of trading voyages 68
direction of urban renewal 84
direction of water current 342
direction of wheel rotation 290
direction of which depends 502
direction of which prayers 43
direction of which puzzled 90
direction of which remains 64
direction of which towards 46
direction of world affairs 306
direction of world history 296
direction the arrow pointed 46
direction the large convent 53
direction the light travels 64
direction the vision appeared 55
direction to avoid contact 41
direction to guard against 73
direction to human affairs 240
direction to human behavior 80
direction to human conduct 79
direction to human history 110
direction to which muslims 199
directly at every subject 40
directly at issue between 66
directly by grazing animals 45
directly by ionizing radiation 53
directly by party members 79
directly by solar radiation 98
directly he found himself 205
directly in human affairs 651
directly in human history 61
directly in latin america 68
directly in local affairs 108
directly in local markets 101
directly in overt behavior 46
directly in point against 87
directly in point because 44
directly in state affairs 42
directly on blood vessels 272
directly on every citizen 89
directly on motor neurons 795
directly on plant material 55
directly on smooth muscles 49
directly or after addition 46
directly or after dilution 159
directly or after passage 49
directly the clock strikes 111
directly the force between 43
directly the links between 49
directly the train stopped 44
directly to blood glucose 53
directly to board members 167
directly to civil society 49
directly to earned surplus 504
directly to every article 41
directly to every private 43
directly to fight marshal 43
directly to framing members 65
directly to group members 46
directly to human affairs 57
directly to human behavior 117
directly to human welfare 86
directly to jesus himself 73
directly to large numbers 151
directly to latin america 123
directly to local markets 85
directly to local schools 63
directly to local stations 171
directly to major general 79
directly to motor neurons 473
directly to please himself 58
directly to queen victoria 125
directly to santa barbara 50
directly to small farmers 62
directly to social welfare 47
directly to solar radiation 63
directly to urban markets 44
directly to women workers 40
directly to world markets 59
director in latin america 45
director of basic research 118
director of black studies 183
director of chase national 53
director of child hygiene 66
director of child welfare 519
director of civil affairs 252
director of civil defense 721
director of civil service 295
director of cuban affairs 46
director of ethnic studies 52
director of evening schools 94
director of every company 50
director of field research 118
director of field service 126
director of field studies 62
director of first national 498
director of human affairs 62
director of indian affairs 298
director of johns hopkins 151
director of labor studies 55
director of latin america 66
director of legal affairs 280
director of legal studies 55
director of lever brothers 84
director of naval affairs 76
director of naval history 110
director of negro affairs 268
director of nursing position 83
director of nursing research 139
director of nursing service 6100
director of royal buildings 47
director of social affairs 84
director of social research 235
director of social science 80
director of social service 963
director of social studies 187
director of social welfare 886
director of urban affairs 115
director of urban renewal 118
director of urban studies 70
director of which thoughts 222
director of world missions 46
director or chief engineer 120
director or chief officer 43
director or floor manager 65
director or might require 86
director or sales manager 55
director or senior manager 346
director or senior officer 549
director or stage manager 361
director or works manager 41
disabled or blind persons 101
disabled or frail elderly 126
disabled to varying degrees 61
disagree on every subject 107
disagree on nearly everything 152
disappear at every instant 83
disappear in large numbers 114
disarmed of every pretext 125
disaster in every respect 48
disaster in human history 297
disaster in latin america 55
disaster in which several 53
disaster in world history 143
disaster of human history 59
disaster or which include 56
disaster the small tribute 49
discerning no known objects 48
discerns the first regular 56
disciple of henri bergson 55
disciple of jesus because 64
disciple of saint francis 154
disciple of saint patrick 66
disciple of thomas aquinas 411
disciple of thomas carlyle 84
disclaim the greek alliance 46
disclose the exact location 122
disclose the order regnant 95
disclose the trade secrets 242
disclose the whole history 44
disclose the whole mystery 45
disclosing the trade secrets 98
disclosing the white canadian 50
discords of human society 53
discount of fifty percent 54
discount of forty dollars 41
discount of forty percent 49
discount on bonds account 50
discount on bonds payable 3534
discount on bonds retired 49
discount on naval history 603
discount on notes payable 760
discover in every passage 131
discover it within himself 144
discover or guard against 461
discover the basic factors 60
discover the chief arbiter 81
discover the exact location 405
discover the exact position 423
discover the exact relation 115
discover the false position 72
discover the human species 48
discover the links between 373
discover the magic formula 92
discover the major factors 55
discover the moral quality 153
discover the right answers 116
discover the right balance 52
discover the right formula 66
discover the right solution 100
discover the rules according 62
discover the rules governing 224
discover the social factors 43
discover the social position 43
discover the spice islands 102
discover the whole history 74
discover the whole mystery 50
discover the world outside 212
discover to exist between 40
discreet in keeping silence 72
discussing the above question 45
discussing the above results 64
discussing the above subject 106
discussing the basic features 67
discussing the basic question 46
discussing the burning question 84
discussing the civil service 60
discussing the clash between 41
discussing the final details 117
discussing the finer details 59
discussing the first problem 137
discussing the first question 241
discussing the fourth article 54
discussing the grave question 54
discussing the housing problem 57
discussing the indian question 59
discussing the irish question 111
discussing the issue because 41
discussing the korean question 50
discussing the labor problem 73
discussing the labor question 53
discussing the learning process 65
discussing the legal aspects 237
discussing the legal position 72
discussing the links between 250
discussing the major features 45
discussing the moral aspects 71
discussing the negro problem 50
discussing the negro question 97
discussing the period between 42
discussing the poetic function 47
discussing the roman catholic 45
discussing the rules governing 61
discussing the social aspects 107
discussing the social context 65
discussing the social effects 72
discussing the social function 53
discussing the social position 44
discussing the social question 48
discussing the state affairs 46
discussing the thorny question 64
discussing the vexed question 507
discussing the vital question 61
discussing the whole problem 287
discussing the whole question 640
discussing the whole subject 870
discussing the woman question 46
discussing the writing process 93
disdaining to avail himself 110
disdains to appear abashed 42
disdains to avail himself 132
disdains to press herself 46
disgrace of lending herself 40
disgrace the false glitter 103
disgrace the human species 53
disgrace to human dignity 40
disguise in which avarice 92
disguise to reveal himself 40
disliked by large numbers 59
disliked by others because 62
disliked the roman catholic 55
disliked the whole concept 60
disliked the whole process 46
disliked the whole project 66
disliked the whole subject 47
dismayed at finding herself 206
dismayed at finding himself 208
dismissing an action against 69
dismissing an action brought 145
dismissing an appeal against 234
dismissing the action against 256
dismissing the action because 60
dismissing the action brought 53
dismissing the appeal against 111
dismissing the claim against 104
dismissing the whole question 57
dismissing the whole subject 522
disobeying the royal command 45
disorder at times returning 65
disorder in adult offspring 54
disorder in brain function 102
disorder in civil society 45
disorder in human affairs 210
disorder in human society 121
disorder in latin america 73
disorder in motor vehicle 133
disorder in older persons 68
disorder in rural vermont 55
disorder in which anxiety 172
disorder in which certain 113
disorder in which chronic 69
disorder in which genetic 95
disorder in which infants 50
disorder in which muscles 47
disorder in which neurons 45
disorder in which objects 46
disorder in which patches 51
disorder in which persons 66
disorder in which several 55
disorder in which strongly 79
disorder in which victims 62
disorder is about equally 44
disorder is easily curable 52
disorder is often chronic 91
disorder is often present 223
disorder is quite variable 48
disorder is still present 68
disorder is still unknown 186
disorder is under control 105
disorder of blood vessels 160
disorder of brain function 796
disorder of human affairs 161
disorder of human society 54
disorder of motor control 145
disorder of motor function 371
disorder of motor neurons 86
disorder of renal function 87
disorder of renal tubular 99
disorder of short duration 58
disorder of varying degrees 45
disorder or panic attacks 166
dispatch of every subject 98
dispatch of indian affairs 52
dispatch of japan overseas 66
dispatch of large numbers 192
dispatch of naval vessels 54
dispatch to major general 185
dispensing of equal justice 42
dispensing of royal justice 40
disperse in small parties 161
disperse the crowd outside 58
dispersing in small parties 56
dispersing the indian warriors 113
displace the guild masters 135
displace the tongue forward 55
displacing the privy council 57
displaying an error message 1295
displaying in large letters 44
displaying on every occasion 49
displaying the drawing toolbar 98
displaying the error message 291
displaying the final results 54
displaying the links between 52
displaying the search results 189
displaying the worst features 112
displays an alert message 704
displays an amazing variety 48
displays an error message 17622
displays by local artists 152
displays in print preview 220
displays in store windows 684
displays of dried flowers 40
displays of fresh flowers 165
displays of fresh produce 46
displays of human ingenuity 40
displays of indian culture 46
displays of local history 423
displays of moral courage 53
displays on every occasion 193
displays on local history 529
displays the alert message 67
displays the basic features 54
displays the chart toolbar 120
displays the color palette 153
displays the drawing toolbar 222
displays the error message 3785
displays the final results 132
displays the first message 138
displays the getting started 114
displays the links between 109
displays the mouse pointer 169
displays the opening blossom 42
displays the paste function 55
displays the print preview 378
displays the query results 333
displays the search results 868
displays the total duration 46
displays the usual features 137
displays the usual freedom 52
displays the warning message 340
disposal of cases involving 106
disposal of every citizen 79
disposal of every student 42
disposal of fecal material 124
disposal of fetal remains 410
disposal of human affairs 92
disposal of human excreta 2482
disposal of human remains 912
disposal of large amounts 350
disposal of large numbers 124
disposal of large volumes 362
disposal of sharp objects 74
disposal of small amounts 89
disposal of solar radiation 55
disposal of waste liquids 57
disposal of waste material 1831
disposal of waste matters 342
disposal of which between 60
disposal on water quality 57
disposal to fight against 59
disposal we shall proceed 67
disposed in every variety 75
disposed in large patches 48
disposed in small figures 91
disposed of either hastily 44
disposed of every article 193
disposed of every pretext 43
disposed of every question 131
disposed of large amounts 79
disposed of large numbers 70
disposed of quite briefly 123
disposed of quite quickly 68
disposed of rather briefly 59
disposed of rather quickly 144
disposed of sixty thousand 41
disposed of under article 148
disposed of under certain 50
disposed of under chapter 102
