dabble in land speculation 40
differ in their commitment 261
differ in their competence 137
differ in their complement 85
differ in their complexions 118
differ in their complexity 482
differ in their components 45
differ in their composition 1409
differ in their conceptions 1390
differ in their conceptual 184
differ in their conclusions 1188
differ in their confidence 63
differ in their connections 47
differ in their connotation 62
differ in their consumption 145
differ in their conventions 51
differ in their convictions 52
differ in their definitions 1398
differ in their dependence 439
differ in their dependency 50
differ in their description 396
differ in their designation 41
differ in their difficulty 73
differ in their disposition 197
differ in their ecological 203
differ in their educational 367
differ in their efficiency 518
differ in their electrical 249
differ in their electronic 69
differ in their employment 251
differ in their endowments 197
differ in their enumeration 57
differ in their estimations 94
differ in their evaluations 756
differ in their evaluative 133
differ in their experience 478
differ in their explanation 383
differ in their explication 108
differ in their expressions 96
differ in their expressive 92
differ in their familiarity 113
differ in their formulation 99
differ in their generality 160
differ in their germination 43
differ in their hereditary 133
differ in their historical 264
differ in their ideological 135
differ in their importance 495
differ in their impressions 60
differ in their inclination 120
differ in their indications 69
differ in their individual 654
differ in their inferences 54
differ in their information 251
differ in their inhibitory 58
differ in their innervation 60
differ in their interaction 399
differ in their investment 115
differ in their likelihood 330
differ in their magnitudes 41
differ in their management 229
differ in their measurement 73
differ in their mechanical 164
differ in their mechanisms 268
differ in their membership 52
differ in their metabolism 128
differ in their methodology 97
differ in their morphology 462
differ in their motivations 229
differ in their nutritional 203
differ in their objectives 581
differ in their occupations 50
differ in their occurrence 106
differ in their operational 99
differ in their orientation 1345
differ in their parameters 56
differ in their particular 385
differ in their percentage 93
differ in their perceptions 2990
differ in their perceptual 124
differ in their peripheral 62
differ in their philosophy 154
differ in their physiologic 66
differ in their predictions 698
differ in their predictive 58
differ in their preference 851
differ in their preparation 52
differ in their prevalence 49
differ in their principles 149
differ in their procedures 139
differ in their proclivity 54
differ in their productions 64
differ in their productive 100
differ in their projections 70
differ in their propensity 826
differ in their properties 1754
differ in their proportions 469
differ in their punctuation 94
differ in their recognition 214
differ in their refractive 82
differ in their regulations 45
differ in their regulatory 92
differ in their reliability 149
differ in their resilience 45
differ in their resistance 1150
differ in their respective 1808
differ in their scientific 86
differ in their sentiments 405
differ in their seriousness 41
differ in their solubility 357
differ in their spontaneous 69
differ in their statements 375
differ in their strategies 355
differ in their structural 368
differ in their structures 266
differ in their subjective 231
differ in their subsequent 75
differ in their suggestions 44
differ in their techniques 149
differ in their tendencies 403
differ in their termination 41
differ in their therapeutic 97
differ in their tolerances 68
differ in their topography 49
differ in their usefulness 130
differ in their utilization 146
differ in their variability 113
differ in their viewpoints 124
differ in their vocabulary 68
differ in their volatility 73
differ in these attributes 66
differ in these properties 61
differ in three characters 61
differ in ways consistent 47
differ in what information 54
differ on their assessment 41
differ on their definitions 44
differ on their perceptions 50
digest of health legislation 438
digest of such information 42
digest so much information 98
digest the holy scriptures 87
digits or other characters 190
dilute the evil everywhere 127
dinner at lord castlereagh 43
dinner at some restaurant 206
dinner at their respective 43
dinner at your restaurant 55
dinner by more productive 64
dinner by prior arrangement 78
dinner in some restaurant 115
dinner we were introduced 107
dioxide by ocean circulation 46
dioxide in your bloodstream 45
dioxide or other greenhouse 107
dioxide or other pollutants 67
dioxide or other substances 57
dioxide to form carbonates 108
direct an oral examination 61
direct at what particular 44
direct in their application 244
direct in their criticisms 95
direct in their statements 149
direct it into productive 188
direct it into profitable 46
direct me what disposition 52
direct the fire department 43
direct the jury adequately 58
direct the most appropriate 140
direct the play activities 71
direct the work activities 130
direct to their destination 739
direct to their respective 157
direct to your destination 212
disease at least moderately 172
disease at once disappeared 40
disease in heart transplant 304
disease in many localities 50
disease in many populations 48
disease in most populations 53
disease in other localities 70
disease in other populations 41
disease in other structures 63
disease in past populations 55
disease in some localities 73
disease in some populations 98
disease in their households 59
disease in their respective 149
disease in these localities 44
disease in these populations 190
disease in these structures 70
disease in three generations 55
disease in wild populations 63
disease is also considered 135
disease is also frequently 229
disease is also influenced 102
disease is also recognized 47
disease is also relatively 53
disease is best considered 125
disease is best controlled 318
disease is best determined 41
disease is best understood 183
disease is early recognized 44
disease is less aggressive 40
disease is less frequently 161
disease is more accurately 63
disease is more aggressive 145
disease is more frequently 807
disease is more pronounced 303
disease is more protracted 177
disease is most frequently 2158
disease is most pronounced 125
disease is much aggravated 103
disease is much diminished 66
disease is once introduced 42
disease is only discovered 78
disease is only moderately 44
disease is only propagated 47
disease is only recognized 52
disease is seen frequently 91
disease is very frequently 334
disease is very infrequent 75
disease is very persistent 58
disease is very protracted 82
disease is very remarkable 52
disease is very responsive 44
disease is very suggestive 51
disease is well controlled 992
disease is well documented 431
disease is well pronounced 41
disease is well recognized 410
disease is well understood 334
disease of great importance 269
disease of iron metabolism 90
disease of much importance 74
disease of other structures 100
disease of rare occurrence 274
disease of some importance 87
disease of some particular 58
disease of these structures 318
disease on drug disposition 149
disease on drug metabolism 77
disease or been vaccinated 64
disease or other autoimmune 123
disease or other calamities 65
disease or other debilitating 186
disease or other disability 109
disease or other misfortune 148
disease or other predisposing 52
disease or pest infestation 146
disease or pest resistance 507
disease the more formidable 59
disease we must understand 88
dishes of ailing sweetbreads 55
dishes or food containers 70
dishes or other containers 66
disown as their conclusions 53
disown the late treasonable 47
disown the vile degenerate 193
dispel the evil influences 47
divers to stay underwater 46
divide it among yourselves 3193
divide it into apartments 54
divide it into appropriate 40
divide it into categories 210
divide it into components 131
divide it into convenient 101
divide it into elementary 64
divide it into individual 302
divide it into paragraphs 128
divide it into rectangular 42
divide the page vertically 49
dividing by their respective 87
dividing it into appropriate 50
dividing it into categories 248
dividing it into convenient 64
dividing it into individual 242
dividing it into paragraphs 120
dividing it into rectangular 56
dividing up their possessions 44
divine of some distinction 78
docile in their acceptance 45
docile in their disposition 44
doctor as much information 47
doctor at once pronounced 58
doctor is also informally 46
doctor is less disastrous 64
doctor is more interested 87
doctor of great experience 47
doctor or health department 166
doctor or other appropriate 60
doctor or your pharmacist 181
doctor the most appropriate 57
doctor to come immediately 94
dogmas of their particular 40
dogmas of their respective 131
dollar in full settlement 71
dollar of debt contracted 47
dollar of their investment 69
dollar or other currencies 97
dollar to other currencies 115
domain is well understood 113
domain of calm simplicity 88
domain of face recognition 48
domain of folk psychology 92
domain of free enterprise 78
domain of health psychology 73
domain of high technology 56
domain of life experience 51
domain of mere speculation 44
domain of paid employment 71
domain of pure literature 240
domain of pure mathematics 343
domain of pure philosophy 201
domain of pure psychology 66
domain of pure speculation 137
domain of risk management 62
domain of rule application 89
domain of their activities 60
domain of their application 123
domain of their discipline 47
domain of their respective 83
doomed to early destruction 146
doomed to early dissolution 55
doomed to fail eventually 65
doomed to fall inevitably 52
doomed to seek employment 97
doomed to these separations 46
dosage of these medications 205
double the fuel efficiency 137
double the life expectancy 222
double toe loop combination 97
doubling in chip complexity 261
doubling of life expectancy 352
doubling of their populations 131
doubling of union membership 97
doubling the fuel efficiency 41
doubling the life expectancy 50
doubting of some proposition 95
doubting of your accustomed 92
doubts of their efficiency 49
doubts of their reliability 49
doubts of their respective 57
doubts on their reliability 42
dozens of other activities 436
dozens of other applicants 69
dozens of other approaches 45
dozens of other attractions 76
dozens of other businesses 168
dozens of other candidates 76
dozens of other categories 135
dozens of other characters 145
dozens of other collections 47
dozens of other components 63
dozens of other currencies 55
dozens of other government 274
dozens of other historical 51
dozens of other individual 45
dozens of other industries 375
dozens of other influences 42
dozens of other informants 57
dozens of other innovations 46
dozens of other localities 66
dozens of other newspapers 199
dozens of other occupations 130
dozens of other performers 58
dozens of other periodicals 116
dozens of other professions 62
dozens of other properties 58
dozens of other references 77
dozens of other researchers 86
dozens of other scientific 76
dozens of other scientists 108
dozens of other specialists 60
dozens of other specialized 99
dozens of other specialties 64
dozens of other structures 52
dozens of other substances 61
dozens of other successful 76
dozens of other techniques 358
dozens of such statements 84
dozens of tort plaintiffs 84
drafting of such agreements 138
drafting of such legislation 223
drafting of these agreements 57
drafting of these regulations 176
drafting of zoning ordinances 138
drafts of their respective 57
drafts of what eventually 57
drawer of your escritoire 54
drawings in other collections 49
drawings in their collections 99
drawings in your sketchbook 48
drawings of their implements 54
drawings of these appearances 95
drawings of these structures 47
drawings or other information 135
dreaded by those profligate 113
dreaded the just reproaches 273
dreamed in those nightmares 69
dreamed on three successive 47
dredge or fill activities 45
dressing the most formidable 46
drifting in great quantities 75
drifting up from downstairs 85
drinking in such inordinate 42
drinking in three populations 59
drinking of your hospitable 62
drinking or food preparation 55
driven at half crankshaft 67
driven at high velocities 84
driven by four propellers 52
driven by high technology 178
driven by line management 125
driven by other motivations 62
driven by past experience 43
driven by rising inequality 42
driven by some combination 231
driven by some inexorable 44
driven by their commitment 70
driven by their conquerors 68
driven by their conscience 126
driven by their experience 75
driven by their government 48
driven by their individual 81
driven by their particular 50
driven by their perceptions 46
driven by their respective 157
driven by their unconscious 53
driven by these oppressions 66
driven me from speculation 51
driven the only profitable 67
driven to find employment 41
driven to make concessions 67
driven to open resistance 46
driven to other expedients 69
driven to other occupations 52
driven to seek assistance 82
driven to seek consolation 94
driven to seek employment 597
driven to seek information 43
driven to such desperation 265
driven to such expedients 125
driven to take precautions 51
driven to their destination 112
driven to their destruction 66
driven to their fastnesses 48
driven to their respective 357
driven to these conclusions 51
driver to wait downstairs 43
drives an evil propensity 109
drives so many adolescent 42
dropping the time subscripts 44
drowning of five franciscan 40
duller or less productive 54
dunces of their consolation 162
duties as have heretofore 162
duties as lord chancellor 109
duties as lord lieutenant 120
duties at their respective 71
duties in their privileges 49
duties in their respective 796
duties no less positively 47
duties of city government 50
duties of full disclosure 65
duties of full membership 54
duties of good government 120
duties of great importance 899
duties of high importance 48
duties of less importance 44
duties of lord chancellor 151
duties of lord lieutenant 63
duties of more importance 101
duties of said department 55
duties of such commissions 47
duties of such committees 243
duties of such employment 148
duties of such importance 57
duties of such inspectors 106
duties of their department 57
duties of their employment 593
duties of their households 58
duties of their particular 185
duties of their professions 96
duties of their respective 17594
duties of these assistants 61
duties of these authorities 65
duties of these commissions 91
duties of these committees 510
duties of these inspectors 97
duties of town government 44
duties of true friendship 44
duties of true repentance 44
duties of your attendance 72
duties of your department 131
duties of your particular 61
duties of your respective 142
duties on farm implements 56
duties on their exportation 77
duties on their importation 157
duties on their patrimonial 59
duties on their respective 85
duties or other liabilities 67
duties to fall frequently 133
duties to their principals 98
duties to their respective 141
duties we have undertaken 47
dwelling in their respective 47
dwelling on some irrelevant 67
dwelling or other residential 185
dwelling or other structures 73
dwells on their simplicity 139
