dab of mayonnaise on 81
did it contribute to 1539
did it correspond in 50
did it correspond to 414
did it disappoint the 62
did it discourage the 70
did it experience the 77
did it facilitate the 105
did it foreshadow the 45
did it frequently in 43
did it ignorantly in 1418
did it illuminate the 40
did it illustrate the 52
did it invalidate the 50
did it regardless of 134
did it understand the 109
did me absolutely no 74
did my appreciation of 43
did my confidence in 55
did my experience of 40
did my grandfather do 43
did my grandfather in 44
did my grandmother do 48
did my internship at 97
did my internship in 77
did no disservice to 90
did so apparently in 72
did so apparently on 40
did so attractive to 60
did so beautifully in 44
did so brilliantly in 175
did so confiscate it 58
did so consciously or 172
did so constantly in 41
did so constantly to 70
did so eloquently in 41
did so essentially by 55
did so essentially in 49
did so essentially on 52
did so exhilarate my 115
did so explicitly in 136
did so explicitly on 69
did so explicitly to 48
did so frequently in 182
did so immediately by 54
did so immediately on 77
did so implicitly by 63
did so implicitly in 46
did so indirectly by 426
did so indirectly in 78
did so ostensibly to 55
did so regardless of 478
did so splendidly in 55
did so surrounded by 69
did so understand it 246
did so understand the 52
did the aborigines in 93
did the aborigines of 54
did the abstinence of 42
did the acceptance of 423
did the accusations of 50
did the acquisition of 547
did the activities of 1188
did the advantages of 210
did the adventures of 85
did the alchemists of 54
did the allegations of 42
did the ambassador of 59
did the anarchists of 51
did the application of 801
did the appreciation of 115
did the approaches to 60
did the appropriate thing 143
did the appropriating of 50
did the archbishop of 752
did the architects of 406
did the arrangement of 178
did the ascendancy of 51
did the aspirations of 200
did the assemblies of 47
did the assessment of 65
did the assignment of 106
did the assistance of 58
did the associations of 70
did the atmosphere in 47
did the atmosphere of 334
did the attachment of 53
did the attainment of 63
did the attendance at 50
did the attendance of 42
did the attendants of 50
did the attractions of 72
did the attributes of 43
did the authorities at 142
did the authorities do 152
did the authorities in 352
did the authorities of 331
did the background of 48
did the bitterness of 242
did the bolsheviks in 102
did the boundaries of 302
did the bourgeoisie in 61
did the brightness of 66
did the calculation in 170
did the calculation of 68
did the canaanites of 42
did the candidates of 53
did the categories of 78
did the celebration of 165
did the centrality of 58
did the ceremonies of 89
did the chancellor of 220
did the characters do 52
did the characters in 240
did the characters of 154
did the chivalrous king 43
did the circulation of 219
did the coefficient of 56
did the collections of 87
did the combination of 761
did the commandant of 58
did the commanders of 210
did the commentary on 46
did the commitment of 72
did the commitment to 199
did the commonwealth of 112
did the communists do 42
did the communists in 172
did the comparison of 104
did the competition of 94
did the compilation of 50
did the complaints of 122
did the complexity of 550
did the components of 101
did the composition of 719
did the compromise of 171
did the conceptions of 45
did the conclusions of 64
did the conductors of 45
did the conference go 88
did the conference of 163
did the confidence of 279
did the confluence of 52
did the congregation at 52
did the congregation of 169
did the conquerors of 84
did the conscience of 157
did the conspiracy of 58
did the consumption of 458
did the continuity of 45
did the contraction of 92
did the conventions of 99
did the convictions of 41
did the corporation of 66
did the correlation of 47
did the criticisms of 92
did the culmination of 47
did the cultivation of 414
did the curriculum of 51
did the declaration of 854
did the decorations in 42
did the defendants do 46
did the defendants in 153
did the deficiency of 47
did the definitions of 75
did the degradation of 46
did the department of 1654
did the dependence of 147
did the dependence on 43
did the dependents of 43
did the deployment of 80
did the depreciation of 49
did the descendant of 89
did the description of 205
did the designation of 68
did the destruction of 990
did the detachment of 47
did the devaluation of 67
did the devastation of 47
did the developers of 89
did the difference in 417
did the difference of 82
did the difficulty in 65
did the difficulty of 392
did the discipline of 186
did the discontent of 109
did the discoverer of 40
did the discussions in 41
did the discussions of 51
did the displeasure of 74
did the disposition of 218
did the disposition to 63
did the dissenters in 55
did the dissolution of 269
did the distinction of 78
did the dramatists of 53
did the efficiency of 241
did the elaboration of 41
did the elimination of 224
did the embodiment of 49
did the emissaries of 78
did the employment of 360
did the enrollment of 44
did the enterprise of 41
did the equivalent of 625
did the examination of 189
did the excellence of 114
did the excellency of 46
did the excitement of 170
did the exclamation of 42
did the executives of 86
did the exigencies of 338
did the expectation of 202
did the experience in 53
did the experience of 1622
did the experiment at 60
did the experiment in 266
did the experiment of 118
did the experiment on 109
did the experiment to 53
did the explanation of 76
did the exploration of 125
did the expressions of 66
did the facilities of 44
did the fanaticism of 122
did the forefathers of 44
did the formulation of 103
did the foundations of 103
did the friendship of 192
did the frustration of 92
did the generality of 194
did the generations of 96
did the generosity of 121
did the government at 248
did the government do 2890
did the government go 150
did the government in 560
did the government no 140
did the government of 4249
did the government or 146
did the government so 88
did the grandfather of 46
did the grievances of 76
did the imagination of 234
did the immigrants of 81
did the immigration of 105
did the implements of 41
did the implication of 51
did the importance of 2057
did the importation of 226
did the impossible by 157
did the impossible in 153
did the impossible to 178
did the inadequacy of 132
did the inclination to 52
did the incongruity of 61
did the incredible thing 59
did the indignation of 81
did the individual do 198
did the individual in 91
did the industries of 47
did the inevitable thing 69
did the influences of 96
did the information in 96
did the information on 64
did the inheritors of 40
did the iniquities of 111
did the innovations of 51
did the insistence of 115
did the insistence on 86
did the inspectors of 67
did the inspiration of 135
did the institution of 879
did the instruction in 44
did the instructor do 58
did the integration of 158
did the interaction of 168
did the interchange of 65
did the interviewing in 67
did the interviews go 63
did the interviews in 70
did the investment in 57
did the investment of 55
did the legislation of 156
did the legitimacy of 78
did the liberalism of 48
did the liberality of 60
did the likelihood of 385
did the limitations of 138
did the liquidation of 71
did the literature of 319
did the literature on 51
did the loneliness of 58
did the management of 592
did the manuscript of 68
did the measurement of 55
did the mechanisms of 67
did the membership of 327
did the misconduct of 77
did the monarchies of 54
did the narratives of 43
did the nationalism of 47
did the negligence of 47
did the negotiations go 41
did the negotiators of 48
did the neighborly thing 51
did the netherlands in 96
did the newspapers in 50
did the newspapers of 161
did the objectives of 104
did the obligations of 53
did the observance of 138
did the observation of 145
did the occupations of 64
did the occurrence of 167
did the organizers of 130
did the orientation of 76
did the originator of 84
did the parliaments of 43
did the particular thing 44
did the penetration of 93
did the percentage of 2750
did the perceptions of 117
did the perfections of 61
did the persecution of 342
did the persuasions of 70
did the petitioners in 44
did the phenomenon of 282
did the philosophy of 615
did the photograph of 50
did the physicists of 49
did the plaintiffs in 178
did the politeness of 48
did the politicians in 51
did the politicians of 127
did the popularity of 657
did the populations of 215
did the portuguese in 136
did the possessors of 77
did the postmortem on 49
did the predictions of 86
did the prejudices of 50
did the preparation of 284
did the presidency of 64
did the presidents of 216
did the pretensions of 47
did the prevalence of 285
did the principals of 54
did the principles of 565
did the privileges of 105
did the productions of 120
did the professors of 164
did the prohibition of 177
did the proletariat of 48
did the prolongation of 55
did the prominence of 87
did the propaganda of 58
did the propensity to 61
did the properties of 79
did the prophecies of 55
did the proponents of 457
did the proportions of 203
did the proposition of 59
did the proprietor of 143
did the prosecution of 70
did the prosecution or 48
did the prosperity of 346
did the providence of 175
did the psychology of 173
did the publication at 66
did the publication in 44
did the publication of 980
did the publishers of 143
did the punishment of 135
did the purchasers of 42
did the quantities of 67
did the radicalism of 45
did the reappearance of 44
did the recipients of 145
did the recognition of 343
did the references to 60
did the refinement of 100
did the reformation do 47
did the reformation in 83
did the regulations of 87
did the reluctance of 138
did the renunciation of 46
did the reputations of 60
did the researchers do 50
did the researchers in 56
did the resentment of 127
did the residences of 40
did the resignation of 99
did the resistance of 263
did the resistance to 131
did the resolutions of 117
did the restoration of 441
did the restriction of 93
did the resurgence of 59
did the retirement of 43
did the revelations of 80
did the revolutions in 63
did the revolutions of 124
did the sacrifices of 96
did the scientists of 110
did the segregation of 54
did the sentiments of 113
did the seriousness of 152
did the settlement of 418
did the shortcomings of 45
did the similarity of 87
did the simplicity of 190
did the sovereigns of 117
did the statements of 97
did the strangeness of 47
did the strategies of 93
did the structures of 101
did the subjugation of 72
did the successors of 308
did the suggestions of 64
did the superiority of 540
did the supervision of 76
did the supervisor do 49
did the supporters of 578
did the suppression of 230
did the techniques of 176
did the technology of 138
did the telegraphing to 45
did the termination of 110
did the topography of 49
did the townspeople of 48
did the traditional thing 68
did the translation of 332
did the translator of 85
did the unexpected by 74
did the unexpected thing 197
did the unification of 192
did the uniformity of 46
did the university of 1373
did the unthinkable by 113
did the unthinkable in 78
did the usefulness of 77
did the utilization of 84
did the utterances of 68
did the wickedness of 76
did to accomplish it 78
did to accomplish the 106
did to contribute to 431
did to counteract the 55
did to discourage the 54
did to facilitate the 73
did to illustrate the 63
did to intimidate me 50
did to invalidate the 43
did to understand the 125
did we accomplish by 70
did we accomplish in 46
did we accomplish the 111
did we anticipate the 186
did we comprehend the 42
did we condescend to 49
did we contribute to 64
did we experience the 174
did we understand in 84
did we understand it 40
did we understand the 318
die as heroically as 41
die as painlessly as 217
die in attestation of 105
die in confidence of 54
die in conformity to 58
die in convulsions in 121
die in convulsions of 180
die in loneliness in 42
die in preference to 261
die is controlled by 45
die is determined by 354
die is equivalent to 133
die is maintained at 42
die is sufficient to 40
die of asphyxiation in 221
die of asphyxiation or 42
die of consumption as 41
die of consumption at 139
die of consumption if 60
die of consumption in 1002
die of consumption or 258
die of consumption to 85
die of convulsions or 53
die of dehydration if 130
die of dehydration in 257
die of dehydration or 282
die of frustration if 42
die of haemorrhage or 43
die of hemorrhage or 143
die of impatience to 83
die of loneliness if 107
die of loneliness in 130
die of melancholy in 134
die of pestilence or 46
die of suffocation as 134
die of suffocation if 266
die of suffocation in 542
die of suffocation or 376
die to experience the 50
die to facilitate the 42
dig the foundations of 399
dig up information on 285
dim in comparison to 252
dim the brightness of 1637
dim the importance of 105
dim the popularity of 41
dip is determined by 138
dip is sufficient to 48
dip or inclination is 117
dip or inclination of 1529
dip or inclination to 125
dip the evangelists in 111
dip the instrument in 53
dip the thermometer in 45
does an acceptance of 74
does an accountant do 44
does an application of 107
does an appreciation of 238
does an assemblage of 40
does an assessment of 178
does an assignment of 47
does an assortment of 41
does an atmosphere of 66
does an examination of 1182
does an experience of 64
does an experiment in 96
does an experiment on 49
does an experiment to 104
does an explanation of 101
does an exploration of 53
does an incantation or 51
does an inclination to 52
does an individual do 219
does an individual go 174
does an individual in 220
does an individual of 79
does an individual or 355
does an individual so 151
does an infinitude of 54
does an inhabitant of 47
does an insistence on 60
does an investment in 117
does he accomplish by 140
does he accomplish it 61
does he accomplish the 86
does he anticipate the 150
does he articulate the 61
does he comprehend the 216
does he condescend to 269
does he conjecture we 42
does he contradict the 53
does he contribute to 427
does he correspond to 43
does he disapprove of 131
does he exaggerate the 243
does he experience an 125
does he experience in 50
does he experience it 68
does he experience the 381
does he illustrate it 50
does he illustrate the 208
does he manipulate the 68
does he relinquish the 65
does he understand by 429
does he understand it 277
does he understand me 58
does he understand of 165
does he understand the 1847
does in comparison to 118
does in constituting the 43
does in discussions of 40
does in furtherance of 57
does in interpreting the 51
does in preference to 44
does is acceptable to 43
does is attributed to 51
does is calculated to 86
does is comparable to 43
does is conditioned by 134
does is considered as 47
does is considered to 50
does is controlled by 255
does is determined by 967
does is determined in 85
does is equivalent to 61
does is essentially the 42
does is essentially to 65
does is influenced by 209
does is irrelevant to 47
does is tantamount to 45
does it accelerate the 66
does it accomplish in 157
does it accomplish the 143
does it accomplish to 46
does it accumulate in 85
does it antagonize the 51
does it anticipate the 91
does it articulate the 47
does it complement the 125
does it complicate the 90
does it comprehend the 158
does it compromise the 121
does it condescend to 47
does it consciously or 113
does it constitute an 898
does it constitute in 66
does it constitute the 877
does it contradict it 84
does it contradict or 105
does it contradict the 701
does it contravene the 75
does it contribute in 96
does it contribute to 5935
does it correspond in 227
does it correspond to 2688
does it counteract the 45
does it discourage the 45
does it distribute the 70
does it exacerbate the 40
does it exaggerate the 77
does it experience in 49
does it experience the 79
does it facilitate or 51
does it facilitate the 362
does it foreshadow the 109
does it generalize to 54
does it ignorantly or 42
does it illuminate the 302
does it illustrate the 785
does it indirectly by 103
does it invalidate or 59
does it invalidate the 423
does it manifestly to 139
does it obliterate the 77
does it perpetuate the 69
does it predispose to 123
does it presuppose an 61
does it presuppose the 248
does it regardless of 46
does it supplement the 45
does it underscore the 74
does it understand by 86
does it understand the 200
does my experience of 70
does no disservice to 258
does so brilliantly in 58
does so consciously or 163
does so essentially by 70
does so explicitly by 56
does so explicitly in 168
does so explicitly or 58
does so frequently in 183
does so implicitly by 123
does so implicitly in 101
does so indirectly by 678
does so indirectly in 56
does so indirectly via 47
does so regardless of 537
does the abstraction of 75
does the acceptance of 1102
does the acquisition of 912
does the activities of 108
does the adjustment of 105
does the advantages of 90
does the affirmation of 222
does the aggregation of 115
does the alternation of 105
does the apocalypse of 50
does the application of 3053
does the appreciation of 220
does the appropriate thing 80
does the archbishop of 141
does the arrangement of 1148
does the ascendancy of 44
does the assessment of 311
does the assignment of 332
does the assistance of 51
does the atmosphere in 81
does the atmosphere of 455
does the attachment of 117
does the attachment to 40
does the attainment of 373
does the attendance of 44
does the attenuation of 54
does the attribution of 202
does the background of 200
does the bankruptcy of 87
does the bitterness of 49
does the brightness of 507
does the brotherhood of 46
does the calculation in 42
does the calculation of 397
does the capability of 115
does the capitalist do 47
does the celebration of 268
does the centrality of 134
does the cerebellum do 49
does the chancellor of 97
does the characters in 40
does the characters of 51
does the chronology of 115
does the circulation of 315
does the coagulation of 48
does the coefficient of 793
does the coefficient on 54
does the coexistence of 97
does the combination of 1872
does the commentary on 62
does the commitment of 87
does the commitment to 262
does the comparison of 629
does the comparison to 43
does the competence of 66
does the competition of 87
does the compilation of 59
does the complement of 58
does the complexity of 1880
does the composition of 2213
does the compression of 64
does the computation of 226
does the concealment of 47
does the confidence in 50
does the confidence of 130
does the confluence of 66
does the conjunction of 185
does the connotation of 56
does the conscience of 163
does the conspiracy to 46
does the consumption of 779
does the continuity of 318
does the contraction of 222
does the cooperation of 101
does the corporation do 60
does the correlation of 159
does the culmination of 107
does the cultivation of 559
does the curriculum in 75
does the curriculum of 110
does the declaration of 733
does the deficiency of 70
does the degradation of 113
does the department do 58
does the department in 48
does the department of 1396
does the department or 40
does the dependence of 305
does the dependence on 73
does the dependency of 47
does the deployment of 136
does the depreciation of 54
does the deprivation of 45
does the derivative of 63
does the description in 111
does the description of 2277
does the designation of 228
does the destruction of 982
does the destruction or 70
does the difference go 51
does the difference in 2113
does the difference of 994
does the difficulty in 243
does the difficulty of 1285
does the discipline of 429
does the disclosure of 77
does the discontent of 72
does the disposition of 287
does the disposition to 165
does the dissociation of 69
does the dissolution of 266
does the distinction in 43
does the distinction of 274
does the divergence of 78
does the durability of 65
does the efficiency of 1135
does the elaboration of 143
does the elasticity of 523
does the elimination of 630
does the embodiment of 47
does the employment of 739
does the enterprise of 55
does the enumeration of 96
does the equivalent of 559
does the evaporation of 143
does the examination of 437
does the excellence of 205
does the excellency of 160
does the excitement of 118
does the exhortation to 47
does the expectation of 432
does the experience in 74
does the experience of 4913
does the experiment of 92
does the explanation of 530
does the exploration of 134
does the fabrication of 59
does the familiarity of 54
does the fascination of 60
does the feasibility of 64
does the fellowship of 46
does the fluctuation of 43
does the formulation of 283
does the friendship of 72
does the frustration of 67
does the generality of 105
does the generosity of 62
does the government as 103
does the government do 1668
does the government go 82
does the government in 271
does the government of 2146
does the government or 91
does the guidelines of 77
does the hydrolysis of 78
does the illegality of 40
does the imagination of 214
does the immigration of 96
does the impairment of 64
does the implication of 121
does the importance of 3219
does the importation of 126
does the impossible in 47
does the inaccuracy of 44
does the inadequacy of 126
does the incapacity of 47
does the incarnation of 55
does the inclination of 126
does the inclination to 154
does the incongruity of 110
does the individual as 75
does the individual do 545
does the individual go 107
does the individual in 251
does the individual of 51
does the individual or 199
does the individual to 41
does the inductance of 84
does the inequality of 102
does the inferiority of 40
does the information go 97
does the information in 809
does the information of 40
does the information on 292
does the information to 61
does the information we 74
does the inhabitant of 118
does the inscription of 49
does the inscription on 132
does the insistence of 51
does the insistence on 143
does the inspiration of 312
does the institution of 730
does the institution or 64
does the instruction in 59
does the instruction of 91
does the instructor do 53
does the instrument of 80
does the integration of 406
does the interaction of 615
does the interchange of 61
does the investment in 125
does the investment of 107
does the lawfulness of 69
does the legislation of 117
does the legitimacy of 244
does the likelihood of 1842
does the limitations of 45
does the liquidation of 42
does the literature in 52
does the literature of 535
does the literature on 410
does the loveliness of 57
does the luminosity of 102
does the management of 1044
does the materiality of 56
does the mathematics of 239
does the measurement of 561
does the membership of 197
does the metabolism of 220
does the methodology of 74
does the morphology of 116
does the narrowness of 55
does the nationality of 85
does the negligence of 41
does the observance of 250
does the observation of 402
does the occurrence of 1567
does the orientation of 398
does the peculiarity of 238
does the penetration of 76
does the percentage of 2276
does the permanence of 129
does the persecution of 73
does the phenomenon of 1004
does the philosophy of 918
does the photograph of 110
does the phraseology of 64
does the popularity of 417
does the postulation of 117
does the preference of 44
does the preparation of 528
does the presumption of 227
does the prevalence of 781
does the principles of 95
does the progression of 139
does the prohibition of 345
does the prohibition on 72
does the prolongation of 84
does the prominence of 150
does the propaganda of 46
does the propagation of 139
does the propensity of 71
does the propensity to 195
does the properties of 61
does the proposition of 63
does the proprietor of 127
does the prosecution of 46
does the prosperity of 490
does the protoplasm of 65
does the providence of 241
does the psychology of 318
does the publication of 584
does the punishment of 280
does the rationality of 153
does the reappearance of 101
does the recognition of 1437
does the recurrence of 105
does the refinement of 68
does the reflections of 48
does the regularity of 116
does the reiteration of 49
does the relativity of 71
does the reliability of 294
does the reluctance of 73
does the renunciation of 60
does the repertoire of 60
does the replication of 67
does the reservation of 60
does the resistance of 1130
does the resistance to 266
does the respiration of 43
does the restoration of 177
does the restriction of 192
does the restriction on 52
does the resurgence of 119
does the retirement of 43
does the sacredness of 109
does the segregation of 43
does the seriousness of 177
does the settlement of 300
does the similarity in 86
does the similarity of 315
does the simplicity of 287
does the sinfulness of 56
does the solidarity of 96
does the solubility of 389
does the standpoint of 88
does the stimulation of 140
does the strangeness of 63
does the subdivision of 85
does the superiority of 417
does the supervision of 82
does the supervisor do 86
does the supervisor of 53
does the supposition of 134
does the suppression of 239
does the technology of 205
does the tenderness of 82
does the termination of 204
does the topography of 148
does the trajectory of 154
does the transaction of 43
does the translation of 306
does the translator do 44
does the translator of 45
does the unexpected thing 45
does the unification of 40
does the uniformity of 166
does the uniqueness of 247
does the university do 41
does the university of 660
does the usefulness of 291
does the utilization of 241
does the variability in 120
does the variability of 264
does the vindication of 46
does the visibility of 105
does the vocabulary of 174
does the volatility of 74
does to accomplish the 86
does to contribute to 151
does to disappoint it 49
does to facilitate the 55
does to understand the 78
dog as determined by 79
dog as inartistic as 46
dog in preference to 60
dog is accustomed to 297
dog is conditioned to 317
dog is considered an 84
dog is considered by 59
dog is considered the 125
dog is considered to 194
dog is controlled by 49
dog is determined by 68
dog is determined to 52
dog is distracted by 42
dog is encouraged to 133
dog is equivalent to 58
dog is frightened by 53
dog is frightened of 50
dog is interested in 94
dog is introduced to 77
dog is preferable to 89
dog is punishable by 99
dog is restrained in 60
dog is sacrificed to 48
dog is stimulated by 79
dog is sufficient to 130
dog to accomplish it 85
dog to contribute in 50
dog to understand the 117
doing an assessment of 229
doing an assignment in 54
doing an assignment on 95
doing an assignment or 53
doing an assortment of 65
doing an ethnography of 185
doing an examination of 51
doing an experiment as 108
doing an experiment at 56
doing an experiment in 404
doing an experiment is 89
doing an experiment of 70
doing an experiment on 298
doing an experiment or 143
doing an experiment to 358
doing an impossible thing 99
doing an internship at 337
doing an internship in 256
doing an interstate or 63
doing an unrighteous or 93
doing as tranquilly as 56
doing be preferable to 64
doing he diminishes the 41
doing he discovered the 120
doing he emphasized the 57
doing he emphasizes the 49
doing he introduced an 40
doing he sacrificed the 68
doing he undermines the 40
doing in comparison to 600
doing in furtherance of 60
doing in manipulating the 53
doing is contributing to 146
doing is determined by 91
doing is equivalent to 66
doing is establishing the 48
doing is interpreting the 49
doing is perpetuating the 46
doing is representing the 44
doing is sufficient to 47
doing is tantamount to 104
doing is transferring the 71
doing it consciously or 94
doing it regardless of 168
doing it undermines the 42
doing my internship at 48
doing my internship in 41
doing no disservice to 50
doing or experiencing or 52
doing or forbearance of 331
doing so consciously or 40
doing so contribute to 258
doing so contributing to 40
doing so determines the 55
doing so diminishes the 96
doing so discovered the 146
doing so eliminates the 142
doing so emphasized the 55
doing so emphasizes the 64
doing so encouraged the 53
doing so highlights the 101
doing so illustrate the 41
doing so indirectly by 107
doing so introduces the 76
doing so jeopardizes the 47
doing so outweighed the 65
doing so overhauled the 60
doing so regardless of 194
doing so reinforced the 45
doing so reinforces the 107
doing so represents an 48
doing so represents the 46
doing so simplifies the 101
doing so strengthened the 81
doing so undermined the 142
doing so undermines the 131
doing the activities in 495
doing the activities of 89
doing the adventurer in 45
doing the appropriate thing 238
doing the assessment is 59
doing the assessment of 41
doing the backstroke in 171
doing the biographies in 62
doing the calculation by 72
doing the calculation in 164
doing the calculation is 61
doing the calculation of 56
doing the charleston in 90
doing the charleston on 46
doing the civilities of 41
doing the commentary on 52
doing the computation in 42
doing the equivalent of 1107
doing the ethnography of 76
doing the experiment as 45
doing the experiment at 116
doing the experiment in 214
doing the experiment is 134
doing the experiment on 122
doing the experiment or 56
doing the experiment the 55
doing the fashionable thing 43
doing the groundwork to 40
doing the impossible by 72
doing the impossible in 159
doing the impossible is 99
doing the impossible on 43
doing the impossible thing 52
doing the impossible to 204
doing the individual is 73
doing the individual to 41
doing the interviewing is 45
doing the interviews in 58
doing the mathematics of 45
doing the neighborly thing 46
doing the particular thing 172
doing the philosophy of 141
doing the screenplay of 47
doing the traditional thing 74
doing the translation is 66
doing the translation of 72
doing the unexpected in 77
doing the unexpected thing 159
doing the unthinkable in 41
doing to accomplish the 90
doing to contribute to 726
doing to counteract the 74
doing to facilitate the 113
doing to perpetuate the 78
doing to understand the 98
doing we contribute to 41
don by observation of 75
doth so overcharge the 78
doth the conceptions of 121
doth the experience of 66
doth the similitude of 251
dot is determined by 148
dot is equivalent to 86
dot is surrounded by 71
dot the landscapes of 233
dry an atmosphere as 103
dry by evaporation in 54
dry by evaporation of 800
dry in comparison to 237
dry or productive of 177
dry up completely by 48
dry up completely in 792
dry up completely or 82
due as determined by 87
due as restitution or 91
due at southampton on 44
due at winchester at 86
due by government to 217
due in marseilles on 59
due in particular to 3769
due in preference to 49
due in recognition of 57
due in settlement of 120
due is calculated as 72
due is calculated by 211
due is calculated on 82
due is considered to 83
due is determined as 172
due is determined by 387
due is discharged to 155
due is equivalent to 104
due on acceptance of 140
due on settlement of 80
due on termination of 83
due or appropriate to 44
due the acquisition of 60
due the application of 102
due the authorities of 42
due the beneficiary of 48
due the combination of 67
due the commonwealth on 75
due the complexity of 79
due the composition of 55
due the contractor as 72
due the contractor at 93
due the contractor by 76
due the contractor in 61
due the contractor is 63
due the contractor on 213
due the contractor or 149
due the contractor the 183
due the contractor to 71
due the corporation as 153
due the corporation by 126
due the corporation or 48
due the department of 116
due the destruction of 152
due the difference in 182
due the difference of 96
due the difficulty of 64
due the distinction of 156
due the efficiency of 88
due the elaboration of 49
due the excellence of 96
due the formulation of 75
due the government as 44
due the government by 115
due the government in 138
due the government is 71
due the government of 172
due the government on 199
due the government or 64
due the importance of 102
due the institution of 137
due the interaction of 50
due the management of 45
due the occurrence of 58
due the permanence of 56
due the phenomenon of 72
due the popularity of 63
due the prevalence of 128
due the prosperity of 154
due the publication of 134
due the publishers of 120
due the recognition of 206
due the restoration of 272
due the settlement of 56
due the superiority of 135
due the suppression of 66
due the translation of 52
due the uniqueness of 164
due the university of 257
due to abbreviation of 47
due to aberrations in 267
due to aberrations of 208
due to abhorrence of 59
due to abstraction of 233
due to accelerating the 81
due to acceptance of 917
due to accidental or 685
due to accusations of 289
due to acquisition by 45
due to acquisition of 795
due to acquisition or 68
due to activities at 43
due to activities in 404
due to activities of 719
due to activities on 52
due to adaptations in 53
due to adaptations of 52
due to adaptations to 293
due to adjustment in 61
due to adjustment of 381
due to adjustment to 110
due to admixtures of 257
due to advantages in 122
due to advantages of 243
due to aggravation of 267
due to aggregates of 169
due to aggregation in 63
due to aggregation is 77
due to aggregation of 1230
due to aggregation or 138
due to alcoholism in 407
due to alcoholism is 146
due to alcoholism or 438
due to alkalinity of 113
due to allegations of 665
due to alterations at 72
due to alterations in 10257
due to alterations of 1704
due to alterations or 54
due to alterations to 68
due to alternation in 53
due to alternation of 313
due to amelioration of 124
due to amendments in 69
due to amendments to 117
due to anatomical or 175
due to anisotropy in 257
due to anisotropy is 45
due to anisotropy of 414
due to antagonism of 472
due to antagonism to 61
due to antibodies in 172
due to antibodies of 97
due to antibodies to 432
due to application of 3845
due to application or 42
due to appreciation in 210
due to appreciation of 601
due to appreciation or 87
due to arrangement of 183
due to asphyxiation or 48
due to assessment of 51
due to assignment of 111
due to assignment to 46
due to associations of 135
due to assumptions in 43
due to assumptions of 97
due to attachment of 464
due to attachment to 499
due to attainment of 194
due to attendance at 247
due to attenuation by 224
due to attenuation in 249
due to attenuation is 61
due to attenuation of 925
due to attenuation or 57
due to attractive or 58
due to attributes of 80
due to autoimmune or 45
due to background or 68
due to bankruptcy of 147
due to bankruptcy or 375
due to barrenness of 44
due to bereavement or 42
due to bifurcation of 82
due to biochemical or 62
due to breakthrough of 47
due to bronchitis or 150
due to calculation of 59
due to calibration of 48
due to carbonates of 99
due to carbonates or 43
due to carbonation is 57
due to carbonation of 81
due to carbonation or 70
due to casualties in 84
due to casualties or 123
due to censorship or 74
due to cerebellar or 61
due to chloroform or 45
due to circulation of 415
due to cloudiness of 59
due to clumsiness or 77
due to coagulation of 993
due to coagulation or 69
due to coarseness of 150
due to coefficient of 53
due to coexistence of 160
due to collections of 347
due to combination of 1645
due to combination or 43
due to commissioning of 72
due to commitment to 102
due to comparison of 140
due to competition as 53
due to competition at 134
due to competition by 452
due to competition in 594
due to competition is 119
due to competition of 781
due to competition on 75
due to competition or 336
due to complaints by 139
due to complaints of 301
due to complexity in 107
due to complexity of 926
due to complexity or 113
due to components in 90
due to components of 373
due to composition of 144
due to composition or 56
due to compression as 171
due to compression at 236
due to compression by 1823
due to compression in 517
due to compression is 499
due to compression of 14216
due to compression on 188
due to compression or 1219
due to compromise of 412
due to compulsions of 81
due to concealment of 89
due to conductive or 65
due to confidence in 352
due to confluence of 132
due to conformity to 123
due to conjugation of 149
due to conjunction of 80
due to constraint of 367
due to constraint on 115
due to constraint or 42
due to consumption by 363
due to consumption in 151
due to consumption of 3932
due to consumption or 88
due to contiguity of 53
due to continuity in 81
due to continuity of 324
due to continuous or 92
due to contraction at 153
due to contraction by 63
due to contraction in 466
due to contraction is 126
due to contraction of 9081
due to contraction on 213
due to contraction or 453
due to conventions of 59
due to convergent or 75
due to conversions of 57
due to conversions to 42
due to convolution of 43
due to convulsions of 69
due to cooperation of 154
due to corrections in 52
due to corrections of 69
due to corrections to 53
due to correlation in 41
due to correlation of 249
due to corruptions of 58
due to criticisms of 85
due to cultivation in 104
due to cultivation of 290
due to deactivation of 230
due to debasement of 72
due to declaration of 78
due to decrements in 68
due to deficiency in 2161
due to deficiency of 14824
due to deficiency or 425
due to definitions of 60
due to deflections of 147
due to deformation at 60
due to deformation by 105
due to deformation in 241
due to deformation is 271
due to deformation of 2047
due to deformation or 122
due to degeneracy of 106
due to degradation by 463
due to degradation in 201
due to degradation is 58
due to degradation of 2806
due to degradation or 244
due to dehydration as 128
due to dehydration in 156
due to dehydration is 142
due to dehydration of 774
due to dehydration or 659
due to deliberate or 168
due to deliveries of 49
due to department of 113
due to departures of 135
due to dependence of 287
due to dependence on 2269
due to dependency of 48
due to dependency on 204
due to deployment of 104
due to depositions of 53
due to depositors in 250
due to depositors of 41
due to depositors on 119
due to depreciation in 267
due to depreciation is 172
due to depreciation of 868
due to depreciation on 55
due to depreciation or 100
due to depressions in 84
due to deprivation of 1000
due to deprivation or 87
due to derangement in 60
due to derangement of 971
due to dereliction of 85
due to desiccation in 52
due to desiccation of 301
due to desiccation or 118
due to destruction by 558
due to destruction in 106
