union by negotiating the marriage 49
used to evaluate the control 63
used to evaluate the criteria 46
used to evaluate the current 346
used to evaluate the decision 107
used to evaluate the density 86
used to evaluate the dynamic 142
used to evaluate the effects 7721
used to evaluate the elastic 67
used to evaluate the element 121
used to evaluate the entropy 137
used to evaluate the factors 69
used to evaluate the fatigue 128
used to evaluate the fitness 343
used to evaluate the following 429
used to evaluate the fraction 45
used to evaluate the function 477
used to evaluate the general 137
used to evaluate the genetic 76
used to evaluate the impacts 260
used to evaluate the increase 57
used to evaluate the inverse 52
used to evaluate the lateral 50
used to evaluate the location 77
used to evaluate the manager 60
used to evaluate the material 140
used to evaluate the maximum 296
used to evaluate the minimum 158
used to evaluate the moments 149
used to evaluate the natural 73
used to evaluate the network 131
used to evaluate the newborn 46
used to evaluate the operating 52
used to evaluate the optical 71
used to evaluate the optimal 85
used to evaluate the optimum 104
used to evaluate the outcome 261
used to evaluate the overall 1323
used to evaluate the patient 1340
used to evaluate the pattern 45
used to evaluate the position 114
used to evaluate the potency 51
used to evaluate the present 308
used to evaluate the primary 48
used to evaluate the problem 80
used to evaluate the process 209
used to evaluate the product 190
used to evaluate the program 517
used to evaluate the project 269
used to evaluate the quality 5517
used to evaluate the question 43
used to evaluate the radiation 66
used to evaluate the regional 55
used to evaluate the relation 122
used to evaluate the remaining 88
used to evaluate the research 78
used to evaluate the resulting 128
used to evaluate the results 1576
used to evaluate the samples 48
used to evaluate the seismic 49
used to evaluate the service 156
used to evaluate the solution 96
used to evaluate the strengths 99
used to evaluate the student 303
used to evaluate the subject 212
used to evaluate the success 1236
used to evaluate the surface 223
used to evaluate the systems 59
used to evaluate the unknown 102
used to evaluate the urinary 145
used to evaluate the utility 152
used to evaluate the variance 100
used to evaluate the variation 91
used to evaluate the welfare 85
used to excavate the material 53
used to exercise the muscles 54
used to expedite the process 133
used to expedite the removal 49
used to forecast the behavior 65
used to forecast the effects 129
used to forecast the impacts 49
used to forecast the outcome 63
used to forecast the results 42
used to frequent the taverns 40
used to frequent the western 85
used to generate an address 44
used to generate an equation 42
used to generate an optimal 59
used to generate an overall 98
used to generate or amplify 40
used to generate the address 161
used to generate the average 103
used to generate the carrier 84
used to generate the content 134
used to generate the control 275
used to generate the correct 97
used to generate the current 528
used to generate the decision 54
used to generate the default 42
used to generate the desired 992
used to generate the digital 86
used to generate the display 100
used to generate the dynamic 55
used to generate the equation 66
used to generate the example 45
used to generate the figures 125
used to generate the following 736
used to generate the function 70
used to generate the library 51
used to generate the maximum 40
used to generate the message 91
used to generate the moments 45
used to generate the network 59
used to generate the numbers 182
used to generate the optical 60
used to generate the optimal 97
used to generate the pattern 111
used to generate the picture 43
used to generate the primary 83
used to generate the product 105
used to generate the profile 101
used to generate the program 100
used to generate the remaining 55
used to generate the reports 61
used to generate the results 814
used to generate the samples 67
used to generate the sawtooth 51
used to generate the signals 88
used to generate the solution 180
used to generate the spectra 46
used to generate the stimuli 73
used to generate the surface 212
used to generate the voltage 132
used to grandeur by degrees 55
used to heighten the effects 43
used to identify an element 312
used to identify an optimal 73
used to identify an unknown 363
used to identify or confirm 75
used to identify or contact 49
used to identify or exclude 42
used to identify or isolate 55
used to identify the address 149
used to identify the animals 60
used to identify the antigen 89
used to identify the average 104
used to identify the bacteria 117
used to identify the beginning 761
used to identify the central 83
used to identify the classes 78
used to identify the columns 55
used to identify the command 96
used to identify the company 128
used to identify the complex 114
used to identify the concept 43
used to identify the content 291
used to identify the context 99
used to identify the control 139
used to identify the correct 377
used to identify the country 82
used to identify the criteria 43
used to identify the crystal 184
used to identify the current 405
used to identify the decision 42
used to identify the desired 277
used to identify the dynamic 41
used to identify the earliest 46
used to identify the effects 224
used to identify the element 275
used to identify the factors 372
used to identify the features 100
used to identify the following 462
used to identify the function 205
used to identify the general 237
used to identify the genetic 92
used to identify the highest 99
used to identify the infecting 52
used to identify the language 231
used to identify the largest 65
used to identify the location 1710
used to identify the logical 95
used to identify the material 429
used to identify the maximum 126
used to identify the members 125
used to identify the message 109
used to identify the mineral 94
used to identify the minimum 223
used to identify the natural 123
used to identify the network 538
used to identify the objects 148
used to identify the offending 70
used to identify the optimal 373
used to identify the optimum 304
used to identify the origins 62
used to identify the overall 75
used to identify the parties 45
used to identify the pathogen 42
used to identify the patient 550
used to identify the pattern 125
used to identify the persons 60
used to identify the position 582
used to identify the precise 167
used to identify the primary 264
used to identify the printer 44
used to identify the priority 56
used to identify the problem 342
used to identify the process 277
used to identify the product 291
used to identify the program 559
used to identify the project 69
used to identify the protein 244
used to identify the purpose 108
used to identify the quality 102
used to identify the records 126
used to identify the remaining 49
used to identify the remains 211
used to identify the salient 44
used to identify the samples 45
used to identify the segment 50
used to identify the service 148
used to identify the several 46
used to identify the sources 294
used to identify the species 566
used to identify the strengths 131
used to identify the student 83
used to identify the subject 484
used to identify the surface 113
used to identify the targets 50
used to identify the typical 69
used to identify the unknown 307
used to identify the variable 191
used to identify the vehicle 44
used to identify the virtual 94
used to immunize the animals 57
used to indicate an absence 47
used to indicate an average 118
used to indicate an element 70
used to indicate an increase 244
used to indicate an invalid 45
used to indicate an omission 421
used to indicate an unknown 47
used to indicate the ability 260
used to indicate the absence 526
used to indicate the acidity 106
used to indicate the addition 105
used to indicate the address 123
used to indicate the amounts 43
used to indicate the arrival 59
used to indicate the average 619
used to indicate the balance 189
used to indicate the beginning 2820
used to indicate the behavior 48
used to indicate the central 99
used to indicate the complex 61
used to indicate the concept 57
used to indicate the content 206
used to indicate the context 40
used to indicate the control 73
used to indicate the correct 206
used to indicate the country 82
used to indicate the current 1196
used to indicate the decimal 195
used to indicate the default 65
used to indicate the degrees 66
used to indicate the density 110
used to indicate the desired 544
used to indicate the deviation 47
used to indicate the division 182
used to indicate the duration 200
used to indicate the effects 176
used to indicate the element 44
used to indicate the failure 53
used to indicate the following 612
used to indicate the fraction 72
used to indicate the function 116
used to indicate the general 697
used to indicate the highest 175
used to indicate the increase 61
used to indicate the inverse 44
used to indicate the language 259
used to indicate the location 1401
used to indicate the logical 125
used to indicate the material 259
used to indicate the maximum 678
used to indicate the members 40
used to indicate the minimum 341
used to indicate the natural 87
used to indicate the network 50
used to indicate the numbers 104
used to indicate the omission 1019
used to indicate the operating 67
used to indicate the outcome 42
used to indicate the overall 169
used to indicate the passage 204
used to indicate the patient 111
used to indicate the pattern 62
used to indicate the peculiar 57
used to indicate the position 1600
used to indicate the precise 85
used to indicate the present 279
used to indicate the primary 90
used to indicate the priority 74
used to indicate the process 424
used to indicate the product 117
used to indicate the purpose 134
used to indicate the quality 565
used to indicate the relation 856
used to indicate the removal 81
used to indicate the results 180
used to indicate the service 178
used to indicate the smaller 40
used to indicate the sources 72
used to indicate the species 54
used to indicate the student 48
used to indicate the subject 486
used to indicate the success 119
used to indicate the supreme 47
used to indicate the surface 116
used to indicate the variable 127
used to indicate the variation 73
used to indicate the voltage 134
used to instruct the machine 49
used to irradiate the samples 56
used to irrigate the bladder 116
used to irrigate the fertile 48
used to irrigate the gardens 70
used to localize the position 66
used to localize the protein 58
used to maintain or enhance 102
used to maintain or improve 297
used to maintain or increase 502
used to maintain or restore 180
used to maintain the anterior 55
used to maintain the balance 202
used to maintain the behavior 71
used to maintain the correct 292
used to maintain the current 384
used to maintain the desired 922
used to maintain the illusion 49
used to maintain the lateral 55
used to maintain the overall 44
used to maintain the patient 442
used to maintain the position 377
used to maintain the present 58
used to maintain the process 63
used to maintain the quality 161
used to maintain the surface 40
used to maintain the voltage 89
used to maximize the chances 48
used to minimize or prevent 86
used to minimize the adverse 60
used to minimize the chances 84
used to minimize the current 58
used to minimize the effects 1056
used to minimize the function 45
used to minimize the overall 60
used to minimize the problem 144
used to mitigate the adverse 120
used to mitigate the effects 599
used to mitigate the impacts 44
used to mitigate the problem 90
used to moderate the effects 50
used to modulate the carrier 1434
used to modulate the current 93
used to modulate the optical 136
used to motivate the patient 58
used to motivate the student 62
used to optimize the geometry 66
used to optimize the location 55
used to optimize the network 49
used to optimize the overall 67
used to optimize the process 131
used to organize the content 288
used to organize the following 131
used to organize the material 224
used to organize the objects 49
used to organize the process 41
used to ornament the kitchen 71
used to overcome the barrier 48
used to overcome the effects 348
used to overcome the friction 655
used to overcome the natural 104
used to overcome the problem 1031
used to overcome the viscous 61
used to override the default 563
used to partition the variance 68
used to pinpoint the location 301
used to pinpoint the position 41
used to pinpoint the problem 44
used to populate the control 65
used to preserve the natural 40
used to preserve the quality 73
used to preserve the surface 43
used to purchase an annuity 1125
used to purchase or improve 137
used to purchase the annuity 211
used to purchase the capital 82
used to purchase the company 98
used to purchase the deceased 123
used to purchase the foreign 41
used to purchase the freedom 76
used to purchase the machine 51
used to quantify the amounts 73
used to quantify the effects 551
used to quantify the impacts 44
used to quantify the overall 76
used to quantify the quality 135
used to quantify the results 100
used to quantify the surface 43
used to recharge the battery 154
used to regulate or control 129
used to regulate the balance 88
used to regulate the behavior 104
used to regulate the conduct 120
used to regulate the current 435
used to regulate the economy 319
used to regulate the function 45
used to regulate the position 42
used to regulate the process 69
used to regulate the quality 53
used to regulate the voltage 561
used to restrain the patient 69
used to restrict or control 50
used to restrict the ability 53
used to restrict the freedom 158
used to retrieve the correct 59
used to retrieve the current 231
used to retrieve the desired 97
used to retrieve the message 49
used to retrieve the records 106
used to retrieve the results 84
used to separate the anterior 96
used to separate the classes 50
used to separate the clauses 289
used to separate the columns 144
used to separate the complex 90
used to separate the desired 193
used to separate the effects 317
used to separate the figures 46
used to separate the integer 127
used to separate the material 55
used to separate the members 256
used to separate the mixture 103
used to separate the network 55
used to separate the numbers 85
used to separate the organic 56
used to separate the product 91
used to separate the protein 84
used to separate the sections 84
used to separate the signals 144
used to separate the species 172
used to separate the strands 110
used to separate the subject 201
used to separate the uranium 41
used to separate the variable 81
used to simplify the circuit 66
used to simplify the complex 177
used to simplify the equation 91
used to simplify the example 101
used to simplify the governing 337
used to simplify the language 43
used to simplify the notation 94
used to simplify the problem 302
used to simplify the process 386
used to simplify the program 46
used to simplify the resulting 63
used to simplify the solution 179
used to simulate or produce 45
used to simulate the arrival 41
used to simulate the behavior 603
used to simulate the circuit 73
used to simulate the complex 47
used to simulate the current 44
used to simulate the decision 40
used to simulate the dynamic 182
used to simulate the effects 1306
used to simulate the impacts 98
used to simulate the natural 93
used to simulate the network 55
used to simulate the process 270
used to simulate the results 129
used to simulate the surface 55
used to strengthen the economy 73
used to strengthen the muscles 151
used to strengthen the position 288
used to strengthen the present 84
used to struggle to express 45
used to suppress or prevent 43
used to suppress the carrier 43
used to suppress the display 56
used to suppress the effects 60
used to suppress the freedom 104
used to tabulate the results 108
used to transfer the address 51
used to transfer the control 59
used to transfer the material 67
used to transfer the message 74
used to transfer the patient 105
used to transfer the pattern 203
used to transfer the product 42
used to transfer the results 42
used to transmit or receive 342
used to transmit the digital 44
used to transmit the message 535
used to transmit the picture 43
used to transmit the signals 165
used to traverse the country 62
used to validate the concept 46
used to validate the current 51
used to validate the present 49
used to validate the process 49
used to validate the results 370
user is attempting to connect 83
user is attempting to perform 47
user is expected to perform 71
user is expected to provide 127
user is prompted to confirm 57
user is prompted to provide 131
user is prompted to reenter 54
user is prompted to specify 109
user is required to perform 80
user is required to provide 291
user is required to specify 213
user or consumer is damaged 46
user to describe the problem 48
user to override the default 76
uses an analysis of variance 144
uses in attempting to justify 122
uses of analysis of variance 41
uses of civility to signify 50
uses of medicine in popular 42
uses or consumes the product 234
uses or functions of language 223
uses the analysis of variance 127
uses the computer to process 52
uses the elements as symbols 77
uses the internet to conduct 53
uses the internet to connect 124
uses the internet to deliver 88
uses the internet to provide 154
uses the metaphor of language 42
uses the metaphor of marriage 74
uses the metaphor of slavery 42
uses the presence or absence 467
uses the proceeds to acquire 130
uses the proceeds to finance 152
uses the proceeds to support 51
uses to describe the effects 106
uses to describe the process 380
uses to describe the relation 87
