daggers was made of iron 50
drifted out from the open 41
drifted out into the clear 102
drifted out into the cool 40
drifted out into the hall 147
drifted out into the lake 102
drifted out into the open 119
drifted out upon the dark 138
drifted with heaps of wild 54
drivers are among the most 111
drivers are hard to find 45
drivers are more or less 53
drivers can also be used 60
dropped dead upon the spot 121
dropped for lack of time 55
dropped for want of time 108
dropped her ball of wool 50
dropped her eyes at last 41
dropped her eyes at once 71
dropped her eyes to hide 99
dropped her gaze to their 53
dropped her into the boat 67
dropped her into the coal 71
dropped her load of wood 47
dropped her over the side 57
dropped him from the list 56
dropped him into the fire 116
dropped him into the hole 48
dropped him over the side 311
dropped his eyes as well 62
dropped his eyes at once 63
dropped his eyes in some 40
dropped his eyes to hide 45
dropped his hand at once 49
dropped his lips to hers 58
dropped his mouth to hers 234
dropped off from the main 61
dropped off into the deep 104
dropped off into the land 89
dropped that into my mind 85
dropped them into my hand 129
dropped them into the bowl 126
dropped them into the fire 259
dropped them into the hole 101
dropped them into the open 62
dropped them into the pool 58
dropped them into the sack 66
dropped them into the sink 77
dropped them into the slot 66
dropped them onto the desk 57
dropped them over the edge 45
dropped them over the side 309
dropped them over the wall 47
dropped too much to leave 42
dropped you from the list 41
drought and lack of food 52
drought and want of rain 45
drunken bum theory of wife 94
drunken man bears the same 67
drunken man trying to walk 41
drunken man whom the news 52
dryness and loss of hair 88
durable and more or less 134
durable than those of other 96
duration and depth of coma 47
duration and timing of these 69
duration and type of work 43
duskier hue from the deep 120
dutiful for time to come 116
dwarfed and more or less 56
dwellings and mode of life 131
dwellings and took up their 49
dwellings are made of wood 44
dwellings are more or less 93
dwellings with five or more 41
dwellings with four or more 171
dwellings with three or more 279
dynamic and full of life 185
dynamic can also be seen 54
dynamic has been at work 80
dynamic was also at work 49
dynasty are said to have 136
dynasty was said to have 88
