dagger in your cap that 94
dozens of those who had 50
dozens of uses for them 40
dozens of ways you can 157
dozens of young men and 290
dozens of young men who 247
drafting of young men for 151
dragging me along with her 101
dragging me along with him 239
dragging me along with them 50
dragging me down with her 76
dragging me down with him 81
dragging me down with you 45
dragging the girl with him 67
dragging the other with him 85
drains to keep them dry 40
dramas of life and death 221
dramas of life are not 55
draped in snow and ice 62
draped it over her arm 359
draped it over her head 386
draped it over her lap 52
draped it over his arm 933
draped it over his head 310
draped it over his lap 40
draped it over one arm 117
drawings he made for his 43
drawings of adam and eve 42
drawings of more than one 48
drawings of what they had 55
drawings of what they saw 119
drawings of what they see 49
drawings of what you see 113
dreaded by those who are 69
dreaded by those who had 46
dreaded it more than any 61
dreaded it more than death 83
dreamed of asking any one 54
dreamed of asking him for 44
dreamed of great things for 68
dreamed of having her own 188
dreamed of having him for 40
dreamed of having his own 306
dreamed of having one day 42
dreamed of having our own 43
dreamed of having sex with 89
dreamed of hearing you say 48
dreamed of making her his 40
dreamed of making his own 56
dreamed of nothing but easy 46
dreamed of owning her own 144
dreamed of owning his own 340
dreamed of seeing him and 52
dreamed of some day being 55
dreamed of there being any 99
dreamed of what was going 145
dreamed of when she was 160
dreamed of youth and art 41
dreamed the other day that 40
dressing of bone meal and 96
drifts of snow and ice 125
drifts of snow that had 76
drilling of more than one 77
drinking of wine and eating 167
drinking of wine and going 50
drinking of wine was not 73
drinking or drug use and 210
drinking or drug use are 46
drinking or drug use can 41
drinking or drug use may 130
drinking or drug use that 53
drinking so much that she 93
drinking so much that they 129
drinking so much that you 45
drinking the milk and eating 52
drinking the wine and eating 114
drinking the wine that was 41
drinking the wine they had 53
drinks at more than one 64
drinks or less per day 125
drinks or more per day 181
drinks so much that his 42
driven by anger and fear 40
driven by more than one 344
driven by only one eye 58
driven by their own zeal 50
driven by those who are 44
driven by what they see 56
driven in upon his own 65
driven so hard that they 43
driven to call for aid 61
driven to feel that this 40
driven to find all his 97
driven to have sex with 46
driven to look for new 47
driven to make his own 53
driven to make our way 85
driven to seek death for 85
driven to seek him out 87
driven to seek his own 42
driven to seek out and 58
driven to seek out new 74
driven to take her own 59
driven to take his own 230
driven us from our own 41
driver to drop her off 273
driver to drop him off 433
driver to drop them off 100
driver to drop you off 869
driver to find his way 43
driver to look out for 92
driver to make his way 56
driver to stop and got 62
driver to stop and let 320
driver to stop and then 57
driver to stop his car 80
driver to take her and 54
driver to take him and 72
driver to take him out 244
driver to take them out 59
driver to wait for her 209
driver to wait for him 435
driver to wait for them 195
driver to wait for you 156
drives in three for each 165
drives it into him with 40
drives it into new and 44
drives of life and death 71
drives the poor man mad 69
drives to work each day 48
drives us into doing things 49
dropping in upon her with 50
dropping it into her lap 48
drumming the desk with his 53
ducats of mine with him 60
dumped it over his head 136
dusted the dirt off her 44
dusted the dirt off his 72
dusted the sand off her 123
dusted the sand off his 76
dusted the snow off her 42
dusted the snow off his 105
duties as best they can 57
duties in more than one 102
duties in peace and war 246
duties in such sum and 230
duties in their own way 52
duties is less than that 64
duties of caring for and 63
duties of caring for her 58
duties of life and for 64
duties of life are not 148
duties of life can not 63
duties of life with all 46
duties of more than one 253
duties of peace and war 54
duties of their own sex 115
duties of their sex and 86
duties of these men and 48
duties of these men are 91
duties of those who act 93
duties of those who are 673
duties of those who had 123
duties of those who use 41
duties on beer and ale 66
duties on corn and meat 43
duties on food and raw 178
duties on more than one 85
duties on wheat and rye 73
duties so high that they 52
duties the same day that 42
duties to more than one 125
duties to other men are 45
duties to their god and 60
duties to those who are 175
dwelling by more than two 85
dwelling in what one saw 116
dwelling on what can not 113
dwelling on what she had 41
dwelling on what you can 101
dwells at length and with 170
dwells in those who are 153
dynamo is less than that 84
