dam had been settled by 47
did not show promise of 116
did not show respect to 179
did not shut herself up 188
did not shut himself up 646
did not sign because he 292
did not sign because of 76
did not sink because of 43
did not soon recover the 93
did not speak according to 145
did not speak against it 147
did not speak against the 466
did not speak because he 415
did not speak because of 95
did not speak because the 81
did not speak chinese at 54
did not speak chinese or 52
did not speak falsely in 52
did not speak harshly of 45
did not speak harshly to 47
did not speak lightly of 90
did not speak plainer to 40
did not speak sharply to 40
did not speak spanish as 95
did not speak spanish at 118
did not speak spanish in 47
did not speak spanish or 164
did not speak spanish to 77
did not spring forward to 50
did not stay because he 54
did not stay because of 63
did not stay faithful to 61
did not stay focused on 72
did not stay married to 103
did not stay together as 46
did not stay together in 68
did not step forward as 150
did not step forward in 62
did not step forward to 510
did not step outside of 45
did not step outside the 241
did not stir himself to 54
did not stop because he 186
did not stop because it 85
did not stop because of 344
did not stop because the 124
did not stop because we 58
did not stop believing in 155
did not stop despite the 51
did not stop efforts to 52
did not stop listening to 69
did not stop members of 53
did not stop millions of 54
did not stop outside the 53
did not suit mankind to 45
did not swear loyalty to 61
did not take account of 11113
did not take because he 46
did not take because of 66
did not take comfort in 71
did not take command of 283
did not take control of 675
did not take counsel of 129
did not take courage to 57
did not take courses in 92
did not take delight in 442
did not take everything so 59
did not take exactly the 174
did not take forever to 57
did not take happily to 50
did not take himself as 158
did not take himself or 109
did not take himself so 253
did not take himself to 173
did not take lessons in 77
did not take lightly the 382
did not take lightly to 289
did not take matters so 51
did not take measures to 874
did not take occasion to 219
did not take offense at 1394
did not take offense to 152
did not take passage on 57
did not take pleasure in 1017
did not take quickly to 63
did not take shelter in 105
did not take towards the 730
did not take trouble to 107
did not take umbrage at 407
did not take vengeance on 186
did not take willingly to 80
did not talk because he 67
did not teach according to 54
did not tell against the 164
did not tell anybody at 140
did not tell anybody he 68
did not tell anybody in 113
did not tell anybody of 70
did not tell anybody the 59
did not tell anybody to 48
did not tell because he 50
did not tell everything he 54
did not tell everything to 153
did not tell stories of 57
did not tell stories or 45
did not tend towards the 261
did not there succeed in 69
did not think according to 44
did not think anybody in 180
did not think anymore of 73
did not think belonged to 41
did not think capable of 108
did not think deserving of 64
did not think exactly as 120
did not think existed in 111
did not think herself at 55
did not think herself in 94
did not think herself the 63
did not think himself an 68
did not think himself at 869
did not think himself in 284
did not think himself of 77
did not think himself so 360
did not think himself the 108
did not think himself to 227
did not think lightly of 200
did not think members of 91
did not think prudent to 230
did not think rightly of 86
did not think superior to 140
did not think unworthy of 67
did not those tremble at 57
did not throw herself at 189
did not throw herself in 106
did not throw herself on 60
did not throw himself at 80
did not throw himself in 89
did not throw himself on 88
did not toll statute of 74
did not treat cruelly the 44
did not turn against it 57
did not turn against me 67
did not turn against the 710
did not turn against us 51
did not turn himself in 368
did not turn towards me 108
did not turn towards the 333
did not turn traitor at 45
did not vary according to 1386
did not vary between the 585
did not vary depending on 165
did not very grossly or 141
did not view herself as 640
did not view himself as 1606
did not view himself in 41
did not view history as 131
did not view marriage as 191
did not view matters in 90
did not view religion as 43
did not view slavery as 159
did not vote according to 196
did not vote against it 526
did not vote against me 40
did not vote against the 1391
did not vote because he 117
did not vote because it 47
did not vote because of 186
did not vote because the 45
did not wake anybody up 96
did not walk according to 121
did not want abraham to 84
did not want allison to 47
did not want ambition or 121
did not want america in 44
did not want america to 456
did not want answers to 44
did not want anybody at 88
did not want anybody in 466
did not want anybody on 102
did not want anybody to 10087
did not want anymore of 116
did not want anymore to 83
did not want barbara to 133
did not want because he 71
did not want because it 176
did not want because of 113
did not want because the 43
did not want britain to 508
did not want charles to 171
did not want charlie to 211
did not want clinton to 57
did not want command of 61
did not want congress to 363
did not want control of 108
did not want courage to 161
did not want custody of 85
did not want delaney to 41
did not want details of 50
did not want everything to 250
did not want francis to 58
did not want friends to 96
did not want gabriel to 76
did not want germany to 502
did not want grandma to 111
did not want grandpa to 85
did not want harriet to 63
did not want himself or 53
did not want himself to 148
did not want history to 280
did not want ireland to 60
did not want jackson to 73
did not want jeffrey to 44
did not want jessica to 108
did not want johnson to 120
did not want jonathan to 106
did not want kathleen to 46
did not want kennedy to 54
did not want lincoln to 45
did not want malcolm to 42
did not want mankind to 48
did not want marilyn to 43
did not want marriage or 50
did not want marriage to 46
did not want matters to 95
did not want melanie to 42
did not want melissa to 86
did not want members of 164
did not want members to 41
did not want muslims to 45
did not want natalie to 51
did not want parents to 119
did not want patrick to 91
did not want phillip to 69
did not want rebecca to 100
did not want religion to 101
did not want richard to 271
did not want samantha to 52
did not want schools to 45
did not want slavery in 69
did not want slavery to 212
did not want society to 47
did not want stephen to 99
did not want sympathy or 90
did not want teachers to 117
did not want thoughts of 69
did not want tonight to 50
did not want trouble in 110
did not want trouble on 58
did not want victoria to 54
did not want vietnam to 91
did not want viewers to 66
did not want virginia to 74
did not want williams to 49
did not want workers to 87
did not warn against the 51
did not weep because he 66
did not weep because of 52
did not well express it 77
did not were subject to 65
did not wish america to 83
did not wish anybody to 196
did not wish britain to 66
did not wish charles to 52
did not wish congress to 77
did not wish germany to 83
did not wish himself to 212
did not wish however to 44
did not wish justice to 43
did not wish matters to 91
did not wish success to 116
did not work according to 745
did not work against it 40
did not work against the 430
did not work because he 439
did not work because in 62
did not work because it 863
did not work because my 70
did not work because no 50
did not work because of 1294
did not work because the 2118
did not work because we 198
did not work between us 52
did not work exactly as 472
did not work exactly the 52
did not work outside of 623
did not work outside the 5819
did not work smoothly at 67
did not work smoothly in 71
did not work steadily at 47
did not work together as 568
did not work together at 59
did not work together in 303
did not work together on 180
did not work together or 56
did not work together to 217
did not work towards the 40
did not wrap himself in 77
did not wreak vengeance on 77
did not wrong according to 41
did one great service to 104
did our hero execute the 56
did put such scruple in 47
did see what appeared to 63
did she even attempt to 68
did she ever address me 40
did she ever attempt to 116
did she feel herself to 52
did she feel obliged to 53
did she find courage to 44
did she find herself at 201
did she find herself in 145
did she give herself the 169
did she give herself to 88
did she give herself up 60
did she have against the 49
did she just imagine it 55
did she look forward to 190
did she lose control of 58
did she love everything so 48
did she only imagine it 54
did she only pretend to 45
did she show herself to 78
did she stay listening to 50
did she take pleasure in 42
did she teach herself to 82
did she throw herself at 86
did she throw herself on 50
did they come together in 78
did they come together to 53
did they even attempt to 71
did they even possess the 53
did they even succeed in 213
did they ever attempt to 171
did they ever pretend to 107
did they ever succeed in 176
did they ever venture to 48
did they feel obliged to 83
did they gain control of 46
did they have against me 55
did they have against the 103
did they have occasion to 69
did they look forward to 221
did they lose control of 40
did they make efforts to 49
did they take account of 114
did they turn against the 72
did this keep happening to 47
did this only because he 107
did this only because it 40
did this only because of 70
did this only because the 64
did too much violence to 65
did two other members of 72
did was done according to 69
did with great success in 71
did with other aspects of 65
did with other members of 48
did with such success as 138
did with their guitars in 80
did you come between my 54
did you ever attempt to 51
did you ever observe the 54
did you ever succeed in 72
did you ever venture to 130
did you feel closest to 114
did you feel obliged to 48
did you find between the 128
did you find helpful in 54
did you have against me 58
did you have against the 56
did you have occasion to 1516
did you live between the 47
did you look forward to 218
did you lose control of 51
did you speak calumny of 50
did you stay married to 56
did you stop believing in 65
did you turn against me 80
did you vote against the 82
die and leave everything to 41
die but live forever in 63
die for their country as 238
die for their country if 143
die for their country in 532
die for their country is 54
die for their country on 83
die for their country or 109
die for their country to 54
die for their infants or 125
die for your country in 71
die for your country is 99
die with their subject if 91
die with what dignity it 43
dim and soft outline it 49
dim and weary witness of 53
dip and slow cascading of 45
does and what happens to 465
does any bank publish an 43
does any other country in 208
does any other element of 63
does any other species of 70
does bear some relation to 305
does bring into question the 120
does but just tremble at 49
does far less violence to 64
does far more justice to 137
does his best according as 45
does his best according to 51
does his duty according to 113
does his duty because he 106
does his duty because it 45
does his great affairs of 144
does his life consist of 234
does his part exactly the 71
does his work according to 76
does his work because he 96
does its good chiefly by 70
does not abut against the 62
does not also address the 46
does not also attempt to 40
does not also believe in 62
does not also contain the 153
does not also control the 50
does not also explain the 84
does not also function as 102
does not also furnish the 56
does not also include an 45
does not also include the 321
does not also increase the 45
does not also involve an 50
does not also involve the 144
does not also possess the 64
does not also provide the 44
does not also qualify as 80
does not also reflect the 42
does not also require the 97
does not also satisfy the 49
does not also support the 57
does not base himself on 150
does not bind against the 85
does not bind herself to 67
does not bind himself by 86
does not bind himself in 53
does not bind himself to 1173
does not bind strongly to 119
does not bind tightly to 98
does not bind together the 56
does not bulk largely in 150
does not burn because it 65
does not burn because of 44
does not bury himself in 41
does not busy himself by 64
does not busy himself in 60
does not call himself an 433
does not call himself by 64
does not call himself the 120
does not care because he 308
does not care because it 92
does not care because the 58
does not cast shadows on 42
does not cease because of 90
does not cease because the 187
does not cease between the 56
does not clot because it 45
does not clot because of 50
does not come according to 61
does not come because he 155
does not come because of 257
does not come because the 189
does not come because we 82
does not come between the 300
does not come between us 125
does not come equally to 42
does not come exactly at 42
does not come forward as 336
does not come forward in 185
does not come forward on 40
does not come forward to 647
does not come himself he 40
does not come legally of 118
does not come natural to 453
does not come quickly or 284
does not come quickly to 131
does not come together as 143
does not come together in 129
does not come together to 47
does not come wrapped in 89
does not deem himself at 42
does not deny freedom of 45
does not deny himself the 206
does not deny himself to 70
does not even achieve the 83
does not even address the 752
does not even approve of 160
does not even approve the 52
does not even attempt an 80
does not even attempt it 168
does not even attempt the 170
does not even attempt to 8147
does not even believe in 2882
does not even believe it 201
does not even believe the 57
does not even benefit the 58
does not even capture the 52
does not even command the 41
does not even comment on 158
does not even compare to 266
does not even concede the 41
does not even concern me 45
does not even concern the 76
does not even condemn the 60
does not even conform to 132
does not even consist in 99
does not even consist of 120
does not even consult the 40
does not even contain an 161
does not even contain the 688
does not even control the 115
does not even deserve an 141
does not even deserve the 482
does not even deserve to 583
does not even despise the 167
does not even discuss it 94
does not even discuss the 519
does not even display the 61
does not even dispose of 40
does not even disturb the 62
does not even examine the 64
does not even exclude the 317
does not even exhaust the 80
does not even exhibit the 48
does not even explain the 143
does not even express the 119
does not even fulfill the 66
does not even function as 77
does not even include an 101
does not even include in 46
does not even include it 92
does not even include the 2800
does not even increase the 72
does not even indulge in 68
does not even involve the 309
does not even justify the 81
does not even observe the 84
does not even perform the 98
does not even pertain to 54
does not even possess an 126
does not even possess the 890
does not even present the 98
does not even presume to 135
does not even pretend to 4866
does not even prevent the 54
does not even produce the 173
does not even profess to 937
does not even promise to 113
does not even promise us 132
does not even propose to 122
does not even protect the 62
does not even provide an 170
does not even provide the 286
does not even provide us 101
does not even purport to 1224
does not even qualify as 1446
does not even qualify to 40
does not even question the 219
does not even receive the 232
does not even reflect the 221
does not even require an 322
does not even require the 1387
does not even require to 171
does not even require us 75
does not even respect the 186
does not even respond to 202
does not even satisfy the 263
does not even scratch the 392
does not even scruple to 136
does not even specify the 183
does not even succeed in 1108
does not even suffice to 240
does not even suggest an 62
does not even suggest it 81
does not even suggest the 403
does not even support the 202
does not even survive the 45
does not even suspect it 221
does not even suspect the 404
does not even suspect to 40
does not even suspend the 54
does not even trouble to 835
does not even venture to 290
does not even warrant the 60
does not face towards the 50
does not fail because he 90
does not fail because it 116
does not fail because of 363
does not fail because the 174
does not fall because he 51
does not fall because it 120
does not fall because of 120
does not fall because the 97
does not fall between the 337
does not fall equally on 264
does not fall exactly at 148
does not fall exactly in 57
does not fall exactly on 233
does not fall outside of 216
does not fall outside the 986
does not fall towards the 51
does not feel ashamed of 187
does not feel ashamed to 120
does not feel assured of 50
does not feel capable of 852
does not feel certain of 68
does not feel deserving of 41
does not feel exactly the 56
does not feel herself to 239
does not feel himself an 88
does not feel himself as 394
does not feel himself at 366
does not feel himself in 338
does not feel himself so 193
does not feel himself the 67
does not feel himself to 1318
does not feel honored by 52
does not feel inferior to 127
does not feel natural to 197
does not feel obliged to 2165
does not feel pleasant to 72
does not feel pleasure in 152
does not feel pleasure or 87
does not feel strongly the 43
does not feel superior to 195
does not feel tempted to 105
does not find comfort in 98
does not find delight in 76
does not find everything in 47
does not find herself in 179
does not find himself as 94
does not find himself at 243
does not find himself in 1226
does not find himself on 60
does not find himself or 57
does not find himself the 43
does not find occasion to 74
does not find oneself in 68
does not find pleasure in 430
does not find sermons in 48
does not find support in 894
does not flow between the 91
does not flow smoothly in 40
does not form because of 65
does not form because the 78
does not form between the 50
does not form plaques on 61
does not free himself of 64
does not fret himself to 48
does not gain control of 116
does not give according to 61
does not give account of 100
does not give answers to 171
does not give anybody the 136
does not give comfort to 51
does not give congress the 608
does not give consent at 45
does not give consent to 128
does not give content to 66
does not give control of 97
does not give delight to 51
does not give details as 85
does not give details of 1029
does not give details on 130
does not give everything to 71
does not give exactly the 230
does not give figures on 52
does not give freedom to 84
does not give grounds to 48
does not give herself the 64
does not give herself to 220
does not give herself up 151
does not give himself in 46
does not give himself or 47
does not give himself the 550
does not give himself to 470
does not give himself up 816
does not give justice to 162
does not give liberty to 54
does not give license to 431
does not give members of 73
does not give occasion to 146
does not give offense to 64
does not give oneself to 46
does not give parents the 74
does not give passage to 74
does not give pleasure to 143
does not give primacy to 207
does not give priority to 937
does not give promise of 376
does not give results as 143
does not give results in 139
does not give results of 93
does not give sanction to 54
does not give shelter to 41
does not give support to 496
does not give teachers the 55
does not give utility to 48
does not grow according to 93
does not grow because he 56
does not grow because it 65
does not grow because of 77
does not grow because the 41
does not grow outside of 57
does not grow outside the 71
does not grow tobacco by 136
does not half express it 123
does not half express the 69
does not harm himself or 157
does not have ability to 107
does not have answers to 217
does not have anybody in 53
does not have anybody to 453
does not have because he 40
does not have because it 61
does not have because of 66
does not have command of 229
does not have consent to 79
does not have control as 53
does not have control in 58
does not have control of 2024
does not have control or 140
does not have courage to 64
does not have custody is 43
does not have custody of 695
does not have custody or 59
does not have degrees of 50
does not have designs on 59
does not have details of 46
does not have effects on 116
does not have everything he 47
does not have everything in 59
does not have everything to 47
does not have exactly the 1524
does not have features of 62
does not have forever to 42
does not have freedom in 63
does not have freedom of 342
does not have freedom to 160
does not have friends in 94
does not have friends or 100
does not have himself in 40
does not have license to 81
does not have marriage in 55
does not have mastery of 79
does not have millions of 60
does not have moments of 60
does not have occasion to 353
does not have offices in 52
does not have opinions on 59
does not have printed on 57
does not have priority in 76
does not have puppies the 41
does not have records of 102
does not have relation to 61
does not have respect to 63
does not have several of 43
does not have support in 94
does not have support of 46
does not have thorough or 49
does not help address the 40
does not help anybody to 91
does not help because he 53
does not help because it 275
does not help because of 46
does not help because the 326
does not help because we 40
does not help clarify the 238
does not help develop the 45
does not help explain the 611
does not help forward the 82
does not help himself by 58
does not help himself to 80
does not help improve the 134
does not help increase the 48
does not help matters at 171
does not help matters by 209
does not help matters if 65
does not help matters in 173
does not help matters to 531
does not help predict the 105
does not help provide the 42
does not help resolve the 280
does not help support the 66
does not help towards the 164
does not here attempt to 117
does not here concern me 44
does not here concern the 45
does not here concern us 1846
does not here consist in 49
does not here discuss the 96
does not here express the 55
does not here pretend to 49
does not here proceed in 44
does not here signify the 82
does not here signify to 46
does not here specify the 66
does not hide himself in 110
does not hire lawyers to 100
does not hold according to 64
does not hold against the 281
does not hold because it 73
does not hold because of 246
does not hold because the 407
does not hold between the 500
does not hold equally in 104
does not hold exactly in 104
does not hold exactly the 43
does not hold grudges or 47
does not hold himself as 88
does not hold himself in 91
does not hold himself or 172
does not hold himself to 133
does not hold himself up 65
does not hold promise of 82
does not hold rigidly to 50
does not hold together as 440
does not hold together in 77
does not hold together on 40
does not hold together the 46
does not hurt anybody to 47
does not hurt because the 57
does not hurt herself or 64
does not hurt himself by 75
does not hurt himself or 104
does not just address the 71
does not just attempt to 45
does not just believe in 117
does not just benefit the 83
does not just concern the 192
does not just consist in 348
does not just consist of 943
does not just contain the 75
does not just explain the 63
does not just express the 91
does not just function as 102
does not just include the 229
does not just increase the 51
does not just involve the 443
does not just pertain to 156
does not just present the 92
does not just pretend to 47
does not just protect the 43
does not just provide an 72
does not just provide the 92
does not just reflect the 345
does not just require the 53
does not just respond to 141
does not just support the 54
does not keep account of 277
does not keep chained to 87
does not keep exactly the 40
does not keep himself in 96
does not keep records of 528
does not keep records on 145
does not kick against the 76
does not kill because he 66
does not kill himself in 60
does not know anybody in 240
does not know because he 429
does not know because it 114
does not know because the 74
does not know details of 43
does not know everything he 63
does not know everything in 84
does not know exactly at 42
does not know exactly in 52
does not know exactly the 305
does not know exactly to 84
does not know himself as 748
does not know himself at 91
does not know himself by 41
does not know himself if 44
does not know himself in 156
does not know himself is 114
does not know himself or 157
does not know himself to 328
does not know history is 98
does not know mankind if 83
does not last because it 67
does not last because the 43
does not last forever in 74
does not learn religion as 123
does not least deserve to 103
does not leave because he 47
does not leave everything as 73
does not leave everything to 70
does not leave matters at 50
does not lend herself to 178
does not lend himself so 50
does not lend himself to 756
does not lend support to 2425
does not like anybody to 218
does not like because he 100
does not like because it 62
does not like because of 53
does not like himself or 44
does not like listening to 107
does not like orphans in 48
does not like rebuses is 47
does not live according to 1578
does not live because he 63
does not live because it 40
does not live because of 51
does not live forever in 43
does not live forever on 56
does not live outside of 81
does not live outside the 87
does not look askance at 110
does not look capable of 158
does not look closely at 141
does not look exactly as 107
does not look exactly the 238
does not look familiar at 55
does not look familiar to 156
does not look forward in 49
does not look forward to 2875
does not look natural to 68
does not look outside the 47
does not look promising at 127
does not look promising in 45
does not look promising to 64
does not look similar to 173
does not look towards the 171
does not lose control of 471
does not lose herself in 148
does not lose himself in 1031
does not love himself as 48
does not love himself is 46
does not love himself or 54
does not love remains in 480
does not make against the 153
does not make comfort or 60
does not make demands of 82
does not make demands on 360
does not make efforts to 120
does not make evident the 77
does not make exactly the 71
does not make excuses or 41
does not make friends in 57
does not make himself an 59
does not make himself so 41
does not make himself the 169
does not make illegal the 41
does not make members of 40
does not make offerings to 53
does not make payment at 77
does not make payment in 108
does not make payment of 69
does not make payment to 73
does not make pleasure the 44
does not make pursuit of 71
does not make towards the 41
does not make visible the 74
does not meet criteria of 61
does not melt because the 43
does not mend matters to 85
does not mind admitting it 76
does not mind because he 118
does not mind because it 58
does not mind listening to 58
does not more rejoice my 44
does not move according to 263
does not move against the 85
does not move because he 76
does not move because it 194
does not move because of 121
does not move because the 179
does not move between the 108
does not move exactly as 46
does not move exactly in 140
does not move forward as 258
does not move forward at 107
does not move forward by 58
does not move forward in 351
does not move forward on 70
does not move forward or 124
does not move forward to 112
does not move outside the 183
does not move quickly to 117
does not move towards it 89
does not move towards the 325
does not much advance the 86
does not much approve of 160
does not much believe in 272
does not much concern me 130
does not much concern the 237
does not much concern us 571
does not much deceive me 44
does not much disturb the 61
does not much improve the 103
does not much increase the 209
does not much qualify the 55
does not much relieve the 67
does not much signify in 70
does not much signify to 180
does not much terrify me 47
does not much trouble me 124
does not much trouble the 91
does not name himself as 58
does not name himself in 99
does not need anybody to 296
does not need insulin to 65
does not need language to 62
does not need pleasure to 68
does not need religion at 105
does not need religion to 65
does not need reminding of 57
does not need research to 623
does not need science to 46
does not once attempt to 63
does not only address the 104
does not only attempt to 122
does not only believe in 147
does not only benefit the 122
does not only command the 55
does not only concern the 1319
does not only confirm the 74
does not only consist in 2170
does not only consist of 1969
does not only contain the 310
does not only control the 99
does not only deceive the 107
does not only decrease the 51
does not only destroy the 96
does not only embrace the 47
does not only endanger the 41
does not only enhance the 95
does not only examine the 43
does not only explain the 179
does not only express the 249
does not only function as 199
does not only function in 55
does not only improve the 154
does not only include the 913
does not only increase the 351
does not only involve an 55
does not only involve the 876
does not only operate at 49
does not only operate in 145
does not only operate on 60
does not only pertain to 487
does not only possess the 97
does not only present an 47
does not only present the 103
does not only prevent the 103
does not only produce the 72
does not only promise the 64
does not only promote the 96
does not only protect the 100
does not only provide an 174
does not only provide the 327
does not only provide us 63
does not only question the 45
does not only receive the 61
does not only reflect the 593
does not only require an 56
does not only require the 240
does not only respond to 148
does not only satisfy the 55
does not only signify the 258
does not only specify the 48
does not only succeed in 44
does not only suggest the 51
does not only support the 86
does not open himself to 76
does not open himself up 70
does not pass because of 72
does not pass between the 400
does not pass current in 49
does not pass outside of 49
does not pass outside the 113
does not play according to 205
does not play because he 148
does not play because it 56
does not play steadily in 59
does not pull against the 52
does not pull himself up 71
does not pull towards the 52
does not push against the 124
does not rail against the 111
does not rain because the 57
does not reach exactly the 47
does not reach forward to 53
does not react according to 67
does not react against the 139
does not react quickly to 71
does not react strongly to 77
does not rely totally on 122
does not rest against the 260
does not rest chiefly on 52
does not rest content in 59
does not rest finally on 54
does not rest lightly on 41
does not rise because it 53
does not rise because of 98
does not rise because the 150
does not rise superior to 217
does not rule according to 158
does not seek answers to 47
does not seek himself in 58
does not seem adapted to 253
does not seem ashamed of 44
does not seem bothered by 341
does not seem capable of 3593
does not seem central to 75
does not seem certain at 50
does not seem certain to 77
does not seem congenial to 43
does not seem content to 74
does not seem correct in 81
does not seem correct to 1218
does not seem deserving of 54
does not seem evident in 46
does not seem evident to 82
does not seem exactly the 82
does not seem exactly to 232
does not seem extreme to 55
does not seem familiar to 57
does not seem feasible as 54
does not seem feasible at 287
does not seem feasible in 368
does not seem feasible on 48
does not seem feasible or 249
does not seem feasible to 1696
does not seem finally to 40
does not seem foolish to 58
does not seem foreign to 84
does not seem germane to 51
does not seem harmful to 40
does not seem helpful in 100
does not seem helpful to 356
does not seem himself to 372
does not seem hitherto to 125
does not seem however to 287
does not seem inferior to 107
does not seem inhuman to 50
does not seem limited to 154
does not seem logical in 63
does not seem logical or 80
does not seem logical to 1349
does not seem material to 45
does not seem meaningful to 234
does not seem natural at 65
does not seem natural in 40
does not seem natural or 94
does not seem natural to 892
does not seem needful to 179
does not seem opposed to 108
does not seem outside the 66
does not seem peculiar to 156
does not seem pleasant to 41
does not seem present in 52
does not seem promising as 87
does not seem promising in 41
does not seem promising to 109
does not seem prudent to 354
does not seem rational in 194
does not seem rational to 331
does not seem related to 950
does not seem similar to 80
does not seem subject to 209
does not seem superior to 98
does not seem tenable in 85
does not seem tenable to 85
does not seem typical of 112
does not seem unusual in 67
does not seem unusual to 141
does not seem unworthy of 66
does not seem useless to 44
does not seem usually to 106
does not sell himself to 55
does not show ability to 40
does not show against the 97
does not show because it 66
does not show because the 56
does not show details of 113
does not show effects of 43
does not show exactly the 84
does not show herself in 89
does not show herself to 107
does not show himself as 205
does not show himself at 134
does not show himself in 251
does not show himself my 67
does not show himself to 661
does not show pleasure in 53
does not show promise of 109
does not show respect to 132
does not show wherein the 43
does not shun moments of 60
does not shut himself up 183
does not sink because it 46
does not soon control the 51
does not speak according to 163
does not speak against it 97
does not speak against the 599
does not speak because he 288
does not speak harshly of 41
does not speak lightly of 102
does not speak spanish or 41
does not stay focused on 78
does not steal because he 82
does not step forward to 96
does not step outside of 92
does not step outside the 239
does not stop because he 45
does not stop because it 46
does not stop because of 158
does not stop because the 116
does not stop because we 53
does not stop millions of 42
does not stop outside the 59
does not swim against the 58
does not take account of 33004
does not take account the 43
does not take command of 77
does not take control of 344
does not take courage to 308
does not take delight in 501
does not take exactly the 78
does not take forever to 176
does not take herself to 46
does not take himself as 74
does not take himself or 135
does not take himself so 99
does not take himself to 336
does not take lightly the 139
does not take lightly to 104
does not take measures to 379
does not take millions of 52
does not take offense at 333
does not take oneself to 44
does not take pleasure in 1495
does not take subject to 217
does not take trouble to 46
does not take umbrage at 69
does not take vengeance on 69
does not talk because he 94
does not tell against my 59
does not tell against the 538
does not tell everything he 48
does not tend towards the 325
does not think according to 51
does not think because he 61
does not think because it 59
does not think exactly as 90
does not think exactly the 42
does not think herself so 70
does not think himself as 47
does not think himself at 143
does not think himself in 93
does not think himself so 219
does not think himself the 62
does not think himself to 84
does not think lightly of 79
does not think unworthy of 52
does not throw herself at 77
does not throw himself at 48
does not throw himself on 59
does not toll statute of 73
does not treat history as 50
does not treat language as 83
does not treat persons as 44
does not treat pleasure as 42
does not treat religion as 43
does not turn against the 209
does not turn against us 49
does not turn himself in 137
does not turn smoothly or 58
does not turn towards the 161
does not vary according to 2708
does not vary because of 87
does not vary because the 52
does not vary between the 344
does not vary depending on 623
does not vary exactly as 215
does not vary outside the 44
does not vary rapidly in 92
does not vary strongly in 45
does not view herself as 465
does not view himself as 1268
does not view history as 143
does not view language as 132
does not view marriage as 86
does not view religion as 42
does not view society as 45
does not vote according to 51
does not vote against the 71
does not vote because he 60
does not walk according to 131
does not walk exactly by 61
does not want america to 81
does not want anybody in 69
does not want anybody to 1844
does not want because he 54
does not want because it 45
does not want congress to 50
does not want custody of 82
does not want everything to 50
does not want germany to 139
does not want himself to 58
does not want history to 47
does not want mankind to 73
does not want parents to 55
does not warn against the 68
does not well express the 93
does not well reflect the 72
does not will himself to 42
does not wish himself to 83
does not wish success to 57
does not work according to 1084
does not work against it 55
does not work against the 586
does not work against us 42
does not work anymore in 61
does not work because he 240
does not work because in 72
does not work because it 1744
does not work because no 95
does not work because of 999
does not work because the 2422
does not work because we 219
does not work exactly as 538
does not work exactly the 135
does not work himself up 42
does not work outside of 288
does not work outside the 2212
does not work reliably in 119
does not work towards the 53
does not work wonders in 41
does not wrap himself in 49
does not wrap himself up 58
does one find oneself in 59
does one take account of 75
does put into question the 44
does she drop several in 81
does she find herself in 53
does she have against me 45
does she look forward to 60
does she show herself to 46
does she think herself so 40
does she want troubling me 40
does this book attempt to 158
does this book compare to 54
does this book pretend to 76
does this case involve an 43
does this fact explain the 83
does this fact justify the 49
does this fact suggest to 45
does this fact support the 53
does this help explain the 109
does this keep happening to 252
does this line suggest of 95
does this list exhaust the 114
does this only because he 71
does this ratio compare to 53
does this show regarding the 51
does this take account of 87
does this text compare to 79
does this theory explain the 202
does this vary according to 71
does too much violence to 187
does with what happens to 605
does you full justice in 46
dog had been allowed to 46
dog had been brought on 124
dog had been brought to 74
dog had been trained to 223
dog has been allowed to 51
dog has been brought up 43
dog has been exposed to 98
dog has been studied by 57
dog has been trained to 449
dog was once adopted by 58
dog was sent forward to 67
dog who dare attempt it 42
doing and saying exactly the 65
doing and what happens to 54
doing any great violence to 133
doing god good service by 44
doing god good service to 51
doing her duty according to 41
doing him such service as 89
doing his best according to 230
doing his best because he 41
doing his duty according to 214
doing his duty because it 47
doing his duty towards the 53
doing his part towards the 59
doing its duty towards the 47
doing they were exposed to 82
doing they were following the 99
doing they were obliged to 82
doing they will protect at 54
doing this just because he 53
doing this just because it 41
doing this only because he 49
doing this only because of 42
doing this work because of 43
doing too great violence to 160
doing too much violence to 1131
doing you will gratify the 46
doth not even pretend to 40
doth not only consist in 263
doth not only delight as 78
doth not only dislike the 61
doth not only pretend to 57
doth not only require an 40
doth not only signify the 48
doth not only surpass the 62
doth not take pleasure in 47
doth not well observe the 51
doth too much torment my 43
dry air will overhang the 93
dry and cold climate of 58
dry and warm climate of 92
dry and warm shelter in 45
dry out more quickly in 48
dry out very quickly in 54
dry out when exposed to 112
due and been claimed up 108
due and fair election of 58
due and just balance in 48
due any sums secured by 58
due for aids granted by 42
due for having enabled the 57
due not only because of 54
due yet more largely to 65
dye has been applied to 106
dying for their country in 94
dying for your country if 70
