sadly proud gesture of 171
shelf about halfway up 50
shelf angles riveted to 68
shelf built against the 48
shelf fixed against the 73
shelf space devoted to 964
shelf which borders the 42
shell burst against the 283
shell burst between the 152
shell fired against the 61
shell which affords the 46
shell which conceals the 49
shell which covered the 58
shell which encases the 41
shell which entered the 134
shell which pierced the 56
shell would explode in 143
shewing cause against the 143
shift about according to 106
shift easily between the 53
shift large amounts of 190
shift large numbers of 210
shift lever mounted on 59
shift which depends on 308
shift which results in 231
shift would increase the 125
shift would require the 58
shining black against the 41
shining black surface of 52
shining brass buttons on 48
shining white against the 278
shiny black against the 54
shiny black surface of 120
shiny boots crossed on 72
shiny brass buttons on 59
shiny brass knocker on 50
shiny metal surface of 66
shiny white surface of 61
ships built according to 144
ships could destroy the 52
ships could operate in 66
ships could proceed to 72
ships could usually be 43
ships first appeared in 147
ships first appeared on 71
ships first arrived at 41
ships first entered the 63
ships first visited the 40
ships large amounts of 65
ships large numbers of 50
ships might attempt to 46
ships often visited the 44
ships passing between the 172
ships plied between the 63
ships running aground on 41
ships running between the 65
ships sailing against the 46
ships sailing between the 452
ships sailing together in 53
ships sailing towards the 87
ships still following the 44
ships still managed to 41
ships still remaining in 43
ships stood towards the 53
ships trading between the 209
ships under charter to 153
ships under command of 539
ships under pretext of 64
ships waiting outside the 62
ships which according to 48
ships which appeared in 80
ships which appeared to 102
ships which arrived at 382
ships which arrived in 989
ships which arrived on 57
ships which attempt to 47
ships which belonged to 362
ships which brought in 85
ships which brought it 92
ships which brought my 301
ships which brought the 775
ships which brought to 68
ships which brought us 58
ships which carried it 116
ships which carried on 452
ships which carried the 828
ships which compose it 85
ships which compose the 42
ships which crossed the 184
ships which crowded the 55
ships which cruised in 42
ships which defeated the 43
ships which entered the 663
ships which escaped the 60
ships which guarded the 58
ships which managed to 73
ships which operate in 50
ships which refused to 112
ships which stopped at 73
ships which touched at 215
ships which touched the 47
ships which visited the 241
ships would attempt to 90
ships would bombard the 46
ships would proceed to 73
ships would provide the 40
ships would suffice to 58
ships would venture to 42
shirt which belonged to 47
shoal water between the 146
shock every precept of 749
shock front arrives at 60
shock front remains in 59
shock layer between the 105
shock level according to 48
shock waves emitted by 110
shock waves induced by 273
shock waves outside the 41
shock which affects the 91
shock which brought on 44
shock which brought the 52
shock which follows the 109
shock which greeted the 67
shock which results in 85
shock would destroy the 72
shock would shatter the 60
shock would suffice to 63
shone black against the 57
shone white against the 820
shook every officer by 66
shook hands according to 41
shook hands heartily as 41
shook hands heartily at 78
shook hands outside the 139
shook hands together in 61
shoot large numbers of 161
shops built against the 68
shops where everything is 78
shops which belonged to 78
shops which catered to 136
shore again northeast of 42
shore could operate to 160
shore under shelter of 161
shore until advised by 74
shore would startle me 43
short books written by 49
short brand besides the 106
short breaks between the 87
short brush strokes of 71
short canal between the 45
short chain between the 59
short climb brought us 81
short cough requiring the 129
short delay because of 41
short delay between the 516
short delay following the 50
short drive between the 50
short drive brought me 57
short drive brought us 318
short drive northeast of 47
short drive outside of 60
short drive outside the 79
short drive southeast of 46
short edges together to 90
short essay appeared in 41
short essay comparing the 88
short essay outlining the 44
short essay written by 277
short essay written in 189
short every species of 108
short every variety of 43
short final chapter on 45
short first chapter of 49
short gives exactly the 125
short grass between the 367
short grass country of 65
short grass prairie in 74
short grass prairie of 57
short hiatus between the 43
short hours because of 50
short latin treatise on 65
short lengths between the 157
short linear scratch on 43
short lines arranged in 77
short lines between the 171
short lived attempt to 43
short lived because he 66
short lived because in 93
short lived because it 247
short lived because of 961
short lived because the 393
short lived increase in 45
short lives because of 44
short march brought the 89
short march brought us 375
short meeting between the 77
short months between the 67
short months following the 45
short motion picture of 42
short notes written by 111
short notes written in 79
short novel written by 92
short novel written in 168
short option position is 94
short order because of 84
short order because the 49
short paper analyzing the 44
short paper comparing the 142
short paper outlining the 77
short paper printed at 80
short paper written by 244
short paper written in 108
short pause between the 447
short pause following the 59
short pause follows the 53
short period according to 102
short period against the 61
short period anterior to 54
short period because he 48
short period because it 78
short period because of 704
short period because the 186
short period beginning in 119
short period beginning on 75
short period between the 2769
short period covered by 469
short period covered in 48
short period depending on 52
short period devoted to 217
short period following an 41
short period following the 1402
short period preceding the 283
short period previous to 275
short period results in 74
short period towards the 239
short period variation of 61
short piece appeared in 51
short piece between the 82
short piece printed in 43
short piece written by 148
short piece written in 145
short pipes twisted in 161
short plays written by 71
short plays written in 56
short prose account of 44
short pulse duration is 70
short pulse duration of 192
short putts because of 85
short region between the 107
short route between the 264
short sales against the 371
short scene between the 174
short search revealed the 56
short social history of 63
short space allowed by 42
short space allowed us 80
short space between it 56
short space between the 1112
short space between us 78
short space carried the 121
short space devoted to 60
short spacing between the 59
short spans because of 43
short steps because of 49
short steps between the 56
short steps towards the 76
short stock position is 78
short story according to 54
short story appeared in 1270
short story because he 46
short story because it 194
short story because of 151
short story because the 68
short story contest in 183
short story contest of 45
short story depends on 54
short story depicting the 70
short story depicts the 44
short story emerged as 131
short story focuses on 92
short story printed in 104
short story related to 79
short story remains by 60
short story writers as 263
short story writers at 54
short story writers do 68
short story writers in 1151
short story writers is 128
short story writers of 1502
short story writers or 54
short story writers the 51
short story writers to 186
short story writers we 41
short story written at 81
short story written by 1569
short story written in 1129
short sword carried by 60
short tales related in 58
short terms because of 41
short testy answers in 182
short texts written by 46
short texts written in 66
short times because of 44
short train journey to 127
short trips between the 87
short trips outside the 99
short truce between the 61
short vowel systems of 64
short weeks between the 60
short while because he 62
short while because it 40
short while because of 226
short while because the 100
short while between the 58
short while following the 95
short while previous to 177
short while towards the 347
short woman dressed in 146
shots fired against the 102
shout sprang forward to 100
shout which brought the 41
shout which greeted the 45
shout would suffice as 68
shoving match between the 67
showing basic features of 45
showing black against the 471
showing cause against it 181
showing cause against the 5479
showing cross sections of 970
showing dimly against the 70
showing equal amounts of 76
showing equal respect to 78
showing every element of 42
showing every promise of 51
showing every symptom of 338
showing every variety of 186
showing exact location of 61
showing films depicting the 41
showing final position of 95
showing human figures in 61
showing joint tenancy of 87
showing large amounts of 321
showing large numbers of 895
showing large patches of 40
showing links between the 95
showing major features of 86
showing rapid increase in 62
showing sharp against the 53
showing small amounts of 100
showing small patches of 45
showing total absence of 86
showing total numbers of 50
showing upper surface of 50
showing varying amounts of 179
showing varying degrees of 5506
showing which aspects of 60
showing white against the 415
showing white between the 51
showing would cripple the 66
shown above applies to 47
shown above because it 51
shown above because of 54
shown above because the 64
shown above between the 64
shown above include the 50
shown above reflect the 45
shown above results in 73
shown after removal of 160
shown below according to 146
shown below depicts the 57
shown below results in 41
shown cause against the 44
shown cross hatched in 50
shown cross sections of 68
shown either tacitly to 45
shown equal heroism in 83
shown equal loyalty to 148
shown first because of 44
shown large amounts of 73
shown large numbers of 165
shown links between the 53
shown mixed results in 198
shown mixed results on 48
shown passing between the 95
shown quite plainly in 47
shown resting against the 50
shown scant respect to 74
shown small amounts of 49
shown varying degrees of 909
shown working outside the 133
shown working together in 43
shows bands similar to 46
shows black against the 242
shows block diagrams of 337
shows cause against it 86
shows cause against the 206
shows close relation to 106
shows cross sections of 1912
shows either pleasure or 40
shows equal amounts of 130
shows equal courage or 70
shows equal numbers of 103
shows equal respect to 94
shows every promise of 805
shows every symptom of 397
shows every variety of 57
shows index numbers of 120
shows large amounts of 799
shows large numbers of 2063
shows large patches of 122
shows large variation in 202
shows links between the 87
shows mixed results in 114
shows moses receiving the 106
shows power spectra of 103
shows quite plainly in 92
shows quite plainly the 193
shows rapid increase in 80
shows right bravely on 403
shows small amounts of 225
shows small patches of 85
shows steady increase in 87
shows strong effects of 123
shows total absence of 129
shows varying amounts of 234
shows varying degrees of 4686
shows varying numbers of 140
shows where everything is 40
shows where sections of 113
shows which aspects of 200
shows which members of 47
shows which portions of 52
shows which sections of 115
shows white against the 151
showy white flowers in 203
shrub known locally as 221
shrub which abounds in 41
shunt field circuit is 726
shunt field circuit of 402
shunt field circuit to 54
shunt field current in 56
shunt field current is 815
shunt field current of 402
shunt field current to 173
shunt field rheostat is 134
shunt motor operating at 177
shunt motor operating on 93
sides looking towards the 134
sides ought equally to 120
sides shall furnish to 45
sides shall observe the 260
sides slope steeply to 41
sides sloping inwards to 46
sides sloping towards the 133
sides taken together in 131
sides taper towards the 45
sides which contain it 59
sides which contain the 397
sides which enclose the 54
sides which include the 106
sides which receive the 58
sides which subtend the 119
sides which support the 65
sides working together to 53
sides would attempt to 69
sides would respect the 84
siege mound against it 88
siege works against it 73
siege works against the 59
sieve seems plainly an 45
sieve which retains the 102
sight appear foreign to 57
sight draft against the 193
sight draft payable to 51
sight lines between the 141
sight plant daggers in 44
sight seems opposed to 43
sight shall restore to 159
sight still strikes me 57
sight which appeared to 102
sight which awakens an 231
sight which brought the 46
sight which enables us 47
sight which greeted me 173
sight which greeted my 89
sight which greeted the 175
sight which greeted us 163
sight which pierced at 72
sight would prevent it 58
sigma bonds between the 97
signs first appeared in 73
signs might include the 40
signs point towards the 121
signs shall conform to 93
signs still pointed to 48
signs warning against the 107
signs warning drivers to 47
signs which adorned the 45
signs which appeared in 148
signs which appeared of 109
signs which appeared to 233
signs which betoken the 45
signs which compose it 73
signs which compose the 70
signs which consist of 68
signs which express it 122
signs which express the 128
signs which function as 66
signs which function in 50
signs which pointed to 508
signs which precede it 47
signs which precede the 154
signs which presage the 42
signs which signify by 57
signs which signify the 62
signs which suggest the 275
signs which testify to 52
signs whose function is 95
signs whose purpose is 45
signs whose relation to 48
signs within society is 318
signs would precede the 72
silks waved against the 50
silly crowd cumbering the 58
simian cells support the 217
since after removal of 103
since borne witness to 43
since burns dropped the 60
since caesar crossed the 42
since ceased believing in 41
since chief justice of 121
since china adopted the 81
since china entered the 75
since civil society is 156
since drunk himself to 64
since eight members of 41
since equal amounts of 170
since equal numbers of 175
since equal volumes of 185
since every addition to 258
since every advance in 103
since every allusion to 52
since every article of 55
since every attempt at 67
since every attempt to 378
since every citizen is 101
since every citizen of 53
since every concept is 48
since every country is 58
since every creature is 114
since every culture is 61
since every element in 152
since every element is 94
since every element of 490
since every increase in 254
since every increase of 62
since every language is 150
since every patient is 64
since every process is 44
since every process of 74
since every quality in 131
since every quality is 46
since every religion is 45
since every science is 73
since every society is 68
since every species of 52
since every stipend is 86
since every student is 60
since every student of 72
since every subject is 66
since fewer persons of 104
since fifty percent of 56
since found related in 102
since found support in 62
since gaining control of 63
since given herself up 110
since given himself up 53
since grant crossed the 40
since growing numbers of 61
since grown steadily in 53
since heaven refused us 75
since human behavior is 246
since human capital is 141
since human freedom is 80
since human history is 74
since human language is 115
since human society is 154
since islam forbids the 43
since italy entered the 173
since japan entered the 76
since jesus himself is 45
since large amounts of 1784
since large numbers of 3194
since large portions of 345
since large sections of 187
since large volumes of 322
since latin america is 99
since light travels at 160
since light travels in 98
since light travels so 47
since lived retired in 55
since lived together in 63
since major portions of 61
since minor degrees of 45
since moses brought the 43
since nearly everything in 107
since nearly everything is 66
since often grieved to 72
since people respond to 51
since people started to 136
since people usually do 73
since renal failure is 55
since renal function is 84
since risen rapidly in 42
since russia entered the 42
since shown herself to 43
since shown himself to 144
since sixty percent of 46
since small amounts of 1055
since small numbers of 151
since social science is 60
since social support is 43
since social welfare is 49
since solar radiation is 59
since sound travels at 121
since taken control of 40
since taken himself to 51
since taken measures to 70
since terry confirm the 51
since total revenue is 104
since trace amounts of 91
since trade between the 81
since varying amounts of 86
since varying degrees of 116
since water freezes at 48
since whole sections of 48
since women entered the 85
since women usually do 41
since working capital is 67
singers vocal athletes as 44
sinking feeling settled in 273
sinking funds amounting to 68
sinking large amounts of 63
sinking large numbers of 57
sinking limbs forsake us 62
sinks again towards the 95
sinus after removal of 197
sinus gland complex of 159
sinus rhythm because of 57
sinus rhythm because the 63
sinus tract between the 119
sipping small amounts of 59
sipping small glasses of 53
sipping water according to 54
sites after removal of 63
sites could explain the 78
sites often consist of 40
sites often provide the 40
sites often results in 45
sites where members of 70
sites where remains of 118
sites which appeared to 109
sites which attempt to 54
sites which consist of 59
sites which contain the 78
sites which include the 100
sites which provide the 108
sites which reflect the 51
sites which results in 91
sites whose content is 99
sites would include the 49
sites would increase the 85
sites would provide the 59
sites would require the 40
sitting alone against the 89
sitting alone listening to 87
sitting alone outside the 61
sitting alone together in 246
sitting alone together on 54
sitting chief justice of 141
sitting close against the 77
sitting close together as 106
sitting close together at 175
sitting close together by 50
sitting close together in 769
sitting close together on 1342
sitting close together to 57
sitting flush against the 60
sitting fully dressed in 112
sitting fully dressed on 146
sitting fully exposed on 58
sitting quite upright in 40
sitting rather stiffly on 43
sitting right against the 53
sitting right outside the 214
sitting round listening to 52
sitting shall preside at 270
sitting still listening to 67
sixty acres adjoining the 84
sixty eight percent of 50
sixty large vessels in 59
sixty miles between the 247
sixty miles distant by 62
sixty miles distant in 252
sixty miles distant on 54
sixty miles distant to 59
sixty miles eastward of 94
sixty miles forward of 43
sixty miles northeast of 1831
sixty miles outside of 205
sixty miles outside the 89
sixty miles southeast of 1713
sixty miles towards the 113
sixty pages devoted to 105
sixty people gathered in 63
sixty seven percent of 73
sixty ships appeared on 62
sized blood vessels in 137
sized blood vessels of 42
sized firms located in 47
sized firms operating in 194
sized gland located at 126
sized spiny neurons in 166
sizes shall conform to 45
sizes varying according to 245
skids while cornering at 57
skill could prevent the 56
skill could suggest or 40
skill could suggest to 186
skill learning depends on 61
skill level according to 44
skill level between the 63
skill which baffled the 53
skill which belonged to 40
skill which brought the 50
skill which depends on 45
skill which enabled the 117
skill which enables the 166
skill which enables us 70
skill which excited the 106
skill which renders the 60
skill which results in 66
skill would deserve the 106
skins which covered the 257
skull after removal of 95
skull which belonged to 84
slabs which adorned the 54
slabs which covered the 123
slack period between the 84
slack water between the 150
slain while defending the 156
slanging match between the 621
slave found himself in 45
slave girls dressed in 57
slave grown tobacco the 41
slave labor because it 69
slave labor because of 60
slave labor enabled the 43
slave labor increase in 43
slave labor outside of 45
slave power against the 59
slave raids against the 218
slave shall presume to 320
slave ships arrived in 112
slave state against the 92
slave still belonged to 42
slave trade according to 46
slave trade against the 106
slave trade appeared in 44
slave trade appeared to 89
slave trade because he 66
slave trade because it 191
slave trade because of 188
slave trade because the 115
slave trade beginning in 193
slave trade between the 3269
slave trade brought an 49
slave trade brought in 115
slave trade brought the 88
slave trade brought to 120
slave trade carried on 1775
slave trade carries the 43
slave trade despite the 68
slave trade existed in 149
slave trade following the 41
slave trade illegal in 465
slave trade outside the 49
slave trade question in 62
slave trade reduced the 71
slave trade started in 81
slave trade towards the 62
slave trading between the 48
slave women refused to 59
slaying large numbers of 72
sleep after listening to 199
sleep again because he 103
sleep again because of 65
sleep alike destroy it 90
sleep alone because of 42
sleep close together in 96
sleep easily because he 49
sleep fully dressed in 55
sleep fully dressed on 41
sleep looking forward to 130
sleep might furnish no 144
sleep often results in 122
sleep onset latency in 126
sleep onset latency of 136
sleep quite soundly on 76
sleep sitting upright in 143
sleep sitting upright on 134
sleep under bridges or 195
sleep under shelter in 48
sleep which follows an 59
sleep which follows the 240
sleep while listening to 530
sleep within minutes of 58
sleet dashing against the 100
sleet driving against the 131
slept badly because of 111
slept close together in 69
slept close together on 57
slept fully dressed in 63
slept fully dressed on 93
slept quite soundly in 40
slept sitting upright in 42
slept under bridges in 44
slept under shelter of 97
slept until aroused by 51
slide easily between the 216
slide which carries the 566
sliding action between the 297
sliding doors between the 567
sliding dully forward in 110
sliding force between the 90
sliding joint between the 128
sliding motion between the 381
sliding scale according to 2622
sliding scale applied to 56
sliding scale beginning at 68
sliding scale between the 197
sliding scale depending on 821
sliding scale related to 485
sliding scale similar to 101
sliding scale whereby the 99
sliding speed between the 54
slime molds consist of 63
slime shone faintly in 51
slime which adheres to 55
slips easily between the 146
slips which embrace the 72
sloop found herself at 44
sloop which brought the 90
slope angles related to 94
slope falling towards the 41
slope looking towards the 93
slope which depends on 80
slope which extends to 85
slope which follows the 48
sloping floor towards the 41
sloping outer surface of 42
sloping plain between the 173
sloping space between the 50
sloping upper surface of 385
slots which contain the 47
slump which started in 50
slums housing millions is 90
small added amounts of 64
small alley between the 52
small altar against the 41
small altar erected in 48
small angles between the 307
small apple orchard in 42
small armed parties of 49
small armed vessels in 84
small armed vessels of 63
small armed vessels on 70
small armed vessels to 229
small avail against the 72
small banks located in 100
small banks operating in 53
small basic protein of 61
small basin between the 55
small bench against the 133
small bench outside the 70
small bible college in 92
small birds depending on 100
small birds migrate at 42
small birds perched on 209
small birds rejoice in 91
small black berries in 54
small black circles in 51
small black college in 208
small black figures in 44
small black figures of 68
small black letters on 121
small black patches on 118
small black species of 67
small black squares at 67
small black squares in 49
small black squares on 78
small blast furnace at 72
small blast furnace in 65
small blast furnace of 53
small blast furnace to 50
small blood vessels as 700
small blood vessels at 290
small blood vessels by 532
small blood vessels in 6750
small blood vessels is 587
small blood vessels it 42
small blood vessels of 3557
small blood vessels on 272
small blood vessels or 539
small blood vessels so 179
small blood vessels to 1252
small board elected at 145
small boats against the 84
small boats because of 72
small boats because the 46
small boats between the 115
small boats capable of 77
small boats carried by 56
small boats carried on 42
small boats carried the 53
small boats operating in 49
small boats powered by 49
small bones arranged in 303
small bones between the 93
small bones composing the 58
small bones located in 44
small books written by 68
small books written in 44
small bowel because of 139
small bowel between the 97
small bowel fistula is 45
small bowel function in 69
small bowel including the 57
small bowel resulting in 51
small bowel results in 135
small bowel transit in 116
small bowel transit is 67
small bowel transit of 55
small boxes wrapped in 76
small brook crossed the 550
small brook divided the 40
small brown patches on 51
small brown species of 45
small brush strokes of 95
small bursa between the 128
small canal between the 70
small cells arranged in 214
small cells between the 83
small cells capable of 47
small cells located in 45
small cells similar to 121
small change between the 67
small change results in 67
small child because he 42
small child because it 59
small child because of 112
small child because the 43
small child dressed in 153
small child listening to 44
small child perched on 71
small child wrapped in 80
small cigar factory in 50
small claim against the 43
small clearing between the 148
small cleft between the 70
small clothing factory in 75
small cloud appeared in 104
small cloud appeared on 187
small color picture of 45
small coral islands in 144
small coral islands of 84
small couch against the 51
small court between the 88
small crack appeared in 68
small crack between the 247
small craft against the 58
small craft because of 49
small craft between the 59
small craft capable of 189
small craft entered the 47
small craft operating in 64
small creek between the 99
small creek crossed the 47
small cross sections at 48
small cross sections in 54
small cross sections of 272
small crowd gathered as 167
small crowd gathered at 412
small crowd gathered by 49
small crowd gathered in 1111
small crowd gathered on 366
small crowd gathered to 597
small crowd listening to 61
small crowd outside the 210
small crowd started to 97
small crowd watched the 45
small cubic element of 68
small daily amounts of 95
small daily portions of 53
small dairy farmers in 108
small delay between the 167
small ditch divided the 126
small doses against the 41
small doses because of 74
small doses increase the 123
small doses repeated at 124
small doses suffice to 47
small ducal coronet of 41
small dutch islands of 40
small dutch village on 129
small either because the 47
small elite segment of 77
small engine mounted on 89
small error because the 43
small error between the 62
small farming village in 369
small farming village of 330
small farming village on 72
small farms because of 131
small farms devoted to 156
small farms located in 55
small farms outside the 59
small field adjoining the 64
small field between the 79
small field outside the 58
small filling defects in 108
small fires started by 74
small firms appeared to 41
small firms because it 85
small firms because of 268
small firms because the 91
small firms compete in 51
small firms competing in 58
small firms entered the 96
small firms located in 198
small firms operate in 179
small firms operating in 516
small firms operating on 114
small firms outside the 77
small firms producing the 51
small firms provide the 61
small fishing vessels in 82
small fishing vessels to 55
small fishing village at 319
small fishing village by 59
small fishing village in 1391
small fishing village is 100
small fishing village of 2723
small fishing village on 2079
small fishing village to 321
small fists against the 77
small fixed fraction of 46
small fixed incomes or 40
small flame kindled in 56
small fleet against the 83
small fleet arrived at 45
small fluid element in 45
small foley catheter is 88
small force against an 68
small force against the 656
small force applied at 214
small force applied to 406
small force arrived at 51
small force between the 77
small force capable of 52
small force crossed the 119
small force defeated the 59
small force defending the 67
small force entered the 56
small force exerted by 63
small force exerted on 56
small force forward to 40
small force managed to 46
small force marched to 44
small force opposed to 294
small force remaining in 83
small forms similar to 42
small forts erected on 45
small frame cottage on 45
small frown appeared on 113
small gifts reminds me 72
small girls dressed in 113
small girls reflect the 51
small gland located at 180
small gland located in 133
small glass bottles in 40
small glass bottles of 75
small glass factory in 49
small glass windows in 158
small golgi complex is 47
small grant towards the 80
small greek letters to 42
small greek picture in 53
small greek village of 46
small green flowers in 68
small green islands in 49
small green patches of 112
small groom quivering on 97
small group against the 90
small group appeared to 46
small group arrived at 89
small group arrived in 143
small group because it 69
small group because of 122
small group because the 51
small group behavior in 159
small group behavior is 71
small group behavior to 40
small group between the 53
small group capable of 90
small group crossed the 72
small group decided to 220
small group depends on 52
small group devoted to 137
small group discuss the 97
small group entered the 94
small group focused on 68
small group founded in 81
small group founded the 43
small group gathered at 273
small group gathered in 477
small group gathered on 100
small group gathered to 133
small group huddled in 55
small group including the 148
small group invited to 48
small group listening to 75
small group located in 69
small group managed to 160
small group members to 150
small group operating in 62
small group opposed to 80
small group outside of 57
small group outside the 174
small group process in 44
small group process is 70
small group process to 49
small group related to 54
small group research as 118
small group research in 162
small group research is 229
small group research of 65
small group research on 86
small group research to 124
small group sessions as 122
small group sessions at 50
small group sessions in 183
small group sessions of 86
small group sessions on 129
small group sessions or 57
small group sessions to 200
small group settled in 138
small group similar to 61
small group started to 49
small group studies in 87
small group studies of 112
small group together in 65
small group together to 107
small hands against the 46
small hands clasped in 129
small hands clasped on 56
small hands clutching at 53
small hands clutching the 82
small hands grasped the 45
small hands gripped the 85
small hands together in 77
small hills between the 50
small holes appeared in 50
small holes arranged in 204
small holes between the 213
small holes drilled at 176
small holes drilled in 2899
small holes drilled on 65
small holes drilled to 42
small holes pierced in 360
small holes pricked in 42
small holes punched in 1250
small holes scooped in 66
small hotel located in 61
small hours listening to 46
small house adjoining the 342
small house adjoining to 134
small house between the 111
small house erected on 106
small house halfway up 67
small house located in 95
small house located on 108
small house outside of 208
small house outside the 417
small house perched on 86
small human figures in 218
small human figures of 47
small human figures on 68
small hunting parties of 95
small hunting parties to 40
small indian village at 90
small indian village in 156
small indian village of 348
small indian village on 181
small inner cabinet of 47
small inner chamber of 53
small inner council of 69
small inner diameter of 63
small input signals the 56
small input voltage is 41
small input voltage to 46
small irish village of 63
small items wherein we 55
small joint between the 47
small junior college in 134
small knife between the 62
small knife carried in 46
small knoll between the 40
small known amounts of 74
small lakes abounding in 70
small lakes between the 111
small landing between the 46
small landing outside the 61
small leaves arranged in 54
small lending library in 93
small lending library of 90
small level patches of 70
small lever mounted on 69
small light appeared in 42
small light mounted on 47
small linear incision is 43
small linear increase in 49
small loads applied to 41
small loans because of 43
small loans secured by 81
small local company to 47
small local markets in 50
small local markets of 49
small local markets to 52
small local patches of 44
small local schools of 137
small lunch counter in 49
small lymph vessels in 41
small metal objects in 61
small metal spatula or 102
small metal spatula to 76
small mills located in 48
small money payment to 41
small moral capital to 107
small motor mounted on 129
small mound crowned by 57
small nation against the 98
small naval vessels to 43
small nearby village of 74
small negro college in 83
small niche between the 48
small notch between the 77
small notes twitter in 59
small oblong patches to 40
small opening appeared in 93
small opening between the 1691
small opening covered by 60
small opening towards the 99
small opera company in 55
small organ located in 73
small outer islands of 53
small paint factory in 52
small paper devoted to 70
small party against the 71
small party arrived at 134
small party arrived in 75
small party arrived on 107
small party crossed the 268
small party decided to 45
small party entered the 95
small party forward to 55
small party gathered at 42
small party including the 63
small party managed to 106
small party opposed to 40
small party remaining at 122
small party remaining to 61
small party towards the 102
small party visited the 86
small patch between the 48
small people against the 42
small piece between the 115
small pilot program in 61
small pilot program to 42
small pilot project in 140
small pilot project to 141
small pilot studies of 53
small place between the 91
small place outside of 54
small place outside the 49
small plain between the 210
small plain bounded by 46
small plane circuit at 44
small plane crashed in 77
small plane crashed on 40
small plane element of 68
small plane piloted by 170
small plane surface is 58
small plane surface of 74
small plant located in 58
small plate between the 48
small plots devoted to 45
small point between the 56
small point sources of 109
small pools between the 69
small porch outside the 104
small pores between the 106
small power against the 44
small power stations in 126
small price increase in 60
small raiding parties of 117
small raiding parties or 48
small raiding parties to 140
small raids against the 64
small ranch outside of 96
small region between the 318
small region defined by 42
small region located in 42
small ridge between the 77
small river between the 102
small river crossed by 48
small river valleys of 47
small rocky islands in 213
small rocky islands of 57
small rocky islands to 40
small rooms adjoining the 200
small rooms arranged in 81
small rooms between the 58
small rooms devoted to 45
small rooms divided by 57
small rooms lighted by 41
small round patches of 113
small round pebbles of 40
small round pellets of 64
small round picture of 58
small round shields of 55
small round windows in 106
small rural schools as 57
small rural schools in 278
small rural schools is 109
small rural schools of 106
small rural schools the 76
small rural schools to 148
small rural village in 514
small rural village of 292
small rural village on 57
small rural village or 59
small rural village to 48
small sailing vessels in 114
small sailing vessels of 277
small sailing vessels on 86
small sailing vessels or 53
small sailing vessels to 176
small salon adjoining the 98
small savings account in 112
small savings account to 73
small savings schemes in 57
small savings schemes of 46
small scale according to 68
small scale against the 102
small scale because it 73
small scale because of 401
small scale because the 179
small scale between the 117
small scale example of 107
small scale farmers in 461
small scale farmers is 50
small scale farmers to 118
small scale features in 114
small scale features of 176
small scale replica of 224
small scale similar to 46
small scale studies in 41
small scale studies of 138
small scale variation in 86
small scale versions of 94
small seated figures of 76
small share towards the 324
small sheet printed on 50
small shift between the 80
small shift towards the 58
small ships against the 50
small shops located in 86
small sizes because of 96
small sizes because the 45
small smile appeared at 46
small smile appeared on 372
small smile touched the 149
small solid dwellings of 57
small space against the 93
small space allowed to 45
small space because the 40
small space between it 315
small space between me 57
small space between my 62
small space between the 7703
small space between us 209
small space bounded by 86
small space covered by 74
small space devoted to 234
small space outside the 75
small space towards the 109
small spacing between the 408
small spark kindled in 49
small speck against the 51
small speck appeared in 65
small spots arranged in 45
small spots between the 58
small spread between the 191
small stars visible in 42
small state between the 77
small state college in 154
small state located in 48
small steel company in 91
small steps according to 53
small steps between the 74
small steps forward in 146
small steps towards an 45
small steps towards the 282
small stick between the 40
small stone against the 80
small stone balcony in 62
small stone cottage in 97
small stone cottage on 96
small stone figures of 125
small stone statues of 40
small stone wrapped in 40
small store located in 59
small stream alluded to 83
small stream between the 153
small stream crossed by 62
small stream crossed the 186
small stream crosses the 117
small stream divided the 41
small stream entered the 178
small stream outside the 42
small stream spanned by 76
small strip between the 77
small study comparing the 76
small sweet biscuit of 65
small swiss village of 94
small table against the 887
small table between the 754
small table between us 320
small table covered by 151
small table covered in 132
small table flanked by 49
small table lighted by 47
small table outside the 166
small table towards the 56
small terms depending on 44
small theater company in 69
small tidal volumes at 133
small toads blinded by 52
small total amounts of 74
small total numbers of 67
small towns against the 71
small towns alluded to 63
small towns because of 161
small towns because the 70
small towns between the 98
small towns located in 217
small towns located on 94
small towns nestled in 93
small towns outside of 158
small towns outside the 296
small towns subject to 47
small trace amounts of 49
small tract against it 41
small tract between the 142
small trade carried on 421
small trade deficit in 47
small trade surplus in 67
small trade surplus of 57
small trading company in 69
small trading stations at 44
small trading stations of 42
small trading vessels in 82
small trading vessels of 65
small trees planted in 163
small tribe encamping at 40
small tribe hostile to 63
small tribe occupying the 59
small tribe related to 44
small tubes arranged in 49
small tumor between my 56
small units according to 56
small units because of 89
small units capable of 123
small units located in 100
small units operating in 73
small units results in 45
small upper chamber in 48
small upper hatches or 55
small upper segment of 96
small upper stratum of 312
small urban centers in 219
small urban centers is 45
small urban centers of 127
small urban centers to 40
small value because of 130
small value because the 85
small varying amounts of 47
small veins between the 49
small villa outside the 51
small voice against the 92
small voids between the 95
small waist buckled in 65
small water content of 60
small water courses in 64
small water systems in 52
small waves against the 272
small wedge between the 159
small welsh village of 53
small wheel between the 63
small wheel mounted on 52
small which results in 64
small white bandage on 47
small white blossom is 52
small white circles in 51
small white circles on 59
small white cockade in 72
small white cottage in 89
small white cottage on 80
small white cupolas on 60
small white farmers in 90
small white farmers of 60
small white flowers at 153
small white flowers in 2481
small white flowers is 48
