sable phenomenon emerge in 148
still impressive enough to 102
still impressive number of 42
still incomplete edition of 41
still incomplete nature of 48
still incomplete without the 60
still infinitely varied by 55
still influenced heavily by 51
still influential enough to 212
still infrequent enough to 44
still interested enough in 156
still interested enough to 171
still interested mainly in 92
still intervened before the 102
still intimately linked to 116
still maintained itself as 48
still maintained itself in 314
still maintained martial or 125
still maintained something of 231
still maintained through the 220
still maintained without the 51
still manifested itself in 283
still oligarchic system of 49
still optimistic enough to 242
still physically unable to 49
still proclaimed itself in 40
still profitable enough to 47
still profoundly affect the 46
still profoundly marked by 83
still profoundly shaped by 52
still prosperous enough to 53
still recommends itself by 56
still relatively closed to 72
still relatively common in 467
still relatively common to 52
still relatively intact in 55
still relatively little is 117
still relatively modest in 164
still relatively narrow in 42
still relatively recent in 56
still relatively scarce in 181
still relatively simple in 122
still relatively simple to 161
still relatively sparse in 40
still remembered clearly the 79
still remembered enough of 65
still remembered enough to 43
still remembered fondly by 178
still remembered fondly in 41
still remembered something of 80
still remembered through the 61
still represents something of 99
still resolutely refusing to 73
still restricted mainly to 92
still restricted number of 41
still smouldered amongst the 40
still steadfastly refusing to 44
still structured around the 107
still stubbornly refuse to 128
still stubbornly refusing to 198
still subjugated should be 68
still substantial amount of 64
still substantial enough to 275
still substantial number of 237
still sufficient energy to 99
still sufficient strength to 203
still surprisingly common in 45
still traditional enough to 51
still ultimately depend on 57
still understand enough of 138
still understand little of 71
still understood little of 108
still undisputed master of 60
still unexplored regions of 116
still unfinished church of 53
still unoccupied regions of 54
still unresolved issues in 118
still unresolved issues of 135
still unresolved matter of 59
still unresolved whether the 82
still vigorously engaged in 70
still vulnerable enough to 44
stock acquisition treated as 46
stock appreciation rights as 96
stock appreciation rights in 123
stock appreciation rights is 142
stock appreciation rights or 310
stock appreciation rights to 340
stock corporation deriving an 48
stock immediately before the 1281
stock investment should be 112
stock originally issued at 63
stock originally issued in 51
stock originally issued to 206
stock represents shares of 63
stock repurchase options or 215
stock transaction valued at 394
stole unobserved through the 66
stone antagonist boldly in 50
stone implements belonging to 237
stone implements buried in 80
stone inscription refers to 60
stone projectile points in 203
stone projectile points of 142
stood apparently counting the 51
stood astonished before it 45
stood astonished before the 59
stood bewildered before the 99
stood constantly before the 58
stood dejectedly beside the 47
stood enraptured before the 114
stood fascinated before the 59
stood foursquare behind the 473
stood helplessly before the 92
stood helplessly beside the 96
stood helplessly watching the 124
stood hesitantly beside the 45
stood hesitatingly before the 63
stood immediately before it 42
stood immediately before me 46
stood immediately before the 805
stood immediately before us 68
stood immediately behind me 45
stood immediately behind the 479
stood immediately beside the 49
stood immediately inside the 43
stood inimically before it 41
stood irresolute before the 122
stood irresolute beside the 55
stood irresolute whether to 133
stood originally before the 52
stood resolutely before the 44
stood resolutely behind the 71
stood reverently before the 101
stood scornfully laughing at 46
stood speechless before the 305
stood spellbound before the 148
stood spellbound through an 49
stood steadfastly behind the 43
stood transfixed before me 45
stood transfixed before the 390
stool examination should be 105
stops immediately behind us 51
store electrical energy as 119
store electrical energy by 167
store electrical energy in 376
store individual pieces of 119
store information inside the 44
store information needed by 51
store information needed to 166
store information relating to 248
store sufficient energy in 95
store sufficient energy to 295
storing electrical energy in 176
storing radioactive wastes in 60
storm discharged itself on 71
story circulated around the 84
story circulated through the 135
story circulated widely in 62
story eventually reached the 57
story progresses through the 59
story residential building in 86
straw mattresses placed on 41
stream circulates through the 41
stream discharges itself at 44
stream immediately before the 84
strip characters created by 55
strip immediately behind the 45
strong accelerating effect on 51
strong analytical skills to 53
strong antagonism toward the 161
strong assumptions behind the 45
strong attachment normal at 44
strong attractive forces of 56
strong attractive forces on 95
strong boundaries around the 47
strong characters always do 47
strong collective memory of 90
strong commitment toward the 66
strong conclusions should be 44
strong connective tissue in 40
strong connective tissue of 48
strong contributing factor in 351
strong contributing factor to 602
strong corrective forces at 44
strong correlation appears to 43
strong correlation exists in 48
strong deleterious effect on 68
strong depressant effect on 60
strong depressive effect on 79
strong detachment across the 119
strong detachment should be 71
strong disposition toward the 53
strong distinction should be 41
strong educational system in 43
strong government backed by 65
strong government should be 102
strong hereditary factor in 99
strong horizontal tablet or 42
strong ideological belief in 42
strong imagination begets the 60
strong imagination creates the 41
strong inclination toward an 41
strong inclination toward the 667
strong inhibitory effect of 429
strong inhibitory effect on 1282
strong interaction effect of 41
strong moralistic strain in 87
strong multiplier effect on 79
strong nationalist feelings in 93
strong nationalist feelings of 84
strong orientation toward the 938
strong predisposing causes of 69
strong predisposing factor in 94
strong predisposing factor to 55
strong presumption arises in 84
strong presumption exists in 103
strong presumption favoring the 81
strong presumption should be 48
strong prognostic factor in 46
strong propensity toward the 52
strong protective effect of 203
strong protective effect on 64
strong protestant reaction by 50
strong purgatives should be 40
strong regulatory effect on 43
strong resentment amongst the 59
strong resentment toward the 258
strong resistance toward the 46
strong sentiments touching the 48
strong skepticism toward the 48
strong subjective feelings of 53
strong tendencies toward an 54
strong tendencies toward the 321
strong traditional belief in 115
strong unconscious desire to 94
strong unconscious feelings of 100
study activities should be 133
study department should be 72
study determined whether the 45
study determines whether the 57
study educational methods in 99
study mathematics beyond the 108
study objectives should be 57
study particular groups of 46
study philosophy instead of 123
study procedures should be 127
study restricted itself to 72
study scientific methods of 82
study strategies across the 51
study structural changes in 204
study techniques should be 105
style determines whether the 42
style manifested itself in 101
sugar consumption should be 54
sugar estimations should be 68
sugar experiment station at 51
sugar plantations around the 46
sugar plantations became the 51
sugar plantations belonging to 54
sugar plantations reside in 122
sugar plantations worked by 395
suits instituted before the 293
sweep completely across the 40
sweet consolation through the 69
sweet reluctance through the 77
sweet tumultuous tinkle of 52
sweet undertones seemed to 43
swept completely across the 48
swept completely around the 54
swept gracefully across the 44
sword completely through the 56
sworn implacable hatred to 96
