sable three escallops of 56
shall leave discussion of 245
shall leave untouched the 68
shall lift themselves up 128
shall live eternally in 107
shall look carefully at 159
shall look carefully to 46
shall look especially at 63
shall look primarily at 101
shall lose ourselves in 378
shall make affidavit in 52
shall make affidavit of 455
shall make affidavit to 85
shall make allotment of 57
shall make atonement by 56
shall make atonement on 116
shall make available an 61
shall make available at 196
shall make available by 97
shall make available in 74
shall make available on 54
shall make available or 91
shall make available the 613
shall make available to 8101
shall make complaint in 63
shall make complaint of 44
shall make complaint to 304
shall make confession of 46
shall make confession to 41
shall make discovery of 177
shall make estimates of 69
shall make excessive or 66
shall make inquiries at 47
shall make inquiries of 68
shall make inquiries to 54
shall make obeisance to 77
shall make ourselves at 71
shall make ourselves the 136
shall make profession of 89
shall make proposals to 121
shall make provisions in 56
shall make provisions so 205
shall make provisions to 123
shall make reference in 82
shall make reference to 970
shall make reparation to 192
shall make revelation the 52
shall make salutation to 55
shall make shipwreck of 94
shall make throughout the 82
shall meet elsewhere in 43
shall meet quarterly at 58
shall meet regularly at 231
shall meet regularly in 134
shall meet regularly on 155
shall meet regularly to 75
shall meet repeatedly in 80
shall meet somewhere in 54
shall meet somewhere or 56
shall meet standards of 42
shall more embarrass the 89
shall most assuredly be 505
shall most assuredly do 57
shall most certainly be 997
shall most certainly do 428
shall most certainly go 321
shall need knowledge of 43
shall next calculate the 91
shall next determine the 120
shall next introduce the 53
shall omit discussion of 242
shall omit reference to 115
shall only aggravate the 71
shall only calculate the 52
shall only emphasize the 69
shall only enumerate by 46
shall only enumerate the 112
shall only highlight the 58
shall only introduce the 75
shall only recommend it 54
shall only recommend to 139
shall only reproduce the 48
shall only summarize the 383
shall only undertake to 69
shall open ourselves to 41
shall pass unnoticed by 40
shall range themselves in 61
shall reach agreement on 118
shall rely primarily on 245
shall rest satisfied if 41
shall rest satisfied in 85
shall rise refreshed in 202
shall save ourselves the 70
shall seek permission to 52
shall seem advisable to 85
shall seem conducive to 43
shall seem desirable to 66
shall seem expedient in 54
shall seem expedient or 67
shall seem expedient so 44
shall seem expedient to 688
shall seem necessary or 196
shall seem necessary to 331
shall seem reasonable to 163
shall sell themselves to 70
shall send delegates to 85
shall send intimation of 106
shall send intimation to 84
shall send messengers to 186
shall show ourselves to 59
shall show presently in 47
shall show presently the 53
shall show themselves in 70
shall show themselves to 64
shall show throughout the 42
shall shut ourselves up 52
shall soon celebrate the 49
shall soon encounter in 47
shall soon recognize as 91
shall speak elsewhere of 260
shall speak especially of 64
shall speak generally of 89
shall speak henceforth of 40
shall speak presently in 84
shall speak presently of 385
shall speak primarily of 56
shall speak throughout of 61
shall stay proceedings in 259
shall such conditions be 44
shall swear allegiance to 298
shall swear faithfully to 44
shall swear obedience to 62
shall take advantage of 5666
shall take advantage to 65
shall take knowledge of 218
shall take possession of 6234
shall take possession or 70
shall take proceedings to 91
shall take testimony in 54
shall talk themselves to 61
shall there celebrate the 139
shall there eternally be 44
shall these resources be 56
shall these surpluses be 142
shall think beneficial to 63
shall think conducive to 181
shall think expedient in 48
shall think expedient to 106
shall think necessary in 335
shall think necessary or 329
shall think necessary to 1144
shall think ourselves in 46
shall think perfection is 53
shall think reasonable in 118
shall think reasonable to 233
shall treat ourselves to 95
shall treat thoroughly at 40
shall turn presently to 118
shall upon completion of 118
shall upon conviction be 3626
shall upon conviction by 78
shall upon conviction in 81
shall upon conviction of 243
shall upon production of 83
shall vary inversely as 50
shall vest accordingly in 125
shall view ourselves as 60
shall wait patiently to 51
shall walk incarnate in 232
shall when recovered be 70
shall when requested by 88
shall work corruption of 11647
shall work regularly at 60
shall your liberties be 318
shalt fall unnoticed by 168
shalt have abundance of 93
shalt have prospered the 109
shalt know wherefore the 196
shame took possession of 132
shame upon themselves by 50
shame were indelible if 101
shape best described as 43
shape from flattened to 43
shape from generation to 59
shape from spherical to 1022
shape their arguments to 50
shape their attitudes in 45
shape their attitudes to 74
shape their character in 41
shape their conception of 221
shape their definition of 41
shape their destinies in 127
shape their judgments in 42
shape their perception of 632
shape their responses in 52
shape their responses to 950
shape their willingness to 87
shape when subjected to 848
shape when suspended in 40
shape will determine the 85
shape will influence the 52
shape your perception of 171
shape your responses to 47
shaping their attitudes to 67
shaping their conception of 52
shaping their perception of 101
shaping their responses to 127
share among themselves as 102
share among themselves in 169
share among themselves the 2080
share best practices in 351
share best practices on 50
share best practices to 105
share many interests in 222
share many qualities of 46
share more equitably in 859
share more equitably the 410
share more liberally in 121
share some interests in 116
share some knowledge of 205
share some qualities of 105
share such knowledge as 88
share such resources as 167
share their admiration of 62
share their awareness of 128
share their conception of 84
share their definition of 78
share their discovery of 49
share their electrons in 89
share their electrons to 74
share their enjoyment of 487
share their evaluation of 64
share their expertise as 127
share their expertise by 241
share their expertise in 1840
share their expertise on 324
share their expertise or 72
share their expertise to 299
share their happiness by 81
share their hostility to 78
share their interests in 587
share their interests or 152
share their knowledge as 309
share their knowledge at 255
share their knowledge by 246
share their knowledge if 52
share their knowledge in 1306
share their knowledge is 60
share their knowledge of 6291
share their knowledge on 446
share their knowledge or 565
share their knowledge so 146
share their knowledge to 392
share their opposition to 95
share their perception of 426
share their persuasion as 153
share their resources as 41
share their resources in 169
share their resources to 283
share their responses in 548
share their responses to 3385
share their standards of 61
share their successes in 85
share these qualities to 45
share those qualities in 40
share were outstanding at 44
share your admiration of 146
share your enjoyment of 102
share your expertise in 47
share your happiness in 131
share your interests in 151
share your interests is 66
share your interests or 111
share your knowledge of 386
share your perception of 123
share your responses in 49
share your responses to 239
share your testimony of 40
sharing among libraries in 137
sharing among themselves of 97
sharing among themselves the 418
sharing best practices in 98
sharing best practices to 275
sharing more equitably the 53
sharing plan described in 247
sharing some interests in 41
sharing such provisions as 46
sharing their affections or 59
sharing their enjoyment of 60
sharing their expertise in 428
sharing their expertise on 176
sharing their interests in 53
sharing their knowledge in 122
sharing their knowledge of 1748
sharing their knowledge on 100
sharing their knowledge or 47
sharing their resources in 40
sharing their responses to 161
sharing your knowledge of 203
sharing your responses to 56
sharp line demarcating the 47
sharp line separated the 47
sharp line separates the 300
sharp pain localized to 44
sharp peaks separated by 72
sharp wave complexes in 106
shave those steamships as 162
sheep cell suspension to 70
sheep gave completion to 71
sheep were committed to 66
sheep were delivered to 52
sheep were destroyed by 218
sheep were developed in 120
sheep were difficult to 40
sheep were forbidden to 46
sheep were permitted to 80
sheep were plentiful in 51
sheep were purchased in 72
sheep were scattered in 41
sheep were scattered on 51
sheep were subjected to 134
sheep were swallowed up 42
sheet also indicates the 53
sheet ever published in 48
shelf life stability of 48
shell will interpret the 55
shift also reflected the 157
shift from adjective to 129
shift from advertising to 104
shift from alienation to 117
shift from aristotle to 92
shift from ascription to 249
shift from autocracy to 167
shift from automatic to 172
shift from barbarism to 90
shift from behavioral to 127
shift from bilateral to 379
shift from biological to 266
shift from certainty to 121
shift from character to 386
shift from childhood to 750
shift from classical to 900
shift from cognitive to 44
shift from commercial to 350
shift from commodity to 151
shift from communism to 325
shift from community to 500
shift from compliance to 165
shift from consensus to 175
shift from considering the 270
shift from controlling to 47
shift from corporate to 206
shift from cosmology to 52
shift from criticism to 47
shift from deductive to 44
shift from defensive to 354
shift from deference to 51
shift from democracy to 247
shift from depression to 304
shift from diplomacy to 117
shift from discourse to 87
shift from discussion of 133
shift from dominance by 196
shift from dominance of 123
shift from domination by 50
shift from domination to 219
shift from economics to 167
shift from emphasizing the 190
shift from empirical to 112
shift from extensive to 1184
shift from extrinsic to 364
shift from feudalism to 1072
shift from functional to 311
shift from generation to 468
shift from grassland to 149
shift from hierarchy to 327
shift from hospitals to 53
shift from hostility to 211
shift from household to 339
shift from ignorance to 326
shift from industrial to 1786
shift from infectious to 257
shift from innocence to 155
shift from inpatient to 1068
shift from intensive to 179
shift from intrinsic to 132
shift from jefferson to 95
shift from jerusalem to 41
shift from knowledge of 40
shift from knowledge to 278
shift from landscape to 45
shift from livestock to 150
shift from mainframe to 134
shift from mandatory to 130
shift from masculine to 211
shift from matriarchy to 359
shift from mechanism to 102
shift from moderation to 116
shift from modernism to 1113
shift from modernist to 127
shift from modernity to 1155
shift from monologue to 124
shift from narrative to 551
shift from normative to 105
shift from obedience to 42
shift from objective to 377
shift from offensive to 291
shift from opposition to 452
shift from organized to 44
shift from ownership of 57
shift from ownership to 397
shift from passivity to 496
shift from patriarchy to 167
shift from patronage to 221
shift from peacekeeping to 54
shift from perception to 154
shift from permanent to 242
shift from persuasion to 149
shift from pessimism to 190
shift from petroleum to 136
shift from political to 718
shift from polytheism to 129
shift from practical to 114
shift from prevention to 48
shift from primitive to 286
shift from principle to 46
shift from producers to 48
shift from production in 91
shift from production of 762
shift from production to 2332
shift from protection of 46
shift from protection to 208
shift from ptolemaic to 68
shift from railroads to 96
shift from reference to 127
shift from reflection to 126
shift from regulation to 230
shift from repression to 165
shift from revolution to 236
shift from secondary to 464
shift from selective to 115
shift from sequential to 107
shift from spectator to 43
shift from spiritual to 104
shift from stability to 164
shift from statement to 43
shift from strategic to 45
shift from structure to 407
shift from substance to 309
shift from technical to 183
shift from temporary to 143
shift from themselves the 69
shift from themselves to 115
shift from theological to 195
shift from theoretical to 162
shift from unanimity to 149
shift from universal to 221
shift from unskilled to 288
shift from vegetable to 108
shift from voluntary to 398
shift into production of 100
shift more production to 48
shift more resources to 119
shift some production to 48
shift their allegiance in 50
shift their allegiance to 1048
shift their anchorage to 54
shift their attentions to 79
shift their attitudes in 75
shift their attitudes to 58
shift their conception of 89
shift their factories to 51
shift their interests to 122
shift their loyalties to 402
shift their operations to 632
shift their patronage to 165
shift their perception of 122
shift their portfolios to 43
shift their priorities in 60
shift their priorities to 99
shift their production to 407
shift their purchases of 127
shift their purchases to 838
shift their residence to 113
shift their resources to 287
shift these resources to 58
shift your awareness to 295
shift your perception of 56
shine forth glorified in 45
shine forth throughout the 96
shine their headlights on 97
shins were protected by 46
ships bringing provisions to 41
ships call regularly at 70
ships from alexandria to 77
ships from approaching the 191
ships from gibraltar to 58
ships from liverpool to 102
ships from throughout the 46
ships have continued to 104
ships have foundered on 50
ships only succeeded in 56
ships take advantage of 50
ships taking advantage of 100
ships took advantage of 281
ships took possession of 71
ships went regularly to 52
ships were abandoned by 99
ships were abandoned in 103
ships were allocated to 116
ships were appointed to 92
ships were approaching the 313
ships were assembled at 167
ships were assembled in 164
ships were assembled on 40
ships were attracted to 49
ships were authorized to 185
ships were available at 95
ships were available in 118
ships were available to 469
ships were batteries of 67
ships were blockaded at 45
ships were blockaded by 45
ships were blockaded in 69
ships were cannonading the 88
ships were captained by 57
ships were certainly so 85
ships were chartered by 249
ships were chartered in 115
ships were chartered or 47
ships were chartered to 334
ships were collected at 81
ships were collected in 68
ships were commanded by 845
ships were commanded to 55
ships were committed to 80
ships were compelled to 894
ships were completed in 202
ships were condemned as 187
ships were consigned to 63
ships were converted to 302
ships were deficient in 42
ships were delivered in 197
ships were delivered to 170
ships were delivered up 55
ships were dependent on 73
ships were described as 134
ships were destroyed at 111
ships were destroyed by 913
ships were destroyed in 1143
ships were destroyed on 59
ships were destroyed or 418
ships were developed in 106
ships were developed to 65
ships were difficult to 153
ships were dispersed by 273
ships were dispersed in 129
ships were dispersed to 52
ships were enveloped in 240
ships were estimated to 43
ships were expensive to 63
ships were forbidden by 109
ships were forbidden to 1253
ships were furnished by 181
ships were henceforth to 43
ships were incapable of 94
ships were lightened of 83
ships were navigated by 55
ships were necessary to 204
ships were overtaken by 70
ships were permitted to 1701
ships were powerless to 73
ships were preferred to 47
ships were prevented by 69
ships were propelled by 325
ships were protected by 268
ships were purchased by 165
ships were purchased in 85
ships were reflected in 40
ships were reluctant to 86
ships were requested to 53
ships were scattered by 393
ships were scattered in 160
ships were scattered on 46
ships were scheduled to 318
ships were separated by 497
ships were separated in 249
ships were shattered by 94
ships were shattered in 59
ships were subjected to 400
ships were supported by 86
ships were surprised by 50
ships were swallowed up 73
shirk their obligation to 67
shock felt throughout the 77
shock gene activation in 53
shock gene expression by 118
shock gene expression in 321
shock gene expression is 155
shock have scattered the 143
shock wave continues to 125
shock wave developed in 67
shock wave generated at 189
shock wave generated by 2133
shock wave generated in 447
shock wave originating at 49
shock wave phenomena in 58
shock wave propagating at 57
shock wave propagating in 601
shock wave structure in 304
shock wave structure is 56
shock wave surrounding the 43
shock wave throughout the 825
shock wave traverses the 113
shone like alabaster in 42
shops take advantage of 41
shops were compelled to 72
shops were converted to 43
shops were destroyed by 142
shops were destroyed in 79
shops were destroyed or 56
shops were forbidden to 79
shops were permitted in 41
shops were permitted to 84
shops were plundered of 99
shops were protected by 42
shore were reflected in 140
shore were subjected to 50
short book published by 49
short book published in 199
short case histories of 150
short clear statement of 51
short coda concludes the 111
short form statement on 95
short from inability to 53
short full petticoat of 44
short haul principle is 87
short haul provisions of 67
short hour altogether to 83
short last afternoon of 72
short life exhausted the 370
short life histories of 84
short line railroads in 68
short naps throughout the 68
short note addressed to 314
short note explained the 43
short note published in 334
short poems addressed to 143
short poems published in 96
short range character of 134
short range stiffness of 99
short range structure of 94
short stay hospitals in 44
short stay proceeded to 46
short term advantage of 75
short term character of 49
short term contracts in 49
short term contracts or 64
short term contracts to 67
short term evaluation of 61
short term exposures to 100
short term forecasting of 80
short term forecasts of 68
short term incubation of 63
short term influence of 45
short term interests in 45
short term interests of 483
short term movements in 126
short term movements of 137
short term objective is 78
short term objective of 209
short term prediction of 128
short term prognosis in 55
short term prognosis of 78
short term reductions in 99
short term regulation of 158
short term responses of 43
short term responses to 124
short term stability in 78
short term stability is 61
short term stability of 365
short text published in 51
short these proceedings by 44
short time abandoned the 42
short time afterward an 82
short time afterward at 72
short time afterward by 85
short time afterward he 985
short time afterward in 122
short time afterward it 135
short time afterward my 66
short time afterward the 1126
short time afterward to 113
short time afterward we 96
short time allocated to 81
short time appointed by 44
short time assistant to 52
short time attempted to 53
short time attracted the 59
short time available at 87
short time available he 52
short time available in 366
short time available is 49
short time available it 151
short time available on 61
short time available the 107
short time available to 2127
short time brightens the 43
short time commanded the 70
short time committed to 71
short time compelled the 77
short time compelled to 94
short time completed the 87
short time conceived the 71
short time consented to 121
short time considering the 252
short time constants in 82
short time constants of 67
short time continued to 72
short time contrived to 74
short time convinced me 48
short time destroyed by 67
short time destroyed the 117
short time developed the 58
short time endeavored to 79
short time exposures to 51
short time incumbent of 55
short time intervals as 240
short time intervals at 181
short time intervals by 121
short time intervals in 355
short time intervals is 229
short time intervals it 49
short time intervals of 398
short time intervals on 67
short time intervals or 117
short time intervals so 117
short time intervals the 199
short time intervals to 230
short time necessary to 650
short time overspread the 49
short time permitted to 53
short time possession of 68
short time presented the 50
short time president of 323
short time prevailed on 147
short time previously an 46
short time previously as 64
short time previously at 184
short time previously by 786
short time previously he 744
short time previously in 401
short time previously it 80
short time previously on 144
short time previously so 99
short time previously the 826
short time previously to 1662
short time previously we 60
short time proceeded to 42
short time professor of 187
short time requisite to 59
short time scratches up 70
short time secretary of 283
short time secretary to 64
short time submitted to 43
short time succeeded by 158
short time succeeded in 1975
short time suspended by 58
short time throughout the 148
short time traversed the 59
short trial convinced me 45
short view subjected to 75
short work published in 80
short your enjoyment of 44
shots from somewhere in 41
shots have shattered the 96
shots were necessary to 64
shout from somewhere in 235
showing fine structure of 94
showing good knowledge of 52
showing great alertness as 93
showing great deference to 129
showing great dexterity in 46
showing great diversity in 94
showing great diversity of 114
showing great fertility of 44
showing great knowledge of 220
showing great varieties of 75
showing great willingness to 54
showing high incidence of 56
showing less willingness to 56
showing many evidences of 64
showing many varieties of 43
showing more awareness of 68
showing more especially the 42
showing more initiative in 48
showing more knowledge of 55
showing more precisely the 49
showing more willingness to 162
showing much awareness of 61
showing much knowledge of 142
showing open hostility to 82
showing other evidences of 186
showing some annoyance at 41
showing some awareness of 227
showing some deference to 69
showing some evidences of 52
showing some indication of 150
showing some influence of 152
showing some irritation at 48
showing some knowledge of 212
showing some semblance of 105
showing some specimens at 42
showing some willingness to 122
showing such knowledge as 55
showing such phenomena as 81
showing their adherence to 46
showing their admiration at 40
showing their admiration of 63
showing their allegiance to 180
showing their awareness of 152
showing their conception of 51
showing their connection to 66
showing their derivation in 49
showing their dexterity in 102
showing their existence by 45
showing their gratitude by 161
showing their gratitude to 372
showing their hostility to 169
showing their ignorance of 256
showing their inability to 191
showing their influence in 50
showing their influence on 152
showing their knowledge of 170
showing their obedience to 48
showing their opposition to 172
showing their patriotism by 66
showing their proximity to 58
showing their relevance to 263
showing their willingness to 672
showing these phenomena to 42
showing those qualities of 59
showing what proportion of 633
showing what purported to 50
showing wide separation of 67
showing young americans of 138
showing your gratitude to 121
showing your knowledge of 130
showing your willingness to 144
shown full awareness of 64
shown good agreement in 52
shown great abilities in 81
shown great awareness of 52
shown great creativity in 79
shown great deference to 240
shown great dexterity in 79
shown great diligence in 72
shown great discretion in 67
shown great disregard of 58
shown great diversity in 43
shown great foresight in 103
shown great fortitude in 62
shown great gallantry in 99
shown great hostility to 140
shown great ignorance of 42
shown great initiative in 159
shown great knowledge of 51
shown great leadership in 71
shown great moderation in 69
shown great partiality to 53
shown great qualities of 50
shown great restraint in 239
shown great willingness to 298
shown here consisted of 42
shown here indicates the 178
shown here represent the 466
shown high incidence of 40
shown high qualities of 92
shown keen awareness of 57
shown less hesitation in 51
shown less willingness to 81
shown like restraint in 104
shown many evidences of 119
shown many instances of 217
shown many specimens of 55
shown more awareness of 157
shown more deference to 110
shown more discretion in 42
shown more especially by 108
shown more especially in 98
shown more fortitude in 56
shown more generally in 66
shown more initiative in 79
shown more precisely by 97
shown more precisely in 151
shown more restraint in 70
shown more willingness to 396
shown much awareness of 93
shown much deference to 66
shown much initiative in 82
shown much willingness to 184
shown open hostility to 87
shown some annoyance at 41
shown some awareness of 322
shown some deference in 61
shown some deference to 64
shown some dexterity in 85
shown some evidences of 40
shown some foresight in 44
shown some hesitancy in 65
shown some hesitation in 122
shown some hostility to 89
shown some indication of 152
shown some influence of 45
shown some initiative in 74
shown some instances of 48
shown some knowledge of 181
shown some opposition to 87
shown some partiality to 60
shown some restraint in 91
shown some specimens of 121
shown some willingness to 736
shown such deference to 154
shown such hostility to 90
shown such prejudice to 72
shown such willingness to 165
shown their abilities as 40
shown their abilities in 54
shown their agreement by 85
shown their allegiance to 72
shown their awareness of 197
shown their dedication to 48
shown their estimation of 54
shown their gratitude by 212
shown their gratitude in 53
shown their gratitude to 215
shown their hostility to 364
shown their ignorance of 107
shown their inability to 503
shown their influence in 67
shown their influence on 46
shown their opposition to 197
shown their patriotism by 108
shown their patriotism in 46
shown their sincerity by 59
shown their willingness to 2363
shown these compounds to 71
shown these qualities in 106
shown those qualities of 67
shown very effective in 42
shown very elegantly by 42
shown what proportion of 62
shown what purported to 131
shown when considering the 126
shown your abilities in 87
shown your gratitude by 96
shown your gratitude to 58
shown your willingness to 112
shows clear awareness of 145
shows clear indication of 103
shows clear influence of 147
shows clear knowledge of 96
shows clear parallels to 49
shows data collected by 146
shows data collected in 55
shows data collected on 46
shows deep knowledge of 129
shows four instances of 48
shows four situations in 92
shows four snapshots of 49
shows full awareness of 377
shows good agreement as 42
shows good agreement at 179
shows good agreement in 572
shows good agreement of 355
shows good agreement to 126
shows good awareness of 40
shows good knowledge of 131
shows good separation of 44
shows good stability in 90
shows great awareness of 83
shows great deference to 403
shows great dexterity in 80
shows great diversity in 469
shows great diversity of 361
shows great fertility of 75
shows great ignorance of 453
shows great knowledge of 900
shows great restraint in 147
shows great stability in 84
shows great steadiness in 51
shows have swallowed up 47
shows held throughout the 360
shows high frequency of 41
shows keen awareness of 127
shows less knowledge of 46
shows many analogies to 127
shows many evidences of 637
shows many exceptions to 88
shows many instances in 216
shows many instances of 1154
shows many parallels to 454
shows many varieties of 147
shows mild dilatation of 54
shows more awareness of 395
shows more deference to 49
shows more evidently the 193
shows more generally the 42
shows more influence of 97
shows more instances of 100
shows more knowledge of 457
shows more perfectly the 42
shows more precisely the 448
shows more restraint in 106
shows more willingness to 139
shows most naturally the 63
shows much acuteness in 77
shows much awareness of 111
shows much knowledge of 367
shows much quickness in 93
shows other evidences of 396
shows other instances of 43
shows some advantage in 46
shows some awareness of 1630
shows some compassion in 63
shows some dimensions of 47
shows some estimates of 203
shows some evidences of 178
shows some fragments of 65
shows some ignorance of 40
shows some indication of 1035
shows some influence of 1151
shows some instances of 246
shows some knowledge in 54
shows some knowledge of 1450
shows some parallels to 90
shows some semblance of 61
shows some snapshots of 90
shows some varieties of 40
shows some willingness to 124
shows such ignorance of 46
shows such knowledge of 132
shows their awareness of 165
shows their connection to 43
shows their estimates of 41
shows their existence in 62
shows their ignorance of 444
shows their inability to 290
shows their influence in 127
shows their influence on 112
shows their knowledge of 73
shows their relevance to 109
shows their responses to 93
shows their willingness to 165
shows these qualities in 546
shows three dimensions of 46
shows three estimates of 48
shows three instances of 214
shows three resistors in 69
shows three situations in 98
shows three snapshots of 133
shows three varieties of 129
shows time histories of 185
shows very perfectly the 47
shows were broadcast in 52
shows were broadcast on 58
shows were dominated by 65
shows were exhibited in 109
shows were organized by 50
shows were organized in 74
shows were performed by 84
shows were performed in 191
shows were performed on 50
shows were presented at 53
shows were presented by 57
shows were presented in 156
shows were presented to 50
shows were scheduled to 59
shows were sponsored by 172
shows what influence the 97
shows what proportion of 2126
shows wide knowledge of 51
shows your awareness of 52
shows your ignorance of 121
shows your knowledge of 77
shows your willingness to 397
shrug their shoulders as 576
shrug their shoulders at 4111
shrug their shoulders if 205
shrug their shoulders in 1588
shrug their shoulders or 436
shrug their shoulders to 314
shrug your shoulders as 334
shrug your shoulders at 338
shrug your shoulders in 120
shrug your shoulders is 77
shrug your shoulders or 82
shrug your shoulders so 105
shrug your shoulders to 162
shrug your shoulders up 451
shunt from ventricle to 115
shuts down precisely at 40
shuts down production of 200
sided ideal generated by 73
sided life attracted me 49
sides also discussed the 170
sides came evidences of 41
sides fair hedgerows of 40
sides felt compelled to 44
sides felt themselves to 40
sides find themselves in 46
sides gave themselves up 41
sides have addressed the 42
sides have attempted to 162
sides have completed the 50
sides have continued to 190
sides have discussed the 48
sides have expressed the 52
sides have succeeded in 101
sides must assuredly be 51
sides must recognize as 205
sides must recognize the 44
sides reach agreement on 63
sides took advantage of 316
sides were appointed to 85
sides were commanded by 57
sides were committed to 363
sides were compelled to 195
sides were completed in 50
sides were concerned in 47
sides were confident of 211
sides were connected by 90
sides were convinced of 130
sides were difficult to 57
sides were enveloped in 52
sides were evidences of 131
sides were exhausted by 252
sides were forbidden to 52
sides were motivated by 72
sides were nominated by 52
sides were permitted to 106
sides were presented in 40
sides were presented to 47
sides were protected by 622
sides were published in 42
sides were reluctant to 370
sides were scheduled to 49
sides were separated by 186
sides were sharpened to 75
sides were subjected to 94
sides were submitted to 44
sides were supported by 330
sides were surprised to 40
sides were suspicious of 84
sides were unanimous in 123
sides will appertain to 45
sides will cooperate in 161
sides will cooperate to 93
sides will determine the 45
sides will encourage the 114
sides will represent the 125
siege took possession of 47
siege were committed to 55
siege were conducted by 76
sifting rain saturated the 56
sight been witnessed on 80
sight find ourselves at 78
sight more congenially to 42
sight more difficult to 234
sight more important to 56
sight more interesting to 141
sight most whimsical or 53
sight seem difficult to 225
sight very difficult to 134
sight will intersect the 48
signing said resolution he 47
signs give distances in 58
signs giving directions to 58
signs lend themselves to 46
signs used throughout the 47
signs were difficult to 77
signs were displayed at 48
signs were displayed in 87
signs were displayed on 50
signs were inscribed on 42
signs were installed at 43
signs were installed in 54
signs were multiplying of 49
signs were necessary to 65
signs were performed by 74
signs were plastered on 44
signs will determine the 59
signs will generally be 61
silly grin plastered on 78
silts were deposited in 99
since been abandoned as 1747
since been abandoned at 59
since been abandoned by 3331
since been abandoned in 1078
since been abandoned on 81
since been abandoned or 160
since been abandoned to 239
since been abolished as 87
since been abolished by 343
since been abolished in 596
since been abolished or 40
since been abrogated by 115
since been acclaimed as 283
since been acclaimed by 59
since been acquitted by 43
since been acquitted of 62
since been addressed by 157
since been addressed in 90
since been addressed to 59
since been advocated by 257
since been advocated in 77
since been alienated by 53
since been allocated to 66
since been amplified by 146
since been announced as 152
since been announced by 62
since been announced in 64
since been appointed as 135
since been appointed by 425
since been appointed in 50
since been appointed the 54
since been appointed to 766
since been arraigned at 67
since been assembled in 149
since been associated in 223
since been attempted by 149
since been attempted in 63
since been attempted to 154
since been attracted by 41
since been attracted to 44
since been augmented by 574
since been augmented to 169
since been authorized by 51
since been authorized to 61
since been available in 57
since been available to 58
since been blockaded by 54
since been bolstered by 52
since been broadened to 350
since been canonized as 121
since been canonized by 77
since been challenged by 561
since been challenged in 91
since been challenged on 119
since been championed by 51
since been chartered as 42
since been cherished by 54
since been clarified by 82
since been clarified in 43
since been collected as 82
since been collected at 71
since been collected by 196
since been collected in 421
since been collected on 89
since been collected to 71
since been committed by 60
since been committed to 506
since been compelled to 747
since been complaining to 101
since been completed at 47
since been completed by 727
since been completed in 391
since been completed on 44
since been completed to 74
since been concluded by 48
since been condemned as 508
since been condemned by 304
since been condemned in 50
since been condemned to 133
since been conducted as 89
since been conducted at 64
since been conducted by 348
since been conducted in 206
since been conducted on 340
since been conducted to 83
since been conferred on 174
since been confirmed as 466
since been confirmed at 68
since been confirmed by 20403
since been confirmed in 4053
since been confirmed on 243
since been confirmed to 639
since been connected by 47
since been connected to 58
since been conquered by 97
since been consigned to 1733
since been construed to 64
since been contested by 50
since been continued as 149
since been continued at 44
since been continued by 683
since been continued in 323
since been continued on 182
since been continued to 185
since been converted by 91
since been converted to 3088
since been convicted by 41
since been convicted of 448
since been convinced by 40
since been convinced of 757
since been corrected by 317
since been corrected in 122
since been corrected to 79
since been corrupted by 179
since been corrupted to 95
since been cultivating in 82
since been customary to 46
since been decimated by 46
since been dedicated to 143
since been delegated to 185
since been delivered by 54
since been delivered of 60
since been delivered to 129
since been delivered up 40
since been denounced as 228
since been denounced by 193
since been dependent on 58
since been deposited at 55
since been deposited in 426
since been described as 2597
since been described by 1204
since been described in 915
since been despoiled of 68
since been destroyed by 2375
since been destroyed in 220
since been destroyed or 585
since been destroyed to 94
since been developed as 532
since been developed at 64
since been developed by 1275
since been developed in 856
since been developed on 185
since been developed so 46
since been developed to 687
since been difficult to 50
since been disabused of 87
since been discarded as 771
since been discarded by 656
since been discarded in 287
since been discarded or 81
since been disclosed in 68
since been discussed at 91
since been discussed by 322
since been discussed in 222
since been dismissed as 436
since been dismissed by 160
since been dispelled by 155
since been dispersed by 68
since been dispersed to 83
since been displaced by 610
since been displaced in 79
since been displayed in 75
since been disproved by 305
since been disproved in 45
since been dissected by 58
since been dissolved by 141
since been dissolved in 55
since been disturbed by 131
since been dominated by 201
since been downgraded to 46
since been enshrined as 68
since been enshrined in 166
since been entrusted to 94
since been estimated at 119
since been estimated by 70
since been excavated by 89
since been excavated in 49
since been exercised by 186
since been exhausted by 130
since been exhausted in 189
since been exhausted on 82
since been exhibited at 79
since been exhibited by 61
since been exhibited in 143
since been explained as 65
since been explained by 285
since been explained in 89
since been explained to 233
since been exploited by 128
since been exploited in 55
since been exploited to 55
since been expressed by 218
since been expressed in 136
since been forbidden by 69
since been forbidden to 55
since been forfeited to 53
since been forgotten as 116
since been forgotten by 1353
since been forgotten in 370
since been forgotten or 155
since been forwarded to 224
since been fulfilled by 71
since been fulfilled in 79
since been furnished by 222
since been furnished to 71
since been gratified in 115
since been impressed by 43
since been incapable of 87
since been indicated by 49
since been inhabited by 168
since been inherited by 80
since been inscribed on 70
since been installed at 97
since been installed in 445
since been installed on 110
since been inundated by 65
since been justified by 248
since been necessary to 177
since been neglected by 50
since been nicknamed the 41
since been nominated by 55
since been nullified by 46
since been organized as 40
since been organized by 59
since been organized in 172
since been overruled by 208
since been overruled in 128
since been overtaken by 1719
