sagacious leader had tacitly 96
strengthen bones and prevent 55
strengthen local and national 101
strengthen local and regional 151
strengthen rather than destroy 141
strengthen rather than disrupt 43
strengthen rather than endanger 64
strengthen rather than replace 60
strengthen social and national 331
strengthen teaching and research 174
stressed above its elastic 139
stressed again that although 42
stresses which are applied 102
stresses which are assumed 93
stresses which are brought 70
stresses which are imposed 73
stresses which are induced 201
stresses which are present 114
stresses which are related 46
stresses which are usually 93
stresses which may develop 80
stresses which they produce 58
stretching about one hundred 70
stretching nearly two thousand 40
stricken silly with fatigue 83
stricken world may require 1208
strictly close and private 46
strictly liable for damages 590
strictly liable for defects 310
strictly liable for failure 295
strictly liable for product 98
strictly liable for resulting 79
strictly local and limited 95
strictly local and national 46
strictly moral and upright 63
strictly order and command 143
strictly speaking not correct 190
strictly under his control 100
strictly under its control 66
strictly under our present 51
strictly within our subject 93
stripped bonds and coupons 312
stripped naked and carried 60
stripped naked and chained 175
stripped naked and climbed 51
stripped naked and covered 67
stripped naked and dragged 112
stripped naked and exposed 331
stripped naked and flogged 289
stripped naked and marched 77
stripped naked and mounted 41
stripped naked and ordered 82
stripped naked and painted 177
stripped naked and paraded 212
stripped naked and searched 457
stripped naked and violated 64
stripped naked and whipped 371
stripped naked and wrapped 44
stripped sides now present 40
strongest reason and greatest 49
strongest reason for accepting 45
strongest reason for believing 1353
strongest reason for disliking 72
strongest reason for expecting 40
strongest reason for regarding 55
strongest reason for rejecting 89
strongest reason for supposing 243
strongest ropes for harness 52
strongest state that history 46
strongest terms all measures 83
strongest terms any attempt 40
strongest terms that language 71
strongest winds and heaviest 97
strongest winds and highest 50
strongest winds are usually 45
struggle above all against 42
struggle alone and unaided 112
struggle began for control 85
struggle breaks out between 74
struggle broke out between 1351
struggle could not succeed 45
struggle either with himself 49
struggle every day against 121
struggle lasting for several 51
struggle leaves one stronger 77
struggle shows two opposed 60
struggle under way between 54
struggle until they achieve 109
struggle which had brought 223
struggle which had existed 89
struggle which had hitherto 116
struggle which had started 333
struggle which has brought 165
struggle which has existed 84
struggle which that country 91
struggle which they carried 44
struggle which they foresaw 50
struggle which was beginning 213
struggle which was carried 481
struggle which was certain 105
struggle which was decided 89
struggle which was finally 70
struggle which was impending 559
struggle which was largely 45
struggle which was threatening 47
struggle within and against 576
struggle within and between 592
struggle within and outside 140
struggle within each country 82
struggle within her between 66
struggle within him between 266
struggle within our country 43
struggling daily for dignity 174
struggling within and against 285
stubborn cases may require 51
stubborn people who grumble 95
stubborn people who refused 43
stubborn turks and tartars 167
students about all aspects 40
students about our insisting 72
students about ten minutes 75
students about two minutes 173
students asked this question 40
students board with private 49
students bound for college 160
students carry out research 81
students could get together 60
students could not achieve 44
students could not believe 182
students could not compete 51
students could not explain 62
students could not express 55
students could not imagine 68
students could not perform 94
students could not provide 51
students could not receive 82
students could not respond 116
students could not succeed 52
students could use plastic 542
students create and present 175
students enjoy and benefit 173
students every year prepare 72
students first and athletes 117
students found that although 48
students handing out leaflets 43
students headed for college 70
students liked him because 48
students lived and studied 199
students proving that bravery 40
students rather than faculty 91
students rather than lecture 43
students rather than research 46
students rather than schools 56
students rather than subject 40
students rather than teachers 213
students rather than workers 49
students repeat this process 58
students search for answers 57
students share and compare 106
students share and discuss 291
students solve this problem 99
students stood and cheered 41
students study and analyze 42
students study and discuss 86
students under his control 79
students under this program 67
students which they acquire 40
students which they initiate 120
students within and between 71
students within and outside 326
students working for degrees 124
students working with faculty 45
students would get together 93
students would not believe 53
students would not benefit 101
students would not receive 144
students would not respond 68
students write and perform 122
students write and present 68
students write and produce 83
students write and publish 49
stylized birds and animals 99
stylized birds and flowers 46
stylized leaves and flowers 188
subheadings within each chapter 53
subjects could not perform 114
subjects could not predict 54
subjects could not produce 56
subjects could not refrain 59
subjects every day between 53
subjects known and unknown 62
subjects might not presume 40
subjects never did dispute 57
subjects rather than between 89
subjects rather than objects 3475
subjects rather than passive 102
subjects trite and familiar 57
subjects under his command 46
subjects under his control 109
subjects under its control 106
subjects until they arrived 48
subjects which are adapted 54
subjects which are beginning 46
subjects which are brought 148
subjects which are capable 77
subjects which are chiefly 42
subjects which are closely 507
subjects which are covered 230
subjects which are equally 54
subjects which are familiar 128
subjects which are handled 68
subjects which are largely 95
subjects which are matters 160
subjects which are offered 150
subjects which are outside 236
subjects which are perhaps 90
subjects which are related 303
subjects which are similar 70
subjects which are studied 255
subjects which are totally 53
subjects which are touched 84
subjects which are usually 1280
subjects which had appeared 45
subjects which had belonged 58
subjects which had brought 74
subjects which had hitherto 608
subjects which her sisters 99
subjects which lay outside 84
subjects which lie outside 264
subjects which may require 60
subjects which may rightly 52
subjects which now agitate 55
subjects which now attract 46
subjects which they believe 43
subjects which they discuss 243
subjects which they embrace 315
subjects which they present 172
subjects which they profess 186
subjects which they propose 63
subjects which they studied 148
subjects which this country 51
subjects within any islands 50
subjects within his majesty 130
subjects within its borders 49
subjects within its purview 86
subjects would not consent 74
subjects would not possess 55
subjects would not receive 44
subsided within its natural 97
subsides within its channel 56
subsumed under any general 58
subsumed under her husband 102
subsumed under his concept 44
subsumed under one concept 92
subsumed under one general 471
subsumed under that concept 85
subsumed under that general 40
subsumed under this broader 47
subsumed under this concept 210
subsumed under this general 350
subsumed under two general 128
subsumed within this general 47
subtlest looks and phrases 56
subtlety canst thou suppose 83
subunits which are arranged 40
subunits which are encoded 71
suburban growth and central 111
suburban homes and gardens 90
suburban homes this purpose 49
suburban lawns and gardens 118
suburban parks and gardens 172
suburban rather than central 153
suburban yards and gardens 44
succeeding evening they entered 66
succeeding pages are devoted 40
succeeds above his fellows 54
suddenly alter its position 99
suddenly asked her husband 46
suddenly awaking and wondering 41
suddenly aware that everything 48
suddenly awoke and screamed 99
suddenly blowing his whistle 78
suddenly breaking his silence 42
suddenly breaks out between 47
suddenly broke her silence 57
suddenly broke his silence 134
suddenly broke out against 141
suddenly broke out between 204
suddenly changing his position 67
suddenly changing his purpose 179
suddenly changing his tactics 102
suddenly could not believe 68
suddenly could not imagine 82
suddenly could they display 74
suddenly loses his balance 45
suddenly mount and scatter 398
suddenly raising his stately 73
suddenly thrown off balance 166
suddenly turns his lantern 45
suffered about one hundred 54
suffered about two hundred 45
suffered abuse and neglect 342
suffered cruel and unusual 68
suffered defeat and capture 69
suffered hunger and poverty 56
suffered mocking and scourging 224
suffered nearly two hundred 55
suffered puffs and dulness 71
suffered rather than enjoyed 67
suffered since her marriage 88
suffered since his arrival 57
suffered under her inhuman 62
suffered under his command 59
suffered under his tyranny 51
suffered under its effects 74
suffered under this dreadful 41
suffered under this statute 116
sufferings which are brought 42
sufferings which are endured 173
sufferings which men inflict 53
sufferings which our blessed 51
sufferings which she endured 206
sufferings which they endured 627
sufferings which they inflict 113
sufferings which they undergo 80
sufferings which war entails 56
suffrage which has belonged 64
suggesting plans for mediation 52
suggests cause for concern 42
suggests rather than asserts 73
suggests rather than defines 190
suggests rather than depicts 114
suicidal thinking and behavior 722
suicidal thinking and suicide 55
suitable alike for buildings 50
suitable basis for assessing 59
suitable basis for comparing 74
suitable basis for mediation 44
suitable broad and natural 218
suitable child for adoption 63
suitable clothing and footwear 218
suitable clothing and shelter 60
suitable color and texture 51
suitable forms for recording 52
suitable grace and dignity 59
suitable guide for choices 79
suitable house and grounds 45
suitable house for himself 62
suitable kinds and amounts 42
suitable lands and buildings 120
suitable lands and revenue 60
suitable method for achieving 71
suitable method for analyzing 56
suitable method for assessing 80
suitable method for detecting 91
suitable method for obtaining 177
suitable method for preparing 130
suitable method for producing 83
suitable method for providing 43
suitable method for routine 63
suitable method for selecting 47
suitable model for studies 99
suitable period has elapsed 53
suitable place for everything 40
suitable place for himself 125
suitable place for launching 59
suitable place for mentioning 42
suitable place for observing 62
suitable place for recording 91
suitable place for storage 61
suitable place for unloading 50
suitable place for wintering 55
suitable place for worship 153
suitable point for centering 43
suitable sites and buildings 60
suitable sites are limited 41
suitable sites for schools 78
suitable sites for storage 81
suitable soils and climate 77
suitable terms for himself 78
suitable topic for research 109
suitable words and phrases 161
suitably close this chapter 61
suitably fixed and stained 227
sulphate which they contain 52
sunlight bathes its peaceful 92
sunlight which they reflect 40
sunshine throws out everything 91
sunshiny hills that stretch 52
superiors would not approve 62
supernal truths and sublime 95
supplied facts and figures 150
supplied music and measured 64
supplier could not deliver 103
supplier could not provide 41
supplier makes any written 311
supplies motor and sensory 137
supplies rather too largely 54
supplies under his control 51
supplies which are granted 75
supplies which are subject 44
supplies which are usually 48
supplies which had arrived 103
supplies which had hitherto 54
supplies which they brought 134
supplies which they carried 51
supplies which they furnish 47
supplies which they granted 331
supplies which they require 69
supplies which this country 49
supplies wines and spirits 88
supporting actor and actress 188
supporting basic and applied 154
supporting bones and muscles 51
supporting cells and sensory 271
supporting cells are arranged 43
supporting cells are present 90
supporting facts and details 546
supporting facts and figures 219
supporting local and national 110
supporting local and regional 117
supporting metal may project 108
supporting people with dementia 165
supporting rather than directing 46
supporting rather than replacing 78
supporting state and federal 70
supporting teaching and research 137
supporting walls and columns 67
supporting walls and pillars 52
supports basic and applied 215
supports local and regional 52
supports rather than hinders 116
supports rather than opposes 103
supports rather than refutes 226
supports sending and receiving 143
supports teaching and research 139
supposed growth and stature 53
supposed heaven and heavenly 52
supposed sayings and opinions 52
supposed sects and schisms 248
supposed valid that infringed 82
supposed would not deceive 64
suppress rather than enhance 170
suppress rather than express 212
sureties would not consent 40
surfaced roads and streets 49
surfaces catch and reflect 46
surfaces which are bounded 65
surfaces which are brought 101
surfaces which are capable 113
surfaces which are covered 277
surfaces which are defined 43
surfaces which are exposed 1233
surfaces which are located 70
surfaces which are opposed 128
surfaces which are portions 74
surfaces which are pressed 54
surfaces which are related 45
surfaces which are subject 141
surfaces which are usually 204
surfaces which are visible 49
surfaces which rub against 50
surfaces which rub together 50
surfaces which they present 129
surgical rather than medical 507
surgical search and seizure 61
surgical skill and medical 45
surgical wards and operating 125
surgical works and editions 49
surgical wound was reopened 47
surpassing beauty and dignity 81
surpassing beauty and modesty 72
surpassing breadth and freedom 69
surpassing every one present 159
surprise again was imputed 64
surprise found that regular 69
surprise mingled with delight 52
surprise mingled with respect 44
surprise others with intense 43
surprise rather than pleasure 84
surprise which this message 76
surprise which was natural 75
surprising about this because 88
surprising change that appeared 57
surprising given its location 93
surprising given that previous 42
surprising given that several 60
surprising grace and agility 62
surprising order and decorum 60
surprising since one expects 40
surprising speed and agility 313
surprising until one realizes 75
surveyed lands and conform 74
survival guide for lesbians 73
survival guide for parents 137
survival needs and limited 105
survival needs and minimum 50
survival rates and overall 41
survival rates and quality 238
survival rates and reduced 53
survival rates are between 62
survival rates are highest 57
survival rates are improving 85
survival rates are increasing 66
survival rates are similar 284
survival rates are usually 64
survival rates for cancers 84
survival rates for certain 57
survival rates for females 76
survival rates for infants 184
survival rates for persons 66
survival rates for primary 54
survival rates for several 52
survival rates for surgery 43
survival rates for victims 46
survival rates with surgery 45
survival rather than revival 51
survived nearly two thousand 42
survived until this century 98
suspense which was rapidly 75
suspicion about his loyalty 63
suspicion about his motives 118
suspicion about its motives 51
suspicion enter our fancies 90
suspicion mingled with respect 42
suspicion rather than demanding 55
suspicion rather than respect 40
suspicion rather than sympathy 44
suspicion which had crossed 210
suspicion which had entered 60
suspicion which his conduct 46
suspicion which this silence 58
swallowing rocks and islands 82
swastika flags and banners 82
sweetest hopes and saddest 49
sweetest sleep and fairest 60
syllable which was uttered 62
syllable words are usually 53
symbolic logic and logical 58
symbolic names and similar 45
symbolic power and violence 69
symbolic rather than factual 206
symbolic rather than literal 2442
symbolic rather than material 678
symbolic rather than natural 90
symbolic rather than numeric 338
symbolic rather than precise 40
symbolic rather than rational 42
symbolic rather than tangible 64
symbolic thinking and language 63
symbolic words and phrases 70
symptoms alone are present 56
symptoms lasting for several 76
symptoms rather than diseases 186
symptoms rather than sources 44
symptoms until they rupture 94
symptoms which are brought 42
symptoms which are chiefly 42
symptoms which are foreign 44
symptoms which are induced 78
symptoms which are noticed 53
symptoms which are peculiar 261
symptoms which are present 1663
symptoms which are related 191
symptoms which are similar 325
symptoms which are typical 157
symptoms which are usually 860
symptoms which are visible 61
symptoms which can include 96
symptoms which had appeared 149
symptoms which had excited 156
symptoms which had existed 60
symptoms which had hitherto 91
symptoms which may develop 294
symptoms which may include 285
symptoms which may persist 109
symptoms which may precede 55
symptoms which may present 61
symptoms which may require 197
symptoms which may suggest 175
symptoms which then appeared 71
symptoms which they occasion 127
symptoms which they present 319
symptoms which they produce 408
symptoms which this patient 41
syndrome which may include 89
synonyms exist for entries 76
synthetic drugs with similar 68
synthetic method for preparing 74
synthetic rather than natural 529
synthetic resin and plastic 109
synthetic yarns and fabrics 127
systemic rather than topical 46
systemic signs are present 104
systemic veins are engorged 63
systolic array for computing 56
systolic bruit was audible 116
