sacked seventy cities and 83
standing upright before her 69
standing upright before him 190
standing upright before his 40
stands against racism and 41
stands between christ and 156
stands between england and 86
stands between europe and 55
stands between france and 98
stands between hamlet and 87
stands between itself and 131
stands between martin and 59
stands between myself and 99
stands between nature and 319
stands charged before this 106
stands drought better than 59
stands loftily before her 59
stands morally higher than 55
stands outside itself and 140
stands proudly beside his 43
stands quietly beside her 65
stands revealed before her 56
stands revealed before our 92
stands solidly behind you 47
stands trembling before him 217
stared blankly before her 80
stared blankly before him 178
stared fixedly before her 46
stared fixedly before him 128
starring frankie avalon and 92
starring kathleen turner and 43
starring richard burton and 299
starring richard harris and 44
starring shirley temple and 44
starting cluster number for 108
starting nursery school and 40
starving peasants burned and 41
stated quality policy and 139
stated several reasons for 172
stated several reasons why 72
stated shortly before his 153
stated strongly enough that 150
states between france and 58
states between itself and 55
states between liquid and 78
states between mothers and 402
states between sanity and 41
states between sleeping and 344
states bordering mexico and 52
states certain rights and 55
states including alaska and 69
states outside europe and 43
states parties thereto and 45
states plainly enough that 44
states possess rights and 44
states produce better men 46
static tensile strength and 62
static tensile stress and 50
static utility methods for 57
station between albany and 77
station between bombay and 63
station between camden and 58
station between europe and 199
station between france and 115
station between hawaii and 45
station between london and 91
station between painting and 109
status between blacks and 229
status between fathers and 73
status between indians and 50
status between leaders and 52
status between manual and 55
status between master and 55
status between negroes and 48
status between slaves and 43
status between teacher and 57
status between whites and 197
status extends beyond its 64
stayed together through all 49
stayed wrapped around her 42
steadying himself beside her 76
steamed dumplings filled with 259
steamer between england and 75
steamer dropped anchor off 65
steamer weighed anchor and 111
steering between scylla and 753
stepping briskly around him 97
sticking plaster across his 90
stocks perform better than 94
stolen postage stamps with 204
stones between europe and 48
stopping herself before she 276
stored against future use 51
stored contain liquid and 49
stored elastic energy and 190
stored elastic energy can 68
stored elastic energy due 52
stored elastic energy per 110
stored elastic energy that 115
stored kinetic energy and 50
strain analogy beyond all 159
strain becomes greater than 85
strain between england and 96
strain between france and 41
strain between moscow and 61
strain himself beyond his 240
strait between africa and 149
strait between alaska and 114
strait between attica and 53
strait between ceylon and 48
strait between england and 238
strait between europe and 760
strait between honshu and 159
strait between norway and 42
strait between scylla and 107
strait between siberia and 134
strait between sicily and 646
strait between sweden and 130
strait between taiwan and 40
strange behavior indeed for 51
strange colored shadow with 46
strange country without any 59
strange fanatic before him 66
strange fretful strain had 99
strange license plates and 42
strange mixture before him 50
strange musical murmur with 110
strange objects around him 54
strange objects around them 78
strange passage through his 50
strange pastime solace them 77
strange similes enrich each 86
streams meandering through them 111
street between market and 331
street between second and 197
street between seventh and 182
street between walnut and 198
street railway system and 878
street railway system for 112
street railway system has 59
street railway system that 161
street railway system was 595
street railway system with 61
street railway tracks and 359
street railway tracks are 240
strength against france and 43
strength against strength and 66
strength between england and 53
strength between france and 232
strength between matrix and 47
strength between myself and 44
strength between prussia and 47
strength betwixt france and 40
strength coursed through his 47
strength finally failed him 41
strength utterly failed him 97
strength wrapped around her 53
stress against strain for 65
stress becomes greater than 140
stress becomes higher than 41
stress becomes larger than 79
stress between mothers and 125
stress hormone levels and 340
stress hormone levels are 147
stress induces sodium and 169
stress strongly enough how 399
stress strongly enough that 946
strewing flowers before her 40
strewing flowers before him 67
strict catholic family and 65
strict catholic upbringing and 166
strict central planning and 68
strict dietary regime and 42
strict inquiry whether any 49
strict medical orders not 52
strife between austria and 89
strife between blacks and 82
strife between briton and 54
strife between brother and 80
strife between church and 734
strife between czechs and 53
strife between england and 1203
strife between english and 107
strife between france and 617
strife between french and 153
strife between greeks and 108
strife between guelph and 73
strife between hindus and 827
strife between indians and 54
strife between marius and 49
strife between master and 55
strife between nations and 102
strife between nobles and 57
strife between papacy and 70
strife between poland and 41
strife between public and 68
strife between sweden and 76
strife between virtue and 42
strife between whites and 62
strike demanding higher pay 41
strode briskly toward them 42
strode hastily before him 70
strode quickly toward her 59
strode quickly toward his 53
strode quickly toward them 48
struck against something and 72
struck against something that 990
struck against something with 48
struck between england and 76
struck between france and 53
struck between public and 99
struck between supply and 76
studying ancient greece and 49
studying current events and 46
studying graphic design and 55
stupor becomes deeper and 45
sturdy beggars should not 67
sturdy outdoor sports and 79
sturdy workmen marching all 78
styles between mothers and 53
submit balance sheets and 53
subtle alchemy evolving its 49
subtle element seized with 111
subtle problem arises with 49
suction catheter should not 234
sudden address caused both 48
sudden appeared before her 69
sudden dynamic changes and 51
sudden entered silesia with 56
sudden eviction should not 124
sudden foreign demand for 107
sudden illness seized her 61
sudden illness seized him 67
sudden impulse caused him 48
sudden impulse lifted his 58
sudden impulse seized her 160
sudden impulse seized him 230
sudden madness seized him 44
sudden trembling seized her 79
sudden trembling seized him 46
suffer fatigue sooner than 44
suitor trembling before him 44
sulfur content greater than 146
sulfur content higher than 74
summer between london and 41
summer between school and 54
summer between second and 48
summer between seventh and 134
summer concert series and 121
summer follows summer with 104
summer holiday resort for 40
summer research grants and 118
summer research grants that 91
summon persons before them 49
sundry distant shouts and 62
sundry hostile meetings with 51
sunken spanish galleon off 44
supine position without using 64
supper brought aboard sir 62
supply becomes greater than 83
supply british troops with 63
supply decision makers with 138
supply default values for 374
supply everything needed for 227
supply exceeding demand and 41
supply exceeds demand and 891
supply exceeds demand for 116
supply expands faster than 51
supply foreign nations with 419
supply general motors with 50
supply organic matter and 171
supply stronger reasons for 43
supply voltage changes and 43
supply voltage greater than 116
supply voltage higher than 118
supply voltage should not 181
supply western europe with 144
surely married before god 54
survey research design and 64
survey research design was 80
survey research methods and 622
survey research methods are 132
survey research methods that 103
survey research reveals that 103
survey research showed that 168
survey results should not 45
survey results showed that 2733
suture material should not 55
sweater knotted around his 55
sweater tighter around her 246
sweater tightly around her 189
sweater wrapped around her 173
sweater wrapped around his 109
sweeping agrarian reform and 46
sweeping agrarian reform law 127
sweeping everything before her 54
sweeping everything before him 1251
sweeping everything before them 2212
sweeping gesture toward his 50
sweeping western europe and 40
sweeps everything before him 121
switch between active and 123
switch between aerobic and 52
switch between design and 60
switch between english and 385
switch between insert and 462
switch between manual and 120
switch between normal and 157
switch remains closed for 78
swords carried before him 85
system against cancer and 45
system against disease and 59
system becomes active and 80
system becomes filled with 79
system becomes greater than 83
system becomes larger and 183
system becomes larger than 56
system becomes loaded with 56
system becomes stable and 51
system between boston and 80
system between canada and 56
system between client and 50
system between england and 125
system between europe and 59
system between france and 61
system between infant and 44
system between london and 124
system between parent and 49
system between public and 47
system between source and 42
system catalog tables and 122
system catalog tables are 64
system catalog tables for 57
system closely linked with 74
system exchanging energy with 54
system extending beyond this 79
system extends through all 96
system kinetic energy and 96
system perform better than 50
system remains closed and 49
system remains intact and 187
system remains stable and 148
system remains stable for 109
system remains stable with 55
system usually begins with 136
system usually starts with 94
system variable allows you 126
