sabot laid trustingly by 94
shall have rendered to 163
shall have rendered up 55
shall have repaired the 66
shall have replaced the 162
shall have reported on 53
shall have reported the 158
shall have reported to 277
shall have required of 41
shall have required the 103
shall have reserved to 269
shall have resigned or 100
shall have resigned the 111
shall have resisted the 58
shall have resolved to 215
shall have resorted to 107
shall have restored it 85
shall have restored me 52
shall have restored the 267
shall have restored to 341
shall have resulted in 325
shall have retraced the 252
shall have returned in 75
shall have returned the 116
shall have returned to 2482
shall have reverted to 89
shall have reviewed the 110
shall have security of 149
shall have selected as 169
shall have selected the 182
shall have seniority in 61
shall have seriously to 92
shall have servants to 44
shall have softened the 115
shall have somebody to 300
shall have somewhat in 50
shall have somewhat to 401
shall have stripped the 112
shall have subsided to 49
shall have suffered an 92
shall have suffered by 202
shall have suffered in 50
shall have suffered the 395
shall have suffrage in 59
shall have supplied the 198
shall have surveyed the 75
shall have survived me 81
shall have survived the 161
shall have therefore the 58
shall have therefore to 195
shall have thousands of 245
shall have traveled at 121
shall have treasures in 72
shall have troubles of 59
shall have vanished as 48
shall have verified the 77
shall have whatever he 221
shall have whatever is 83
shall have whatever we 108
shall have whenever he 82
shall have wherewith to 155
shall have withdrawn it 107
shall have withdrawn the 55
shall here conclude my 153
shall here conclude the 227
shall here consider as 144
shall here consider in 90
shall here consider is 103
shall here consider it 231
shall here consider the 1451
shall here continue to 194
shall here describe as 127
shall here describe in 82
shall here describe it 243
shall here describe the 544
shall here disclose me 77
shall here indicate the 68
shall here restrict the 55
shall hold annually at 136
shall hold harmless the 95
shall hold property of 293
shall hope hereafter to 79
shall just consider the 107
shall just continue to 61
shall just describe the 52
shall just indicate the 45
shall keep accounts in 102
shall keep accounts of 354
shall keep entirely to 59
shall keep informed as 52
shall keep informed of 92
shall keep journals of 56
shall keep separate the 62
shall keep straight in 73
shall keep straight on 41
shall keep strictly to 164
shall know concerning the 554
shall learn hereafter to 50
shall least obstruct the 96
shall leave casuists to 85
shall leave catherine to 95
shall leave entirely to 91
shall leave florence to 47
shall leave scotland in 64
shall leave thousands of 90
shall leave tomorrow at 41
shall live entirely in 84
shall live hereafter in 46
shall live immortal in 54
shall live obedient to 58
shall look directly at 66
shall lose interest in 77
shall make advances to 71
shall make annually to 113
shall make attempts at 41
shall make captains of 79
shall make codicils as 80
shall make concerning the 316
shall make decisions by 103
shall make decisions in 88
shall make decisions on 231
shall make delivery of 100
shall make directly or 82
shall make explicit the 60
shall make manifest the 158
shall make manifest to 92
shall make mincemeat of 62
shall make mistakes as 62
shall make mistakes in 138
shall make payments in 148
shall make payments of 202
shall make payments on 191
shall make payments or 218
shall make payments to 815
shall make possible an 46
shall make possible the 316
shall make progress in 176
shall make provision as 278
shall make provision by 240
shall make provision in 495
shall make provision of 43
shall make provision to 191
shall make respecting the 40
shall make unlawful the 53
shall meet annually at 558
shall meet annually in 363
shall meet annually on 503
shall meet annually or 49
shall meet annually to 102
shall meet examples of 141
shall meet hereafter in 144
shall meet thereafter as 71
shall meet urgently at 90
shall meet whenever it 127
shall most probably be 484
shall most probably do 43
shall most probably go 88
shall move directly to 95
shall move parallel to 53
shall need somebody to 66
shall next consider an 75
shall next consider in 142
shall next consider is 129
shall next consider the 3191
shall next describe the 435
shall next discover the 71
shall only authorize the 67
shall only complain of 72
shall only consider in 257
shall only consider it 262
shall only consider the 3913
shall only continue in 226
shall only continue to 171
shall only describe in 50
shall only describe the 874
shall only exercise the 287
shall only indicate by 43
shall only indicate in 52
shall only indicate the 559
shall only instance at 79
shall only instance in 499
shall only instance the 204
shall only transmit an 145
shall only trespass on 41
shall open accounts in 47
shall open directly to 45
shall pass directly to 163
shall pass judgment in 160
shall pass judgment on 430
shall pass sentence in 71
shall pass sentence of 77
shall pass sentence on 197
shall reach calcutta in 60
shall rely entirely on 57
shall rest directly on 52
shall rest securely on 46
shall ride straight to 43
shall save harmless the 178
shall seek actively to 50
shall seek solutions of 58
shall seem adequate to 110
shall seem agreeable to 103
shall seem disposed to 59
shall send directly to 63
shall send messages to 43
shall send officers to 42
shall send somebody to 53
shall shew judgment to 311
shall show evidence of 170
shall show examples of 77
shall show hereafter in 55
shall show judgment to 390
shall show kindness to 67
shall soon complete the 65
shall soon consider in 58
shall soon consider the 92
shall soon discover if 53
shall soon discover in 52
shall soon discover it 93
shall soon discover the 253
shall soon dispatch it 100
shall soon overtake the 53
shall soon perceive it 70
shall soon perceive the 304
shall soon purchase my 51
shall speak contrary to 44
shall speak directly to 74
shall speak hereafter at 132
shall speak hereafter in 239
shall speak hereafter of 433
shall speak somewhat of 54
shall speak therefore of 75
shall stay execution of 56
shall such contract be 42
shall such deduction be 110
shall such evidence be 70
shall such interest be 81
shall such liability or 96
shall such migration or 342
shall such payments be 48
shall such property be 409
shall swear fidelity to 95
shall take decisions by 368
shall take decisions on 432
shall take delivery of 382
shall take evidence in 65
shall take exception to 64
shall take holiness as 45
shall take interest in 48
shall take recourse to 98
shall take seriously the 56
shall talk nonsense to 64
shall teach children to 47
shall teach languages in 361
shall term hereafter the 43
shall their property be 64
shall think adequate to 82
shall think affronts me 56
shall think concerning the 96
shall think entitled to 81
shall think relevant to 75
shall think seriously of 67
shall think suitable to 50
shall those prophets be 129
shall throw ridicule on 40
shall treat hereafter of 62
shall turn attention to 89
shall turn directly to 200
shall turn therefore to 49
shall very probably be 211
shall wait anxiously to 82
shall walk celestial on 96
shall want capacity to 59
shall want somebody to 147
shall well consider it 142
shall well consider the 335
shall well perceive the 78
shall when required by 302
shall when required so 60
shall will continue to 87
shall work honestly on 143
shall work miracles in 166
shall your children be 131
shalt also consider in 765
shalt have treasures in 141
shalt high advanced be 103
shalt make curtains of 197
shame their imaginings of 55
shame were manifest on 43
shame what happened to 427
shame when detected in 278
shame will surprise no 65
shape from circular to 270
shape from columnar to 45
shape from globular to 119
shape from squamous to 51
shape from straight to 52
shape from triangular to 133
shape health services in 115
shape media coverage of 134
shape much resembling the 58
shape must therefore be 91
shape race relations in 116
shape their accounts of 40
shape their approach to 487
shape their attitude to 57
shape their capacity to 85
shape their children in 84
shape their decisions in 54
shape their decisions to 89
shape their identity as 159
shape their identity in 105
shape their patterns of 125
shape their policies in 231
shape their policies so 40
shape their policies to 345
shape their products to 47
shape their programs in 63
shape their programs to 85
shape their remedies to 177
shape their response to 616
shape till affected by 63
shape were observed in 63
shape when compared to 329
shape when deprived of 44
shape when pressure is 310
shape when squeezed in 49
shape will continue to 67
shape will probably be 62
shape your approach to 251
shape your response to 246
shaping race relations in 53
shaping their approach to 55
shaping their decisions to 41
shaping their policies to 51
shaping their response to 113
shaping time constant of 58
share best practice in 156
share cash dividend on 1735
share cash dividend to 447
share fond memories of 176
share from portfolio or 40
share good practice in 170
share have increased at 53
share have increased by 50
share many elements in 233
share many elements of 602
share many examples of 42
share many problems in 160
share more actively in 305
share more directly in 405
share rose slightly to 45
share some elements in 196
share some elements of 858
share some examples of 519
share some insights on 48
share some interest in 146
share some interest or 77
share some memories of 208
share some patterns of 223
share some positive or 53
share some property or 134
share such problems to 97
share their accounts of 122
share their analysis of 75
share their approach to 124
share their authority in 89
share their comments on 105
share their concerns as 44
share their concerns in 132
share their concerns or 104
share their distrust of 55
share their emphasis on 56
share their examples of 60
share their fortunes in 64
share their insights as 101
share their insights in 262
share their insights on 817
share their interest in 2020
share their memories in 103
share their memories of 2028
share their positions on 43
share their problems in 227
share their problems or 58
share their progress in 44
share their property in 111
share their rejection of 112
share their religious or 127
share their response to 261
share their solutions to 223
share their tendency to 44
share were declared on 46
share were expected to 116
share what happened in 195
share what happened to 431
share what remained of 99
share when compared to 146
share will continue to 952
share will probably be 286
share will therefore be 61
share your concerns in 40
share your distrust of 93
share your enthusiasm in 51
share your feedback on 104
share your insights on 50
share your interest in 2142
share your memories of 214
share your response to 177
sharing fond memories of 40
sharing made possible by 121
sharing many elements of 42
sharing plan designed to 60
sharing some elements of 51
sharing their insights in 41
sharing their insights on 206
sharing their interest in 219
sharing their memories of 564
sharing their progress in 44
sharing their property in 45
sharing what happened to 42
sharing will continue to 149
sharp blow produced no 40
sharp break occurred in 89
sharp doping profiles is 128
sharp drop followed by 58
sharp drop occurred in 119
sharp edge produced by 47
sharp eyes detected an 60
sharp eyes detected the 158
sharp eyes fastened on 55
sharp eyes followed the 59
sharp fall followed by 44
sharp fall occurred in 54
sharp jerk detaches the 89
sharp line separating the 440
sharp line spectrum of 65
sharp pain exploded in 77
sharp pain followed by 170
sharp pain produced by 42
sharp peaks observed in 53
sharp rise followed by 264
sharp rise occurred in 136
sharp stinging sensation in 76
sharp stinging sensation on 50
sharp wave activity in 62
sharp wave followed by 66
sharp when compared to 50
sharp wind whistles in 56
shave till recalled to 67
shearing unit stresses in 159
shears were inclined to 52
sheds were occupied by 49
sheds were replaced by 41
sheep from australia to 77
sheep have increased in 78
sheep were attacked by 90
sheep were confined to 45
sheep were devoured by 76
sheep were disposed of 60
sheep were exported to 86
sheep were imported by 50
sheep were imported in 51
sheep were imported to 66
sheep were improved by 43
sheep were included in 58
sheep were numerous in 44
sheep were observed to 64
sheep were obtained in 49
sheep were obtained to 125
sheep were pastured in 145
sheep were pastured on 467
sheep were poisoned by 44
sheep were probably the 48
sheep were regarded as 43
sheep were replaced by 84
sheep were reported by 40
sheep were reported in 45
sheep were reported to 87
sheep were required to 89
sheep were returned to 83
sheep were supposed to 87
sheep when attacked by 60
sheep will continue to 188
sheer anger mastered me 59
sheer truth concerning the 53
sheer work involved in 52
sheet also contains the 70
sheet also includes the 62
sheet also provides the 54
sheet have impelled it 66
sheet iron attached to 53
sheet must disclose the 54
sheet must therefore be 43
sheet name followed by 79
sheet were prepared on 44
sheet will continue to 99
sheet will indicate the 111
sheet will probably be 66
shelf areas adjacent to 222
shelf life compared to 240
shelf life extension of 217
shelf some articles of 78
shell fell directly on 48
shell game designed to 47
shell having exploded in 77
shell will complete the 52
shell will continue to 95
shell will probably be 60
shewing their operation on 42
shewn great kindness to 87
shewn some attention to 89
shewn some symptoms of 141
shewn their affection to 61
shewn their judgment in 41
shews great kindness to 71
shews some greatness of 72
shews such facility of 72
shift also affected the 44
shift also occurred in 397
shift also reflects the 84
shift also resulted in 98
shift from absolute to 361
shift from abstract to 232
shift from academic to 198
shift from activity to 298
shift from advocacy of 45
shift from advocacy to 90
shift from aesthetics to 116
shift from aircraft to 124
shift from allegory to 102
shift from american to 151
shift from anaerobic to 277
shift from analogue to 396
shift from analysis of 140
shift from analysis to 326
shift from analytic to 98
shift from apartheid to 92
shift from approval to 48
shift from ascribed to 151
shift from assembly to 56
shift from attempting to 208
shift from attempts to 248
shift from attention to 220
shift from auditory to 48
shift from authority to 274
shift from autonomy to 125
shift from baseline to 43
shift from business to 295
shift from charcoal to 207
shift from chemical to 175
shift from children to 41
shift from christian to 93
shift from circular to 139
shift from clerical to 111
shift from clitoral to 44
shift from commerce to 338
shift from communal to 674
shift from conceiving of 126
shift from concepts of 114
shift from concrete to 1106
shift from conflict to 442
shift from conquest to 69
shift from conscious to 114
shift from consumer to 225
shift from contract to 216
shift from cremation to 123
shift from criminal to 105
shift from cultural to 167
shift from curative to 271
shift from currency to 144
shift from custodial to 115
shift from darkness to 163
shift from daylight to 45
shift from deposits to 380
shift from describing the 129
shift from discussing the 58
shift from district to 52
shift from domestic to 1498
shift from dominant to 42
shift from economic to 668
shift from education to 263
shift from emphasis on 2300
shift from employee to 48
shift from employer to 107
shift from engineering to 71
shift from equality of 123
shift from equality to 166
shift from equities to 55
shift from ethnicity to 102
shift from exclusion to 333
shift from expansion to 316
shift from explicit to 132
shift from extended to 523
shift from external to 1510
shift from feminine to 244
shift from florence to 50
shift from gasoline to 236
shift from hardware to 345
shift from hegemony to 94
shift from hospital to 490
shift from humanism to 44
shift from identity to 236
shift from imitation to 110
shift from immature to 46
shift from immediate to 42
shift from implicit to 197
shift from imported to 129
shift from indirect to 1188
shift from industry to 1046
shift from inflation to 61
shift from informal to 754
shift from instinct to 48
shift from interest in 392
shift from interest to 43
shift from internal to 579
shift from isolation to 215
shift from japanese to 44
shift from judgment to 100
shift from juvenile to 93
shift from keynesian to 180
shift from laughter to 43
shift from literacy to 51
shift from literary to 193
shift from majority to 89
shift from manpower to 48
shift from maternal to 131
shift from medicine to 68
shift from medieval to 657
shift from metaphor to 380
shift from midnight to 443
shift from military to 1848
shift from minority to 108
shift from moderate to 143
shift from monarchy to 249
shift from monetary to 152
shift from monopoly to 426
shift from morality to 130
shift from movement to 139
shift from narration to 191
shift from narrator to 92
shift from negative to 1480
shift from newtonian to 351
shift from observer to 119
shift from ontology to 169
shift from optimism to 542
shift from ordinary to 97
shift from orthodoxy to 100
shift from outsider to 84
shift from pacifism to 47
shift from paganism to 211
shift from parallel to 67
shift from parental to 113
shift from pastoral to 206
shift from peacetime to 147
shift from personal to 1144
shift from physical to 932
shift from policies of 139
shift from politics to 750
shift from positive to 1320
shift from practice to 114
shift from presence to 119
shift from problems of 141
shift from producer to 274
shift from products to 325
shift from projects to 102
shift from property to 410
shift from protecting the 48
shift from quantity to 834
shift from questions of 362
shift from railroad to 50
shift from religious to 1238
shift from republic to 192
shift from responding to 59
shift from rhetoric to 344
shift from romantic to 41
shift from scarcity to 190
shift from security to 144
shift from semantic to 119
shift from sentence to 41
shift from services to 113
shift from situation to 260
shift from socialism to 529
shift from socialist to 138
shift from solitary to 52
shift from southwest to 125
shift from specific to 297
shift from standard to 124
shift from survival to 76
shift from symbolic to 130
shift from synthetic to 179
shift from temporal to 158
shift from textiles to 175
shift from tradition to 402
shift from treatment of 46
shift from treatment to 271
shift from vertical to 626
shift from victorian to 74
shift from villages to 184
shift from washington to 202
shift from workshop to 43
shift made possible by 306
shift made possible the 50
shift more attention to 177
shift their accounts to 43
shift their activity to 70
shift their approach to 127
shift their attention in 77
shift their attention or 46
shift their attention to 6594
shift their business to 336
shift their children to 78
shift their concerns to 42
shift their deposits to 48
shift their emphasis in 83
shift their emphasis to 618
shift their energies to 127
shift their interest to 181
shift their patterns of 87
shift their policies of 43
shift their positions as 305
shift their positions at 40
shift their positions by 41
shift their positions in 959
shift their positions on 151
shift their positions or 50
shift their positions so 109
shift their positions to 221
shift their quarters at 143
shift their quarters in 180
shift their quarters to 471
shift their strategy to 72
shift were required to 41
shift when compared to 240
shift will continue to 125
shift will probably be 71
shift your approach to 41
shift your attention to 1690
shift your emphasis to 83
shift your quarters to 55
shine even brighter in 63
shine forth brightly in 129
shine least brightly on 60
shine less brightly in 42
shine less brightly on 135
shine more brightly as 244
shine more brightly at 171
shine more brightly by 198
shine more brightly if 55
shine more brightly in 1127
shine more brightly on 463
shine more brightly to 85
shine more directly on 42
shine most brightly in 284
shine very brightly in 182
shining down brightly on 41
shining from underneath the 51
shining gold replaces the 135
shining like emeralds in 48
shining most brightly in 45
shining very brightly in 74
shining very brightly on 121
ships acting contrary to 100
ships bringing supplies to 313
ships came alongside the 53
ships came annually to 109
ships came directly to 43
ships ever returned to 49
ships from australia to 46
ships from calcutta to 82
ships from navigating the 45
ships from proceeding to 105
ships have families on 88
ships have increased in 107
ships have produced on 42
ships have returned to 83
ships having silenced the 40
ships into warships on 64
ships made landfall in 42
ships made possible the 85
ships must continue to 52
ships only returned to 75
ships taking supplies to 62
ships went directly to 64
ships were acquired by 100
ships were actually at 56
ships were actually in 91
ships were admitted to 186
ships were affected by 64
ships were allotted to 85
ships were alongside the 40
ships were anchored at 350
ships were anchored in 3059
ships were anchored on 79
ships were anchored so 90
ships were anchored to 63
ships were arrested in 75
ships were assailed by 81
ships were assigned to 539
ships were attached to 111
ships were attacked at 62
ships were attacked by 1178
ships were attacked in 435
ships were attacked on 49
ships were attempting to 112
ships were baptized by 42
ships were battered by 114
ships were beautiful to 51
ships were becalmed in 79
ships were believed to 118
ships were blockading the 86
ships were bombarding the 80
ships were buffeted by 80
ships were captured as 42
ships were captured at 93
ships were captured by 1279
ships were captured in 365
ships were captured on 108
ships were captured or 449
ships were composed of 73
ships were confined to 127
ships were continuing to 54
ships were converging on 78
ships were convoyed to 52
ships were declared to 72
ships were deployed in 131
ships were deployed to 115
ships were deprived of 66
ships were descried in 42
ships were deserted on 40
ships were designed as 105
ships were designed by 143
ships were designed in 49
ships were designed to 741
ships were destined to 176
ships were detached to 194
ships were detailed to 101
ships were detained at 152
ships were detained by 203
ships were detained in 281
ships were directed by 61
ships were directed to 489
ships were disabled by 141
ships were disposed in 84
ships were disposed of 139
ships were diverted to 392
ships were employed as 195
ships were employed by 104
ships were employed in 1184
ships were employed on 138
ships were employed to 237
ships were entitled to 252
ships were equipped by 47
ships were equipped in 97
ships were equipped to 112
ships were escorted by 149
ships were escorted to 45
ships were essential to 63
ships were expected in 44
ships were expected to 712
ships were fastened to 54
ships were followed by 188
ships were grounded on 54
ships were hampered by 53
ships were harassed by 40
ships were hundreds of 40
ships were included in 192
ships were intended to 384
ships were interned in 94
ships were involved in 830
ships were launched at 152
ships were launched by 42
ships were launched in 784
ships were launched on 114
ships were licensed to 62
ships were modified to 74
ships were observed at 72
ships were observed to 165
ships were occupied in 57
ships were operated by 170
ships were patrolling the 143
ships were prepared at 50
ships were prepared in 62
ships were prepared to 229
ships were probably the 100
ships were proceeding at 49
ships were proceeding in 45
ships were proceeding to 81
ships were produced in 92
ships were provided by 244
ships were provided to 69
ships were recalled to 77
ships were received in 110
ships were received on 42
ships were recorded as 175
ships were recorded in 52
ships were referred to 140
ships were refitted to 48
ships were regarded as 546
ships were repaired at 49
ships were repaired in 75
ships were replaced by 412
ships were reported as 242
ships were reported at 49
ships were reported by 51
ships were reported in 150
ships were reported to 686
ships were required by 77
ships were required in 65
ships were required to 1722
ships were restored to 50
ships were retained in 53
ships were returned to 298
ships were scuttled by 72
ships were scuttled in 76
ships were shrouded in 49
ships were signaled to 41
ships were stationed at 212
ships were stationed in 465
ships were stationed on 134
ships were stationed to 86
ships were stranded at 53
ships were stranded in 87
ships were stranded on 167
ships were stripped of 192
ships were suffered to 110
ships were supplied by 124
ships were supposed to 831
ships were thousands of 57
ships were threatened by 52
ships were torpedoed by 154
ships were torpedoed in 170
ships were unlikely to 76
ships were unloaded at 108
ships were unloaded by 56
ships were unloaded in 90
ships were unsuited to 58
ships were withdrawn in 44
ships were withdrawn to 71
ships will continue to 351
ships will probably be 103
ships will therefore be 41
shire were required to 44
shire were summoned to 157
shirt from shoulder to 50
shirt were replaced by 41
shock from exposure to 60
shock tube consists of 218
shock wave attached to 241
shock wave consists of 130
shock wave develops in 65
shock wave followed by 585
shock wave formation in 132
shock wave increases the 52
shock wave initiated by 112
shock wave precedes the 48
shock wave pressure is 98
shock wave produced by 2174
shock wave produced in 321
shock wave relative to 279
shock wave treatment of 151
shock wave velocity in 303
shock wave velocity is 254
shock when compared to 47
shock will continue to 44
shock will probably be 81
shock your relations to 184
shone down brightly on 326
shone down directly on 40
shone down fiercely on 48
shone even brighter in 43
shone less brightly in 41
shone like emeralds in 60
shone like sunlight on 56
shone like thousands of 42
shone more brightly as 140
shone more brightly in 1016
shone more brightly on 168
shone most brightly in 503
shone most brightly on 120
shone upon questions of 42
shone very brightly in 321
shone very brightly on 106
shook most cordially by 48
shook only slightly as 52
shook their townsman by 60
shoot down hundreds of 69
shoot down missiles in 62
shoot down strikers in 111
shoot down thousands of 69
shoot from anywhere on 59
shoot some pictures of 203
shoot will continue to 51
shoot your murderer in 74
shops have branches in 46
shops have replaced the 62
shops were attacked by 45
shops were besieged by 84
shops were designed to 51
shops were equipped to 57
shops were expected to 50
shops were included in 73
shops were intended to 50
shops were licensed to 46
shops were occupied by 99
shops were operated by 154
shops were prepared to 43
shops were replaced by 266
shops were reported to 72
shops were required to 151
shops were situated in 144
shops were situated on 49
shops were stripped of 48
shops were supposed to 62
shops will continue to 88
shops will probably be 50
shore have promised us 47
shore just opposite the 131
shore line consists of 54
shore some distance to 44
shore three quarters of 93
shore were hundreds of 57
shore were whitened by 120
short arms attached to 71
short axes parallel to 41
short axis parallel to 82
short book attempts to 57
short book consisting of 49
short book consists of 50
short book designed to 45
short book entitled the 254
short book provides an 61
short boom followed by 54
short club consists of 50
short cord attached to 64
short cord concealed in 65
short cuts provided by 51
short days followed by 236
short film directed by 150
short film entitled the 59
short film festival in 76
short film produced by 117
short form consisting of 106
short form consists of 151
short from branches of 77
short from elegance to 107
short from shoulder to 48
short haul provision of 138
short hour sufficed to 64
short jail sentence or 46
short last daylight of 147
short legs attached to 133
short legs relative to 62
short life allotted to 46
short life compared to 119
short line attached to 116
short line connecting the 90
short line parallel to 96
short line segments in 68
short line segments of 43
short line segments or 51
short line segments to 52
short list consisting of 44
short list includes the 122
short list prepared by 57
short list provided by 56
short note appended to 82
short note attached to 69
short note concerning the 145
short note describing the 113
short note explaining the 131
short note followed by 152
short note indicating the 76
short note therefore to 46
short pipe attached to 42
short poems ascribed to 49
short poems composed in 51
short poems consisting of 41
short poems describing the 41
short poems included in 67
short poems inspired by 42
short range compared to 102
short range diffusion of 65
short range potential is 46
short range potential of 78
short range repulsion in 46
short range repulsion is 92
short range repulsion of 76
short rope attached to 118
short rope fastened to 40
short sale involves the 41
short sale property is 45
short side branches of 108
short side opposite the 59
short side parallel to 67
short span allotted to 96
short span capacious of 50
short stay returned to 120
short string attached to 75
short talk followed by 67
short term advances to 109
short term analysis of 70
short term approach to 78
short term benefits in 69
short term benefits of 266
short term benefits to 110
short term compared to 89
short term cultures of 209
short term deposits in 42
short term dynamics of 102
short term efficacy of 43
short term evolution of 65
short term exercise in 43
short term exposure of 108
short term exposure to 623
short term increases in 291
short term interest in 95
short term interest of 112
short term movement of 40
short term operation of 40
short term problems of 124
short term reduction in 143
short term reduction of 58
short term relative to 58
short term response of 117
short term response to 295
short term retention of 112
short term scheduling of 54
short term solutions to 211
short term strategy of 46
short term strategy to 51
short term survival of 74
short term treatment in 41
short term treatment of 479
short term variations in 690
short term variations of 213
short text describing the 83
short text messages on 72
short text messages to 267
short these miseries at 78
short time acquired an 65
short time acquired the 92
short time admitted to 58
short time allotted me 145
short time allotted to 1537
short time allotted us 56
short time amounted to 231
short time assigned to 88
short time attached to 137
short time attained to 58
short time attended the 88
short time compared to 1356
short time confined in 61
short time confined to 57
short time constant in 111
short time constant is 236
short time constant of 308
short time constant to 71
short time consumed by 53
short time consumed in 61
short time consumed the 45
short time deprived of 172
short time deprived the 41
short time destined to 44
short time devoured it 65
short time discussing the 51
short time disposed of 71
short time dynamics of 63
short time employed as 67
short time employed in 290
short time entirely to 46
short time everyone in 70
short time expansion of 55
short time exposure of 121
short time exposure to 176
short time extended to 102
short time followed by 359
short time followed the 101
short time globules of 49
short time governor of 112
short time horizons in 85
short time horizons of 392
short time horizons or 46
short time horizons to 41
short time hundreds of 359
short time immersion in 40
short time increased in 51
short time increased the 41
short time increased to 173
short time increases the 42
short time informed the 52
short time interval as 257
short time interval at 1976
short time interval by 124
short time interval in 382
short time interval is 793
short time interval it 48
short time interval of 1223
short time interval on 62
short time interval or 159
short time interval so 141
short time interval st 67
short time interval the 381
short time interval to 275
short time involved in 232
short time mastered the 69
short time minister of 310
short time mistress of 114
short time mustered up 66
short time obtained the 63
short time occupied by 605
short time occupied in 339
short time occupied the 193
short time pervaded the 45
short time produced an 56
short time produced the 121
short time promoted to 56
short time provided the 62
short time recalled to 137
short time received an 52
short time received the 105
short time relative to 309
short time relieved by 71
short time remained in 40
short time remained to 56
short time rendered it 59
short time rendered the 126
short time replaced by 67
short time required by 126
short time required in 73
short time required to 1521
short time resident in 84
short time response of 57
short time restored the 57
short time restored to 488
short time resulted in 156
short time returned in 107
short time returned it 93
short time returned to 796
short time segments of 48
short time separate to 40
short time silenced the 62
short time straight on 52
short time sufficed to 1339
short time sufficed us 146
short time suffices to 361
short time symptoms of 90
short time thereafter as 46
short time thereafter he 587
short time thereafter in 58
short time thereafter it 83
short time thereafter the 839
short time thereafter to 47
short time thereafter we 56
short time thousands of 328
short time threatened to 84
short time variations in 67
short time variations of 81
short tons produced in 94
short tube attached to 122
short tube connecting the 84
short tube containing the 84
short verb movement in 75
short walk downhill to 52
short walk restored me 82
short walk southwest of 50
short wall opposite the 121
short week produced the 47
short what promised to 154
short when attempting to 71
short when compared to 1202
short when followed by 159
short word concerning the 111
short work entitled the 110
short years sufficed to 102
shots even opposite to 62
shots from anywhere on 40
shots were answered by 171
shots were designed to 42
shots were directed at 320
shots were exchanged as 164
shots were exchanged at 274
shots were exchanged by 288
shots were exchanged in 344
shots were exchanged on 208
shots were followed by 287
shots were intended to 67
shots were recorded by 47
shots were required to 126
shots were returned by 112
shots were supposed to 112
shots will probably be 68
shout forth snatches of 42
shout from hundreds of 44
shout from thousands of 87
shout their approval of 105
shout their approval or 60
showing areas affected by 60
showing areas supplied by 54
showing clear evidence of 812
showing clear judgment in 56
showing clear symptoms of 117
showing deep interest in 114
showing early evidence of 85
showing early formation of 56
showing early symptoms of 248
showing fine examples of 47
showing from underneath the 136
showing good evidence of 60
showing good examples of 95
showing good judgment in 156
showing good judgment or 77
showing good progress in 41
showing good response to 40
showing great activity in 130
showing great agitation at 77
showing great attention to 70
showing great delicacy of 45
showing great eagerness to 88
showing great enthusiasm in 46
showing great interest in 1946
showing great kindness to 131
showing great presence of 96
showing great progress in 66
showing great variations in 137
showing high homology to 48
showing huge increases in 42
showing keen interest in 949
showing less evidence of 67
showing less interest in 512
showing less tendency to 199
showing live coverage of 59
showing loving kindness to 57
showing many examples of 94
showing many symptoms of 44
showing mild symptoms of 53
showing more affection to 43
showing more attention to 121
showing more evidence of 150
showing more interest in 2715
showing more readiness to 56
showing more symptoms of 68
showing moving pictures of 43
showing much attention to 42
showing much evidence of 213
showing much firmness on 100
showing much interest in 1346
showing much kindness to 59
showing other evidence of 91
showing other symptoms of 111
showing poor response to 49
showing some activity in 48
showing some affinity to 44
showing some approach to 49
showing some attention to 66
showing some civility to 41
showing some elements of 51
showing some evidence of 993
showing some examples of 243
showing some interest in 1751
showing some pictures of 54
showing some progress in 165
showing some response to 85
showing some surprise at 57
showing some symptoms of 374
showing some tendency to 381
showing some variations in 45
showing such interest in 202
showing such kindness to 69
showing such reduction of 118
showing such symptoms as 107
showing their affection by 71
showing their affection in 40
showing their affinity to 63
showing their approval by 50
showing their approval of 180
showing their approval or 58
showing their capacity to 113
showing their children the 64
showing their contempt of 122
showing their eagerness to 116
showing their estimate of 78
showing their genitals to 158
showing their intention of 47
showing their intention to 152
showing their interest in 608
showing their pictures to 66
showing their positions in 79
showing their presence in 128
showing their products in 55
showing their progress in 41
showing their readiness to 212
showing their relations to 300
showing their tendency to 79
showing these pictures to 94
showing these relations is 46
showing what happened in 787
showing what happened to 429
showing what multiple of 56
showing when compared to 91
showing wide variations in 198
showing your audience the 41
showing your disposal of 122
showing your interest in 302
showing your lordship my 62
showing your portfolio to 66
showing your readiness to 44
showing your students the 45
shown clear evidence of 515
shown data obtained by 41
shown deep interest in 379
shown four examples of 48
shown from analysis of 73
shown good efficacy in 47
shown good evidence of 50
shown good examples of 45
shown good judgment in 680
shown good progress in 93
shown good response to 95
shown great activity in 238
shown great advances in 51
shown great alacrity in 79
shown great aptitude in 143
shown great attention to 122
shown great capacity in 72
shown great capacity to 123
shown great courtesy in 68
shown great courtesy to 55
shown great eagerness to 194
shown great enthusiasm in 133
shown great facility in 59
shown great firmness in 52
shown great increases in 54
shown great industry in 102
shown great interest in 6997
shown great judgment in 253
shown great kindness by 93
shown great kindness in 96
shown great kindness to 892
shown great patience in 268
shown great potential as 213
shown great potential in 251
shown great potential to 61
shown great presence of 167
shown great progress in 194
shown great readiness to 123
shown great sagacity in 40
shown great tenacity in 72
shown great variations in 119
shown great vitality in 58
shown here addressing the 98
shown here alongside the 40
shown here attached to 120
shown here combines the 68
shown here confines the 53
shown here consists of 411
