sack will therefore fall 45
some union officials have 83
some union officials were 72
some union soldiers were 72
some vast magnetic range 70
some very advanced ideas 90
some very agreeable days 80
some very animated talk 56
some very beautiful gold 48
some very beautiful heads 55
some very beautiful ones 317
some very beautiful poems 206
some very beautiful songs 72
some very beautiful work 192
some very beautiful young 74
some very commonly used 93
some very concrete ideas 50
some very concrete ways 95
some very confused ideas 76
some very dangerous ones 63
some very definite data 44
some very definite ideas 1400
some very definite news 79
some very definite ways 46
some very delicate work 75
some very detailed work 60
some very disturbing news 914
some very erroneous ideas 90
some very friendly talk 55
some very handsome ones 116
some very handsome young 97
some very intimate talk 61
some very laborious duty 239
some very original ideas 201
some very original work 46
some very positive ideas 89
some very positive ways 57
some very powerful ideas 52
some very powerful ones 93
some very powerful ways 78
some very profound ways 80
some very specific areas 127
some very specific ideas 297
some very specific ones 43
some very specific task 43
some very specific ways 426
some very splendid ones 102
some very straight talk 47
some very talented young 94
some very terrible fire 206
some very valuable data 246
some very valuable ideas 112
some very valuable land 65
some very valuable ones 263
some very valuable time 62
some very valuable work 339
some wage increases were 72
some ways curiously like 57
some ways differed from 42
some ways distinct from 323
some ways improved upon 40
some ways parallel those 98
some ways resemble those 317
some ways resembling those 45
some ways separate from 119
some well deserved rest 293
some were absorbed into 131
some were actually made 69
some were actually sold 52
some were admitted into 43
some were affected more 43
some were banished from 70
some were borrowed from 200
some were captured from 47
some were deterred from 72
some were diverted into 88
some were employed only 85
some were excluded from 147
some were expelled from 193
some were expressing their 40
some were formerly more 40
some were imported from 281
some were obtained from 232
some were obviously more 165
some were probably made 68
some were probably more 127
some were probably used 60
some were refugees from 117
some were selected from 70
some were seriously hurt 52
some were sharpening their 50
some were smuggled into 49
some were supporting their 45
some were withdrawn from 69
some wild highland name 64
some wild mountain walk 184
some wild specimen from 60
some will consider these 40
some will probably have 136
some years attempts were 41
some years presided over 184
some years received from 45
some years suffered from 205
some years thereafter there 86
some years withdrawn from 102
some young children from 40
some young children have 176
some young children were 152
some young children will 126
some young officers from 43
some young officers were 73
some young officers whom 40
some young redwoods were 96
songs have recently been 58
songs were borrowed from 59
songs were composed during 169
songs were obtained from 73
songs were recorded during 127
songs were recorded from 81
songs were selected from 65
sons from satisfying their 76
sons have followed their 54
sons have returned from 49
sons have therefore some 42
sons were admitted into 80
sons were banished from 49
sons were debarred from 45
sons were educated there 127
sons were excluded from 170
sons were exempted from 148
sons were expelled from 88
sons were inducted into 49
sons were received into 54
soon fell entirely into 48
soon find somebody else 91
soon find yourself able 133
soon find yourself among 48
soon find yourself back 144
soon find yourself facing 54
soon find yourself lost 47
soon find yourself making 88
soon find yourself more 46
soon find yourself moving 45
soon find yourself some 43
soon have betrayed their 74
soon have deserted from 49
soon have desisted from 43
soon have dwindled into 66
soon have followed their 47
soon have outgrown their 45
soon have perished from 97
soon have vanished from 133
soon lost interest when 158
soon made apparent when 42
soon made manifest when 47
soon seen glittering along 252
soon their children were 42
soon there remained nothing 78
soon there remained only 64
soon took definite form 58
soon wish yourself back 54
soon your children will 42
sort have actually been 75
sort have recently been 97
sort were frequent during 42
soul from darkness into 60
soul into whatever work 40
soul like electric fire 81
soul like mountain tide 44
soul more luminous when 86
soul most inwardly seen 55
soul must therefore have 50
soul will disappear like 49
south from arkansas city 70
south from cemetery hill 166
south side southward there 89
south wind prevails during 45
sown some generous seed 124
speak here somewhat more 86
speak like everyone else 265
speak more directly from 55
speak more fluently when 48
speak much otherwise from 61
speak some distance from 48
speak these languages have 67
spot some distance away 674
spot some distance from 643
spot there projects into 86
spring back slightly when 42
spring from american soil 100
spring from axillary buds 56
spring from christian faith 55
spring into activity when 57
spring into vigorous life 256
spring more directly from 342
spring most directly from 191
spring some distance away 149
spring some distance from 99
star were confined into 144
stay away entirely from 113
stay from saturday till 138
stay some distance away 97
stay some distance from 186
stay these couriers from 115
steal from somebody else 129
steam coming directly from 45
steam when admitted into 58
steam will condense into 69
stem cell lymphoid stem 165
stem cell therapies will 99
stem from concerns over 43
stem from confusion over 117
stem from decisions made 138
stem more directly from 397
stem most directly from 148
step back slightly from 102
step back somewhat from 136
step from darkness into 131
step into somebody else 131
step onto american soil 103
step when chemists were 43
stinging tears trickled down 171
stir these creatures from 71
stop asking questions like 41
stop asking questions when 58
stop beating somebody half 104
stop beating yourself over 42
stop buying products from 61
stop having children when 129
stop other children from 118
stop paying attention when 53
stop some distance away 286
stop some distance from 406
stop their children from 536
stop their citizens from 43
stop their entrance into 61
stop their husbands from 137
stop what happened next 85
stop your children from 217
stop your computer from 57
stop your daughter from 66
stop your opponent from 127
such bank actually paid 84
such calm grandeur gazing 45
such case occurred during 83
such case occurred when 105
such case provision must 90
such case received nothing 95
such daring geniuses were 66
such data obtained from 95
such deep emotional pain 42
such duty devolves upon 68
such eager enthusiasm among 55
such early marriages were 87
such erring creatures pray 60
such feet whatever shoes 46
such fine particle size 43
such good accounts from 180
such good condition when 61
such good progress during 51
such great advances have 104
such great advances were 49
such great authority over 73
such great benefits from 140
such great benefits upon 85
such great distance from 182
such great emphasis upon 191
such great exertions will 71
such great personal cost 56
such great personal risk 58
such great potential wealth 47
such great pressure from 54
such great progress during 58
such hard physical work 63
such have actually been 48
such have recently been 48
such have survived some 90
such heavy emphasis upon 91
such heavy pressure from 88
such high authority among 46
such kind treatment from 83
such last mentioned case 154
such last mentioned date 72
such laws respecting their 208
such like questions have 54
such like questions were 64
such loss resulted from 47
such loud censures upon 135
such nice attention paid 61
such oaks anywhere else 67
such other accounts laid 272
such other apotheosis take 63
such other clerical work 60
such other innocent work 52
such other officers from 54
such other relative ones 46
such other relevant data 77
such other remedies have 320
such other security upon 191
such poor children among 41
such poor condition from 53
such poor condition when 65
such poor creatures will 110
such poor wretches have 44
such rare occasions when 51
such rich materials were 103
such slow progress among 50
such soft creatures into 43
such sore treatment from 47
such star presided over 47
such time actually paid 334
such vain attempts will 63
such wage increases will 48
such were distinct from 79
such were excluded from 192
such were obtained from 54
such were obtruded upon 83
such wide deviations from 64
such wide variations among 45
such wide variations from 46
such young children have 81
such young children were 75
sums been extorted from 65
sums have actually been 62
sums have recently been 85
sums were actually paid 122
sums were assessed upon 53
sums were borrowed from 170
sums were deducted from 110
sums were demanded from 40
sums were diverted from 43
sums were expended upon 280
sums were extorted from 244
sums were lavished upon 150
sums were obtained from 294
sums were received from 582
sums were remitted from 84
sums were withdrawn from 145
sunk back strangely pale 61
sunk some distance from 47
sure must speedily come 49
sure their children have 260
sure their children know 69
sure their children learn 63
sure their children went 50
sure their children were 334
sure their children will 135
sure their families were 84
sure what happened during 89
sure what happened here 135
sure what happened next 1881
sure what happened there 204
sure what happened when 126
sure what tomorrow will 66
sure your attorney will 46
sure your audience will 165
sure your business card 53
sure your business plan 79
sure your business will 90
sure your children have 295
sure your children know 641
sure your children learn 49
sure your children will 171
sure your daughter will 219
sure your employer will 44
sure your highness will 92
sure your kindness will 63
sure your ladyship will 184
sure your lordship will 1287
sure your opponent will 69
sure your presence will 78
sure your students have 219
sure your students know 286
sure your students will 60
swam some distance down 123
swam some distance from 42
swung their frenzied hair 55
