sacking a hen roost 117
state a man finds 98
state a man lives 50
state a man whose 81
state a new cause 310
state a new order 83
state a sum equal 241
state a year later 392
state b and state 149
state i and final 48
state i and state 509
state i can easier 41
state i had found 269
state i had known 94
state i had never 273
state i had often 90
state i had taken 220
state i was found 146
state i was still 45
state i was taken 90
state q and input 43
state s and action 190
state s and input 61
state s for which 78
state x and state 163
stating a few basic 47
stating a few facts 352
stating a few plain 93
stating a long train 49
staying a bit longer 246
staying a day longer 157
staying a few extra 116
staying a few hours 329
staying a few miles 138
staying a few months 654
staying a few steps 131
staying a few weeks 806
staying a long while 381
stays a few months 63
stays a few weeks 52
stays a long while 117
stealing a few hours 228
stealing a few pence 63
steel a day would 41
steps a few miles 134
steps a few months 154
steps a few paces 238
steps a few times 514
steps a few weeks 162
steps a few yards 328
steps a has taken 212
steps a man takes 172
steps i had taken 3882
stick a few times 316
stick a hot poker 137
stick a pin right 183
stick i had found 44
stick i was holding 91
still a big change 45
still a big crowd 59
still a big event 117
still a big field 40
still a big force 53
still a big issue 333
still a big piece 78
still a big place 82
still a big story 42
still a big woman 46
still a big world 41
still a bit above 40
still a bit below 135
still a bit crisp 133
still a bit crude 86
still a bit dazed 1150
still a bit dizzy 394
still a bit drunk 377
still a bit foggy 96
still a bit fuzzy 593
still a bit green 448
still a bit hungry 86
still a bit jumpy 85
still a bit leery 94
still a bit light 126
still a bit longer 84
still a bit loose 129
still a bit lower 99
still a bit mixed 41
still a bit moist 50
still a bit murky 51
still a bit naive 88
still a bit puffy 93
still a bit queasy 164
still a bit rough 286
still a bit runny 102
still a bit scary 69
still a bit shaky 774
still a bit shell 42
still a bit short 318
still a bit small 67
still a bit stiff 655
still a bit taken 48
still a bit tense 143
still a bit tight 122
still a bit timid 78
still a bit tipsy 58
still a bit tired 370
still a bit under 148
still a bit uneasy 230
still a bit upset 410
still a bit vague 237
still a bit woozy 302
still a boy really 56
still a boy scout 51
still a boy under 91
still a cut above 310
still a dim light 48
still a dry state 43
still a far piece 58
still a few about 154
still a few acres 113
still a few altar 111
still a few basic 46
still a few birds 56
still a few black 59
still a few blank 51
still a few books 57
still a few boxes 47
still a few brave 55
still a few cases 356
still a few debts 51
still a few dozen 72
still a few drops 240
still a few empty 119
still a few facts 51
still a few farms 52
still a few folks 56
still a few girls 53
still a few greek 41
still a few hairs 64
still a few hardy 47
still a few herds 44
still a few hints 40
still a few holes 52
still a few horse 57
still a few hours 1774
still a few human 102
still a few items 168
still a few kinks 57
still a few large 195
still a few leaves 102
still a few lines 70
still a few lingering 131
still a few local 62
still a few loose 620
still a few major 69
still a few miles 1098
still a few minor 207
still a few missing 48
still a few months 1228
still a few names 115
still a few older 99
still a few others 813
still a few paces 224
still a few pages 98
still a few pairs 43
still a few parts 46
still a few people 2561
still a few rooms 49
still a few roses 41
still a few rough 71
still a few ships 51
still a few shops 59
still a few short 47
still a few signs 76
still a few small 630
still a few spots 137
still a few stars 124
still a few steps 561
still a few stray 47
still a few tasks 42
still a few times 106
still a few trees 116
still a few votes 63
still a few weeks 1284
still a few which 124
still a few white 114
still a few women 212
still a few words 639
still a few working 82
still a few works 44
still a few yards 547
still a fun place 122
still a hot issue 249
still a hot topic 496
still a key issue 237
still a law clerk 54
still a long climb 90
still a long drive 234
still a long fight 40
still a long march 207
still a long night 165
still a long period 128
still a long space 42
still a long story 44
still a long vista 142
still a long waiting 179
still a long while 1354
still a lot about 229
still a lot easier 313
still a lot lower 97
still a lot missing 60
still a lot needs 61
still a low level 180
still a low price 46
still a low value 45
still a man after 61
still a man alive 58
still a man could 43
still a man short 98
still a man under 57
still a man whose 144
still a new bride 58
still a new color 48
still a new field 440
still a new nation 50
still a new phase 64
still a new topic 54
still a new world 137
still a peg lower 177
still a raw wound 294
still a real danger 249
still a real force 159
still a real issue 92
still a real magic 54
still a real place 46
still a real power 67
still a real sense 95
still a real world 159
still a thin layer 116
still a weak nation 57
still a weak point 241
still a year later 332
still a year short 135
still i can never 157
still i had hoped 63
still i had hopes 116
still i had never 194
still i had rather 80
still i saw gates 50
still i was alone 352
still i was aware 56
still i was drawn 40
still i was gaining 48
still i was getting 63
still i was given 40
still i was happy 139
still i was hungry 59
still i was moved 84
still i was never 78
still i was quite 125
still i was rather 131
still i was sitting 83
still i was sorry 63
still i was thinking 110
still i was under 51
still i was uneasy 80
still i was waiting 71
still i was willing 57
stock a and stock 510
stock a few miles 53
stock a few months 209
stock a new brand 46
stock a year later 113
stole a few hours 211
stone a few paces 45
stone a few times 76
stone a few yards 213
stone a new motion 57
stone i had found 76
stone i sat under 67
stone i was sitting 47
stood a big black 123
stood a big round 81
stood a big stone 46
stood a big table 73
stood a big white 96
stood a bit apart 211
stood a bit longer 53
stood a boy about 69
stood a boy holding 42
stood a deal table 194
stood a dingy gipsy 63
stood a few doors 134
stood a few dozen 55
stood a few hours 377
stood a few miles 587
stood a few months 186
stood a few paces 2844
stood a few small 90
stood a few steps 1660
stood a few trees 64
stood a few weeks 154
stood a few yards 3548
stood a head above 273
stood a log cabin 238
stood a log house 126
stood a long bench 45
stood a long black 67
stood a long cross 184
stood a long glass 101
stood a long siege 655
stood a long table 1215
stood a long train 127
stood a long while 4268
stood a long white 41
stood a low brick 73
stood a low couch 57
stood a low stone 129
stood a low table 239
stood a low white 67
stood a man about 142
stood a man armed 166
stood a man holding 252
stood a man looking 46
stood a man named 53
stood a man whose 546
stood a new house 42
stood a new meeting 62
stood a red brick 86
stood a red light 49
stood a red texan 54
stood a six months 74
stood a tin basin 63
stood a two story 109
stool i was sitting 138
stops a few hours 43
stops a few miles 107
stops a few paces 71
stops a few steps 125
stops a few times 43
stops a few yards 220
store a and store 43
store a few doors 986
store a few extra 42
store a few hours 270
store a few items 46
store a few miles 878
store a few months 402
store a few steps 47
store a few times 529
store a few weeks 532
store a few yards 216
store a man leaned 177
store a new value 549
store a year later 131
store i had never 44
store i was working 110
storing a new value 111
storm a few hours 68
storm a few miles 106
storm a few months 241
storm a few weeks 105
storm a man could 140
story a day about 43
story a day later 62
story a few hours 135
story a few months 269
story a few pages 63
story a few times 441
story a few weeks 357
story a man named 52
story a new twist 143
story a year after 45
story a year later 418
story i can never 46
story i can vouch 84
story i can write 98
story i did about 61
story i had begun 288
story i had first 82
story i had found 73
story i had given 158
story i had hoped 46
story i had never 702
story i had often 85
story i had tried 48
story i hear about 124
story i read about 516
story i was about 253
story i was after 79
story i was given 63
story i was looking 162
story i was really 40
story i was telling 1091
story i was thinking 72
story i was working 432
story i was writing 799
stove a few times 40
stream a few hours 92
stream a few miles 2385
stream a few paces 61
stream a few steps 201
stream a few times 130
stream a few yards 1029
stringing a few words 43
strings a few times 86
strip a fat abbot 70
strip a few miles 535
strip a few times 90
strip a few yards 102
strip a man naked 129
strong a man could 76
strong a man would 61
strong a sex drive 50
stuck a few times 128
stuck a gun under 40
stuck a hot poker 88
stuck a long feather 48
stuck a long knife 92
studio a few doors 47
studio a few hours 47
studio a few miles 51
studio a few months 93
studio a few times 88
studio a few weeks 88
studio a long while 40
studio a year later 61
studio i was taken 46
study a few basic 100
study a few books 133
study a few cases 273
study a few hours 278
study a few months 186
study a few pages 101
study a few times 118
study a few weeks 206
study a lot about 188
study a new class 128
study a new field 92
study a new group 41
study a new method 268
study a new piece 62
study a new topic 78
study a year after 111
study a year later 642
study i had begun 88
study i had hoped 56
study i had never 43
study i read about 54
study i was looking 98
stuff a few times 121
stuff i had drunk 130
stuff i had never 276
stuff i had taken 67
stuff i had under 140
stuff i hear about 166
stuff i read about 162
stuff i was getting 128
stuff i was learning 140
stuff i was looking 82
stuff i was talking 199
stuff i was telling 121
stuff i was thinking 102
stuff i was working 63
stuff i was writing 160
stump a few yards 131
style a few months 41
style i had never 297
sucking a few drops 61
sugar a few drops 256
sugar i cup water 129
swamp a few miles 447
swarm i had lined 40
swearing i was right 1035
sweet i had never 59
swims a few yards 44
sword a few months 43
sword i had given 155
sword i had taken 71
swore a few hearty 49
swore a few times 79
swore i had never 54
swore i was never 107
sworn a vow never 69
sworn i had never 65
sworn i was driving 71
sworn i was looking 51
syringe a few times 107
