gable ends facing the 495
girls must also be 129
girls must come to 85
girls must grow up 105
girls must have the 113
girls must learn the 70
girls must learn to 638
girls must leave the 58
girls must live in 42
girls must stay at 74
girls must stay in 89
girls need help in 114
girls need lots of 43
girls next door do 41
girls next door to 78
girls only have to 40
girls only want to 57
girls over boys at 45
girls over boys in 412
girls over boys is 80
girls over here in 52
girls over there in 93
girls ranging from the 91
girls rose from the 119
girls seem able to 51
girls sent from the 85
girls sent over as 40
girls slid down the 43
girls some time to 69
girls soon learn to 107
girls step into the 48
girls take care of 745
girls take hold of 85
girls take over the 99
girls take part in 792
girls taking care of 130
girls taking part in 531
girls there must be 79
girls there used to 40
girls there were in 180
girls there were no 148
girls there were the 117
girls there will be 164
girls these days do 72
girls think more of 44
girls think nothing of 109
girls think only of 51
girls took care of 521
girls took care to 264
girls took hold of 186
girls took jobs as 41
girls took leave of 56
girls took over the 231
girls took part in 1284
girls took pity on 74
girls took seats in 88
girls upon whom he 51
girls upon whom the 82
girls very early in 48
girls very much in 41
girls walk along the 45
girls walk down the 152
girls walk into the 67
girls well into the 57
girls went away to 161
girls went back to 1625
girls went down on 50
girls went down the 247
girls went down to 829
girls went from the 44
girls went home at 43
girls went home to 166
girls went into the 1719
girls went over the 43
girls went over to 431
girls went there to 64
girls were able to 4122
girls were acting as 88
girls were ahead of 168
girls were also in 190
girls were also the 83
girls were also to 112
girls were among the 744
girls were angry at 41
girls were away at 146
girls were away on 44
girls were back at 187
girls were back in 325
girls were back on 60
girls were back to 71
girls were bathing in 98
girls were born at 99
girls were born in 792
girls were born of 83
girls were born on 130
girls were born to 639
girls were bringing in 104
girls were busy at 187
girls were busy in 166
girls were clad in 146
girls were clinging to 136
girls were coming in 388
girls were coming to 399
girls were coming up 296
girls were deep in 84
girls were down at 73
girls were down on 55
girls were eager to 838
girls were fond of 432
girls were free to 707
girls were from the 396
girls were full of 796
girls were giving me 68
girls were giving the 41
girls were glad of 96
girls were glad to 656
girls were gone to 196
girls were good at 124
girls were good to 59
girls were hanging on 119
girls were hard at 179
girls were hard to 124
girls were having an 42
girls were having tea 45
girls were having the 68
girls were held in 150
girls were held to 72
girls were here to 58
girls were hiding in 44
girls were hoping to 60
girls were just as 1732
girls were just the 79
girls were keen to 124
girls were kept as 144
girls were kept at 231
girls were kept by 63
girls were kept in 1227
girls were kept on 136
girls were kind of 79
girls were kind to 47
girls were leaving the 251
girls were left at 134
girls were left by 45
girls were left in 323
girls were left on 56
girls were left to 638
girls were like the 97
girls were lining up 173
girls were living at 89
girls were living in 684
girls were lost in 102
girls were made by 57
girls were made in 46
girls were made of 319
girls were made to 1016
girls were made up 96
girls were making the 130
girls were making up 56
girls were meant to 233
girls were more at 166
girls were more in 53
girls were more or 193
girls were more to 63
girls were moving in 89
girls were much in 164
girls were much the 55
girls were nice to 178
girls were nothing to 170
girls were only in 40
girls were only to 41
girls were over at 40
girls were paid by 63
girls were paid to 45
girls were part of 441
girls were reading in 87
girls were reading the 64
girls were ready to 1034
girls were riding in 90
girls were safe in 73
girls were said to 990
girls were saying to 43
girls were seen as 1016
girls were seen at 46
girls were seen by 121
girls were seen in 141
girls were seen to 240
girls were sent as 119
girls were sent by 114
girls were sent in 140
girls were sent on 157
girls were sent to 4298
girls were sent up 77
girls were sewing on 41
girls were shot in 69
girls were shut up 136
girls were slow to 60
girls were sold as 227
girls were sold at 81
girls were sold by 163
girls were sold in 103
girls were sold to 266
girls were some of 135
girls were soon in 72
girls were soon to 61
girls were sort of 43
girls were sure of 78
girls were sure to 161
girls were taking the 119
girls were taking to 44
girls were taking up 63
girls were there as 68
girls were there at 49
girls were there in 276
girls were there on 87
girls were there to 420
girls were those of 52
girls were tied to 60
girls were told by 123
girls were told of 57
girls were told the 50
girls were told to 898
girls were trying on 102
girls were trying to 1358
girls were used as 409
girls were used by 40
girls were used in 176
girls were used to 723
girls were wearing the 183
girls were well on 58
girls were wild to 42
girls were wont to 340
girls what kind of 61
girls when there is 85
girls will also be 180
girls will come in 141
girls will come to 457
girls will come up 104
girls will drop in 125
girls will ever be 66
girls will ever in 46
girls will fall in 214
girls will feel the 47
girls will find in 66
girls will find it 191
girls will find the 110
girls will grow to 52
girls will grow up 538
girls will have an 170
girls will have no 129
girls will have the 307
girls will have to 2001
girls will help me 116
girls will join the 40
girls will learn the 44
girls will learn to 266
girls will leave the 57
girls will like it 156
girls will like me 42
girls will like the 55
girls will like to 59
girls will live in 51
girls will live to 52
girls will look at 122
girls will love it 132
girls will love to 77
girls will make it 49
girls will make the 129
girls will need to 234
girls will pick up 83
girls will soon be 302
girls will speak to 45
girls will stay in 71
girls will take on 43
girls will take the 149
girls will take to 55
girls will take up 58
girls will talk to 47
girls will tell me 43
girls will tend to 286
girls will think it 65
girls will think of 58
girls will turn to 69
girls will want to 821
girls will wish to 65
girls work hard to 42
girls work side by 69
given also from the 74
given angle from the 220
given angle must be 42
given angle will be 122
given atom from the 40
given atom will be 86
given away among the 161
given away during the 688
given away even to 64
given away free as 259
given away free at 209
given away free by 317
given away free in 275
given away free of 508
given away free on 81
given away free or 173
given away free to 874
given away from the 541
given away half of 128
given away half the 85
given away just as 43
given away like an 52
given away lots of 61
given away many of 177
given away more in 52
given away more of 53
given away most of 1194
given away much in 100
given away much of 347
given away must be 71
given away nothing of 48
given away only by 151
given away only to 68
given away over the 133
given away part of 180
given away prior to 92
given away some of 519
given away till it 55
given away upon the 54
given away what he 118
given away when he 103
given away when it 48
given away when the 214
given away when we 47
given away will be 133
given back during the 97
given back from the 388
given back into the 473
given back life to 69
given back most of 86
given back much of 64
given back over to 47
given back part of 126
given back some of 330
given back what he 84
given back when it 51
given back when the 267
given base must be 64
given bearing upon the 48
given birth also to 55
given birth among the 59
given birth during the 463
given birth even to 105
given birth from the 84
given birth into the 57
given birth only to 420
given birth prior to 55
given birth there to 73
given birth when the 87
given birth will be 59
given body must be 106
given body part is 56
given body will be 136
given book will be 66
given came from the 114
given case from the 276
given case leads to 48
given case make an 148
given case must be 1265
given case only by 53
given case only if 84
given case prior to 99
given case some of 44
given case such an 40
given case there is 1035
given case upon the 88
given case what is 135
given case what the 158
given case when the 208
given case will be 1055
given case will of 52
given cash flow is 62
given cell from the 97
given cell must be 74
given cell type at 74
given cell type in 100
given cell type is 210
given cell type or 166
given cell type the 49
given cell type to 146
given cell will be 146
given city will be 84
given come from the 100
given cost will be 46
given data from the 175
given data into the 166
given data item is 77
given data must be 105
given data such as 59
given data there is 66
given data type is 45
given data will be 70
given date during the 111
given date from the 125
given date must be 58
given date prior to 61
given date when the 57
given date will be 134
given deep into the 197
given depth from the 116
given depth into the 54
given depth will be 61
given dose will be 153
given drug will be 74
given during life or 42
given during part of 46
given early during the 146
given even during the 75
given even less to 42
given even more of 90
given even more to 89
given even when it 88
given even when the 454
given fact from the 52
given fact into the 51
given fair play by 45
given fair play in 64
given fair play to 90
given firm will be 108
given five days in 275
given five days of 111
given five days to 588
given five seats in 53
given five sets of 59
given five sons to 70
given five years at 59
given five years in 530
given five years of 595
given five years on 56
given five years to 873
given flow rate in 88
given flow rate is 253
given flow rate of 301
given flow rate or 47
given flow rate the 163
given flow rate to 69
given flow will be 63
given food during the 67
given food from the 364
given food such as 42
given food when he 45
given food will be 71
given form from the 58
given form must be 47
given form only by 51
given form will be 48
given forth from it 71
given forth from the 690
given forth into the 58
given forth upon the 58
given four days in 162
given four days of 142
given four days to 361
given four seats in 49
given four sets of 90
given four years in 173
given four years of 355
given four years to 807
given free from the 65
given free hand by 81
given free hand in 326
given free hand to 442
given free land by 43
given free land in 62
given free land to 53
given free leave to 59
given free meals at 66
given free meals in 61
given free play as 180
given free play by 133
given free play in 644
given free play on 60
given free play to 957
given free range in 94
given free range of 86
given free range to 130
given free rein as 323
given free rein at 140
given free rein by 808
given free rein in 2332
given free rein it 65
given free rein of 87
given free rein on 212
given free rein or 68
given free rein to 7719
given free time in 65
given free time on 101
given free time to 289
given free vent to 278
given free will by 104
given free will in 221
given free will so 138
given free will to 1130
given from among the 59
given from birth to 97
given from five to 244
given from four to 303
given from half an 54
given from hand to 226
given from here on 49
given from left to 208
given from love to 43
given from month to 136
given from some of 173
given from those of 55
given from three to 551
given from time to 11613
given from week to 103
given from what is 166
given from what we 41
given full leave to 58
given full life as 48
given full play as 173
given full play at 45
given full play by 135
given full play in 976
given full play is 42
given full play to 749
given full range of 41
given full range to 42
given full rein as 87
given full rein at 52
given full rein by 215
given full rein in 697
given full rein to 952
given full room to 41
given full sway in 160
given full sway to 185
given full time to 237
given full vent in 129
given full vent to 537
given gene will be 108
given good care in 42
given good heed to 89
given good jobs in 71
given good will be 58
given good will on 233
given great care to 173
given great heart to 45
given great help by 80
given great help in 101
given great help to 144
given great hope to 58
given great pain to 198
given great play in 83
given great sums of 90
given great sums to 59
given hard work in 44
given have been in 113
given have been of 185
given have been so 50
given have been the 89
given heavy work to 40
given help during the 45
given help from the 282
given help when it 52
given here during the 134
given here even in 64
given here from the 768
given here have the 60
given here have to 53
given here just as 296
given here just to 75
given here leads to 68
given here more in 66
given here must be 680
given here only as 784
given here only in 623
given here only of 50
given here only the 224
given here only to 976
given here seem to 165
given here show the 254
given here some of 42
given here such an 40
given here there is 71
given here upon the 57
given here uses the 72
given here when the 65
given here will be 2189
given high rank as 102
given high rank by 43
given high rank in 223
given hour during the 45
given huge sums of 79
given huge sums to 41
given into those of 67
given into what is 56
given item from the 179
given item must be 82
given item will be 280
given jobs such as 65
given just prior to 1329
given just such an 138
given just when the 80
given kind must be 130
given kind will be 146
given land along the 85
given land free of 132
given land from the 243
given land west of 41
given last month by 68
given last week at 60
given last week by 198
given last week in 80
given last week to 113
given leave from the 819
given length along the 64
given length from the 90
given length must be 52
given length will be 280
given less time in 100
given less time to 553
given less work to 57
given life back to 141
given life from the 145
given life like re 181
given life only by 249
given like those of 59
given line from the 222
given line into the 84
given line lies in 61
given line must be 112
given line there is 158
given line upon the 106
given line will be 341
given list will be 47
given load must be 53
given load when the 71
given load will be 292
given loving care by 40
given many ways to 63
given many years of 1588
given many years to 593
given mark some of 50
given mass flow of 72
given mass from the 57
given mass rate of 52
given mass will be 88
given meaning from the 61
given meaning only by 493
given meaning only in 239
given menu item is 48
given milk from the 53
given mode will be 45
given month during the 60
given month from the 59
given month over the 44
given month will be 176
given more care to 147
given more depth by 55
given more food to 42
given more from the 126
given more heed to 294
given more help in 143
given more help to 142
given more land to 74
given more life to 90
given more meaning by 85
given more meaning to 100
given more room in 128
given more room to 388
given more seats in 80
given more time as 87
given more time at 47
given more time by 84
given more time he 76
given more time if 46
given more time in 465
given more time on 286
given more time or 132
given more time the 64
given more time to 6471
given more work to 447
given more years of 99
given most time to 55
given much care to 234
given much heed to 360
given much help by 164
given much help in 327
given much help to 242
given much hope of 65
given much hope to 45
given much less of 44
given much more in 83
given much more of 138
given much more to 351
given much pain to 134
given much play at 121
given much play in 90
given much room to 77
given much time in 186
given much time or 138
given much time to 4391
given much will be 512
given much work to 70
given must also be 172
given must have the 68
given must only be 85
given name among the 65
given name from the 189
given name must be 66
given name such as 143
given name when he 192
given name will be 144
given nine days to 56
given nine years of 63
given nine years to 43
given node from the 59
given node must be 76
given node will be 88
given nothing else to 183
given nothing like the 63
given nothing more to 132
given once during the 71
given once more by 66
given once more in 118
given once more the 123
given once more to 355
given once only in 54
given only during the 918
given only four or 54
given only from the 309
given only half an 141
given only half as 215
given only half of 202
given only half the 362
given only into the 66
given only once as 108
given only once at 108
given only once in 1375
given only once or 445
given only once to 237
given only part of 363
given only some of 147
given only such as 58
given only three or 141
given only upon the 392
given only what he 81
given only what is 104
given only what the 51
given only what we 72
given only when an 151
given only when he 119
given only when it 826
given only when no 103
given only when the 4535
given only when we 234
given oral dose of 57
given other jobs in 63
given other jobs to 48
given other land in 40
given other means of 53
given other work by 58
given other work in 54
given other work to 204
given over also to 46
given over during the 65
given over five to 45
given over from the 235
given over into my 41
given over into the 2198
given over more to 187
given over most of 118
given over much of 76
given over only to 184
given over part of 105
given over some of 94
given over some to 45
given over time to 88
given over trying to 132
given over unto the 93
given over upon the 46
given paid leave to 58
given pain even to 82
given pair will be 68
given part must be 72
given part will be 72
given plan will be 42
given play only to 56
given range from the 184
given range will be 67
given ranging from the 40
given rate from the 53
given rate will be 60
given rent free by 91
given rent free to 115
given rise also to 333
given rise among the 293
given rise during the 185
given rise even to 66
given rise from the 107
given rise only to 272
given rise over the 273
given rise there to 66
given rise will be 69
given rock type is 48
given role will be 42
given rule over the 359
given rule will be 64
given seats next to 45
given shear rate is 73
given show only the 43
given sick leave on 42
given sick leave to 43
given sign from the 64
given sign will be 52
given site during the 65
given site must be 114
given site will be 289
given size from the 280
given size have an 41
given size have the 61
given size must be 115
given size range is 91
given size range of 75
given size there is 77
given size when the 52
given size will be 473
given soil type is 89
given soil will be 56
given some bread to 44
given some clue as 114
given some clue to 230
given some data on 225
given some food by 68
given some food in 41
given some food to 146
given some form of 3472
given some gold to 42
given some heed to 96
given some help by 158
given some help in 522
given some help to 344
given some hint as 85
given some hint of 637
given some hint to 44
given some hope of 249
given some hope to 171
given some ideas of 82
given some ideas on 56
given some kind of 6277
given some land by 103
given some land in 174
given some land on 61
given some land to 216
given some mark of 94
given some meaning by 63
given some meaning in 62
given some meaning to 222
given some means of 360
given some milk to 54
given some more of 68
given some more or 53
given some pain to 61
given some part in 161
given some part of 246
given some post in 45
given some range of 40
given some rice to 41
given some role in 182
given some room to 144
given some show of 121
given some sign of 336
given some sort of 6688
given some task to 162
given some time in 407
given some time to 2824
given some tips on 67
given some type of 1049
given some vent to 259
given some view of 108
given some work in 112
given some work to 430
given some years of 207
given some years to 87
given spot upon the 69
given star will be 114
given such bond as 138
given such bond or 48
given such care as 174
given such data as 172
given such fame to 47
given such food as 145
given such form as 81
given such heed to 41
given such help as 122
given such help to 44
given such jobs as 60
given such life to 57
given such pain to 50
given such term by 2220
given such term in 1187
given such time as 59
given such work as 124
given such work to 55
given sway over the 47
given take care of 142
given task from the 48
given task must be 258
given task such as 97
given task there is 183
given task when the 56
given task will be 425
given term must be 49
given test from the 87
given test item is 68
given test must be 46
given test will be 108
given text from the 56
given text must be 111
given text will be 108
given their best in 110
given their best to 409
given their eyes to 188
given their faith in 69
given their faith to 148
given their fill of 144
given their food in 53
given their food to 47
given their form by 127
given their goal of 67
given their heads in 54
given their heads to 82
given their heart to 171
given their help in 115
given their help to 103
given their ideas of 49
given their lack of 6011
given their land by 65
given their land in 44
given their land to 183
given their laws to 70
given their life in 82
given their life to 448
given their loss of 41
given their love of 97
given their love to 88
given their meals in 103
given their meaning by 209
given their meaning in 88
given their meed of 44
given their mind to 61
given their mode of 60
given their name as 93
given their name by 366
given their name in 96
given their name of 81
given their name to 12032
given their need to 752
given their note at 40
given their oaths to 92
given their part in 67
given their part of 101
given their pick of 44
given their range of 101
given their rate of 57
given their reading of 63
given their role as 598
given their role in 1433
given their role of 42
given their seats in 44
given their seats to 46
given their side of 51
given their sons the 62
given their sons to 334
given their ties to 64
given their time in 159
given their time to 1274
given their town up 81
given their turn to 44
given their view of 775
given their vote in 75
given their vote to 140
given their wealth to 47
given their word in 57
given their word of 385
given their word to 772
given their work by 63
given their work to 64
given their years of 96
given their youth to 60
given theory must be 42
given theory will be 46
given there during the 228
given there from the 49
given there must be 253
given there were no 117
given there will be 544
given these days to 278
given three cups of 61
given three days in 1143
given three days of 307
given three days to 1814
given three seats in 107
given three seats on 55
given three sets of 321
given three sons to 94
given three years at 40
given three years in 565
given three years of 632
given three years to 1188
given time acts on 67
given time along the 98
given time among the 86
given time during an 78
given time during the 3725
given time even if 45
given time even to 101
given time form the 43
given time from an 100
given time from the 1075
given time half of 43
given time half the 50
given time have an 51
given time have no 59
given time have the 129
given time have to 62
given time into the 143
given time just as 42
given time make up 63
given time many of 54
given time most of 195
given time must be 1464
given time only if 69
given time only in 61
given time only the 117
given time only to 89
given time over the 268
given time prior to 185
given time rate of 43
given time seem to 94
given time slot is 64
given time some of 194
given time span in 44
given time span is 136
given time span of 76
given time span or 41
given time step at 57
given time step in 40
given time step is 187
given time step the 72
given time such as 90
given time tend to 163
given time there is 2339
given time till the 56
given time unit is 54
given time upon the 234
given time were as 40
given time were in 54
given time were the 67
given time were to 48
given time what is 86
given time what the 122
given time when he 60
given time when it 104
given time when the 510
given time will at 92
given time will be 3315
given time will in 42
given trial runs in 51
given trial will be 46
given true meaning to 47
given type from the 110
given type have the 135
given type must be 131
given type such as 68
given type tend to 89
given type there is 46
given type will be 249
given unit must be 65
given unit will be 148
given unto faith the 219
given unto many to 71
given unto such as 120
given unto three or 52
given upon coin of 123
given upon such an 152
given user will be 43
given vast sums of 112
given vast sums to 64
given very early in 630
given very early to 59
given very late in 56
given very much at 51
given very much in 135
given very much of 63
given very much the 65
given very much to 289
given very well by 76
given wage rate in 57
given wage rate is 138
given wage rate or 48
given wage rate the 90
given wave length at 43
given wave length in 44
given wave length is 337
given wave length of 226
given wave length or 51
given wave length the 88
given week during the 54
given week will be 69
given were lack of 173
given were made by 84
given were made in 94
given were such as 99
given were those of 259
given were used in 115
given were used to 51
given were well or 103
given what else is 57
given what else we 183
given what help he 125
given what kind of 82
given what must be 94
given what pain it 49
given what seem to 207
given what there is 44
given what will be 76
given when making the 45
given when only the 45
given when pain is 41
given when sent by 162
given when there is 2891
given when trying to 62
given wide berth by 116
given wide berth to 76
given wide play in 79
given wide range of 47
given will also be 134
given will give the 42
given will have the 76
given will have to 348
given will help the 143
given will help to 160
given will help us 49
given will make it 131
given will make the 111
given will need to 53
given will only be 71
given will show the 328
given will tend to 61
given word from the 85
given word must be 118
given word such as 68
given word will be 153
given work during the 49
given work from the 74
given work load is 120
given work must be 117
given work will be 116
given your baby to 43
given your best to 73
given your body the 54
given your body to 88
given your book to 62
given your hand to 110
given your heart to 1473
given your lack of 72
given your life in 43
given your life to 1382
given your line of 58
given your love to 292
given your mind to 280
given your name as 1357
given your name by 367
given your name in 45
given your name to 528
given your soul to 118
given your time to 77
given your word of 179
given your word to 753
giver will have to 116
gives also rise to 206
gives away four of 51
gives away half of 66
gives away many of 43
gives away more of 58
gives away most of 233
gives away much of 101
gives away nothing of 55
gives away part of 181
gives away some of 189
gives away what he 256
gives away what is 363
gives back life to 209
gives back nothing in 42
gives back only the 72
gives back part of 69
gives back some of 183
gives back what he 242
gives back what is 124
gives back what it 238
gives back what the 43
gives back what we 49
gives birth also to 131
gives birth anew to 49
gives birth during the 189
gives birth from the 45
gives birth only to 547
gives data from an 60
gives data from the 228
gives deep meaning to 81
gives edge unto the 137
gives even more of 45
gives fair play to 100
gives five ways in 57
gives four arts in 44
gives four sets of 109
gives free exit to 47
gives free hand to 65
gives free play to 2492
gives free range to 184
gives free rein to 6142
gives free vent to 598
gives from five to 160
gives from four to 85
gives from three to 120
gives from time to 305
gives full data on 106
gives full meaning to 458
gives full play to 2335
gives full range to 99
gives full rein to 1535
gives full sway to 190
gives full text of 78
gives full time to 326
gives full vent to 1684
gives good fits to 103
gives good hope of 160
gives good luck in 117
gives good news to 69
gives great care to 54
gives great depth of 85
gives great depth to 56
gives great help in 48
gives great help to 48
gives great hope of 144
gives great hope to 53
gives great life to 62
gives great meaning to 65
gives great pain to 168
gives great play to 50
gives great zest to 46
gives heed only to 79
gives just such an 123
gives just what is 109
gives just what the 50
gives just what we 64
gives left hand to 69
gives less depth of 49
gives less heed to 43
gives less pain to 55
gives less time to 174
gives life back to 139
gives life even to 106
gives life from the 51
gives life like the 44
gives life meaning is 69
gives life much of 41
gives life only to 96
gives life unto the 114
gives live birth to 56
gives many years of 77
gives meaning even to 97
gives more body to 142
gives more care to 78
gives more data on 57
gives more depth of 64
gives more depth to 163
gives more food to 65
gives more heed to 64
gives more help to 97
gives more hope of 97
gives more life to 175
gives more meaning to 564
gives more pain to 119
gives more play to 120
gives more room in 72
gives more room to 381
gives more time to 1069
gives more work to 108
gives more zest to 42
gives most meaning to 45
gives most mirth to 60
gives much care to 49
gives much data on 62
gives much help in 73
gives much help to 81
gives much less of 89
gives much more in 212
gives much more of 151
gives much more the 91
gives much more to 145
gives much pain to 53
gives much time to 404
gives much when he 130
gives nothing away to 96
gives nothing back to 111
gives nothing like the 68
gives once more the 77
gives only half an 44
gives only half as 96
gives only half of 173
gives only half the 480
gives only part of 835
gives only some of 204
gives only three of 54
gives only what he 155
gives only what is 226
gives only what it 67
gives only when it 50
gives over much of 48
gives pain even to 84
gives pain when it 47
gives part time to 51
gives peace will be 42
gives rain upon the 97
gives ready means of 55
gives rise also to 1218
gives rise during the 81
gives rise even to 54
gives rise here to 136
gives rise must be 114
gives rise only to 3428
gives rise tend to 52
gives rise there to 102
gives rise when it 74
gives rise when the 52
gives rise will be 245
gives some clue as 801
gives some clue of 41
gives some clue to 1919
gives some data as 79
gives some data in 42
gives some data of 89
gives some data on 1415
gives some depth to 51
gives some food to 66
gives some form of 194
gives some form to 79
gives some help in 184
gives some help to 113
gives some hint as 297
gives some hint of 1578
gives some hope of 486
gives some hope to 149
gives some ideas as 62
gives some ideas of 200
gives some ideas on 166
gives some kind of 1012
gives some life to 89
gives some meaning to 492
gives some means of 61
gives some news of 60
gives some part of 63
gives some play to 64
gives some room to 63
gives some show of 58
gives some sign of 227
gives some sort of 1115
gives some time to 179
gives some tips on 288
gives some type of 97
gives some view of 71
gives such airs to 73
gives such data as 86
gives such depth to 62
gives such help as 40
gives such help or 71
gives such life to 84
gives such meaning to 62
gives such worth to 81
gives such zest to 102
gives their life to 60
gives their love to 42
gives their meaning to 49
gives their name as 72
gives their name to 150
gives their truth to 74
gives their work an 98
gives their work the 88
gives these data in 51
gives those jobs to 49
gives three sets of 267
gives three ways in 66
gives three ways of 70
gives true life to 59
gives true meaning to 307
gives very much the 410
gives what must be 245
gives what seem to 82
gives when there is 70
gives wide berth to 53
gives wide range of 49
gives wide range to 44
gives your baby the 139
gives your body an 55
gives your body the 447
gives your life the 75
gives your mind the 59
gives your name as 87
glade from time to 193
glade leading down to 54
gland away from the 260
gland come from the 121
gland even when the 96
gland from base to 61
gland from left to 70
gland give rise to 158
gland lies along the 79
gland lies deep in 48
gland lies deep to 78
gland lies over the 151
gland lies upon the 73
gland must also be 91
gland open into the 347
gland pass into the 43
gland when there is 46
gland will also be 51
gland will have to 58
glare away from the 105
glare came from an 90
glare came from the 72
glare cast from the 42
glare coming from the 388
glare down from the 137
glare down into the 166
glare down upon the 65
glare fell upon the 131
glare from face to 276
glare from side to 48
glare like those of 53
glare rising from the 54
glaring down from the 316
glaring down into the 127
glaring down upon me 97
glaring down upon the 146
glaring down upon us 98
glaring eyes from the 88
glaring eyes upon the 84
glaring from face to 53
glaring from side to 55
glaring like those of 205
glass also acts as 42
glass away from me 205
glass away from my 67
glass away from the 753
glass back down on 846
glass back into the 707
glass back onto the 263
glass back upon the 76
glass baking dish in 159
glass baking dish or 730
glass ball from the 111
glass ball full of 63
glass ball into the 55
glass beads along the 89
glass beads among the 109
glass beads from the 1450
glass beads hanging to 99
glass beads into the 512
glass beads made by 102
glass beads made in 216
glass beads must be 101
glass beads onto the 165
glass beads over the 113
glass beads seem to 83
glass beads sewn on 49
glass beads such as 119
glass beads used as 90
glass beads used in 374
glass beads used to 46
glass beads were in 86
glass beads were the 162
glass beads will be 86
glass bell over the 68
glass bowl from the 348
glass bowl full of 1372
glass bowl made by 40
glass bowl over the 45
glass bowl used in 45
glass bulb full of 89
glass bulb into the 48
glass came down on 45
glass came from the 507
glass came into the 48
glass case along the 47
glass case from the 129
glass case full of 2168
glass case like the 93
glass case next to 490
glass case over it 90
glass case over the 498
glass case there is 104
glass case till by 95
glass case upon the 171
glass case when he 40
glass case when the 65
glass come from the 56
glass coming from the 173
glass date from the 53
glass dating back to 57
glass dating from the 241
glass dish from the 168
glass dish full of 407
glass dome into the 83
glass dome over it 117
glass dome over the 782
glass door bearing the 104
glass door down the 44
glass door facing the 202
glass door from the 1218
glass door gave on 40
glass door giving on 45
glass door into the 3836
glass door leading on 156
glass door leading to 2858
glass door leads to 138
glass door next to 247
glass door onto the 662
glass door open to 83
glass door over the 71
glass door upon the 81
glass door when he 97
glass door when the 86
glass down from the 217
glass down hard on 827
glass down into the 189
glass down next to 213
glass down onto the 262
glass down over the 64
glass down there by 59
glass down upon it 48
glass down upon the 351
glass dust upon the 43
glass even when at 42
glass even when the 89
glass ever made by 43
glass ever made in 58
glass eyes from the 109
glass eyes into the 103
glass fall from the 103
glass fall into the 45
glass fell from my 91
glass fell from the 390
glass fell into the 202
glass fell onto the 98
glass fell upon the 63
glass fits into the 123
glass flew from the 50
glass flew into the 116
glass flying into the 111
glass from flying in 111
glass from hand to 120
glass from over the 121
glass from side to 215
glass from time to 513
glass gave back the 49
glass gave rise to 56
glass give rise to 57
glass half full of 5614
glass half full or 2203
glass hanging from the 425
glass hanging over it 42
glass hanging over the 153
glass have been the 57
glass have gone to 61
glass have seen by 59
glass having only the 40
glass held down by 41
glass held high in 48
glass held high to 55
glass held over the 128
glass high into the 70
glass icon next to 187
glass jars from the 193
glass jars full of 1340
glass jars must be 111
glass just clear of 52
glass just like the 43
glass just prior to 47
glass laid over it 76
glass laid over the 184
glass laid upon the 73
glass lamp from the 81
glass lens must be 62
glass lens used to 60
glass like fish in 44
glass look upon the 96
glass made during the 109
glass made from it 61
glass made from the 138
glass making will be 66
glass must also be 224
glass must have the 126
glass need only be 40
glass once more to 149
glass only when the 51
glass pane into the 93
glass pane next to 47
glass pane over the 134
glass rising from the 50
glass rods into the 94
glass rods used in 85
glass roof into the 163
glass roof like the 46
glass roof making the 62
glass roof over it 143
glass roof over the 1142
glass sand from the 57
glass seed beads in 40
glass side facing the 147
glass slip from the 44
glass tank full of 349
glass test tube in 230
glass test tube is 204
glass test tube of 116
glass test tube or 296
glass test tube to 119
glass there must be 47
glass there will be 323
glass three feet in 129
glass tube acting as 95
glass tube acts as 57
glass tube bearing the 44
glass tube bent as 267
glass tube bent at 1823
glass tube bent in 851
glass tube bent so 153
glass tube bent to 228
glass tube down to 85
glass tube during the 93
glass tube ending in 167
glass tube from the 472
glass tube full of 930
glass tube half an 62
glass tube having an 449
glass tube having the 81
glass tube held by 43
glass tube held in 311
glass tube into an 125
glass tube into it 59
glass tube into the 4176
glass tube leading to 621
glass tube leads to 41
glass tube like the 64
glass tube must be 332
glass tube onto the 71
glass tube open at 3156
glass tube over the 537
glass tube such as 265
glass tube there is 45
glass tube three or 67
glass tube upon the 240
glass tube used as 125
glass tube used in 467
glass tube used to 309
glass tube when it 92
glass tube when the 271
glass tube will be 381
glass tubing bent at 344
glass tubing bent in 154
glass tubing bent to 135
glass tubing from the 104
glass tubing having an 263
glass tubing into the 965
glass tubing must be 236
glass tubing open at 111
glass tubing over the 53
glass tubing used in 145
glass used must be 103
glass vase from the 397
glass vase full of 505
glass vase over the 40
glass wall along the 143
glass wall facing the 554
glass wall from the 245
glass wall into the 459
glass wall next to 96
glass wall onto the 40
glass ware from the 48
glass went down to 140
glass went into the 97
glass were among the 110
glass were gold or 49
glass were held in 84
glass were made at 92
glass were made by 200
glass were made in 260
glass were made of 60
glass were made to 49
glass were used as 175
glass were used by 43
glass were used in 393
glass were used to 280
glass when there is 86
glass when used as 68
glass will also be 154
glass will break if 105
glass will find the 73
glass will give the 104
glass will give us 67
glass will have an 40
glass will have the 100
glass will have to 265
glass will help to 86
glass will hold the 45
glass will keep the 53
glass will make it 62
glass will make the 117
glass will need to 83
glass will seem as 55
glass will show the 241
glass will show to 45
glass will show up 41
glass will soon be 93
glass will tell me 57
glass will tend to 135
glass wool from the 47
glass wool held in 48
glass wool into the 690
glass wool must be 114
glass wool over the 49
glass wool plug at 280
glass wool plug in 446
glass wool plug is 180
glass wool plug to 175
