gable roof consists of 45
goods were exchanged or 60
goods were excluded by 59
goods were expected to 270
goods were exported at 56
goods were exported by 112
goods were exported in 264
goods were exported or 61
goods were exported to 1219
goods were extended to 43
goods were financed by 44
goods were imported at 104
goods were imported by 271
goods were imported in 1189
goods were imported on 167
goods were imported or 140
goods were imported to 386
goods were included in 517
goods were increased by 122
goods were increased in 60
goods were increased or 56
goods were increased to 79
goods were intended to 423
goods were invoiced at 72
goods were involved in 88
goods were marketed in 121
goods were obtained at 53
goods were obtained by 523
goods were obtained in 121
goods were obtained on 62
goods were packaged in 52
goods were produced as 44
goods were produced at 355
goods were produced by 928
goods were produced in 3837
goods were produced on 162
goods were produced or 339
goods were produced to 284
goods were products of 45
goods were promised to 48
goods were proposed to 40
goods were provided by 128
goods were provided in 49
goods were provided to 72
goods were received as 49
goods were received at 155
goods were received by 743
goods were received in 1243
goods were received on 561
goods were received or 109
goods were recorded in 55
goods were referred to 68
goods were regarded as 469
goods were rejected by 54
goods were replaced by 189
goods were reported to 80
goods were required by 77
goods were required in 63
goods were required to 495
goods were restored to 223
goods were retained by 45
goods were returned by 101
goods were returned me 263
goods were returned to 595
goods were smuggled in 384
goods were smuggled to 50
goods were suffered to 134
goods were suitable to 92
goods were supplied at 53
goods were supplied by 481
goods were supplied in 101
goods were supplied on 315
goods were supplied or 52
goods were supplied to 428
goods were supposed to 460
goods were tendered to 64
goods were unloaded at 187
goods were unloaded in 99
goods were unloaded on 94
goods when compared to 55
goods when exported to 147
goods when imported in 77
goods when received by 41
goods will actually be 176
goods will continue to 1240
goods will normally be 100
goods will probably be 371
goods will therefore be 121
goods worth hundreds of 107
goods worth thousands of 116
gotta have somebody to 144
gowns were designed to 46
grace have required at 69
grace made manifest in 53
grace made possible by 177
grace will continue to 134
grade boys enrolled in 65
grade malt lymphoma of 103
grade were assigned to 52
grade were enrolled in 76
grade were expected to 155
grade were included in 183
grade were required to 283
grade when compared to 75
grade will continue to 136
grade will probably be 105
graft will continue to 40
grain crop amounted to 41
grain from australia to 100
grain from producer to 61
grain from province to 57
grain line parallel to 134
grain must therefore be 53
grain runs parallel to 427
grain shear parallel to 58
grain size analysis in 59
grain size analysis is 138
grain size analysis of 791
grain size compared to 288
grain size controls the 46
grain size decreases as 185
grain size decreases in 68
grain size decreases the 219
grain size decreases to 81
grain size exponent of 72
grain size fractions in 83
grain size fractions of 257
grain size increased to 88
grain size increases as 301
grain size increases by 54
grain size increases in 72
grain size increases the 599
grain size increases to 107
grain size observed in 151
grain size obtained by 281
grain size obtained in 65
grain size produced by 194
grain size reduction by 59
grain size reduction in 99
grain size reduction is 66
grain size reduction of 110
grain size reflects the 41
grain size relative to 107
grain size resulted in 128
grain size variations in 130
grain were exported in 56
grain were exported to 101
grain were imported by 43
grain were produced in 84
grain were required to 112
grain will continue to 148
grain will probably be 76
grams when immersed in 77
grams will dissolve in 43
grand army encamped at 50
grand ball attended by 74
grand jury composed of 318
grand jury concerning the 376
grand jury consisting of 163
grand jury consists of 669
grand jury convened at 60
grand jury convened by 163
grand jury convened in 617
grand jury convened on 92
grand jury convened to 303
grand jury declared the 79
grand jury declined to 552
grand jury indicted me 44
grand jury indicted the 1527
grand jury intended to 63
grand jury launched an 40
grand jury listened to 63
grand jury materials in 162
grand jury materials is 80
grand jury materials to 294
grand jury proceeding as 52
grand jury proceeding in 468
grand jury proceeding is 471
grand jury proceeding on 46
grand jury proceeding or 128
grand jury proceeding to 200
grand jury proposed to 59
grand jury protects the 63
grand jury provision of 56
grand jury pursuant to 283
grand jury questioning of 46
grand jury received in 117
grand jury referred to 60
grand jury rejected the 271
grand jury relative to 68
grand jury reported in 67
grand jury requires no 53
grand jury resulted in 48
grand jury returned an 1346
grand jury returned no 189
grand jury returned the 408
grand jury subpoenaed the 114
grand jury subpoenas as 622
grand jury subpoenas in 90
grand jury subpoenas on 54
grand jury subpoenas to 237
grand jury summoned by 51
grand jury summoned to 63
grand last pictures of 60
grand piano designed by 53
grand piano occupied the 98
grant also included the 115
grant also whatever is 42
grant duly executed is 40
grant ever received by 45
grant free admission to 191
grant free passages to 93
grant from ministry of 221
grant full authority to 77
grant full autonomy to 631
grant full equality of 105
grant full equality to 552
grant full immunity to 68
grant full remission of 76
grant full suffrage to 197
grant made possible by 93
grant made possible the 503
grant made pursuant to 433
grant more attention to 50
grant more authority to 504
grant more autonomy to 1021
grant more latitude to 47
grant much autonomy to 83
grant rate increases to 40
grant some authority to 44
grant some autonomy to 244
grant some credence to 83
grant some validity to 195
grant such authority as 40
grant such authority or 42
grant such authority to 583
grant such autonomy to 63
grant such benefits to 87
grant such charters as 56
grant such diplomas as 90
grant such exemption to 54
grant such extension as 59
grant such extension of 620
grant such immunity to 101
grant such licenses as 155
grant such licenses to 134
grant such requests as 151
grant such supplies as 462
grant sums suitable to 42
grant their children the 59
grant their citizens the 143
grant their property to 60
grant their requests in 46
grant their salaries to 75
grant these benefits to 72
grant wage increases in 198
grant wage increases of 60
grant wage increases or 161
grant wage increases to 404
grant wide latitude to 57
grant will continue to 54
grant will normally be 41
graph also contains the 70
graph also displays the 52
graph also includes the 92
graph just presents the 58
graph theory approach to 67
graph were obtained by 96
graph will indicate the 109
grasp such concepts as 227
grasp very cordially at 86
grasp what happened in 235
grasp what happened to 222
grasp what movement is 54
grass have sprouted on 70
grass seed harvesting in 121
grass were drenched in 83
grass were regarded as 59
grass will continue to 106
grass will probably be 45
grave fears concerning the 42
grave food shortage in 62
grave food situation in 106
grave risk involved in 67
grazing have resulted in 75
grazing land adjacent to 139
greed will continue to 56
green algae consists of 53
green algae dominate the 50
green algae occurred in 52
green eyes crinkled at 72
green eyes darkened as 164
green eyes darkened to 78
green eyes fastened on 311
green eyes followed the 57
green eyes glittering in 113
green eyes narrowed as 266
green eyes narrowed at 56
green eyes narrowed in 499
green eyes narrowed on 88
green eyes narrowed to 198
green eyes reflecting the 110
green eyes regarded me 84
green eyes shadowed by 42
green eyes sparkled as 600
green eyes sparkled at 70
green eyes sparkled in 185
green eyes surveyed the 59
green eyes twinkled as 123
green eyes twinkled at 50
green eyes twinkled in 61
green from exposure to 85
green lake reflecting the 57
green lawn bordered by 94
green rock composed of 58
green soap followed by 60
green upon exposure to 131
green when drenched by 46
green when examined in 67
green will continue to 47
greet their husbands at 59
greet your accession to 553
grids were examined in 95
grief much assuaged by 67
grief when informed of 41
grief will continue to 57
grief will redouble at 44
grill over charcoal or 101
grind away whatever is 64
grist mill operated by 220
groom were escorted to 60
groom were expected to 92
groom were required to 50
groom were supposed to 72
groping hand deformed by 79
gross acts incident to 50
gross beta activity in 105
gross body activity of 49
gross body composed of 72
gross body consisting of 45
gross cash receipts of 87
gross farm receipts in 82
gross rent received by 59
gross sale proceeds of 62
gross sums received by 48
group aids coalition to 48
group also analyzed the 45
group also attacked the 135
group also attempts to 44
group also attended the 53
group also believed in 49
group also consists of 354
group also contains the 377
group also controls the 88
group also examined the 178
group also explored the 58
group also followed the 49
group also functions as 135
group also improved in 42
group also improved on 87
group also included an 71
group also included the 686
group also includes an 93
group also includes the 1967
group also increases the 90
group also intended to 52
group also objected to 67
group also operates in 43
group also produced the 65
group also proposed the 46
group also provided an 57
group also provided the 118
group also provides an 166
group also provides the 169
group also received an 49
group also received the 166
group also referred to 81
group also reflects the 64
group also rejected the 57
group also reported an 66
group also reported on 103
group also reported the 236
group also resulted in 55
group also returned to 54
group also reviewed the 64
group also sponsors the 40
group also stressed the 100
group also supports the 60
group also traveled to 46
group best equipped to 88
group brings pressure to 48
group drew attention to 155
group feel threatened by 52
group felt threatened by 85
group file contains the 68
group from anywhere in 42
group from attempting to 41
group from baseline to 82
group from children to 41
group from continuing to 87
group from dominating the 294
group from eighteen to 137
group from fourteen to 64
group from methionine to 94
group from positions of 52
group gave evidence of 212
group gets involved in 81
group give evidence of 73
group have accepted the 72
group have achieved the 51
group have examined the 53
group have included the 56
group have occurred in 44
group have received the 94
group have remained in 50
group have reported the 52
group have resulted in 162
group have returned to 65
group health benefits to 42
group health coverage as 113
group health coverage in 98
group health coverage is 86
group health coverage to 247
group here consists of 60
group here referred to 79
group home operated by 62
group into clusters of 126
group just happened to 87
group just referred to 151
group least affected by 145
group lies parallel to 50
group life consists of 92
group lost interest in 59
group made possible by 48
group made possible the 70
group made progress in 42
group means relative to 90
group more amenable to 46
group more inclined to 53
group most affected by 2468
group most affected is 149
group most amenable to 111
group most critical of 63
group most inclined to 197
group most involved in 157
group most relevant to 55
group most targeted by 41
group most threatened by 122
group must complete the 43
group must consider the 147
group must continue to 373
group must evaluate the 54
group must identify the 78
group must obviously be 41
group must struggle to 60
group must therefore be 408
group name followed by 101
group only consists of 103
group only received the 42
group paid attention to 90
group pays attention to 96
group plan provided by 50
group puts pressure on 68
group show evidence of 207
group size increases is 44
group size increases the 176
group size increases to 74
group size relative to 133
group soon expanded to 46
group soon returned to 45
group such questions as 129
group test consisting of 63
group test designed to 67
group theory predicts the 81
group theory provides the 104
group theory requires the 63
group took exception to 53
group went bankrupt in 45
group went directly to 129
group went straight to 80
group were accepted as 93
group were accepted by 59
group were admitted to 245
group were affected by 204
group were analyzed by 136
group were analyzed in 60
group were analyzed to 42
group were arrested at 47
group were arrested by 96
group were arrested in 283
group were arrested on 104
group were assessed as 92
group were assessed by 59
group were assigned the 119
group were assigned to 786
group were attached to 110
group were attacked by 80
group were attempting to 134
group were attended by 43
group were averaged to 80
group were believed to 170
group were captured by 54
group were captured in 40
group were children of 110
group were combined to 53
group were compared by 109
group were compared in 85
group were compared on 81
group were compared to 627
group were composed of 260
group were confined to 122
group were conscious of 283
group were critical of 112
group were deprived of 129
group were designed to 133
group were destined to 124
group were detected in 159
group were diagnosed as 439
group were directed to 132
group were discussing the 116
group were educated in 43
group were eligible to 59
group were employed as 166
group were employed at 71
group were employed by 103
group were employed in 426
group were enrolled at 52
group were enrolled in 877
group were entitled to 149
group were examined at 65
group were examined by 103
group were examined in 237
group were examined to 53
group were executed in 48
group were expected to 682
group were followed by 99
group were followed up 131
group were inclined to 246
group were included in 667
group were included the 135
group were informed by 63
group were informed of 62
group were initiated by 50
group were inspired by 98
group were intended to 109
group were involved in 1007
group were isolated in 41
group were observed at 54
group were observed in 250
group were observed to 267
group were obtained at 49
group were obtained by 200
group were obtained in 77
group were obtained on 43
group were occupied by 43
group were operated on 145
group were prepared by 65
group were prepared to 455
group were probably the 107
group were produced by 73
group were provided by 66
group were received by 62
group were recorded as 132
group were recorded in 112
group were referred by 54
group were referred to 365
group were regarded as 784
group were regarded by 55
group were rejected by 45
group were replaced by 138
group were reported as 396
group were reported by 119
group were reported in 176
group were reported to 560
group were required to 819
group were returned to 144
group were selected as 241
group were selected at 117
group were selected by 143
group were selected on 155
group were selected to 218
group were strangers to 49
group were students at 55
group were students in 56
group were students of 54
group were summoned to 59
group were supposed to 331
group were switched to 72
group were unlikely to 68
group were veterans of 45
group when attached to 78
group when attempting to 40
group when compared to 2092
group when discussing the 58
group will actually be 86
group will approach the 88
group will complete the 151
group will comprise the 104
group will consider the 156
group will continue in 66
group will continue on 46
group will continue the 46
group will continue to 2536
group will dominate the 139
group will evaluate the 84
group will generate the 53
group will hereafter be 82
group will hesitate to 40
group will identify the 89
group will indicate the 52
group will normally be 193
group will obviously be 66
group will perceive the 76
group will probably be 1078
group will progress to 47
group will therefore be 304
group work agencies in 130
group work approach to 232
group work compared to 98
group work consists of 120
group work designed to 112
group work followed by 114
group work involved in 40
group work practice as 41
group work practice in 422
group work practice is 297
group work provides an 40
group work provides the 95
group work services in 182
group work services to 167
growing aids epidemic in 120
growing among boulders in 41
growing ever brighter as 41
growing food shortage in 101
growing from crevices in 105
growing from underneath the 130
growing health problems in 113
growing into adulthood in 106
growing into adulthood is 48
growing into maturity in 77
growing iron industry of 52
growing land scarcity in 45
growing less frequent as 44
growing less inclined to 60
growing less tolerant of 119
growing many thousands of 58
growing mass cultures of 47
growing mass movement in 110
growing mass movement of 96
growing media attention to 137
growing media coverage of 135
growing media interest in 213
growing mining industry in 46
growing more agitated as 67
growing more agitated by 200
growing more animated as 146
growing more apparent at 61
growing more attached to 166
growing more beautiful as 136
growing more beautiful in 46
growing more confused by 152
growing more conscious of 337
growing more critical by 51
growing more critical of 140
growing more dangerous by 87
growing more distinct as 269
growing more distinct in 77
growing more frequent as 154
growing more frequent in 80
growing more friendly to 81
growing more imminent at 80
growing more inclined to 69
growing more numerous as 415
growing more numerous in 96
growing more powerful as 161
growing more powerful at 54
growing more powerful by 112
growing more powerful in 160
growing more profound in 62
growing more restless as 57
growing more restless by 95
growing more sensible to 44
growing more tolerant of 172
growing more valuable as 92
growing more vehement as 77
growing more vehement on 68
growing nazi movement in 51
growing peace movement in 439
growing pure cultures of 247
growing single crystals by 132
growing single crystals in 63
growing single crystals is 63
growing single crystals of 1203
growing union movement in 101
growing very attached to 46
growing very lukewarm in 43
growing your business by 84
growing your business is 69
growing youth attained to 73
growing youth movement in 100
grown from babyhood to 53
grown from children to 43
grown from cultures of 61
grown from divisions of 66
grown from eighteen to 52
grown from fourteen to 88
grown from hundreds to 84
grown from november to 62
grown from solutions in 48
grown from solutions of 107
grown into hundreds of 48
grown into maturity in 78
grown less inclined to 41
grown less tolerant of 135
grown many thousands of 52
grown more apparent in 171
grown more attached to 176
grown more beautiful as 51
grown more beautiful in 140
grown more commonly in 40
grown more conscious of 306
grown more critical of 172
grown more dangerous to 46
grown more frequent as 48
grown more frequent in 65
grown more frequent of 53
grown more moderate in 64
grown more numerous in 47
grown more numerous or 42
grown more powerful as 98
grown more powerful by 53
grown more powerful in 131
grown more tolerant of 343
grown most commonly in 58
grown much attached to 206
grown only slightly in 84
grown over thousands of 88
grown single crystals of 692
grown very attached to 707
grown very intimate in 106
grown very numerous of 172
grown very powerful in 166
grows from babyhood to 85
grows from labrador to 55
grows more apparent as 95
grows more attached to 45
grows more beautiful as 155
grows more beautiful in 44
grows more beautiful the 59
grows more beautiful to 63
grows more bumptious on 41
grows more cheerful as 57
grows more conscious of 173
grows more critical as 76
grows more dangerous as 50
grows more distinct as 74
grows more distinct the 87
grows more dominant in 40
grows more frequent in 43
grows more involved as 81
grows more perverse as 41
grows more powerful as 121
grows more powerful in 137
grows more profound as 44
grows more valuable as 297
grows more worthless by 43
grows most commonly in 118
grows most commonly on 86
grows three quarters of 109
grows very attached to 49
grows very commonly in 108
grows very commonly on 53
growth also affected the 49
growth also increased the 76
growth also increases the 109
growth also involves the 53
growth also occurred in 672
growth also reflects the 96
growth also requires the 46
growth also resulted in 119
growth among africans of 51
growth cone collapse in 109
growth cone extension by 52
growth cone guidance by 140
growth cone guidance in 238
growth cone motility by 75
growth cone motility in 83
growth cone proteins in 49
growth data obtained by 89
growth data obtained in 150
growth during treatment of 47
growth ever recorded in 51
growth from babyhood to 96
growth from families to 43
growth from girlhood to 46
growth from increases in 65
growth from molecule to 46
growth from november to 44
growth from savagery to 40
growth have affected the 54
growth have combined to 149
growth have increased the 115
growth have occurred in 202
growth have resulted in 440
growth into maturity of 99
growth leads directly to 43
growth made possible by 1889
growth made possible the 106
growth must consider the 46
growth must continue to 114
growth must therefore be 327
growth only occurred in 48
growth pole approach to 48
growth pole strategy is 48
growth puts pressure on 205
growth rate achieved by 400
growth rate achieved in 1159
growth rate amounted to 508
growth rate attained by 77
growth rate attained in 189
growth rate averaged at 44
growth rate compared to 2288
growth rate consists of 40
growth rate constant at 116
growth rate constant in 84
growth rate constant is 329
growth rate constant of 353
growth rate declined as 97
growth rate declined by 183
growth rate declined in 166
growth rate declined to 780
growth rate declines as 213
growth rate declines at 40
growth rate declines in 72
growth rate declines to 128
growth rate decreased as 162
growth rate decreased by 89
growth rate decreased in 169
growth rate decreased to 194
growth rate decreases as 710
growth rate decreases at 74
growth rate decreases by 83
growth rate decreases in 101
growth rate decreases the 57
growth rate decreases to 143
growth rate depended on 93
growth rate estimate of 54
growth rate exceeded the 802
growth rate expected in 115
growth rate expected to 82
growth rate followed by 377
growth rate implicit in 115
growth rate increased as 153
growth rate increased at 42
growth rate increased by 462
growth rate increased in 311
growth rate increased to 597
growth rate increases as 582
growth rate increases at 80
growth rate increases by 361
growth rate increases in 289
growth rate increases the 224
growth rate increases to 209
growth rate increases up 48
growth rate observed at 65
growth rate observed in 973
growth rate obtained by 149
growth rate obtained in 136
growth rate occurred at 174
growth rate occurred in 405
growth rate potential of 65
growth rate produced by 185
growth rate provided by 43
growth rate recorded by 137
growth rate recorded in 369
growth rate reduction in 60
growth rate reduction of 49
growth rate referred to 45
growth rate reflects the 428
growth rate relative to 1921
growth rate remained at 190
growth rate remained the 41
growth rate reported by 75
growth rate reported in 72
growth rate required to 589
growth rate requires an 42
growth rate responds to 127
growth rate response of 65
growth rate response to 54
growth rate resulted in 347
growth rate returned to 118
growth soon produced an 50
growth theory attempts to 73
growth theory stresses the 46
growth were achieved by 76
growth were achieved in 107
growth were affected by 133
growth were analyzed by 42
growth were confined to 53
growth were examined in 64
growth were expected to 155
growth were followed by 199
growth were included in 47
growth were observed at 65
growth were observed by 42
growth were observed in 569
growth were observed on 59
growth were obtained by 98
growth were obtained in 151
growth were produced by 45
growth were provided by 73
growth were recorded by 74
growth were recorded in 159
growth were regarded as 98
growth were replaced by 40
growth were reported by 67
growth were required to 55
growth when compared to 1372
growth when cultured in 41
growth when returned to 59
growth will actually be 51
growth will continue as 594
growth will continue at 692
growth will continue if 41
growth will continue in 1424
growth will continue to 5808
growth will indicate the 44
growth will normally be 43
growth will obviously be 48
growth will outstrip the 89
growth will probably be 728
growth will therefore be 188
grunt work involved in 160
guard dogs patrolling the 112
guard having disposed of 51
guard having suffered the 81
guard just happened to 47
guard most jealously the 113
guard their interest in 63
guard their monopoly of 40
guard their property by 43
guard these traitors to 196
guard upon occasions of 54
guard were directed to 45
guard were partners in 42
guard were prepared to 137
guard were required to 94
guard were stationed at 122
guard were summoned to 60
guard were supposed to 40
guard will probably be 41
guess were supposed to 40
guess what direction the 115
guess what happened at 348
guess what happened in 504
guess what happened is 153
guess what happened on 154
guess what happened the 121
guess what happened to 3222
guess what occasions it 64
guess will probably be 58
guess work involved in 67
guest list included the 711
guest list includes the 56
guest room occupied by 61
guide also contains an 45
guide also includes an 145
guide also includes the 204
guide also provides the 45
guide from solitude to 121
guide must continue to 81
guide some wayfarer to 61
guide their analysis of 85
guide their approach to 295
guide their attempts to 83
guide their attention to 119
guide their behaviors in 100
guide their children as 131
guide their children at 40
guide their children by 57
guide their children in 736
guide their children on 86
guide their children so 42
guide their children to 421
guide their decisions as 46
guide their decisions by 100
guide their decisions in 187
guide their decisions on 155
guide their exercise of 76
guide their judgment by 145
guide their judgment in 111
guide their patients to 56
guide their practice by 129
guide their practice in 127
guide their practice of 41
guide their response to 227
guide their selection of 829
guide their students in 307
guide their students to 232
guide their treatment of 43
guide these children to 42
guide those involved in 267
guide when attempting to 68
guide when evaluating the 53
guide when positioning the 42
guide will continue to 89
guide will describe the 68
guide will indicate the 40
guide will probably be 75
guide wire attached to 91
guide wire followed by 68
guide young children in 65
guide your analysis of 182
guide your approach to 162
guide your attention to 131
guide your children in 117
guide your children to 138
guide your decisions as 88
guide your decisions in 54
guide your decisions on 55
guide your judgment in 40
guide your response to 45
guide your selection of 944
guide your students as 42
guide your students in 229
guide your students to 175
guide your treatment of 61
guiding their activity as 143
guiding their children in 137
guiding their children to 146
guiding their selection of 49
guiding their students in 52
guiding their students to 51
guiding your children to 44
guilt here consists in 127
guilt over abandoning the 57
guilt were attached to 41
guilt were tempered by 83
guilt will continue to 59
guinea pigs compared to 90
guinea pigs depleted of 86
guinea pigs deprived of 119
guinea pigs followed by 43
guinea pigs infected by 151
guinea pigs produced an 49
guinea pigs produced by 68
guinea pigs resulted in 827
guise must therefore be 121
gulping down mouthfuls of 100
gulping great mouthfuls of 44
gusty anger subsided as 45
