man an indignation at himself 65
may be introduced to explain 224
may be introduced to improve 139
may be introduced to increase 166
may be introduced to objects 41
may be introduced to prevent 150
may be introduced to produce 89
may be introduced to promote 53
may be introduced to protect 47
may be introduced to provide 199
may be introduced to replace 59
may be introduced to support 109
may be invaluable in detecting 45
may be invaluable in providing 62
may be irrelevant or misleading 192
may be justifiable in certain 128
may be justifiable on grounds 68
may be justifiable to include 43
may be justifiable to neglect 41
may be justifiable to perform 45
may be legitimate to question 52
may be legitimate to suggest 42
may be maintained by adjusting 57
may be maintained by increasing 72
may be maintained by periodic 51
may be maintained by repeated 45
may be maintained in culture 60
may be maintained in federal 58
may be maintained in perfect 77
may be maintained in position 92
may be maintained in relation 61
may be maintained in respect 72
may be maintained in several 51
may be maintained the needful 54
may be maintained to enforce 174
may be maintained to prevent 40
may be maintained to provide 43
may be maintained to recover 394
may be manifested by chronic 51
may be manifested by conduct 102
may be manifested by express 50
may be manifested by headache 54
may be manifested by silence 153
may be manifested by weakness 61
may be manifested in behavior 58
may be manifested in diverse 49
may be manifested in following 54
may be manifested in several 396
may be multiplied at pleasure 207
may be multiplied by division 71
may be multiplied or divided 891
may be obligatory or optional 128
may be overlooked at autopsy 130
may be overlooked by persons 46
may be overlooked on account 77
may be overlooked or ignored 229
may be overridden by competing 85
may be overridden by congress 43
may be overridden in certain 99
may be paralleled by similar 100
may be pardonable to imagine 229
may be paroxysmal or chronic 145
may be particular or general 316
may be partitioned as follows 193
may be peripheral or central 654
may be pleasurable or painful 228
may be postulated as follows 121
may be postulated to account 69
may be postulated to explain 137
may be predicated of everything 181
may be predictive of outcome 71
may be preferable in certain 264
may be preferable to abandon 90
may be preferable to attempt 66
may be preferable to combine 65
may be preferable to compare 42
may be preferable to compute 73
may be preferable to conduct 77
may be preferable to correct 43
may be preferable to develop 102
may be preferable to examine 74
may be preferable to express 81
may be preferable to general 62
may be preferable to include 123
may be preferable to increase 79
may be preferable to install 42
may be preferable to operate 71
may be preferable to perform 333
may be preferable to prepare 76
may be preferable to present 71
may be preferable to prevent 56
may be preferable to proceed 74
may be preferable to produce 64
may be preferable to provide 229
may be preferable to replace 103
may be preferable to specify 79
may be preferable to surgery 77
may be preferable to utilize 72
may be prejudiced or favored 91
may be prejudicial to certain 87
may be prejudicial to outward 40
may be prescribed as follows 375
may be prescribed at bedtime 61
may be prescribed by congress 186
may be prescribed by council 97
may be prescribed by doctors 61
may be prescribed by federal 291
may be prescribed by general 514
may be prescribed by national 288
may be prescribed by statute 456
may be prescribed in addition 204
may be prescribed in certain 42
may be prescribed in relation 526
may be prescribed in respect 617
may be prescribed to control 362
may be prescribed to correct 173
may be prescribed to decrease 203
may be prescribed to enhance 53
may be prescribed to improve 105
may be prescribed to increase 126
may be prescribed to prevent 703
may be prescribed to promote 108
may be prescribed to provide 62
may be prescribed to relieve 477
may be privileged to witness 53
may be productive of anarchy 49
may be productive of benefit 164
may be productive of extreme 69
may be productive of national 58
may be productive of results 78
may be productive of revenue 77
may be profitable or helpful 45
may be profitable to attempt 91
may be profitable to compare 169
may be profitable to digress 49
may be profitable to discuss 159
may be profitable to examine 530
may be profitable to explore 135
may be profitable to himself 119
may be profitable to inquire 184
may be profitable to observe 46
may be profitable to produce 49
may be profitable to utilize 40
may be programmed as follows 84
may be programmed to control 48
may be programmed to deliver 49
may be programmed to display 42
may be programmed to operate 133
may be programmed to perform 278
may be programmed to produce 109
may be programmed to provide 164
may be programmed to respond 106
may be prohibited by article 151
may be prohibited by federal 42
may be prohibited by statute 176
may be prohibited in certain 92
may be prohibited or limited 190
may be pronounced in general 44
may be pronounced in several 85
may be pronounced the greatest 59
may be propagated by division 812
may be propagated by offsets 76
may be propagated by suckers 85
may be prosecuted in federal 73
may be protracted by increasing 55
may be quantified as follows 83
may be quantified by comparing 43
may be quantified in several 40
may be recognized as follows 283
may be recognized as foreign 407
may be recognized as members 59
may be recognized as occurring 46
may be recognized as preparing 50
may be recognized as revenue 62
may be recognized as similar 80
may be recognized as typical 43
may be recognized by careful 62
may be recognized by certain 140
may be recognized by comparing 134
may be recognized by examining 71
may be recognized by observing 110
may be recognized by several 69
may be recognized in certain 104
may be recognized in several 93
may be reconciled as follows 87
may be reconciled by observing 77
may be reconciled by supposing 293
may be reconciled to poverty 46
may be referenced by several 67
may be refractory to medical 49
may be registered as british 42
may be registered as service 444
may be registered in certain 262
may be registered in respect 287
may be registered on payment 107
may be reimbursed in respect 45
may be reinforced by certain 52
may be reinforced or weakened 114
may be remembered in history 62
may be replicated in several 53
may be reproduced as follows 162
may be reproduced in several 43
may be reproduced or adapted 116
may be reproduced or entered 252
may be restrained by interim 54
may be restrained of liberty 223
may be restricted by federal 73
may be restricted by statute 94
may be restricted in certain 153
may be restricted in several 51
may be restricted or limited 106
may be restricted to certain 1812
may be restricted to limited 152
may be restricted to members 162
may be restricted to persons 106
may be restricted to prevent 154
may be restricted to protect 83
may be sacrificed to achieve 71
may be sacrificed to brevity 41
may be sacrificed to protect 50
may be sacrificed to provide 43
may be sandwiched in between 60
may be sculptured by violence 46
may be separately or jointly 51
may be serviceable to himself 50
may be serviceable to mankind 274
may be simplified as follows 1343
may be simplified by combining 158
may be simplified by employing 74
may be simplified by expanding 57
may be simplified by observing 53
may be simplified by replacing 157
may be simplified to equation 46
may be spontaneous or induced 526
may be spontaneous or planned 72
may be stabilized by addition 50
may be stimulated by certain 107
may be stimulated by contact 88
may be stimulated by factors 56
may be stimulated by increasing 59
may be stimulated by providing 40
may be stimulated by several 53
may be stimulated in several 41
may be stimulated to attempt 69
may be stimulated to develop 182
may be stimulated to explore 50
may be stimulated to improve 47
may be stimulated to increase 93
may be stimulated to perform 51
may be stimulated to produce 387
may be stimulated to renewed 41
may be stimulated to secrete 105
may be stimulated to undergo 53
may be strengthened by increasing 62
may be strengthened by inserting 50
may be strengthened or thwarted 48
may be strengthened or weakened 1597
may be strengthened to sustain 48
may be structured as follows 187
may be structured in several 94
may be structured to include 80
may be structured to provide 137
may be subdivided as follows 2495
may be subdivided in several 78
may be subdivided to include 40
may be subdivided to provide 72
may be substantial in relation 49
may be successful in achieving 191
may be successful in attaining 56
may be successful in certain 84
may be successful in improving 101
may be successful in increasing 81
may be successful in obtaining 309
may be successful in producing 105
may be successful in promoting 53
may be successful in providing 56
may be successful in relieving 131
may be successful in restoring 162
may be successful in reversing 55
may be sufficient at present 220
may be sufficient in certain 155
may be sufficient to abolish 123
may be sufficient to account 1828
may be sufficient to achieve 664
may be sufficient to acquire 53
may be sufficient to address 117
may be sufficient to analyze 54
may be sufficient to applaud 53
may be sufficient to attract 207
may be sufficient to balance 80
may be sufficient to capture 92
may be sufficient to clarify 54
may be sufficient to collect 62
may be sufficient to compare 104
may be sufficient to condemn 41
may be sufficient to conduct 65
may be sufficient to confine 114
may be sufficient to confirm 178
may be sufficient to connect 50
may be sufficient to contain 65
may be sufficient to control 2143
may be sufficient to convert 255
may be sufficient to convict 91
may be sufficient to correct 672
may be sufficient to counter 107
may be sufficient to declare 50
may be sufficient to decrease 179
may be sufficient to deliver 40
may be sufficient to deplete 47
may be sufficient to depress 51
may be sufficient to deprive 75
may be sufficient to destroy 527
may be sufficient to detract 78
may be sufficient to develop 168
may be sufficient to diagnose 124
may be sufficient to discuss 52
may be sufficient to dispose 76
may be sufficient to disrupt 191
may be sufficient to distend 83
may be sufficient to distort 90
may be sufficient to disturb 172
may be sufficient to elevate 80
may be sufficient to endanger 57
may be sufficient to enforce 54
may be sufficient to enhance 78
may be sufficient to enlarge 79
may be sufficient to entitle 76
may be sufficient to examine 91
may be sufficient to exclude 189
may be sufficient to exhibit 44
may be sufficient to explain 1742
may be sufficient to express 85
may be sufficient to extract 103
may be sufficient to finance 41
may be sufficient to fulfill 55
may be sufficient to furnish 130
may be sufficient to imitate 44
may be sufficient to improve 288
may be sufficient to include 117
may be sufficient to increase 502
may be sufficient to inhibit 319
may be sufficient to initiate 843
may be sufficient to inspire 42
may be sufficient to justify 1599
may be sufficient to monitor 64
may be sufficient to nullify 57
may be sufficient to obscure 179
may be sufficient to observe 2996
may be sufficient to occasion 230
may be sufficient to occlude 74
may be sufficient to operate 96
may be sufficient to outline 63
may be sufficient to perform 176
may be sufficient to predict 104
may be sufficient to prepare 71
may be sufficient to present 129
may be sufficient to prevent 3508
may be sufficient to proceed 47
may be sufficient to procure 41
may be sufficient to produce 4905
may be sufficient to promote 329
may be sufficient to protect 600
may be sufficient to provide 1743
may be sufficient to provoke 299
may be sufficient to qualify 168
may be sufficient to recover 51
may be sufficient to relieve 561
may be sufficient to replace 114
may be sufficient to require 342
may be sufficient to resolve 242
may be sufficient to restore 666
may be sufficient to reverse 274
may be sufficient to rupture 406
may be sufficient to satisfy 2572
may be sufficient to specify 132
may be sufficient to subject 217
may be sufficient to suggest 591
may be sufficient to support 1802
may be sufficient to sustain 931
may be sufficient to trigger 815
may be sufficient to warrant 935
may be suggestive of certain 47
may be suggestive to teachers 67
may be summarized as following 88
may be summarized as follows 162394
may be summarized as including 104
may be summarized as involving 81
may be summarized by comparing 78
may be summarized by referring 60
may be summarized in general 172
may be summarized in outline 70
may be summarized in relation 102
may be summarized in several 93
may be summarized in tabular 297
may be supervised by society 61
may be suppressed by federal 58
may be suppressed by increasing 42
may be suppressed or altered 48
may be suppressed or ignored 43
may be surrounded by enemies 40
may be surrounded by fibrous 49
may be surrounded by several 63
may be symbolized as follows 623
may be symbolized by diagrams 47
may be synthesized as follows 113
may be synthesized by bacteria 94
may be synthesized by combining 51
may be terminated as follows 106
may be terminated by consent 55
may be terminated by divorce 122
may be terminated by express 103
may be terminated by written 199
may be terminated in several 208
may be terminated or amended 156
may be terminated or revoked 49
may be trademarks or service 302
may be translated as follows 5351
may be translated in several 76
may be transposed as follows 41
may be transverse or oblique 300
may be undermined or weakened 66
may be understood as applied 158
may be understood as aspects 51
may be understood as asserting 67
may be understood as conveying 55
may be understood as efforts 80
may be understood as embracing 46
may be understood as extending 45
may be understood as follows 1744
may be understood as including 186
may be understood as involving 156
may be understood as occurring 60
may be understood as operating 43
may be understood as providing 231
may be understood as referring 989
may be understood as related 120
may be understood as requiring 169
may be understood as resulting 194
may be understood as similar 70
may be understood as symbols 40
may be understood by analogy 223
may be understood by analyzing 67
may be understood by comparing 523
may be understood by examining 660
may be understood by following 89
may be understood by imagining 154
may be understood by observing 273
may be understood by recalling 148
may be understood by referring 797
may be understood by regarding 44
may be understood by supposing 206
may be understood in america 329
may be understood in context 91
may be understood in general 204
may be understood in relation 640
may be understood in several 355
may be understood in similar 77
may be understood on several 48
may be understood or grasped 69
may be understood to consist 69
may be understood to contain 67
may be understood to embrace 77
may be understood to express 226
may be understood to function 125
may be understood to include 666
may be understood to involve 76
may be understood to operate 70
may be understood to produce 53
may be understood to provide 47
may be understood to reflect 100
may be understood to require 108
may be understood to signify 394
may be understood to suggest 126
may be undertaken as follows 62
may be undertaken by persons 100
may be undertaken by private 140
may be undertaken in several 95
may be undertaken in support 44
may be undertaken to achieve 74
may be undertaken to confirm 53
may be undertaken to correct 160
may be undertaken to examine 42
may be undertaken to improve 183
may be undertaken to increase 81
may be undertaken to prevent 97
may be undertaken to provide 141
may be undertaken to relieve 53
may be undertaken to restore 53
may be unrealistic to attempt 51
may be unrealistic to believe 52
may be unrealistic to suppose 57
may be verbalized as follows 53
may be visualized as follows 984
may be visualized as occurring 117
may be visualized as resulting 48
may be visualized as similar 41
may be visualized by comparing 118
may be visualized by imagining 304
may be visualized by referring 105
may be vulnerable to adverse 41
may be vulnerable to attacks 75
may be vulnerable to certain 77
may be vulnerable to charges 67
may be vulnerable to similar 43
may by summarized as follows 42
may he classified as follows 56
may he summarized as follows 136
may on application be granted 41
may on application be renewed 69
may the experiment be repeated 46
mean by conscience or religion 189
mean by difference of quality 1125
mean by fanaticism in religion 79
mean is calculated as follows 179
mean is influenced by extreme 86
mean the attainment of freedom 66
mean the commonwealth of virginia 134
mean the destruction of british 40
mean the destruction of everything 79
mean the destruction of germany 92
mean the destruction of mankind 82
mean the destruction of society 84
mean the dissolution of society 40
mean the impressions we receive 64
mean the suppression of liberty 51
mean to relinquish the inquiry 213
men by representing the position 91
men of distinction in letters 70
men of distinction in science 356
men of experience in affairs 64
men of speculation to embrace 211
men to administer the affairs 65
men to understand the present 108
met at casablanca in january 315
met at casablanca to discuss 56
met at montgomery in alabama 113
met in casablanca in january 60
met in casablanca to discuss 52
met in conference to discuss 282
met the approbation of congress 89
met the approbation of several 53
min to inactivate the enzymes 48
