labial cortical plate of 103
local authority level in 94
local authority level is 68
local authority level the 43
local authority level to 71
local authority liable to 131
local authority makes an 53
local authority makes the 43
local authority might be 338
local authority named in 125
local authority needs to 249
local authority ought to 263
local authority plans to 67
local authority point of 75
local authority power to 475
local authority seeking to 95
local authority seeks to 103
local authority seems to 69
local authority shall at 96
local authority shall be 2556
local authority shall by 61
local authority shall in 123
local authority shall so 66
local authority share of 43
local authority since the 53
local authority staff in 101
local authority staff to 98
local authority stating the 50
local authority stock to 49
local authority takes the 44
local authority tends to 53
local authority thereof or 160
local authority thereof to 677
local authority tried to 62
local authority tries to 53
local authority under an 87
local authority under the 3149
local authority until the 138
local authority wants to 173
local authority where he 69
local authority where it 84
local authority where the 434
local authority which is 1057
local authority which it 52
local authority which the 103
local authority wishing to 150
local authority within the 3170
local authority would be 1191
local autonomy based on 167
local autonomy could be 170
local autonomy might be 77
local autonomy seems to 49
local autonomy shall be 53
local autonomy since the 44
local autonomy under the 459
local autonomy until the 40
local autonomy which is 136
local autonomy which the 173
local autonomy within an 41
local autonomy within the 892
local autonomy would be 330
local benefits ample to 40
local benefits tending to 51
local branches began to 66
local branches could be 44
local branches would be 75
local business agent is 41
local business agent of 52
local business class to 42
local business firms in 50
local business firms to 89
local business might be 43
local business owned by 56
local business owner to 48
local business people as 64
local business people in 169
local business people or 54
local business people to 303
local business under the 60
local business which it 62
local business within the 281
local business would be 136
local chapters began to 56
local chemical action of 42
local children began to 45
local churches about the 42
local churches began to 118
local churches could be 101
local churches under the 99
local churches where the 79
local churches within the 167
local churches would be 129
local circuits within the 84
local citizens about the 150
local citizens began to 126
local citizens could be 60
local citizens tried to 78
local citizens under the 44
local citizens would be 127
local commerce within the 47
local computer dealer or 55
local computer store is 46
local computer store or 541
local computer store to 311
local computer where the 64
local concerns about the 347
local concerns within the 41
local concerns would be 45
local condition which is 54
local councils after the 40
local councils began to 129
local councils could be 86
local councils shall be 80
local councils under the 182
local councils where the 45
local councils within the 135
local councils would be 258
local criminal court in 80
local cultural forms of 51
local cultures within the 98
local cultures would be 49
local currency after the 46
local currency based on 93
local currency bonds in 58
local currency costs of 600
local currency could be 165
local currency equal to 79
local currency funds to 104
local currency loans to 154
local currency might be 57
local currency needs of 52
local currency price of 449
local currency shall be 70
local currency tends to 47
local currency terms in 50
local currency under the 59
local currency units at 46
local currency units to 88
local currency value of 582
local currency which is 193
local currency which the 45
local currency within the 55
local currency would be 268
local decisions about the 131
local decisions based on 107
local decisions could be 63
local decisions within the 48
local decisions would be 54
local delicacy known as 46
local discount store or 80
local discount store to 74
local disputes about the 40
local disputes could be 48
local disputes within the 44
local district board of 76
local district court in 63
local district court or 80
local district court to 118
local district would be 95
local divisions within the 89
local economic growth as 41
local economic growth by 62
local economic growth in 160
local economic growth is 137
local elections after the 96
local elections based on 58
local elections casts an 105
local elections could be 128
local elections might be 53
local elections shall be 104
local elections since the 124
local elections under the 227
local elections until the 47
local elections where the 98
local elections within the 50
local elections would be 356
local electric field as 91
local electric field at 416
local electric field by 57
local electric field in 356
local electric field is 378
local electric field of 112
local electric field on 61
local electric field to 77
local extension agent is 44
local extension agent or 104
local extension agent to 52
local favorite since it 46
local feedback model of 98
local finances within the 72
local folklore about the 67
local functions within the 59
local governor under the 56
local hardware store in 223
local hardware store is 158
local hardware store or 706
local hardware store to 508
local historian tells us 275
local historian writing in 193
local historian wrote of 41
local hospital under the 49
local hospital where he 658
local hospital where it 43
local hospital where the 253
local identity based on 71
local identity which is 56
local identity within the 78
local industry based on 118
local industry began to 95
local industry could be 79
local industry might be 64
local industry under the 61
local industry until the 43
local industry which is 94
local industry within the 55
local industry would be 162
local interest could be 116
local interest might be 125
local interest rates in 86
local interest rates to 105
local interest which is 91
local interest which the 57
local interest while the 90
local interest within the 50
local interest would be 137
local irritant action is 100
local irritant action of 572
local irritant action on 229
local irritating action on 56
local juvenile court to 48
local landmark known as 75
local languages began to 44
local languages could be 80
local languages would be 88
local magnetic field as 152
local magnetic field at 504
local magnetic field by 70
local magnetic field in 304
local magnetic field is 425
local magnetic field of 270
local magnetic field on 64
local magnetic field to 79
local managers could be 52
local managers would be 53
local materials could be 69
local materials would be 58
local military force to 48
local military units in 55
local military units to 57
local monopoly power in 46
local monopoly power of 76
local movement within the 72
local musicians began to 48
local networks based on 137
local networks could be 41
local networks within the 85
local notables began to 54
local officers began to 45
local officers could be 77
local officers known as 55
local officers shall be 82
local officers under the 152
local officers within the 52
local officers would be 167
local officials about the 480
local officials acted as 40
local officials after the 44
local officials appear to 130
local officials based on 49
local officials began to 462
local officials chose to 92
local officials could be 307
local officials could do 78
local officials found it 142
local officials known as 80
local officials loyal to 53
local officials might be 183
local officials seeking to 90
local officials seems to 48
local officials shall be 168
local officials since the 40
local officials tried to 460
local officials under the 321
local officials until the 41
local officials while the 67
local officials willing to 66
local officials within the 81
local officials working in 50
local officials would be 670
local policies aimed at 66
local politics after the 131
local politics began to 72
local politics could be 150
local politics might be 61
local politics seems to 63
local politics since the 210
local politics tends to 52
local politics under the 111
local politics until the 120
local politics where the 40
local politics within the 115
local politics would be 146
local populace would be 60
local potential which is 75
local preachers within the 52
local presence which is 47
local pressure within the 77
local pressure would be 58
local problems could be 184
local problems faced by 41
local problems under the 45
local problems which the 62
local problems within the 105
local problems would be 85
local processing power of 54
local processing power to 42
local products could be 107
local products would be 56
local programs aimed at 115
local programs could be 49
local programs under the 44
local programs would be 66
local projects aimed at 67
local projects based on 55
local projects within the 43
local projects would be 43
local property taxes as 672
local property taxes at 64
local property taxes by 227
local property taxes in 488
local property taxes is 237
local property taxes of 94
local property taxes on 715
local property taxes or 188
local property taxes to 1279
local purchasing power is 51
local purchasing power of 185
local purposes under the 51
local purposes within the 58
local purposes would be 67
local questions which it 44
local relations within the 81
local remedies within the 54
local resident would be 45
local resource users in 89
local resource users to 76
local revenues would be 117
local services based on 55
local services could be 121
local services might be 53
local services under the 63
local services which the 63
local services within the 102
local services would be 132
local situation could be 77
local situation where the 71
local situation which is 54
local situation within the 63
local situation would be 101
local software store or 60
local supplies could be 46
local supplies would be 70
local symmetry about the 51
local tradition about the 298
local tradition gives the 42
local tradition seems to 80
local tradition speaks of 44
local tradition tells of 85
local tradition tells us 53
local tradition which is 90
local transfer taxes on 59
local treatment alone is 157
local treatment fails to 84
local treatment seems to 56
local treatment until the 125
local treatment which is 71
local treatment would be 73
local variables within the 343
local variations based on 66
local variations could be 78
local variations exist in 91
local variations occur in 77
local variations within the 417
local velocity field is 49
lodes situated within the 108
lofty chastity which in 113
lofty courtesy worthy of 137
lofty cultural goals of 89
lofty eminence above the 90
lofty mountain chain in 41
lofty mountain chain of 108
lofty mountain ranges in 112
lofty mountain ranges of 350
lofty mountain ranges on 80
lofty mountain ranges to 57
lofty mountain which is 55
lofty platonic world of 50
lofty ramparts began to 68
lofty reception rooms in 89
lofty rhetoric about the 86
lofty standard which he 42
logic circuits based on 177
logic circuits shown in 104
logic circuits within the 48
logic decisions based on 62
logic embedded within the 62
logic families based on 60
logic functions could be 45
logic outlined above is 45
logic programs based on 253
logic programs under the 198
logic programs which is 46
logic synthesis based on 68
logic synthesis tools to 45
loins salvation shall be 68
longer adequate under the 58
longer admitted within the 62
longer apparent after the 44
longer believed either in 69
longer complain about the 131
longer concealed under the 47
longer confined either to 67
longer confined within the 1175
longer consider either of 43
longer continue under the 58
longer daylight hours of 41
longer directly under the 148
longer distance within the 47
longer distinct terms in 58
longer doubtful about the 76
longer elevated above the 54
longer eligible under the 84
longer enclosed within the 59
longer entirely under the 57
longer entirely within the 46
longer essential parts of 115
longer excerpts write to 57
longer expected anything of 102
longer exposure times in 68
longer exposure times of 60
longer exposure times or 77
longer exposure times the 88
longer exposure times to 173
longer exposure would be 64
longer gestation period of 131
longer hankered after the 50
longer hesitate about the 61
longer imminent danger of 93
longer included under the 68
longer included within the 251
longer integral parts of 52
longer interval after the 112
longer interval since the 45
longer interval would be 57
longer invariant under the 62
longer mattered where he 58
longer mentioned after the 49
longer observed after the 58
longer operated under the 76
longer operates under the 53
longer operates within the 96
longer possible after the 625
longer possible either to 171
longer possible given the 91
longer possible since the 415
longer possible today to 380
longer possible under the 506
longer possible within the 246
longer produced after the 58
longer recovery period is 116
longer recovery period of 60
longer regarded either as 40
longer relevant after the 92
longer relevant given the 43
longer relevant since the 106
longer relevant under the 46
longer remained anything to 40
longer remained mewed up 85
longer remained under the 53
longer remained within the 68
longer remember anything of 51
longer remember where he 69
longer remember where it 80
longer remember where or 45
longer remember where the 64
longer remember which of 86
longer required after the 262
longer required since the 129
longer required under the 217
longer response times in 94
longer response times to 88
longer retained anything of 80
longer retention times in 126
longer retention times of 130
longer retention times on 101
longer strictly bound by 58
longer strictly bound to 69
longer subsumed under the 70
longer suffered under the 133
longer survival times in 73
longer survival times of 58
longer tolerate either the 48
longer tolerate within the 51
longer troubled about the 108
longer wandered about the 54
longer wavelength light is 100
longer wavelength region of 217
longer wavelength which is 53
longer wondered about the 74
looking anxiously about as 161
looking anxiously about the 79
looking anxiously after the 81
looking anxiously round the 159
looking anxiously round to 171
looking backward after the 52
looking backward still at 91
looking curiously about the 95
looking document which he 120
looking dubiously round at 53
looking earnestly after the 107
looking fearfully about the 103
looking fiercely round at 58
looking guiltily about us 49
looking strategy based on 124
looking terrible facts in 43
looking vacantly about the 68
looks anxiously round as 120
looks anxiously round to 63
looks benignly blend the 179
looks fearfully about as 154
looks intently where he 43
loose accounts given of 88
loose coalition known as 110
loose connecting links of 43
loose materials forming the 41
loose morality where the 99
loose morality which he 58
loose thousands which the 137
loses coverage under the 136
loses interest after the 52
loses whatever force it 53
lower absolute level of 251
lower absolute value of 369
lower accident rates in 102
lower activity level in 62
lower activity level of 57
lower adjacent value is 53
lower altitude limit of 45
lower altitude where the 117
lower apparent limit of 82
lower assessed level of 72
lower attrition rates in 50
lower bargaining power of 49
lower baseline level of 68
lower boundary layer is 63
lower boundary layer of 70
lower boundary lines of 68
lower boundary value of 72
lower boundary where the 56
lower boundary would be 52
lower branches begin to 125
lower branches close to 45
lower branches resting on 41
lower branches sweep the 88
lower branches touch the 62
lower cervical ganglia of 42
lower cervical region in 66
lower cervical region is 180
lower cervical region of 227
lower cervical region the 78
lower cervical region to 46
lower cervical spine as 115
lower cervical spine by 47
lower cervical spine in 521
lower cervical spine is 1086
lower cervical spine or 59
lower cervical spine the 48
lower cervical spine to 66
lower colorado river as 99
lower colorado river at 48
lower colorado river by 56
lower colorado river in 490
lower colorado river is 117
lower colorado river to 172
lower corrosion rates in 59
lower critical field is 85
lower critical field of 111
lower critical point is 88
lower critical point of 108
lower critical value is 205
lower critical value of 334
lower cultural level of 169
lower delaware river in 73
lower detection limit in 75
lower detection limit is 311
lower detection limit of 1350
lower detection limit to 57
lower discount rates in 172
lower discount rates to 87
lower domestic price of 119
lower echelons within the 170
lower economic class in 62
lower economic class is 42
lower economic class of 54
lower economic class to 118
lower economic group is 53
lower economic group of 122
lower economic growth in 449
lower economic growth is 44
lower economic level of 357
lower economic value of 71
lower education level of 102
lower elevation above the 60
lower elevation limit of 45
lower elevation where the 57
lower energies where the 308
lower estimate based on 43
lower exercise price is 61
lower expected costs of 97
lower expected rates of 532
lower expected value of 111
lower explosion limit is 98
lower explosion limit of 155
lower external value of 46
lower fragment which is 43
lower homicide rates in 142
lower incisors while the 49
lower infection rates in 64
lower inflation rates in 160
lower inflation rates of 53
lower interest costs on 162
lower interest costs to 119
lower interest rates as 1030
lower interest rates at 614
lower interest rates by 1432
lower interest rates do 232
lower interest rates if 394
lower interest rates in 6440
lower interest rates is 868
lower interest rates it 85
lower interest rates of 494
lower interest rates on 7146
lower interest rates or 1800
lower interest rates so 225
lower interest rates the 246
lower interest rates to 4932
lower internal locus of 56
lower internal rates of 95
lower lifetime rates of 44
lower literacy rates in 92
lower mandible which is 44
lower marginal costs in 101
lower marginal costs of 689
lower marginal costs to 139
lower marginal rates in 99
lower marginal rates of 376
lower marginal rates on 107
lower mesozoic rocks of 113
lower missouri river in 68
lower mountain ranges of 75
lower oxidation state by 72
lower oxidation state in 82
lower oxidation state is 219
lower oxidation state of 268
lower oxidation state to 71
lower paleozoic rocks in 337
lower paleozoic rocks of 497
lower parallel plate is 48
lower pecuniary class it 61
lower piedmont region of 50
lower positions which he 45
lower positions within the 276
lower posterior parts of 44
lower posterior region of 40
lower pressure above the 207
lower pressure limit is 81
lower pressure limit of 156
lower pressure until the 79
lower pressure where the 115
lower pressure which is 54
lower pressure within the 523
lower pressure would be 95
lower property taxes in 105
lower property taxes on 108
lower purchase price of 78
lower purchase price or 48
lower purchasing power in 210
lower purchasing power of 1246
lower register shows the 88
lower relative costs of 183
lower relative level of 110
lower relative price of 1620
lower relative rates of 144
lower relative share of 45
lower relative value of 71
lower reported rates of 194
lower required rates of 206
lower response rates in 353
lower response rates to 153
lower salinity water in 78
lower spectrum shows the 77
lower standard error of 212
lower standard would be 111
lower surfaces where the 40
lower survival rates in 349
lower survival rates of 141
lower terminal point of 51
lower threshold level of 112
lower threshold value of 169
lower turnover rates in 64
lower turnover rates of 91
lower wavelength limit is 51
lower wavelength limit of 146
lowly patience waiting to 67
loyal affection lived in 66
loyal affection which the 95
loyal children stood by 63
loyal citizens began to 43
loyal citizens would be 88
loyal follower hailing the 87
loyal subjects ought to 97
loyal subjects within the 137
loyal subjects would be 126
lucid interval after the 82
lunar calendar based on 179
lunar calendar which is 81
lunar distance method of 61
lunar eclipses could be 74
lunar eclipses occur in 101
lunar ecliptic limit is 133
lunar magnetic field is 89
lunch counters began to 49
lurking flattery which so 64
lymph channels within the 168
