lace hanging loosely from 54
lost much precious time 397
lost much support among 73
lost much support from 47
lost some control over 511
lost some precious time 119
lost some support among 113
lost some support from 95
lost their ancient hold 55
lost their ancient meaning 66
lost their ancient name 71
lost their balance when 48
lost their beloved ones 62
lost their central role 175
lost their command over 99
lost their control over 1275
lost their courage when 72
lost their dominion over 238
lost their estates during 43
lost their factory jobs 95
lost their faraway look 43
lost their fortune during 43
lost their freedom when 125
lost their haunted look 56
lost their highest hope 111
lost their literal meaning 251
lost their national life 57
lost their natural meaning 51
lost their natural ones 40
lost their natural teeth 88
lost their parents during 303
lost their parents early 175
lost their parents were 114
lost their parents when 156
lost their present jobs 51
lost their previous jobs 188
lost their primary meaning 55
lost their radical edge 131
lost their regular form 66
lost their regular jobs 65
lost their regular rise 53
lost their religion when 130
lost their support from 70
lost their support when 48
lost their tempers over 181
lost their tempers when 103
lost their tenuous hold 51
lost their wartime jobs 58
lost three hundred years 50
lost three precious days 68
lost three precious years 76
lost three thousand five 136
lost three thousand four 55
lost time between jobs 110
lost time resulting from 316
lost very rapidly from 62
lost your goddamn mind 87
lost your natural mind 45
lost your parents when 52
lots into smaller lots 48
lots were divided among 46
lots were divided into 103
lots were knocked down 332
loud young soldier came 73
love fair objects whom 65
love from subsiding into 88
love lost between john 42
love lost between some 74
love lost between their 63
love lost between these 2067
love lost between those 805
love lost between your 64
love must prevail over 48
love must proceed from 131
love must triumph over 112
love poems written during 40
love their country have 43
love their country just 259
love their country less 161
love their country more 946
love their country most 114
love their country must 75
love their country only 76
love their country very 94
love their country well 103
love their country when 66
love their country will 136
love their fellows even 190
love their friends when 46
love their general very 95
love their offspring more 108
love their parents have 100
love their parents less 199
love their parents more 284
love their parents only 183
love their several arts 57
love those moments when 49
love those persons most 54
love were present here 62
love when anybody else 70
love when candles were 42
love will capture your 98
love will conquer hate 147
love will prevail among 44
love will prevail over 149
love will produce love 78
love will quickly cure 54
love will triumph over 511
love your country more 104
love your country very 149
love your country when 43
love your husband more 130
love your husband very 92
love your husband when 46
love your naughty lady 78
love your parents more 132
loving hand pressed upon 134
lull their enemies into 40
lull their victims into 75
lungs were divided into 41
lungs were removed from 161
lungs when removed from 57
lure their victims into 102
lyre take similar care 655
