echelon of lymphatic drainage 47
execute on different machines 79
execute the affidavit required 57
execute the apostolic commands 67
execute the bloodiest mandates 79
execute the different purposes 40
execute the execrable commands 165
execute the memorable contract 82
execute the movements required 90
execute the slightest movement 42
executing an advertising campaign 74
executing on different computer 43
executing on different machines 70
executing the commission assigned 40
executing the movements required 72
exempts the admissions policies 52
exempts the insurance industry 65
exerted an especially powerful 49
exerted an increasingly powerful 117
exerted an influence scarcely 99
exerted no influence whatever 433
exerted on different occasions 60
exerted the necessary pressure 96
exerted the slightest pressure 89
exertion of arbitrary authority 41
exertion of political authority 130
exertion of political pressure 348
exertion of sovereign authority 40
exertion to establish contrary 87
exhaust of combustion products 43
exhaust the beneficial interest 61
exhaust the logically possible 116
exhibit an absorption spectrum 58
exhibit an important property 44
exhibit an interesting property 97
exhibit the biological activity 136
exhibit the classical symptoms 63
exhibit the important property 51
exhibit the interesting property 124
exhibit the liveliest interest 56
exhibit the slightest evidence 70
exhibit the slightest interest 87
exhibit the slightest symptoms 63
exhibit the slightest tendency 110
existed as political entities 79
existed in countless thousands 51
existed in perpetual reveries 52
existed no exclusive priestly 59
existed no necessity whatever 48
existed no precedent whatever 82
expanding or contracting business 45
expanding or contracting universe 130
expanding the dependent variables 63
expanding the equitable doctrine 82
expanding the production capacity 196
expands the protection afforded 48
expanse of territory occupied 42
expanse of territory stretching 219
expecting an important business 45
expects the bitterest struggle 56
expelling the discarded governor 77
expelling the macedonian garrison 77
expense of additional hardware 161
expense of additional processing 118
expense of contested elections 42
expense of continual narration 53
expense of efficient resource 48
expense of frequency response 63
expense of insurance premiums 46
expense of maintaining adequate 44
expense of maintaining agencies 44
expense of maintaining colonies 49
expense of maintaining convicts 51
expense of maintaining separate 168
expense of political freedoms 42
expense of provincial autonomy 55
expense of secondary education 76
expense of technical education 64
expense of transacting business 47
expense of transport included 96
expense of vocational education 57
experts in different branches 306
experts in different subjects 125
experts in industrial engineering 42
experts in industrial relations 172
experts in secondary education 74
experts in vocational education 66
experts in vocational guidance 72
experts on different subjects 61
experts on industrial relations 62
explain or introduce relevant 122
explain the ambiguous prophecy 111
explain the anomalies observed 68
explain the available evidence 116
explain the behavioral patterns 44
explain the biological activity 64
explain the catalytic activity 73
explain the conflicting evidence 83
explain the continued expansion 56
explain the continued interest 65
explain the continued presence 162
explain the continued vitality 44
explain the deceptive judgment 64
explain the dependent variables 121
explain the desperate situation 49
explain the different accounts 48
explain the different attitude 65
explain the different behaviors 78
explain the different clinical 94
explain the different concepts 43
explain the different economic 79
explain the different elements 88
explain the different fortunes 60
explain the different functions 117
explain the different outcomes 510
explain the different patterns 560
explain the different positions 131
explain the different possible 63
explain the different reception 42
explain the different relations 42
explain the different response 89
explain the different treatment 234
explain the difficult concepts 45
explain the difficult passages 225
explain the difficult situation 92
explain the divergent outcomes 59
explain the empirical evidence 222
explain the generally accepted 59
explain the generally observed 50
explain the geological formation 44
explain the hostility directed 59
explain the important concepts 68
explain the important elements 42
explain the mechanism involved 226
explain the mechanism underlying 208
explain the miserable condition 44
explain the occasional presence 104
explain the phenomena involved 115
explain the phenomena observed 1021
explain the phenomena produced 73
explain the political dynamics 105
explain the political realities 53
explain the political situation 529
explain the population dynamics 54
explain the practical operation 49
explain the presently observed 41
explain the previously mentioned 127
explain the previously observed 147
explain the previously reported 87
explain the principal articles 49
explain the principle involved 227
explain the principle underlying 116
explain the procedure followed 120
explain the procedure involved 43
explain the processes involved 739
explain the processes underlying 191
explain the recurrent patterns 42
explain the selective toxicity 49
explain the technical problems 62
explain the theoretical rationale 44
explain the universal presence 58
explain the virtually complete 45
explain the widespread interest 103
explain the widespread practice 74
explode in downright laughter 40
exploit the commercial potential 1162
exploit the difficult situation 43
exploit the favorable situation 51
exploit the industrial potential 97
exploit the phosphate deposits 55
exploit the political divisions 40
exploit the political potential 169
exploit the political situation 212
exploit the production potential 54
explore the commercial potential 243
explore the conditions required 42
explore the construct validity 74
explore the different elements 44
explore the different patterns 41
explore the different possible 73
explore the different textures 45
explore the difficult questions 49
explore the empirical evidence 84
explore the empirical validity 40
explore the innermost recesses 141
explore the mysterious geography 41
explore the political dimension 65
explore the political dynamics 54
explore the political potential 87
explore the practical problems 47
explore the processes involved 221
explore the processes underlying 80
explore the spiritual dimension 161
exploring the commercial potential 43
exploring the innermost recesses 57
exploring the processes involved 40
exploring the spiritual dimension 93
exports of ballistic missiles 47
exports of commercial services 570
exports of commercial vehicles 88
exports of fisheries products 63
exports of industrial consumer 134
exports of industrial materials 60
exports of industrial products 2121
exports of livestock products 351
exports of machinery increased 57
exports of petroleum products 2703
exports of processed products 551
exports of sensitive products 91
exports of specified products 50
exports of strategic materials 245
exports of vegetable products 58
exports to argentina increased 43
exposed by extrinsic evidence 68
exposed in scattered outcrops 54
exposed on planetary surfaces 176
exposed to abdominal pressure 94
exposed to advertising messages 132
exposed to alternate moisture 96
exposed to alternating stresses 48
exposed to arbitrary treatment 68
exposed to artificial sunlight 99
exposed to combustion products 112
exposed to commercial messages 60
exposed to conditions designed 47
exposed to conflicting messages 244
exposed to continual invasions 98
exposed to continued pressure 135
exposed to corrosive elements 44
exposed to corrosive materials 47
exposed to different asbestos 115
exposed to different chemical 136
exposed to different climates 50
exposed to different climatic 97
exposed to different cultural 213
exposed to different cultures 490
exposed to different external 120
exposed to different languages 167
exposed to different patterns 89
exposed to different physical 81
exposed to different relative 83
exposed to different selection 71
exposed to different solutions 51
exposed to different stresses 72
exposed to different treatment 111
exposed to excessive androgen 48
exposed to excessive humidity 56
exposed to excessive moisture 370
exposed to excessive pressure 88
exposed to excessive stresses 42
exposed to excessive sunlight 315
exposed to exogenous hormones 59
exposed to hazardous materials 539
exposed to industrial pollution 105
exposed to industrial solvents 83
exposed to infectious syphilis 245
exposed to literally hundreds 46
exposed to literally thousands 59
exposed to pesticide residues 142
exposed to petroleum products 90
exposed to political pressure 174
exposed to polyvinyl chloride 117
exposed to selective examples 41
exposed to simulated altitude 121
exposed to simulated sunlight 100
exposed to submarine agencies 40
exposed to surrounding agencies 103
exposed to television programs 51
exposed to temporary reverses 56
exposed to universal contempt 64
exposed to unlimited liability 306
exposed to unlimited personal 51
exposed to unopposed estrogen 53
express an identical contrast 47
express an intensely personal 65
express in excellent condition 46
express my gratitude publicly 71
express on important subjects 48
express the dependent variables 53
express the different functions 47
express the different relations 244
express the frequency response 58
express the generally accepted 43
express the invariable relations 67
express the necessary polarity 81
express the necessary relations 52
express the numerical relations 46
express the precisely accurate 201
express the slightest interest 185
express the slightest surprise 56
express the spiritual dimension 113
express to observant europeans 77
extending the commercial relations 128
extending the frequency response 92
extending the protection afforded 55
extending the researches relative 41
extending to quadratic equations 75
extending to universal suffrage 41
extends the frequency response 122
extends the protection afforded 90
extends to judgments obtained 124
extends to judgments rendered 50
extinct or quiescent volcanoes 41
exudate is gradually absorbed 55
