eagerness for additional meaning 45
expanded its electoral base 43
expanded its geographic range 64
expanded its geographic reach 54
expanded its industrial base 98
expanded its influence among 65
expanded its influence into 137
expanded its influence over 252
expanded its interests into 61
expanded its operations during 61
expanded its operations from 134
expanded its operations into 560
expanded its operations over 51
expanded its political base 43
expanded its production from 63
expanded its territory from 57
expanded its territory into 70
expanded our knowledge base 57
expanded this expression into 40
expansion and aggression along 54
expansion and conversion into 71
expansion and domination over 54
expansion are different from 49
expansion are gradually bringing 67
expansion has generally been 69
expansion has sometimes been 41
expansion that continued into 47
expansion was dependent upon 65
expansion was different from 40
expected and necessary part 86
expected and sometimes even 42
expected any indemnity from 49
expected any protection from 85
expected that admonition will 111
expected that attitudes will 41
expected that christians will 41
expected that companies will 136
expected that computers will 66
expected that conditions will 52
expected that consumers will 129
expected that countries will 47
expected that dividends will 76
expected that employees will 246
expected that employers will 107
expected that everybody must 57
expected that everybody will 100
expected that gentlemen will 40
expected that hispanics will 47
expected that investors will 50
expected that ministers will 41
expected that nuisances such 46
expected that operations will 69
expected that parliament will 110
expected that physicians will 64
expected that population will 40
expected that production will 397
expected that resources will 53
expected that standards will 43
expected that television will 45
expedite his departure from 93
expelled and projected into 44
expelled them altogether from 61
expenses and amortized over 116
expenses and attorneys fees 134
expenses and temporary living 64
expenses are allocated among 118
expenses are allowable only 99
expenses are amortized over 243
expenses are available from 109
expenses are deductions from 126
expenses are different from 63
expenses are extremely high 67
expenses are generally paid 119
expenses are generally those 54
expenses are naturally less 52
expenses are separated from 133
expenses are separated into 95
expenses are unusually high 72
expenses for attendant care 63
expenses for dependent care 40
expenses for employees such 64
explaining and elaborating upon 55
explaining his departure from 71
explaining his withdrawal from 66
explains and justifies their 142
explains and justifies these 54
explains and justifies what 88
explains his departure from 68
explains his withdrawal from 42
explains why americans have 82
explains why companies like 94
explains why historians have 96
explains why sentences like 127
explicit and important part 68
explicit and important role 63
exploded and collapsed into 44
exploded and separated into 65
explored and colonized here 41
explored and commented upon 46
explored and developed during 50
explored and reflected upon 120
exposure and associated health 73
exposure and mortality from 97
exposure and protection from 75
exposure and starvation during 54
exposure are different from 55
exposure was estimated from 46
expressing his confident hope 71
expressing his continued wish 67
expressing his passionate love 93
expressing his political ideas 51
expressing his primordial pain 46
expressing this objective truth 76
expulsion and separation from 40
expulsion was extremely just 181
extended and amplified into 87
extended and confirmed their 117
extended and confirmed these 178
extended and converted into 259
extended and developed from 46
extended and developed into 470
extended and developed their 123
extended and developed these 134
extended and elaborate form 190
extended and elaborate note 97
extended and perfected their 40
extended and senseless upon 127
extended and separated from 122
extended her conquests into 67
extended her conquests over 101
extended her domination over 47
extended her influence into 128
extended her influence over 789
extended her protection over 64
extended her spiritual sway 54
extended her victorious arms 41
extended his cigarette case 47
extended his conquests along 84
extended his conquests even 56
extended his conquests from 241
extended his conquests into 399
extended his conquests over 716
extended his conquests south 61
extended his conquests till 40
extended his domination over 101
extended his garrisons into 93
extended his grotesque mouth 77
extended his influence among 107
extended his influence even 80
extended his influence from 122
extended his influence into 385
extended his influence over 1051
extended his inquiries into 156
extended his interests into 171
extended his missionary work 45
extended his operations even 46
extended his operations from 80
extended his operations into 209
extended his operations over 95
extended his protection over 208
extended his researches from 42
extended his researches into 295
extended his researches over 70
extended his supremacy over 161
extended his territory from 125
extended his territory into 50
extended his victories even 64
extended his victorious arms 112
extended its conquests into 73
extended its conquests over 114
extended its dominance over 40
extended its domination over 233
extended its influence along 141
extended its influence also 84
extended its influence among 195
extended its influence during 48
extended its influence even 255
extended its influence from 325
extended its influence into 2780
extended its influence more 42
extended its influence over 2347
extended its interests into 126
extended its operations from 165
extended its operations into 1533
extended its operations over 323
extended its protection over 479
extended its researches into 48
extended its supremacy over 116
extended its tentacles into 235
extended its tentacles over 60
extended its territory from 88
extended its territory into 58
extended its territory over 48
extended our territory from 80
extended this principle even 78
external and artificial means 63
external and different from 140
external beam irradiation plus 162
extinguish all opposition from 47
extorted this concession from 57
extorted this confession from 239
extortion and corruption were 79
extortion and oppression from 58
extortion and oppression were 67
extracting with petroleum ether 256
extracts and abstracts from 114
extracts and quotations from 634
extracts and selections from 92
extracts and summaries from 136
extracts are available from 70
extracts are reprinted from 90
extremes and prejudicing your 64
eyebrows and blackened teeth 124
eyebrows and eyelashes also 40
eyebrows and eyelashes have 83
eyebrows and eyelashes were 954
eyepiece and objective lens 52
eyesight and defective hearing 44
eyesight was extremely poor 43
