wafers representing the 86
whether collective or 1555
whether combatants or 261
whether combination is 53
whether combination of 83
whether combination or 56
whether commanders in 60
whether commitment is 156
whether commitment to 319
whether committees of 83
whether commonwealth or 100
whether communally or 65
whether communists or 474
whether comparable or 50
whether comparison is 175
whether comparison of 139
whether compatible or 124
whether competence in 84
whether competence is 133
whether competition in 650
whether competition is 1778
whether competition or 367
whether complaints of 197
whether complement is 91
whether completely or 380
whether complexity is 104
whether complexity of 54
whether components of 424
whether components or 49
whether composition is 86
whether composition of 58
whether composition or 78
whether compounded or 149
whether compressed or 150
whether compression is 148
whether compression of 90
whether compression or 145
whether compromise is 105
whether compulsory or 1371
whether concealment of 77
whether concentric or 71
whether conceptions of 131
whether conceptual or 569
whether concessions to 57
whether conciliation or 81
whether conclusions of 73
whether conclusive or 193
whether concordant or 108
whether concretely or 117
whether concurrent or 224
whether conditional or 709
whether conditioned by 109
whether conditioned on 52
whether conditioned or 244
whether conductive or 77
whether conductors or 60
whether confidence in 208
whether confidence is 97
whether confidence or 41
whether configured as 50
whether conformist or 121
whether conformity is 110
whether conformity or 49
whether conformity to 160
whether confronted by 71
whether congregated in 40
whether congressmen or 175
whether coniferous or 62
whether conjointly or 63
whether conjugated or 58
whether connections to 48
whether conquerors or 139
whether conscience be 162
whether conscience is 513
whether conscience or 75
whether consciously or 65923
whether consciously so 235
whether consciously to 72
whether conscripts or 59
whether consensual or 429
whether consequent on 97
whether consequent to 45
whether considered an 48
whether considered as 16764
whether considered at 97
whether considered by 300
whether considered in 5223
whether considered on 513
whether considered or 45
whether considered to 248
whether consistent or 593
whether consonants or 63
whether conspiracy is 53
whether conspiracy to 52
whether constantly or 95
whether constituting the 82
whether consultant or 43
whether consumption is 386
whether consumption of 428
whether consumption or 165
whether contentious or 203
whether contextual or 66
whether contiguous or 601
whether contiguous to 115
whether continence is 64
whether contingently or 60
whether continuity in 43
whether continuity is 117
whether continuity of 347
whether continuity or 104
whether continuous or 3359
whether contraband of 158
whether contraband or 305
whether contracted as 84
whether contracted by 282
whether contracted in 194
whether contracted or 241
whether contraction is 45
whether contraction of 100
whether contraction or 50
whether contractor or 45
whether contributing to 125
whether controlled by 1294
whether controlled or 704
whether convenient or 362
whether convenient to 62
whether convergent or 172
whether convincingly or 53
whether convulsive or 55
whether cooperation in 100
whether cooperation is 332
whether cooperation or 194
whether coordinate or 120
whether copernicus or 48
whether corporation is 86
whether corporation or 266
whether corrective or 101
whether correlation is 88
whether costliness of 86
whether counselors or 75
whether countrymen or 106
whether covenanted or 44
whether creditable or 102
whether criminally or 53
whether critically or 160
whether criticisms of 53
whether cultivable or 92
whether cultivated by 150
whether cultivated in 177
whether cultivated or 2096
whether cultivation is 83
whether cultivation of 78
whether cultivator or 42
whether culturally or 197
whether cumulative or 502
whether curricular or 70
whether curriculum is 57
whether curvilinear or 74
whether cyberspace is 73
whether dangerously or 44
whether decisively or 76
whether declaration of 211
whether decorative or 203
whether deductible or 118
whether defamatory on 41
whether defamatory or 48
whether defendants in 234
whether defendants or 52
whether defensible or 150
whether deficiency in 54
whether deficiency of 147
whether definitely or 75
whether definitions of 178
whether definitive or 122
whether deformation is 57
whether degenerate or 98
whether degradation is 80
whether degradation of 152
whether dehydration is 57
whether deleterious or 77
whether deliberate or 5025
whether delightful or 96
whether delinquent or 332
whether democratic or 4783
whether department of 195
whether department or 54
whether dependence is 125
whether dependence on 221
whether dependency is 100
whether deplorable or 66
whether deployment of 73
whether deportation is 56
whether depositors or 45
whether depreciation is 356
whether depreciation of 64
whether depreciation or 71
whether depressive or 77
whether deprivation of 195
whether derivative or 110
whether description of 101
whether deservedly or 1038
whether deservedly so 271
whether designated as 986
whether designated by 386
whether designated in 64
whether designated or 140
whether designation of 63
whether designedly or 1368
whether destruction is 64
whether destruction of 402
whether destruction or 76
whether detachment is 41
whether determined as 60
whether determined at 73
whether determined by 1758
whether determined in 132
whether determined on 275
whether determined or 147
whether determined to 57
whether deterrence is 216
whether deterrence or 49
whether devaluation is 79
whether devaluation of 47
whether devaluation or 61
whether dialectical or 159
whether dictatorial or 210
whether difference in 195
whether difference is 142
whether difference of 124
whether difficulty in 101
whether difficulty is 47
whether dimensional or 43
whether diminished or 50
whether diplomatic or 505
whether directional or 68
whether disability is 262
whether disastrous or 54
whether discharged by 189
whether discharged in 82
whether discharged or 77
whether discipline in 49
whether discipline is 269
whether discipline or 121
whether disclosure in 139
whether disclosure is 1145
whether disclosure of 2039
whether disclosure or 63
whether disclosure to 172
whether discordant or 53
whether discounted or 111
whether discovered at 62
whether discovered by 364
whether discovered in 157
whether discovered or 575
whether discursive or 197
whether discussions of 153
whether discussions on 56
whether dishonesty is 45
whether disordered or 45
whether displeasure or 79
whether disposable or 97
whether disposition of 73
whether disputable or 52
whether dissenters or 170
whether dissociated or 67
whether dissociation is 95
whether dissociation of 62
whether dissolution is 137
whether dissolution of 108
whether dissolution or 63
whether dissonance is 56
whether documented or 368
whether domiciliary or 87
whether dramatists or 130
whether duplication is 46
whether duplication of 113
whether dysfunction is 43
whether dysfunction of 66
whether ecological or 152
whether economical or 130
whether economists or 116
whether educational or 733
whether efficacious or 46
whether efficiency in 75
whether efficiency is 330
whether efficiency of 61
whether efficiency or 99
whether egalitarian or 166
whether eisenhower or 83
whether elaborated in 52
whether elaborated or 42
whether elasticity is 70
whether elasticity of 48
whether electrical or 646
whether electronic or 2552
whether elementary or 1254
whether elimination of 471
whether elizabethan or 98
whether elliptical or 51
whether emboldened by 44
whether embroidery on 45
whether emotionally or 241
whether empiricist or 112
whether employment at 54
whether employment in 287
whether employment is 717
whether employment of 273
whether employment or 124
whether encouraged by 242
whether encouraged or 158
whether encumbered or 61
whether endogenous or 672
whether endoscopic or 56
whether enforceable by 116
whether enforceable or 206
whether enrichment is 48
whether enrichment of 48
whether enrollment in 82
whether enrollment is 50
whether enthusiastic or 178
whether entrenched or 45
whether enumerated in 56
whether enumerated or 480
whether episcopacy be 196
whether episcopacy is 85
whether episcopacy or 49
whether epistolary or 40
whether equivalent or 69
whether equivalent to 207
whether eradication is 46
whether eradication of 100
whether erroneously or 357
whether essentially or 120
whether essentially the 78
whether establishing the 66
whether ethnography is 52
whether eulogistic or 43
whether evaluations of 152
whether evaluative or 53
whether evangelical or 326
whether evaporation is 53
whether evaporation or 72
whether eventually he 41
whether eventually it 62
whether eventually the 127
whether examination of 240
whether excellence in 73
whether excellence is 129
whether exceptional or 165
whether excitement or 42
whether executives or 145
whether exegetical or 47
whether existential or 153
whether expatriates or 65
whether expectation of 48
whether experience in 245
whether experience is 556
whether experience of 191
whether experience or 101
whether experiencing the 45
whether explanation is 88
whether explanation of 48
whether explicable or 250
whether explicitly as 173
whether explicitly by 41
whether explicitly in 125
whether explicitly or 5722
whether explicitly so 44
whether exploration is 76
whether exploration of 98
whether exploration or 46
whether exponential or 45
whether expository or 92
whether expressions in 78
whether expressions of 305
whether expressive of 242
whether expressive or 154
whether externally or 660
whether extradition is 90
whether fabricated by 67
whether fabricated or 139
whether facilities of 43
whether fantasized or 73
whether fashionable or 233
whether federalism is 157
whether federalist or 281
whether felicitous or 60
whether femininity is 67
whether fertilized or 267
whether fertilizer is 73
whether figurative or 501
whether financially or 319
whether financiers or 41
whether foodstuffs or 70
whether foredoomed or 76
whether foreground or 40
whether foreigners or 1368
whether foreseeable or 296
whether forfeiture is 68
whether forfeiture of 94
whether formalized as 45
whether formalized by 65
whether formalized in 90
whether formalized or 259
whether formulated as 145
whether formulated by 352
whether formulated in 351
whether formulated or 186
whether fortuitous or 363
whether fragmented or 77
whether franchised or 97
whether fraudulent or 776
whether freeholder or 109
whether freestanding or 184
whether frequently or 138
whether freshwater or 196
whether friendship is 332
whether friendship or 286
whether frightened at 61
whether frightened by 71
whether frightened or 64
whether frustrated or 57
whether frustration is 71
whether galvanized or 98
whether generalist or 101
whether generations of 66
whether generative or 80
whether geometrical or 317
whether governance is 65
whether government as 47
whether government be 54
whether government by 288
whether government do 78
whether government ha 203
whether government in 195
whether government is 4023
whether government of 4711
whether government or 3678
whether government to 59
whether gradualist or 66
whether gratuitous or 353
whether gravitation is 100
whether groundless or 361
whether guaranteed by 144
whether guaranteed or 193
whether guarantees of 41
whether habitually or 83
whether habituation is 65
whether handedness is 124
whether handicraft or 85
whether harassment is 110
whether hedonistic or 85
whether hemoglobin is 42
whether hemorrhage is 77
whether hereditary or 2190
whether heretofore or 1524
whether historical or 5174
whether homogeneous or 778
whether homologous or 127
whether homosexual or 1519
whether homozygous or 134
whether horizontal or 1825
whether hospitable or 45
whether households in 89
whether households or 140
whether housewives or 79
whether humanistic or 173
whether humorously or 143
whether hurricanes in 54
whether husbandmen or 45
whether hydrolysis of 98
whether hydrophobia is 78
whether hyphenated or 91
whether hypnotized or 79
whether hysterical or 84
whether identified as 1071
whether identified by 234
whether identified in 87
whether identified or 436
whether ideological or 645
whether idolatrous or 54
whether ignorantly or 523
whether illiteracy is 46
whether illiterate or 203
whether illustrious or 177
whether imagination is 150
whether imagination or 137
whether immediately at 54
whether immediately by 134
whether immediately in 61
whether immediately on 57
whether immediately or 2574
whether immediately to 83
whether immigrants in 50
whether immigrants or 501
whether immigrants to 78
whether immigration is 293
whether immigration or 46
whether impairment in 51
whether impairment is 118
whether impairment of 232
whether impeachment is 78
whether imperative or 79
whether imperialism is 209
whether imperialism or 44
whether imperialist or 121
whether impersonal or 97
whether implementing the 111
whether implicated in 50
whether implicated or 42
whether implicitly or 2441
whether importation of 51
whether imprisoned or 107
whether improvised or 216
whether inactivity is 47
whether inadequacy of 108
whether incapacity be 92
whether incarnated in 46
whether incarnated or 43
whether incentives to 110
whether incestuous or 75
whether incidental or 394
whether incidental to 339
whether inclination or 42
whether incomplete or 90
whether incumbents or 127
whether indefinite or 114
whether indentured or 127
whether indications of 184
whether indicative of 129
whether indicative or 146
whether indicators of 139
whether indictable or 99
whether indigenous or 2626
whether indigenous to 97
whether indignation be 64
whether indignation or 44
whether indirectly by 152
whether indirectly or 206
whether individual is 205
whether individual or 19128
whether industries in 70
whether industrious or 103
whether inequality in 142
whether inequality is 433
whether inequality of 134
whether inevitable or 213
whether inevitably or 40
whether infallible or 58
whether infallibly or 55
whether inferences of 41
whether inferential or 58
whether influenced by 2031
whether influenced or 108
whether influences of 50
whether influential or 58
whether informally in 46
whether informally or 319
whether information as 56
whether information in 390
whether information is 4866
whether information of 259
whether information on 1387
whether information or 377
whether information to 42
whether infringement is 56
whether infringement of 143
whether inhabitant or 482
whether inherently or 52
whether inhibitors of 127
whether inhibitory or 116
whether innocently or 559
whether innovations in 150
whether innovative or 137
whether inoculated or 54
whether inoculation is 53
whether inoculation of 49
whether insensibly or 44
whether insistence on 133
whether inspiration is 78
whether inspiration or 80
whether instigated by 609
whether instigated or 73
whether instituted by 490
whether instituted or 129
whether instructed by 100
whether instructed or 90
whether instructed to 84
whether instruction be 60
whether instruction in 537
whether instruction is 575
whether instruction or 96
whether instrument is 89
whether instrument or 45
whether integrated or 498
whether integration in 71
whether integration is 567
whether integration of 235
whether integration or 132
whether intentional on 43
whether intentional or 12502
whether interaction is 209
whether interaction of 87
whether interested in 780
whether interested or 433
whether interferon is 80
whether internally in 44
whether internally or 1879
whether internment is 52
whether interpreting the 59
whether interstate or 467
whether interviews or 55
whether intestinal or 48
whether intimately or 122
whether intoxicating or 135
whether intramural or 55
whether intrastate or 155
whether introduced as 137
whether introduced by 1283
whether introduced in 104
whether introduced or 226
whether investment in 1098
whether investment is 416
whether investment of 58
whether investment or 97
whether ironically or 207
whether javascript is 78
whether journalism is 184
whether journalist or 43
whether judiciously or 276
whether justifiable by 59
whether justifiable or 3063
whether justifiably or 1296
whether justifiably so 77
whether laboratory or 109
whether landlocked or 197
whether landowners or 343
whether landscapes or 91
whether legislated or 82
whether legislation by 44
whether legislation in 95
whether legislation is 1338
whether legislation of 150
whether legislation on 119
whether legislation or 178
whether legislation to 119
whether legislator or 90
whether legitimacy is 92
whether legitimate or 5597
whether liberalism is 202
whether liberalism or 77
whether libertarian or 97
whether likelihood of 116
whether limitations in 74
whether limitations of 84
whether limitations on 217
whether liquidated or 1405
whether liquidation or 65
whether literature in 41
whether literature is 482
whether literature or 312
whether liturgical or 262
whether locomotive or 104
whether logarithmic or 44
whether loneliness is 78
whether lubricated or 43
whether lutheranism or 49
whether machiavelli is 74
whether magistrate or 273
whether maimonides is 44
whether mainstreaming is 52
whether maintained by 719
whether maintained in 316
whether maintained or 126
whether majorities or 61
whether malevolent or 133
whether maliciously or 265
whether malignancy is 108
whether management by 56
whether management in 98
whether management is 1910
whether management of 327
whether management or 495
whether manifested as 1124
whether manifested by 490
whether manifested in 2473
whether manifested or 234
whether manifestly or 116
whether manipulating the 87
whether manuscript or 535
whether marginally or 60
whether marketable or 117
whether masquerading as 76
whether materialism is 141
whether materialism or 111
whether materialist or 315
whether materiality is 86
whether mathematics is 625
whether mathematics or 130
whether matriarchal or 53
whether matrimonial or 42
whether measurement is 218
whether measurement of 363
whether mechanical or 3155
whether mechanisms of 113
whether mechanized or 145
whether medications or 55
whether meditative or 49
whether melancholy or 129
whether membership in 1313
whether membership is 408
whether membership of 756
whether membership on 60
whether membership or 81
whether mercantile or 513
whether meritorious or 409
whether metabolism is 98
whether metabolism of 62
whether metaphoric or 50
whether militarily or 152
whether millionaire or 73
whether ministerial or 238
whether minorities in 52
whether minorities or 126
whether miraculous or 406
whether misconduct is 80
whether misdemeanor or 66
whether misfortune or 44
whether mistakenly or 327
whether moderately or 72
whether modernized or 49
whether mohammedan or 360
whether monarchies or 280
whether monarchist or 235
whether monetarist or 55
whether monochrome or 104
whether monoclonal or 47
whether monogamous or 306
whether monumental or 120
whether moralistic or 52
whether morphology is 55
whether muhammadan or 69
whether multitudes of 68
whether narcissism is 44
whether narratives of 51
whether nationalism in 60
whether nationalism is 438
whether nationalism or 83
whether nationalist or 767
whether nationality is 95
whether nationality or 80
whether naturalism is 59
whether naturalism or 48
whether naturalist or 88
whether needlessly so 48
whether negatively or 477
whether negligence in 75
whether negligence is 385
whether negligence of 153
whether negligence on 109
whether negligence or 269
whether negotiations on 117
whether neutrality is 125
whether newspapers or 184
whether nominative or 71
whether nonviolence is 74
whether normalized or 57
whether northerners or 110
whether nutritional or 71
whether objectives of 78
whether obligations of 59
whether obligations to 134
whether obligatory or 372
whether observable or 208
whether observance of 113
whether observation is 129
whether observation of 186
whether observation or 81
whether obstructed by 41
whether obstructed or 69
whether obstruction is 299
whether obstruction of 142
whether obstruction or 61
whether obstruction to 55
whether obtainable or 46
whether occidental or 136
whether occupations of 54
whether occurrence of 148
whether oligarchic or 120
whether operational or 195
whether oppressive or 98
whether optimistic or 432
whether ordinarily or 145
whether orientation is 94
whether originally an 42
whether originally as 49
whether originally by 67
whether originally in 136
whether originally it 142
whether originally of 78
whether originally or 642
whether originally so 222
whether originally the 219
whether originally to 53
whether originated by 293
whether originated in 183
whether ornamental or 361
whether ornamented or 73
whether ostensibly as 60
whether ostensibly or 42
whether outpatient or 77
whether overweight or 79
whether palestinian or 189
whether palmerston or 50
whether pantheistic or 93
whether parameters of 43
whether parametric or 155
whether pardonable or 42
whether parenteral or 52
whether paroxysmal or 99
whether particular or 941
whether patentable or 683
whether patriarchal or 174
whether patrimonial or 50
whether patronized by 50
whether pedestrians or 46
whether penetration is 104
whether penetration of 98
whether penicillin is 55
whether peninsular or 69
whether percentage of 61
whether perceptions of 827
whether perceptions or 46
whether perceptive or 114
whether perceptual or 735
whether peremptory or 41
whether perforated or 76
whether performers or 86
whether peripheral or 481
whether perishable or 147
whether permissive or 230
whether persecuted or 137
whether persecution is 49
whether persistent or 155
whether personally or 2240
whether personalty or 50
whether persuasive or 119
whether pestilence or 42
whether phenomenal or 216
whether philosophy as 188
whether philosophy in 60
whether philosophy is 945
whether philosophy of 145
whether philosophy or 291
whether phosphorus is 89
whether photocopying of 65
whether photograph or 64
whether physically in 69
whether physically or 2568
whether physicists or 70
whether physiologic or 146
whether pictorially or 52
whether plaintiffs in 84
whether plaintiffs or 445
whether pleasurable or 1465
whether pleasurably or 42
whether politicians in 83
whether politicians or 812
whether pollination is 51
whether polygamous or 131
whether populations in 79
whether populations of 242
whether portrayals of 61
whether portuguese or 412
whether positively as 57
whether positively by 58
whether positively in 68
whether positively or 2844
whether positivism is 58
whether positivist or 162
whether possessors of 49
whether postmodern or 63
whether potentially or 76
whether powerpoint is 53
whether pragmatism is 102
whether pragmatist or 45
whether precedence is 53
whether precursors of 43
whether predefined or 49
whether predicated of 99
whether predicated on 152
whether predication is 56
whether predictions of 208
whether predictive or 67
whether predictors of 71
whether predisposing or 63
whether preferable to 58
whether preference is 197
whether preference or 177
whether prejudiced or 58
whether prejudicial or 88
whether prejudicial to 55
whether premarital or 46
whether preparation is 56
whether preparation of 181
whether prepayment is 65
whether presbyters or 42
whether presbytery or 60
whether prescribed by 576
whether prescribed in 52
whether prescribed or 614
whether presidents or 93
whether preventive or 413
whether princesses or 73
whether principals or 278
whether principled or 55
whether principles of 701
whether principles or 124
whether privateers or 45
whether privatized or 85
whether privileged or 381
whether procedural or 340
whether procedures of 45
whether procedures or 50
whether proclaimed by 147
whether proclaimed or 46
whether productive of 267
whether productive or 1201
whether professors of 127
whether professors or 244
whether profitable or 572
whether profitably or 91
whether programmed or 96
whether progression is 102
whether progression of 82
whether progression or 44
whether progression to 49
whether prohibited by 213
whether prohibited or 122
whether prohibition is 156
whether prohibition of 147
whether prohibition or 69
whether projections or 71
whether proletarian or 246
whether prolongation of 92
whether pronominal or 74
whether pronounced by 165
whether pronounced in 99
whether pronounced or 94
whether propaganda is 143
whether propagated by 127
whether propagation is 71
whether propagation of 41
whether propertied or 74
whether properties of 189
whether properties or 55
whether proponents of 289
whether proponents or 70
whether propounded by 182
whether propounded in 55
whether proprietor or 199
whether prosecuted by 62
whether prosecuted or 49
whether prosecution is 347
whether prosecution of 143
whether prosecution or 141
whether prosecutor or 232
whether prosperity is 114
whether prosperity or 404
whether prosperous or 1709
whether prostitute or 58
whether protective or 259
whether protestant or 6360
whether protoplasm is 72
whether providence is 244
whether providence or 69
whether provisional or 585
whether psychiatric or 200
whether psychology as 46
whether psychology is 697
whether psychology or 57
whether psychopathy is 95
whether publication in 96
whether publication is 197
whether publication of 595
whether publication or 72
whether publishers of 42
whether publishers or 84
whether punctuation is 60
whether punishable by 127
whether punishable on 58
whether punishable or 64
whether punishment by 69
whether punishment in 67
whether punishment is 1055
whether punishment of 128
whether punishment or 251
whether purchasers of 177
whether purchasers or 213
whether purposeful or 378
whether quadrupeds or 66
whether quantified or 66
whether quantities of 92
whether radioactive or 180
whether radiometric or 131
whether radiotherapy is 78
whether radiotherapy or 47
whether randomized or 75
whether rationalist or 231
whether rationality is 227
whether reactivation of 43
whether reallocation of 47
whether receivable in 74
whether receivable or 66
whether recidivism is 48
whether recipients of 264
whether recipients or 159
whether reciprocal or 125
whether recognition by 67
whether recognition is 396
whether recognition of 1079
whether recognition or 103
whether recognized as 1272
whether recognized at 42
whether recognized by 471
whether recognized in 119
whether recognized or 2166
whether reconciled or 64
whether recreational or 211
whether rectangular or 361
whether rectilinear or 166
whether recurrence of 64
whether redeemable or 139
whether redundancy is 86
whether references to 512
whether referential or 70
whether reflective or 153
whether reformation is 61
whether reformation of 42
whether refractory or 43
whether regardless of 57
whether regenerate or 175
whether regimental or 76
whether regionalism is 128
whether registered as 202
whether registered in 1497
whether registered or 8445
whether regressive or 75
whether regularity of 62
whether regulations of 76
whether regulations on 67
whether regulations or 58
whether regulatory or 262
whether reinforced by 53
whether reinforced or 265
whether relatively or 72
whether relatively to 94
whether relativism is 86
whether relevantly or 50
whether reliability is 95
whether religiosity is 49
whether religiously or 234
whether reluctance to 54
whether remembered or 432
whether renunciation is 42
whether renunciation of 67
whether repatriated or 58
whether repentance be 55
whether repentance is 156
whether repentance or 61
whether repetitive or 92
whether replication is 192
whether replication of 115
whether representing an 167
whether representing the 569
whether repressive or 75
whether reproduced in 55
whether republican or 3394
whether researchers in 57
whether researchers or 131
whether reservation is 50
whether reservation of 150
whether residential or 983
whether resilience is 48
whether resistance by 48
whether resistance in 177
whether resistance is 527
whether resistance of 49
whether resistance or 204
whether resistance to 824
whether resolutions of 94
whether respectful or 62
whether respiration is 205
whether respondent by 215
whether respondent in 71
whether respondent is 269
whether responsive or 62
whether responsive to 41
whether restitution is 262
whether restitution of 102
whether restoration is 107
whether restoration of 287
whether restoration to 41
whether restrained by 227
whether restrained or 60
whether restraints on 75
whether restricted by 110
whether restricted or 551
whether restricted to 282
whether restriction is 79
whether restriction of 162
whether retardation is 77
whether retirement is 236
whether retribution is 86
whether retrograde or 100
whether returnable or 138
whether reversible or 425
whether revisionist or 58
whether revolutions in 53
whether rhetorical or 276
whether ridiculous or 51
whether rightfully or 1575
whether romanesque or 70
whether saccharine or 50
whether sacerdotal or 63
whether sacrificial or 67
whether sanctified by 61
whether sanctified or 42
whether scandalous or 55
whether scholastic or 165
whether scientific or 4680
whether scientists in 107
whether scientists or 600
whether scriptural or 305
whether scrofulous or 70
whether sculptured or 214
whether seasonality is 45
whether secularism is 56
whether securities in 72
whether securities of 52
whether securities or 84
whether segregated or 194
whether segregation in 174
whether segregation is 265
whether segregation of 170
whether segregation or 49
whether senescence is 61
whether sensational or 89
whether sensuality is 44
whether sensuously by 45
whether sentiments or 41
whether separately or 1981
whether separatist or 65
whether sepulchral or 49
whether serviceable or 62
whether settlement is 262
whether settlement of 155
whether settlement or 79
whether shakespeare be 85
whether shakespeare in 56
whether shakespeare is 528
whether shakespeare or 507
whether shipowners or 119
whether similarity in 95
whether similarity is 137
whether similarity of 178
whether similarity or 100
whether simplicity is 88
whether simplified or 45
whether sinusoidal or 59
whether situational or 117
whether skepticism is 45
whether slanderous or 57
whether socialistic or 216
whether solicitors or 76
whether solidarity is 56
whether sovereigns or 66
whether specialists in 128
whether specialists or 270
whether specialized or 254
whether spectators or 69
whether speculation is 155
whether spirituous or 61
whether spontaneous in 40
whether spontaneous or 5037
whether standalone or 83
whether statements by 166
whether statements in 292
whether statements of 765
whether statements or 118
whether statements the 43
whether statically or 95
whether statistics is 74
whether statistics of 40
whether sterilized or 47
whether stimulated by 443
whether stimulated or 76
whether stimulation is 163
whether stimulation of 629
whether stimulation or 55
whether stipendiary or 44
whether stipulated by 42
whether stipulated in 66
whether stochastic or 75
whether strategies of 66
whether strategies to 52
whether stratified or 590
whether strengthened by 61
whether structural or 1343
whether structured as 198
whether structured by 41
whether structured or 396
whether structures of 109
whether structures or 43
whether subjective or 2680
whether sublimated or 46
whether subliminal or 56
whether subscribed by 58
whether subscribed or 106
whether subsequent or 90
whether subsequent to 140
whether subsidized by 43
whether subsidized or 228
whether substances in 66
whether substances or 159
whether substantial or 899
whether subversive or 51
whether successful in 227
whether successful or 11313
whether successions of 43
whether successive or 389
whether sufficient in 184
whether sufficient is 82
whether sufficient of 52
whether sufficient or 412
whether sufficient to 310
whether suggestions of 59
whether superficial or 1106
whether superheated or 57
whether superhuman or 44
whether supervised by 87
whether supervised or 196
whether supervision is 275
whether supervision of 93
whether supervisor or 65
whether supporters of 363
whether supporters or 273
whether supportive of 96
whether supportive or 390
whether suppressed or 157
whether suppression is 140
whether suppression of 554
whether suppression or 56
whether suppuration is 66
whether surgically or 72
whether surrounded by 518
whether symbolical or 79
whether symbolized by 126
whether sympathetic or 1010
whether sympathetic to 150
whether synthesized in 49
whether synthesized or 40
whether syphilitic or 324
whether systematic or 494
whether talleyrand or 55
whether technicians or 52
whether techniques of 104
whether technology in 52
whether technology is 1139
whether technology or 163
whether temporally or 82
whether tendencies to 47
whether tenderness is 65
whether terminable at 60
whether terminable or 52
whether terminated by 88
whether terminated or 61
whether termination is 524
whether termination of 577
whether termination or 59
whether terrestrial or 2283
whether territorial or 605
whether terrorists or 56
whether testimonial or 88
whether therapeutic or 447
whether theretofore or 70
whether thoughtless or 66
whether traditional or 4664
whether transaction is 98
whether transferring the 51
whether transfusion is 60
whether transgenic or 48
whether transitive or 368
whether transitory or 354
whether translated as 76
whether translated by 57
whether translated or 308
whether translation is 267
whether translation of 135
whether translation or 100
whether transmitting or 55
whether transverse or 240
whether treasonable or 148
whether triumphant or 199
whether trustworthy or 94
whether tubercular or 147
whether turbulence is 57
whether tyrannical or 70
whether ultimately he 58
whether ultimately it 144
whether ultimately the 330
whether ultimately we 97
whether ultrasound is 43
whether unchristian or 44
whether unconscious or 586
whether understood as 3646
whether understood by 178
whether understood in 846
whether understood of 96
whether understood or 786
whether understood to 76
whether undertaken as 171
whether undertaken at 59
whether undertaken by 2974
whether undertaken in 810
whether undertaken on 202
whether undertaken or 41
whether undertaken to 47
whether unemployed or 262
whether unexpected or 88
whether unification is 64
whether unification of 56
whether uniformity in 84
whether uniformity is 63
whether uniformity of 189
whether unilateral or 1380
whether unintended or 46
whether unionization is 51
whether universals or 69
whether university or 212
whether unmodified or 42
whether utilitarian or 509
whether utilization is 68
whether utilization of 189
whether vaccinated or 158
whether vaccination is 219
whether vanquished or 378
whether variability in 338
whether variability is 102
whether variability of 61
whether vegetables or 183
whether vegetative or 213
whether ventilation is 230
whether verbalized or 271
whether vernacular or 137
whether vertebrate or 239
whether vertically or 264
whether vicariously or 50
whether vietnamese or 62
whether vindictive or 77
whether visibility is 65
whether viviparous or 60
whether volatility is 96
whether volunteering is 50
whether volunteers or 387
whether vulcanized or 54
whether vulnerable or 57
whether westerners or 53
whether wholesaler or 128
whether wickedness is 89
whether witchcraft is 126
whether witchcraft or 57
whether zoological or 56
whilst accompanying the 245
whilst ambassador at 111
whilst ambassador to 44
whilst anticipating the 139
whilst apparently in 162
whilst applicable to 158
whilst application of 42
whilst appropriate to 110
whilst attachment to 45
whilst confidence in 137
whilst constraining the 104
whilst constructing the 177
whilst consumption is 120
whilst consumption of 109
whilst contributing to 872
whilst conversely the 507
whilst deficiency of 40
whilst deliberating on 231
whilst destruction of 104
whilst determined to 117
whilst disapproving of 275
whilst discouraging the 165
whilst disregarding the 297
whilst distributing the 187
whilst employment in 228
whilst entertaining the 176
whilst establishing the 374
whilst evaporation is 42
whilst everywhere the 150
whilst examination of 112
whilst experiencing the 213
whilst externally it 176
whilst externally the 40
whilst facilitating the 168
whilst frequently the 71
whilst generations of 154
whilst guaranteeing the 162
whilst highlighting the 202
whilst illuminating the 93
whilst illustrating the 104
whilst immediately in 113
whilst immediately to 100
whilst implementing the 65
whilst imprisoned in 392
whilst influenced by 159
whilst information is 114
whilst information on 329
whilst inspiration is 47
whilst interested in 43
whilst internally it 241
whilst internally the 135
whilst interpreting the 114
whilst investment in 181
whilst management is 101
whilst manipulating the 156
whilst masquerading as 142
whilst measurement of 96
whilst membership of 113
whilst multitudes of 437
whilst perpetuating the 83
whilst philosophy is 44
whilst populations at 41
whilst productive of 121
whilst quantities of 198
whilst recognition of 53
whilst recollecting the 49
whilst recommending the 242
whilst references to 159
whilst representing the 347
whilst resistance to 180
whilst respiration is 191
whilst richardson the 46
whilst safeguarding the 660
whilst stimulation of 497
whilst successful in 125
whilst sufficient to 106
whilst supporters of 46
whilst supportive of 90
whilst surrendering the 46
whilst surrounded by 1389
whilst sympathetic to 166
whilst transferring the 108
whilst transforming the 48
whilst transmitting the 105
whilst unconscious of 87
whipping properties of 508
whirling atmosphere as 115
whirling combination of 42
whirling excitement of 133
whirling grindstone of 258
whirling propellers of 77
whirring propellers of 63
whisking constantly as 58
whisking constantly so 143
whisking constantly to 472
whisking vigorously to 111
whited sepulchers in 43
whited sepulchers of 268
whites accustomed to 156
whites approached the 120
whites attributed the 47
whites attributed to 68
whites celebrated the 80
whites classified as 98
whites comparable to 53
whites complained of 173
whites complained to 61
whites confronted the 41
whites considered it 123
whites considered the 366
