wafer processing steps 186
where pronouns would 46
where properly speaking 44
where property alone 57
where property could 178
where property lines 195
where property might 73
where property owned 115
where property owner 60
where property shall 80
where property taken 100
where property taxes 505
where property tends 43
where property under 55
where property value 82
where property which 275
where property would 174
where provision could 54
where provision shall 87
where provision would 57
where prudence could 149
where prudence would 146
where publicly owned 197
where purchase money 110
where purchase price 156
where purchasing power 812
where quantity rather 72
where questions about 1576
where questions arise 661
where questions arose 170
where questions asked 54
where questions could 226
where questions exist 48
where questions might 243
where questions still 55
where questions which 57
where questions would 121
where quotation marks 893
where radiative cooling 164
where railroad lines 187
where railroad rates 52
where railways cross 56
where railways exist 51
where railways would 73
where rainfall alone 103
where rainfall comes 47
where rainfall could 40
where rainfall drops 141
where rainfall might 53
where rainfall ranges 449
where rainfall tends 109
where rainfall would 50
where rapunzel lived 59
where realities blend 41
where rebellion broke 49
where rebellion might 75
where receiver noise 56
where receptor cells 53
where recorded music 120
where recovery could 59
where recovery might 75
where recovery rates 49
where recovery takes 207
where recovery would 174
where recruits could 89
where recruits would 49
where reduction takes 285
where refugees could 318
where refugees lived 44
where refugees might 71
where refugees would 70
where reindeer herding 126
where relations could 47
where relative costs 74
where relative motion 281
where relative power 63
where relative price 115
where relative rates 50
where relative rather 52
where relative social 54
where relative wages 184
where relevant below 102
where relevant facts 99
where religious books 106
where religious cults 43
where religious dogma 73
where religious feeling 441
where religious ideals 50
where religious music 40
where religious people 298
where religious plays 43
where religious rites 520
where religious sects 141
where religious teaching 321
where religious tests 41
where religious texts 73
where religious themes 73
where religious truths 60
where religious unity 59
where religious views 99
where religious women 68
where remained until 73
where reported cases 41
where required shall 92
where required under 317
where required within 50
where requital never 44
where resection would 56
where reserves could 55
where residual soils 49
where resource sharing 124
where resource users 53
where response rates 229
where response times 209
where retained earnings 145
where retention rates 44
where retention times 57
where revenues equal 195
where revenues would 56
where reverend father 47
where rhetoric comes 58
where richmond stood 146
where riflemen could 64
where righteous people 43
where robinson crusoe 1093
where robinson lived 116
where robinson would 42
where rotatory motion 44
where runaways could 72
where salesmen could 43
where salinity ranges 41
where salivary gland 53
where salvation comes 70
where salvation could 81
where salvation might 42
where salvation would 41
where sanctions could 56
where saturday night 188
where scarcely anything 364
where scattering takes 40
where schiller lived 99
where schiller wrote 52
where scholars began 50
where scholars could 491
where scholars lived 73
where scholars might 106
where scholars often 45
where scholars would 135
where schubert lived 49
where secession would 118
where security comes 42
where security could 203
where security needs 135
where security risks 62
where security staff 45
where security would 169
where sediment cover 49
where sediment loads 59
where sediment yield 50
where seizures occur 64
where selection rules 43
where selection takes 111
where selection would 58
where seniority rules 169
where sensation ceases 56
where sensible people 106
where sentries could 42
where sentries stood 98
where separate action 40
where separate funds 53
where separate lines 51
where separate parts 78
where separate rooms 83
where separate trials 100
where separate units 80
where separate words 50
where sequence could 65
where servants could 193
where servants lived 44
where servants might 43
where servants often 49
where servants would 85
where services could 356
where services exist 72
where services might 83
where services rather 54
where services would 165
where settlers could 288
where settlers lived 50
where settlers might 61
where settlers often 41
where settlers would 133
where shoppers could 250
where shoppers would 52
where siliceous rocks 42
where sinclair lewis 131
where sisyphus rolls 49
where skeleton monks 89
where slightly lower 40
where smallpox still 59
where smuggled goods 166
where socialism could 56
where socialism might 112
where socialism would 138
where socialist ideals 48
where societal norms 98
where socrates calls 83
where socrates drank 59
where socrates first 42
where socrates gives 89
where socrates leaves 41
where socrates makes 179
where socrates seems 85
where socrates shows 127
where socrates speaks 346
where socrates stood 41
where socrates takes 67
where socrates talks 56
where socrates tells 164
where socrates tries 55
where socrates would 56
where software comes 65
where software tools 56
where soldiers could 1032
where soldiers found 51
where soldiers lived 176
where soldiers might 115
where soldiers often 60
where soldiers sleep 54
where soldiers slept 68
where soldiers spent 69
where soldiers stood 162
where soldiers would 289
where solitude could 42
where solitude would 49
where solutions could 111
where solutions exist 71
where solutions might 74
where solutions would 52
where somebody asked 55
where somebody comes 189
where somebody could 586
where somebody lived 110
where somebody lives 274
where somebody makes 74
where somebody might 585
where somebody needs 46
where somebody takes 80
where somebody tells 43
where somebody tried 63
where somebody tries 43
where somebody wants 98
where somebody would 530
where somebody wrote 40
where somerset house 91
where sometime after 57
where sometime later 40
where somewhat later 161
where somewhat lower 56
where southerly winds 71
where spaniards could 74
where spaniards found 45
where spaniards lived 46
where specially noted 190
where specific action 109
where specific amino 45
where specific binding 173
where specific cases 115
where specific crops 55
where specific dates 73
where specific drugs 52
where specific ethnic 57
where specific facts 95
where specific files 75
where specific forms 167
where specific genes 175
where specific goals 121
where specific goods 171
where specific human 50
where specific items 266
where specific kinds 132
where specific learning 66
where specific legal 68
where specific local 107
where specific names 58
where specific needs 114
where specific parts 95
where specific people 71
where specific plans 58
where specific rates 49
where specific roles 54
where specific rules 237
where specific social 147
where specific steps 56
where specific tasks 177
where specific terms 118
where specific tests 46
where specific tools 54
where specific types 440
where specific words 180
where speckled trout 210
where spectral lines 114
where speeches could 45
where speeches would 45
where spirited women 198
where splendid crops 54
where splendid trees 51
where sporadic cases 144
where stagnant grows 48
where stagnant pools 73
where stagnant water 650
where standard costing 75
where standard costs 183
where standard error 147
where standard forms 109
where standard parts 49
where standard rules 45
where standard setting 49
where standard sizes 46
where standard terms 72
where standard tests 62
where standard usage 52
where stanford white 80
where statutes exist 73
where stockade forts 69
where straight lines 1018
where straight people 44
where strangers could 472
where strangers gather 58
where strangers haunt 48
where strangers lived 81
where strangers might 267
where strangers never 62
where strangers would 328
where strategy comes 85
where stresses occur 57
where stricter rules 42
where strictly speaking 250
where strikers could 66
where struggling under 66
where students appear 67
where students apply 230
where students asked 53
where students began 138
where students begin 351
where students build 109
where students carry 105
where students change 75
where students chose 96
where students could 7221
where students create 438
where students dress 86
where students either 159
where students engage 424
where students enjoy 216
where students enter 242
where students first 324
where students focus 91
where students found 100
where students gather 543
where students lived 512
where students might 1359
where students moved 48
where students never 77
where students offer 44
where students often 1504
where students place 128
where students really 68
where students relax 40
where students score 58
where students search 45
where students serve 52
where students share 417
where students solve 49
where students spend 936
where students spent 263
where students spoke 69
where students stand 200
where students start 294
where students still 271
where students stood 92
where students study 1644
where students train 126
where students tried 65
where students under 57
where students visit 101
where students watch 52
where students whose 74
where students working 69
where students would 2681
where students write 552
where students wrote 108
where subjects appear 59
where subjects could 457
where subjects either 44
where subjects might 80
where subjects rated 63
where subjects would 196
where suitable clays 70
where suitable cover 93
where suitable flint 40
where suitable housing 60
where suitable local 59
where suitable nesting 318
where suitable rocks 74
where suitable sites 259
where suitable soils 96
where suitable space 46
where suitable stone 545
where suitable tools 44
where suitable trees 219
where suitable water 212
where sullivan could 46
where sunlight comes 76
where sunlight could 156
where sunlight falls 389
where sunlight never 507
where sunlight plays 106
where sunlight still 44
where sunlight would 100
where sunshine could 40
where sunshine never 91
where sunshine seems 45
where supplies could 1910
where supplies might 224
where supplies would 294
where survival could 54
where survival might 54
where survival needs 84
where survival often 74
where survival rates 187
where survival seems 40
where survival would 108
where suspicion arose 40
where suspicion could 45
where suspicion might 127
where suspicion would 78
where swallows build 54
where swimmers could 44
where symbolic action 49
where symbolic meanings 57
where symmetry breaking 46
where symptoms appear 204
where symptoms arise 44
where symptoms exist 44
where symptoms occur 143
where synapses occur 173
where synthesis takes 54
where systemic change 48
where talented people 238
where taxpayer could 87
where taxpayer fails 53
where taxpayer filed 72
where teamsters could 40
where tempests never 154
where temporal order 47
where temporal power 110
where tennyson lived 55
where terminal costs 48
where thackeray lived 91
where theatrical people 45
where thousands bleed 57
where thousands could 194
where thousands daily 46
where thousands dwelt 51
where thousands flock 61
where thousands found 52
where thousands gather 158
where thousands lined 46
where thousands lived 110
where thousands might 118
where thousands still 41
where thousands stood 59
where thousands would 225
where tiberius caesar 53
where tomorrow morning 59
where tomorrow never 47
where tomorrow would 47
where tornadoes occur 159
where totality breaks 135
where tourists could 863
where tourists enjoy 49
where tourists flock 146
where tourists gather 119
where tourists might 137
where tourists never 176
where tourists often 69
where tourists spend 85
where tourists visit 130
where tourists would 227
where tradition alone 67
where tradition could 47
where tradition gives 41
where tradition holds 251
where tradition meets 41
where tradition plays 108
where tradition rules 92
where tradition still 335
where tradition tells 275
where tradition would 68
where trainees could 90
where trainees would 56
where transfer costs 83
where transfer pricing 139
where transfer takes 75
where transfer would 48
where trappers could 44
where treachery never 53
where treachery would 66
where treasures might 67
where treatment costs 141
where treatment could 167
where treatment fails 67
where treatment might 108
where treatment needs 51
where treatment plans 41
where treatment takes 147
where treatment would 311
where trespass would 58
where tropical birds 61
where tropical crops 72
where tropical fruit 64
where tropical rains 47
where tropical trees 87
where troubled people 72
where troubled souls 48
where trustees ought 76
where trustees under 72
where turnover rates 162
where twilight lasts 61
where ultimate power 404
where underlying rocks 57
where unlawful games 46
where unstable nerve 41
where unveiled allah 64
where valuable crops 79
where valuable goods 164
where valuable items 66
where valuable trees 50
where variables could 43
where variations exist 69
where variations occur 199
where variations within 41
where varicose veins 66
where vehicles could 323
where vehicles might 56
where vehicles moved 54
where vehicles would 73
where venetians would 74
where veronica wiped 60
where vertical angles 117
where vertical lines 280
where vertical loads 43
where vertical motion 165
where vertical space 66
where vertical walls 87
where vertical water 83
where veterans could 113
where vibration might 43
where victuals stood 40
where vigorous action 88
where vigorous growth 76
where villages stood 59
where villages would 59
where violations occur 189
where virtuous women 93
where viscount simon 67
where visitors board 52
where visitors could 3597
where visitors enjoy 147
where visitors enter 169
where visitors first 136
where visitors flock 61
where visitors found 55
where visitors gather 80
where visitors might 463
where visitors often 120
where visitors slept 53
where visitors spend 81
where visitors stand 72
where visitors still 47
where visitors watch 117
where visitors would 617
where vladimir lenin 44
where volcanic action 422
where volcanic cones 50
where volcanic fires 92
where volcanic gases 83
where volcanic rocks 539
where volcanoes erupt 55
where volcanoes exist 74
where volcanoes occur 59
where voltaire lived 170
where warships could 61
where washington could 134
where washington dined 43
where washington first 223
where washington found 72
where washington lived 277
where washington might 45
where washington often 64
where washington slept 159
where washington spent 162
where washington state 72
where washington stood 309
where washington would 168
where washington wrote 50
where waterloo place 75
where wellington could 50
where wellington stood 125
where wellington wrote 41
where westerly winds 370
where westward falls 44
where whenever people 69
where wherever while 103
where wildlife could 90
where wildlife lives 44
where wildlife might 46
where wildlife would 48
where workingmen could 48
where wretched fancy 129
where zechariah brown 89
which abnormal blood 266
which abnormal cells 410
which abnormal growth 108
which abnormal white 68
which abolition would 136
which abortions could 256
which abortions occur 52
which abortions would 60
which abounded about 111
which abounded every 47
which abounded under 153
which abounded within 125
which abrasive paper 48
which abridges labor 40
which abruptly adopt 54
which abruptly breaks 76
which abruptly broke 52
which abruptly ceased 84
which abruptly change 90
which abruptly ended 628
which abruptly rises 71
which abruptly stops 88
which abruptly turns 50
which absolute dates 98
which absolute ethics 151
which absolute motion 157
which absolute music 67
which absolute power 1026
which absolute proof 84
which absolute space 90
which absolute trust 51
which absolute unity 54
which absolute value 97
which absorbed about 921
which absorbed doses 64
which absorbed every 415
which absorbed large 284
which absorbed light 490
which absorbed nearly 487
which absorbed water 166
which abstract forms 149
which abstract group 44
which abstract logic 49
which abstract moral 44
which abstract nouns 117
which abstract reason 109
which abstract right 138
which abstract rules 89
which abstract shall 230
which abstract terms 173
which abstract thinking 446
which abstract water 78
which abstract words 106
which abundant crops 77
which abundant proof 81
which abundant water 157
which academic learning 139
which academic people 94
which academic social 86
which academic staff 327
which academic study 142
which academic teaching 47
which academic women 115
which academic writing 115
which accepted black 51
which accepted islam 190
which accepted jesus 64
which accepted social 52
which accepted women 180
which accident alone 158
which accident costs 73
which accident might 303
which accident plays 58
which accident rates 55
which accident rather 124
which accident would 114
which accorded china 65
which accorded equal 91
which accorded legal 44
which accorded women 155
which accounting firms 145
which accounting method 426
which accounting period 375
which accounting plays 150
which accounting rules 257
which accounts about 43
which accounts appear 79
which accounts could 365
which accounts exist 52
which accounts fully 96
which accounts might 153
which accounts quite 56
which accounts shall 853
which accounts today 41
which accounts would 187
which accretion takes 43
which accuracy would 45
which accurate readings 61
which achieved anything 50
which achieved first 42
which achieved growth 61
which achieved large 49
which achieved lasting 190
which achieved major 53
which achieved power 182
which achieved rapid 124
which achieved sales 64
which achieved unity 69
which achieved world 297
which achieves power 48
which achieves social 88
which achieves unity 118
which achilles could 48
which achilles found 161
which achilles gives 86
which achilles makes 57
which achilles speaks 48
which achilles would 70
which acoustic waves 255
which acquired about 59
which acquired force 54
which acquired fresh 108
which acquired lands 44
which acquired large 123
which acquired legal 56
which acquired power 114
which acquired stock 133
which acquired title 108
which acquired world 40
which acquires added 50
which acquires force 53
which acquires fresh 53
which acquires legal 74
which acquires power 79
which acquires stock 63
which acquires value 100
which activate amino 50
which activate genes 49
which activate human 43
which actively binds 45
which actively engage 216
which actively growing 43
which actively helps 74
which actively pumps 110
which actively search 94
which actively seeks 696
which actively shape 118
which actively takes 57
which actively tries 42
which actively works 89
which activist women 60
which activity ceases 165
which activity comes 45
which activity could 199
which activity level 100
which activity might 90
which activity takes 379
which activity times 53
which activity within 50
which activity would 327
which actually acted 49
which actually added 89
which actually aimed 66
which actually allow 113
which actually alter 71
which actually appear 953
which actually apply 253
which actually arise 510
which actually arose 544
which actually asked 46
which actually began 2056
which actually begin 122
which actually belong 1256
which actually beset 108
which actually binds 111
which actually blows 40
which actually boils 69
which actually bound 93
which actually breaks 112
which actually broke 533
which actually build 75
which actually built 163
which actually burns 52
which actually burst 56
which actually calls 184
which actually carry 515
which actually cause 652
which actually change 322
which actually comes 1693
which actually costs 123
which actually could 720
which actually count 45
which actually cover 167
which actually create 340
which actually cross 179
which actually dared 41
which actually dated 89
which actually dates 349
which actually draws 194
which actually drive 147
which actually drove 119
which actually earned 56
which actually ended 291
which actually engage 61
which actually ensue 40
which actually enter 430
which actually exist 7103
which actually faced 65
which actually faces 74
which actually fails 47
which actually falls 424
which actually feeds 61
which actually feels 76
which actually fills 72
which actually finds 146
which actually fired 97
which actually first 146
which actually fixes 50
which actually flies 47
which actually flows 354
which actually forms 860
which actually found 217
which actually gives 976
which actually grows 171
which actually guide 189
which actually helps 517
which actually hides 64
which actually holds 570
which actually hurts 42
which actually impinge 48
which actually imply 85
which actually joins 41
which actually keeps 109
which actually kills 507
which actually knows 70
which actually lacks 55
which actually lasts 97
which actually leaves 207
which actually lends 55
which actually lifts 41
which actually limit 98
which actually links 78
which actually lists 54
which actually lived 172
which actually lives 156
which actually looks 407
which actually loses 42
which actually lower 110
which actually makes 2689
which actually marks 144
which actually masks 43
which actually meets 113
which actually merge 41
which actually might 374
which actually moved 356
which actually moves 455
which actually names 130
which actually needs 168
which actually never 596
which actually occur 4650
which actually offer 84
which actually often 80
which actually opens 207
which actually ought 111
which actually owned 196
which actually plays 200
which actually point 57
which actually prove 109
which actually pulls 71
which actually raise 76
which actually reacts 52
which actually refer 302
which actually repel 43
which actually rests 113
which actually reveal 83
which actually rises 112
which actually ruled 176
which actually rules 402
which actually saved 209
which actually saves 91
which actually seeks 73
which actually seems 793
which actually sells 55
which actually sends 128
which actually serve 519
which actually shape 180
which actually share 55
which actually shook 49
which actually shows 683
which actually slows 43
which actually sound 104
which actually spans 56
which actually speaks 114
which actually split 43
which actually sprang 50
which actually spread 53
which actually stand 371
which actually start 60
which actually state 113
which actually stems 53
which actually still 93
which actually stood 330
which actually stops 93
which actually suits 50
which actually takes 2978
which actually tells 144
which actually tends 193
which actually tests 61
which actually thinks 49
which actually touch 181
which actually treats 40
which actually tried 142
which actually tries 57
which actually turns 392
which actually voted 94
which actually votes 40
which actually wants 40
which actually works 670
which actually would 834
which actually wrote 44
which actually yield 104
which actuarial gains 51
which actuated either 114
which actuated every 154
which actuated george 50
which actuates every 305
which adaptive change 60
which additions could 130
which additions might 75
which additions would 67
which addressing modes 66
which adenauer could 49
which adenauer would 50
which adequate blood 44
which adequate funding 41
which adequate funds 252
which adequate housing 58
which adequate proof 71
which adequate social 40
which adequate space 48
which adequate tests 46
which adequate water 75
which adherent cells 41
which adjacent atoms 144
which adjacent cells 276
which adjacent edges 62
which adjacent lines 50
which adjacent pairs 75
which adjacent parts 79
which adjacent turns 81
which adjacent words 49
which adjoined lands 40
which adjoined theirs 122
which adjusted gross 301
which admission could 224
which admission might 64
which admission shall 75
which admission would 172
which admitted defeat 50
which admitted every 76
which admitted girls 88
which admitted large 122
which admitted light 1308
which admitted maine 41
which admitted negro 125
which admitted people 50
which admitted texas 69
which admitted water 136
which admitted women 746
which adsorbed water 69
which adulation would 180
which adultery added 48
which adultery could 44
which adultery might 42
which adultery would 41
which advanced about 84
which advanced close 207
which advanced funds 69
which advanced human 82
which advanced learning 40
which advanced loans 165
which advanced money 230
which advanced nearly 42
which advanced period 57
which advanced study 91
which advanced under 192
which advances could 237
which advances funds 63
which advances human 55
which advances loans 193
which advances might 102
which advances money 225
which advances shall 89
which advances under 73
which advances would 89
which advocate social 92
which aeschylus gives 45
which aeschylus speaks 54
which aeschylus wrote 94
which affected about 500
which affected above 57
which affected alike 289
which affected athens 46
which affected black 102
which affected books 45
which affected cells 44
which affected china 126
which affected civil 235
which affected costs 59
which affected egypt 62
which affected either 478
which affected every 2901
which affected first 150
which affected greek 52
which affected growth 87
which affected harry 56
which affected human 223
which affected indian 122
which affected irish 101
which affected israel 79
which affected italy 109
which affected japan 123
which affected labor 187
which affected large 504
which affected later 160
which affected latin 57
which affected local 243
which affected males 278
which affected nearly 600
which affected others 252
which affected parts 123
which affected people 579
which affected poetry 51
which affected price 88
which affected roman 56
which affected rural 140
which affected russia 102
which affected sales 65
which affected scott 58
which affected sense 44
which affected small 70
which affected social 194
which affected spain 65
which affected state 195
which affected trade 656
which affected urban 68
which affected vital 48
which affected wages 50
which affected water 52
which affected white 42
which affected whole 283
which affected women 1003
which affected working 73
which affected world 116
which affection alone 45
which affection could 726
which affection gives 162
which affection knows 53
which affection might 64
which affection would 188
which afferent input 71
which afferent nerve 173
which affirmed judge 49
which afflicts about 253
which afflicts every 136
which afflicts human 86
which afflicts large 44
which afflicts nearly 75
which afflicts others 47
which afflicts people 292
which afflicts women 137
which affluent people 101
which afforded about 56
which afforded after 41
which afforded ample 1417
which afforded cover 730
which afforded equal 118
which afforded every 286
which afforded fresh 59
which afforded hopes 69
which afforded large 85
which afforded light 193
which afforded proof 222
which afforded quite 42
which afforded reason 126
which afforded scant 49
which afforded scope 354
which afforded shade 867
which afforded small 155
which afforded space 217
which afforded sport 50
which afforded strong 110
which afforded views 78
which afforded water 328
which afforded women 92
which africans could 1370
which africans found 228
which africans lived 494
which africans might 223
which africans often 44
which africans would 748
which agencies carry 73
which agencies could 329
which agencies might 184
which agencies within 42
which agencies would 352
which agitated every 223
which agitated italy 141
which agitated paris 78
which agitated spain 57
which agitates every 103
which agitation could 110
which agreeably fills 43
which aircraft could 609
which aircraft might 98
which aircraft noise 58
which aircraft would 310
which airlines could 124
which airlines offer 47
which airlines would 133
which algorithm would 56
which alienate people 81
which alistair cooke 46
which alkaline salts 50
which alleviate human 75
which alliances could 112
which alliances might 43
which allocate costs 44
which allocate funds 147
which allocate money 41
which allotted funds 62
which almighty allah 69
which almighty power 247
which aluminum atoms 45
which aluminum could 111
which aluminum metal 66
which aluminum oxide 396
which amateurs could 130
which amateurs might 45
which ambitious minds 69
which ambitious people 98
which ambitious women 48
which ambitious youths 46
which american action 71
which american armed 110
which american banking 84
which american banks 487
which american bases 67
which american blood 170
which american books 122
which american civil 140
which american drama 46
which american dreams 46
which american ethnic 54
which american farming 43
which american films 199
which american firms 1134
which american forms 51
which american funds 82
which american girls 347
which american goods 383
which american heroes 91
which american horse 46
which american humor 55
which american ideals 204
which american indian 1541
which american jewry 924
which american labor 1601
which american lands 88
which american legal 80
which american lives 223
which american loans 66
which american males 130
which american might 41
which american mills 57
which american minds 48
which american money 483
which american music 148
which american naval 300
which american negro 137
which american party 101
which american people 264
which american poetry 248
which american power 803
which american racial 50
which american seamen 231
which american ships 1264
which american skill 57
which american social 456
which american state 476
which american steel 41
which american tanks 44
which american taste 89
which american thinking 137
which american trade 1212
which american unions 173
which american units 77
which american urban 54
which american usage 66
which american valor 44
which american wives 110
which american women 2400
which american working 97
which american works 52
which american would 145
which american writing 214
which american youths 56
which ammonium salts 104
which amounted after 52
which amounted fully 67
which amounted nearly 262
which amounted often 62
which amounted really 53
which amounted still 73
which amounted yearly 51
which analysis alone 59
which analysis could 261
which analysis finds 222
which analysis gives 67
which analysis makes 86
which analysis might 172
which analysis rests 71
which analysis seeks 41
which analysis shows 1554
which analysis takes 166
which analysis would 344
which analysts agree 46
which analysts could 106
which analysts might 48
which analysts often 58
which analysts would 53
which analyzes about 45
which analyzes every 61
which analyzes human 62
which analyzes social 67
which analyzes women 46
which anchored close 47
which anchored under 43
which anderson calls 98
which anderson could 95
which anderson found 72
which anderson gives 54
which anderson speaks 51
which anderson would 132
which anderson wrote 134
which anglicans could 76
which anglicans would 44
which animated alike 99
which animated bacon 57
which animated burke 40
which animated drake 46
which animated either 52
which animated every 901
which animated greek 155
which animated italy 68
which animated jesus 94
which animated luther 118
which animated peter 43
which animates either 131
which animates every 1679
which animates human 92
which animates women 86
which announce jesus 60
which annually appear 87
which annually calls 40
which annually carry 77
which annually cause 105
which annually coast 74
which annually comes 62
which annually costs 97
which annually cross 81
which annually draws 152
which annually enter 127
which annually falls 312
which annually first 54
which annually flows 244
which annually gives 135
which annually holds 105
which annually hosts 89
which annually issue 224
which annually kills 71
which annually leaves 75
which annually lists 115
which annually makes 151
which annually occur 219
which annually sells 56
which annually sends 168
which annually shall 86
which annually slays 64
which annually spend 53
which annually sweep 128
which annually takes 343
which annually turns 110
which annually visit 511
which annually would 99
which annually yield 253
which annulled every 71
which annulled human 48
which answered every 511
which answered nearly 77
which antibody binding 113
which antibody binds 200
which antibody could 48
which antibody plays 66
which antigone speaks 65
which antimony oxide 105
which antiphon wrote 99
which anywhere exist 55
which anywhere would 65
which apartheid would 43
which aperture opens 80
which apostate israel 49
which apostles wrote 40
which appalled every 59
which apparent motion 99
which appendix shall 62
which approach close 342
which approach could 51
which approach either 47
which approach gives 90
which approach makes 210
which approach might 274
which approach nearer 2368
which approach nearly 182
which approach quite 44
which approach rather 49
which approach seems 253
which approach suits 240
which approach unity 89
which approach within 282
which approach works 1394
which approach would 1343
which approval could 44
which approval shall 1913
which approval would 112
which aptitude tests 127
which apuleius gives 111
which apuleius speaks 47
which apuleius tells 46
which aquarius pours 46
which archduke franz 168
which arguably began 101
which arguably comes 50
which arguably could 472
which arguably gives 71
which arguably makes 177
which arguably might 254
which arguably ought 49
which arguably still 47
which arguably would 393
which argument about 57
which argument could 202
which argument might 119
which argument rages 57
which argument seems 57
which argument would 373
which armstrong calls 41
which armstrong could 57
which armstrong would 59
which aromatic amino 148
which aromatic herbs 69
which arrested every 142
which arrivals occur 147
which arteries arise 49
which articles about 92
which articles appear 154
which articles could 261
which articles george 41
which articles might 136
which articles shall 459
which articles would 211
which artifact types 49
which artisans could 106
which artistic beauty 60
which artistic feeling 76
which artistic forms 116
which artistic merit 49
which artistic people 73
which artistic power 40
which artistic skill 98
which artistic taste 95
which artistic value 57
which artistic verse 46
which artistic works 117
which ascended above 73
which ascribed human 44
which ascribes every 184
which ascribes glory 41
which ascribes human 93
which ascribes moral 42
which ascribes social 43
which ascribes value 84
which assailed every 51
which assemble every 45
which assembly lines 58
which assembly method 76
which assembly shall 164
which assembly takes 69
which asserted prose 44
which assertion could 54
which assertion would 114
which assesses people 57
which assigned every 73
which assigned roles 45
which assigned tasks 52
which assigned women 190
which assisted local 40
which assisted people 57
which assisted women 44
which associate women 74
which assorted oddly 57
which astonish every 67
which attaches alike 47
which attaches blame 42
which attaches either 101
which attaches every 359
which attaches glory 45
which attaches people 44
which attaches prime 53
which attaches under 82
which attaches undue 57
which attaches value 141
which attacked egypt 93
which attacked every 166
which attacked first 191
which attacked george 48
which attacked human 41
which attacked israel 76
which attacked nearly 104
which attacked people 104
which attacked russia 50
which attacked women 51
which attained large 82
which attained lengths 63
which attained power 134
which attained quite 43
which attained under 48
which attained world 151
which attempts anything 40
which attempts could 85
which attempts either 144
which attempts might 87
which attempts would 96
which attended beauty 78
which attended bruce 80
which attended caesar 40
which attended either 128
which attended every 664
which attended henry 88
which attended louis 46
which attended titus 70
which attended women 58
which attention could 499
which attention fixes 220
which attention gives 40
which attention might 730
which attention moves 135
which attention needs 1132
which attention ought 445
which attention plays 214
which attention rests 55
which attention seems 111
which attention shall 128
which attention tends 56
which attention turns 134
which attention would 421
which attitude change 553
which attitude would 79
which attorney shall 93
which attracts about 483
which attracts birds 128
which attracts every 360
which attracts first 42
which attracts flies 683
which attracts fluid 124
which attracts human 57
which attracts large 638
which attracts local 55
which attracts males 174
which attracts money 59
which attracts nearly 137
which attracts others 301
which attracts people 1449
which attracts rather 67
which attracts small 90
which attracts votes 45
which attracts water 638
which attracts women 127
which attracts world 44
which atypical cells 40
which audience would 56
which auditors could 59
which auditors shall 46
which auditors would 50
which auditory nerve 99
which augments every 102
which augustus began 60
which augustus built 728
which augustus caesar 454
which augustus could 262
which augustus first 96
which augustus found 167
which augustus later 60
which augustus lived 71
which augustus might 176
which augustus ruled 53
which augustus tried 114
which augustus would 333
which augustus wrote 57
which australia could 905
which australia finds 49
which australia found 91
which australia might 413
which australia seeks 47
which australia would 682
which authentic human 176
which authority alone 170
which authority comes 106
which authority could 832
which authority flows 967
which authority gives 46
which authority makes 51
which authority might 228
which authority ought 68
which authority plays 125
which authority rests 802
which authority seems 136
which authority shall 2127
which authority takes 43
which authority within 71
which authority would 557
which authorize entry 48
which authorize local 57
which autistic people 102
which autonomy could 79
which autonomy might 64
which autonomy would 82
which auxiliary verbs 103
which auxiliary views 45
which averaged about 10740
which averaged above 106
which averaged close 107
which averaged eight 235
which averaged fewer 53
which averaged fifty 174
which averaged forty 146
which averaged nearly 463
which averaged seven 71
which averaged sixty 61
which averaged thirty 162
which averaged under 57
which averaged value 43
which averages about 5896
which averages above 46
which averages close 88
which averages eight 65
which averages fifty 117
which averages forty 55
which averages nearly 167
which averages seven 191
which averages sixty 42
which avicenna calls 126
which avowedly aimed 102
which avowedly seeks 47
which awakened every 58
which awakened strong 43
which awakened within 67
which backward russia 41
which bacterial action 273
which bacterial cells 438
which bacterial films 41
which bacterial genes 93
which bacterial growth 534
which balanced growth 268
which ballroom dancing 96
which bancroft cites 56
which bancroft wrote 75
which banished every 148
which banished sleep 156
which banishes every 150
which banishes sleep 119
which baptists could 56
which bargaining could 59
which bargaining power 255
which bargaining takes 941
which bargaining units 56
which bargaining would 92
which barriers exist 40
which basaltic lavas 56
which basaltic magma 66
which basaltic rocks 41
which battered wives 41
which battered woman 46
which battered women 820
which beautiful birds 40
which beautiful forms 86
which beautiful girls 102
which beautiful music 49
which beautiful people 82
which beautiful piece 42
which beautiful style 70
which beautiful views 128
which beautiful women 368
which beautiful words 65
which beautiful youths 81
which beethoven began 87
which beethoven calls 42
which beethoven chose 54
which beethoven could 225
which beethoven first 198
which beethoven found 57
which beethoven gives 56
which beethoven later 128
which beethoven lived 119
which beethoven makes 73
which beethoven might 89
which beethoven never 115
which beethoven often 84
which beethoven seems 127
which beethoven spent 45
which beethoven spoke 45
which beethoven would 189
which beethoven wrote 1093
which behaviors could 87
which behaviors might 102
which behaviors occur 799
which behaviors would 217
which belgrade would 46
which believed jesus 44
which believes every 58
which bellowed first 42
which benedict calls 42
which benefits begin 266
which benefits could 422
which benefits either 275
which benefits equal 93
which benefits every 82
which benefits human 94
which benefits large 43
which benefits local 77
which benefits might 160
which benefits others 494
which benefits people 114
which benefits shall 213
which benefits spill 70
which benefits start 79
which benefits under 567
which benefits women 102
which benefits would 953
which benjamin calls 161
which benjamin could 82
which benjamin found 75
which benjamin marks 44
