wafer curvature technique 213
which dostoevsky describes 73
which doubleday published 118
which doubtless accounted 217
which doubtless attracted 97
which doubtless confirmed 50
which doubtless consisted 90
which doubtless contained 688
which doubtless continued 58
which doubtless delighted 54
which doubtless explained 79
which doubtless expressed 125
which doubtless furnished 249
which doubtless furnishes 67
which doubtless indicated 56
which doubtless indicates 129
which doubtless occasioned 80
which doubtless prevented 92
which doubtless proceeded 98
which doubtless reflected 222
which doubtless represent 360
which doubtless resembled 52
which doubtless signifies 98
which doubtless suggested 410
which doubtless supported 73
which doubtless surprised 73
which duplicate themselves 77
which ebullition commences 97
which ecosystem processes 88
which educators themselves 91
which effective community 54
which effective democracy 49
which effective knowledge 74
which effective leadership 274
which effective opposition 81
which effective political 314
which effective protection 122
which effective regulation 56
which effective treatments 184
which efficient algorithms 210
which efficient allocation 46
which efficient causality 46
which efficient militancy 50
which efficient production 144
which ehrenberg conferred 102
which electoral campaigns 61
which electoral democracy 42
which electoral districts 141
which electoral processes 50
which electrode potentials 83
which electrons circulate 90
which electrons gravitate 79
which electrons oscillate 70
which electrons penetrate 47
which electrons recombine 50
which eloquence furnishes 40
which elsewhere prevailed 53
which elsewhere surrounds 51
which elsewhere throughout 42
which embellish civilized 67
which emergency conditions 46
which emergency personnel 55
which emergency physicians 59
which emergency situations 67
which eminently confronts 74
which eminently distinguish 257
which eminently qualified 772
which eminently qualifies 51
which emphasize character 55
which emphasize cognitive 207
which emphasize community 152
which emphasize different 461
which emphasize important 48
which emphasize industrial 59
which emphasize knowledge 77
which emphasize political 136
which emphasize practical 70
which emphasize prevention 80
which emphasize primarily 67
which emphasize production 90
which emphasize remembering 69
which emphasize spiritual 62
which emphasize structure 47
which emphasize technical 90
which emphasize vocational 61
which empirical estimates 58
which empirical hypotheses 62
which empirical judgments 45
which empirical knowledge 646
which empirical phenomena 147
which empirical political 50
which employees determine 62
which employees generally 51
which employees perceived 55
which employees performed 50
which employees recognize 52
which employees themselves 101
which employees typically 61
which employees volunteer 43
which employers attempted 57
which employers generally 78
which employers sometimes 67
which employers themselves 50
which employers typically 50
which empowered parliament 69
which empowered president 47
which encompass different 94
which encompass virtually 66
which encourage awareness 49
which encourage community 79
which encourage companies 73
which encourage compliance 50
which encourage consumers 103
which encourage continued 111
which encourage corporate 57
which encourage corruption 55
which encourage creativity 113
which encourage different 84
which encourage discussion 115
which encourage diversity 48
which encourage efficient 64
which encourage employees 152
which encourage employers 88
which encourage excessive 82
which encourage initiative 296
which encourage innovation 162
which encourage passivity 59
which encourage political 85
which encourage population 82
which encourage production 112
which encourage reflection 108
which encourage voluntary 67
which encryption algorithms 44
which energetic electrons 83
which energetic particles 114
which englishmen appreciate 45
which englishmen generally 240
which englishmen naturally 102
which englishmen themselves 136
which episcopal ordination 49
which equalizes destinies 56
which equipment possesses 241
which equitable interests 102
which escalated throughout 44
which especially afflicted 106
which especially attracted 761
which especially benefited 100
which especially commanded 48
which especially commended 187
which especially concerned 888
which especially confronts 55
which especially cultivate 46
which especially delighted 485
which especially determine 72
which especially distinguish 447
which especially disturbed 82
which especially emphasize 85
which especially important 45
which especially impressed 344
which especially influence 94
which especially interests 1368
which especially intrigued 44
which especially irritated 118
which especially manifests 65
which especially qualified 127
which especially qualifies 40
which especially recommend 72
which especially surprised 181
which establish conditions 82
which establish connection 41
which establish different 145
which establish gradations 49
which establish important 51
which establish ownership 67
which establish permanent 45
which establish priorities 61
which establish reasonable 72
which establish standards 364
which establish themselves 1287
which estimation procedure 51
which eternally separates 66
which euripides describes 121
which evaluates different 40
which evaluation processes 48
which everlasting happiness 40
which everybody complains 58
which everybody concerned 415
which everybody connected 46
which everybody considers 111
which everybody discovers 100
which everybody glorifies 40
which everybody naturally 44
which everybody perceives 107
which everybody possesses 222
which everybody pretended 63
which everybody professed 64
which everybody professes 42
which everybody remembers 132
which evidently attracted 149
which evidently betokened 54
which evidently coincides 76
which evidently concerned 234
which evidently connected 46
which evidently consisted 195
which evidently contained 879
which evidently continued 127
which evidently continues 65
which evidently convinced 61
which evidently delighted 80
which evidently describes 49
which evidently developed 56
which evidently disclosed 132
which evidently displeased 64
which evidently disturbed 140
which evidently exercised 46
which evidently expressed 188
which evidently expresses 82
which evidently functioned 49
which evidently furnished 73
which evidently gratified 48
which evidently impressed 338
which evidently indicated 140
which evidently indicates 316
which evidently irritated 59
which evidently originate 70
which evidently perplexed 41
which evidently possessed 146
which evidently possesses 115
which evidently prevailed 255
which evidently proceeded 347
which evidently reflected 114
which evidently represent 687
which evidently reproduce 60
which evidently resembles 82
which evidently satisfied 243
which evidently satisfies 88
which evidently signified 97
which evidently signifies 100
which evidently suggested 159
which evidently supported 125
which evidently surpassed 41
which evidently surprised 138
which evidently underlies 67
which exceedingly delighted 87
which exceedingly mortified 59
which exceedingly perplexed 370
which exceedingly surprised 42
which exceedingly terrified 40
which excellent qualities 75
which exceptions prevented 54
which excessive population 54
which excessive production 77
which exclusive possession 85
which exclusive privilege 44
which executive committee 96
which executive directors 76
which executive discretion 578
which executive influence 103
which executive leadership 130
which executive privilege 109
which exemplify different 113
which exercised effective 94
which exercised exclusive 62
which exercised executive 286
which exercised extensive 46
which exercised important 67
which exercised influence 197
which exercised political 191
which exercised sovereign 70
which exercised themselves 47
which exercises appellate 92
which exercises compulsion 50
which exercises discretion 51
which exercises effective 143
which exercises exclusive 57
which exercises executive 253
which exercises influence 154
which exercises leadership 55
which exercises political 242
which exercises sovereign 173
which exercises unlimited 48
which exhausted themselves 139
which exhibited antiquity 105
which exhibited different 201
which exhibited excellent 96
which exhibited extensive 48
which exhibited precisely 41
which exhibited themselves 280
which existence manifests 44
which expensive equipment 80
which expensive machinery 72
which explained phenomena 73
which explosive compounds 61
which expressed admiration 125
which expressed agreement 84
which expressed amazement 54
which expressed attitudes 65
which expressed conviction 50
which expressed different 113
which expressed gratitude 257
which expressed hostility 55
which expressed opposition 202
which expressed perfectly 105
which expressed precisely 52
which expressed themselves 1997
which expressed unanimity 42
which expressed willingness 88
which expresses admirably 92
which expresses admiration 56
which expresses agreement 58
which expresses attitudes 44
which expresses character 83
which expresses concisely 49
which expresses correctly 43
which expresses different 112
which expresses existence 88
which expresses gratitude 169
which expresses happiness 50
which expresses necessary 127
which expresses opposition 58
which expresses perfectly 234
which expresses possession 50
which expresses precisely 264
which expresses primarily 44
which expresses reverence 79
which expresses spiritual 45
which expresses universal 56
which expressly addressed 41
which expressly addresses 71
which expressly advocates 54
which expressly authorized 423
which expressly authorizes 728
which expressly commanded 75
which expressly condemned 110
which expressly conferred 315
which expressly confirmed 75
which expressly describes 67
which expressly disclaims 51
which expressly empowered 59
which expressly indicates 42
which expressly maintains 51
which expressly negatives 48
which expressly overruled 115
which expressly permitted 257
which expressly precludes 70
which expressly preserved 65
which expressly preserves 105
which expressly prohibits 1086
which expressly recognize 92
which expressly repudiated 100
which expressly repudiates 67
which expressly restricts 46
which expressly sanctioned 62
which expressly stipulate 65
which extensive commercial 49
which extensive districts 80
which extensive fisheries 46
which extensive operations 54
which extensive quotations 95
which extensive reference 171
which extremely delighted 57
which extremely important 78
which extremely surprised 117
which extremist movements 57
which exultation struggled 75
which faithfully describes 63
which faithfully expressed 47
which faithfully expresses 108
which faithfully portrayed 54
which faithfully preserved 81
which faithfully preserves 143
which faithfully reflected 685
which faithfully represent 232
which faithfully reproduce 323
which favorable attitudes 64
which favorable conditions 227
which favorable responses 54
which favorably impressed 152
which favorably influence 706
which feminists themselves 49
which fertilize themselves 41
which feudalism developed 44
which feudalism inflicted 50
which flattered themselves 59
which forecasting technique 113
which formalist criticism 40
which formative evaluation 83
which fortunate resolution 47
which fourteenth amendment 44
which fractional interests 138
which frederick undertook 45
which frequency modulates 147
which frequency modulation 147
which froissart describes 117
which frontenac announced 55
which fulfilled important 42
which functional disorders 108
which functioned perfectly 159
which functioned primarily 322
which functioned regularly 60
which functioned similarly 68
which functioned throughout 232
which furnished additional 117
which furnished ammunition 47
which furnished amusement 60
which furnished arguments 70
which furnished excellent 347
which furnished herodotus 46
which furnished important 74
which furnished perpetual 47
which furnished protection 52
which furnished substance 54
which furnishes abundance 49
which furnishes additional 196
which furnishes conditions 72
which furnishes electrons 43
which furnishes emergency 57
which furnishes excellent 260
which furnishes important 62
which furnishes interesting 76
which furnishes knowledge 49
which furnishes nutriment 53
which furnishes protection 92
which generally accompany 2659
which generally accounted 61
which generally addresses 59
which generally alternate 61
which generally announced 42
which generally announces 97
which generally associates 51
which generally attempted 43
which generally attracted 124
which generally authorizes 69
which generally benefited 60
which generally coincided 280
which generally coincides 626
which generally commenced 60
which generally commences 441
which generally comprised 156
which generally comprises 365
which generally concerned 149
which generally concluded 185
which generally concludes 80
which generally condemned 69
which generally confirmed 115
which generally conformed 79
which generally considers 174
which generally consisted 1907
which generally contained 671
which generally continued 337
which generally continues 353
which generally correlate 96
which generally culminate 59
which generally described 44
which generally describes 308
which generally determine 339
which generally developed 80
which generally disallows 51
which generally disappears 391
which generally displayed 59
which generally distinguish 513
which generally dominated 49
which generally dominates 126
which generally emphasize 166
which generally encompass 79
which generally encourage 117
which generally enjoyment 40
which generally envelopes 85
which generally establish 90
which generally exercises 121
which generally exhibited 77
which generally expressed 132
which generally expresses 159
which generally furnishes 60
which generally indicated 158
which generally indicates 1122
which generally influence 535
which generally intervene 47
which generally introduce 59
which generally maintains 87
which generally manifests 226
which generally originate 194
which generally overtakes 109
which generally parallels 474
which generally performed 51
which generally permitted 91
which generally portrayed 42
which generally possessed 92
which generally possesses 149
which generally precluded 88
which generally precludes 279
which generally preferred 249
which generally presented 137
which generally preserves 67
which generally prevailed 3452
which generally prevented 102
which generally prohibits 876
which generally protrudes 52
which generally recognize 76
which generally reflected 384
which generally regulates 100
which generally reinforce 56
which generally represent 789
which generally reproduce 57
which generally resembled 99
which generally resembles 188
which generally restricts 140
which generally satisfied 84
which generally satisfies 61
which generally separated 93
which generally separates 198
which generally signifies 351
which generally specialize 42
which generally specifies 46
which generally stimulate 49
which generally succeeded 236
which generally suggested 46
which generally summarize 41
which generally supported 986
which generally surrounds 365
which generally terminate 325
which generally underlies 127
which generated additional 211
which generated different 99
which generated extensive 58
which generated hostility 52
which generated opposition 43
which generated political 125
which generated pressures 50
which generated widespread 216
which generates additional 443
which generates alternating 187
which generates awareness 47
which generates conflicts 43
which generates different 223
which generates diversity 42
which generates efficient 44
which generates electrons 66
which generates estimates 180
which generates excessive 69
which generates extremely 52
which generates harmonics 42
which generates hypotheses 83
which generates knowledge 196
which generates political 102
which generates precisely 58
which generates pressures 65
which generates production 45
which generates secondary 59
which generates sentences 118
which generates sequences 56
which generates submission 91
which generates theoretical 66
which gentlemen generally 48
which genuinely expresses 48
which genuinely interests 40
which genuinely reflected 61
which genuinely represent 72
which geographic conditions 51
which geographic proximity 54
which geological conditions 74
which geological formations 60
which geological knowledge 101
which geological phenomena 112
which geological processes 161
which geological researches 102
which geological structure 46
which geologists determine 40
which geologists recognize 45
which gladstone described 94
which glandular secretions 45
which globalizing processes 67
which graciously permitted 65
which gradually abandoned 58
which gradually abolished 86
which gradually alienated 182
which gradually assembled 65
which gradually atrophies 48
which gradually attracted 294
which gradually augmented 86
which gradually blossomed 55
which gradually brightens 97
which gradually broadened 244
which gradually clarifies 59
which gradually coalesced 235
which gradually collected 101
which gradually compelled 84
which gradually condensed 112
which gradually condenses 63
which gradually conquered 125
which gradually contracts 944
which gradually converged 99
which gradually converges 61
which gradually converted 245
which gradually convinced 195
which gradually decompose 109
which gradually descended 333
which gradually destroyed 385
which gradually developed 10460
which gradually disappears 1992
which gradually disclosed 60
which gradually discloses 63
which gradually dispersed 125
which gradually displaced 866
which gradually displaces 104
which gradually displayed 53
which gradually dissolved 344
which gradually dissolves 490
which gradually dominated 68
which gradually dominates 43
which gradually eliminate 63
which gradually encircles 57
which gradually enlighten 56
which gradually enveloped 402
which gradually envelopes 50
which gradually escalated 44
which gradually evaporate 54
which gradually exhausted 59
which gradually flattened 63
which gradually freshened 278
which gradually generates 52
which gradually impressed 65
which gradually introduce 109
which gradually liquefies 54
which gradually manifests 43
which gradually modulated 71
which gradually overcomes 67
which gradually overspread 197
which gradually penetrate 66
which gradually possessed 191
which gradually prevailed 223
which gradually quickened 57
which gradually recovered 89
which gradually separated 525
which gradually separates 302
which gradually slackened 56
which gradually strengthens 73
which gradually stretches 73
which gradually succeeded 152
which gradually surrounds 49
which gradually swallowed 42
which gradually tightened 51
which gradually transform 282
which gradually triumphed 46
which gradually undermine 148
which gradually underwent 48
which gratified beholders 62
which guarantee important 47
which guarantee political 58
which guarantee protection 116
which guarantee stability 102
which guerrilla movements 103
which guerrilla operations 48
which gunpowder naturally 47
which gymnastic exercises 55
which happiness overflows 156
which harmonize admirably 55
which harmonize perfectly 155
which hazardous chemicals 250
which hegemonic discourse 43
which hegemonic ideologies 44
which heidegger associates 48
which heidegger considers 85
which heidegger delivered 51
which heidegger described 56
which heidegger describes 375
which heidegger developed 117
which heidegger discusses 310
which heidegger expresses 59
which heidegger sometimes 46
which heightens awareness 102
which henceforth consisted 87
which henceforth continued 80
which henceforth dominated 141
which henceforth exercised 58
which henceforth permitted 44
which henceforth possessed 42
which henceforth prevailed 58
which henceforth separated 46
which herodotus considers 44
which herodotus described 298
which herodotus describes 900
which herodotus expresses 51
which herodotus expressly 50
which herodotus indicates 55
which highlight different 183
which highlight important 182
which historians attempted 41
which historians attribute 130
which historians construct 116
which historians designate 46
which historians generally 290
which historians interpret 54
which historians sometimes 134
which historians themselves 101
which historians typically 58
which hollywood producers 46
which holocaust survivors 100
which homeopathic medicines 51
which honeybees distinguish 77
which honorable gentlemen 238
which household appliances 49
which household furniture 78
which household production 158
which identical particles 46
which immaterial substance 104
which immensely impressed 105
which imperfect knowledge 125
which implement different 85
which impliedly authorizes 57
which impliedly encourage 57
which important deductions 113
which important dimensions 49
which important documents 115
which important fragments 53
which important industrial 52
which important interests 177
which important inventions 46
which important knowledge 46
which important movements 52
which important operations 86
which important political 403
which important practical 63
which important processes 63
which important resources 60
which important technical 45
which important theoretical 60
which impressed audiences 44
which impressed everybody 122
which impressed observers 86
which impressed themselves 1078
which imprinted themselves 135
which incipient organisms 61
which incorrect responses 144
which increasingly afflicted 89
which increasingly alienated 87
which increasingly attracted 167
which increasingly challenged 109
which increasingly concerned 187
which increasingly determine 91
which increasingly developed 50
which increasingly dominated 552
which increasingly dominates 290
which increasingly emphasize 63
which increasingly influence 103
which increasingly prevailed 64
which increasingly reflected 118
which increasingly resembled 151
which increasingly resembles 204
which increasingly separated 223
which increasingly separates 77
which increasingly supported 56
which inculcate important 46
which indelibly impressed 177
which indicated agreement 57
which indicated composure 44
which indicated continued 42
which indicated different 119
which indicated extensive 46
which indicated precisely 63
which indicated widespread 80
which indicated willingness 48
which indicates activation 41
which indicates additional 79
which indicates agreement 110
which indicates approaching 54
which indicates awareness 52
which indicates completion 81
which indicates compliance 53
which indicates conditions 72
which indicates continued 145
which indicates correctly 41
which indicates deposition 76
which indicates different 209
which indicates effective 41
which indicates excellent 104
which indicates excessive 115
which indicates existence 51
which indicates exquisite 61
which indicates extensive 119
which indicates extremely 64
which indicates functional 44
which indicates important 85
which indicates incipient 41
which indicates inhibition 44
which indicates intensive 57
which indicates knowledge 84
which indicates ownership 90
which indicates plurality 69
which indicates possession 118
which indicates precisely 157
which indicates pregnancy 41
which indicates primarily 42
which indicates production 48
which indicates reasonable 49
which indicates saturation 42
which indicates secondary 47
which indicates separation 40
which indicates sincerity 60
which indicates springiness 53
which indicates stability 82
which indicates widespread 81
which indigence sometimes 88
which inductive arguments 109
which inductive inference 136
which industrial accidents 151
which industrial chemicals 59
which industrial companies 205
which industrial complexes 51
which industrial conditions 127
which industrial consumers 48
which industrial countries 435
which industrial democracy 265
which industrial designers 91
which industrial districts 61
which industrial economies 75
which industrial employees 66
which industrial employers 56
which industrial equipment 91
which industrial innovation 55
which industrial insurance 92
which industrial interests 97
which industrial leadership 69
which industrial machinery 72
which industrial operations 311
which industrial practices 44
which industrial processes 285
which industrial production 4377
which industrial revolution 50
which industrial societies 514
which industrial structure 107
which industrial tribunals 78
which inelastic collisions 128
which infantile paralysis 68
which infantile sexuality 145
which infectious hepatitis 48
which infectious organisms 169
which infective organisms 56
which inflicted hardships 53
which inflicted penalties 83
which inflicted unbearable 50
which influence absorption 410
which influence adversely 40
which influence aggregate 112
which influence attitudes 310
which influence autonomic 43
which influence biological 84
which influence character 115
which influence cognitive 76
which influence commercial 155
which influence community 102
which influence compliance 51
which influence consumers 89
which influence corporate 66
which influence customers 59
which influence different 125
which influence effective 86
which influence fertility 255
which influence household 111
which influence industrial 162
which influence investors 44
which influence judgments 51
which influence leadership 78
which influence managerial 52
which influence metabolic 134
which influence mortality 189
which influence motivation 97
which influence movements 53
which influence perception 205
which influence political 291
which influence population 394
which influence processes 137
which influence production 358
which influence prognosis 484
which influence responses 76
which influence secondary 50
which influence stability 86
which influence transport 41
which influence vegetation 306
which influence vocational 49
which influence voluntary 40
which inhabited palestine 90
which inherited ignorance 53
which inhibited effective 41
which injustice exercises 112
which innervate different 53
which innervate voluntary 58
which innovation processes 68
which inorganic chemistry 82
which inorganic compounds 117
which inorganic nutrients 61
which inorganic phosphate 595
which insinuate themselves 1172
which insoluble compounds 44
which instantly attracted 359
which instantly collapsed 40
which instantly collected 42
which instantly commanded 60
which instantly commenced 76
which instantly condemned 40
which instantly converted 113
which instantly destroyed 67
which instantly disappears 64
which instantly dispelled 102
which instantly dispersed 112
which instantly disperses 41
which instantly dissolved 61
which instantly dissolves 50
which instantly enveloped 77
which instantly impressed 72
which instantly impresses 50
which instantly presented 48
which instantly responded 63
which instantly succeeded 89
which instantly suggested 176
which instantly suspended 96
which instantly swallowed 57
which instantly transform 51
which instantly transmits 40
which insurance companies 3445
which insurance contracts 154
which insurance protection 133
which integrate biological 52
which integrate different 137
which integrate knowledge 77
which intellect perceives 292
which intensely difficult 162
which interests everybody 179
which interfere materially 65
which interpose themselves 509
which interpret themselves 58
which interrupt navigation 146
which intersect obliquely 49
which intervening sequences 47
which interweave themselves 83
which intimated presently 52
which intrinsic motivation 245
which introduce additional 361
which introduce dependent 64
which introduce different 106
which introduce important 61
which introduce themselves 107
which intuitive awareness 61
which intuitive judgments 59
which intuitive knowledge 204
which intuitive moralists 40
which invariably accompany 1677
which invariably associates 45
which invariably attracted 132
which invariably concluded 82
which invariably consisted 203
which invariably contained 226
which invariably determine 52
which invariably developed 66
which invariably disappears 55
which invariably distinguish 148
which invariably generates 49
which invariably impressed 73
which invariably indicates 69
which invariably influence 173
which invariably manifests 80
which invariably possesses 56
which invariably presented 83
which invariably prevailed 50
which invariably reflected 52
which invariably represent 96
which invariably separates 43
which invariably succeeded 146
which invariably supported 45
which invariably surrounds 120
which invariably terminate 47
which irritated americans 63
which itinerant merchants 44
which jacksonian democracy 117
which jefferson advocated 77
which jefferson attempted 42
which jefferson described 168
which jefferson describes 49
which jefferson expressed 133
which jefferson professed 45
which jefferson submitted 67
which jefferson suggested 55
which josephine possessed 51
which judicially manageable 342
which justified dismissal 44
which justified revolution 45
which justified themselves 115
which justifies classifying 111
which justifies considering 60
which justifies different 49
which justifies dismissal 68
which justifies political 50
which justifies rescission 45
which justifies restricting 73
which justifies submission 43
which knowledge developed 63
which knowledge generated 72
which knowledge generates 44
which knowledge gradually 59
which knowledge production 272
which knowledge resources 64
which lafayette responded 89
which lancaster supported 64
which leadership qualities 79
which leicester conceived 48
which leicester expressed 44
which leicester possessed 83
which liberally supported 167
which liberated themselves 70
which liberates electrons 88
which liberates histamine 87
which liberates inorganic 113
which liberation movements 126
which libidinal excitation 90
which libraries subscribe 44
which liquefied petroleum 53
which literally blackened 80
which literally decimated 135
which literally describes 121
which literally destroyed 63
which literally expresses 77
which literally indicates 44
which literally persuaded 65
which literally signified 55
which literally signifies 3975
which literally surrounds 48
which literally translate 77
which literally whispered 40
which liverpool merchants 53
which livestock operations 48
which livestock producers 47
which livestock production 157
which livingstone describes 44
which logically justifies 320
which logically precludes 51
which longfellow describes 41
which lucretius describes 145
which machinery transfers 75
which macmillan published 158
which magically surrounds 45
which magnesium carbonate 89
which magnesium hydroxide 206
which mainframe computers 52
which mainstream economics 194
which mainstream political 100
which maintains abundance 52
which maintains alignment 42
which maintains combustion 181
which maintains excellent 48
which maintains extensive 88
which maintains permanent 58
which maintains political 40
which maintains pregnancy 54
which maintains stability 129
which maintains standards 81
which maintains throughout 124
which malignant melanomas 46
which managerial discretion 96
which managerial personnel 98
which managerial practices 86
which manifests different 45
which masculine dominance 51
which masculine domination 53
which masculine faculties 41
which materially adversely 81
which materially augmented 53
which materially benefited 78
which materially concerned 144
which materially distinguish 95
which materially influence 630
which materially interfere 256
which materially lightened 62
which materially shortened 48
which materially strengthens 79
which maternity witnesses 47
which maximizes aggregate 217
which maximizes happiness 91
which maximizes production 56
which maximizes throughput 46
which mechanism dominates 142
which metabolic processes 811
which middleton expresses 42
which migratory movements 44
which minimizes disruption 59
which minimizes distortion 180
which minimizes expression 57
which minimizes inventory 55
which minimizes production 66
which minimizes transport 58
which ministers themselves 176
which miserable intervals 85
which missionary influence 41
which missionary operations 83
which missionary societies 164
which modernity partitions 42
which molecular attraction 90
which molecular biologists 181
which molecular collisions 57
which molecular movements 51
which molecular processes 71
which molecular structure 169
which molecular vibrations 110
which molecular viscosity 55
which molecules dissociate 57
which molecules evaporate 140
which montaigne continued 73
which montaigne describes 133
which montaigne expresses 42
which montezuma presented 48
which motivates employees 87
which mountains fascinate 109
which municipal employees 78
which municipal ownership 217
which municipal reformers 45
which mussolini described 40
which myocardial infarction 204
which narrative discourse 134
which narrative structure 111
which nationally organized 41
which naturally accompany 901
which naturally alienated 43
which naturally appertain 54
which naturally associated 41
which naturally associates 65
which naturally attempted 46
which naturally attracted 947
which naturally coincides 75
which naturally commended 64
which naturally concerned 139
which naturally conducted 45
which naturally confirmed 86
which naturally connected 42
which naturally consisted 49
which naturally contained 186
which naturally continued 90
which naturally continues 74
which naturally delighted 107
which naturally determine 470
which naturally developed 303
which naturally displeased 49
which naturally distinguish 42
which naturally disturbed 43
which naturally embarrass 48
which naturally encourage 45
which naturally engendered 43
which naturally establish 162
which naturally exercised 63
which naturally exercises 69
which naturally explained 44
which naturally expressed 78
which naturally expresses 230
which naturally furnished 97
which naturally generated 70
which naturally generates 86
which naturally gravitate 62
which naturally impressed 105
which naturally indicates 86
which naturally influence 123
which naturally infuriated 165
which naturally interests 117
which naturally introduce 347
which naturally irritated 186
which naturally manifests 50
which naturally occasioned 212
which naturally originate 95
which naturally performed 42
which naturally possessed 62
which naturally possesses 248
which naturally precludes 69
which naturally preferred 85
which naturally presented 647
which naturally prevailed 141
which naturally prevented 116
which naturally reflected 178
which naturally represent 85
which naturally restricts 55
which naturally separates 77
which naturally signifies 77
which naturally stimulate 49
which naturally strengthens 80
which naturally subsisted 51
which naturally succeeded 133
which naturally suggested 1006
which naturally supported 81
which naturally surprised 122
which naturally surrounds 83
which naturally terminate 136
which naturally whispered 71
which necessary conditions 117
which necessary existence 141
which necessary resources 92
which necessity compelled 496
which necessity sometimes 201
which necessity suggested 46
which negotiated agreement 43
which negotiated contracts 72
which negotiates contracts 59
which neighboring countries 155
which networked computers 83
which newspaper advertising 88
which newspaper reporters 233
which nietzsche associated 46
which nietzsche associates 89
which nietzsche conceives 48
which nietzsche considers 134
which nietzsche denounced 45
which nietzsche described 328
which nietzsche describes 364
which nietzsche developed 65
which nietzsche discusses 111
which nietzsche expressed 61
which nietzsche expresses 87
which nietzsche repeatedly 49
which nietzsche sometimes 78
which nominally contained 57
which nominated cleveland 115
which nominated mcclellan 115
which nominated president 194
which nominated roosevelt 176
which nominated rutherford 47
which normative consensus 46
which normative judgments 124
which normative standards 212
which nourishes vegetation 51
which nucleotide sequences 132
which numerical estimates 91
which numerical operations 58
which objectify themselves 51
which objective conditions 304
which objective existence 71
which objective knowledge 385
which objective standards 118
which observers described 43
which observers elsewhere 68
which observers interpret 42
which obstructs knowledge 45
which obstructs navigation 108
which occasional reference 295
which occasioned universal 81
which occasioned widespread 46
which offenders convicted 71
which offenders sentenced 113
which offensive operations 295
which officially abolished 141
which officially announced 164
which officially authorized 53
which officially commenced 62
which officially committed 52
which officially concluded 51
which officially condemned 89
which officially confirmed 76
which officially dissolved 47
which officially recognize 81
which officially sanctioned 230
which officially separated 84
which officially sponsored 41
which officially supported 80
which officially tolerated 44
which olfactory sensations 54
which operative procedure 115
which opposition developed 53
which opposition movements 48
which opposition political 77
which oppressed innocence 54
which oppression generates 112
which optimally satisfies 42
which ordinates represent 272
which organisms developed 41
which organisms reproduce 416
which organized community 59
which organized criminals 64
which organized industrial 43
which organized interests 442
which organized knowledge 94
which organized opposition 136
which organized political 172
which organized production 67
which organized societies 78
which organized themselves 262
which organizes community 53
which organizes domination 79
which organizes knowledge 73
which organizes perception 313
which organizes practices 73
which organizes production 148
which orientate themselves 106
which originate elsewhere 334
which originate primarily 206
which outwardly manifests 41
which outwardly resembled 133
which outwardly resembles 256
which outweighs artillery 53
which overcomes obstacles 197
which overlooks jerusalem 95
which overlooks portsmouth 111
which ownership interests 119
which ownership structure 63
which parameter estimates 537
which parameter estimation 82
which paramount allegiance 79
which parasitic organisms 95
which parliament abolished 41
which parliament appointed 48
which parliament assembled 49
which parliament attempted 82
which parliament authorized 77
which parliament confirmed 43
which parliament considers 66
which parliament exercised 109
which parliament exercises 864
which parliament possessed 138
which parliament possesses 278
which parliament presented 60
which parliament proceeded 45
which parliament sanctioned 103
which parliament undertook 135
which particles penetrate 57
which particles suspended 78
which pathogenic organisms 455
which patriotism conceived 47
which patronage dividends 48
which peacekeeping operations 100
which peculiarly appertain 81
which peculiarly attracted 100
which peculiarly concerned 459
which peculiarly distinguish 407
which peculiarly qualified 162
which peculiarly qualifies 52
which penetrate throughout 80
which perceived themselves 122
which perceives necessary 41
which perception furnishes 49
which perfectly astounded 171
which perfectly coincided 90
which perfectly coincides 236
which perfectly commanded 130
which perfectly competent 41
which perfectly completed 53
which perfectly described 89
which perfectly describes 497
which perfectly enchanted 145
which perfectly exemplify 64
which perfectly explained 85
which perfectly expressed 335
which perfectly expresses 782
which perfectly fulfilled 68
which perfectly justified 102
which perfectly preserves 49
which perfectly reasonable 40
which perfectly reflected 174
which perfectly represent 252
which perfectly resembled 282
which perfectly resembles 359
which perfectly satisfied 546
which perfectly satisfies 347
which perfectly succeeded 203
which performed admirably 74
which performed different 74
which performed extremely 70
which performed important 120
which performed prodigies 43
which performed regularly 129
which performed throughout 72
which perinatal mortality 51
which permanent allegiance 48
which permanent employees 63
which permanent influence 96
which permanent magnetism 51
which permanent paralysis 61
which permanent political 78
which permanent residence 183
which permanent residents 81
which permitted actresses 49
which permitted additional 75
which permitted americans 56
which permitted automated 91
which permitted automatic 46
which permitted christians 68
which permitted collection 49
which permitted commercial 94
which permitted companies 136
which permitted completion 48
which permitted continued 93
which permitted countries 69
which permitted creditors 45
which permitted customers 62
which permitted deductions 43
which permitted different 118
which permitted discharge 51
which permitted economies 55
which permitted effective 97
which permitted efficient 52
which permitted employees 100
which permitted employers 239
which permitted evaluation 56
which permitted exceptions 40
which permitted extensive 169
which permitted landlords 57
which permitted merchants 69
which permitted operations 50
which permitted political 114
which permitted prisoners 55
which permitted producers 75
which permitted production 66
which permitted railroads 65
which permitted separation 71
which permitted taxpayers 79
which permitted temporary 40
which permitted unlimited 183
which permitted voluntary 59
which permitted widespread 41
which permitted withdrawal 44
which perpetual repetition 70
which persisted throughout 4830
which personnel practices 60
which persuaded president 58
which pertained especially 48
which pertained primarily 64
which petitioned parliament 84
which petitioner allegedly 88
which petitioner challenges 48
which petitioner complains 145
which petitioner presented 78
