wad vindicate nae 116
was backdated to 1040
was backpacking in 109
was backsliding in 49
was backsliding on 169
was backstage at 525
was backstage in 202
was backstage to 48
was backwards in 112
was backwards on 41
was backwards to 42
was ballasted by 123
was ballasted so 109
was ballasted to 137
was ballyhooed as 460
was ballyhooed by 64
was ballyhooed in 59
was baltimore in 64
was bamboozling me 57
was bankrolling the 310
was bankrupting the 448
was banqueted at 173
was banqueted by 345
was banqueted in 142
was barbarism to 45
was barbarity to 94
was barbarous as 126
was barbarous in 871
was barbarous or 139
was barbarous to 764
was barbecued in 44
was barbecued on 43
was barefaced in 60
was bareheaded as 135
was bareheaded in 57
was bargained in 44
was barracked by 107
was barracked in 89
was barricading the 130
was bartender at 91
was basically an 17754
was basically as 1876
was basically at 808
was basically by 305
was basically in 7566
was basically it 547
was basically me 120
was basically my 622
was basically no 3671
was basically of 1482
was basically ok 55
was basically on 2451
was basically so 507
was basically the 28402
was basically to 4171
was basically up 270
was bayoneted as 94
was bayoneted at 100
was bayoneted by 565
was bayoneted in 665
was bayoneted on 102
was bayoneted to 585
was beautified at 66
was beautified by 1539
was beautified in 240
was beclouded by 661
was beclouded in 43
was bedazzled by 541
was bedeviled by 2540
was bedfellow to 254
was bedridden as 198
was bedridden at 540
was bedridden by 238
was bedridden he 42
was bedridden in 686
was bedridden on 54
was bedridden or 141
was bedridden the 108
was beelzebub in 41
was befriending no 42
was befriending the 179
was befuddled as 138
was befuddled at 43
was befuddled by 712
was befuddled to 43
was begrudged by 97
was begrudged to 104
was behavioral in 64
was belabored by 168
was belabored in 54
was belatedly to 122
was beleaguering it 136
was beleaguering the 145
was belittled as 479
was belittled by 723
was belittled in 250
was belittled or 83
was bellicose in 131
was beneficial as 1250
was beneficial at 663
was beneficial by 101
was beneficial if 140
was beneficial in 7778
was beneficial is 275
was beneficial on 219
was beneficial or 1535
was beneficial to 32411
was benefited as 235
was benefited at 112
was benefited by 5986
was benefited in 764
was benefited or 120
was benefited the 44
was benefited to 221
was benighted at 65
was benighted in 515
was benighted on 445
was besmirching the 108
was betokened by 633
was betokened in 65
was bewildering as 72
was bewildering at 81
was bewildering in 1369
was bewildering on 47
was bewildering the 93
was bewildering to 2008
was bewitched as 105
was bewitched at 79
was bewitched by 6453
was bewitched in 288
was bewitched or 445
was bewitched so 52
was bewitched to 263
was bicameral in 67
was bilateral in 1556
was bilateral or 148
was biological as 86
was biological in 280
was biological or 331
was birthplace of 136
was bitterest in 99
was bitterest of 184
was bivouacking at 94
was bivouacking in 218
was bivouacking on 108
was blackened as 736
was blackened at 86
was blackened by 4527
was blackened in 994
was blackened on 262
was blackened or 97
was blackened so 45
was blackened to 284
was blackmail in 46
was blackmail of 86
was blackmail on 46
was blackness as 53
was blackness in 113
was blackness of 94
was blacksmith to 58
was blameless as 353
was blameless in 1958
was blameless of 184
was blameless or 59
was blameless to 62
was blanketed by 2417
was blanketed in 5136
was blaspheming the 90
was blasphemy in 616
was blasphemy of 109
was blasphemy or 63
was blasphemy to 1710
was blatantly at 52
was blatantly in 63
was blatantly the 47
was blemished by 888
was blemished in 446
was blindness in 130
was blindness of 62
was blindness on 43
was blindness or 51
was blindness to 228
was blinkered by 225
was blistered as 108
was blistered by 427
was blistered in 334
was blistered on 295
was blistered to 46
was blockaded as 63
was blockaded at 1041
was blockaded by 8892
was blockaded in 7165
was blockaded on 504
was blockaded or 56
was blockaded so 127
was blockaded to 117
was bloodless as 216
was bloodless in 87
was bloodshed at 86
was bloodshed in 347
was bloodshed on 140
was bludgeoned by 270
was bludgeoned in 135
was bludgeoned to 1864
was boatswain of 271
was boatswain on 91
was bodyguard to 117
was bolstered as 287
was bolstered at 123
was bolstered by 22160
was bolstered in 2776
was bolstered on 124
was bolstered to 91
was bolstered up 3107
was bombarded as 216
was bombarded at 326
was bombarded by 13286
was bombarded in 1127
was bombarded on 794
was bombarded so 105
was bombarded the 94
was bombarded to 179
was bombastic in 49
was bonaparte in 93
was bonaparte of 40
was bonaparte to 79
was bothersome at 52
was bothersome in 73
was bothersome to 624
was boundless as 763
was boundless at 110
was boundless in 729
was boundless on 99
was boundless to 51
was bountiful as 51
was bountiful in 440
was bountiful to 474
was boycotted as 167
was boycotted at 51
was boycotted by 9081
was boycotted in 524
was boycotted on 47
was boycotted so 109
was bracketed as 195
was bracketed at 58
was bracketed by 1945
was bracketed in 735
was bracketed on 301
was bracketed to 287
was brandishing an 397
was brandishing at 55
was brandishing in 113
was brandishing it 427
was brandishing my 70
was brandishing the 789
was breakfasting as 93
was breakfasting at 1130
was breakfasting by 110
was breakfasting in 2419
was breakfasting on 1507
was breakfasting the 106
was breakfasting to 42
was brevetted as 204
was brevetted by 48
was brevetted in 51
was brevetted to 360
was brigadier of 222
was brightening as 277
was brightening at 61
was brightening by 52
was brightening in 675
was brightening the 805
was brightening to 176
was brightening up 663
was brightest at 165
was brightest in 694
was brightest of 114
was brightest on 96
was brightest the 41
was brilliance in 102
was broadcast as 2901
was broadcast at 2090
was broadcast by 10859
was broadcast in 20307
was broadcast it 68
was broadcast of 81
was broadcast on 43626
was broadcast or 298
was broadcast so 135
was broadcast the 675
was broadcast to 5652
was broadcast up 40
was broadcast via 310
was broadened as 808
was broadened at 228
was broadened by 5302
was broadened in 8083
was broadened on 170
was broadened so 1480
was broadened the 51
was broadened to 19717
was broadside on 1626
was broadside to 723
was browbeaten by 465
was brusquely to 48
was brutality in 101
was brutality on 89
was brutalizing the 67
was bulldozed by 317
was bulldozed in 955
was bulldozed to 591
was burgundian by 42
was burlesque in 57
was burlesquing the 157
was burnished as 201
was burnished by 407
was burnished in 156
was burnished on 141
was burnished to 386
was butchered as 237
was butchered at 409
was butchered by 1525
was butchered in 1427
was butchered on 907
was butchered or 102
was butchered the 45
was butchered to 429
was buttressing the 114
was byzantine in 739
was byzantine or 44
was byzantium or 47
was calcified in 166
was calculate the 193
was calculating as 258
was calculating at 50
was calculating by 49
was calculating in 808
was calculating it 91
was calculating my 241
was calculating on 1210
was calculating the 3341
was calculating to 528
was calibrating the 89
was california in 321
was california joe 112
was california or 63
was california the 43
was california to 71
was calloused to 58
was calumniating the 63
was calvinism in 151
was calvinism of 88
was calvinist in 529
was cambridge in 45
was cameraman on 58
was campaigning as 806
was campaigning at 353
was campaigning by 50
was campaigning he 41
was campaigning in 12787
was campaigning on 2204
was campaigning so 128
was campaigning the 57
was campaigning to 1530
was canaanite in 53
was canaanite or 43
was canalized by 120
was canalized in 150
was canalized to 132
was cancerous in 72
was cancerous or 141
was candidate at 84
was candidate by 65
was candidate in 86
was candidate of 367
was candidate on 101
was candidate to 54
was cannonading in 50
was cannonading it 64
was cannonading the 180
was canonical in 126
was canonical or 71
was canonized as 7776
was canonized at 615
was canonized by 10907
was canonized in 17059
was canonized on 840
was canonized the 160
was canvassed as 633
was canvassed at 338
was canvassed by 1368
was canvassed in 3513
was canvassed of 66
was canvassed on 436
was canvassed the 48
was canvassed to 329
was caparison of 43
was capricious as 181
was capricious at 63
was capricious in 932
was capricious or 281
was capricious to 59
was captained by 4116
was captivating as 138
was captivating by 104
was captivating in 294
was captivating the 215
was captivating to 468
was captivity in 50
was carbonate of 410
was carcinoma in 292
was carcinoma of 580
was carefully co 221
was carefully if 53
was carefully in 213
was carefully on 113
was carefully re 1008
was carefully to 1611
was caretaker at 238
was caretaker in 69
was caretaker of 845
was carpenter in 73
was carpenter of 64
was carpenter on 56
was carpenter to 59
was cartooned as 168
was cartooned by 61
was cartooned in 108
was cashiered as 209
was cashiered at 50
was cashiered by 665
was cashiered in 543
was cashiered of 48
was cashiered on 323
was cashiered the 143
was castigating the 491
was castrated as 311
was castrated at 320
was castrated by 1032
was castrated in 740
was castrated on 84
was castrated or 53
was castrated to 46
was cataloged as 531
was cataloged by 261
was cataloged in 400
was catalytic in 563
was catalytic to 79
was catalyzed at 47
was catalyzed by 4266
was catalyzed in 187
was catalyzed to 47
was catechist at 58
was catechist in 55
was catechizing the 53
was causative in 153
was causative of 274
was causative or 40
was causeless as 140
was cautiously in 81
was cautiously re 101
was cautiously to 114
was cavernous in 46
was celebrant at 154
was celebrant of 307
was celebrating an 395
was celebrating as 254
was celebrating at 605
was celebrating by 153
was celebrating in 2518
was celebrating it 328
was celebrating my 1319
was celebrating on 417
was celebrating or 52
was celebrating the 16333
was censorious of 252
was centrally at 105
was centrally co 50
was centrally the 46
was centuries in 862
was centuries of 268
was ceremonial in 305
was ceremonial or 99
was certainly an 74064
was certainly as 26340
was certainly at 12081
was certainly by 5822
was certainly co 120
was certainly ex 43
was certainly he 1073
was certainly in 124200
was certainly it 274
was certainly king 157
was certainly me 74
was certainly mr 47
was certainly my 3578
was certainly no 213873
was certainly of 14989
was certainly on 19191
was certainly or 97
was certainly re 167
was certainly so 13697
was certainly the 209725
was certainly tho 81
was certainly to 16949
was certainly up 1769
was certainty as 133
was certainty in 345
was certainty of 760
was certainty on 46
was certainty the 66
was certainty to 72
was certified as 17098
was certified at 446
was certified by 11117
was certified in 7215
was certified it 53
was certified of 1127
was certified on 1774
was certified or 192
was certified the 255
was certified to 7536
was certified up 52
was certitude in 46
was chagrined as 158
was chagrined at 3082
was chagrined by 1784
was chagrined in 127
was chagrined on 77
was chagrined or 58
was chagrined the 41
was chagrined to 6856
was challenged as 18928
was challenged at 3034
was challenged by 114862
was challenged he 315
was challenged if 60
was challenged in 64476
was challenged is 45
was challenged it 163
was challenged no 44
was challenged of 105
was challenged on 24598
was challenged or 699
was challenged so 197
was challenged the 468
was challenged to 18530
was chambered in 212
was chambered to 98
was champagne at 108
was champagne in 337
was champagne on 187
was champagne or 51
was champagne to 134
was championed as 1640
was championed at 162
was championed by 14365
was championed in 2959
was championed on 121
was changeless in 195
was channeled as 45
was channeled by 949
was channeled in 1588
was channeled on 46
was channeled to 3488
was channeled via 76
was chaperoning the 183
was character as 52
was character in 446
was character of 335
was chargeable as 744
was chargeable at 274
was chargeable by 78
was chargeable in 370
was chargeable on 1901
was chargeable to 3973
was charioteer of 46
was charioteer to 104
was charlotte in 140
was charlotte of 68
was charlotte to 63
was chartered as 20774
was chartered at 3243
was chartered by 21783
was chartered he 44
was chartered in 68867
was chartered it 80
was chartered of 72
was chartered on 8884
was chartered or 212
was chartered the 551
was chartered to 11944
was chastened by 2666
was chastened in 101
was chastened or 91
was chastened to 231
was chastised as 725
was chastised at 67
was chastised by 3450
was chastised in 446
was chastised on 69
was chauffeur to 189
was checkered at 63
was checkered by 550
was cheerless as 100
was cheerless at 81
was cheerless in 295
was cheerless to 77
was chemistry in 42
was chemistry or 49
was chemistry to 55
was cherished as 4888
was cherished at 310
was cherished by 9314
was cherished in 2847
was cherished is 61
was cherished of 173
was cherished on 94
was cherished or 72
was cherished so 62
was cherished the 104
was cherished to 244
was chevalier of 113
was chieftain in 48
was chieftain of 559
was childhood in 52
was childless as 47
was childless at 169
was childless by 161
was childless he 191
was childless in 190
was childless it 50
was childless or 211
was childless so 41
was childless the 88
was childless to 141
was childlike as 89
was childlike in 1047
was chivalric in 89
was chocolate in 133
was chocolate on 86
was chocolate or 57
was choppered to 49
was chorister at 87
was chorister in 79
was chorister of 148
was christening the 70
was christina in 60
was christina of 141
was christine of 71
was christmas as 98
was christmas at 220
was christmas by 42
was christmas in 960
was christmas of 278
was christmas on 99
was christmas or 504
was christmas so 42
was christmas the 100
was christmas to 208
was chronicling the 377
was churchill at 105
was churchill by 48
was churchill in 154
was churchill so 91
was churchill the 95
was churchill to 104
was cinematic in 55
was circulating an 111
was circulating as 566
was circulating at 913
was circulating by 177
was circulating in 14956
was circulating it 95
was circulating of 70
was circulating on 809
was circulating so 57
was circulating the 718
was circulating to 480
was cirrhosis of 346
was civilized at 63
was civilized by 482
was civilized in 298
was civilized or 112
was civilized to 133
was claimable by 58
was clamorous as 82
was clamorous in 337
was clamorous to 374
was clarendon to 83
was clarified as 1399
was clarified at 535
was clarified by 10951
was clarified in 12154
was clarified on 276
was clarified or 51
was clarified so 178
was clarified the 135
was clarified to 1099
was classical as 45
was classical in 1755
was classical or 225
was classical to 70
was classifying the 261
was classless in 46
was classmate of 56
was clergyman at 44
was clergyman of 136
was clergyman so 47
was cleveland in 63
was cleveland or 42
was cleverest at 69
was climactic in 83
was clobbered by 544
was clobbered in 294
was clobbered on 64
was clockwise in 68
was clockwise or 91
was closeness of 66
was closeness to 179
was cloudless as 289
was cloudless at 58
was cloudless in 82
was cloudless the 49
was clustered at 322
was clustered by 109
was clustered in 2695
was clustered on 644
was clustered the 79
was cluttered as 110
was cluttered by 274
was cluttered in 93
was cluttered up 1478
was coadjutor of 170
was coadjutor to 287
was coagulating in 42
was coagulating on 70
was coarsened by 184
was coauthored by 1986
was codenamed the 57
was coexistent in 44
was cogitated in 112
was cognitive in 103
was cognizant at 70
was cognizant in 135
was cognizant of 20991
was coherence in 58
was coincided in 137
was coleridge at 68
was coleridge in 42
was collapsed as 142
was collapsed at 96
was collapsed by 334
was collapsed in 1296
was collapsed on 871
was collapsed so 46
was collapsed to 532
was collected an 231
was collected as 16946
was collected at 71710
was collected by 85506
was collected he 77
was collected if 67
was collected in 206844
was collected is 1144
was collected it 443
was collected no 121
was collected of 703
was collected on 68961
was collected or 1565
was collected so 730
was collected the 2008
was collected to 9790
was collected up 668
was collected via 1207
was collected we 69
was collection of 765
was collector at 323
was collector in 153
was collector of 6977
was collegiate in 87
was colloidal in 42
was colloquial in 76
was collusive in 47
was collusive or 101
was colonized as 524
was colonized at 441
was colonized by 16135
was colonized in 4227
was colonized on 117
was colonized or 49
was colonized the 75
was colonized to 88
was colorless as 534
was colorless at 47
was colorless in 152
was colorless or 75
was colorless to 42
was combative by 86
was combative in 171
was combative or 43
was combusted at 89
was combusted in 244
was combusted to 96
was comforted as 718
was comforted at 465
was comforted by 22072
was comforted in 6441
was comforted of 381
was comforted on 374
was comforted or 43
was comforted to 3373
was commanded as 834
was commanded at 1707
was commanded by 220188
was commanded in 8700
was commanded is 106
was commanded me 226
was commanded no 149
was commanded of 1497
was commanded on 2905
was commanded or 319
was commanded so 405
was commanded the 511
was commanded to 89171
was commanded up 94
was commanded us 133
was commander at 769
was commander in 9254
was commander of 39412
was commander on 152
was commander or 61
was commenced an 144
was commenced as 5394
was commenced at 15783
was commenced by 38576
was commenced he 175
was commenced if 47
was commenced in 158215
was commenced is 352
was commenced it 446
was commenced no 116
was commenced of 547
was commenced on 44898
was commenced or 1267
was commenced so 422
was commenced the 4988
was commenced to 3147
was commenced we 48
was commended as 4945
was commended at 316
was commended by 13690
was commended in 5638
was commended of 101
was commended on 849
was commended or 76
was commended to 5737
was commented as 105
was commented at 99
was commented by 2134
was commented in 503
was commented on 59123
was commercial as 822
was commercial in 862
was commercial or 316
was commissar of 1077
was commission of 68
was committal to 75
was committed an 143
was committed as 8870
was committed at 19992
was committed be 414
was committed by 67671
was committed do 58
was committed he 877
was committed if 422
was committed in 98808
was committed is 2836
was committed it 530
was committed no 232
was committed of 1400
was committed on 34044
was committed or 13199
was committed so 1326
was committed the 13635
was committed to 424965
was committed up 237
was committed we 55
was committee of 56
was committee on 63
was commodious as 278
was commodious in 82
was commodious to 52
was commodore in 171
was commodore of 1335
was commodore on 53
was commonest at 77
was commonest in 739
was commonest of 45
was communism as 108
was communism in 395
was communism or 55
was communism to 48
was communist in 429
was communist or 514
was community in 194
was community of 844
was community or 135
was compacted as 108
was compacted at 295
was compacted by 934
was compacted in 1410
was compacted of 217
was compacted on 83
was compacted to 695
was compassed by 914
was compassed in 560
was compassed on 49
was compassed so 66
was compassion as 53
was compassion in 960
was compassion on 41
was compassion or 76
was compassion to 42
was compelled as 1440
was compelled at 5300
was compelled by 63289
was compelled in 14827
was compelled lo 251
was compelled me 49
was compelled of 272
was compelled on 1789
was compelled or 487
was compelled so 667
was compelled the 198
was compelled to 1094606
was competent as 1762
was competent at 1468
was competent by 184
was competent he 50
was competent if 138
was competent in 4392
was competent of 142
was competent on 376
was competent or 629
was competent so 89
was competent the 51
was competent to 61746
was complaining as 714
was complaining at 651
was complaining by 66
was complaining he 206
was complaining in 3419
was complaining it 52
was complaining of 37325
was complaining on 211
was complaining or 207
was complaining so 373
was complaining the 420
was complaining to 10489
was complaint at 72
was complaint by 68
was complaint in 171
was complaint of 840
was complaint on 115
was complaint to 53
was completed an 760
was completed as 27705
was completed at 106663
was completed by 212094
was completed ca 119
was completed do 46
was completed he 9918
was completed if 160
was completed in 1184189
was completed is 1299
was completed it 7725
was completed king 41
was completed la 43
was completed my 233
was completed no 946
was completed of 1365
was completed on 143645
was completed or 4445
was completed so 3627
was completed the 33963
was completed to 27048
was completed up 1552
was completed via 191
was completed we 2456
was completion of 1185
was compliance by 45
was compliance in 57
was compliance or 42
was compliance to 65
was complicit in 7983
was component of 56
was composite in 204
was composite of 76
was composted in 86
was compounding at 48
was compounding my 51
was compounding the 593
was compressing it 48
was compressing the 703
was comprised an 55
was comprised as 379
was comprised at 80
was comprised by 815
was comprised in 13415
was comprised of 89705
was comprised on 71
was comprised the 450
was comprised to 59
was compulsion in 120
was compulsion to 112
was conceited as 118
was conceited in 175
was conceited of 104
was conceited or 85
was conceited to 91
was conceived an 164
was conceived as 271216
was conceived at 7836
was conceived by 69691
was conceived he 274
was conceived if 116
was conceived in 184519
was conceived is 581
was conceived it 455
was conceived my 48
was conceived no 232
was conceived of 50604
was conceived on 16796
was conceived or 1296
was conceived so 1438
was conceived the 2767
was conceived to 40435
was conceived up 66
was conceived via 71
was conceived we 112
was conception of 54
was concerned an 328
was concerned as 15218
was concerned at 14403
was concerned be 101
was concerned by 9900
was concerned he 17946
was concerned if 947
was concerned in 125700
was concerned is 1127
was concerned it 18452
was concerned my 755
was concerned no 2430
was concerned of 537
was concerned on 2885
was concerned or 1214
was concerned so 1060
was concerned the 35400
was concerned to 77674
was concerned up 130
was concerned we 2470
was concerted at 403
was concerted by 1610
was concerted in 1447
was concerted on 87
was concerted the 161
was concerted to 663
was concession to 131
was concierge in 55
was concierge of 45
was conciliating the 191
was concluded an 364
was concluded as 4932
was concluded at 31927
was concluded be 322
was concluded by 42846
was concluded he 3016
was concluded if 96
was concluded in 133952
was concluded is 282
was concluded it 777
was concluded my 74
was concluded no 155
was concluded of 311
was concluded on 69376
was concluded or 1701
was concluded so 685
was concluded the 9609
was concluded to 16033
was concluded we 637
was conclusion of 89
was concocted as 450
was concocted at 486
was concocted by 4826
was concocted in 4877
was concocted of 316
was concocted on 165
was concocted or 41
was concocted so 104
was concocted the 227
was concocted to 1612
was concreted by 68
was concreted in 526
was concreted to 58
was concubine to 285
was concurred by 139
was concurred in 19192
was concussed by 133
was concussed in 60
was concussion of 331
was condemned as 96280
was condemned at 9135
was condemned by 101456
was condemned en 85
was condemned he 330
was condemned if 114
was condemned in 54831
was condemned is 204
was condemned it 96
was condemned no 46
was condemned of 931
was condemned on 14136
was condemned or 1189
was condemned so 447
was condemned the 690
was condemned to 225895
was condensed as 522
was condensed at 874
was condensed by 2161
was condensed in 9056
was condensed on 1801
was condensed or 193
was condensed so 100
was condensed the 189
was condensed to 1849
was conditioning the 242
was conditions in 144
was conditions of 117
was conducive in 196
was conducive of 233
was conducive or 80
was conducive to 39909
was conducted an 146
was conducted as 50240
was conducted at 148320
was conducted by 331079
was conducted en 104
was conducted ex 114
was conducted he 110
was conducted if 106
was conducted in 675355
was conducted is 2132
was conducted it 374
was conducted no 206
was conducted of 7532
was conducted on 203222
was conducted or 1139
was conducted so 4789
was conducted the 2638
was conducted to 165349
was conducted up 4115
was conducted via 1714
was conducted we 180
was conductor at 1133
was conductor in 199
was conductor of 5887
was conductor on 411
was conductor to 69
was conferred an 358
was conferred as 2351
was conferred at 1635
was conferred by 22693
was conferred in 7734
was conferred is 124
was conferred of 155
was conferred on 167939
was conferred or 376
was conferred so 84
was conferred the 6604
was conferred to 1515
was confessed as 475
was confessed at 200
was confessed by 3621
was confessed in 708
was confessed of 88
was confessed on 433
was confessed or 59
was confessed the 86
was confessed to 1504
was confession in 102
was confession of 338
was confession to 87
was confessor at 163
was confessor in 106
was confessor of 293
was confessor to 2721
was confidant of 81
was confidant to 51
was confident an 100
was confident as 1948
was confident at 680
was confident by 193
was confident he 19125
was confident if 167
was confident in 12440
was confident it 5232
was confident my 359
was confident no 1670
was confident of 44865
was confident on 287
was confident or 92
was confident the 9842
was confident to 1087
was confident we 1693
was confirmed an 165
was confirmed as 56186
was confirmed at 41729
was confirmed by 476935
was confirmed he 498
was confirmed if 198
was confirmed in 336870
was confirmed is 100
was confirmed it 243
was confirmed king 92
was confirmed my 46
was confirmed no 222
was confirmed of 638
was confirmed on 34769
was confirmed or 1334
was confirmed so 302
was confirmed the 4330
was confirmed to 29088
was confirmed up 117
was confirmed via 367
was confirmed we 47
was conflated by 48
was conflated in 88
was conflicting as 1945
was conflicting in 127
was conflicting on 448
was conflicting or 89
was confluent on 55
was conformed by 136
was conformed in 113
was conformed to 2182
was confounding the 471
was confounding to 209
was confronting an 538
was confronting at 222
was confronting in 426
was confronting it 107
was confronting me 377
was confronting my 137
was confronting on 41
was confronting the 4740
was confronting us 211
was congenital in 289
was congenital or 527
was congregating at 59
was congregating in 227
was congruence in 52
was conjoined an 51
was conjoined by 97
was conjoined in 724
was conjoined the 174
was conjoined to 1008
was conjugating the 45
was connected an 307
was connected as 4758
was connected at 3211
was connected by 41827
was connected he 214
was connected in 20714
was connected is 182
was connected it 58
was connected no 137
was connected of 59
was connected on 2794
was connected or 552
was connected so 892
was connected the 2701
was connected to 176510
was connected up 3140
was connected via 1484
was connected we 42
was connection by 45
was connection to 77
was conquered as 994
was conquered at 1976
was conquered by 94156
was conquered he 252
was conquered in 24437
was conquered is 99
was conquered it 237
was conquered no 105
was conquered on 1457
was conquered or 625
was conquered so 214
was conquered the 686
was conquered to 243
was conquered we 52
was conqueror at 81
was conqueror in 638
was conqueror of 319
was consensus as 210
was consensus at 138
was consensus by 46
was consensus in 652
was consensus of 219
was consensus on 1871
was consensus or 68
was consensus to 75
was consented by 46
was consented to 5167
was conserved as 550
was conserved at 158
was conserved by 907
was conserved in 4950
was conserved on 71
was conserved or 51
was conserved the 55
was conserved to 260
was considering an 6034
was considering as 1706
was considering at 783
was considering by 141
was considering he 71
was considering if 313
was considering in 3713
was considering is 53
was considering it 4182
was considering me 559
was considering my 1055
was considering no 206
was considering of 394
was considering on 498
was considering or 158
was considering re 201
was considering so 98
was considering the 55266
was considering to 945
was consigned as 454
was consigned at 212
was consigned by 2620
was consigned in 1416
was consigned on 140
was consigned or 58
was consigned the 702
was consigned to 46257
was consignee of 73
was consisted in 210
was consisted of 2394
was consonant in 54
was consonant to 2323
was conspired by 65
was constable at 199
was constable in 772
was constable of 4695
was constable to 93
was constance in 46
was constance of 108
was constancy in 115
was constancy of 192
was constancy to 65
was construed an 42
was construed as 48322
was construed at 282
was construed by 10495
was construed in 9738
was construed on 109
was construed so 1009
was construed to 12852
was consulted as 12954
was consulted at 2182
was consulted by 34909
was consulted he 379
was consulted if 68
was consulted in 22965
was consulted is 142
was consulted it 115
was consulted on 28917
was consulted or 628
was consulted so 240
was consulted the 260
was consulted to 2374
was contacted as 486
was contacted at 1048
was contacted by 26813
was contacted he 59
was contacted in 3908
was contacted it 43
was contacted on 1618
was contacted or 67
was contacted the 142
was contacted to 2496
was contacted via 172
was contagious as 725
was contagious at 140
was contagious by 56
was contagious in 538
was contagious or 375
was contagious so 42
was contagious to 479
was contained an 497
was contained as 1264
was contained at 1028
was contained by 5027
was contained in 203663
was contained is 75
was contained my 58
was contained no 98
was contained of 62
was contained on 4034
was contained or 252
was contained so 152
was contained the 4134
was contained to 982
was contemned as 209
was contemned by 432
was contemned in 95
was contended as 198
was contended at 815
was contended by 15509
was contended he 114
was contended in 3694
was contended it 68
was contended on 16756
was contended the 405
was contended to 663
was contented as 494
was contented at 357
was contented by 201
was contented he 599
was contented if 248
was contented in 1155
was contented on 77
was contented or 100
was contented so 109
was contented the 175
was contented to 20278
was contention in 76
was contested as 1344
was contested at 1194
was contested by 25870
was contested in 11980
was contested on 5166
was contested or 261
was contested so 147
was contested the 145
was contested to 165
was continent of 54
was continent or 78
was continual in 126
was continued an 222
was continued as 36165
was continued at 18993
was continued by 114835
was continued he 139
was continued if 105
was continued in 194749
was continued is 191
was continued it 196
was continued no 700
was continued of 585
was continued on 40811
was continued or 914
was continued so 2312
was continued the 3993
was continued to 30619
was continued up 8643
was continued via 156
was continued we 102
was continues to 166
was contorted as 1116
was contorted by 959
was contorted in 5075
was contorted to 104
was contoured at 109
was contoured by 175
was contoured in 111
was contoured on 72
was contoured to 354
was contracting an 43
was contracting as 632
was contracting at 226
was contracting by 93
was contracting in 974
was contracting it 62
was contracting on 139
was contracting or 79
was contracting the 304
was contracting to 665
was contrasting in 138
was contrasting it 144
was contrasting the 1564
was contrition in 95
was contrived as 1388
was contrived at 467
was contrived by 8266
was contrived in 4724
was contrived is 78
was contrived of 198
was contrived on 1025
was contrived or 270
was contrived so 1174
was contrived the 156
was contrived to 7164
was contrived we 58
was controlling an 104
was controlling as 270
was controlling at 79
was controlling in 1337
was controlling is 41
was controlling it 745
was controlling me 589
was controlling my 645
was controlling of 42
was controlling on 241
was controlling or 102
was controlling the 7424
was controlling to 48
was controlling us 114
was converged by 52
was converged on 113
was converged to 87
was conversion by 67
was conversion in 46
was conversion of 868
was conversion or 82
was conversion to 1100
was converted as 3020
was converted at 8886
was converted by 31447
was converted en 71
was converted he 1004
was converted in 37735
was converted is 107
was converted it 111
was converted on 4983
was converted or 500
was converted so 401
was converted the 425
was converted to 189481
was converted via 167
was converted we 40
was convicted as 7696
was convicted at 5874
was convicted by 18061
was convicted he 417
was convicted if 43
was convicted in 68648
was convicted is 938
was convicted it 80
was convicted of 252746
was convicted on 52198
was convicted or 3107
was convicted so 179
was convicted the 656
was convicted to 1063
was conviction in 600
was conviction of 328
was conviction on 43
was conviction to 54
was convinced an 329
was convinced as 3278
was convinced at 4333
was convinced by 30735
was convinced he 42040
was convinced if 642
was convinced in 6009
was convinced is 56
was convinced it 25559
was convinced my 1583
was convinced no 2749
was convinced of 117272
was convinced on 2401
was convinced or 453
was convinced so 94
was convinced the 32209
was convinced to 5493
was convinced up 95
was convinced we 3782
was convulsed as 674
was convulsed at 511
was convulsed by 11827
was convulsed in 1653
was convulsed on 239
was convulsed to 586
was cooperating as 134
was cooperating at 43
was cooperating by 108
was cooperating in 2007
was cooperating on 110
was cooperating so 143
was cooperating to 138
was copyright in 272
was cordiality in 57
was cornelius in 65
was cornelius the 70
was corollary to 263
was corporate in 171
was corporate or 66
was corpulent in 43
was corpulent to 41
was corralled at 41
was corralled by 292
was corralled in 194
was corralled on 52
was corralled to 74
was corrected as 2114
was corrected at 1249
was corrected by 31424
was corrected he 106
was corrected if 135
was corrected in 23263
was corrected is 65
was corrected it 53
was corrected of 52
was corrected on 2778
was corrected or 406
was corrected so 500
was corrected the 569
was corrected to 6073
was corrected up 56
was correction of 207
was correctly in 98
was correctly or 151
was correctly re 113
was correctly so 73
was correctly the 64
was correctly to 105
was corrector of 101
was correlating the 127
was corrosive in 60
was corrosive of 215
was corrosive to 252
was corrupted as 550
was corrupted at 321
was corrupted by 15623
was corrupted in 4362
was corrupted on 73
was corrupted or 457
was corrupted so 108
was corrupted the 41
was corrupted to 3104
was corruption as 41
was corruption at 284
was corruption by 73
was corruption in 2177
was corruption of 380
was corruption on 330
was corruption or 100
was corruption so 53
was corruption to 54
was cosponsor of 166
was councilor of 150
was councilor to 50
was counseled as 189
was counseled at 47
was counseled by 1796
was counseled in 142
was counseled on 262
was counseled to 1701
was counselor at 123
was counselor in 188
was counselor of 613
was counselor to 741
was countable by 47
was countered as 147
was countered at 175
was countered by 28763
was countered in 2762
was countered on 267
