cabin door with his face 64
could tell you her name 103
could tell you his name 149
could tell you how fond 96
could tell you how glad 45
could tell you how good 56
could tell you how many 818
could tell you how much 2340
could tell you how very 60
could tell you how wide 65
could tell you not only 273
could tell you that much 205
could tell you that once 81
could tell you that some 63
could tell you that there 339
could tell you that these 69
could tell you that what 54
could tell you that when 76
could tell you that your 205
could tell you they were 95
could tell you with what 240
could thank god for having 51
could thank them for their 114
could thank you for your 58
could there and then have 72
could think and act like 75
could think and say what 50
could think she had been 100
could think that they were 190
could think that you were 94
could think was how much 410
could think was that there 126
could think was that these 51
could those who had been 132
could those who had seen 94
could throw them all into 44
could treat her with such 49
could trim her own hats 53
could turn and run away 73
could turn her head away 48
could turn his head away 54
could turn his head from 75
could turn out that some 74
could turn out that sort 42
could turn out that there 106
could turn out that these 40
could turn with ease from 79
could veil for any length 56
could wage war and make 46
could wait and see what 146
could wait for each other 46
could wait for him there 66
could wait for this part 100
could walk off and leave 62
could walk out any time 90
could walk out that door 74
could walk you for your 45
could want and then some 40
could well mean that there 49
could wipe out all life 101
could wipe out all your 58
could wish for and more 88
could wish had not been 105
could wish that all such 144
could wish that all those 45
could wish that she were 52
could wish that they were 297
could wish that this were 123
could wish that you knew 44
could wish that you were 239
could wish they had been 151
could wish you had been 74
could wish you had once 63
could work and earn their 59
could work her way back 46
could work her way into 60
could work his ears like 47
could work his way back 179
could work his way down 183
could work his way from 43
could work his way into 171
could work its way into 152
could work our way back 76
could work our way down 42
could work out his ideas 61
could work out how many 104
could work out how much 220
could work with each other 218
could worm her way into 45
could worm his way into 139
count more than any other 211
count more than easy ones 50
count those that are left 57
count upon you and your 76
court also did not find 48
court case that had been 43
court case that has been 60
court held that all late 57
court held that all three 89
court held that for code 51
court held that new york 903
court held that not only 433
court held that they must 67
court held that they were 1562
court held that this case 135
court held that this duty 61
court held that this fact 339
court held that this gave 43
court held that this made 116
court held that this meant 70
court held that this rule 150
court held that this ruling 49
court held that this type 71
court more than any other 282
court more than ten years 100
court said that its test 69
court said that they were 112
court said that this case 49
court said that this rule 63
court upon its own laws 145
court vied with each other 161
court when she was five 50
court will not act upon 72
court will not read into 49
cover from sun and rain 60
cover less than one third 100
cover more than one half 240
cover more than one item 54
cover more than one line 92
cover more than one page 202
cover more than one third 425
cover more than one time 46
cover more than one type 220
cover more than one unit 45
cover more than one vein 49
cover more than two years 113
cover their ears with their 340
cover their rear and hold 48
cover your ears with your 128
cover your head and face 52
cover your head and neck 115
cover your head with your 331
cower down with our great 40
crack nuts with his back 81
crack nuts with his teeth 93
crack shot with any sort 309
craft more than any other 120
craft were too far from 40
crash when she was four 42
crash when she was only 118
craving self that thou dost 72
crawl into bed and fall 130
crawl into bed and have 85
crawl into bed and hide 57
crawl into bed and pull 255
crawl into bed and stay 231
crawl into bed with their 92
crawl into them and coil 68
create faith they are true 95
create laws that are just 113
create more than one copy 77
create more than one kind 44
create more than one line 69
create more than one type 77
create their own web page 47
create their own web site 73
create these with all their 43
create what has not been 57
create what was not there 40
create work for each other 43
create your own web page 866
create your own web site 1260
creating what has now come 41
creating your own web page 438
creating your own web site 589
crept down and was trying 92
crept into bed and fell 84
crept over his long face 53
cried from off his back 56
cried unto god for help 121
cried when she saw what 82
cried when she was angry 67
cried when she was told 86
cried when they saw their 56
crime made all men look 46
crime more than any other 92
crime rate has not gone 49
crops have not yet been 158
crops like peas and beans 80
crops were not yet ready 57
crops were not yet ripe 100
crops when they are ready 56
crops when they are ripe 67
cross join with his word 49
cross over and see what 64
cross over with each other 47
cross over with his army 52
cross paths with each other 102
cross unit area per unit 136
crowd coming one day into 149
crowd coming this way upon 47
crowd dealt with each other 45
crowd from his own door 55
crowd made its way into 53
crowd made way for kemp 59
crown into his own line 46
crown more for his stay 113
crown over his head among 78
crown upon him and gave 42
crown upon his own brow 95
crude birth and death rate 87
cruel wars with each other 57
cruel wrong that had been 58
cubic feet per day from 165
cubic foot than any other 45
cubic inch than any other 71
cunning dame was led into 44
cured those who had need 79
cures have not yet been 41
cures upon them that know 124
curls over its dead face 43
curls were long and free 200
curly hair and big blue 108
curly hair and big eyes 47
curly hair and was wearing 46
curly tail and red eyes 40
curse those who are made 165
curse upon them and their 46
curse upon you and your 263
curve facing any one firm 51
curving brim sat far back 41
cutting down all that made 79
cutting down all who came 46
cutting nothing not cut down 40
cutting their way with their 65
cycle from one new moon 44
cycle have not yet been 102
cycle when they are most 60
