can an apprentice or servant 56
can be introduced by modifying 67
can be introduced by providing 43
can be introduced by referring 60
can be introduced by replacing 98
can be introduced by several 41
can be introduced if desired 121
can be introduced in addition 52
can be introduced in several 277
can be introduced or removed 115
can be introduced to account 121
can be introduced to achieve 88
can be introduced to control 74
can be introduced to enhance 101
can be introduced to explain 126
can be introduced to express 42
can be introduced to improve 279
can be introduced to increase 193
can be introduced to perform 50
can be introduced to prevent 142
can be introduced to produce 115
can be introduced to protect 44
can be introduced to provide 248
can be introduced to replace 98
can be introduced to satisfy 52
can be introduced to support 143
can be invaluable in assessing 182
can be invaluable in assisting 169
can be invaluable in designing 41
can be invaluable in detecting 51
can be invaluable in improving 75
can be invaluable in preparing 91
can be invaluable in promoting 40
can be invaluable in providing 361
can be maintained at desired 52
can be maintained at optimum 93
can be maintained at present 71
can be maintained by adjusting 160
can be maintained by careful 81
can be maintained by employing 54
can be maintained by following 72
can be maintained by general 138
can be maintained by increasing 278
can be maintained by inserting 63
can be maintained by natural 91
can be maintained by periodic 109
can be maintained by providing 160
can be maintained by regular 118
can be maintained by repeated 170
can be maintained by replacing 69
can be maintained by requiring 44
can be maintained by selecting 41
can be maintained by several 51
can be maintained in animals 57
can be maintained in comfort 148
can be maintained in concord 40
can be maintained in culture 842
can be maintained in perfect 137
can be maintained in position 134
can be maintained in primary 55
can be maintained in respect 102
can be maintained in service 41
can be maintained in several 118
can be maintained in solution 139
can be maintained is limited 105
can be maintained on dialysis 58
can be maintained or defeated 103
can be maintained to achieve 44
can be maintained to enforce 99
can be maintained to prevent 74
can be maintained to provide 75
can be maintained to recover 231
can be manifested in several 337
can be multiplied at pleasure 60
can be multiplied by division 54
can be multiplied by factors 57
can be multiplied by scalars 45
can be multiplied or divided 728
can be multiplied to produce 119
can be multiplied to provide 45
can be normalized as follows 67
can be ordinarily an exporting 57
can be overlooked or ignored 84
can be overridden by competing 43
can be overridden by congress 86
can be overridden by derived 51
can be overridden in certain 87
can be overridden in derived 89
can be overridden to provide 104
can be overturned by congress 47
can be paralleled by similar 172
can be paralleled in ancient 86
can be paralleled in britain 41
can be paralleled in several 56
can be partitioned as follows 505
can be partitioned in several 46
can be peripheral or central 105
can be pleasurable or painful 54
can be postulated as follows 127
can be postulated to account 146
can be postulated to explain 212
can be predicated of brahman 136
can be predicated of everything 313
can be predicated of objects 56
can be predicated of several 68
can be prescribed as follows 57
can be prescribed by doctors 77
can be prescribed in advance 140
can be prescribed to improve 43
can be prescribed to prevent 71
can be prescribed to protect 215
can be prescribed to relieve 74
can be profitable to private 120
can be programmed as follows 216
can be programmed in advance 277
can be programmed in fortran 45
can be programmed in several 63
can be programmed to achieve 105
can be programmed to acquire 44
can be programmed to analyze 99
can be programmed to capture 51
can be programmed to collect 200
can be programmed to compare 59
can be programmed to compute 123
can be programmed to conduct 43
can be programmed to connect 46
can be programmed to contain 45
can be programmed to control 412
can be programmed to convert 43
can be programmed to deliver 434
can be programmed to develop 43
can be programmed to display 341
can be programmed to emulate 120
can be programmed to examine 57
can be programmed to execute 294
can be programmed to exhibit 102
can be programmed to extract 43
can be programmed to function 260
can be programmed to imitate 93
can be programmed to include 113
can be programmed to increase 73
can be programmed to initiate 80
can be programmed to monitor 204
can be programmed to operate 834
can be programmed to perform 3193
can be programmed to prepare 62
can be programmed to present 265
can be programmed to prevent 86
can be programmed to process 217
can be programmed to produce 1020
can be programmed to provide 1285
can be programmed to receive 124
can be programmed to require 66
can be programmed to respond 526
can be programmed to support 125
can be programmed to trigger 124
can be pronounced in several 60
can be propagated by division 873
can be propagated by offsets 60
can be propagated by suckers 41
can be propagated in bacteria 58
can be propagated in culture 93
can be propagated in several 64
can be quantified as follows 279
can be quantified by analyzing 57
can be quantified by assigning 126
can be quantified by comparing 326
can be quantified by computing 101
can be quantified by examining 126
can be quantified by several 67
can be quantified in dollars 74
can be quantified in relation 64
can be quantified in several 149
can be quantified or measured 109
can be quantified to provide 53
can be reactivated by addition 67
can be reactivated to produce 52
can be reallocated to increase 57
can be recognized as correct 40
can be recognized as familiar 64
can be recognized as follows 167
can be recognized as foreign 433
can be recognized as genuine 45
can be recognized as members 102
can be recognized as occurring 65
can be recognized as present 44
can be recognized as recurring 40
can be recognized as related 93
can be recognized as revenue 95
can be recognized as similar 114
can be recognized as typical 70
can be recognized at present 66
can be recognized at several 61
can be recognized by analyzing 47
can be recognized by antigen 112
can be recognized by careful 135
can be recognized by certain 350
can be recognized by comparing 275
can be recognized by examining 204
can be recognized by observing 270
can be recognized by persons 42
can be recognized by several 170
can be recognized in advance 93
can be recognized in ancient 71
can be recognized in certain 82
can be recognized in infancy 56
can be recognized in relation 66
can be recognized in routine 50
can be recognized in sections 107
can be recognized in several 216
can be recognized on seismic 47
can be recombined to produce 138
can be reconciled as follows 240
can be reconciled by comparing 54
can be reconciled by examining 55
can be reconciled by supposing 88
can be redesigned to achieve 43
can be redesigned to improve 88
can be redesigned to include 48
can be redesigned to provide 53
can be referenced as follows 51
can be registered by comparing 42
can be registered in respect 72
can be reinforced by comparing 48
can be reinforced by providing 44
can be reinforced or weakened 72
can be reinvested to produce 45
can be remembered as follows 72
can be reorganized as follows 43
can be reorganized to provide 42
can be replicated in several 76
can be replicated or adapted 40
can be reproduced as follows 95
can be reproduced at pleasure 52
can be reproduced by combining 76
can be reproduced by injecting 57
can be reproduced in animals 238
can be reproduced in monkeys 50
can be reproduced in rabbits 49
can be restricted in several 58
can be restricted to certain 514
can be restricted to include 57
can be restricted to prevent 43
can be restricted to protect 45
can be sacrificed to achieve 45
can be sandwiched in between 66
can be simplified as follows 3751
can be simplified by assigning 42
can be simplified by canceling 53
can be simplified by combining 482
can be simplified by computing 70
can be simplified by employing 117
can be simplified by examining 69
can be simplified by expanding 175
can be simplified by factoring 153
can be simplified by following 168
can be simplified by including 61
can be simplified by inserting 70
can be simplified by observing 174
can be simplified by preparing 58
can be simplified by providing 86
can be simplified by recalling 60
can be simplified by referring 51
can be simplified by replacing 439
can be simplified by rewriting 84
can be simplified by selecting 107
can be simplified by splitting 107
can be simplified by utilizing 90
can be simplified in certain 73
can be simplified in several 113
can be simplified to equation 551
can be simplified to include 88
can be simplified to produce 82
can be simplified to provide 45
can be specialized to produce 106
can be spontaneous or induced 189
can be spontaneous or planned 169
can be stabilized by addition 90
can be stabilized by increasing 48
can be stabilized to prevent 45
can be sterilized by immersing 42
can be sterilized by passage 44
can be sterilized by radiation 62
can be stimulated by addition 96
can be stimulated by antigen 120
can be stimulated by certain 165
can be stimulated by increasing 123
can be stimulated by insulin 50
can be stimulated by providing 91
can be stimulated by several 119
can be stimulated in several 69
can be stimulated to develop 227
can be stimulated to enhance 41
can be stimulated to express 64
can be stimulated to increase 125
can be stimulated to ovulate 53
can be stimulated to perform 44
can be stimulated to produce 890
can be stimulated to respond 51
can be stimulated to secrete 183
can be stimulated to undergo 143
can be stipulated in advance 53
can be strengthened as follows 124
can be strengthened by combining 45
can be strengthened by improving 52
can be strengthened by including 58
can be strengthened by increasing 133
can be strengthened by inserting 44
can be strengthened by providing 116
can be strengthened by requiring 52
can be strengthened in several 64
can be strengthened or weakened 800
can be strengthened to improve 41
can be strengthened to provide 56
can be strengthened to support 45
can be structured as follows 319
can be structured in several 266
can be structured to achieve 176
can be structured to address 56
can be structured to benefit 42
can be structured to enhance 81
can be structured to improve 47
can be structured to include 252
can be structured to increase 71
can be structured to produce 85
can be structured to promote 115
can be structured to provide 709
can be structured to qualify 49
can be structured to reflect 106
can be structured to require 65
can be structured to support 109
can be subdivided as follows 1370
can be subdivided in several 195
can be subdivided to provide 41
can be successful in achieving 253
can be successful in america 47
can be successful in certain 74
can be successful in college 135
can be successful in improving 130
can be successful in increasing 72
can be successful in obtaining 78
can be successful in producing 47
can be successful in promoting 54
can be successful in providing 111
can be successful in relieving 41
can be successful in resolving 52
can be successful in restoring 61
can be sufficient to account 66
can be sufficient to achieve 79
can be sufficient to destroy 65
can be sufficient to disrupt 47
can be sufficient to exclude 102
can be sufficient to explain 70
can be sufficient to increase 43
can be sufficient to initiate 91
can be sufficient to justify 270
can be sufficient to prevent 227
can be sufficient to produce 457
can be sufficient to provide 136
can be sufficient to relieve 46
can be sufficient to require 42
can be sufficient to satisfy 92
can be sufficient to support 251
can be sufficient to sustain 84
can be sufficient to trigger 140
can be sufficient to warrant 54
can be summarized as following 347
can be summarized as follows 173895
can be summarized as including 64
can be summarized as involving 119
can be summarized as providing 99
can be summarized as requiring 57
can be summarized by comparing 172
can be summarized by computing 53
can be summarized by examining 158
can be summarized by observing 58
can be summarized by outlining 54
can be summarized by referring 145
can be summarized by reviewing 58
can be summarized by several 57
can be summarized in equation 65
can be summarized in following 66
can be summarized in general 492
can be summarized in outline 55
can be summarized in relation 89
can be summarized in several 377
can be summarized in tabular 268
can be summarized to include 79
can be summarized to provide 98
can be suppressed by addition 136
can be suppressed by certain 57
can be suppressed by decreasing 52
can be suppressed by increasing 265
can be suppressed by providing 41
can be suppressed or reduced 51
can be surmounted by increasing 40
can be symbolized as follows 615
can be synthesized as follows 391
can be synthesized by animals 108
can be synthesized by bacteria 303
can be synthesized by certain 61
can be synthesized by combining 125
can be synthesized by several 106
can be synthesized in several 56
can be synthesized to produce 80
can be synthesized to provide 75
can be terminated by divorce 43
can be terminated in several 77
can be therapeutic in certain 46
can be translated as follows 1926
can be translated in several 186
can be translated to produce 56
can be transposed as follows 53
can be understood as answers 40
can be understood as aspects 190
can be understood as asserting 108
can be understood as combining 50
can be understood as complex 194
can be understood as depicting 41
can be understood as derived 125
can be understood as devices 64
can be understood as dynamic 63
can be understood as effects 54
can be understood as efforts 329
can be understood as emanating 64
can be understood as embodying 104
can be understood as entailing 43
can be understood as extending 67
can be understood as extreme 42
can be understood as following 181
can be understood as follows 6149
can be understood as general 52
can be understood as including 174
can be understood as initiating 45
can be understood as involving 471
can be understood as largely 60
can be understood as logical 45
can be understood as material 115
can be understood as meaningful 144
can be understood as natural 237
can be understood as objects 46
can be understood as occupying 52
can be understood as occurring 194
can be understood as operating 191
can be understood as producing 70
can be understood as promoting 58
can be understood as proposing 68
can be understood as providing 474
can be understood as rational 164
can be understood as reactions 173
can be understood as referring 983
can be understood as related 388
can be understood as requiring 133
can be understood as resulting 833
can be understood as results 51
can be understood as roughly 54
can be understood as similar 143
can be understood as socially 108
can be understood as symbols 87
can be understood as systems 118
can be understood as typical 40
can be understood as variants 68
can be understood at several 106
can be understood by analogy 686
can be understood by analyzing 705
can be understood by anybody 179
can be understood by assessing 45
can be understood by attending 44
can be understood by careful 71
can be understood by clients 43
can be understood by combining 106
can be understood by comparing 1310
can be understood by employing 68
can be understood by examining 3488
can be understood by exploring 121
can be understood by extending 81
can be understood by following 272
can be understood by himself 41
can be understood by imagining 463
can be understood by listening 41
can be understood by members 92
can be understood by observing 578
can be understood by parents 69
can be understood by persons 266
can be understood by picturing 63
can be understood by rational 55
can be understood by recalling 540
can be understood by referring 1594
can be understood by regarding 166
can be understood by returning 125
can be understood by reviewing 150
can be understood by science 45
can be understood by speakers 101
can be understood by supposing 103
can be understood in advance 46
can be understood in analogy 123
can be understood in context 222
can be understood in exactly 63
can be understood in general 240
can be understood in rational 67
can be understood in relation 2718
can be understood in several 1037
can be understood in similar 293
can be understood is language 1616
can be understood on several 240
can be understood or applied 42
can be understood or painted 71
can be understood to consist 91
can be understood to contain 103
can be understood to embrace 54
can be understood to express 161
can be understood to function 178
can be understood to include 512
can be understood to involve 187
can be understood to operate 114
can be understood to possess 44
can be understood to proceed 45
can be understood to provide 134
can be understood to reflect 333
can be understood to require 65
can be understood to signify 136
can be understood to suggest 87
can be understood to support 87
can be undertaken as follows 58
can be undertaken at present 49
can be undertaken by examining 44
can be undertaken by members 41
can be undertaken by persons 50
can be undertaken by private 167
can be undertaken by several 50
can be undertaken in relation 60
can be undertaken in several 168
can be undertaken to achieve 97
can be undertaken to address 79
can be undertaken to correct 130
can be undertaken to develop 49
can be undertaken to enhance 43
can be undertaken to examine 43
can be undertaken to improve 289
can be undertaken to increase 86
can be undertaken to prevent 136
can be undertaken to produce 42
can be undertaken to promote 55
can be undertaken to provide 106
can be verbalized as follows 80
can be visualized as follows 1703
can be visualized as involving 59
can be visualized as occurring 198
can be visualized as resulting 134
can be visualized as similar 91
can be visualized by analogy 54
can be visualized by comparing 231
can be visualized by examining 166
can be visualized by following 63
can be visualized by imagining 733
can be visualized by injecting 94
can be visualized by inserting 46
can be visualized by observing 103
can be visualized by recalling 51
can be visualized by referring 246
can be visualized in relation 64
can be visualized in several 87
can he comprehend the parties 42
can he summarized as follows 111
can he understand the diseases 74
can so accumulate as finally 43
can so contribute to elevate 67
can the categories be applied 89
can the comparison be carried 62
can the consumption of foreign 99
can the difficulty be avoided 58
can the difficulty be removed 62
can the individual be induced 60
can we generalize the results 72
can we understand the complex 55
can we understand the concept 48
can we understand the effects 68
can we understand the following 91
can we understand the function 40
can we understand the history 53
can we understand the position 57
can we understand the present 182
can we understand the process 95
can we understand the relation 93
car of juggernaut is crushed 57
