cabs are plying for hire 61
cool for corn yet when 68
cool his heart and make 345
cope not only with their 218
cope with less than ideal 47
cope with life and work 44
cope with more and more 550
cope with more than just 62
cope with more than their 42
cope with more than three 41
cope with pain and other 49
cope with their new life 161
cope with their new role 61
cope with their own fears 105
cope with their own health 49
cope with their own pain 56
cope with these and many 44
cope with these and other 437
cope with those who have 51
cope with what had been 41
cope with what has been 112
cope with what lay ahead 66
cope with what they have 98
cope with what they were 40
cope with what you have 47
coping with these and other 133
coping with those who made 88
cops and tell them what 85
copy our ways and pick 63
copy out what she felt 50
copy them over and over 130
copy them word for word 120
copy was made and sent 85
copy you loud and clear 51
core and from each other 111
cork and work and card 89
corn and beans and making 58
corn and beans and other 135
corn and beans for their 151
corn and beans had been 69
corn and beans that were 64
corn and bread and made 107
corn and hogs and wheat 40
corn and oats and wheat 78
corn and other things from 234
corn and salt meat from 45
corn and some meal from 50
corn and wheat and beans 62
corn and wheat and hogs 56
corn and wheat and oats 450
corn and wheat and other 132
corn and wheat had been 82
corn and wine and milk 46
corn and wine and other 71
corn and wine are said 44
corn and wine had been 61
corn had been cut down 53
corn may give them some 136
corn meal mush and milk 120
corn per acre has been 59
corn was ripe and ready 42
cost and call out much 100
cost and cost per unit 147
cost far less than their 48
cost far less than those 131
cost far less than what 50
cost far more than their 193
cost for those who have 44
cost had been too great 77
cost had been too high 104
cost has been for some 86
cost has been too great 92
cost has been too high 98
cost him less than five 46
cost him more and more 128
cost him more than five 104
cost him more than four 235
cost him more than half 333
cost him more than just 46
cost him more than their 59
cost him more than three 114
cost him nothing for copy 297
cost his wife her life 109
cost not less than five 145
cost not less than four 42
cost not less than three 170
cost not more than five 119
cost not more than half 97
cost not more than three 186
cost per case and cost 47
cost per item per unit 104
cost per mile has been 67
cost per unit goes down 251
cost per unit has been 112
cost per unit per month 110
cost per unit per time 120
cost per unit per unit 548
cost per unit per week 89
cost than from any other 55
cost them less than other 44
cost them many and great 41
cost them more than five 58
cost them more than four 110
cost them more than half 131
cost them more than their 81
cost them nothing but their 44
cost too much and take 404
cost too much and took 40
cost too much and were 153
cost too much for most 300
cost too much for what 131
cost was just too high 41
cost was less than half 305
cost was more than three 48
cost was much too high 53
cost you less than just 73
cost you more than five 175
cost you more than half 47
cost you more than just 157
cost you more than mine 48
cost you more than taking 92
cost you more than three 40
cost you more than what 121
cost you more than your 451
cost you nothing and will 54
cost you nothing but time 96
cost you nothing but your 61
cost you only ten days 63
cost you your own life 78
coup had been put down 45
cows and dogs and cats 54
cows and oxen for sale 54
cows and pigs and hens 58
cows and pigs and other 42
cows and pigs had been 75
cows are kept for milk 75
cows that have not been 234
cram them into his mouth 86
cram too many things into 61
cream all over her body 66
cream all over her face 209
cream all over his face 421
cream and half and half 166
crew and told them what 45
crew and took one last 90
crew cut made him look 43
crew had been too busy 46
crew had come and gone 40
crew not only had their 46
crew that made this very 46
crew who were off duty 63
crop and land are sold 103
crop may turn out well 44
crop out here and there 1130
crop was less than half 139
crow may bathe his coal 48
crying and asking for help 64
crying and blew her nose 73
crying and crying and crying 548
crying and saying how much 43
crying and tearing her hair 168
crying and will not stop 64
crying and wiping her eyes 117
crying and wiping his eyes 42
crying for more and more 228
crying for more than three 50
crying her eyes out over 514
crying her eyes out when 57
crying her heart out over 63
crying his eyes out over 78
crying nor pain any more 1971
crying off from being held 54
crying out over and over 241
crying out upon him from 40
crying with cold and dirt 43
crying with pain and rage 42
cubs are born with their 56
cues that tell you when 51
cups and hide them there 237
cups and pots and pans 99
cups for these two young 76
curb our will and keep 62
cure are from god only 42
cure both body and soul 47
cure both mind and body 193
cure both soul and body 77
cure for aids has been 181
cure for body and soul 106
cure for such and such 40
cure for their own ills 55
cure for those who have 126
cure its hurt and grow 51
cure them when they have 108
cure them when they were 60
curl and flow and their 44
cute for your own good 87
cuts all over her body 168
cuts all over her face 107
cuts all over his body 412
cuts all over his face 313
cuts off more and more 70
cuts out more and more 86
