tea and a hot bath 125
to pay a set sum 142
to pay a six per 52
to pay a sum due 195
to pay a sum far 40
to pay a sum for 403
to pay a sum not 1057
to pay a sum out 60
to pay a sum that 276
to pay a tax and 309
to pay a tax due 51
to pay a tax each 43
to pay a tax for 2153
to pay a tax not 92
to pay a tax per 46
to pay a tax that 854
to pay a tax was 51
to pay a ten per 172
to pay a two per 64
to pay a use tax 106
to pay a war tax 144
to pay a year for 54
to pay b for his 49
to pay i can not 40
to pet a dog that 40
to put a dead man 63
to put a few men 80
to put a few things 860
to put a fig leaf 60
to put a hit out 76
to put a man and 59
to put a man off 386
to put a man out 1070
to put a man who 170
to put a man with 87
to put a new and 265
to put a new but 60
to put a new car 52
to put a new head 49
to put a new idea 148
to put a new man 424
to put a new one 1029
to put a new set 118
to put a new song 97
to put a new tax 81
to put a red dot 60
to read a bit and 139
to read a few things 123
to read a long and 163
to read a long poem 93
to read a lot and 547
to read a lot but 41
to read a man who 131
to read a map and 576
to read a map with 52
to read a new and 101
to read a new one 261
to read a new poem 169
to read a new set 57
to read a poem and 338
to read a poem for 100
to read a poem out 42
to read a poem she 70
to read a poem that 444
to read a poem with 97
to read a poet who 81
to read i can not 68
to read i did not 51
to rear a new one 41
to rear a poem that 57
to rear a son who 40
to rob a dead man 174
to rob a man and 54
to rob a man who 119
to row a long way 49
to run a bath and 105
to run a bath for 159
to run a bed and 102
to run a car and 118
to run a car for 66
to run a car with 50
to run a dead heat 55
to run a few head 92
to run a few things 106
to run a hot bath 160
to run a long and 47
to run a long way 459
to run a new and 40
to run a new set 50
to run a tab for 59
to run a war and 60
to run a war with 57
to say a few things 6102
to say a lot and 41
to say a lot for 42
to say a lot with 85
to say a man can 214
to say a man eats 89
to say a man had 124
to say a man has 344
to say a man may 82
to say a man was 259
to say a man who 428
to say a year ago 42
to say i can bring 53
to say i can get 43
to say i can not 6250
to say i can say 87
to say i can see 141
to say i did all 40
to say i did get 51
to say i did him 40
to say i did not 10469
to say i did that 47
to say i did this 167
to say i had any 53
to say i had got 46
to say i had had 74
to say i had let 53
to say i had not 1426
to say i had read 59
to say i had run 49
to say i had too 49
to say i had won 42
to say i may not 79
to say i owe you 44
to say i saw him 88
to say i see you 52
to say i was all 205
to say i was being 110
to say i was dead 61
to say i was doing 132
to say i was going 907
to say i was her 194
to say i was his 232
to say i was ill 144
to say i was lying 56
to say i was mad 64
to say i was not 4345
to say i was one 800
to say i was out 720
to say i was that 113
to say i was too 355
to say i was with 121
to say l did not 45
to seal a deal with 75
to see a bad man 85
to see a bad one 243
to see a bear and 56
to see a big bear 70
to see a big dog 113
to see a big fat 59
to see a big man 783
to see a big old 57
to see a big one 57
to see a big red 86
to see a boy and 171
to see a boy that 146
to see a boy who 443
to see a boy with 219
to see a car that 134
to see a car with 82
to see a cat that 88
to see a cow and 74
to see a cow that 42
to see a cow with 44
to see a dead dog 55
to see a dead man 641
to see a dead one 174
to see a dear and 68
to see a dear old 91
to see a dog and 46
to see a dog that 167
to see a dog wag 74
to see a dog with 83
to see a dying boy 107
to see a dying man 927
to see a fat man 215
to see a fat old 86
to see a few bad 46
to see a few men 123
to see a few new 90
to see a few old 267
to see a few things 523
to see a god who 80
to see a guy get 127
to see a guy that 53
to see a guy who 255
to see a guy with 128
to see a kid who 54
to see a kid with 48
to see a lad who 56
to see a law that 88
to see a lion and 67
to see a lion that 43
to see a long and 164
to see a long row 105
to see a long way 504
to see a lot and 98
to see a man act 174
to see a man all 89
to see a man and 1174
to see a man being 179
to see a man bow 40
to see a man cry 352
to see a man cut 54
to see a man dead 82
to see a man die 1513
to see a man doing 192
to see a man dying 184
to see a man eating 45
to see a man fly 138
to see a man for 183
to see a man get 823
to see a man going 175
to see a man hit 48
to see a man hung 244
to see a man leap 53
to see a man lying 313
to see a man near 50
to see a man not 143
to see a man old 51
to see a man one 81
to see a man out 121
to see a man put 276
to see a man run 414
to see a man set 59
to see a man she 194
to see a man sit 74
to see a man six 56
to see a man swing 126
to see a man than 51
to see a man that 1768
to see a man they 69
to see a man thus 108
to see a man try 95
to see a man who 9367
to see a man with 3282
to see a man you 117
to see a new age 66
to see a new and 865
to see a new art 40
to see a new day 332
to see a new era 204
to see a new idea 95
to see a new man 253
to see a new one 429
to see a new set 114
to see a new sir 43
to see a new use 44
to see a new way 260
to see a poet and 102
to see a poet who 52
to see a real and 84
to see a real man 246
to see a real old 92
to see a real one 324
to see a real war 68
to see a red and 50
to see a red man 47
to see a sky that 86
to see a son and 43
to see a son who 79
to see a team that 120
to see a thin man 52
to see a use for 118
to see a war with 189
to see a way for 59
to see a way out 5264
to see a way that 57
to see a weak and 42
to see a year ago 135
to see i can not 169
to see i did not 481
to see i had not 214
to see i was all 47
to see i was dying 42
to see i was not 640
to set a day and 100
to set a day for 335
to set a dead jew 50
to set a fee for 101
to set a few things 271
to set a key for 75
to set a new all 94
to set a new and 294
to set a new low 41
to set a new one 427
to set a new path 43
to set a new tab 42
to set a path for 81
to sit a bit with 42
to six a day and 51
to six a day for 44
to sue a man for 128
to sue a man who 69
to swing a bat and 97
to swing a big deal 43
to swing a cat and 43
to swing a deal for 52
to swing a deal with 122
to tax a man for 119
to tear a bit off 139
to tear a leaf out 156
to ten a day and 124
to ten a day for 56
to ten a day was 52
to that a man hath 3212
to that i can not 1409
to that i can say 122
to that i did not 359
to that i had had 69
to that i had not 167
to that i may not 124
to that i may say 40
to that i say that 96
to that i was not 101
to thee i bring this 54
to thee i can not 147
to thee i did not 120
to thee i fly for 52
to them a day for 65
to them a god and 128
to them a god who 56
to them a long and 148
to them a long way 49
to them a lot and 82
to them a mad and 80
to them a man who 177
to them a new and 997
to them a new era 42
to them a new idea 206
to them a new set 47
to them a new way 86
to them a real and 154
to them a son and 69
to them a son was 52
to them a way out 62
to them a year ago 380
to them i can not 439
to them i did not 424
to them i had not 54
to them i owe all 55
to them i saw that 200
to them i say that 99
to them i was going 40
to them i was not 188
to them j and that 116
to then i did not 104
to then i had had 95
to then i had not 387
to then i was not 45
to things i can not 100
to things i did not 294
to things i had not 200
to this a man may 76
to this i add that 324
to this i can add 97
to this i can bear 62
to this i can not 1019
to this i can say 111
to this i can see 42
to this i did not 223
to this i had had 69
to this i had not 142
to this i had two 44
to this i may add 579
to this i may say 224
to this i say that 514
to this i was led 61
to this i was not 115
to this i was now 48
to tie a bow tie 721
to tie a fly that 42
to tie a tin can 119
to try a few new 177
to try a few out 122
to try a few things 316
to try a man and 46
to try a man for 643
to try a man who 137
to try a new and 331
to try a new gun 105
to try a new idea 444
to try a new job 89
to try a new key 91
to try a new one 970
to try a new path 138
to try a new way 1027
to try a run for 51
to two a day and 88
to two a year and 44
to use a bat that 68
to use a bed pan 177
to use a bow and 1003
to use a box with 61
to use a car and 59
to use a car for 217
to use a car seat 94
to use a car that 117
to use a car with 57
to use a cup and 114
to use a dead man 57
to use a dry fly 155
to use a fan with 40
to use a few key 98
to use a few new 41
to use a fly rod 173
to use a for each 77
to use a gun and 636
to use a gun but 42
to use a gun for 164
to use a gun that 40
to use a gun with 118
to use a heat gun 60
to use a job aid 59
to use a key for 53
to use a key that 131
to use a long and 90
to use a long one 50
to use a man for 46
to use a man who 127
to use a man with 45
to use a map and 482
to use a map for 53
to use a map that 114
to use a net with 50
to use a new and 512
to use a new idea 118
to use a new one 409
to use a new set 356
to use a new way 68
to use a not too 41
to use a pad and 59
to use a pan that 86
to use a path that 40
to use a pen and 225
to use a pen for 55
to use a pen with 65
to use a pry bar 103
to use a red pen 86
to use a rod and 88
to use a rod that 146
to use a rod with 47
to use a saw and 141
to use a saw with 40
to use a seal with 43
to use a sling and 40
to use a tax year 687
to use a tin can 47
to use a url that 119
to vex a man who 43
to was a man who 57
to was a new one 103
to wear a bib and 49
to wear a big hat 62
to wear a bit thin 993
to wear a bow tie 315
to wear a bra and 165
to wear a bra for 63
to wear a bra that 99
to wear a bra with 84
to wear a cap and 533
to wear a cap for 51
to wear a cap with 209
to wear a dead man 140
to wear a fig leaf 44
to wear a fur hat 40
to wear a gun and 44
to wear a hat all 178
to wear a hat and 842
to wear a hat for 141
to wear a hat that 494
to wear a hat with 242
to wear a long wig 280
to wear a man out 51
to wear a mean and 46
to wear a new and 115
to wear a new hat 50
to wear a red and 120
to wear a red cap 159
to wear a red fez 66
to wear a red hat 168
to wear a red one 46
to wear a red tie 197
to wear a red wig 52
to wear a shoe that 101
to wear a shoe with 113
to wear a sling for 108
to wear a sun hat 56
to wear a tie and 595
to wear a tie for 95
to wear a tie that 98
to wear a tie with 94
to wear a top hat 513
to wear a wig and 295
to wear a wig for 182
to wear a wig that 42
to wear i can not 51
to wed a man she 229
to wed a man who 249
to wed a man with 68
to who i was and 573
to why a man who 111
to why i can not 198
to why i did not 1012
to why i did this 63
to why i had not 471
to why i was being 128
to why i was doing 110
to why i was going 58
to why i was not 531
to win a bet and 80
to win a bet for 98
to win a bet that 328
to win a bet with 307
to win a bid for 49
to win a big one 78
to win a big pot 181
to win a job with 63
to win a long war 176
to win a lot with 44
to win a man who 57
to win a new and 68
to win a new car 140
to win a new one 135
to win a pot with 46
to win a seat and 97
to win a seat but 42
to win a seat for 218
to win a seat was 56
to win a seat with 55
to win a war and 473
to win a war but 172
to win a war for 169
to win a war may 43
to win a war one 123
to win a war than 177
to win a war that 578
to win a war they 52
to win a war was 120
to win a war with 622
to win a war you 40
to win a way for 112
to with a bang and 58
to you a bit for 117
to you a few things 173
to you a long and 62
to you a man who 524
to you a new and 141
to you a new way 46
to you a year ago 1044
to you i beg you 72
to you i can not 2007
to you i can say 264
to you i can see 57
to you i did not 1492
to you i fly for 45
to you i had not 351
to you i may add 68
to you i may not 98
to you i may own 52
to you i may say 468
to you i owe all 214
to you i owe its 83
to you i owe not 94
to you i owe that 118
to you i owe this 130
to you i owe you 47
to you i say that 164
to you i say this 85
to you i was going 86
to you i was not 354
