the abc best paper award 135
to get back under cover 103
to get back until after 48
to get four hours sleep 59
to get good plant growth 43
to get home again after 66
to get home every night 101
to get home right after 71
to get home until after 49
to get into action again 137
to get into close action 79
to get into close touch 596
to get into evening dress 84
to get into motion again 42
to get into order again 87
to get into power again 93
to get into saudi arabia 49
to get into shape again 268
to get into shoal water 73
to get into small boats 56
to get into smooth water 75
to get into talking about 55
to get into tight spots 81
to get into touch again 174
to get into working order 421
to get just about anything 120
to get kids thinking about 66
to get more black people 42
to get more facts about 68
to get more people working 43
to get more shelf space 68
to get most anything after 62
to get some action shots 53
to get some action taken 49
to get some beauty sleep 113
to get some blood flowing 66
to get some boiling water 84
to get some breathing space 131
to get some clues about 203
to get some extra money 349
to get some extra sleep 141
to get some facts about 164
to get some feeling about 63
to get some fresh fruit 74
to get some fresh water 555
to get some hints about 79
to get some money first 118
to get some money which 52
to get some notion about 56
to get some orange juice 199
to get some place where 166
to get some plain notion 101
to get some quick money 60
to get some sleep after 335
to get some sleep first 303
to get some sleep since 64
to get some sleep under 48
to get some sleep until 82
to get some sleep while 917
to get some small change 55
to get some sound sleep 42
to get some spare parts 53
to get some writing paper 62
to get their basic needs 164
to get their beauty sleep 113
to get their blood sugar 44
to get their daily ration 68
to get their dirty hands 44
to get their facts right 276
to get their father drunk 161
to get their films shown 54
to get their fingers burnt 133
to get their first sight 141
to get their first taste 204
to get their green cards 47
to get their hands dirty 3656
to get their house built 88
to get their input about 52
to get their limbs strong 62
to get their names known 55
to get their names right 146
to get their photo taken 40
to get their souls saved 62
to get their views about 116
to get there every morning 47
to get there until after 53
to get these lands again 85
to get very drunk after 117
to get very uneasy about 45
to get very upset about 239
to get your beauty sleep 238
to get your blood flowing 216
to get your blood pumping 157
to get your blood sugar 155
to get your brain working 89
to get your daily quota 49
to get your dress dirty 40
to get your facts right 238
to get your final score 78
to get your fingers dirty 58
to get your fingers under 45
to get your first taste 68
to get your hands dirty 2728
to get your motor running 67
to get your tongue round 51
to get your total score 276
to get your views about 139
to god only knows where 204
to god some vision would 69
to god three times every 40
to god were alive again 55
to god your grace would 74
to gut these later works 95
to hang from heaven rather 90
to heal these growing evils 50
to hear elias hicks preach 57
to hear from others about 73
to hear mass every morning 204
to hear more about jesus 148
to hear other people talking 52
to hear some books while 133
to hear some faint voice 54
to hear some lines which 108
to hear some white people 40
to hear such sweet music 59
to hear their mother tongue 46
to hear their views about 83
to hear these words again 41
to hear these words which 82
to hear those magic words 61
to hear those words again 282
to hear what heron might 46
to hear what jesus would 59
to hear what others could 51
to hear what others might 58
to hear what others would 42
to hear what people really 53
to hear what people would 44
to hear what takes place 55
to hear your inner voice 144
to hear your story about 93
to hear your story first 154
to hear your sweet voice 277
to hear your views about 180
to hear your voice after 119
to hear your voice again 2384
to hear your voice calling 64
to hear your voice speaking 168
to hear your voice today 67
to hear your whole story 147
to her also about heidi 45
to her body which would 47
to her fine ankle below 55
to her from below where 59
to her from every danger 45
to her from every point 50
to her full round naked 56
to her helm under water 48
to her last night about 100
to her last night after 67
to her last resting place 949
to her lord still shone 51
to her many times about 83
to her many times since 58
to her mind while sitting 48
to her room after lunch 137
to her room every evening 55
to her room every morning 86
to her room every night 221
to her room right after 93
to her side avenging valor 172
to her third grade class 50
to her till after easter 111
to her work every morning 45
to him early every morning 77
to him five times within 44
to him from every point 98
to him from habit which 51
to him into whose hands 41
to him last night about 47
to him last night after 94
to him many times about 116
to him many times since 81
to him over every tribe 91
to him some months after 53
to him some months later 84
to him some weeks later 76
to him their whole power 56
to him those which belong 58
to him those words which 57
to him three months after 54
to him three months later 129
to him three weeks after 41
to him three weeks later 94
to him very often about 59
to his birth could avail 46
to his body might ensue 53
to his city house again 45
to his coat tails while 51
to his desk after class 54
to his desk every morning 85
to his duty within forty 79
to his feet again after 49
to his feet still holding 59
to his great father bends 896
to his heart which longed 41
to his hiding place under 85
to his home every evening 54
to his home every night 43
to his home state after 95
to his home state where 63
to his lady while alive 52
to his last appeal might 76
to his last earthly resting 260
to his last fifty cents 59
to his last known place 561
to his last parting scene 51
to his last resting place 3223
to his mind water acted 65
to his mind which gives 48
to his mind while writing 53
to his most basic needs 63
to his most hasty words 41
to his once happy abode 79
to his other works which 48
to his poor mother weeping 47
to his room after lunch 150
to his room every morning 91
to his room every night 298
to his room right after 173
to his side stood harping 47
to his taking action under 125
to his task every morning 66
to his wife about anything 45
to his wife about money 70
to his wife dated april 49
to his wife dated march 67
to his wife every evening 57
to his wife every morning 48
to his wife every night 147
to his wife fully about 71
to his wife talking about 41
to his wife until after 52
to his wife would never 90
to his work every morning 148
to his work which would 43
to how many angels could 345
to how many homes where 68
to how many people could 94
to how many people lived 51
to how many people might 67
to how many people would 191
to how many right angles 50
to how most people would 46
to how much money could 112
to how much money people 43
to how much money shall 47
to how much money would 77
to how much water vapor 44
to its book value gives 40
to its fate would shake 294
to its full scope under 120
to its great first cause 50
to its having taken place 168
to its hiding place beneath 71
to its hiding place under 96
to its high boiling point 183
to its high melting point 536
to its last earthly resting 60
to its last resting place 2780
to its last saved state 74
to its more rapid growth 99
to its most basic level 402
to its most basic terms 129
to its slow burial beneath 63
to its true level again 84
to its very small sneer 47
to its work about seven 42
to jot down brief notes 142
to jot down notes about 378
to jot down notes while 54
to jot down quick notes 40
to jot down rough notes 40
to lay down basic rules 40
to lay down binding rules 112
to lay down broad lines 58
to lay down broad rules 53
to lay down exact rules 395
to lay down fixed rules 556
to lay down guide lines 67
to lay down legal rules 55
to lay down rigid rules 568
to lay down rules about 512
to lay down rules under 44
to lay down rules which 1260
to lay down water pipes 47
to lay eggs which hatch 45
to lay their bones under 44
to lay their bones within 55
to lead their daily lives 82
to lead their lives under 49
to lead their lives within 61
to let many marks appear 51
to let other people alone 128
to let other people share 60
to let other people trade 249
to let other people worry 46
to let some creep scare 97
to let their darts alone 41
to let their fingers touch 110
to let their light shine 2409
to let their minds drift 46
to let their minds dwell 112
to let their names appear 64
to let their souls loose 50
to let their wives appear 45
to let your light shine 1286
to lie down after lunch 141
to lie down again under 42
to lie down again until 52
to lie down every night 43
to lie down under cover 147
to lie down until after 44
to lie there thinking about 142
to lie very still while 48
to lug such trash about 85
to mean just about anything 227
to near their melting point 46
to near three miles below 46
to new food could cause 262
to new ideas about women 47
to new kent court house 150
to new south wales after 218
to new south wales alone 91
to new south wales ceased 367
to new south wales ended 149
to new south wales might 46
to new south wales since 81
to new south wales under 151
to new south wales until 81
to new south wales where 361
to new south wales which 49
to new south wales would 156
to new york after serving 55
to new york after world 181
to new york every morning 47
to new york every night 44
to new york first class 49
to new york quite often 72
to new york right after 292
to new york state about 56
to new york state alone 56
to new york state board 51
to new york state where 296
to new york takes about 61
to new york until after 127
to new york which would 54
to new york while still 69
to new york yearly meeting 192
to not care about anything 65
to not know anything about 88
to not only write about 43
to not think about anything 95
to old fort walla walla 103
to old south meeting house 56
to one great indian nation 54
to one part lemon juice 51
to one side cases where 56
to one side cases which 86
to one side while keeping 46
to one side while looking 43
to one side while walking 57
to one such wedding party 81
to one time alone belong 130
to one very small class 94
to one very small piece 76
to our door every morning 114
to our great father about 55
to our great maker still 328
to our late royal father 54
to our most basic needs 44
to our next camping place 43
to our next halting place 40
to our next happy meeting 70
to our next merry meeting 366
to our room after lunch 43
to our tall stone house 51
to our waking souls which 98
to our young people about 53
to our young people today 91
to pay back every penny 259
to pay back money which 120
to pay just about anything 53
to pay only fifty cents 67
to pay over money which 88
to pay said first party 49
to pay some debts which 356
to pay some extra money 56
to pay some morning calls 44
to pay some small debts 62
to pay their bills after 40
to pay their bills until 69
to pay their bills while 51
to pay their bills within 144
to pay their board bills 88
to pay their debts after 85
to pay their debts under 65
to pay their debts which 53
to pay their debts within 74
to pay their debts would 69
to pay their first visit 286
to pay their hotel bills 291
to pay their legal bills 69
to pay their legal costs 66
to pay their legal debts 49
to pay their local taxes 62
to pay their phone bills 45
to pay their store bills 54
to pay their taxes twice 42
to pay their taxes under 46
to pay their taxes until 99
to pay their taxes while 41
to pay their taxes within 57
to pay their train fares 42
to pay their water bills 242
to pay their yearly taxes 46
to pay these extra costs 46
to pay those debts which 131
to pay those taxes which 51
to pay three months after 92
to pay wage rates above 53
to pay your bills while 44
to pay your closing costs 79
to pay your sales force 76
to phi beta kappa while 44
to ply their trade under 84
to ply their trade within 76
to put down anything which 68
to put down local roots 55
to put down roots again 75
to put down roots where 41
to put down slave trade 57
to put down strong roots 102
to put forth every ounce 63
to put forth fresh leaves 54
to put forth green leaves 78
to put into action plans 43
to put into exact words 51
to put into final shape 57
to put into human words 64
to put into plain words 133
to put into sharp focus 53
to put into words anything 54
to put into words which 49
to put into working order 145
to put just about anything 49
to put more money aside 68
to put other people first 384
to put some extra money 52
to put some money aside 530
to put some money where 48
to put some words about 41
to put their hands above 54
to put their hands under 235
to put their helping hands 70
to put their lands under 56
to put their light under 65
to put their money where 2045
to put their moral armor 47
to put their necks under 325
to put their needs above 56
to put their needs first 115
to put their right hands 70
to put their small savings 57
to put their trust under 102
to put their votes where 52
to put their whole force 75
to put their whole trust 258
to put your hands under 62
to put your money where 1154
to put your needs first 80
to put your pride aside 41
to put your whole trust 137
to read four hours every 49
to read just about anything 49
to read many books about 52
to read more books about 93
to read other books about 112
to read some books about 147
to read some books which 49
to read their lists aloud 63
to read their mother tongue 247
to read their notes aloud 50
to read their works aloud 75
to read their writing aloud 135
to read these crude pages 40
to read these words aloud 55
to read those books which 183
to read those plays again 53
to read very small print 63
to read what others write 48
to read your bible daily 52
to read your bible every 78
to read your essay aloud 45
to read your first draft 66
to read your paper aloud 78
to read your rough draft 47
to read your writing aloud 98
to rub their skins smooth 315
to run five miles every 49
to run five times round 41
to run half naked about 47
to run into brick walls 52
to run into rough weather 52
to run some blood tests 82
to run such risks again 54
to run their necks again 157
to run three times round 102
to say good night after 65
to say good night again 73
to say good words about 43
to say into whose hands 61
to say just about anything 415
to say kind words about 108
to say mass every morning 135
to say more later about 58
to say much about anything 73
to say much about either 60
to say nothing about either 64
to say nothing about getting 66
to say nothing about others 55
to say nothing about social 41
to say nothing could start 57
to say nothing until after 84
to say nothing which could 352
to say nothing which might 491
to say nothing which shall 73
to say nothing which would 206
to say some final words 92
to say some magic words 64
to say some parting words 66
to say some words about 541
to say some words which 61
to say their first words 191
to say these words aloud 63
to say those exact words 44
to say those magic words 100
to say those words again 137
to say those words aloud 86
to say those words which 53
to say were either right 69
to say what comes first 50
to say what limit could 43
to say what might serve 64
to say what people spoke 45
to say what would count 78
to say what would please 81
to say when asked about 242
to say when jones shall 54
to say when people asked 174
to say when talking about 88
to see into whose hands 58
to see just about anything 62
to see just about every 82
to see lithe negro girls 47
to see mama every night 72
to see many people whose 47
to see more black people 40
to see more money spent 163
to see other human faces 49
to see other people enjoy 176
to see other people fight 58
to see other people getting 47
to see other people happy 213
to see other people while 49
to see some action taken 90
to see some fresh faces 63
to see some lurking danger 56
to see some people about 107
to see some steps taken 49
to see such cruel people 43
to see such people apply 107
to see such tales within 44
to see their child again 69
to see their faces again 276
to see their faces change 74
to see their faces light 290
to see their father again 170
to see their father alive 72
to see their happy faces 102
to see their homes again 405
to see their lower limbs 77
to see their merry faces 43
to see their money again 70
to see their money spent 78
to see their mother again 166
to see their naval power 44
to see their smiling faces 157
to see their sweet looks 295
to see their wives again 48
to see these birds about 42
to see these naked spars 53
to see these noble works 89
to see these people again 226
to see these stars again 54
to see those faces again 53
to see those people again 147
to see those people proud 48
to see those wicks blaze 42
to see three birds about 67
to see three black enemy 50
to see tiny faces looking 41
to see well under water 47
to see what action could 86
to see what action would 152
to see what change would 44
to see what comes after 55
to see what could cause 100
to see what could really 42
to see what could still 63
to see what feels right 61
to see what force could 41
to see what henry would 47
to see what jesus would 180
to see what light might 78
to see what makes people 71
to see what makes sense 147
to see what might appear 47
to see what might occur 110
to see what might offer 141
to see what might still 66
to see what money could 53
to see what money would 65
to see what moses would 44
to see what others could 271
to see what others might 127
to see what others would 217
to see what people really 131
to see what people would 185
to see what really makes 90
to see what really works 67
to see what santa claus 350
to see what savings could 41
to see what sense could 67
to see what steps could 205
to see what steps might 61
to see what steps would 46
to see what still needs 43
to see what takes place 493
to see what terms could 168
to see what would appear 105
to see what would cause 49
to see what would count 125
to see what would ensue 137
to see what would occur 240
to see what would really 81
to see what would stick 59
to see wild asses fight 65
to see young people dance 47
to see young people enjoy 59
to see young people getting 47
to see young people happy 178
to see young people walking 68
to see your cheek grown 89
to see your child again 62
to see your faces again 239
to see your father about 120
to see your father again 362
to see your father alive 89
to see your father today 70
to see your first flame 40
to see your happy niece 60
to see your mother about 57
to see your mother again 390
to see your mother alive 72
to see your mother every 45
to see your mother today 57
to see your smile again 47
to see your smiling faces 57
to see your uncle again 50
to see your whole party 122
to see your writing again 196
to set down every tribe 49
to set down rigid rules 41
to set down short notes 57
to set faith above works 64
to set foot again within 77
to set forth facts showing 52
to set forth facts which 109
to set forth within forty 58
to set other people right 197
to set some money aside 160
to set their hearts right 107
to set these steel traps 53
to set young people dancing 48
to set your alarm clock 214
to sir john peter grant 56
to sit back while others 42
to sit down again after 51
to sit down again until 91
to sit down again while 53
to sit down every evening 45
to sit down every morning 42
to sit down every night 54
to sit down quiet under 180
to sit down right where 56
to sit down under defeat 41
to sit down while waiting 59
to sit down while working 46
to sit here night after 51
to sit here talking about 58
to sit home every night 55
to sit there every evening 50
to sit there every night 46
to sit there night after 69
to sit there talking about 41
to sit there thinking about 47
to sit there until morning 42
to sit very still while 48
to six feet under water 53
to ten days after onset 184
to ten days after which 41
to ten feet under water 49
to ten years after first 157
to ten years after onset 40
to that army every fresh 78
to that axis about which 49
to that body which wants 79
to that dark place where 54
to that fair prime again 44
to that food which gives 69
to that from which david 62
to that from which moses 161
to that great cause which 63
to that great change which 69
to that great class which 43
to that great event which 83
to that great level where 48
to that great nation which 49
to that great place where 43
to that great power which 110
to that great river which 63
to that high court shall 95
to that high pitch which 61
to that high place where 62
to that high place which 66
to that holy place where 57
to that hope which springs 127
to that ideal beauty which 43
to that ideal state where 40
to that into which grace 42
to that just given shows 44
to that mild pitch which 52
to that mind which wants 58
to that other claim which 68
to that other class which 49
to that other group which 77
to that other place where 64
to that other world where 173
to that other world which 121
to that part thereof which 63
to that part where first 44
to that part which gives 81
to that part which lacks 83
to that part which takes 101
to that part which treats 153
to that rude tribe whose 58
to that rule which ought 55
to that same action which 45
to that same place again 55
to that same place where 114
to that side local people 140
to that taking place within 47
to that time every fresh 63
to that time taken place 73
to that vast tract where 41
to that very class which 49
to that very large class 173
to that very party which 44
to that very place where 126
to that very power which 45
to that very small class 107
to that very small group 140
to that very world which 126
to that wild storm which 41
to thee these magic halls 47
to them during working hours 58
to them from every point 68
to them from mount sinai 100
to them like burrs where 117
to them more power given 62
to them only after engaging 106
to them their chief value 52
to them those trees never 41
to them upon board wages 99
to them upon raising fresh 84
to them were given seven 992
to them were later added 48
to this bill while passing 55
to this book would agree 47
to this case arising under 184
to this case which would 40
to this dark world which 70
to this form under which 66
to this goal begin either 44
to this good world again 132
to this hope under every 78
to this last point below 43
to this last point later 141
to this last resting place 48
to this most noble cause 50
to this most worthy cause 54
to this other place where 55
to this rule might occur 67
to this rule occur where 62
to this rule takes place 41
to this rule which would 52
to this rule would appear 50
to this rule would apply 45
to this rule would arise 49
to this rule would occur 140
to this third class belong 46
to this time taken place 44
to this very place where 63
to this young woman whose 47
to too many people about 89
to try just about anything 654
to try some cause which 129
to try such lofty themes 59
to try their walks again 52
to two years after onset 48
to two years after which 52
to two years below grade 81
to use free fatty acids 61
to use hard words about 48
to use just about every 73
to use many words about 45
to use only first names 83
to use only words which 58
to use sans serif fonts 44
to use some method which 50
to use some words which 64
to use such gross terms 54
to use such harsh words 72
to use such method filed 80
to use such strong words 49
to use such words about 99
to use their bombs first 116
to use their brain power 55
to use their brand names 73
to use their exact words 66
to use their first names 316
to use their first words 84
to use their given names 92
to use their labor power 55
to use their legal right 43
to use their mother tongue 3786
to use their naval power 44
to use their newly found 178
to use their power under 48
to use their rifle butts 71
to use their right hands 586
to use their trade marks 63
to use their whole power 43
to use these exact words 114
to use these terms rather 58
to use these words rather 45
to use those exact words 64
to use those forms which 48
to use those gifts which 66
to use those words again 44
to use those words which 88
to use very large doses 52
to use very small doses 48
to use well every power 89
to use when speaking about 43
to use when talking about 517
to use when thinking about 179
to use when writing about 81
to use your right brain 47
to wear full evening dress 419
to wear their caste marks 41
to wear those wrist bands 91
to wear very large boots 59
to who these white people 68
to win four super bowls 96
to win over every tribe 59
to win their first world 449
to win their loves again 76
to win three super bowls 169
to wring their hands about 58
to yon pure heaven smiling 46
to you early every morning 44
to you four marks which 91
to you last night about 199
to you last night after 109
to you many times about 81
to you more fully about 130
to you more fully later 49
to you some months since 66
to you some weeks since 140
to you three times since 47
