tact to dot so monstrous 76
told me and my colleagues 44
told me how he regretted 48
told me how the americans 55
told me how to pronounce 42
told me not to interfere 236
told me not to interrupt 122
told me that an ambulance 88
told me that an englishman 80
told me that an important 125
told me that he certainly 130
told me that he collected 98
told me that he conceived 51
told me that he concluded 117
told me that he concurred 48
told me that he considers 327
told me that he continued 89
told me that he conversed 64
told me that he delivered 42
told me that he destroyed 43
told me that he disagreed 53
told me that he discussed 62
told me that he estimated 193
told me that he explained 61
told me that he expressed 68
told me that he generally 318
told me that he inherited 81
told me that he invariably 75
told me that he perceived 114
told me that he perfectly 51
told me that he performed 44
told me that he possessed 199
told me that he practiced 46
told me that he preferred 639
told me that he purchased 116
told me that he questioned 50
told me that he regretted 485
told me that he regularly 142
told me that he remembers 431
told me that he requested 46
told me that he respected 87
told me that he sometimes 584
told me that he suggested 44
told me that he supported 165
told me that he suspected 421
told me that he thoroughly 55
told me that he witnessed 130
told me that if necessary 56
told me that in california 86
told me that in september 74
told me that it certainly 52
told me that it consisted 58
told me that it contained 344
told me that it generally 44
told me that it proceeded 40
told me that it sometimes 78
told me that my arguments 66
told me that my attempted 43
told me that my boyfriend 47
told me that my departure 48
told me that my inquiries 40
told me that my reputation 46
told me that my statement 50
told me that my suspicions 47
told me that my technique 61
told me that my testimony 41
told me that on christmas 92
told me that on september 50
told me that on wednesday 65
told me that the admiralty 180
told me that the afternoon 63
told me that the agreement 47
told me that the ambulance 41
told me that the americans 383
told me that the ancestors 42
told me that the apartment 72
told me that the apparition 56
told me that the appearance 70
told me that the artillery 40
told me that the assistant 90
told me that the association 46
told me that the australian 45
told me that the boatswain 54
told me that the character 151
told me that the chevalier 45
told me that the christians 75
told me that the classical 48
told me that the collection 83
told me that the commander 336
told me that the commission 158
told me that the committee 433
told me that the communist 208
told me that the community 120
told me that the conditions 98
told me that the conductor 77
told me that the defendant 96
told me that the democrats 47
told me that the desertions 43
told me that the discovery 48
told me that the discussion 78
told me that the englishman 41
told me that the executions 45
told me that the executive 47
told me that the existence 57
told me that the expression 63
told me that the filipinos 44
told me that the foundation 90
told me that the furniture 59
told me that the gentleman 324
told me that the gentlemen 72
told me that the important 122
told me that the impression 103
told me that the influence 112
told me that the institute 78
told me that the insurance 74
told me that the interview 140
told me that the knowledge 74
told me that the loveliest 47
told me that the maharajah 58
told me that the ministers 42
told me that the missionary 56
told me that the monastery 78
told me that the mountains 99
told me that the mysterious 45
told me that the neighbors 74
told me that the newspaper 283
told me that the nightgown 43
told me that the nocturnal 58
told me that the nomination 46
told me that the opposition 110
told me that the orchestra 54
told me that the physicians 52
told me that the policeman 50
told me that the political 133
told me that the population 161
told me that the president 4106
told me that the principal 786
told me that the prisoners 217
told me that the procedure 77
told me that the proceedings 57
told me that the producers 50
told me that the production 90
told me that the professor 320
told me that the proportion 60
told me that the publisher 56
told me that the quarterly 104
told me that the residents 61
told me that the resolution 44
told me that the revolution 60
told me that the secretary 389
told me that the slightest 74
told me that the sovereign 89
told me that the spiritual 50
told me that the statement 77
told me that the substance 59
told me that the suggestion 51
told me that the survivors 178
told me that the synagogue 45
told me that the telephone 85
told me that the television 41
told me that the theological 43
told me that the traditions 50
told me that the transport 42
told me that the villagers 109
told me was an excellent 44
told me why or wherefore 49
told me with an expression 51
told of him in connection 151
told the earl of leicester 86
told to her in childhood 40
told to him in childhood 57
told us how the unbounded 51
told us how to interpret 42
told us not to interfere 40
told us that an englishman 185
told us that he considers 67
told us that he perceived 50
told us that he preferred 85
told us that he regretted 42
told us that he regularly 47
told us that he remembers 61
told us that he sometimes 59
told us that he suspected 54
told us that in theological 42
told us that it contained 84
told us that the americans 274
told us that the commander 53
told us that the committee 59
told us that the communist 52
told us that the community 46
told us that the conditions 49
told us that the drunkards 43
told us that the gentleman 117
told us that the honorable 54
told us that the monastery 40
told us that the opposition 44
told us that the population 70
told us that the president 433
told us that the principal 304
told us that the prisoners 91
told us that the procession 57
told us that the villagers 79
tone if not in substance 57
tone if not the substance 52
tone is one of complaint 40
took an act of parliament 197
took an ark of bulrushes 60
took an oath of allegiance 6002
took an oath of canonical 46
took an oath of innocence 42
took an oath of obedience 1637
took an oath of perpetual 154
took an oath to discharge 93
took an oath to sacrifice 57
took in all the territory 64
took it all in excellent 51
took it for an expression 94
took it for an indication 68
took it for an indignity 44
took it for an invitation 71
took it out on everybody 88
took it with an expression 45
took it with the composure 44
took me for an eccentric 43
took me for an englishman 232
took me out to celebrate 84
took my oath of allegiance 96
took no oath of allegiance 84
took no vow of obedience 55
took on all the appearance 101
took on all the qualities 55
took so long to appreciate 49
took so long to establish 177
took so long to implement 62
took so long to introduce 41
took so long to recognize 199
took the air on horseback 181
took the bag of groceries 133
took the being of substance 100
took the earl of cleveland 46
took the job as president 45
took the job as secretary 157
took the job of assistant 43
took the job of secretary 97
took the lead by introducing 65
took the lead in approaching 75
took the lead in campaigning 207
took the lead in campaigns 53
took the lead in celebrating 52
took the lead in circulating 46
took the lead in commercial 48
took the lead in confronting 82
took the lead in criticizing 278
took the lead in determining 144
took the lead in discovering 60
took the lead in discussion 62
took the lead in dismantling 42
took the lead in elaborating 44
took the lead in eliminating 76
took the lead in emphasizing 61
took the lead in encouraging 836
took the lead in formulating 696
took the lead in identifying 122
took the lead in industrial 75
took the lead in instigating 58
took the lead in instituting 79
took the lead in integrating 50
took the lead in introducing 900
took the lead in maintaining 110
took the lead in missionary 56
took the lead in modernizing 66
took the lead in opposition 789
took the lead in originating 81
took the lead in overthrowing 96
took the lead in persecuting 66
took the lead in political 372
took the lead in population 48
took the lead in practical 43
took the lead in proclaiming 124
took the lead in production 81
took the lead in propagating 117
took the lead in prosecuting 61
took the lead in publicizing 144
took the lead in recognizing 164
took the lead in reconciling 52
took the lead in reorganizing 139
took the lead in restricting 52
took the lead in sculpture 47
took the lead in stimulating 212
took the lead in suppressing 170
took the lead in technical 77
took the lead in undermining 93
took the lead to establish 43
took the oath as president 1795
took the oath as secretary 44
took the oath of abjuration 336
took the oath of adherence 50
took the oath of allegiance 27954
took the oath of canonical 161
took the oath of obedience 1353
took the oath of offensive 40
took the oath of perpetual 48
took the oath of president 73
took the oath of submission 117
took the oath of succession 45
took the oath of supremacy 2863
took the oath of vassalage 98
took the path of political 88
took the path of revolution 55
took the seat he indicated 151
took the vow of allegiance 45
took the vow of obedience 176
took the vow of perpetual 72
took the vow of virginity 95
took to that of cervantes 63
took up all the available 245
took up with the president 119
took us all the afternoon 72
took us out of ourselves 105
tool to aid in determining 42
tool to use in determining 55
tool to use to determine 64
tool up for the production 49
tooth is cut is indicated 43
tops of all the mountains 288
tops of all the surrounding 40
torn in two by conflicting 127
torn up and the telegraph 99
tour of all the principal 165
town as may be necessary 95
town is now an important 42
town to buy the necessary 40
town to see the christmas 43
town to see the procession 69
tread the path of democracy 48
tread the path of knowledge 162
tread the path of liberation 54
tread the path of perfection 97
tread the path of rectitude 49
tread the path of revolution 107
tread the path of spiritual 99
treat it with the deference 48
treat it with the reverence 71
treat of them in connection 97
treat the act as authorized 89
treat the two as identical 64
tree or two of tolerable 40
trial as may be warranted 241
trial by plea in abatement 48
trial is that by witnesses 47
trial is that the defendant 58
trial it may be necessary 87
trial so that the defendant 52
trot the men on horseback 97
true if one is concerned 49
true if one is considering 41
true in all the countries 71
true in and of themselves 132
true is not as important 56
true it had an intrinsic 84
true of all the conditions 43
true of all the countless 276
true of all the countries 205
true of all the different 163
true of all the faculties 62
true of all the important 77
true of all the instances 62
true of all the phenomena 42
true of all the principal 43
true of all the processes 51
true of all the provinces 53
true of all the varieties 43
true of things in themselves 134
true or not is debatable 67
true or not is difficult 145
true or not is immaterial 194
true or not is uncertain 89
true so far as concerned 42
true to him in adversity 58
truth in all the different 42
truth in and of themselves 41
truth in this my criticism 50
truth is but an aggregate 173
truth is not an existence 45
truth is not an objective 174
truth is not as important 64
truth is not so important 66
truth is not the exclusive 98
truth is not the sentiment 43
truth is that if parliament 46
truth is that my honorable 52
truth is that no statement 57
truth is that the admirable 46
truth is that the americans 140
truth is that the antiquity 49
truth is that the character 134
truth is that the classical 56
truth is that the colonists 86
truth is that the communist 206
truth is that the community 43
truth is that the conception 123
truth is that the conditions 82
truth is that the connection 40
truth is that the democrats 52
truth is that the discovery 50
truth is that the economics 95
truth is that the eighteenth 48
truth is that the existence 119
truth is that the expression 115
truth is that the foundation 52
truth is that the gentleman 92
truth is that the industrial 68
truth is that the influence 92
truth is that the interests 70
truth is that the knowledge 152
truth is that the necessity 47
truth is that the newspaper 63
truth is that the phenomena 42
truth is that the political 234
truth is that the population 71
truth is that the practical 59
truth is that the president 394
truth is that the principal 99
truth is that the principle 185
truth is that the profession 43
truth is that the proportion 47
truth is that the resources 48
truth is that the revolution 94
truth is that the spiritual 64
truth is that the statement 44
truth is that the universal 44
truth is that to interpret 100
truth is that we americans 69
truth is that we ourselves 56
truth it may be possessed 50
truth of all the assertions 75
truth of all the doctrines 70
truth of all the testimony 42
truth of god in injustice 127
truth of god in sincerity 82
truth of things in themselves 116
truth of this is confirmed 323
truth of this is especially 43
truth of this is evidenced 65
truth of this is indicated 54
truth to say the association 47
truth to them in sincerity 97
truth we can be certainly 111
trying it out in different 64
trying to act as peacemaker 199
trying to bring the discussion 57
trying to bring to perfection 48
trying to buy the nomination 40
trying to ease the stiffness 100
trying to ease the tightness 142
trying to ease the transition 53
trying to end the discussion 69
trying to fit in somewhere 71
trying to fix the character 44
trying to get an additional 46
trying to get an advantage 202
trying to get an agreement 244
trying to get an ambulance 41
trying to get an amendment 44
trying to get an apartment 85
trying to get an autograph 56
trying to get an engagement 57
trying to get an exclusive 86
trying to get an expression 87
trying to get an important 101
trying to get an impression 111
trying to get an injunction 115
trying to get an interview 856
trying to get an invitation 125
trying to get an objective 95
trying to get it organized 56
trying to get it published 369
trying to get my handcuffs 53
trying to get the advantage 304
trying to get the agreement 64
trying to get the americans 143
trying to get the bartender 122
trying to get the committee 60
trying to get the community 94
trying to get the concession 40
trying to get the democrats 41
trying to get the different 41
trying to get the discussion 70
trying to get the employees 85
trying to get the equipment 182
trying to get the insurance 64
trying to get the machinery 41
trying to get the necessary 272
trying to get the nomination 117
trying to get the paperwork 84
trying to get the partridge 56
trying to get the president 751
trying to get the prisoners 65
trying to get the telephone 40
trying to get to california 125
trying to get to jefferson 51
trying to get to palestine 178
trying to get up addresses 91
trying to hear the slightest 72
trying to hog the limelight 45
trying to lay the foundation 335
trying to lead me somewhere 64
trying to lean on rochester 100
trying to put the fragments 51
trying to put the invisible 108
trying to read my character 82
trying to read my expression 81
trying to read the character 143
trying to read the directions 87
trying to read the expression 540
trying to read the newspaper 324
trying to rid the community 42
trying to run an efficient 53
trying to run the household 86
trying to see the connection 66
trying to see the expression 88
trying to see the invisible 63
trying to see the president 179
trying to set up standards 44
trying to use the influence 45
trying to use the political 59
trying to use the resources 62
trying to use the telephone 112
trying to win the affections 138
trying to win the allegiance 98
tube so that the electrons 48
turn by way of conclusion 113
turn in each the provincial 42
turn it was to accompany 57
turn the arm of parliament 78
turn the eye of reflection 94
turn the ray of polarized 43
turn to god in penitence 224
turn to him as naturally 65
turn to him in penitence 336
turn to lay the foundation 141
turn to lead the discussion 53
turn to nod in agreement 47
turn to see the president 146
turn to that of confession 45
turn up for an important 48
turn up for an interview 62
turn up for the interview 89
type is not as important 71
type it may be necessary 85
type of area of residence 80
type of head is generally 41
type of job or occupation 77
type of job or profession 64
type of use or enjoyment 143
