tail stuck down the serpent 60
threw light upon the central 87
threw light upon the history 41
threw light upon the subject 143
throw aside even the chances 43
throw light into the interior 87
throw light into the shadows 49
throw light upon an obscure 117
throw light upon the affairs 55
throw light upon the ancient 93
throw light upon the behavior 52
throw light upon the complex 65
throw light upon the conduct 112
throw light upon the effects 48
throw light upon the essence 54
throw light upon the etiology 40
throw light upon the exalted 47
throw light upon the following 224
throw light upon the general 402
throw light upon the genesis 100
throw light upon the history 1145
throw light upon the inquiry 49
throw light upon the manners 156
throw light upon the material 69
throw light upon the motives 109
throw light upon the mystery 464
throw light upon the natural 103
throw light upon the objects 40
throw light upon the obscure 167
throw light upon the opinions 42
throw light upon the origins 127
throw light upon the passage 55
throw light upon the peculiar 48
throw light upon the position 81
throw light upon the precise 55
throw light upon the present 712
throw light upon the private 48
throw light upon the problem 827
throw light upon the process 195
throw light upon the quality 61
throw light upon the question 2241
throw light upon the relation 211
throw light upon the sources 82
throw light upon the subject 5994
throw scorn upon the scorner 48
tide which leads to fortune 74
tier above tier of bottles 44
ties which bind it together 97
ties which bind the members 100
ties which bind us together 1069
ties which held it together 168
ties which hold it together 127
ties which hold us together 47
till every hope of success 45
till times when the removal 47
till which time he carries 69
time about what is happening 40
time after coming to america 73
time after date of service 125
time after leaving the company 44
time after time in history 73
time after time to receive 60
time bombs ready to explode 169
time brake forth an occasion 56
time comes into the picture 44
time comes when it becomes 57
time comes when the patient 140
time comes when the question 60
time feuds came by degrees 54
time found means to dispose 44
time freed from the idealist 62
time gifts will be brought 65
time limit must be imposed 56
time limit will be imposed 43
time period from the beginning 479
time period from the present 42
time right from the beginning 143
time seems ripe to attempt 44
time setting forth the sincere 50
time shall bury the empires 61
time shall live in accents 63
time since coming to america 124
time taken from the beginning 170
time taken from the instant 104
time takes care of everything 67
time units from the current 61
time units from the present 43
time units such as seconds 86
time which made the greatest 43
time which must be allowed 310
time which must be devoted 260
time which will be allowed 71
time which will be devoted 50
time would fail to produce 43
time would fail to recount 43
time would have to include 60
time would have to increase 61
time would have us believe 109
time would join the general 41
time would seem to suggest 64
time would seem to support 42
time would tend to increase 73
time write upon the subject 42
tiny boats made of papyrus 42
toil which made my leisure 51
told about what is happening 51
told right from the beginning 57
tone which made me tremble 50
tone which made the lantern 56
took alarm during my absence 41
took ample time to prepare 42
took books from the library 75
took eight years to develop 72
took eight years to produce 47
took every care to prevent 67
took every means to increase 50
took every means to prevent 97
took every sort of trouble 46
took fifty years to develop 42
took forty years to compile 234
took malta from the knights 42
took money from the company 55
took money from the germans 53
took money from the pockets 86
took money from the tenants 64
took money from the treasury 54
took place along the borders 130
took place along the following 43
took place along the northern 120
took place along the southern 108
took place along the western 97
took place amid the terrors 51
took place among the ancient 85
took place among the british 130
took place among the chinese 119
took place among the deluded 152
took place among the european 42
took place among the gardens 86
took place among the germans 55
took place among the hebrews 113
took place among the inmates 40
took place among the members 419
took place among the muslims 40
took place among the natives 115
took place among the northern 45
took place among the parties 97
took place among the peacocks 45
took place among the peasants 68
took place among the savages 94
took place among the several 45
took place among the western 42
took place among the workers 91
took place among the workmen 47
took place during an election 68
took place during my absence 161
took place during my sojourn 45
took place during or shortly 55
took place during the absence 234
took place during the advance 57
took place during the beginning 260
took place during the british 439
took place during the carriage 540
took place during the century 891
took place during the clinton 55
took place during the colonial 572
took place during the congress 76
took place during the contest 92
took place during the council 94
took place during the current 180
took place during the darkest 45
took place during the daytime 378
took place during the decades 139
took place during the decline 49
took place during the devonian 111
took place during the earliest 67
took place during the election 178
took place during the eleventh 233
took place during the european 102
took place during the fifteen 100
took place during the fifties 139
took place during the following 2505
took place during the forties 55
took place during the funeral 125
took place during the general 207
took place during the harvest 98
took place during the history 42
took place during the holiday 86
took place during the hottest 72
took place during the hundred 137
took place during the interim 51
took place during the invasion 90
took place during the journey 238
took place during the kennedy 86
took place during the marriage 116
took place during the mexican 188
took place during the national 48
took place during the neolithic 228
took place during the october 54
took place during the passage 221
took place during the pliocene 283
took place during the postwar 123
took place during the preceding 988
took place during the present 213
took place during the previous 443
took place during the process 456
took place during the project 86
took place during the quarter 136
took place during the regency 57
took place during the regular 62
took place during the remaining 154
took place during the research 80
took place during the seminar 58
took place during the service 125
took place during the sessions 124
took place during the several 73
took place during the sixties 407
took place during the sojourn 77
took place during the spanish 362
took place during the strikes 52
took place during the summers 101
took place during the tertiary 490
took place during the thirties 104
took place during the triassic 91
took place during the vietnam 386
took place during the weekend 125
took place early in january 416
took place early in october 279
took place early the following 196
took place from the beginning 1070
took place from the british 169
took place from the country 49
took place from the earliest 64
took place from the eleventh 149
took place from the following 108
took place from the surface 102
took place late in january 70
took place late in october 83
took place must be repeated 89
took place only at certain 56
took place only in certain 76
took place only in default 72
took place only in january 62
took place over the adoption 73
took place over the century 41
took place over the election 48
took place over the following 858
took place over the previous 69
took place over the question 467
took place over the weekend 254
took place prior to january 99
took place there in october 42
took place there on january 42
took place there the previous 53
took place till the following 50
took place till the outbreak 58
took place upon the arrival 77
took place upon the occasion 203
took place upon the question 191
took place upon the subject 956
took place upon the surface 69
took place well in advance 89
took place were as follows 105
took place when an attempt 84
took place when he arrived 52
took place when he himself 48
took place when he visited 57
took place when the ancient 44
took place when the british 402
took place when the company 65
took place when the country 127
took place when the emperor 157
took place when the federal 66
took place when the germans 40
took place when the members 79
took place when the national 192
took place when the parents 41
took place when the parties 62
took place when the patient 161
took place when the present 67
took place when the question 54
took place when the subject 112
took place when the workers 43
took place when the wounded 40
took right down the officer 138
took seven years to compile 45
took seven years to develop 113
took seven years to produce 62
took thirty years to develop 41
took thirty years to recover 48
took whole from the dancers 40
torn apart over the question 43
torn loose from the embrace 87
town stood along the southern 66
trap which must be avoided 42
tread under foot in derision 52
treat human beings as objects 140
treat human beings as persons 49
tree bends over the trembling 55
tree crops such as bananas 77
tree crops such as coconut 71
tree seven feet in diameter 50
tree waiting till the funeral 44
tree which bears the prickly 41
tree whose root is labeled 80
trial court gave the following 354
trial court held the statute 59
trial court made no attempt 116
trial court made no express 383
trial court made the following 685
trial court took the position 155
trial judge gave the following 226
trial judge made the following 262
trial shall take the following 60
trial where life or liberty 75
true beauty whom he beholds 41
true facts from the brokers 40
true first line of defense 40
true people took the stranger 52
true right from the beginning 110
true social cost of capital 43
true social cost of producing 53
truth about acts of robbery 53
truth about life in general 83
truth about what is happening 586
truth about what is offered 82
truth could tend to convict 53
truth enter into the general 102
truth right from the beginning 222
truth which even the greatest 43
truth which must be grasped 49
truth which will be finally 70
tube dipping into the mercury 58
tube dipping into the solution 41
tube feeding among the elderly 44
tube field must be shallow 57
tube opens into the anterior 40
tube opens into the pharynx 59
tube opens into the uterine 45
tube stood over an orifice 40
turd falls upon the sparkling 150
turn again unto the warlike 43
turn aside from the current 41
turn aside from the example 41
turn aside from the fretful 59
turn aside from the general 55
turn aside from the highway 380
turn aside from the pursuit 116
turn aside from the question 44
turn aside from the subject 43
turn aside into an adjoining 64
turn comes from the semitic 44
turn could have an adverse 42
turn gives rise to several 41
turn round upon the streets 103
turn would have an adverse 44
turn would tend to increase 60
type action must be enacted 191
