heading for parts unknown 143
hour has sixty minutes 112
hour his stern command 95
hour she found herself 361
hour that georgia remains 48
hour that shall soonest 86
hour they spent together 678
hour this morning examining 60
hour tom found himself 101
hour was spent listening 53
hour was telling against 61
hued and smooth expanse 47
huge and black against 124
huge and ebony cumulus 87
huge and growing numbers 76
huge and growing problem 135
huge and growing rapidly 55
huge and loyal following 64
huge and noble bastions 47
huge and quick profits 48
huge and rapid increase 54
huge and sheer mistake 56
huge and still expanding 43
huge and thinly settled 49
huge oil price increase 63
huge red cross painted 89
huge red glaring bonfire 79
hugs him about fifteen 143
hull and engine repairs 634
hull was badly damaged 75
hunt and amuse himself 117
hunt and gather berries 121
hunt and scream together 73
hunt for large animals 54
hunt for small animals 326
hunt for small insects 126
hunt for small mammals 197
hurl his lance against 46
hurl his lance farthest 91
hurt and every disgust 56
hurt his father equally 107
huts and empty thickets 44
huts and small gardens 62
huts are built against 47
hymn was first printed 194
