bad acts committed when 151
but these mountains were 79
but these movements have 133
but these movements must 67
but these movements were 357
but these movements will 54
but these newcomers were 57
but these objections have 88
but these objections were 440
but these obstacles have 72
but these obstacles were 298
but these obstacles will 51
but these operations have 142
but these operations must 69
but these operations were 390
but these organisms have 117
but these organisms were 89
but these ornaments were 47
but these outbursts were 72
but these overtures were 203
but these particles have 47
but these particles were 48
but these penalties were 80
but these phenomena have 122
but these phenomena were 148
but these phenomena will 67
but these practices also 41
but these practices have 126
but these practices were 278
but these pressures have 46
but these pressures were 86
but these prisoners were 63
but these proceedings were 188
but these processes also 51
but these processes have 285
but these processes must 53
but these processes take 44
but these processes were 179
but these processes will 47
but these proposals have 225
but these proposals were 761
but these prospects were 54
but these provinces were 90
but these provisions have 329
but these provisions were 723
but these purchases were 85
but these qualities also 60
but these qualities have 198
but these qualities must 110
but these qualities only 103
but these qualities were 1131
but these qualities will 121
but these quotations will 54
but these reductions have 48
but these reductions were 186
but these regiments were 57
but these represent less 50
but these represent only 1568
but these represent some 41
but these researches have 63
but these resources have 146
but these resources must 43
but these resources were 236
but these resources will 49
but these responses have 57
but these responses were 224
but these sensations were 78
but these sentences were 164
but these situations have 51
but these situations were 84
but these societies have 57
but these societies were 133
but these sometimes have 47
but these specimens have 129
but these specimens were 138
but these specimens will 41
but these standards have 89
but these standards must 46
but these standards were 114
but these struggles were 72
but these subsidies were 50
but these successes have 88
but these successes were 343
but these suspicions were 137
but these themselves were 48
but these traditions have 103
but these traditions were 103
but these transfers were 46
but these treatments have 80
but these treatments were 53
but these tribunals were 56
but these typically have 51
but these varieties have 44
but these victories have 53
but these victories were 189
but these weaknesses were 69
but these witnesses were 60
but these youngsters were 51
but those abilities were 70
but those arguments were 48
but those available show 106
but those concerned were 76
but those conditions have 101
but those conditions were 111
but those conflicts were 43
but those countries have 62
but those countries were 73
but those dependent upon 71
but those described here 152
but those described will 70
but those discussed here 121
but those generally used 49
but those gentlemen were 55
but those instances were 101
but those interests were 75
but those invisible ones 59
but those ministers have 60
but those operations were 43
but those originating from 46
but those presented here 87
but those provisions have 40
but those provisions were 106
but those qualities have 59
but those qualities were 130
but those resources were 44
but those scattered arms 45
but those standards were 68
but three centuries have 72
but three different means 49
but three different ways 162
but three important ones 43
but three miserable huts 148
but three principal ones 52
but threw themselves down 130
but threw themselves into 111
but threw themselves upon 128
but throw ourselves into 78
but throw themselves down 52
but throw themselves into 87
but took effectual means 41
but upon graduation from 51
but upon separation from 183
but very decidedly flat 52
but very dependent upon 48
but very different form 147
but very different from 12479
but very different ideas 50
but very different kind 83
but very different ones 263
but very different tone 46
but very different ways 127
but very different were 137
but very different when 60
but very different will 46
but very difficult task 128
but very difficult when 148
but very difficult work 69
but very effective form 98
but very effective means 304
but very effective tool 58
but very effective ways 48
but very effective when 156
but very generally also 87
but very imperfect ideas 278
but very imperfect means 69
but very imperfect ones 79
but very important body 41
but very important book 58
but very important case 232
but very important fact 329
but very important from 121
but very important item 116
but very important line 47
but very important ones 103
but very important part 514
but very important role 197
but very important step 180
but very important task 157
but very important truth 92
but very important type 50
but very important ways 71
but very important when 65
but very important work 119
but very interesting book 74
but very interesting from 73
but very interesting work 83
but very necessary task 66
but very necessary work 40
but wait patiently till 204
but well fortified town 65
but well insulated from 99
but well protected from 131
but well separated from 221
but well sheltered from 41
but were abandoned during 45
but were abandoned when 178
but were alienated from 82
but were assembled from 41
but were available only 151
but were certainly less 144
but were certainly more 123
but were certainly very 212
but were collected from 134
but were compelled also 43
but were concerned only 244
but were converted from 51
but were converted into 257
but were deflected from 44
but were delighted when 47
but were delivered from 91
but were dependent upon 459
but were descended from 210
but were destroyed during 124
but were destroyed when 88
but were developed from 98
but were developed into 42
but were different from 443
but were discarded when 41
but were dislodged from 68
but were dismissed from 74
but were dispersed among 81
but were dispersed over 92
but were dissuaded from 460
but were effective only 41
but were estimated from 78
but were extremely rare 77
but were forbidden from 93
but were generally from 45
but were generally held 46
but were generally kept 52
but were generally less 354
but were generally more 366
but were generally much 167
but were generally used 55
but were generally very 130
but were generally well 125
but were horrified when 50
but were inherited from 83
but were inhibited from 109
but were instantly shot 179
but were instilled into 65
but were insulated from 58
but were organized into 136
but were perfectly sure 40
but were perfectly well 49
but were permitted only 87
but were precluded from 178
but were preserved from 75
but were pressured into 50
but were prevailed upon 294
but were prevented from 6562
but were protected from 288
but were published only 179
but were purchased from 100
but were recovered from 74
but were recruited from 195
but were satisfied when 78
but were scattered along 54
but were scattered among 127
but were scattered from 48
but were scattered here 45
but were scattered over 737
but were separated from 831
but were separated into 108
but were separated when 41
but were sometimes also 79
but were sometimes even 61
but were sometimes made 54
but were sometimes more 115
but were sometimes used 108
but were surprised when 282
but were suspended from 83
but were themselves also 44
but were themselves among 122
but were themselves good 62
but were themselves made 42
but were themselves more 134
but were themselves part 66
but were themselves soon 50
but were uncertain what 154
but were unusually like 58
but what advantage will 45
but what assurance have 281
but what connection there 74
but what everybody else 349
but what everybody knew 81
but what frenchman will 41
but what guarantee have 211
but what objections there 97
but what posterity will 53
but what proceeded from 420
but what resembled those 50
but what resembles some 47
but what signifies wearing 89
but what signifies what 225
but what themselves have 41
but what themselves were 41
but when adversity came 46
but when carefully used 46
but when christians take 52
but when christmas came 115
but when completed will 197
but when conditions were 133
but when converted into 279
but when delivered from 57
but when deposited from 42
but when disengaged from 60
but when everybody else 89
but when liberated from 58
but when messengers came 44
but when necessary will 58
but when performed over 157
but when posterity reads 128
but when president bush 50
but when prevailed upon 43
but when questioned more 92
but when reflected from 49
but when separated from 561
but when separated into 135
but when separated tend 42
but when september came 138
but when seventeen years 61
but when temptation came 42
but whom posterity will 50
but will appreciate your 44
but will assuredly send 40
but will certainly come 102
but will certainly find 51
but will certainly give 132
but will certainly have 204
but will certainly help 76
but will certainly make 190
but will certainly need 46
but will certainly take 67
but will doubtless soon 46
but will generally fall 40
but will generally have 138
but will generally only 41
but will generally range 63
but will generally take 45
but will gradually come 49
but will gradually fall 52
but will gradually lose 69
but will gradually move 48
but will gradually rise 43
but will highlight some 63
but will introduce some 44
but will patiently wait 56
but will represent only 83
but will sometimes also 45
but will sometimes even 61
but will sometimes gaze 78
but will sometimes give 42
but will sometimes have 48
but will sometimes take 47
but will themselves feel 44
but will typically have 42
but wish everybody good 224
but work themselves into 56
but your character will 62
but your committee feel 58
but your committee have 138
but your customers will 116
but your discretion will 75
but your happiness will 82
but your inference from 48
but your influence there 72
but your influence will 41
but your inquiries have 41
but your intentions were 84
but your judgments will 43
but your knowledge will 58
but your listeners will 42
but your lordships have 48
but your lordships will 858
but your maidenhead hangs 42
but your opponents will 49
but your posterity will 72
but your reputation will 56
but your residence here 108
but your secretary said 153
but your sovereign will 41
buy health insurance from 218
buy land somewhere else 124
buy life insurance from 542
buy life insurance when 106
buy more expensive cars 204
buy more expensive food 85
buy more expensive ones 40
buy some provisions from 64
buy some temporary visa 48
buy their equipment from 138
buy their furniture from 53
buy their groceries from 112
buy their insurance from 89
buy their medicines from 54
buy their provisions from 181
buy these keepsakes from 43
buy used equipment from 55
buy when everybody else 56
buy your equipment from 59
buy your groceries from 67
buy your insurance from 99
