bacteria convert nitrogen gas 66
brought against officers and 57
brought against socrates was 64
brought against standard oil 44
brought eternal confusion and 106
brought forward avowedly for 41
brought forward evidence for 131
brought forward evidence that 1732
brought forward indicating that 154
brought forward projects that 99
brought forward suggesting that 117
brought increasing hardship and 41
brought increasing pressure for 95
brought letters empowering him 47
brought medical supplies and 67
brought national attention and 74
brought renewed interest and 51
brought renewed pressure for 62
brought together academic and 72
brought together american and 62
brought together business and 83
brought together catholics and 48
brought together children and 77
brought together elements that 137
brought together engineers and 89
brought together evidence that 55
brought together scholars and 338
brought together scholars who 69
brought together students and 127
buildings closely resemble each 69
buildings erected specially for 44
bulwark against disorder and 57
bulwark against socialism and 134
burgeoning tourist industry and 45
