keel on each side of 357
know he had heard the 53
know he had kept it 57
know he had left the 122
know he had made it 144
know he had made the 96
know he had nothing to 285
know he had seen it 71
know he had seen me 63
know he had seen the 93
know he had told me 48
know he has been at 51
know he has been in 329
know he has been so 107
know he has been the 77
know he has been to 135
know he has come to 122
know he has done it 85
know he has done me 62
know he has done so 140
know he has gone to 304
know he has nothing in 43
know he has nothing to 307
know he has told me 64
know he may tell the 47
know he was able to 176
know he was among the 66
know he was back in 469
know he was back on 54
know he was born in 493
know he was born on 100
know he was coming in 147
know he was coming to 343
know he was coming up 62
know he was even in 49
know he was fond of 174
know he was free to 68
know he was from the 111
know he was full of 100
know he was giving me 52
know he was glad to 140
know he was having an 112
know he was here at 56
know he was here in 129
know he was here to 42
know he was just as 111
know he was laid up 66
know he was leaving the 87
know he was living in 279
know he was making it 47
know he was part of 197
know he was ready to 423
know he was sent to 54
know he was shot in 45
know he was such an 122
know he was taking it 73
know he was taking the 50
know he was there at 139
know he was there by 66
know he was there if 83
know he was there in 145
know he was there on 41
know he was there or 51
know he was there to 151
know he was trying to 871
know if and when he 243
know if and when it 297
know if and when the 455
know if and when to 86
know if and when we 208
know if any more of 70
know if any part of 195
know if his name is 41
know if his wife is 41
know if one pair of 49
know if one will be 40
know if she came to 64
know if she came up 204
know if she felt the 85
know if she heard me 263
know if she heard of 42
know if she heard the 44
know if she hears me 46
know if she knew it 49
know if she knew the 75
know if she left the 40
know if she made it 83
know if she made the 50
know if she means it 54
know if she meant it 142
know if she meant the 145
know if she meant to 114
know if she said it 47
know if she took it 62
know if she took the 43
know if she went to 134
know if she were at 95
know if she were in 106
know if she were the 54
know if she were to 72
know if she will be 337
know if she will go 61
know if that kind of 122
know if that made it 52
know if that made me 48
know if that means he 68
know if that meant he 100
know if that sort of 69
know if that were me 122
know if that were so 86
know if that were the 124
know if that will be 506
know if that will do 57
know if then will be 43
know if they came to 53
know if they come to 91
know if they have an 113
know if they have it 87
know if they have or 42
know if they have the 485
know if they have to 158
know if they heard me 41
know if they heard of 69
know if they know of 49
know if they like it 58
know if they like the 47
know if they live in 44
know if they made it 156
know if they meant to 54
know if they need to 192
know if they plan to 91
know if they took the 43
know if they want it 52
know if they want me 61
know if they want to 636
know if they want us 40
know if they went to 154
know if they were as 161
know if they were at 102
know if they were in 1147
know if they were of 63
know if they were on 405
know if they were or 111
know if they were the 487
know if they were to 553
know if they were up 55
know if they will be 1050
know if they will do 67
know if they will go 67
know if they will or 71
know if they wish to 70
know if this book is 81
know if this kind of 190
know if this sort of 136
know if this type of 133
know if this were so 54
know if this were the 92
know if this will be 610
know if this will do 50
know if you call it 129
know if you care to 173
know if you come to 132
know if you come up 422
know if you ever do 123
know if you feel as 184
know if you feel the 221
know if you felt the 48
know if you find it 178
know if you find the 98
know if you have an 459
know if you have it 314
know if you have my 46
know if you have no 49
know if you have or 121
know if you have the 1254
know if you have to 453
know if you heard it 102
know if you heard me 136
know if you heard of 117
know if you heard or 74
know if you heard the 124
know if you knew it 127
know if you knew the 54
know if you know it 1053
know if you know me 104
know if you know my 71
know if you know of 177
know if you know or 63
know if you know the 599
know if you like it 400
know if you like me 84
know if you like the 327
know if you like to 75
know if you live in 102
know if you look at 68
know if you love me 547
know if you made it 73
know if you made the 113
know if you make it 42
know if you make the 40
know if you meant it 107
know if you meant to 54
know if you need an 75
know if you need it 94
know if you need me 708
know if you need my 150
know if you need the 76
know if you need to 1156
know if you need us 45
know if you pick up 46
know if you plan on 94
know if you plan to 573
know if you speak of 77
know if you take the 56
know if you talk to 78
know if you tell me 120
know if you think he 141
know if you think it 847
know if you think me 138
know if you think my 70
know if you think of 493
know if you think the 273
know if you think we 174
know if you told me 50
know if you took the 96
know if you turn up 79
know if you want an 43
know if you want it 229
know if you want me 1092
know if you want my 48
know if you want the 296
know if you want to 5583
know if you want us 130
know if you went to 115
know if you were an 55
know if you were as 105
know if you were at 183
know if you were in 1224
know if you were my 74
know if you were on 111
know if you were the 243
know if you were to 253
know if you were up 143
know if you will be 2010
know if you will do 251
know if you will go 126
know if you wish me 89
know if you wish the 52
know if you wish to 636
know in any case is 55
know in any part of 67
know in each case the 102
know in her heart of 55
know in his heart he 125
know in his heart of 127
know in his heart the 40
know in his line of 94
know in how many of 98
know in our heart of 566
know in this case is 189
know in this case the 56
know in this kind of 40
know in this life is 142
know in this life the 50
know in this part of 161
know in this type of 42
know is all there is 88
know is his name is 52
know is how best to 42
know is how many of 229
know is how much he 74
know is how much is 42
know is how much it 92
know is how much of 277
know is how much the 180
know is how much we 71
know is how well the 66
know is not just the 47
know is not nothing in 49
know is not only an 46
know is not only the 115
know is not only to 42
know is not true of 46
know is not what is 77
know is not what the 242
know is not what we 86
know is that among the 57
know is that during the 322
know is that even if 99
know is that even in 42
know is that even the 60
know is that from the 239
know is that here is 41
know is that just as 110
know is that life is 145
know is that many of 622
know is that most of 271
know is that much of 61
know is that none of 168
know is that nothing is 41
know is that once the 68
know is that over the 83
know is that part of 74
know is that some of 471
know is that such an 54
know is that there is 6775
know is that what he 50
know is that what is 68
know is that what we 103
know is that when he 366
know is that when it 179
know is that when my 94
know is that when the 770
know is that when we 444
know is you have to 79
know it all from the 109
know it all when it 60
know it and call it 44
know it and even to 58
know it and feel it 1042
know it and have it 105
know it and have no 46
know it and have the 68
know it and have to 53
know it and keep it 41
know it and know it 176
know it and like it 494
know it and live in 65
know it and live it 259
know it and love it 664
know it and make it 158
know it and obey it 50
know it and paid to 43
know it and show it 58
know it and some do 84
know it and some of 61
know it and take it 42
know it and tell it 164
know it and there is 100
know it and think it 43
know it and want it 71
know it and want to 99
know it and will be 46
know it but from the 56
know it can also be 52
know it can make no 95
know it can only be 745
know it for what it 2013
know it for whom it 43
know it goes back to 78
know it had been in 72
know it had been so 73
know it had been the 85
know it had come to 79
know it had gone so 55
know it had nothing to 237
know it has been an 323
know it has been in 188
know it has been my 132
know it has been so 211
know it has been the 599
know it has been to 56
know it has come in 73
know it has come to 212
know it has cost me 54
know it has done me 47
know it has made me 94
know it has nothing to 512
know it hath been the 203
know it may cease to 41
know it may come as 40
know it may even be 45
know it may seem to 50
know it may well be 108
know it not only by 45
know it not only in 52
know it now will be 62
know it our duty to 110
know it she will be 83
know it then there is 69
know it they will be 145
know it too well to 357
know it was also the 40
know it was best to 50
know it was born in 144
know it was born to 333
know it was coming to 47
know it was done by 201
know it was done in 122
know it was done to 55
know it was dumb of 114
know it was during the 65
know it was from me 131
know it was from my 40
know it was from the 226
know it was full of 86
know it was good to 44
know it was hard on 256
know it was hard to 256
know it was here in 71
know it was just an 148
know it was just as 68
know it was just my 46
know it was just the 166
know it was just to 54
know it was kind of 154
know it was late in 110
know it was made by 242
know it was made in 87
know it was meant to 255
know it was none of 151
know it was nothing of 45
know it was nothing to 60
know it was okay to 406
know it was only an 93
know it was only in 76
know it was only my 80
know it was only the 195
know it was only to 66
know it was part of 336
know it was rude to 40
know it was safe to 289
know it was said he 165
know it was said in 51
know it was said of 71
know it was sent to 46
know it was some of 56
know it was sort of 44
know it was such an 40
know it was there at 103
know it was there if 131
know it was there in 118
know it was there or 54
know it was there to 84
know it was time to 2148
know it was true of 50
know it was used by 48
know it was used in 129
know it was worth it 219
know it was worth the 134
know it was wrong in 54
know it was wrong of 388
know it was wrong to 1150
know it you have no 56
know it you have to 51
know it you will be 515
know me and come to 46
know me and know my 77
know me and like me 202
know me and love me 467
know me and some of 59
know me and want me 57
know me can have no 57
know me too well to 3325
know my ass from my 95
know my head from my 80
know my own heart at 40
know my own heart it 41
know my own heart to 228
know my own mind at 40
know my own mind by 63
know my own mind in 51
know my own mind on 49
know my own mind or 68
know my real name is 55
know my real name or 65
know my son will be 82
know my way back to 137
know no man half so 133
know no one among the 73
know no one else in 226
know no one else is 82
know no one else of 41
know no one else so 47
know no one else to 78
know no one more to 48
know no one will be 106
know of any acts of 40
know of any body of 62
know of any book in 68
know of any book of 61
know of any book on 83
know of any case in 1769
know of any case of 590
know of any city in 44
know of any data on 84
know of any form of 134
know of any jobs in 52
know of any kind of 443
know of any means by 147
know of any means of 472
know of any means to 147
know of any mode of 74
know of any other in 69
know of any other of 119
know of any other thing 55
know of any other to 85
know of any part of 235
know of any rule of 47
know of any sort of 134
know of any such thing 412
know of any time in 70
know of any type of 66
know of any word to 67
know of any work in 214
know of any work of 94
know of any work on 551
know of any work so 46
know of are from the 58
know of are those of 110
know of each other at 44
know of each other in 61
know of each other is 50
know of each other the 96
know of god from the 41
know of god what he 208
know of her from the 42
know of her part in 42
know of him from the 253
know of him leads us 45
know of him only as 217
know of him only by 235
know of him what he 152
know of him what is 58
know of him when he 55
know of his coming as 59
know of his life in 126
know of his life is 298
know of his part in 61
know of his plan to 129
know of his role in 140
know of his work in 170
know of his work is 45
know of its coming to 52
know of one case at 55
know of one case in 1597
know of one case of 541
know of one kind of 54
know of our life to 71
know of that kind of 41
know of that leads to 54
know of that part of 64
know of that sort of 46
know of them from the 194
know of them only as 205
know of them only by 206
know of them only in 50
know of this dread of 55
know of this from the 145
know of this kind of 455
know of this part of 254
know of this plan of 45
know of this side of 100
know of this sort of 133
know of this type of 153
know of this when he 51
know of this work is 56
know of two ways to 64
know of was hanging on 48
know of was made by 101
know of who grew up 42
know on this side of 171
know or are able to 319
know or can come to 49
know or can find the 47
know or can hope to 100
know or can know is 122
know or can know of 319
know or can know the 62
know or can learn of 107
know or can think of 133
know or may come to 43
know or not know the 154
know or see what is 41
know the area like the 96
know the bad from the 46
know the bow from the 103
know the day when he 65
know the day when the 81
know the day will be 57
know the end from the 473
know the head from the 57
know the job will be 60
know the joy there is 42
know the long list of 51
know the man from the 79
know the man meant to 150
know the man when he 67
know the man whom he 49
know the man whom we 42
know the mean length of 57
know the men from the 55
know the net worth of 55
know the old lady is 46
know the old name of 42
know the old saying is 48
know the old saying of 82
know the one from the 963
know the one only by 71
know the path leading to 42
know the path name of 50
know the per cent of 164
know the poet from the 188
know the real cost of 321
know the real depth of 57
know the real face of 69
know the real from the 289
know the real heart of 65
know the real life of 151
know the real meaning of 2764
know the real mind of 89
know the real name of 822
know the real size of 138
know the real truth in 48
know the real truth of 535
know the real worth of 438
know the sad fate of 56
know the sad tale of 45
know the top from the 61
know the use made in 84
know the use made of 63
know the way back if 57
know the way back to 959
know the way down to 48
know the way from the 93
know the way into the 405
know the way like the 45
know the way over the 89
know the weak side of 177
know the zip code of 41
know to get ahead in 44
know to get along in 157
know to get into the 65
know to how great an 162
know to our cost in 63
know to our cost the 76
know us and like us 48
know us and love us 212
know us and what we 56
know us and whom we 81
know us for what we 290
know us too well to 68
know we all have the 65
know we all have to 282
know we all like to 75
know we all need to 50
know we all want to 307
know we all went on 63
know we are able to 143
know we are coming to 71
know we are free to 52
know we are glad to 40
know we are here in 61
know we are here on 53
know we are here to 198
know we are just as 44
know we are living in 321
know we are made up 48
know we are meant to 98
know we are moving in 115
know we are nearing the 51
know we are part of 266
know we are ready to 178
know we are safe in 45
know we are there to 41
know we are told to 68
know we are trying to 333
know we both have to 48
know we both want to 55
know we can come to 42
know we can come up 62
know we can find the 83
know we can have no 48
know we can make it 508
know we can make the 54
know we can rely on 661
know we can talk to 46
know we can work it 99
know we had come to 54
know we had gone to 54
know we had nothing to 107
know we may have to 120
know we may learn to 52
know we mean what we 86
know ye that there is 42
