sadly from the vale into 152
since most of these young 55
since much of their time 115
since much of their work 204
since none of these have 56
since none of these three 76
since none of these were 97
since nothing in these arts 42
since nothing is more true 73
since only as having been 42
since only by such means 64
since seen the same sort 43
since seen to have been 94
since some of these have 136
since some of these same 48
since some of these were 198
since some of these will 62
since such is your will 106
since such is your wish 64
since there is also some 74
since there is even less 123
since there is less need 203
since there is less risk 231
since there is less room 101
since there is less time 241
since there is more room 143
since there is more time 242
since there is much less 988
since there is much more 1282
since there is none other 147
since there is nothing else 3312
since there is nothing from 71
since there is nothing good 77
since there is nothing here 194
since there is nothing left 441
since there is nothing like 334
since there is nothing more 3268
since there is nothing much 138
since there is nothing other 179
since there is nothing there 395
since there is nothing very 57
since there is nothing wrong 204
since there is only room 56
since there is pain when 40
since there is some loss 60
since there is some risk 105
since there is some truth 50
since there is such great 86
since there is such wide 60
since there is very much 50
since three or four days 47
since three or four years 94
since what we have been 42
since what we have done 44
since what we have here 169
since what we have said 78
since when we have been 93
singers seem to have been 100
sinking down the hill till 53
sinking fund of said city 106
sinking fund or other means 71
sinking fund to take care 193
sinking inch by inch into 106
sinking into the deep pile 50
sinking into the deep snow 142
sinking into the mire like 41
sinking into the soft sand 223
sinking into the soft silt 43
sinking into the soft snow 149
sinking into the soft soil 89
sinking into the thick pile 42
sinking into the warm sand 45
sinking step by step into 45
sinks back at full length 47
sinks back at last into 43
sinks down to rest upon 85
sinks into the deep ocean 143
sinks into the heart like 113
sites along the silk road 67
sites range in size from 206
sites ranging in date from 113
sites ranging in size from 141
sites ranging in time from 43
sites seem to have been 982
sites tend to have more 113
sites vary in size from 73
sitting back in their seats 83
sitting down at your desk 161
sitting down on their hats 49
sitting down or rising from 41
sitting down to rest from 78
sitting down to rest upon 55
sitting down to talk over 52
sitting down to their meals 73
sitting face to face over 75
sitting here at your desk 41
sitting over it very good 59
sitting over the fire when 59
sitting room of their home 83
sitting room or dining room 135
sitting room or living room 47
sitting side by side along 50
sitting side by side facing 46
sitting side by side full 64
sitting side by side like 349
sitting side by side upon 225
sitting side by side were 54
sitting side by side when 52
sitting there at your desk 58
sitting there in full view 99
sitting there in such pain 73
sitting there in your gold 123
sitting upon the other side 43
sitting upon the same sofa 47
sixty feet in length from 67
sixty feet or more from 65
sixty pair of bare feet 162
sixty years of hard work 79
sixty years of life have 43
sixty years of these three 63
sixty years we have been 151
sixty years we have come 51
sizes seem to have been 85
skies into the hoar deep 69
skiff coming up from town 61
skill lies in giving into 49
skill seem to have been 57
skins make the best beds 43
skins seem to have been 60
skull caps on their heads 215
skull must be very thick 47
skull said to have been 48
skull upon the other side 288
slabs beds of clay many 44
slabs seem to have been 75
slack line in your left 47
slain whom ye have laid 81
sleep came to their eyes 53
sleep during the early part 214
sleep make the shut eyes 71
sleep safe in their beds 143
sleep when he came home 48
sleep when it gets dark 173
sleep when the time came 145
sleep when we have most 66
slept more or less during 42
slept side by side like 53
slide down in their seats 104
slide down the alps into 58
slide down the bank into 138
slide down the fire pole 112
slide down the hill into 94
slide down the other side 1176
slide down the wall into 41
slide down the ways into 103
slide from an asking face 43
slide over to make room 74
slide show to make sure 45
sliding down the bank into 79
sliding down the hill into 62
sliding down the other side 482
sliding into the booth next 93
sliding over the edge into 109
sliding over to make room 106
slips into the clear text 128
slips into the next room 82
slips over the edge into 47
sloop held the wind fair 91
slope down the other side 45
slope from the other side 46
slope from the road down 40
sloping down to make arms 46
slowing down in their rate 41
slowing down the arms race 328
slowing down the heart rate 123
slowing down the work pace 45
slowing down to turn into 51
slows down the drying time 70
slows down the heart rate 376
slump down in their seats 45
slunk into the living room 55
slunk into the wood fast 154
small areas of flat land 89
small areas of good land 56
small areas of good soil 47
small areas of hair loss 49
small areas of land were 100
small bags of gold dust 81
small bale as come from 41
small bars of soft iron 53
small bits of food from 74
small bits of wood from 47
small boat is very much 60
small boat of some kind 41
small boys in tall hats 45
small caps on their heads 56
small city in those days 56
small coil of fine wire 130
small dose of blue pill 72
small during the early part 51
small during the early years 133
small even at full load 45
small even at very high 47
small ever to have been 75
small fair is held here 60
small fire on some flat 53
small fire to keep warm 46
small gust of wind blew 51
small hand in mine felt 40
small herd of milk cows 104
small herd of mule deer 66
small hole is made into 44
small hope of ever seeing 41
small jars of baby food 65
small knob of hard wood 52
small loaf of bread from 131
small loaf of corn bread 45
small loan to tide over 47
small lock of hair from 82
small logs of wood were 48
small ones in many other 50
small pair of bare legs 85
small pair of gold knee 65
small pair of iron tongs 46
small part in your life 43
small part of health care 45
small part of their army 70
small part of their body 63
small part of their care 43
small part of their cost 44
small part of their debt 70
small part of their diet 278
small part of their duty 95
small part of their food 375
small part of their full 58
small part of their land 497
small part of their length 103
small part of their life 309
small part of their living 105
small part of their mass 40
small part of their plan 40
small part of their range 102
small part of their time 1573
small part of their wealth 164
small part of their work 887
small part of these great 57
small part of these poor 56
small part of these were 70
small part of those from 47
small part of what made 54
small part of what most 58
small part of what must 185
small part of what once 85
small part of what there 247
small part of what these 60
small part of what went 71
small part of what will 106
small part of whom were 49
small part of your body 149
small part of your duty 68
small part of your life 629
small part of your mind 60
small part of your time 61
small part of your work 59
small plot of land from 244
small plot of land just 84
small plot of land next 52
small plot of land will 44
small roll of duct tape 138
small seams of coal have 45
small size of their feet 58
small size of their home 82
small size of their land 51
small spot of land left 41
small step to move from 127
small teeth on their arms 49
small theft in these days 78
small town he came from 40
small town in many ways 109
small town in south india 127
small town in those days 258
small town of gold hill 96
small town of some five 83
small town of some three 46
small tuft of hair left 60
small tuft of hair upon 45
small type of their text 58
small when we take into 44
smart move on their part 194
smart move on your part 135
smell came up from those 59
smell made me feel sick 124
smile back on your face 227
smile back to their last 72
smile from the other side 144
smile full of gold teeth 56
smile like the mona lisa 179
smile made me feel like 51
smile mark the lone tree 65
smile when he came back 97
smile when he came home 88
smile when he came into 103
smiling into the open mouth 50
smiling like the mona lisa 57
smiling when he came back 124
smiths seem to have been 51
smoke from an open fire 263
smoke from the camp fire 184
smoke from the damp wood 81
smoke from the fire into 49
smoke from the fire made 82
smoke from the fire must 40
smoke from the fire rose 205
smoke from the fire went 51
smoke from the fire will 43
smoke from the great fire 101
smoke from the hearth fire 138
smoke from the open fire 521
smoke from the open hearth 246
smoke from the other side 171
smoke from the peace pipe 41
smoke from the same pipe 207
smoke from the soft coal 63
smoke from the tail pipe 112
smoke from the turf fire 85
smoke from the wood fire 682
smoke gets in your eyes 650
smoke into the clear blue 138
smoke made me very sick 77
smoke over the fire till 44
smoke there is also fire 183
smoking from the same pipe 42
smooth back the hair from 113
smooth coat of coal dust 47
smooth flow of ideas from 46
smooth flow of work from 75
smote into the very heart 101
smote upon my very soul 46
smote upon the fore part 62
snake four or five feet 53
snarl kept the three dogs 86
snoring from the next room 55
snoring from the other room 41
soaring cost of health care 335
sober liking of your kind 97
social doings of some sort 47
social form of wealth ever 65
social ideas of their time 47
social ills of their time 109
social life do bask their 48
social life in many ways 129
social life in other ways 55
social life in these three 73
social life in those days 230
social life in those early 40
social life is even more 87
social life is much more 309
social life is very much 131
social life of some sort 44
social life of their home 114
social life of their time 275
social life of these early 76
social life of those days 141
social life of those whom 59
social life we have nothing 40
social ruin of rome must 47
social side of farm life 156
social side of their work 53
social side of your life 45
social theory of karl marx 70
social type is free from 53
social work in health care 2180
social work is much more 108
social work of some kind 77
social work or some other 48
soils have at least three 41
soils seem to have been 65
soils tend to have more 106
solar disk as seen from 54
soles half an inch thick 105
solid angle as seen from 101
solid base to work from 107
solid foot of some other 44
solid gold at fort knox 137
solid mass of very hard 42
solid wall of snow moving 50
solve some of their more 69
solve some of their most 405
solving some of their most 86
sorry news by some base 41
sorry when he said good 53
sorry when he went away 305
sorry when it came time 66
sorry when the time came 1225
sorry when we came into 44
sorry when we have done 44
sorts seem to have been 118
souls among the rich turn 67
souls seem to have been 47
sound fading up there among 44
sound file on your hard 51
sound file to play when 58
sound from the back room 51
sound from the dining room 100
sound from the living room 536
sound from the next room 1105
sound from the other room 831
sound from the other side 2256
sound from the room next 143
sound from the same pipe 91
sound from the tuning fork 226
sound like an echo from 307
sound like an idiot when 118
sound like he knew what 160
sound like it came from 349
sound like or look like 44
sound like the last word 51
sound like the soft beating 49
sound like the wrong word 41
sound more or less like 467
sound must be coming from 128
sound ones as nothing else 121
sound seem to come from 179
sound upon the same string 56
sound when the wind blew 231
sound will be heard during 40
sound will be heard from 92
sound will be heard more 136
sound will be heard over 122
sound will be heard when 419
sound will be much more 46
sound will be very loud 40
space along the back wall 44
space during the early years 43
space four or five feet 40
space from the left edge 366
space from the left side 48
space from the living room 68
space from the same disk 55
space here to give even 58
space here to give more 133
space here to give only 90
space left on your disk 44
space left on your hard 76
space must be free from 54
space must be kept free 50
space must be left along 44
space must be left free 108
space must be left open 57
space seem to have been 72
space three or four feet 72
space void of body must 41
spake unto the lord when 66
spans ranging in length from 47
spare cash is sunk here 47
spare from it even four 93
spare half an hour from 69
spare room in your home 66
spare some of your time 82
spare tank we kept there 123
spare time in poring over 62
spare time on their heads 101
spare time to come down 104
spare time to come over 49
spare time to take part 43
spars like so many whip 42
speaking areas of north india 46
speaking areas of south india 117
speaking from the heart when 123
speaking from the living unit 50
speaking from the next room 80
speaking from the other side 755
speaking from the very heart 53
speaking over the radio from 46
speaking seem to have been 42
speaking well of those whom 42
speaking what we have seen 123
speaks from the heart when 44
speaks from the other side 67
speaks from the very heart 63
spears seem to have been 66
speed along the main road 104
speed along the open road 89
speed along the road from 93
speed down the main road 42
speed down the other side 296
speed have the same ratio 58
speed over the hard sand 65
speed when it gets back 40
speed will be much less 47
speed will the ball leave 43
spell from the same page 69
spell nothing in their stir 99
spell upon my life till 74
spend five or more years 101
spend four or five days 799
spend four or five years 627
spend four or more years 159
spend four to five days 73
spend four to five years 95
spend half an hour making 48
spend half an hour more 42
spend half an hour over 110
spend half an hour reading 67
spend half an hour there 203
spend half an hour trying 178
spend half as much time 766
spend half my life trying 42
spend half my time trying 125
spend half of their time 746
spend half of their waking 148
spend half of your life 68
spend half of your time 149
spend here in your help 86
spend just as much time 687
spend less of their time 548
spend less of your time 66
spend less on health care 514
spend life in poring upon 105
spend lots of time here 60
spend lots of time making 40
spend lots of time reading 83
spend lots of time there 190
spend lots of time trying 201
spend many of their days 65
spend many of their waking 589
spend more of their free 207
spend more of their life 101
spend more of their time 10701
spend more of their waking 617
spend more of your free 54
spend more of your life 78
spend more of your time 1687
spend more of your waking 97
spend more on fast food 142
spend more on health care 1722
spend more or less time 1360
spend most of their cash 41
spend most of their days 1616
spend most of their early 148
spend most of their free 2229
spend most of their life 4610
spend most of their reading 43
spend most of their time 165800
spend most of their waking 5820
spend most of their week 43
spend most of their work 547
spend most of their years 42
spend most of their young 40
spend most of their youth 56
spend most of your days 185
spend most of your free 267
spend most of your life 1775
spend most of your time 25769
spend most of your waking 812
spend much of their days 199
spend much of their early 197
spend much of their free 806
spend much of their high 94
spend much of their life 1992
spend much of their play 52
spend much of their time 89177
spend much of their waking 808
spend much of their wealth 47
spend much of their work 239
spend much of their youth 47
spend much of your free 45
spend much of your life 245
spend much of your time 2089
spend none of their time 45
spend only as much time 159
spend only so much time 151
spend over the next five 53
spend part of their days 100
spend part of their early 72
spend part of their free 56
spend part of their life 4070
spend part of their time 5382
spend part of their week 117
spend part of their work 166
spend part of their youth 65
spend part of your life 57
spend part of your time 368
spend some of their free 182
spend some of their hard 145
spend some of their life 71
spend some of their time 5540
spend some of their wealth 71
spend some of their work 43
spend some of your free 82
spend some of your hard 100
spend some of your time 628
spend three or four days 2229
spend three or four more 112
spend three or four years 999
spend three or more days 62
spend three or more years 113
spend three to five days 129
spend three to five years 279
spend three to four days 146
spend three to four years 119
spend time at their home 49
spend time in their home 68
spend time in your home 64
spend time in your room 58
spend will be well worth 42
spend years of hard work 50
spend years of their life 97
spend years of your life 233
spent during the five years 52
spent during the last five 80
spent during the last three 229
spent during the next five 136
spent during the past five 43
spent during the past three 91
spent during the third plan 74
spent during the three years 43
spent ever so much time 45
spent five or more years 205
spent four of those years 56
spent four or five days 1989
spent four or five years 947
spent four or more years 161
spent four to five days 46
spent four to five years 77
spent half an hour giving 49
spent half an hour here 145
spent half an hour idling 64
spent half an hour just 43
spent half an hour making 95
spent half an hour over 94
spent half an hour reading 134
spent half an hour there 419
spent half an hour trying 628
spent half an hour very 56
spent half as much time 545
spent half my life there 44
spent half my life trying 203
spent half my time trying 41
spent half of their time 496
spent just as much time 420
spent less of their time 120
spent lots of time reading 141
spent lots of time there 163
spent lots of time trying 83
spent many an hour over 127
spent many an hour reading 70
spent many an hour there 169
spent many an hour trying 154
spent many an idle hour 113
spent many of their days 69
spent many of their early 98
spent many of their waking 189
spent many of these years 55
spent many of those years 121
spent more of their free 57
spent more of their time 3035
spent more of their waking 85
spent more of your time 48
spent more on health care 86
spent more or less time 527
spent most of four years 63
spent most of last week 217
spent most of their days 3414
spent most of their early 282
spent most of their free 2065
spent most of their last 53
spent most of their life 1956
spent most of their three 47
spent most of their time 100038
spent most of their waking 2379
spent most of their week 112
spent most of their work 207
spent most of their years 202
spent most of their young 92
spent most of their youth 205
spent most of these days 56
spent most of these years 221
spent most of those days 133
spent most of those three 111
spent most of those years 445
spent most of three days 97
spent most of three years 77
spent most of your life 1271
spent most of your time 1234
spent most of your waking 41
spent much of last week 80
spent much of their days 142
spent much of their early 593
spent much of their free 807
spent much of their life 1029
spent much of their time 59110
spent much of their waking 154
spent much of their wealth 234
spent much of their young 59
spent much of their youth 287
spent much of your life 282
spent much of your time 222
spent only as much time 73
spent over an hour there 125
spent over an hour trying 173
spent over the next five 198
spent over the next four 56
spent over the next three 101
spent part of last week 115
spent part of most days 53
spent part of their days 103
spent part of their early 313
spent part of their last 45
spent part of their life 486
spent part of their time 3762
spent part of their youth 330
spent part of three days 125
spent part of your life 53
spent some of their best 42
spent some of their early 67
spent some of their free 87
spent some of their most 124
spent some of their time 2129
spent some of their youth 56
spent some of these years 42
spent some of those years 59
spent there the last years 61
spent there the tears rose 54
spent three of those years 55
spent three or four days 2339
spent three or four very 119
spent three or four years 2715
spent three or more years 194
spent three to five days 40
spent three to five years 83
spent three to four days 97
spent three to four years 128
spent time in jail during 133
spent trying to find ways 77
spent upon the home farm 145
spent will be well worth 95
spent years of hard work 239
spent years of their life 222
spent years of your life 166
sperm from the male into 53
spies from the other side 45
spies seem to have been 43
spies whom he sent into 69
spill over to other areas 349
spits over an open fire 69
split away to form their 53
split down the back from 89
split from the line leading 40
split from the main body 880
split from the main line 41
split into at least five 224
split into at least four 357
split into at least three 880
split more or less down 93
split over the corn laws 134
split upon the same rock 384
spoke along the same line 62
spoke from the heart when 209
spoke from the living room 44
spoke from the open door 40
spoke from the other room 42
spoke from the other side 467
spoke into the radio mike 89
spoke only of free gift 40
spoke only the truth when 102
spoke over the radio from 73
spoke there at great length 97
spoke when it came from 507
sponge cake or angel food 48
sponge full of sour wine 54
sponge like the bark from 81
spongy pads of thick skin 109
spots range in size from 60
spots ranging in size from 47
spots seem to have been 85
spots vary in size from 280
spots were of giant size 40
sprang from the bank into 40
sprang from the bank upon 65
sprang from the high bank 81
sprang from the other side 55
sprang from the rock upon 49
sprang from the same deep 46
sprang from the same kind 54
sprang from the same race 74
sprang from the same root 2218
sprang from the same seed 118
sprang from the same soil 255
sprang from the same well 102
sprang from the same womb 48
sprang from the soil like 40
sprang from the time when 55
sprang from the very heart 240
sprang from the very same 58
sprang from the very soil 43
sprang over the side into 71
spread along the dark hill 83
spread along the main road 89
spread along the north bank 128
spread along the road from 140
spread along the silk road 155
spread along the south bank 56
spread along the west bank 95
spread among the great mass 41
spread during the years when 187
spread from the north into 40
spread from the north over 99
spread from the north pole 47
spread from the nose into 52
spread from the other side 82
spread from the south into 129
spread from the west into 42
spread half an inch thick 92
spread into the west will 45
spread more or less among 84
spread more or less into 46
spread more or less over 1010
spread over as many years 90
spread over at least five 234
spread over at least four 92
spread over at least three 476
spread over so many years 623
spread over the back part 49
spread over the best part 123
spread over the city like 273
spread over the dining room 165
spread over the five years 445
spread over the flat land 40
spread over the four years 297
spread over the full length 63
spread over the full range 118
spread over the full width 145
spread over the land during 77
spread over the land from 159
spread over the land like 574
spread over the last five 92
spread over the last four 40
spread over the last three 175
spread over the left side 145
spread over the living room 95
spread over the next five 454
spread over the next four 349
spread over the next three 549
spread over the range from 124
spread over the same bone 61
spread over the sofa back 41
spread over the three years 359
spread over the town like 206
spread over the vast areas 97
spread over the years during 41
spread over the years from 93
spread step by step over 73
spread three or four feet 47
spree once in their life 42
springing from the left side 110
springing from the main stem 167
springing from the only great 133
springing from the same base 78
springing from the same root 2290
springing from the same soil 122
springing from the same stem 173
springing from the very depth 113
springing from the very heart 290
springing from the very soil 42
springs from the deep turf 134
springs from the left side 141
springs from the mere fact 58
springs from the same deep 119
springs from the same root 1436
springs from the same soil 184
springs from the same stem 121
springs from the same well 45
springs from the third kind 184
springs from the very core 129
springs from the very fact 223
springs from the very heart 594
springs from the very same 45
springs from the very soil 57
springs seem to have been 53
sprung from an iron trap 72
sprung from my only hate 630
sprung from the same great 156
sprung from the same line 62
sprung from the same need 43
sprung from the same race 493
sprung from the same root 1948
sprung from the same seed 214
sprung from the same soil 524
sprung from the same stem 135
sprung from the same womb 220
sprung from the seed sown 61
sprung from the soil like 42
sprung from the three sons 41
sprung from the very heart 120
sprung from the very same 65
sprung from the very soil 255
spurs from the main line 49
spurs from the main range 89
squat down on their hams 96
stack upon the clean snow 42
staff during the early years 191
staff during the last three 107
staff need to know what 163
staff over the next five 43
staff over the past five 89
staff seem to have been 231
staff were the only ones 55
staff when he took over 54
staff will be much more 90
staff will do their best 153
stage during the early part 90
stage during the early years 66
stage during the last half 110
stage during the last three 51
stage during the last years 51
stage from the left side 50
stage from the other side 69
stage have in fact been 48
stage line to salt lake 42
stage only to miss their 40
stage play in three acts 50
stage seem to have been 137
stage show at radio city 68
stage when the jews were 75
stage when the time came 40
stage will at last turn 42
staid four or five days 100
staid three or four days 93
stain upon the fair fame 322
stain upon the fair name 175
stain upon the good name 99
stake here is much more 183
stake here is nothing less 885
stake into the fire till 44
stake will be nothing less 45
stalk three or four feet 40
stamp duty is paid upon 43
stand along the back wall 87
stand along the north side 41
stand among the very best 83
stand back to make room 176
stand during the same years 47
stand even if there were 41
stand face to face like 119
stand fast in their faith 102
stand fast on their hill 49
stand firm in their faith 845
stand firm in your faith 1341
stand firm on their base 182
stand firm on their feet 123
stand firm on your feet 49
stand forth in their true 297
stand four or five days 121
stand four or five feet 202
stand full of such great 42
stand high on their legs 92
stand idly by when your 68
stand lining the wall like 46
stand most to gain from 186
stand next to your fire 157
stand only to gain from 165
stand ready at your call 45
stand ready to fire five 57
stand ready to give their 216
stand ready to help their 47
stand ready to lend their 245
stand ready to make good 58
stand ready to take over 397
stand ready to take their 237
stand side by side along 265
stand side by side facing 547
stand side by side like 483
stand side by side over 46
stand side by side there 42
stand side by side upon 280
stand side by side when 97
stand there in full view 146
stand three or four days 510
stand three or four feet 233
stand three to four feet 53
stand trial in jail garb 89
stand upon my legs till 64
stand upon the left side 56
stand upon the other side 143
stand upon the same base 155
stand upon the same foot 368
stand upon the same high 40
stand upon the same spot 63
stand upon the very edge 97
stand upon the very same 118
stand upon the very spot 89
stand well on their feet 44
stand what we took from 51
stand when the foot came 63
stand when the time came 50
stare made the eyes ache 220
stare when the young lady 86
staring down at their feet 76
staring into the blue eyes 48
staring into the dark eyes 88
staring into the dark pool 154
staring into the dark room 57
staring into the deep blue 42
staring into the dining room 44
staring into the fire like 44
staring into the fire when 62
staring into the living room 122
staring into the same shop 52
stars even as lake erie 76
stars have the same mass 194
stars more or less like 43
stars must be much more 41
stars seem to have been 187
stars seem to lose their 46
stars seen to rise from 47
stars shut up their holy 367
stars were the only ones 46
start asking the other guys 91
start down the other side 509
start down the same road 45
start fair on next month 62
start from the base line 53
start from the hard disk 52
start from the left side 250
start from the other side 725
start from the root node 144
start from the same base 484
start from the same data 67
start from the same line 192
start from the same mark 144
start from the same spot 137
start from the same zero 41
start from the time these 44
start from the time when 387
start living the good life 88
start more or less from 449
start must be made from 192
start over in some other 46
start will be made from 48
start work at half past 113
state bearing the same name 123
state during the early days 49
state during the early part 95
state during the early years 355
state during the five years 156
state during the last five 58
state during the last four 73
state during the last half 159
state during the last three 114
state during the last years 280
state during the next four 64
state during the next three 40
state during the past five 60
state during the past four 62
state during the same time 96
state during the three years 69
state even if there were 86
state even of those whom 125
state from an early date 116
state from the other side 44
state fund be paid over 75
state have the same form 87
state having the same spin 141
state meet to cast their 95
state must be free from 62
state over the last five 51
state over the last three 54
state over the next five 40
state over the next three 107
state over the past five 44
state over the past three 54
state seem to have been 796
state seem to have made 198
state such as north korea 151
state there is more evil 116
state were to come into 78
state were to last more 53
state were to take over 176
state what he must have 45
state when it came into 218
state when the time came 91
state will be clear from 78
state will be free from 94
state will be just what 43
state will be much more 121
state will be very much 102
staying even to take leave 40
staying four or five days 54
staying here to take care 62
staying home to take care 500
staying there to keep warm 58
staying three or four days 183
stays home to take care 827
stays over the same spot 43
stays three or four days 158
steady diet of fast food 105
steady diet of junk food 166
steady diet of salt pork 63
steady eyes on these well 46
steady flow of cash from 85
steady flow of cash into 77
steady flow of data from 47
steady flow of gold from 103
steady flow of gold into 60
steady flow of ideas from 88
steady flow of wealth from 52
steady flow of work from 71
steady look on your chap 44
steady over the last five 42
steady over the past five 65
steady yell in their most 57
steaks over an open fire 147
steals into the heart like 93
steals into the heart more 68
steed flings the froth from 87
steel caps on their heads 109
steel mill or coal mine 108
steel must be free from 101
steel rods or wire mesh 65
steel wire is bent into 64
steel wool or very fine 65
stems four or five feet 174
stems from an even more 110
stems from at least four 158
stems from at least three 337
stems from the days when 816
stems from the dual role 90
stems from the early days 370
stems from the early work 237
stems from the root word 106
stems from the same kind 114
stems from the same root 1337
stems from the time when 930
stems from the very fact 506
stems from the very high 168
stems from the wide range 209
stems from the work done 104
stems just as much from 44
stems only in part from 297
stems seem to have been 81
stems three or four feet 226
stems three to four feet 147
steps along the damp lane 65
steps along the road from 68
steps along the road leading 43
steps along the same road 91
steps down the hall from 216
steps down the hall when 103
steps down the other side 175
steps down the road from 98
steps from the back door 496
steps from the dining room 85
steps from the door when 244
steps from the hall door 43
steps from the left hand 59
steps from the living room 177
steps from the main door 153
steps from the main road 100
steps from the open door 42
steps from the other side 64
steps from the side door 41
steps have at last been 41
steps have in fact been 127
steps into the back yard 103
steps into the dining room 486
steps into the great hall 413
steps into the living room 2203
steps into the main hall 127
steps into the main room 188
steps into the next room 312
steps into the room when 177
steps made by their fore 61
steps over the foul line 46
steps over the line into 184
steps said to have been 44
steps seem to have been 2219
steps were at last heard 58
steps will be more clear 48
stern look on your face 46
stick four or five feet 368
stick gave me good help 62
stick made of hard wood 91
stick over an open fire 283
stick three or four feet 393
still able to call upon 46
still able to draw from 65
still able to draw upon 98
still able to fall back 43
still able to find some 143
still able to find their 109
still able to find time 112
still able to find ways 42
still able to give some 42
still able to have some 44
still able to hold their 270
still able to keep ahead 113
still able to keep their 128
still able to look down 104
still able to look upon 60
still able to make good 102
still able to make some 140
still able to make such 67
still able to make their 161
still able to meet their 71
still able to move their 64
still able to pour their 95
still able to sell their 52
still able to show some 55
still able to take care 310
still able to take part 172
still able to take some 53
still able to work were 53
still acting in good faith 57
still ahead of their time 67
still along the same road 91
still among the very best 200
still angry at having been 82
still bearing the same name 405
still bears the same name 602
still been no word from 138
still bind the other side 130
still bore the same name 71
still busy at their task 66
still busy at their work 104
still call by their name 75
still clear in your mind 115
still clinging to their hair 48
still clung to lord north 81
still clung to some hope 59
still clung to their faith 170
still crop up from time 317
still dare to hope when 51
still dost my soul such 120
still fail to take into 76
still fair to look upon 91
still feel at home here 46
still feel it their duty 64
still feel the great push 51
still feel the pain from 55
still feel the same when 59
still felt in many ways 54
still felt it their duty 97
still find in your book 47
still find it laid down 41
still find it very hard 250
still find the same pious 78
still find to have been 92
still firm in their faith 121
still flew the union jack 51
still four or five days 75
still four or five feet 65
still four or five years 115
still free to make their 55
still from the same kind 67
still full of soft rays 41
still give of their wealth 74
still glad to keep there 116
still good to look upon 49
still grow up hearing songs 53
still half an hour away 335
still half an hour from 78
still half an hour left 158
still half an hour till 46
still hard at work trying 164
still hard at work upon 69
still hard at work when 189
still hard to know what 73
still have an edge over 94
still have an open mind 216
still have at least five 55
still have at least four 95
still have at least some 161
still have at least three 85
still have in mind when 51
still have it look like 41
still have no clue what 171
still have no news from 62
still have no very clear 43
still have no word from 68
still have so much left 118
still have so much more 210
still have so much work 71
still have the best hand 97
still have the best part 54
still have the edge over 49
still have the free will 85
still have the iron hull 71
still have the last word 627
still have the other half 157
still have the same body 45
still have the same form 124
still have the same goal 52
still have the same good 50
still have the same great 56
still have the same ideas 65
still have the same kind 270
still have the same mass 187
still have the same meaning 761
still have the same name 135
still have the same need 66
still have the same sort 73
still have the same three 88
still have the same type 53
still have the scar from 87
still have the very same 62
still have to come back 779
still have to come down 176
still have to come from 266
still have to come home 83
still have to come into 58
still have to face many 93
still have to face some 50
still have to face their 44
still have to fall back 138
still have to find some 229
still have to find their 204
still have to find ways 155
still have to find your 86
still have to give some 64
still have to hand over 42
still have to have been 40
still have to have more 52
still have to have some 272
still have to have their 85
still have to have your 74
still have to keep their 75
still have to keep your 132
still have to know what 361
still have to know your 42
still have to learn from 250
still have to learn more 82
still have to learn what 158
still have to live here 102
still have to look into 68
still have to make good 61
still have to make some 329
still have to make sure 579
still have to make their 235
still have to make those 42
still have to make your 148
still have to rely upon 205
still have to sell their 63
still have to stay here 81
still have to take care 1244
still have to take into 574
still have to take some 75
still have to take their 95
still have to take your 91
still have to wait some 97
still have to wait till 53
still have to walk back 57
still have to walk down 99
still have to work hard 1072
still have to work like 40
still have to work their 50
still have to work very 111
still held in such high 121
still held in very high 91
still held the door open 366
still held the same view 172
still held the whip hand 116
still held to have been 75
still held to their faith 45
still held to their high 43
still held up their heads 50
still hold the same view 177
still hold the whip hand 43
still hold to have been 42
still hold up their heads 103
still hope to find some 85
still hoping to find some 161
still into an angry note 54
still keep an open mind 163
still keep in mind what 85
still keep my eyes open 110
still keep the door open 45
still kept an open mind 84
still kept the door open 138
still kept up among some 105
still kept up among these 74
still kept up their fire 114
still kept up their good 41
still knew no other home 46
still leave the door open 297
still leaving the door open 259
still left the door open 742
still left to make life 76
still less in some other 53
still less of what wealth 40
still less of your great 40
still less the third time 132
still less to have been 214
still less to hope from 55
still less to linger there 83
still less to seem rich 63
still like it very much 52
still like to come back 73
still like to have some 107
still like to have their 78
still like to have your 70
still like to know just 43
still like to know more 278
still like to know what 1002
still linger in your mind 103
still live in their home 73
still live in these areas 67
still live on their farm 52
still living at home were 123
still living at home when 326
still living by faith when 317
still living in good health 71
still living in their home 146
still living in these areas 42
still living in those days 67
still living in your home 49
still living on their farm 135
still living the good life 93
still living the same life 107
still longs to know what 66
still lost in your sins 47
still love to walk along 62
still made me feel good 46
still made me feel like 97
still made of cast iron 49
still made the same angle 64
still make it look like 82
still make it their home 55
still make me feel like 189
still make us cast back 183
still making up your mind 40
still meant to take care 51
still more at length upon 87
still more in most other 47
still more of their good 192
still more of their land 62
still more or less free 135
still more or less full 48
still more or less kept 229
still more or less like 49
still more or less open 89
still more or less self 42
still more or less true 153
still more or less used 102
still more or less what 69
still more so during past 111
still more so from their 65
still more so from those 74
still more so upon those 49
still more so when there 75
still more so when these 53
still more so when your 106
still more the case among 44
still more the case were 41
still more the case when 710
still more to feel when 111
still more to have been 54
still more to know what 129
still more to learn from 101
still more to sink into 126
still much to learn from 1048
still much to pack away 80
still need to come back 47
still need to find some 88
still need to find their 60
still need to find ways 129
still need to give some 49
still need to give your 49
still need to have some 264
