safe keeping in some bank 41
soon began to come from 120
soon began to come into 89
soon began to dawn upon 151
soon began to drop their 42
soon began to fade away 108
soon began to fall away 84
soon began to fall back 174
soon began to fall from 43
soon began to fall into 336
soon began to feel like 225
soon began to feel more 352
soon began to feel much 130
soon began to feel part 126
soon began to feel some 41
soon began to feel their 129
soon began to feel very 268
soon began to find their 215
soon began to flow from 73
soon began to flow into 136
soon began to flow more 50
soon began to gain upon 51
soon began to give their 45
soon began to grow dark 66
soon began to grow dusk 46
soon began to grow into 87
soon began to grow rich 50
soon began to grow weary 316
soon began to have other 47
soon began to have some 45
soon began to have their 151
soon began to look like 350
soon began to look more 142
soon began to look upon 1141
soon began to look very 70
soon began to lose breath 94
soon began to lose other 58
soon began to lose some 123
soon began to lose their 242
soon began to make good 62
soon began to make some 87
soon began to make their 569
soon began to meet many 89
soon began to melt away 93
soon began to move away 73
soon began to move into 91
soon began to pall upon 49
soon began to pass over 143
soon began to play upon 121
soon began to pour down 104
soon began to pour forth 48
soon began to pour into 401
soon began to prey upon 67
soon began to rely upon 56
soon began to rise from 105
soon began to seem like 92
soon began to send their 66
soon began to show great 77
soon began to show some 81
soon began to show such 59
soon began to show their 170
soon began to show what 45
soon began to sink into 41
soon began to slip from 88
soon began to slow down 56
soon began to take form 55
soon began to take hold 53
soon began to take more 129
soon began to take note 47
soon began to take over 215
soon began to take part 240
soon began to take rank 189
soon began to take root 62
soon began to take their 183
soon began to talk very 46
soon began to tell upon 687
soon began to turn into 55
soon began to turn their 91
soon began to wind among 47
soon began to work upon 64
soon begin to break down 52
soon begin to come less 49
soon begin to feel like 77
soon begin to feel more 40
soon begin to form other 42
soon begin to look like 136
soon begin to look upon 51
soon begin to look very 49
soon begin to lose their 194
soon begin to make their 127
soon begin to show their 51
soon begin to take some 44
soon begin to take their 48
soon broke in upon their 46
soon ceased to have much 157
soon comes to know what 43
soon comes to look upon 292
soon force the other from 65
soon found an even more 54
soon found my hand moving 59
soon found to have been 364
soon found to their cost 381
soon freed the city from 42
soon known to have been 90
soon learns to know what 40
soon learns to look upon 58
soon learns to throw over 116
soon learns to turn from 49
soon offer to take hold 71
soon prove to have been 113
soon seems to have been 71
soon share it there will 42
soon share the same fate 472
soon shown to have been 119
soon sprang up among these 59
soon spread to many other 206
soon spread to other areas 725
soon strip the skin from 53
soon urged the boat from 46
sore place in your heart 141
sore throat or some other 58
sort appear to have been 170
sort ought to have been 46
sort seems to have been 925
sort seems to have three 292
sort which we have been 201
sort which we have just 54
sort which we have seen 56
sort would be much more 47
soul above the mere naming 44
soul after the body dies 65
soul knows in what land 119
soul knows it very well 431
soul leaves the body during 260
soul leaves the body only 42
soul leaves the body torn 203
soul leaves the body when 108
soul looks thy fair face 80
soul seeking the last self 42
soul seems to have been 885
soul seems to have come 44
soul seems to ride upon 51
soul seems to send forth 42
soul seems to soar like 51
soul shall be paid what 71
soul sitting in thine eyes 496
soul takes the open road 40
soul which is ever longing 141
soul which is free from 136
soul which is worth more 52
soul which we call love 40
soul which we have been 46
soul within the fort must 54
soup could be made from 52
sour cider or acid whey 55
sour taste in their mouth 61
sour taste in your mouth 352
south about the same time 198
south appear to have been 211
south coast of cuba from 46
south coast of west java 59
south seems to have been 721
south shore of clear lake 97
south shore of great salt 148
south shore of lake erie 4099
south shore of lake tahoe 309
south shore of rice lake 64
sown about the last week 47
sown about the same time 164
span seems to have been 47
speak about the time when 49
speak about we must pass 1172
speak again of your love 122
speak aloud or even move 47
speak sense or come down 139
speak until we have eaten 70
speak verse or play drum 50
speak while the other nine 61
speak words of good omen 128
spear seems to have been 80
spear which he held only 45
sped apace to their great 48
spin round at once when 76
spit right in your face 109
spot about the same time 73
spot check to make sure 59
spot makes it look like 40
spot seems to have been 365
spot where he died into 43
spot where he must have 65
spot where he went down 179
spot where he will find 55
spot where it came from 48
spot where it must have 48
spot where it went down 137
spot where the ball went 131
spot where the ball will 431
spot where the bank rose 41
spot where the bears were 55
spot where the bird fell 89
spot where the body lies 160
spot where the bomb fell 62
spot where the boys were 370
spot where the city hall 44
spot where the cock crew 158
spot where the cows were 93
spot where the dogs were 97
spot where the eggs were 71
spot where the fair julia 79
spot where the fish were 205
spot where the folk once 60
spot where the foul deed 50
spot where the great fire 140
spot where the great north 69
spot where the guns were 56
spot where the hero fell 116
spot where the high bank 137
spot where the huge logs 59
spot where the lost lads 120
spot where the main road 97
spot where the north wind 132
spot where the poor young 60
spot where the road from 265
spot where the road made 42
spot where the road runs 54
spot where the ship went 46
spot where the town band 57
spot where the tree grew 59
spot where the wild wood 74
spot where the young girl 50
spot where the young lady 103
spot where we have been 153
spot where we were born 330
spot where we were told 53
spot which we will call 40
spring about the same time 106
spring began to melt into 196
spring quite as much from 88
spring seems to have been 148
spring would be very much 87
stab wound is made into 91
star arise in your heart 124
star began to rise when 40
star seems to have been 174
star shine in your love 66
stay about the same from 93
stay about the same over 136
stay about the same size 121
stay alive to take care 54
stay awake to make sure 203
stay close by your side 40
stay close to home base 45
stay close to home during 55
stay close to home when 69
stay close to make sure 77
stay close to their home 185
stay close to your body 51
stay close to your side 51
stay fresh in your mind 47
stay healthy by taking good 48
stay light on your feet 229
stay longer in their jobs 56
stay longer the next time 50
stay longer to look upon 48
stay right by your side 111
stay seems to have been 339
stay under the same roof 3147
stay until he came back 107
stay until he gets here 61
stay until the very last 92
stay where we were born 50
stay where we were till 459
stay would be very busy 153
steam began to rise from 372
steam could be seen rising 134
steam power to haul cars 83
steam seems to have been 96
steam seems to have gone 66
steam stood the only tree 80
steam valve is wide open 93
stem cells in very early 65
stem cells to give rise 151
stem cells to grow into 67
stem seems to have been 141
step aside to make room 862
step could be your last 53
step marks the glad soil 41
step might do more harm 41
step nearer to their goal 62
step ought to have been 172
step seems to have been 1584
step stool to reach high 43
step where the cows have 105
step which he must have 50
step which he must take 45
step which he took early 63
step which the poor girl 85
step which we make leads 84
step which we must take 98
step would at once have 40
step would be their last 51
stir might be seen half 47
stir which we feel rising 53
stop seems to have been 261
stop short of nothing less 60
stop short of their goal 44
stop short to keep from 60
stop treating me like some 139
stop under the same roof 93
stop until he gets what 70
stop until we have done 68
stop wasting so much time 186
stop watch or other time 89
stop watch or other timing 143
stop working to take care 104
stop would be their last 41
stop writing my life will 49
string yield the same note 46
such action as will best 1422
such action as will make 60
such action as will tend 59
such action by those whom 68
such action on their part 1088
such action on your part 313
such action or make such 179
such action or suit prior 42
such action to have been 94
such appear to have been 313
such asses as were hard 132
such bills as have been 113
such bills as were ready 107
such birds as live upon 44
such bonds as have been 78
such books as adam bede 44
such books as been made 49
such books as have been 667
such books as jane eyre 60
such books as these there 43
such books as these were 48
such books as were left 76
such books as were most 133
such books as were sent 65
such cases as have been 1186
such cases as have come 176
such cases as have just 66
such cases as these last 69
such cases as these must 52
such cases as these there 283
such cases as these were 72
such cases as these will 68
such cases as those here 40
such cases as those just 393
such cases as those last 63
such cases he must have 42
such cases he must treat 44
such cases in mind when 63
such cases in those days 40
such cases in three ways 43
such cases is even more 41
such cases is just like 58
such cases is laid down 134
such cases is much less 45
such cases is much more 306
such cases is nothing more 108
such cases is very great 90
such cases is very high 71
such cases is very much 200
such cases is very poor 41
such cases it ever will 66
such cases it will also 44
such cases it will have 68
such cases the best plan 91
such cases the jail were 65
such cases the only hope 58
such cases the only means 147
such cases the only safe 81
such cases the same fees 56
such cases the very fact 46
such cases the work done 81
such cases to fall more 52
such cases to have been 110
such cases to make sure 79
such cases we have been 92
such cases we have only 300
such cases we have seen 167
such cases we have used 67
such cases we have what 60
such cases we must fall 57
such cases we must find 47
such cases we must have 153
such cases we must look 173
such cases we must make 64
such cases we must obey 117
such cases we must rely 106
such cases we must take 73
such cases we need only 98
such cases we will have 104
such cells as have been 40
such check in full upon 111
such cheer as will keep 52
such claim is made here 108
such clothing is soon wrung 40
such costs as have been 151
such court to have been 63
such crops as have been 48
such debts as have been 77
such deeds as have been 52
such deeds as these were 58
such dreams as have been 81
such dreams as these were 48
such evils as have been 86
such facts as have been 1250
such facts as have come 333
such facts as these from 41
such facts as these have 96
such facts as these must 81
such facts as these upon 41
such facts as these were 65
such facts as these will 180
such facts as those just 94
such facts as will help 42
such facts as will show 120
such facts by some sort 57
such facts in mind when 44
such favor in your eyes 97
such films as high noon 92
such films as star wars 100
such finding is made upon 653
such fines as have been 49
such flaws as were left 43
such forms as have been 142
such forms as these have 44
such forms as were best 145
such forms as were most 52
such fruit in other days 97
such funds as have been 98
such gains as have been 62
such gains as were made 93
such gifts of free land 290
such goods as have been 357
such goods as paid high 63
such goods as there were 47
such goods as were most 121
such goods or some part 210
such haste as your feet 58
such haste to come over 48
such helps as have been 62
such hints to drop from 91
such horse or other beast 54
such ideals as have been 42
such idols as have been 64
such issue as such sons 51
such items as filing fees 50
such items as good will 42
such items as have been 141
such lakes as have just 44
such lands as have been 814
such lands as were held 147
such lands he pays only 106
such lands of what kind 118
such laugh as hers save 47
such lengths to make sure 90
such lines as have been 96
such lines as these from 374
such lines as these must 42
such lines as those just 49
such lines as will make 68
such loans as have been 54
such loans as were made 43
such might be your good 44
such motion by some other 46
such motion is more free 76
such names as have been 60
such notes as have been 60
such offer or sale other 65
such order as will best 111
such order as will give 40
such order or give such 223
such order or pass such 92
such order or such other 82
such others as have been 352
such others as have only 55
such others as make shew 44
such others as make show 83
such others as were most 115
such ought to have been 389
such pains to find what 48
such pains to hide from 81
such pains to make clear 54
such pains to make sure 69
such pains to seem loving 55
such parts as have been 343
such parts as once making 40
such parts as were most 99
such parts is full half 46
such peers as have been 107
such people as have been 105
such people as have lost 81
such people as these were 84
such people in mind when 78
such people in your life 98
such people no more milk 285
such people to make their 42
such period of five years 319
such period of four years 125
such period of past time 185
such period of three years 489
such period or such part 345
such piety is nothing more 109
such place in said city 79
such plans as have been 125
such power be lost their 45
such power of seeing life 51
such power to make laws 202
such pride in their work 143
such rates as will give 72
such reason to think well 138
such roads as have been 128
such roads as there were 236
such roses in early june 69
such rules as have been 258
such rules is what some 40
such rules of holy living 41
such seems to have been 3118
such ships as come from 60
such ships as have been 62
such ships as were most 139
such ships as were ready 102
such shots as came from 44
such signs as have been 50
such steps as have been 118
such steps as were best 159
such steps as were open 72
such steps as will best 107
such steps as will give 50
such steps as will make 76
such steps we pass from 67
such stuff as great part 326
such tasks the only tool 48
such taxes as have been 109
such taxes as were laid 44
such taxes as were paid 53
such terms as have been 211
such terms as must have 91
such terms as must sink 82
such terms as seem just 113
such terms as tend much 41
such terms as those just 47
such terms as those used 57
such terms as were most 67
such terms as will best 43
such terms as will give 71
such terms as will leave 59
such terms as will make 218
such tests as have been 270
such texts as have been 64
such threats as these were 52
such times as there were 44
such times as these there 41
such times as these were 49
such times as these when 95
such times as when your 92
such times as will best 169
such times he must have 43
such times of sore trial 52
such towns as there were 61
such trees as have been 122
such trees as have much 49
such trees as shed their 120
such truths as have been 81
such truths as will make 52
such vices as have just 46
such views as have been 108
such views as these have 53
such views as these were 87
such wages as were paid 60
such waste of time over 45
such winds as these have 81
such women as have been 154
such women as lydia maria 44
such women as seem good 440
such women as these were 56
such words as came most 80
such words as have been 227
such words as have just 50
such words as have most 64
such words as open their 42
such words as these fell 52
such words as these from 735
such words as these have 290
such words as these into 70
such words as these last 83
such words as these made 43
such words as these must 68
such words as these there 55
such words as these were 510
such words as these when 41
such words as these will 71
such words as those were 77
such words as will make 142
such words or other acts 59
such words to come from 267
such words ye said unto 42
such works as came into 41
such works as have been 508
such works as these were 87
such works as those just 51
such works as were most 54
such works on their list 65
such works or line will 41
such would be much more 49
such would be their fate 110
such would be your luck 75
suit ought to have been 193
suit seems to have been 262
suit shall be made from 61
sums appear to have been 167
sums equal to such dues 335
sums known to have been 58
sums ought to have been 50
sums saved by many years 100
sums shall be paid into 92
sums shall be used only 42
sums which he drew from 91
sunk beneath the wave fast 78
sunk fence the leading step 42
sure about the last part 79
sure about the next step 112
sure about the young ones 42
sure makes me feel good 290
sure seems to know what 41
sure where he came from 160
sure where it came from 1970
sure where it will take 65
sure where the name came 74
sure where the truth lies 67
sure where to turn next 68
sure which of these will 49
sure would be made upon 76
surf breaking at their feet 74
sway seems to have been 47
sway which he held over 52
swear never to have seen 61
swear never to take arms 89
sweat began to drip from 51
sweat began to pour down 172
sweat began to pour from 158
sweat began to roll down 140
sweat began to roll from 45
sweat stood in beads upon 125
sweat stood in great beads 62
swinging motion of your arms 70
swung round the last bend 40
swung round the pole amid 40
