sac has been opened and 204
she has been carrying for 44
she has been carrying out 87
she has been cheated and 53
she has been cheated out 88
she has been chosen and 42
she has been chosen for 172
she has been created for 62
she has been denied and 43
she has been denied her 96
she has been drinking and 44
she has been driven mad 41
she has been driven out 172
she has been engaged for 244
she has been engaged with 98
she has been fighting for 158
she has been fighting with 69
she has been filled with 72
she has been fitted out 83
she has been fitted with 93
she has been flirting with 139
she has been forced out 115
she has been gifted with 49
she has been honest and 62
she has been judged and 41
she has been killed and 44
she has been linked with 71
she has been planning for 45
she has been pleased with 99
she has been pursuing her 43
she has been pursuing may 69
she has been raised and 60
she has been robbed and 40
she has been searching for 453
she has been seized with 45
she has been served with 82
she has been silent and 48
she has been silent for 41
she has been sleeping for 49
she has been sleeping with 265
she has been spending her 97
she has been striving for 70
she has been studying and 54
she has been studying for 138
she has been stuffing you 54
she has been taught all 73
she has been taught and 423
she has been taught are 50
she has been taught how 105
she has been taught not 82
she has been taught she 55
she has been taught that 1014
she has been tested and 60
she has been tested for 53
she has been through all 119
she has been through and 107
she has been through this 89
she has been through with 48
she has been treated and 59
she has been treated for 206
she has been treated with 473
she has been turned out 173
she has been visiting her 97
she has been warned not 66
she has been warned that 192
she has been washed and 42
she has been watching and 57
she has been watching for 85
she has been watching her 48
she has been watching him 97
she has been watching with 43
she has been without her 81
she has been wronged and 63
she has done before and 41
she has done better than 98
she has done enough for 72
she has done something bad 65
she has done something for 61
she has done something she 54
she has done something that 610
she has done through her 60
she has ever worked with 62
she has felt deeply for 41
she has gone beyond her 44
she has gone further than 138
she has gone through all 209
she has gone through and 122
she has gone through for 103
she has gone through her 73
she has gone through one 103
she has gone through this 91
she has gone through with 108
she has good reasons for 219
she has great talent for 45
she has just learned that 493
she has just raised her 41
she has kept hidden for 43
she has laid without any 72
she has left behind and 119
she has left behind are 55
she has left behind her 1330
she has lost almost all 41
she has lost through her 54
she has lost weight and 97
she has made amends for 46
she has made through her 40
she has more brains than 72
she has more energy and 69
she has more energy than 110
she has more spirit than 58
she has more strength than 51
she has more talent than 50
she has more titles than 54
she has other reasons for 57
she has said something that 101
she has seen through him 48
she has seen through his 53
she has some motive for 58
she has some regard for 46
she has such failings that 62
she has time before her 47
she has worn through all 72
she hath from france too 167
she hath left behind her 131
she lay down beside her 177
she lay down beside him 985
she lay down beside them 43
she lay down gently and 51
she lay there before him 49
she lay there beside him 70
she lay there watching him 54
she may deem proper and 375
she may feel guilty and 92
she may feel guilty for 74
she may have agreed with 53
she may have already had 54
she may have broken her 62
she may have caused her 48
she may have caused him 60
she may have changed her 303
she may have closed her 80
she may have dreamed that 187
she may have helped him 58
she may have killed her 69
she may have killed him 48
she may have learned her 43
she may have learned that 218
she may have missed her 45
she may have reasons for 56
she may have sensed that 172
she may have shared her 47
she may have shared with 58
she may have thought her 54
she may have thought him 52
she may have thought she 261
she may have thought that 1490
she may have wished for 52
she may have wished that 122
she may have worked for 48
she may know better than 42
she may know someone who 41
she may leave behind her 43
she may ride behind her 50
she may soar beyond them 228
she may think proper for 57
she nor those around her 61
she not been afraid that 84
she not only pleaded for 40
she not only raised her 54
she now knew better than 40
she oft been chased with 146
she put hers around his 87
she ran along beside him 43
she ran back inside and 60
she ran down stairs and 62
she ran into someone she 72
she ran into someone who 45
she sat down before her 306
she sat down before him 60
she sat down behind her 302
she sat down beside her 1055
she sat down beside him 3748
she sat down beside his 68
she sat down beside them 122
she sat down heavily and 52
she sat down wearily and 51
she sat there amongst them 48
she sat there before her 60
she sat there before him 87
she sat there beside her 40
she sat there beside him 186
she sat there watching him 131
she sat there watching with 57
she saw coming toward her 171
she saw more clearly how 57
she saw more clearly than 301
she saw more clearly that 54
she saw more clearly with 63
she saw nothing around her 105
she saw nothing before her 347
she saw some ladies who 40
she saw their fathers and 56
she saw there caused her 118
she saw there filled her 44
she saw very clearly that 176
she saw well enough that 173
she saw will before her 73
she set down before her 54
she that from naples can 206
she then runs clocking and 48
she then runs clucking and 44
she too went fairly head 148
she was able through her 46
she was also afraid for 40
she was also afraid that 335
she was also anxious not 56
she was also anxious that 53
she was also bright and 43
she was also famous for 81
she was also filled with 162
she was also fitted with 83
she was also furious with 40
she was also gifted with 64
she was also pleased that 144
she was also pleased with 57
she was also sleeping with 71
she was also someone who 65
she was also stupid and 41
she was also treated with 70
she was asking pardon for 63
she was away visiting her 110
she was back beside him 88
she was back inside her 87
she was bent double and 82
she was best fitted for 63
she was best suited for 79
she was born before her 118
she was born without any 54
she was born without sin 97
she was busy arranging her 43
she was busy planning her 89
she was coming closer and 48
she was coming toward him 286
she was coming toward them 72
she was dating another man 56
she was even afraid that 66
she was even angrier than 47
she was even angrier with 42
she was even before she 40
she was even better than 185
she was even sicker than 44
she was even taller than 118
she was even thinner than 53
she was even younger than 292
she was ever gentle and 75
she was fast asleep and 247
she was fast asleep with 79
she was giving orders you 42
she was glad enough that 96
she was gone before she 57
she was gone before they 90
she was gone yachting with 49
she was good enough and 50
she was good enough for 897
she was half afraid she 46
she was half afraid that 367
she was half asleep and 139
she was half choked with 111
she was half crazed with 56
she was half through with 48
she was hanging around with 240
she was having coffee with 121
she was having dinner with 837
she was having supper with 93
she was hearing voices and 49
she was here beside him 126
she was hiding behind her 144
she was hiding behind that 119
she was hiding something and 74
she was just another old 47
she was just another one 393
she was just behind him 118
she was just beyond his 42
she was just entering her 55
she was just lonely and 62
she was just mounting her 66
she was just pissed off 43
she was just scared and 42
she was just someone who 72
she was just starting for 43
she was just starting her 92
she was just starting out 769
she was just stepping out 47
she was just twelve and 47
she was kept afloat and 40
she was kept silent and 57
she was kind enough not 154
she was laid beside her 131
she was laid beside him 83
she was leaning toward him 182
she was leaving behind and 76
she was leaving behind for 51
she was leaving behind her 569
she was leaving london for 42
she was leaving something out 153
she was left behind and 65
she was left behind with 98
she was left without any 271
she was less afraid than 50
she was less anxious and 42
she was less likely than 82
she was less simple than 86
she was less sullen and 45
she was like before she 97
she was like someone who 113
she was living beyond her 49
she was living openly with 76
she was living through was 43
she was losing weight and 246
she was lost without her 45
she was lost without him 52
she was making clothes for 54
she was making dinner for 41
she was making outcry and 90
she was making something for 43
she was making something out 57
she was mine before she 49
she was more active and 73
she was more active than 120
she was more afraid for 94
she was more afraid than 290
she was more afraid that 84
she was more amused than 306
she was more anxious for 57
she was more anxious than 330
she was more asleep than 118
she was more charming than 212
she was more clever than 141
she was more curious than 286
she was more famous for 42
she was more famous than 94
she was more fitted for 46
she was more french than 70
she was more furious than 45
she was more furious with 61
she was more gentle and 66
she was more gentle than 54
she was more gentle with 108
she was more honest than 63
she was more likely than 185
she was more lively and 72
she was more lively than 47
she was more lonely than 87
she was more lovely than 304
she was more mature and 104
she was more mature than 246
she was more pleased than 176
she was more pleased with 88
she was more radiant than 66
she was more scared than 196
she was more serious than 260
she was more shaken than 76
she was more silent and 40
she was more silent than 207
she was more subtle than 45
she was more suited for 41
she was most anxious for 170
she was most anxious that 586
she was most famous for 112
she was most fitted for 40
she was most likely going 46
she was most likely not 51
she was most pleased with 184
she was moving farther and 47
she was moving faster than 56
she was moving further and 40
she was moving toward her 56
she was moving toward him 178
she was much afraid that 115
she was much better and 382
she was much better for 49
she was much better now 81
she was much better off 730
she was much better than 385
she was much bigger than 140
she was much calmer and 48
she was much calmer than 46
she was much closer than 43
she was much faster than 42
she was much heavier than 45
she was much larger than 130
she was much opened with 54
she was much pleased and 56
she was much pleased that 71
she was much pleased with 599
she was much poorer than 71
she was much sicker than 41
she was much struck with 89
she was much taller and 52
she was much taller than 401
she was much thinner than 81
she was much younger and 237
she was much younger she 67
she was much younger than 1518
she was much younger then 41
she was nothing better than 165
she was nothing without him 63
she was nude except for 49
she was only afraid that 84
she was only anxious that 50
she was only carrying out 142
she was only eleven and 123
she was only eleven she 45
she was only filled with 59
she was only flirting with 59
she was only twelve and 187
she was only twelve she 52
she was only twenty and 115
she was onto something big 60
she was over eighty and 94
she was past middle age 109
she was reading before she 60
she was rich enough for 43
she was riding beside him 46
she was safe enough for 53
she was safe inside her 70
she was saying before she 49
she was saying something she 62
she was saying something that 256
she was saying through her 52
she was seeing another guy 49
she was seeing another man 722
she was seeing before her 67
she was seeing someone new 47
she was seeing someone she 43
she was seeing something she 51
she was seeing something that 168
she was seen standing out 140
she was shot through with 63
she was soft spoken and 40
she was soon filled with 66
she was soon seized with 51
she was soon spared all 137
she was spun around and 76
she was sure louisa had 124
she was sure nobody was 51
she was sure someone had 79
she was sure someone was 104
she was sure something had 95
she was sure something was 123
she was taking something out 47
she was tall enough that 42
she was their friend and 88
she was there before him 415
she was there before she 83
she was there behind him 44
she was there beside him 490
she was there seized with 43
she was there watching him 52
she was told dinner was 149
she was very active and 261
she was very afraid and 44
she was very afraid that 164
she was very amiable and 52
she was very anxious and 130
she was very anxious for 186
she was very anxious not 60
she was very anxious that 945
she was very bright and 384
she was very charming and 113
she was very clever and 283
she was very clever with 41
she was very cordial and 53
she was very curious and 59
she was very devout and 70
she was very feeble and 59
she was very gentle and 329
she was very gentle with 105
she was very honest and 83
she was very humble and 66
she was very jealous and 99
she was very little and 191
she was very little she 79
she was very little then 65
she was very lively and 107
she was very lonely and 266
she was very lovely and 93
she was very mature for 77
she was very modest and 137
she was very outgoing and 54
she was very pleased and 238
she was very pleased that 274
she was very pleased with 1352
she was very polite and 111
she was very pretty and 1144
she was very pretty but 73
she was very pretty with 81
she was very proper and 40
she was very scared and 54
she was very serious and 116
she was very severe with 75
she was very silent and 169
she was very simple and 93
she was very sleepy and 52
she was very slight and 64
she was very special and 56
she was very strict and 92
she was very strict with 164
she was very tender and 74
she was very thirsty and 142
she was very unlike her 47
she was very unwell for 44
she was wearing around her 360
she was wearing clothes that 134
she was wearing makeup and 64
she was wearing shorts and 203
she was wearing slacks and 101
she was wearing something that 202
she was well enough and 127
she was well enough for 197
she was well enough off 61
she was well enough she 229
she was well fitted for 154
she was well formed and 42
she was well pleased that 118
she was well pleased with 569
she was well rested and 50
she was well suited for 113
she was well treated and 113
she was wise beyond her 229
she was wise enough and 45
she was wise enough not 699
she was worth fighting for 63
she was years younger than 139
she was young enough and 94
she was young enough for 79
she was young enough not 59
she was your friend and 54
she was your sister and 49
she wear such ringlets and 49
she won gold medals for 45
singing and making melody with 466
sings not from yonder elm 44
sin has been atoned for 181
sin has been greater than 99
sin was ever before him 114
sit and have coffee and 84
sit and have coffee with 98
sit and talk without being 67
sit with eyes closed and 152
sit with their mothers and 49
six had been killed and 117
six men were killed and 529
six men whom pierre had 40
six per cent greater than 139
six per cent higher than 181
six per cent stated that 138
six per cent thought that 109
sky and very little earth 53
sky and wind around him 70
sky had been filled with 118
sky was blue except for 40
sky was clear enough for 81
sky was clear except for 468
sky was dark except for 62
sky was much darker than 41
sky was shot through with 66
sky was soon filled with 40
sky was very bright and 69
sky was very cloudy and 62
son and gaze through its 49
son any such subtle art 48
song for these states that 119
song had nigh proved our 44
song lying open before them 40
song with three verses and 75
son had been bouncing his 80
son had been chosen for 48
son had been killed and 325
son had been killed for 55
son had been killed with 43
son had died before him 120
son had died before his 79
son had died fighting for 43
son had done before her 56
son had less brains and 44
son has been killed and 122
son has been turned out 157
son has gone through his 59
son that died before his 46
son who died before him 41
son who died before his 81
sum had been raised and 53
sum had been raised out 69
sum has been raised for 58
sum was much greater than 54
sun and also treated with 58
sun and hate myself for 63
sun and love tempting them 72
sun and moon before they 44
sun and moon burned dim 50
sun and moon follow them 101
sun and moon should not 61
sun and their fellow men 42
sung and made motions with 90
sun going down behind them 63
sung with great energy and 66
sung with great melody and 42
sung with much spirit and 42
sun had been bright and 42
sun had been hidden all 56
sun had just passed its 53
sun has been radiating heat 83
sun was high before they 40
sun was high enough for 101
sun was high enough now 156
sun was just starting its 40
sun was much hotter than 86
sun was much larger than 128
sun was rising behind him 68
sun was rising behind them 80
sun was rising higher and 231
sun was shed fairly and 52
sun was very bright and 298
sun was warm enough for 55
swing and their inward swing 41
swing his heavy sledge with 96
swing his legs softly and 40
swing that girl behind you 179
