sat among his books and 116
she will not repeat her 56
she will not reveal her 120
she will not share her 131
she will not share with 92
she will not sleep with 374
she will not spend her 71
she will not stand any 46
she will not stand for 451
she will not taste her 49
she will not touch them 94
she will not trust her 51
she will not trust him 83
she will not trust you 135
she will not until she 58
she will not waste her 135
she will not yield her 56
she will not yield one 46
she will pay dearly for 120
she will run after him 42
she woke and could not 63
she woke and found him 92
she woke each morning with 94
she woke one morning and 44
she woke she asked for 68
she wrings her hands and 225
she wrung her hands and 1141
she wrung her hands with 102
sin having its cause not 46
sin sore doth begin his 101
sin upon this house and 80
sip from her drink and 234
sip from her glass and 727
sip from his drink and 211
sip from his glass and 1141
sit back and allow her 77
sit back and allow him 76
sit back and allow his 93
sit back and allow our 44
sit back and allow them 97
sit back and allow things 43
sit back and allow this 112
sit back and allow you 57
sit back and enjoy all 85
sit back and enjoy being 92
sit back and enjoy her 99
sit back and enjoy his 259
sit back and enjoy its 70
sit back and enjoy one 46
sit back and enjoy our 125
sit back and enjoy them 122
sit back and enjoy this 300
sit back and laugh and 40
sit back and relax and 834
sit back and relax for 359
sit back and relax now 46
sit back and relax with 178
sit back and smile and 56
sit back and watch all 142
sit back and watch and 249
sit back and watch for 164
sit back and watch god 100
sit back and watch her 390
sit back and watch him 434
sit back and watch his 305
sit back and watch how 229
sit back and watch its 68
sit back and watch our 161
sit back and watch that 141
sit back and watch them 700
sit back and watch things 121
sit back and watch this 265
sit back and watch with 123
sit back and watch you 447
sit back any longer and 63
sit down and argue with 75
sit down and asked her 43
sit down and asked him 129
sit down and await his 85
sit down and begin eating 69
sit down and begin his 69
sit down and burst out 42
sit down and catch her 85
sit down and catch his 86
sit down and close her 61
sit down and close his 72
sit down and could not 44
sit down and cover her 50
sit down and cross his 64
sit down and drink and 63
sit down and drink for 40
sit down and drink this 205
sit down and drink with 282
sit down and enjoy his 105
sit down and enjoy our 104
sit down and enjoy them 90
sit down and enjoy this 78
sit down and fancy that 57
sit down and knock out 62
sit down and laugh and 69
sit down and light his 47
sit down and lower her 41
sit down and mourn for 53
sit down and place his 52
sit down and press her 62
sit down and reason out 163
sit down and reason things 44
sit down and reason with 211
sit down and relax and 399
sit down and relax for 769
sit down and relax with 154
sit down and serve his 51
sit down and share his 87
sit down and share our 70
sit down and share with 71
sit down and smoke and 120
sit down and smoke for 42
sit down and smoke his 81
sit down and smoke with 82
sit down and spell out 111
sit down and start doing 71
sit down and start eating 152
sit down and start using 52
sit down and study for 61
sit down and study them 50
sit down and study this 99
sit down and taste our 58
sit down and thrash out 129
sit down and visit for 44
sit down and visit with 238
sit down and watch and 55
sit down and watch for 87
sit down and watch her 86
sit down and watch him 184
sit down and watch his 61
sit down and watch our 45
sit down and watch that 106
sit down and watch them 261
sit down and watch this 90
sit down and watch with 60
sit down and watch you 88
sit down and which one 48
sit down and whine and 88
sit down and write all 172
sit down and write and 194
sit down and write any 49
sit down and write each 62
sit down and write for 353
sit down and write her 227
sit down and write him 375
sit down and write his 421
sit down and write off 256
sit down and write one 586
sit down and write our 64
sit down and write out 4223
sit down and write that 620
sit down and write them 329
sit down and write things 49
sit down and write this 435
sit down and write two 149
sit down and write with 141
sit down and write you 777
sit down day after day 132
sit down for hours and 94
sit down one night and 50
sit down with israel and 53
sit down with others and 53
sit down with paper and 323
sit down with people and 166
sit down with people who 100
sit here all alone and 54
sit here all night and 486
sit here all night long 54
sit here all night with 83
sit here and allow you 146
sit here and argue with 169
sit here and charm her 47
sit here and drink and 44
sit here and drink this 102
sit here and enjoy this 78
sit here and smoke and 65
sit here and watch all 45
sit here and watch for 107
sit here and watch her 226
sit here and watch him 301
sit here and watch that 154
sit here and watch them 279
sit here and watch this 188
sit here and watch you 889
sit here and write all 42
sit here and write this 173
sit here any longer and 98
sit here day after day 583
sit here for hours and 194
sit here year after year 42
sit over our roofs with 55
sit reading and learning all 50
sit there all evening and 89
sit there all night and 424
sit there all night long 191
sit there all night with 52
sit there and agree with 113
sit there and argue with 130
sit there and drink and 221
sit there and laugh and 199
sit there and relax and 117
sit there and smile and 420
sit there and smoke and 148
sit there and smoke his 93
sit there and stare out 111
sit there and watch all 138
sit there and watch and 200
sit there and watch for 188
sit there and watch her 902
sit there and watch him 1286
sit there and watch his 227
sit there and watch that 262
sit there and watch them 946
sit there and watch this 251
sit there and watch you 267
sit there and would not 47
sit there and write and 99
sit there any longer and 149
sit there day after day 552
sit there for hours and 1212
sit there for hours doing 136
sit there for hours with 207
sit upon her throne and 58
sit upon his throne and 145
sit upon his throne for 113
sit upon that bench and 119
sit well with people who 67
six boys and girls who 106
six days and still had 60
six guns and fifty men 64
six guns and forty men 95
six when his father was 58
six years and after that 43
six years and could not 151
six years and ended with 58
six years and found that 167
six years and never had 78
six years and shall not 65
six years and until his 145
six years for males and 64
six years has shown that 156
six years her junior and 46
six years her senior and 79
six years his junior and 82
six years his mother too 63
six years his senior and 242
six years his senior who 40
six years old again and 118
six years old could not 84
six years old until she 41
six years she lived with 58
six years six months and 54
six years thou shalt sow 597
six years you shall sow 210
six young men within six 118
sky wrap him round with 52
son asking his father for 42
son asks his father for 105
son fell and broke his 41
son from his father and 84
son from his mother and 50
son heard that abner was 46
son help than either you 78
son said his father had 48
son told his father that 239
son told his mother that 40
son took his place and 74
son what his father had 43
son whom she could not 42
son whom she loved with 49
son will not spare his 84
sum over and above all 87
sum over and above his 75
sum over and above that 104
sun came out again and 381
sun came out strong and 52
sun come out again and 42
sun rising and setting and 64
sun rising and setting each 44
sun rose each morning and 54
sun rose this morning and 51
sun rose this morning with 40
sun some day cooling and 50
sun upon his breast and 49
sun will not shine for 105
sun will not smite you 57
swing there all night long 97
