fan himself with his hat 181
for supposing that man was 41
for supposing that men are 42
for supposing that our own 48
for supposing that she did 79
for supposing that she had 123
for supposing that she was 244
for supposing that they are 1121
for supposing that they can 163
for supposing that they did 184
for supposing that they had 320
for supposing that they may 172
for supposing that this had 43
for supposing that this has 61
for supposing that this man 61
for supposing that this may 112
for supposing that this was 431
for supposing that you are 77
for supposing that you can 46
for surgeons who are not 42
for sympathy and aid both 47
for systems that are not 487
for systems that can not 179
for tacitus and dion are 103
for targets that are not 64
for teachers and one for 220
for teachers but not for 47
for teachers who are going 53
for teachers who are new 124
for teachers who are not 341
for teachers who are using 62
for teachers who can not 128
for teachers who deal with 61
for teachers who did not 216
for teachers who had not 93
for teachers who may not 65
for tenants who can not 48
for thoughts they can not 75
for threatening him with war 48
for traffic that does not 74
for trifles can get but 83
for trouble and did not 45
for trouble and they got 44
for trouble that does not 66
for trouble was that they 47
for trouble with them owing 40
for troubling you thus long 54
for troubling you with all 133
for troubling you with one 44
for troubling you with them 49
for troubling you with this 1724
for turtles are dying out 44
for utility and not for 197
for variety for its own 149
for variety had led her 70
for vengeance had got too 53
for victims who can not 55
for victims who did not 95
for victory and not for 154
for viewers who are not 57
for virginia and not for 93
for virtues they did not 40
for volumes one and two 54
for welfare and not for 965
for windows and one for 101
for winners and one for 54
for workers and one for 100
for workers who are not 626
for workers who can not 265
for workers who did not 289
for workers who had not 81
for workmen who are not 54
for worship and not for 53
for wounded men lie hid 40
for writers who are not 108
for writers who can not 61
for writers who did not 61
for wrongful death and for 116
for wrongful death are not 48
for wrongful death can not 60
for wrongful death did not 88
for wrongful death does not 74
for wrongful death was not 49
for zoology and may use 111
