fables with this tale that 41
friend who was much with 81
friend who was riding with 68
friend who was there for 68
friend who was very dear 216
friend who was very ill 97
friend who you have not 58
friend with her when she 44
friend with his cane and 44
friend with his wife and 53
friend with them when they 85
friend with you when you 146
friend you can stay with 76
fright and ran away with 114
fright was too much for 87
frolic had not left him 43
fronts are not used for 45
fruits and its good things 112
fruits are not ripe for 191
fruits that are eaten raw 43
fruits that are good and 41
fruits that are good for 48
fruits that are used for 80
fumbling with his shoes and 59
furious that they were not 92
furious with her when she 109
furious with him when she 54
furious with his wife and 59
furious with his wife for 106
further add that there are 60
further aid than their own 43
further and for those that 142
further and you find that 40
further and you will see 328
further are they from being 43
further east and south than 88
further his own ends and 320
further its own ends and 93
further off two young men 42
further say that there are 135
further than all other men 45
further than any other man 526
further than any other one 44
further than any other poet 55
further than that there are 41
further than that there was 204
further than they ever had 117
further than they have yet 168
further than they will bear 62
further than this there was 50
further than was good for 138
further than you think you 122
further that all rent due 64
further that not less than 203
further that not more than 249
further that not only are 130
further that not only does 90
further that not only was 50
further that they were not 256
further that they will not 209
further that you have not 40
further they are from being 308
further was she from him 105
further you are from them 58
fussed with her hair and 200
fussed with her hair for 53
future and for those who 138
future and see what was 46
future and that there are 108
future and that there was 214
future are not those who 45
future can not help but 87
future did not look any 50
future did not look too 187
future did not turn out 64
future does not hold out 59
future does not look any 106
future does not look too 227
future does not rest with 52
future does not turn out 76
future for all those who 170
future for his wife and 116
future lay with those who 113
future song may rise with 64
future than they have had 217
future that lay ahead for 245
future that they will not 62
future that you will not 83
future things being seen with 59
future was with those who 41
future with both hope and 44
future with his love and 59
future with his wife and 52
future with new hope and 74
