fan to force air through 62
for the river was pretty 78
for the rocks and events 40
for the roles and status 70
for the roles they played 457
for the rolling and pitching 98
for the rolling and slitting 43
for the roofs and floors 71
for the roofs they needed 82
for the rooms they occupy 49
for the rotor and stator 286
for the rough and random 44
for the rough and tumble 4589
for the rough and violent 46
for the route lay through 69
for the ruler and another 65
for the rules that govern 246
for the rural and tribal 80
for the rural area around 48
for the rural new yorker 48
for the scale and nature 85
for the scene had changed 185
for the scope and limits 74
for the scope and nature 110
for the scorn and horror 186
for the scots and english 44
for the scout had scarce 85
for the search and arrest 82
for the search and rescue 637
for the search for wisdom 43
for the season and should 42
for the season was already 104
for the season was winter 66
for the seeds and plants 49
for the senior and middle 117
for the serbs and croats 99
for the seven age groups 58
for the shade they afford 67
for the shame and sorrow 110
for the shape and nature 58
for the sheep and cattle 877
for the sheep and horses 60
for the sheet and pulled 77
for the shift and rotate 68
for the ships and cargoes 205
for the ships and planes 54
for the ships now arriving 43
for the ships that sailed 64
for the shock and horror 40
for the shore and landed 61
for the short and medium 1970
for the short and middle 148
for the short and simple 97
for the short but bloody 43
for the short run across 42
for the shunt and series 87
for the sides and bottom 611
for the sides had fallen 126
for the siege than before 105
for the siege with zealous 61
for the signs and tokens 59
for the sikhs and hindus 48
for the silks and satins 68
for the silks and spices 361
for the sizes and shapes 89
for the skill and effort 61
for the skill and energy 294
for the skill and strength 43
for the skill and talent 60
for the skill and wisdom 49
for the skins and tongues 47
for the small and highly 93
for the small and medium 5682
for the small and middle 353
for the small and simple 51
for the small but active 47
for the small but finite 100
for the small new england 55
for the smoke and flames 73
for the smoke was drifting 63
for the smooth and proper 68
for the smooth and speedy 48
for the social and ethical 194
for the social and family 65
for the social and mental 69
for the social and public 61
for the social and sexual 154
for the social and spatial 69
for the sofas and chairs 44
for the solid and dashed 47
for the solid and enduring 95
for the solid and liquid 2036
for the souls and bodies 825
for the sound and number 207
for the space they occupy 501
for the space you occupy 59
for the speed and extent 47
for the spell was broken 44
for the spine and pelvis 48
for the spoil and injury 81
for the sport had served 53
for the sport they afford 48
for the staff and family 55
for the staff and guests 42
for the staff and public 118
for the staff and pupils 55
for the stage and another 44
for the stage and became 69
for the stage and cinema 60
for the stage and public 43
for the stage and screen 1351
for the stage was already 60
for the stage was raised 40
for the staid and simple 56
for the stake that stands 87
for the stars and beyond 85
for the start and finish 1110
for the state and another 104
for the state and church 241
for the state and county 3962
for the state and public 284
for the state and should 44
for the state and thyself 56
for the state was closed 55
for the state with regard 47
for the steady and pulsed 128
for the steps that follow 140
for the stock was created 40
for the stone and gravel 717
for the storing and handling 109
for the storm and stress 309
for the storm had driven 51
for the storm had greatly 102
for the storm had passed 84
for the story got abroad 51
for the story has already 69
for the story with kisses 65
for the straw and barley 62
for the strong and another 132
for the study and design 274
for the study and further 86
for the study and planning 246
for the study and reform 75
for the study and report 45
for the study and review 392
for the study and should 69
for the study and training 157
for the study are listed 104
for the study was chosen 42
for the stuff and fashion 53
for the style and diction 61
for the style and finish 93
for the style and manner 102
for the sugar and coffee 180
for the sugar and cotton 275
for the suits and claims 52
for the sweet and gentle 74
for the sweet and tender 98
for the swiss and french 43
for the swiss and german 104
for the swiss and italian 67
for the sword and musket 40
for the sword and shield 56
for the sword that severs 233
for the table and chairs 192
for the table and market 51
for the table they should 45
for the tarring and feathering 51
for the tasks and course 45
for the tasks and duties 79
for the tasks that needed 49
for the taste and talent 46
for the teaching and preaching 193
for the teaching and training 1003
for the teapot and poured 86
for the testing and training 101
for the tests and assays 261
for the texas real estate 80
for the theater and ballet 45
for the theater and cinema 55
for the theist can remain 45
for the thinking and planning 128
for the thrust and torque 72
for the times and places 582
for the times and seasons 264
for the times had changed 111
for the times that should 42
for the toils and dangers 296
for the toils and duties 42
for the toils and perils 59
for the tongue and groove 108
for the tools and weapons 88
for the torts and crimes 150
for the torts and frauds 49
for the total and partial 79
for the total mean square 89
for the total war effort 280
for the towns and cities 1044
for the trade and travel 43
for the trade with england 50
for the trade with europe 102
for the trail was narrow 78
for the train and jumped 58
for the train had reached 55
for the train was already 73
for the trans and gauche 127
for the treads and risers 125
for the treaty was signed 66
for the treaty with england 61
for the treaty with france 79
for the trees and bushes 214
for the trees and plants 189
for the trees and shrubs 432
for the trees are rooted 47
for the trials and duties 113
for the trials and errors 45
for the trick you played 72
for the tried and tested 151
for the trout and salmon 74
for the trust are deemed 91
for the trust for public 77
for the trust they placed 85
for the trust you repose 74
for the tudor and stuart 287
for the types and extent 40
for the types and levels 63
for the unity and mission 48
for the unity and purity 61
for the unity and strength 235
for the upper age groups 50
for the upper and middle 5189
for the upper ohio valley 62
for the upper two grades 40
for the urban heat island 84
for the users and groups 75
for the usual and common 198
for the value and rights 51
for the vapor and liquid 514
for the venal and rotten 86
for the venus and adonis 121
for the verse and chorus 45
for the vices and crimes 110
for the vices and errors 65
for the views and actions 80
for the views and feelings 179
for the views and rights 45
for the views and values 105
for the views and wishes 70
for the vigor and effort 92
for the vigor and energy 40
for the violas and cellos 43
for the virus that caused 817
for the virus that causes 369
for the vision and mission 60
for the vision are unable 124
for the voice that should 50
for the waifs and strays 744
for the walls and ceilings 386
for the walls and flooring 41
for the walls and floors 367
for the walls and towers 205
for the walls and vaults 43
for the wants and feelings 53
for the wants and wishes 239
for the warmth and safety 59
for the warmth and strength 76
for the waste and damage 56
for the water and sewage 78
for the water gas reaction 117
for the water that flowed 41
for the water was almost 76
for the water was already 91
for the water was bitter 45
for the water was spurting 73
for the weaker and poorer 63
for the weaker are always 89
for the wealthy and another 54
for the wealthy and famous 92
for the wealthy and middle 219
for the weather had become 192
for the weather had broken 46
for the weather had changed 117
for the weather had cleared 59
for the weather had turned 279
for the weather has become 62
for the weather was almost 61
for the weather was already 69
for the weather was bitter 114
for the weather was lovely 45
for the weather was severe 202
for the weather was stormy 71
for the wedding day itself 49
for the wedding had already 44
for the weeds that choked 57
for the welsh and english 56
for the wheel had broken 83
for the whigs and tories 62
for the white and another 146
for the white and yellow 90
for the whole area around 117
for the whole day before 94
for the whole day through 55
for the whole day without 307
for the whole had passed 73
for the whole long summer 55
for the whole new england 53
for the whole ten pounds 51
for the whole war effort 65
for the whole year before 56
for the whole year except 51
for the whole year instead 48
for the whole year should 88
for the whole year showed 40
for the whole year through 111
for the whole year without 107
for the wider and deeper 135
for the widow and family 421
for the widow and orphan 1602
for the widow and younger 45
for the wires and cables 46
for the wives and little 96
for the wives and mothers 383
for the wives and widows 224
for the woman and another 174
for the woman had already 41
for the woman was created 42
for the woman who became 62
for the woman who enjoys 54
for the woman who looked 64
for the woman who should 112
for the woman who waited 78
for the woman who walked 49
for the woman who wanted 138
for the woman who wishes 252
for the woman who worked 45
for the woman who writes 46
for the woman with cancer 53
for the woman with severe 54
for the women and another 122
for the women and babies 80
for the women and little 81
for the women who attend 45
for the women who became 41
for the women who choose 74
for the women who desire 54
for the women who follow 90
for the women who formed 41
for the women who joined 44
for the women who needed 44
for the women who served 103
for the women who shared 60
for the women who stayed 48
for the women who suffer 57
for the women who wanted 125
for the women who worked 370
for the woods and fields 269
for the woods and streams 89
for the woods and swamps 149
for the woods and waters 77
for the words and actions 199
for the words and figure 667
for the words and images 61
for the words and letter 112
for the words are closed 2324
for the words are spoken 79
for the words she needed 114
for the words she wanted 118
for the words that follow 188
for the words that should 78
for the working and laboring 53
for the working and middle 972
for the working and peasant 41
for the works and authors 120
for the world and another 127
for the world and better 49
for the world and myself 49
for the world but little 42
for the world cup finals 1177
for the world cup soccer 178
for the world god created 43
for the world had become 61
for the world had changed 72
for the world had passed 46
for the world has already 42
for the world has always 105
for the world has become 137
for the world has changed 97
for the world oil market 380
for the world she should 73
for the world than camels 71
for the world that antaeus 85
for the world that awaits 71
for the world that bentham 68
for the world that exists 44
for the world that hitler 127
for the world they should 124
for the world was already 40
for the world was created 135
for the world you should 78
for the worse and became 41
for the wrist and forearm 116
for the writing and printing 220
for the wrongs they commit 40
for the wrongs they suffer 87
for thy wares with horses 62
for to bleed him before 81
for tv shows and movies 81
for us about this little 44
for we could all profit 95
for we could ill afford 75
for we could not afford 598
for we could not depend 42
for we could not endure 49
for we could not expect 124
for we could not forget 69
for we could not manage 51
for we could not obtain 49
for we could not regard 396
for we could not remain 52
for we dared not openly 91
for we dared not strike 91
for we either say simply 49
for we loved one another 52
for we shall all surely 89
for we shall not always 56
for we shall not forget 49
for we shall see further 59
for we shall yet praise 83
for we would not expect 61
fro in alarm and terror 47
fry the onions and garlic 533
fun to watch and listen 107
fur is longer and thicker 50
