nap to get through the 128
not go off before he 50
not go off unless the 57
not go off without me 63
not go off without the 58
not go out before the 144
not go out beyond the 125
not go out enough to 48
not go out except by 421
not go out except in 102
not go out except on 47
not go out except to 184
not go out through the 433
not go out toward the 51
not go out unless he 92
not go out unless it 117
not go out unless the 81
not go out without an 112
not go out without it 79
not go out without me 125
not go out without my 121
not go out without the 230
not he can afford the 45
not he can afford to 189
not he get enough of 43
not he get something to 46
not he had enough of 132
not he had notice of 64
not he has engaged in 43
not he has learned to 41
not he has notice of 172
not he has reached the 51
not he has worked in 46
not he man enough to 118
not he old enough to 103
not he say something to 206
not he that fright the 61
not he was afraid of 41
not he was engaged in 141
not he was forced to 60
not he was guilty of 500
not he was likely to 135
not he was unable to 128
not he who caused the 75
not he who created the 293
not he who denies the 148
not he who dwells by 67
not he who enjoys the 61
not he who killed the 49
not he who opened the 449
not he who serves it 51
not he who should be 89
not he who spares the 95
not he who stands by 45
not he who wanted to 52
not he who weighs the 222
not he who wishes to 62
not if one wanted to 41
not if one wishes to 64
not if she wanted to 631
not if she wished to 49
not if they expect to 72
not if they wanted to 473
not if they wished to 71
not if you bridge the 68
not if you expect to 110
not if you follow the 43
not if you happen to 77
not if you insist on 159
not if you intend to 103
not if you listen to 41
not if you refuse to 71
not if you summon me 50
not if you wanted to 466
not in all amount to 62
not in all exceed the 65
not in all places at 99
not in all places of 62
not in all places the 69
not in all points be 66
not in all points in 66
not in all points of 45
not in all points so 51
not in all points the 108
not in and through the 160
not in any angular or 110
not in any aspect of 85
not in any branch of 73
not in any corner of 49
not in any created thing 46
not in any defect in 70
not in any defect of 97
not in any degree an 168
not in any degree as 282
not in any degree at 41
not in any degree be 889
not in any degree by 123
not in any degree in 135
not in any degree of 234
not in any degree on 104
not in any degree or 112
not in any degree so 179
not in any degree the 506
not in any degree to 983
not in any desire of 53
not in any desire to 224
not in any direct or 213
not in any edition of 85
not in any effort to 116
not in any fashion be 42
not in any figure of 80
not in any formal or 106
not in any letter or 71
not in any manner an 54
not in any manner as 87
not in any manner be 2598
not in any manner in 64
not in any manner of 236
not in any manner or 793
not in any manner the 108
not in any manner to 812
not in any matter of 339
not in any measure be 101
not in any measure go 66
not in any measure the 67
not in any measure to 157
not in any moment of 76
not in any narrow or 183
not in any obvious or 112
not in any passion or 46
not in any portion of 88
not in any scheme of 41
not in any simple or 346
not in any special or 55
not in any spirit of 2941
not in any strict or 48
not in any system of 92
not in any version of 51
not in bed beside me 49
not in being before the 70
not in being leaders as 71
not in being unable to 48
not in both places at 56
not in boy nature to 51
not in due course be 133
not in due course of 213
not in her makeup to 40
not in her nature be 171
not in her nature or 40
not in her nature to 5818
not in her office at 49
not in her scheme of 44
not in his choice of 174
not in his choice to 129
not in his circle of 47
not in his desire of 46
not in his desire to 68
not in his habits he 42
not in his letter to 58
not in his makeup to 105
not in his manner of 74
not in his manner to 78
not in his nature as 53
not in his nature or 140
not in his nature the 204
not in his nature to 14723
not in his office as 91
not in his office at 396
not in his office he 68
not in his office in 90
not in his office on 67
not in his office or 158
not in his office so 242
not in his office to 43
not in his opinion be 710
not in his opinion the 260
not in his opinion to 47
not in his powers of 67
not in his scheme of 128
not in his school or 45
not in his sphere of 59
not in his temper to 40
not in its aspect as 52
not in its aspect of 73
not in its choice of 55
not in its creation of 50
not in its degree of 84
not in its effect on 178
not in its impact on 91
not in its nature an 126
not in its nature be 366
not in its nature or 72
not in its nature so 49
not in its nature to 563
not in its number of 64
not in its origin an 63
not in its origin or 71
not in its status as 90
not in its strict or 82
not in law amount to 416
not in law extend the 46
not in long enough to 52
not in new england or 46
not in new genera or 84
not in new orleans or 41
not in one branch of 106
not in one person or 58
not in one sphere of 51
not in our choice to 160
not in our course at 64
not in our nature to 771
not in our opinion be 835
not in our opinion of 88
not in our opinion the 84
not in our opinion to 51
not in our powers to 41
not in our scheme of 47
not in our system of 56
not in pay status as 106
not in that degree as 40
not in that degree in 74
not in that degree of 123
not in that france to 77
not in that manner as 104
not in that manner in 110
not in that portion of 127
not in that section of 48
not in that spirit of 85
not in them regard the 41
not in this allude to 46
not in this aspect of 180
not in this branch of 70
not in this manner be 200
not in this manner the 45
not in this manner to 109
not in this matter be 116
not in this matter of 182
not in this matter so 46
not in this matter the 101
not in this matter to 82
not in this moment of 131
not in this portion of 48
not in this section of 124
not in this series of 50
not in two bodies as 107
not in two places at 125
not in two states of 48
not in use amongst the 101
not in use amongst us 49
not in use before the 487
not in use except in 42
not in use should be 1690
not is not enough to 47
not is not likely to 184
not it all depend on 139
not it bad enough he 53
not it bad enough to 665
not it bad enough we 61
not it far better to 150
not it has reached the 69
not it mean something to 115
not it was better to 53
not it was caused by 116
not it was lawful to 172
not it was likely to 151
not it was proper to 217
not me who should be 69
not me who wanted to 49
not me you should be 245
not my own master at 40
not my own master in 117
not my wit become me 72
not no way around it 139
not of any defect in 63
not of any desire of 43
not of any desire to 137
not of any earnest or 80
not of any malice or 53
not of any manner in 42
not of any moment at 43
not of any moment to 76
not of any person or 46
not of any section of 118
not of any series of 42
not of any severing of 158
not of any system of 83
not of any weight or 138
not of being unable to 102
not of easy access to 63
not of his fondling the 65
not of his return to 102
not of its nature be 146
not of long standing in 57
not of one accord in 48
not of one opinion as 71
not of one opinion on 66
not of one person or 73
not of one section of 132
not of one section or 43
not of that degree of 98
not of that nature as 53
not of that nature at 47
not of that nature to 118
not of that opinion at 50
not of that opinion to 82
not of that school of 114
not of this aspect of 49
not of this flight of 43
not of this latter an 90
not of this nature at 68
not of this nature is 45
not on all manner of 50
not on all points be 45
not on all points in 41
not on all points to 44
not on any cession or 69
not on any desire to 68
not on any ground be 46
not on any ground of 346
not on any matter of 49
not on any merits of 77
not on any subset of 91
not on any system of 98
not on earth whereon to 266
not on his opinion of 40
not on his return to 89
not on its effect on 48
not on its merits as 157
not on its powers of 50
not on long enough to 50
not on our appearing to 74
not on our strength or 44
not on that ground be 315
not on that ground the 54
not on that ground to 47
not on that portion of 58
not on this aspect of 64
not on this ground be 148
not on this ground to 49
not on this planet to 47
not on this record be 62
not on this voyage to 100
not or are afraid to 67
not or are unable to 260
not or can hardly be 112
not or was unable to 81
not so bad before the 43
not so easy always to 127
not so far across the 58
not so far affect the 51
not so far afield as 167
not so far agreed to 96
not so far astray as 125
not so far behind as 484
not so far behind in 97
not so far behind the 549
not so far behind us 184
not so far beyond as 124
not so far beyond the 245
not so far chosen to 46
not so far dazzle us 61
not so far differ as 47
not so far engaged in 87
not so far exceed the 134
not so far forget my 243
not so far forget the 241
not so far gifted by 40
not so far indeed as 57
not so far joined the 65
not so far proved of 49
not so far proved to 283
not so far reached the 132
not so far signed the 48
not so far sought to 44
not so far subdue my 50
not so far thought of 80
not so far useful as 57
not so long before as 156
not so long before by 68
not so long before he 160
not so long before in 97
not so long before it 68
not so long before the 466
not so long before to 49
not so with regard to 2369
not the aim without the 70
not the day before or 53
not the day before the 94
not the dead bodies of 57
not the dead letter of 76
not the dead weight of 84
not the due fruits of 47
not the due result of 52
not the easy answer to 44
not the easy gaiety of 123
not the easy matter it 116
not the end points of 80
not the end result is 70
not the end result of 910
not the end result or 55
not the end revert to 44
not the end sought by 43
not the fit judges of 134
not the fit person to 67
not the going before me 42
not the hot horror of 42
not the icy double of 40
not the idea behind it 83
not the idea behind the 100
not the job itself is 50
not the key factor in 487
not the key feature of 50
not the law before the 57
not the law relating to 70
not the law should be 97
not the long series of 48
not the low degree of 43
not the man behind it 65
not the man behind the 187
not the man guilty of 57
not the man likely to 70
not the man should be 61
not the man tamely to 77
not the man wholly to 40
not the man without it 57
not the map before me 72
not the mean number of 80
not the men behind it 81
not the men likely to 50
not the net amount of 107
not the net effect of 102
not the net result of 117
not the new creation of 58
not the new england of 59
not the new system of 47
not the old knight of 51
not the old system of 45
not the one across the 50
not the one before it 49
not the one before the 48
not the one before us 40
not the one behind the 120
not the one belonging to 161
not the one carrying the 55
not the one caused by 59
not the one chosen by 164
not the one chosen to 53
not the one created by 56
not the one guilty of 40
not the one likely to 47
not the one nearest the 53
not the one nearest to 76
not the one proper to 71
not the one sought by 48
not the one spoken of 76
not the one standing in 48
not the one stated by 51
not the one stated in 45
not the one without the 286
not the path chosen by 61
not the poem before me 92
not the poem itself to 46
not the real answer to 229
not the real authors of 79
not the real belief of 45
not the real causes of 548
not the real center of 67
not the real choice of 45
not the real design of 59
not the real estate of 44
not the real ground of 191
not the real import of 44
not the real intent of 55
not the real issues at 48
not the real leaders of 96
not the real master of 42
not the real measure of 159
not the real motive of 159
not the real nature of 568
not the real object of 969
not the real opinion of 87
not the real origin of 88
not the real owners of 144
not the real parent of 49
not the real reasons at 40
not the real reasons in 58
not the real rulers of 86
not the real secret of 82
not the real source of 853
not the real spirit of 116
not the real strength of 106
not the real target of 187
not the sun around the 405
not the sun dazzle the 44
not the things around us 74
not the things belonging to 81
not the two halves of 157
not the war should be 63
not the way before me 43
not to act before the 52
not to act except in 51
not to act merely as 113
not to act merely on 81
not to act rashly in 63
not to act rashly or 46
not to act through the 51
not to act unless the 48
not to act without the 334
not to add another to 105
not to add further to 118
not to add insult to 156
not to add something to 109
not to add weight to 64
not to any aspect of 73
not to any branch of 49
not to any changes in 115
not to any defect in 813
not to any defect of 251
not to any degree in 48
not to any degree of 124
not to any desire of 144
not to any desire on 103
not to any desire to 350
not to any effect of 79
not to any effect on 61
not to any effort on 41
not to any esteem or 44
not to any excess of 70
not to any extent be 144
not to any extent by 101
not to any extent in 364
not to any extent the 65
not to any extent to 48
not to any measure of 65
not to any member of 175
not to any merits of 114
not to any number of 123
not to any person in 46
not to any person of 65
not to any person or 116
not to any portion of 138
not to any section of 88
not to any spirit of 79
not to any system of 56
not to any virtue in 50
not to ask anyone to 91
not to ask favors of 59
not to ask whether he 77
not to ask whether it 217
not to ask whether or 68
not to ask whether the 507
not to ask whether we 65
not to bear praise of 41
not to bear weight on 151
not to beat around the 448
not to beat myself up 148
not to bee gotten by 137
not to bow before it 41
not to bow before the 292
not to bring before the 123
not to buy shares in 88
not to cry before the 40
not to cut across the 252
not to cut beyond the 121
not to cut through it 87
not to cut through the 2509
not to cut through to 216
not to die before he 133
not to die before the 122
not to die before we 330
not to die without the 52
not to end before the 55
not to end without an 49
not to end without the 48
not to fly across the 54
not to fly before the 40
not to fly through the 79
not to get around to 62
not to get behind in 47
not to get behind the 113
not to get beyond the 152
not to get bitten by 72
not to get burned by 86
not to get caught at 216
not to get caught by 426
not to get caught in 4524
not to get caught on 212
not to get caught or 54
not to get caught up 4102
not to get choked up 45
not to get closer to 130
not to get engaged in 60
not to get engaged to 52
not to get hooked by 49
not to get hooked on 183
not to get killed by 82
not to get killed in 90
not to get locked in 129
not to get messed up 41
not to get myself in 43
not to get picked up 53
not to get puffed up 101
not to get someone to 47
not to get something in 42
not to get sucked in 280
not to get tangled in 170
not to get tangled up 716
not to get through the 163
not to get through to 58
not to get turned on 94
not to get worked up 274
not to hang around in 87
not to hang around the 278
not to hang around to 47
not to hang myself to 97
not to hear voices of 48
not to him whether he 131
not to him whether the 228
not to his brother the 50
not to his credit to 74
not to his desire to 76
not to his family or 59
not to his friend the 65
not to his preaching of 56
not to its oxygen or 89
not to lag behind in 294
not to lag behind the 709
not to lay before the 139
not to lay stress on 645
not to lean heavily on 45
not to leap across the 51
not to let anyone at 51
not to let anyone be 52
not to let anyone do 48
not to let anyone go 177
not to let anyone in 2517
not to let anyone on 63
not to let anyone or 93
not to let anyone up 134
not to let feelings of 45
not to let france be 40
not to let happen to 43
not to let itself be 663
not to let myself be 1578
not to let myself go 193
not to let myself in 58
not to mix myself up 142
not to one another as 99
not to one another the 129
not to one person in 52
not to one person or 54
not to one portion of 60
not to one section of 51
not to our credit to 48
not to our senses to 73
not to pat myself on 88
not to pay before the 49
not to pay homage to 446
not to pay itself by 42
not to pay regard to 97
not to put anyone in 75
not to put anyone on 77
not to put anyone to 57
not to put before the 47
not to put itself in 121
not to put limits on 45
not to put myself at 62
not to put myself in 574
not to put myself on 57
not to put myself to 49
not to put something in 74
not to put strain on 51
not to put stress on 46
not to put virtue to 43
not to put weight on 181
not to read beyond the 47
not to read papers or 44
not to read through the 55
not to rub through the 93
not to run across the 162
not to run around in 57
not to run around the 72
not to run before the 67
not to run through the 272
not to saw through the 44
not to say afraid to 58
not to say before the 48
not to say enough of 56
not to say horror of 42
not to say something he 50
not to say something in 40
not to say something of 223
not to say something to 208
not to say whether he 55
not to say whether it 53
not to say whether or 77
not to say whether the 147
not to see beyond the 160
not to see itself as 188
not to see joined in 95
not to see myself as 149
not to see myself in 51
not to see something as 147
not to see something of 226
not to see through it 249
not to see through the 854
not to see traces of 42
not to see unless he 50
not to see whether he 132
not to see whether it 138
not to see whether or 42
not to see whether the 349
not to set before the 44
not to set bounds to 103
not to set itself up 95
not to set limits on 96
not to set limits to 182
not to set myself up 138
not to sew through the 65
not to sit around in 71
not to sit around the 41
not to tear through the 69
not to that branch of 44
not to that caused by 55
not to that degree as 138
not to that degree of 78
not to that extent as 285
not to that extent be 52
not to that extent of 75
not to that extent to 54
not to that portion of 72
not to them whether the 103
not to this parish or 114
not to this system of 61
not to use commas in 42
not to use deceit in 86
not to use english in 49
not to use jargon or 43
not to use weapons of 118
not up his quails by 59
not we all better go 60
not we are engaged in 63
not we are forced to 80
not we are likely to 151
not we are unable to 324
not we can accept the 88
not we can afford it 65
not we can afford the 42
not we can afford to 123
not we can expect to 45
not we can reject the 67
not we cut through the 48
not we fly through the 40
not we get enough of 55
not we get someone to 56
not we get something to 365
not we got enough of 72
not we got enough to 151
not we got plenty of 65
not we had enough of 820
not we who should be 69
now an easy matter to 912
now an old friend of 70
now as she looked at 639
now as she looked up 366
now as she opened the 52
now as she reached the 43
now as she stared at 174
now as she thought of 371
now as she turned to 103
now as she walked to 53
now as they looked at 73
now as they reached the 60
now as they seemed to 52
now as they should be 138
now at all events be 40
now at all levels of 51
now at her palace of 59
now at its height in 177
now at its height of 42
now at this moment as 150
now at this moment he 106
now at this moment in 156
now at this moment of 159
now at this moment the 90
now at this moment to 44
now be led astray by 59
now be long before he 40
now be long before the 65
now be long before we 92
now be old enough to 107
now be our object to 145
now be put before the 65
now be put through the 51
now be read without the 48
now be too narrow by 185
now by law existing in 72
now by law vested in 271
now do his utmost to 45
now do not depend on 59
now do not expect to 78
now do not forget it 45
now do not forget the 59
now do not forget to 92
now do with regard to 47
now go and attack the 44
now go far beyond the 98
now he can afford to 121
now he can hardly eat 40
now he had access to 45
now he had agreed to 80
now he had become an 205
now he had become so 448
now he had become the 315
now he had broken the 61
now he had caught the 51
now he had caused us 41
now he had chosen to 76
now he had driven the 105
now he had failed to 88
now he had fallen in 65
now he had gained the 55
now he had gotten the 41
now he had joined the 82
now he had learned the 79
now he had learned to 246
now he had little to 42
now he had looked at 41
now he had neither the 46
now he had nobody to 61
now he had passed the 87
now he had plenty of 132
now he had reached the 738
now he had seemed to 48
now he had seized the 57
now he had someone to 103
now he had something to 440
now he had spoken of 40
now he had tasted the 41
now he had thought he 43
now he had thought of 196
now he had thought to 66
now he had turned the 45
now he had turned to 67
now he had turned up 42
now he had wanted to 68
now he has become an 141
now he has become so 67
now he has become the 225
now he has chosen to 53
now he has fallen on 52
now he has joined the 89
now he has learned the 47
now he has learned to 126
now he has passed the 53
now he has plenty of 58
now he has reached the 336
now he has robbed me 66
now he has something of 44
now he has something to 91
now he has spoken to 43
now he has stolen my 40
now he has taught me 40
now he has turned the 43
now he has turned to 42
now he sat before the 56
now he saw clearly the 53
now he was afraid he 147
now he was afraid of 431
now he was afraid to 467
now he was almost an 46
now he was almost as 47
now he was almost in 69
now he was anxious to 532
now he was before the 44
now he was behaving as 88
now he was beyond the 75
now he was called on 207
now he was called to 142
now he was caught in 126
now he was caught up 126
now he was claiming to 93
now he was closer to 88
now he was counting the 41
now he was doomed to 154
now he was driven to 130
now he was engaged in 291
now he was engaged to 55
now he was enjoying the 131
now he was entering the 80
now he was fearful of 40
now he was fighting the 53
now he was forced to 1570
now he was hailed as 76
now he was inside the 60
now he was intent on 109
now he was jealous of 60
now he was joined by 99
now he was laughing at 108
now he was likely to 78
now he was master of 217
now he was minded to 48
now he was offering me 40
now he was offering to 77
now he was placed in 71
now he was planning to 225
now he was pleased to 147
now he was poised to 40
now he was raised to 44
now he was refusing to 94
now he was seized by 99
now he was something of 48
now he was spoken of 74
now he was standing at 134
now he was standing by 49
now he was standing in 297
now he was standing on 154
now he was standing up 184
now he was starting to 584
now he was struck by 89
now he was studying the 64
now he was treated as 44
now he was unable to 689
now he was unsure of 45
now he was watching the 154
now if she wanted to 336
now if they wanted to 167
now if you begged me 53
now if you choose to 74
now if you expect to 43
now if you intend to 52
now if you refuse to 40
now if you wanted to 315
now in all stages of 47
now in and around the 49
now in and through the 62
now in any office of 46
now in his moment of 45
now in his visits to 85
now in its belief in 49
now in one corner of 164
now in our effort to 52
now in that branch of 43
now in that portion of 47
now in this island the 51
now in this matter of 100
now in this moment of 342
now in this purity of 159
now in use across the 49
now in use amongst the 123
now in use amongst us 79
now in use around the 182
now in use should be 261
now is being placed on 65
now is for ladies to 54
now is for someone to 117
now is his chance to 61
now is not enough to 97
now is not likely to 129
now is not merely the 82
now is not merely to 146
now is not simply the 46
now is not simply to 91
now is not whether it 62
now is not whether or 97
now is not whether the 401
now is not whether to 133
now is not whether we 208
now is our chance to 206
now is that instead of 158
now is that neither the 41
now is with regard to 124
now it all seemed so 128
now it all seemed to 205
now it can hardly be 167
now it had become an 255
now it had become so 102
now it had become the 323
now it had caught up 60
now it had changed to 48
now it had dawned on 72
now it had fallen to 69
now it had reached the 124
now it had seemed to 86
now it had turned to 87
now it has become an 640
now it has become as 59
now it has become my 75
now it has become so 315
now it has become the 1189
now it has caught up 42
now it has changed to 47
now it has dawned on 50
now it has failed to 49
now it has fallen on 53
now it has fallen to 186
now it has proved to 42
now it has reached the 381
now it has seemed to 84
now it has shrunk to 52
now it has turned to 72
now it may almost be 60
now it may fairly be 40
now it was almost as 622
now it was almost the 120
now it was already the 48
now it was always on 58
now it was always the 47
now it was another of 64
now it was becoming an 51
now it was becoming the 55
now it was before me 68
now it was better to 155
now it was broken up 54
now it was called the 116
now it was catching up 66
now it was clearly the 47
now it was closed in 42
now it was closer to 45
now it was curled up 59
now it was enough to 604
now it was forced to 101
now it was harder to 101
now it was joined by 101
now it was likely to 85
now it was merely the 56
now it was obvious he 58
now it was obvious the 40
now it was obvious to 338
now it was raised to 46
now it was simply the 69
now it was something of 57
now it was something to 50
now it was sought to 46
now it was spoken to 49
now it was starting to 443
now it was viewed as 44
now my death changes the 135
now no easy matter to 185
now no one seemed to 117
now no one wanted to 85
now no real chance of 56
now of his estate as 48
now of that number of 54
now on her return to 76
now on his return he 73
now on his return to 870
now on his voyage to 42
now on its return to 54
now on one aspect of 66
now on our return to 69
now on she wanted to 44
now on they should be 55
now on you should be 56
now or are likely to 195
now or are planning to 50
now so far behind the 67
now so far behind us 61
now so far beyond the 55
now so far forget my 49
now so far thinned the 44
now the day before the 71
now the day begins to 87
now the dear friend of 53
now the head office of 103
now the key figure in 57
now the men turned at 137
now the new system of 111
now the one moment of 71
now the one object of 94
now the one thought of 69
now the real master of 249
now the real nature of 72
now the real owners of 41
now the real rulers of 120
now the real source of 49
now the sun begins to 86
now the sun glinting on 51
now the sun seemed to 98
now the sun shines on 49
now the sun shines so 51
now the two chiefs of 77
now the two halves of 59
now the two layers of 52
now the two states of 45
now the way toward the 70
now to ask whether it 107
now to ask whether or 40
now to ask whether the 308
now to bring before the 81
now to cut through the 43
now to get across the 49
now to get something to 53
now to get through the 104
now to lay before my 45
now to lay before the 280
now to lie behind us 40
now to one aspect of 41
now to our review of 49
now to our system of 177
now to read through the 58
now to rid itself of 43
now to run through the 41
now to say something as 42
now to say something in 75
now to say something of 510
now to say something on 80
now to say something to 64
now to say whether he 70
now to say whether it 127
now to say whether or 67
now to say whether the 293
now to see before me 103
now to see beyond the 52
now to see clearly the 41
now to see something of 134
now to see through the 82
now to see whether he 58
now to see whether it 63
now to see whether or 68
now to see whether the 293
now to see whether we 99
now to that aspect of 97
now to that branch of 65
now to that extent go 54
now to that portion of 175
now to that section of 45
now to this aspect of 54
now to try whether he 129
now we are afraid of 55
now we are afraid to 82
now we are almost at 58
now we are already in 42
now we are anxious to 78
now we are arriving at 55
now we are awaiting the 50
now we are become so 42
now we are called on 179
now we are called to 242
now we are caught in 47
now we are changed to 82
now we are crossing the 54
now we are driven to 52
now we are engaged in 359
now we are enjoying the 62
now we are entering the 176
now we are fairly in 105
now we are fallen to 49
now we are fighting the 45
now we are fighting to 73
now we are focusing on 122
now we are forced to 532
now we are guilty if 42
now we are joined by 82
now we are laughing at 43
now we are likely to 193
now we are planning to 107
now we are pleased to 43
now we are standing in 187
now we are standing on 62
now we are starting to 264
now we are striving to 51
now we are studying the 52
now we are sullen in 59
now we are taught to 80
now we are touching on 43
now we are unable to 304
now we can afford to 161
now we can answer the 86
now we can decide the 62
now we can define the 56
now we can return to 292
now we had better be 66
now we had better go 182
now we had broken up 47
now we had learned to 69
now we had passed the 42
now we had plenty of 79
now we had reached the 596
now we had something to 78
now we had thought of 46
now we may chance to 52
now we may expect the 44
now we may expect to 63
now we may return to 247
now we see before us 52
