of abigail adams can ever 64
of marriage which was made 69
of marriage would not have 42
of marriage would they have 49
of married people and their 86
of married people who have 102
of married women and other 45
of married women and single 75
of married women and their 413
of married women and those 64
of married women and young 146
of married women are best 523
of married women are more 47
of married women but also 50
of married women for their 48
of married women had been 196
of married women had jobs 68
of married women has been 438
of married women may have 56
of married women now work 85
of married women who have 658
of married women who live 45
of married women who want 106
of married women who went 69
of married women who were 840
of married women who wish 45
of married women who work 1676
of married women with jobs 73
of married women with their 94
of married women with young 417
of marxism which has been 57
of mascara under her eyes 104
of masonry about six feet 40
of masonry which had been 58
of masonry which has been 60
of massive doric and ionic 67
of massive stars and their 55
of massive stars that have 102
of material beauty and longing 49
of material could not have 46
of material facts not having 94
of material goods and food 85
of material goods and ideas 47
of material goods and other 54
of material goods and their 172
of material goods and wealth 158
of material goods but also 286
of material goods for their 65
of material goods has been 93
of material needs but also 44
of material power and wealth 90
of material thrown out from 56
of material which are used 51
of material which can only 49
of material which goes into 77
of material which had been 1050
of material which has been 2998
of material which has come 129
of material which may have 145
of material which they have 184
of material which was once 51
of material which was used 59
of material which you have 69
of material would not have 48
of matters could not last 95
of matters which are only 133
of matters which had been 190
of matters which had nothing 98
of matters which may come 65
of matters which they know 59
of matured bonds has been 42
of measures taken for dealing 59
of measures taken for some 44
of measures which are more 102
of measures which are used 45
of measures which had been 411
of measures which may have 57
of measures which they have 88
of measures which they know 40
of measures which you have 109
of mediation which had been 70
of medical bills and lost 137
of medical costs and lost 46
of medical ethics but also 49
of medical ethics for health 166
of medical ethics has been 103
of medical skill and care 116
of medical terms and their 48
of melanie klein and anna 125
of members holding not less 790
of mendoza still hung from 48
of mercury which had been 101
of mercury which has been 123
of mercury which may have 40
of message would that send 84
of mexican labor has been 71
of migrant women and their 70
of mineral acids and other 44
of mineral acids has been 52
of mineral salts and other 107
of mineral salts and their 47
of mineral water and soft 73
of mineral water and some 65
of mineral water had been 51
of minimum wages and other 151
of minimum wages has been 115
of minutes later she came 66
of minutes later she heard 49
of minutes later they were 125
of minutes rather than days 125
of miserly folly are just 51
of missions which had been 48
of mockery about its lips 122
of monkeys which had been 59
of montreal raise too many 64
of morally right and wrong 61
of morocco which had been 47
of motives which has none 43
of muffled drums was heard 57
of murders which had been 125
of murders which you keep 50
of muscles under his skin 41
of muscles which are used 46
of muscles which had been 44
of muscles which has been 62
of musical forms and their 53
of musical style and form 43
of musical taste has only 71
of musical tones and their 168
of musical works and their 49
of muskets which had been 53
of mystery about them when 61
of mystery turns all eyes 40
of mystery which had been 52
of mystery which hung over 97
of napoleon could not have 60
of napoleon which had been 43
of napoleon which has been 143
of national banks and bank 110
of national banks and other 65
of national banks and their 132
of national banks had been 53
of national banks has been 86
of national feeling has been 77
of national guard and army 43
of national heroes and their 54
of national honor and duty 56
of national honor and self 167
of national honor than from 40
of national parks and areas 55
of national parks and game 760
of national parks and other 1131
of national parks and their 70
of national parks and wild 1788
of national parks has been 155
of national power and peace 95
of national power and wealth 216
of national power has been 142
of national price and wage 61
of national pride and even 90
of national pride and hope 152
of national pride and love 81
of national pride and self 1424
of national pride but also 74
of national pride for many 40
of national pride has been 43
of national pride they were 75
of national unity and also 53
of national unity and even 108
of national unity and good 49
of national unity and peace 133
of national unity and self 322
of national unity and their 49
of national unity but also 118
of national unity had been 408
of national unity had come 119
of national unity has been 747
of national unity that took 54
of national unity that will 44
of national unity was more 42
of natural beauty and their 52
of natural beauty and wild 49
of natural beauty but also 43
of natural beauty has been 77
of natural drugs and their 53
of natural facts and laws 80
of natural feeling for home 74
of natural forms and their 115
of natural kinds and their 60
of natural order and what 46
of natural parts was much 125
of natural pride and self 107
of natural right and wrong 89
of natural right has been 43
of navarre saved his life 55
of navarre which had been 77
of nazareth could not have 62
of nazareth lived and died 147
of neglect which had been 56
of neglect which she felt 43
of neonatal motor and crying 64
of neptune looks out over 54
of nervous action has been 41
of nervous fluid and make 54
of nervous power has been 46
of nettles round his neck 41
of network names and other 71
of neutron stars and their 110
of neutron stars has been 46
of newborn sucking and heart 77
of nitrous oxide and ether 598
of nitrous oxide and ethyl 48
of nitrous oxide and other 257
of nitrous oxide gas were 45
of nitrous oxide has been 188
of northern chile and peru 210
of northern china and korea 59
of northern italy and gaul 52
of northern italy had been 171
of notation which has been 41
of notched steps and finger 52
of novelty seeking and drug 121
of nucleic acids and cell 104
of nucleic acids and other 309
of nucleic acids and some 102
of nucleic acids and their 1636
of nucleic acids are also 59
of nucleic acids but also 44
of nucleic acids had been 40
of nucleic acids has been 361
of numbers which are used 67
of numbers which had been 87
of numbers would not have 44
of nursery stock and other 123
of obesity level and body 130
of objects after they have 69
of objects after you have 45
of objects rather than just 42
of objects rather than their 210
of objects rather than upon 40
of objects takes its rise 43
of objects which are less 61
of objects which are made 77
of objects which are more 260
of objects which are most 73
of objects which are only 204
of objects which are said 44
of objects which are seen 87
of objects which are used 77
of objects which are very 50
of objects which are well 43
of objects which can only 159
of objects which had been 459
of objects which has been 64
of objects which may have 87
of objects which they have 114
of objects within his reach 62
of obloquy which has ever 45
of obloquy which was rising 86
of observing facts and their 127
of obtaining funds for their 53
of obtaining money for their 66
of obtaining money had ever 100
of obtaining water for their 56
of offense under our laws 44
of offerings which had been 60
of offices which had been 88
of omission rather than sins 91
of omission rather than those 72
of operating crude oil pipe 221
of opinions shall not make 104
of opinions which are held 44
of opinions which are here 104
of opinions which had been 112
of opinions which had worn 93
of opinions which that very 43
of opinions which they have 74
of optical fiber has been 50
of opulent thrift and good 47
of oratory which had been 47
of organic acids and acid 279
of organic acids and other 279
of organic acids and their 251
of organic acids are also 57
of organic acids are used 69
of organic acids has been 173
of organic acids may also 44
of organic farming has been 42
of organic forms and their 44
of organic forms that have 58
of orphans until they reach 73
of orpheus playing his lyre 45
of outline could not have 55
of outlook which they have 40
of overhead costs per unit 79
of pagodas which had been 65
of paintings which had been 95
of papyrus which had been 42
of parapet which had been 44
of parents which had been 141
of parents would let their 59
of parties which had been 168
of patches which had been 77
of patents which had been 58
of patient labor had been 54
of patient study that side 52
of patrick henry and john 71
of patrick henry and other 67
of patrick henry had been 61
of patrick henry had made 111
of payment which has been 64
of payment within ten days 54
of payroll taxes and other 50
of peaceful peers and poets 41
of pebbles which had been 51
of perfect amity and good 42
of perfect flesh and soul 58
of perfect price and wage 42
of perfume mixed with hats 42
of perhaps fifty per cent 67
of perjury under iowa code 52
of persons after they have 77
of persons could not have 58
of persons could not meet 63
of persons culling them upon 68
of persons known for their 97
of persons looking for work 113
of persons noted for their 70
of persons rather than their 41
of persons under any form 52
of persons under his care 44
of persons under ten years 56
of persons which had been 49
of persons which has been 80
of persons willing and able 138
of persons working for hire 72
of persons would not have 72
of phrases which are used 51
of physics which had been 49
of physics which has been 68
of physics would not have 46
of picture books for young 109
of pimples about her mouth 134
of pirates which had been 46
of pistols which had been 40
of pizarro would now have 82
of plaster which had been 66
of plaster which has been 62
of plaster would not have 49
of pleasure books for young 97
of pleasure mixed with pain 91
of pleasure rather than pain 189
of pleasure rather than those 64
of pleasure seeking and pain 55
of pleasure which had been 145
of pleasure which has been 318
of pleasure which they felt 61
of pleasure which they gave 49
of pleasure which you have 46
of pleasure would not have 57
of plunder which had been 156
of pompeii which has been 46
of popular books for young 40
of popular feeling had been 198
of popular forms has been 41
of popular music and film 90
of popular music and jazz 1040
of popular music and other 65
of popular music and their 40
of popular music and youth 48
of popular music has been 294
of popular whigs who were 74
of position which had been 65
of position which they will 41
of position would you like 50
of postwar japan has been 66
of potable water has been 86
of potatoes which had been 178
of pottery which had been 107
of pottery which has been 141
of poverty rather than wealth 54
of poverty which had been 112
of poverty which has been 81
of poverty which has made 61
of poverty which was among 50
of poverty would not have 81
of prayers which had been 45
of precious metal had been 98
of preparing cases for trial 106
of preparing people for life 42
of preparing people for their 67
of preparing people for work 74
of present action nor upon 110
of present evils not only 78
of present goods that must 41
of present rather than past 61
of present times may sort 151
of preterm labor and birth 93
of preterm labor has been 71
of priests apply this term 47
of printed books has been 51
of printed lines per page 72
of privacy under new york 70
of privacy which has been 63
of private action and such 222
of private banks and other 60
of private banks and their 48
of private banks has been 49
of private debts due from 104
of private firms and their 69
of private firms has been 45
of private hands and into 46
of private hands and made 45
of private people can more 156
of private plots and free 117
of private power and wealth 68
of private right and those 70
of private right and wrong 41
of private right had been 41
of private suits for land 42
of problem solving and coping 127
of problem solving and goal 64
of problem solving and other 133
of problem solving and self 107
of problem solving and their 71
of problem solving but also 60
of problem solving has been 320
of problem solving that have 109
of problem solving that will 98
of problem which has been 88
of process which has been 45
of procuring fresh air were 53
of procuring money for their 63
of procuring which they will 58
of procuring wives for their 45
of produce which had been 60
of produce which has been 57
of producing goods and making 48
of producing goods for sale 111
of producing goods that will 61
of producing motion has been 66
of product which has been 68
of profits after they have 67
of profits rather than their 58
of profits which had been 103
of profits which has been 75
of program which has been 57
of promise flowing with milk 127
of protein which has been 115
of protest broke out among 43
of protest broke out from 40
of protest which had been 159
of protest which has been 68
of providing funds for such 84
of providing funds for their 63
of providing funds for these 61
of providing homes for those 43
of providing housing and other 81
of providing housing for their 50
of providing housing for those 57
of providing people with food 46
of providing people with more 50
of puddled blood had been 74
of punishing people for their 117
of purpose built with great 67
of purpose sweet and pure 58
of purpose which can only 92
of purpose which had been 223
of purpose which had made 47
of purpose which has been 115
of quality books for young 51
of quality rather than mere 47
of quality which had been 42
of quality which has been 71
of quantum wires and dots 163
of quarrel either with bold 57
of quarter which had been 60
of question which can only 104
of question which has been 81
of rabbits which had been 427
of rabbits which had died 59
of radiation which has been 131
of radical black and third 332
of railway lines and other 67
of railway lines had been 72
of railway lines has been 65
of railway rates has been 59
of railway track had been 132
of railway which had been 145
of rainbow light are like 53
of rainbow trout and coho 56
of rainbow trout has been 47
of reactions which has been 64
of reasoned action and theory 146
of reasoned action has been 117
of receiving funds and arms 75
of receiving money for their 65
of receiving rather than giving 64
of receiving which you will 49
of recording births and deaths 135
of records which are kept 55
of records which had been 81
of records which has been 46
of recurring births and deaths 94
of reddish brown and dark 40
of redeeming grace and love 224
of redeeming grace hath been 54
of redress which they have 78
of refined sugar and other 48
of refined sugar had been 49
of refined sugar has been 76
of refined taste and good 49
of refined taste and high 83
of reforming while they will 71
of reforms which had been 183
of regarding space and time 52
of regency which had been 48
of regular horse was sent 68
of regular shape and size 119
of relapsing fever has been 62
of related tasks that make 42
of related women and their 85
of related words that have 56
of relenting while they were 72
of religion above all other 43
of religion above set down 196
of religion arose not from 150
of religion could not fail 103
of religion could not have 173
of religion rather than from 44
of religion rather than race 46
of religion seems not only 77
of religion until they have 167
of religion which are most 52
of religion which had been 757
of religion which has been 903
of religion which has come 42
of religion which has ever 74
of religion which has made 58
of religion which has nothing 65
of religion which they have 233
of religion which you have 54
of religion within this realm 69
of religion would not have 153
of religion would not only 115
of remaining alone with such 50
of remaining equal and free 194
of remaining quiet and idle 84
of remaining where they were 413
of removal which had been 43
of repeated births and deaths 699
of repeated wetting and drying 238
of reporting births and deaths 72
of reporting fires and other 73
of reports which had been 146
of request shall not give 112
of research could not have 93
of research shows that there 60
of research shows that these 46
of research shows that when 63
of research since that time 80
of research which are most 57
of research which had been 217
of research which has been 2109
of research which has gone 92
of research which has only 43
of research which may have 58
of research which not only 85
of research which they have 71
of research would not have 66
of resisting japan and saving 207
of respect which had been 201
of respect which has been 85
of respect which they have 77
of respect which they were 107
of respect which you have 77
of restoring order and good 58
of restoring order and peace 289
of results which had been 56
of retaining walls and dams 78
of retaining walls has been 57
of retired people who have 87
of retired people who were 50
of returning under that yoke 56
of revenue sharing has been 75
of revenue which can best 592
of revenue which had been 345
of revenue which has been 178
of revision every ten years 50
of rewarding people for their 53
of richard mather and john 88
of richard nixon and john 76
of richard nixon that most 64
of richard steel and john 50
of roasted grain and these 42
of romance which has been 93
of romance which they ever 43
of romance which was soon 71
of rotation about any axis 114
of rotation about each axis 123
of rotation about its axis 821
of rotation about one axis 151
of rotation about that axis 431
of rotation about that line 46
of rotation about this axis 487
of rotation about two axes 43
of rotation round its axis 72
of rotation shall not fall 51
of rotation which had been 47
of royalty which had been 92
of rubbish cover for many 66
of rubbish which had been 175
of rubbish which had once 102
of rubbish which has been 65
of rubbish which they have 57
of sadness about her eyes 50
of sadness rather than anger 75
of samples which had been 222
of sanders about her birth 56
of satchel paige and josh 46
of scandal which had been 40
of scandal which you have 75
of scarlet fever and other 205
of scarlet fever and sore 56
of scarlet fever are rare 48
of scarlet fever had been 105
of scarlet fever has been 245
of scarlet fever two years 53
of scarlet round his eyes 47
of scenery which has been 76
of schemes which had been 117
of schooling which had been 44
of schools where they were 41
of schools which had been 231
of schools which has been 85
of science books for young 122
of science cases for high 134
of science claim that there 43
of science could not have 139
of science knows that here 66
of science opens our eyes 44
of science rather than from 54
of science rather than those 71
of science rather than upon 43
of science shows that even 151
of science shows that many 53
of science shows that such 116
of science shows that there 69
of science since his time 101
of science since that time 74
of science teaching has been 68
of science which are more 125
of science which are most 75
of science which are open 41
of science which can only 48
of science which did their 61
of science which for more 104
of science which had been 269
of science which has been 500
of science which has left 59
of science which has made 81
of science which they have 105
of science which was held 40
of science would not have 173
of science would not only 40
of scorching looks and biting 64
of seconds rather than days 48
of secrecy under this rule 161
of secrecy which had been 156
of secrecy which has been 47
of secrets which you dare 166
of sections eight and nine 143
of secular learning was very 63
of seismic waves and their 77
of selecting people for jobs 52
of sensory cells and their 42
of serfdom which had been 61
of sermons which had been 86
of sermons which rings true 54
of service after that date 60
of service clubs and other 101
of service could not have 58
of service rather than upon 72
of service under any other 71
of service under his belt 111
of service users and other 44
of service users and their 342
of service which had been 316
of service which has been 370
of service which they have 114
of service which they were 169
of service would not have 102
of seventy miles per hour 1040
of several banks and other 48
of several books and many 788
of several books and more 296
of several books and over 133
of several books and some 44
of several books for young 359
of several books that have 103
of several books that were 80
of several cases that have 69
of several cases that were 43
of several drugs has been 48
of several drugs that have 44
of several genes has been 62
of several girls who were 56
of several hours per week 43
of several hours was made 50
of several items that have 96
of several kinds are also 77
of several kinds are used 69
of several kinds that were 58
of several lands and even 144
of several large and many 66
of several large and very 40
of several large and well 149
of several miles per hour 156
of several months and were 53
of several months had been 62
of several months has been 68
of several months they were 57
of several others has been 59
of several others that have 58
of several others that were 55
of several others who have 186
of several others who were 277
of several people who have 692
of several people who knew 82
of several people who made 46
of several people who were 580
of several people with whom 126
of several people you know 85
of several plays and poems 45
of several roman and other 51
of several ships that were 81
of several trees had been 101
of several types are also 65
of several types are used 130
of several types has been 54
of several weeks and even 55
of several weeks they were 62
of several which had been 230
of several women who have 192
of several women who were 293
of several women with whom 50
of several works that have 65
of several works that were 64
of shadowy people with whom 49
of shallow water and deep 53
of shawnee blood was shed 41
of shorter hours and more 122
of shutter speed and lens 148
of sigmund freud and carl 572
of sigmund freud and erik 100
of sigmund freud and john 43
of sigmund freud and karl 1033
of sigmund freud and other 149
of sigmund freud and rene 66
of sigmund freud has been 52
of sigmund freud new york 79
of silence could not keep 208
of silence which had been 89
of silence which had held 40
of silence which has been 98
of silicon chips and other 43
of silicon which has been 61
of similar cases has been 68
of similar cases that have 111
of similar cells and their 131
of similar cells that work 214
of similar color and tone 59
of similar items that were 51
of similar people who have 47
of similar shape and size 2717
of similar shape but made 41
of similar shape has been 42
of similar sound and meaning 202
of similar style and date 130
of similar style and size 47
of similar works that have 40
of simmering water and cook 124
of simmering water and stir 273
of sixteen hours per week 100
of sixteen miles per hour 133
of sixteen spent her time 94
of skilful dodging that there 46
of skilled labor and high 52
of skilled labor and other 55
of skilled labor and those 48
of skilled labor has been 118
of skilled nursing and home 101
of slavery alone but also 193
of slavery could not have 121
of slavery could not stop 642
of slavery which had been 229
of slavery which had nothing 43
of slavery which has been 125
of slavery which they have 54
of slavery would bring ruin 49
of slavery would not have 164
of slavery would not stop 71
of slumber begin and grow 41
of smaller cells than those 55
of smaller scale and less 42
of smaller scale and more 90
of smaller scale than those 40
of smaller value than those 119
of society could not fail 53
of society could not have 363
of society dates but from 79
of society forms one single 85
of society might not only 66
of society rather than from 217
of society rather than just 148
of society rather than only 116
of society rather than their 84
of society rather than those 113
of society rather than upon 57
of society where they have 76
of society where they were 54
of society which are least 46
of society which are more 42
of society which are most 508
of society which can only 83
of society which had been 629
of society which had come 83
of society which had made 62
of society which has been 926
of society which has come 61
of society which has ever 42
of society which has made 117
of society which may have 61
of society which not only 157
of society which they have 225
of society which they were 79
of society which this theory 115
of society which was more 109
of society which was most 65
of society which you call 50
of society while our best 47
of society would not have 190
of society would not only 79
of society would you like 102
of solomon could not have 94
of solomon which has been 41
of solution which has been 148
of somatic cells and germ 105
of somatic cells has been 97
of sorcery which had been 42
of sources rather than from 80
of southern feeling had been 56
of southern italy had been 131
of southern russia had been 42
of spacious halls with wide 116
of spanish blood but born 42
of spanish civil war fame 62
of spanish horse and foot 97
of spanish poetry has left 48
of species limit each other 44
of species which are able 94
of species which are also 48
of species which are more 238
of species which are most 91
of species which are only 67
of species which are rare 48
of species which are their 60
of species which are very 101
of species which had been 127
of species which has been 118
of species which may have 48
of spirits round his neck 42
of spirits which had been 102
of spirits which had made 57
of spirits which they call 40
of spirits which was fast 48
of stained glass and other 66
of stained glass had been 63
of stained glass has been 76
of stamped paper can give 43
of stanley wells and gary 56
of stations which had been 54
of statues which had been 81
of stature small they take 98
of stephen crane for many 50
of sterile water has been 51
of sterner stuff than many 44
of sterner stuff than most 207
of sterner stuff than their 164
of sterner stuff than those 103
of stimuli which act upon 77
of storage space for their 58
of storage space for your 112
of storage space you have 80
of storage space you need 66
of storage tanks and other 51
of stories about each other 93
of stories about her life 78
of stories about her were 71
of stories about his life 271
of stories about new york 143
of stories which are told 99
of stories which had been 161
of stories which they have 80
of strains which had been 43
of streets paved with gold 593
of strikes broke out among 68
of stronger build being more 49
of stubble which they told 62
of student learning has been 54
of studies showing that most 52
of studies showing that there 44
of studies since that time 65
of studies since then have 83
of studies which had been 147
of studies which has been 91
of stuffed birds and other 109
of subject headings and their 74
of subject headings has been 60
of success could not have 66
of success which had been 277
of success which has been 583
of success which has made 40
of success which his soul 54
of success which may have 57
of success which they have 136
of success would not have 194
of suffering after this life 41
of suffering every year from 50
of suffering lasts for ever 50
of suffering which had been 95
of suffering which has been 173
of suffering which they have 80
of suffering which they seem 92
of suffering which you dare 159
of suffering would not have 93
of suicide which had been 47
of suicide which you have 67
of superior merit had been 130
of superior minds may harm 75
of supplying people with food 138
of support which had been 169
of support which has been 104
of support which they have 65
of support would you like 43
of supreme court and high 1482
of supreme court and other 127
of supreme power and love 77
of surface atoms per unit 63
of surface rather than depth 102
of surface sites per unit 70
of surface slant and edge 56
of surface water and soil 75
of surface water has been 179
of surface waves and free 182
of surface waves has been 72
of surface which has been 46
of surface which they were 57
of surplus value and rate 54
of surplus value but also 50
of surplus value can only 75
of surplus value had been 40
of surplus value has been 138
of sweeter beauty than ever 209
of symbols which are used 163
of symbols which has been 79
of symbols whose use among 54
of sympathy could not fail 75
of sympathy which had been 115
of sympathy which has been 142
of systems thinking has been 72
of systems which are able 41
of systems which are more 88
of systems which are used 48
of systems which had been 50
of systems which they have 59
of tactics which had been 148
of taxable gifts for prior 124
of taxation which had been 460
of taxation which has been 232
of taxation which has ever 47
of taxation which they have 81
of taxation would not have 65
of teachers after they have 65
of teachers which had been 60
of teachers which has been 41
of teenage girls and boys 121
of teenage girls and their 65
of teenage girls and young 142
of teenage girls who have 94
of teenage girls who were 116
of temples which had been 55
of textile goods and other 48
of textile mills and other 79
of thirteen miles per hour 94
of thirteen would not have 53
of thorough washing with soap 40
of thoughts which had been 218
of thoughts which has been 47
of tillage would not have 131
of tissues which had been 61
of tobacco barns and their 59
of tobacco juice and said 42
of tobacco mixed with lime 43
of tobacco smoke and beer 54
of tobacco smoke and other 134
of tobacco smoke has been 85
of tobacco smoke hung over 42
of tobacco smoke was like 49
of tobacco smoking and other 94
of tobacco which had been 234
of tobacco which has been 55
of tobacco while his eyes 166
of toronto press for their 130
of toronto press has been 40
of torture meted out during 46
of torture which had been 93
of torturing every man into 67
of totally ruining his army 47
of tourism might not want 92
of traffic which had been 54
of traffic which has been 61
of tragedy which had been 51
of treasure trove has been 40
of treasure which had been 186
of treasure which has been 115
of treasury bills and other 458
of treasury bills has been 45
of treasury notes had been 104
of treasury stock are sold 63
of treasury stock for cash 120
of treasury stock net cash 47
of treaties which had been 194
of treaties which had made 71
of tribute which had been 87
of triumph about her when 49
of triumph which had been 146
of triumph which his lips 111
of trouble which had been 79
of typhoid fever and died 76
of typhoid fever and other 1210
of typhoid fever and some 47
of typhoid fever are more 56
of typhoid fever had been 216
of typhoid fever has been 654
of typhoid fever was made 86
of tyranny which had been 53
of ulysses could not have 51
of unequal power and wealth 58
of unhappy people who have 47
of uniform breadth and depth 117
of uniform color and size 105
of uniform shape and size 1163
of unknown birds and other 76
of unknown cause has been 92
of unknown shape and size 56
of unusual shape and size 72
of uranium which has been 51
of urgency which had been 52
of urinary tract and other 67
of vandyke which had once 96
of variable costs per unit 189
of variable names and their 108
of variable shape and size 1178
of variable stars has been 64
of variance model was used 55
of variance shows that there 176
of variance shows that these 42
of variance table and test 101
of variance table for these 94
of variance which has been 44
of variation which has been 133
of variation within and among 264
of variation within each type 122
of vengeance which had been 121
of venison which had been 49
of vessels laden with corn 63
of vessels laden with heavy 45
of vessels laden with rich 242
of vessels which had been 434
of vibrating strings that only 129
of victory could not have 47
of victory which had been 173
of vietnam within two years 42
of vietnam would not have 44
of village people and their 53
of village watch and ward 45
of vinegar mingled with gall 60
of violence could not have 47
of violence might not have 71
of violence rather than laws 235
of violence which had been 642
of violence which has been 196
of violence which they have 65
of violence would not have 96
of virginia which had been 134
of virginia which had ever 68
of virginia woolf and other 45
of virginia woolf and vita 96
of virginia would not have 92
of visible beauty and meaning 42
of visible light and other 65
of visible light and radio 70
of visible light are very 60
of visible light has been 49
of visible trade for many 60
of volumes which had been 61
of wandering about for alms 49
of warfare which had been 250
of warfare which has been 100
of warfare which they were 50
of warriors armed with bows 43
of wartime price and wage 51
of warwick saved his life 67
of watered stock has been 60
of weakness which has been 172
of welcome which had been 76
of welcome which you have 51
of welfare state has been 50
of western goods and ideas 51
of western music has been 91
of western power and wealth 59
of whiskey which had been 114
of windows looking out into 51
of windows looking out onto 160
of windows looking out over 211
of windows looking out upon 43
of wishful thinking and self 309
of wishful thinking can save 46
of withered grass and moss 43
of workers after they have 43
of workers could not find 49
of workers fired for union 111
of workers looking for jobs 190
of workers looking for work 67
of workers rather than their 61
of workers under one roof 239
of workers which had been 68
of workers which has been 58
of workers willing and able 98
of workers would not have 56
of worldly power and wealth 175
of worldly pride and envy 82
of worship could not have 52
of worship under that roof 52
of worship which are from 109
of worship which are made 62
of worship which had been 768
of worship which has been 188
of worship which they have 87
of worship which they were 73
of worship would not have 60
of worsted alice had been 88
of wounded pride and anger 87
of wounded pride and self 41
of wrecked ships and their 63
of written rather than oral 125
of written texts and their 82
of written words and their 42
of wrought steel and iron 91
of wrought stone had been 46
on ability rather than birth 51
on against italy and rome 99
on alcohol abuse and other 60
on ancient music and good 144
on animals which had been 96
on animals which had died 103
on applied rather than pure 58
on arresting people for ever 47
on ashanti names and their 49
on attaching loops and bows 133
on average about one third 128
on average about ten years 92
on average about two years 103
on average every six years 49
on average every ten years 69
on average every two years 234
on average longer than those 44
on average lower than those 197
on average older and more 45
on average older than their 79
on average older than those 67
on between people that have 40
on boilers which has come 102
on british ships was rising 50
on british trade with india 48
on broader lines than those 60
on capital gains and other 85
on capital gains has been 82
on capital goods and other 57
on capital which had been 42
on capital which has been 88
on capital which they have 44
on certain people who were 56
on certain spars that were 44
on climate change and other 162
on climate change has been 184
on climate change was held 80
on coffins which had been 47
on colonel james for what 46
on comparing notes with other 96
on comparing sheep with some 68
on content rather than form 702
on couches lined with thick 54
on country roads and city 77
on culture rather than race 52
on current rather than past 96
on customs unions and free 115
on estates which had been 175
on everything about and into 40
on everything within its reach 184
on exactly where and when 49
on exactly where they were 46
on exchange rates and other 74
on exchange rates has been 42
on extreme right and left 46
on factors which may have 60
on familiar terms with evil 105
on familiar terms with half 40
on familiar terms with many 320
on familiar terms with most 265
on familiar terms with some 147
on familiar terms with such 104
on familiar terms with their 250
on familiar terms with these 85
on familiar terms with those 85
on familiar terms with your 40
on fantasy rather than fact 67
on federal funding for stem 52
on federal lands has been 53
on floured board and knead 333
on floured board and roll 200
on foreign ships and their 48
on foreign trade and other 135
on foreign trade for many 48
on foreign trade for their 187
on foreign trade had been 55
on foreign trade has been 132
on foreign trade than most 100
on function rather than form 121
on grounds which are just 40
on grounds which are very 51
on grounds which had been 41
on grounds which had nothing 85
on hostile terms with their 43
on illness rather than health 50
on imports which had been 75
on insulin action and risk 64
on january first and july 64
on kitchen paper and keep 215
on lecture tours all over 61
on lecture tours that took 61
on machine learning and data 61
on machine tools and other 114
on material which had been 166
on material which has been 301
on matters which are more 114
on matters which are open 93
on matters which had been 137
on matters which had nothing 46
on matters which may have 50
on matters which they deem 42
on matters which they have 67
on national parks and other 50
on national parks was held 57
on nominal wages and will 53
on nucleic acids and their 86
on occasion makes them only 66
on pleasant terms with those 48
on pledges which had been 199
on popular music and jazz 58
on popular music has been 54
on present rather than past 100
on problem solving and other 52
on problem solving has been 99
on process rather than form 43
on process rather than upon 91
on quality rather than cost 55
on remaining where they were 346
on request forms for other 70
on research which has been 77
on samples which had been 233
on shelves within easy reach 74
on similar lines had been 104
on similar lines has been 207
on similar lines was also 46
on similar lines was made 79
on similar terms with some 90
on simpler lines than those 50
on smaller units than those 58
on stately stage and teach 56
on streets paved with gold 231
on student learning has been 58
on sundays after his shop 41
on surface water for their 56
on thursday morning they were 55
on thursday morning you held 49
on together until they came 548
on treasury bills and other 114
on treasury bills has been 52
on tuesday morning and went 50
on vehicle speed and fuel 56
on victims whose death will 48
on welfare rather than work 186
on written rather than oral 251
or absence right and wrong 79
or accrued after that date 66
or adopted child for more 58
or against which they have 78
or against which they were 45
or approve which may have 97
or article which has been 120
or assigns shall and will 569
or assigns shall pay unto 134
or balcony doors that have 56
or because peter has sole 67
or beliefs which are held 40
or between cases with many 74
or between china and india 50
or between eight and nine 150
or between fixed and moving 59
or between girls and boys 48
or between heaven and hell 143
or between people and their 89
or between people who have 41
or between reason and faith 52
or between right and left 139
or between right and wrong 235
or bishops within this realm 43
or capital stock has been 40
or carrier issuing this bill 114
or channel which may take 90
or chaucer would not have 48
or clauses which they find 241
or codicil which has been 54
or colored girls who have 85
or company could own more 56
or conceit which they have 88
or conduct which they think 50
or country where they live 171
or country where they were 89
or cushions which had been 108
or customs which may reach 228
or defects which may have 67
or defense shall not make 153
or departing guest for sake 53
or elderly people who have 95
or elected every two years 68
or enemies alone but also 86
or exactly where they were 121
or exchange every two years 58
or expense which may have 64
or exposes goods for sale 61
or faithful niece may have 85
or federal savings and loan 600
or fifteen hours per week 113
or fifteen miles had been 76
or fifteen miles out into 109
or fifteen miles per hour 511
or fifteen times its bulk 48
or fraction thereof that such 163
or function which has been 45
or hellish title thou list 52
or helpers armed with their 45
or hurried about with ashy 66
or improve social and health 103
or inquiry under this part 62
or insured savings and loan 63
or kindred words and their 178
or knowingly takes any such 55
or lawyers which are only 69
or married women who have 62
or married women who were 44
or material which has been 202
or members holding not less 258
or motives which may have 49
or natural grass was there 79
or neutral rather than evil 136
or obtaining scope for their 40
or omission causing death will 52
or omission under any other 74
or omission which may have 47
or omission would not have 89
or optioned within two years 72
or perhaps again for want 63
or perhaps ashes and soot 41
or perhaps could not have 79
or perhaps fifty per cent 50
or perhaps might not have 111
or perhaps never but when 333
or perhaps worse than nothing 52
or perhaps would not have 96
or persons holding any such 42
or persons shall bring into 48
or persons shall not have 238
or persons under any other 62
