oaks and elms of our 45
open and when it was 157
open any door of any 118
open any page of this 45
open any part of his 157
open can fail to see 111
open for five or six 165
open for half the year 90
open for such as can 47
open for what we can 44
open her arms to her 180
open her arms to him 708
open her arms to them 135
open her arms to you 203
open her body to him 52
open her door to her 43
open her door to him 286
open her eyes as she 284
open her eyes at all 124
open her eyes at any 65
open her eyes so she 42
open her eyes so that 94
open her eyes to her 583
open her eyes to his 122
open her eyes to see 1690
open her eyes to this 92
open her heart to any 50
open her heart to god 127
open her heart to her 1115
open her heart to him 2014
open her heart to them 112
open her heart to this 267
open her heart to you 284
open her legs to him 168
open her lips to ask 63
open her lips to her 41
open her lips to him 131
open her lips to say 96
open her mind to her 109
open her mind to him 123
open her mind to new 51
open her mouth as she 41
open her mouth at all 105
open her mouth in his 102
open her mouth so that 119
open her mouth to ask 403
open her mouth to cry 107
open her mouth to him 337
open her mouth to his 117
open her mouth to let 167
open her mouth to say 986
open his arms to her 483
open his arms to him 83
open his arms to his 130
open his arms to you 104
open his door to her 57
open his door to him 138
open his door to his 89
open his door to them 72
open his drum to see 43
open his eyes at all 179
open his eyes at any 157
open his eyes at his 40
open his eyes he was 41
open his eyes in that 83
open his eyes in this 47
open his eyes on any 56
open his eyes on his 50
open his eyes on this 101
open his eyes or his 83
open his eyes so that 293
open his eyes to all 191
open his eyes to any 46
open his eyes to her 176
open his eyes to his 1739
open his eyes to its 162
open his eyes to new 190
open his eyes to say 81
open his eyes to see 5384
open his eyes to that 83
open his eyes to this 200
open his guns on them 57
open his hall to this 82
open his heart to all 239
open his heart to any 134
open his heart to god 902
open his heart to her 2163
open his heart to him 1459
open his heart to his 1564
open his heart to its 85
open his heart to new 310
open his heart to one 81
open his heart to that 197
open his heart to them 679
open his heart to this 272
open his heart to you 566
open his lips in his 89
open his lips on any 52
open his lips to any 40
open his lips to say 111
open his lips to you 68
open his mind to all 246
open his mind to any 109
open his mind to her 391
open his mind to him 568
open his mind to his 347
open his mind to its 54
open his mind to new 348
open his mind to them 306
open his mouth at all 560
open his mouth he was 103
open his mouth in his 566
open his mouth in one 75
open his mouth in this 139
open his mouth it was 193
open his mouth on any 49
open his mouth on this 54
open his mouth so that 561
open his mouth to any 140
open his mouth to ask 605
open his mouth to bring 57
open his mouth to cry 132
open his mouth to get 128
open his mouth to her 103
open his mouth to its 135
open his mouth to let 166
open his mouth to say 1684
open his mouth to see 107
open his mouth to you 59
open its arms to all 217
open its arms to her 73
open its arms to him 105
open its arms to you 162
open its door to all 297
open its eyes to its 109
open its eyes to see 401
open its eyes to this 92
open its heart to god 113
open its mouth so that 106
open not only to all 221
open not only to new 112
open one side of his 258
open our arms to all 73
open our arms to our 46
open our arms to them 129
open our arms to you 57
open our eyes or our 43
open our eyes so that 390
open our eyes to all 352
open our eyes to god 163
open our eyes to his 271
open our eyes to how 128
open our eyes to its 256
open our eyes to new 635
open our eyes to our 882
open our eyes to see 6542
open our eyes to that 248
open our eyes to them 209
open our eyes to things 126
open our eyes to this 596
open our eyes we see 246
open our heart to god 157
open seam down the leg 41
open that leads to that 65
open that part of him 155
open them during the day 43
open them even if you 49
open them wide to all 156
open this book at any 209
open this book to any 119
open this file in any 40
open this note to say 48
open this time of day 122
open this time of year 311
other act done by him 43
other all along the way 56
other and also to that 53
other and came up with 75
other and come to lie 50
other and come to see 83
other and come up with 177
other and even if they 57
other and from the earth 132
other and from the end 40
other and from the mean 192
other and from the one 99
other and from the seat 55
other and from the sun 130
other and from the top 178
other and from the two 295
other and give to each 60
other and here we are 48
other and knew it was 72
other and knew we had 41
other and look at each 114
other and many of them 111
other and more so than 43
other and most of all 142
other and most of them 199
other and none of them 265
other and open the way 45
other and react to each 49
other and rely on each 107
other and said it was 64
other and said to him 61
other and some do not 67
other and some of them 323
other and speak to each 85
other and talk to each 327
other and there is not 107
other and think of each 41
other and trying to get 128
other and used to being 74
other and want to get 170
other and went to bed 199
other and what we are 63
other and what we can 57
other and when it was 45
other and when we lie 48
other and work it out 41
other any more in this 43
other are such as they 130
other are there so few 60
other bad news is that 293
other being must be man 80
other being whom he met 58
other big city in this 60
other big news is that 43
other boy were to die 77
other but none of them 62
other but such as are 50
other but such as our 101
other can only do with 92
other can pass at this 51
other can there be any 80
other day during the year 105
other day from an old 98
other day from the top 41
other day just to see 40
other day must do for 51
other day said he was 40
other day some of our 54
other day told me that 499
other day told us that 52
other day trying to get 64
other day what it was 47
other day when he and 51
other day when he got 50
other day when he had 400
other day when he saw 89
other day when he was 935
other day when it was 239
other day when we got 40
other day when we had 226
other day when we met 165
other day when we saw 129
other end over the top 52
other end said he was 57
other end suck so long 43
other end there is going 43
other end told me that 150
other for days on end 191
other for ever so long 407
other for five or six 262
other for five or ten 55
other for food or for 40
other for good or for 93
other for good or ill 116
other for life or death 75
other for most of our 87
other for what he had 42
other for what he has 107
other for what he hath 88
other for what he was 116
other for what we are 339
other for years on end 97
other had been an old 47
other had come to see 45
other had hold of his 40
other had lost in his 56
other had none at all 43
other had nothing to say 52
other has been the use 109
other has more the air 59
other how good it was 57
other idea into my head 55
other kings whom he had 55
other lay flat on his 53
other lay open to him 47
other leg over the top 109
other leg when he was 55
other man among us who 67
other man came in and 58
other man came up and 42
other man dare to bring 72
other man held up his 50
other man living or dead 303
other man rose to his 90
other man said he had 52
other man said he was 85
other man said to him 70
other man says to him 91
other man upon the earth 103
other man what is his 77
other man whom he had 79
other man whom it has 50
other may pass it with 74
other may take the lead 40
other men along the way 60
other men came in and 199
other men came to him 51
other men came to his 41
other men came to see 53
other men came up and 129
other men came up with 43
other men come in and 41
other men from my own 52
other men from the area 58
other men have to pay 63
other men have to say 56
other men have to woo 62
other men look at her 83
other men look at him 75
other men look at you 59
other men only by his 50
other men only in his 49
other men only in that 43
other men tell me that 173
other men think as they 64
other men think of them 350
other men think of this 453
other men told me that 95
other men upon the earth 57
other men what he was 47
other men when he was 102
other men whom he did 45
other men whom he had 218
other not only in this 65
other odd jobs to earn 59
other one said he was 47
other one said to him 47
other out when we can 43
other path open to him 43
other put upon me for 64
other she took it off 44
other six years of age 78
other ten years of age 184
other ten years of his 70
other than cash is not 71
other than cash or its 70
other than during the one 361
other than faith in god 41
other than from the air 46
other than from the fear 68
other than from the mean 80
other than john the son 51
other than just the one 61
other than just to say 41
other than life or death 103
other than look at her 89
other than next of kin 45
other than race or sex 66
other than rest in bed 94
other than saying it was 47
other than some of his 51
other than stye or tear 121
other than such as are 5693
other than such as can 304
other than such as had 127
other than such as has 152
other than such as his 75
other than such as lay 134
other than such as may 1682
other than such as now 77
other than such as they 570
other than such as was 193
other than such as you 67
other than those he had 606
other than those he has 382
other than those he was 147
other than those in any 41
other than those in fig 45
other than those in her 74
other than those in his 336
other than those in its 84
other than those in new 70
other than those in our 161
other than those in that 48
other than those in this 544
other than those in use 105
other than those it had 76
other than those it has 131
other than those it was 191
other than those of age 244
other than those of all 121
other than those of any 200
other than those of art 175
other than those of being 109
other than those of death 50
other than those of god 138
other than those of her 438
other than those of his 2004
other than those of its 999
other than those of law 217
other than those of low 118
other than those of man 129
other than those of men 128
other than those of near 41
other than those of new 314
other than those of non 102
other than those of old 43
other than those of one 1219
other than those of our 654
other than those of real 48
other than those of sex 136
other than those of that 117
other than those of this 546
other than those of war 451
other than those on his 125
other than those so far 230
other than those we are 276
other than those we can 86
other than those we had 135
other than those we now 101
other than those we use 63
other than trying to get 119
other than what he can 177
other than what he did 652
other than what he does 344
other than what he had 1758
other than what he has 882
other than what he saw 91
other than what he was 2492
other than what in all 51
other than what is being 304
other than what is can 80
other than what is due 108
other than what is not 69
other than what is now 136
other than what is real 62
other than what is set 69
other than what it can 84
other than what it did 114
other than what it does 153
other than what it had 359
other than what it has 526
other than what it now 107
other than what it was 3641
other than what the law 146
other than what we all 42
other than what we are 1727
other than what we can 345
other than what we did 127
other than what we had 381
other than what we may 103
other than what we mean 179
other than what we now 170
other than what we read 57
other than what we say 136
other than what we see 191
other than when he was 126
other than when it was 115
other than when we are 59
other than zero or one 401
other that came in his 60
other that none of them 152
other that sets us all 74
other that some of them 106
other that there is not 94
other then such as are 46
other things along the way 290
other things also in our 43
other things came to her 55
other things came to him 55
other things come in and 327
other things done by him 52
other things during the day 147
other things just as bad 72
other things laid to his 118
other things like it that 184
other things move by being 116
other things only as they 58
other things only so far 84
other things said to him 120
other things said to them 57
other things such as are 65
other things such as his 51
other things such as how 55
other things there is this 55
other things told me that 83
other things used in them 58
other things were in his 88
other things were on his 92
other things when he was 101
other too much to let 74
other two boys to see 42
other two came up and 42
other two look at him 47
other two years of age 141
other two years of his 48
other use made of them 122
other van dyke on van 75
other was deep in one 80
other was kept in tow 42
other was making in her 41
other was open to him 94
other was safe in that 69
other was such as that 41
other was tied to his 46
other was trying to get 122
other was trying to say 139
other was what we now 45
other was when he was 42
other way from the way 58
other way more to his 122
other way open to her 135
other way open to him 532
other way open to them 248
other way when he saw 218
other way when he was 99
other way when it was 149
other way when we see 64
other way will be for 72
other who asks me not 53
other who bears on his 57
other with none at all 40
other with nothing to say 131
other with tears in our 218
other with tears of joy 209
other with whom he had 91
other with whom he has 54
other with whom we are 116
other with whom we can 40
other you have the new 61
ours and those of our 107
ours and what is not 114
ours has wrung it dry 44
ours than those of any 54
ours was living at too 57
ours who left us not 53
oven and bake it for 273
oven and cool in pan 301
oven and take it out 101
oven and turn the heat 311
oven and when it was 90
oven for five or six 144
oven for five to ten 111
over all areas of our 53
over all evil is thus 58
over all life on earth 46
over all such as are 47
over all these he has 52
over all three of his 59
over all three of them 642
over all whom it can 45
over and blew it out 110
over and call on him 65
over and call on you 87
over and came to his 444
over and came up with 566
over and cast in his 229
over and clung to her 102
over and come up with 354
over and down on his 41
over and fell on her 88
over and fell on his 273
over and fell on its 48
over and fell on top 92
over and fell to her 107
over and fell to his 255
over and gave me his 129
over and gave me one 50
over and gave me this 117
over and gave the old 40
over and give me his 45
over and give us his 49
over and gone in our 86
over and have it out 111
over and have tea with 306
over and held it out 242
over and held up his 107
over and help me cut 143
over and help me get 176
over and help me out 236
over and help me with 394
over and help us out 98
over and help us with 185
over and hide it for 163
over and join me for 172
over and join us for 197
over and keep an eye 252
over and kept at his 54
over and kiss the top 43
over and land on its 54
over and liking the idea 63
over and look at all 43
over and look at her 379
over and look at him 373
over and look at his 261
over and look at its 41
over and look at that 195
over and look at them 657
over and look at this 337
over and made it his 104
over and made up his 101
over and make up his 43
over and making up his 189
over and making us all 52
over and many of them 68
over and most of them 179
over and none of them 47
over and over as each 289
over and over as her 267
over and over as his 417
over and over as long 965
over and over as new 86
over and over as one 184
over and over as she 4524
over and over as they 2988
over and over as you 1498
over and over at all 44
over and over at each 76
over and over at her 52
over and over at his 204
over and over at one 51
over and over at this 42
over and over by all 207
over and over by both 44
over and over by each 133
over and over by her 144
over and over by his 303
over and over by its 47
over and over by men 117
over and over by one 52
over and over by our 134
over and over do not 66
over and over he did 52
over and over he had 191
over and over he has 56
over and over he was 307
over and over if she 259
over and over if they 288
over and over if you 400
over and over in all 1082
over and over in any 237
over and over in bed 383
over and over in both 190
over and over in each 484
over and over in her 30288
over and over in his 50767
over and over in hot 43
over and over in its 1277
over and over in new 234
over and over in one 944
over and over in our 3746
over and over in that 605
over and over in this 2762
over and over is not 570
over and over is one 44
over and over is that 1023
over and over it all 340
over and over it and 255
over and over it for 87
over and over it was 400
over and over it with 258
over and over my own 76
over and over of her 142
over and over of his 172
over and over of how 176
over and over of its 221
over and over of that 93
over and over on all 246
over and over on both 46
over and over on each 166
over and over on her 688
over and over on his 1507
over and over on its 451
over and over on one 61
over and over on our 132
over and over on that 160
over and over on this 184
over and over on top 50
over and over so she 44
over and over so that 2770
over and over so they 183
over and over so you 133
over and over the air 45
over and over the cud 55
over and over the day 156
over and over the few 260
over and over the idea 119
over and over the long 121
over and over the new 133
over and over the old 579
over and over the one 239
over and over the sad 44
over and over the song 107
over and over the ten 50
over and over the things 544
over and over the two 205
over and over the way 494
over and over to all 272
over and over to bring 94
over and over to each 912
over and over to get 2443
over and over to god 64
over and over to hear 68
over and over to her 1249
over and over to him 1116
over and over to his 1147
over and over to its 185
over and over to let 119
over and over to new 45
over and over to one 264
over and over to our 210
over and over to put 235
over and over to say 100
over and over to see 1108
over and over to that 69
over and over to them 470
over and over to this 324
over and over to try 393
over and over to use 40
over and over to you 272
over and over we are 60
over and pick up her 153
over and pick up his 280
over and pick up one 103
over and pick up that 204
over and play at our 55
over and play to him 78
over and pour me out 398
over and pull it out 52
over and rose to his 40
over and said he did 118
over and said he had 339
over and said he was 681
over and said in her 112
over and said in his 166
over and said it was 656
over and said to her 670
over and said to him 1140
over and said to his 221
over and said to them 298
over and sank to his 89
over and show me how 185
over and shut it off 403
over and some of our 169
over and some of them 224
over and sort it out 102
over and speak to her 839
over and speak to him 1030
over and speak to them 479
over and speak to you 325
over and spring is with 75
over and stop the car 287
over and take tea with 84
over and talk it out 44
over and talk to her 2627
over and talk to him 3439
over and talk to his 128
over and talk to our 50
over and talk to that 213
over and talk to them 1525
over and talk to you 2187
over and tell me all 101
over and tell me how 233
over and tell me that 198
over and tell the old 199
over and tell us how 121
over and there he was 255
over and there is not 280
over and there it was 136
over and threw an arm 163
over and told me how 138
over and told me not 156
over and told me she 258
over and told me that 2086
over and told me they 65
over and told us that 692
over and took it and 51
over and took it off 107
over and took it out 348
over and took me out 166
over and took my arm 327
over and took tea with 93
over and took the bag 54
over and took the box 155
over and took the boy 59
over and took the cup 167
over and took the gun 297
over and took the key 41
over and took the man 130
over and took the old 91
over and took the ram 174
over and took the seat 242
over and took the two 107
over and took up his 162
over and trying to get 189
over and turn it off 198
over and turn up new 59
over and upon the head 103
over and used it for 127
over and wait it out 104
over and went on with 54
over and went to bed 62
over and went to her 83
over and what is not 151
over and when he got 45
over and when he had 43
over and when he saw 100
over and when he was 119
over and when it was 99
over and work it out 99
over and work on his 85
over any body of men 62
over any other in this 40
over any other is that 52
over any other of his 97
over any pain or any 49
over any part of any 470
over any part of her 280
over any part of his 816
over any part of its 823
over any part of our 464
over any part of that 186
over any part of them 389
over any part of this 617
over any sort of men 142
over any view of things 45
over each item of his 86
over each other as she 197
over each other as they 1681
over each other as you 45
over each other in all 120
over each other in any 61
over each other in her 397
over each other in his 597
over each other in one 115
over each other in our 292
over each other in that 86
over each other in this 295
over each other in two 53
over each other is that 42
over each other on her 155
over each other on his 54
over each other on one 140
over each other on top 44
over each other so that 1190
over each other to bring 78
over each other to buy 187
over each other to get 5398
over each other to pay 58
over each other to put 48
over each other to read 43
over each other to see 221
over each page of this 52
over each part of her 46
over each side of her 104
over each side of his 128
over ears into the icy 44
over eating during the binge 48
over end into the air 54
over for days on end 49
over for ever so long 41
over for five or six 105
over for five or ten 103
over for good or ill 49
over for most of them 98
over her anger at her 42
over her arms as she 80
over her back as she 154
over her back so that 59
over her back to her 77
over her body as her 40
over her body as his 66
over her body as she 1469
over her body as they 67
over her body or her 86
over her body so that 173
over her body to her 117
over her book as she 42
over her bows as she 58
over her brow as she 57
over her chin to her 50
over her desk in her 55
over her during the day 57
over her even as she 52
over her eyes as she 1463
over her eyes so she 144
over her eyes so that 526
over her eyes to let 48
over her eyes to see 59
over her face as her 173
over her face as his 58
over her face as she 10994
over her face as they 73
over her face at his 59
over her face at this 48
over her face if she 46
over her face in her 95
over her face in long 41
over her face so she 125
over her face so that 1205
over her face to get 43
over her face to her 92
over her feet as she 196
over her feet in her 60
over her from the top 132
over her hair as she 125
over her hair so that 46
over her hand as she 173
over her hand in his 47
over her heart as one 58
over her heart as she 650
over her heart at this 42
over her hips as she 157
over her hips so that 44
over her hips to her 262
over her just as she 62
over her left ear and 113
over her legs as she 222
over her like an icy 121
over her like an old 81
over her lips as her 53
over her lips as she 588
over her lord in his 47
over her mind as she 77
over her mind he had 46
over her mouth as her 141
over her mouth as she 2263
over her mouth as they 43
over her mouth so she 386
over her mouth so that 652
over her mouth to cut 44
over her mouth to try 72
over her neck to her 52
over her nose as she 91
over her ribs to her 77
over her skin as his 76
over her skin as she 346
over her skin at his 46
over her tears as they 43
over her teeth as she 63
over her trying to get 48
over her when he had 49
over her when he was 123
over her work as she 89
over her work so that 43
over him during the day 179
over him during the long 40
over him from the day 61
over him from the top 121
over him like an icy 96
over him like an old 120
over him like he was 335
over him like the lid 44
over him like the sky 52
over him till he was 115
over him trying to get 55
over him when he did 43
over him when he got 92
over him when he had 466
over him when he has 85
over him when he lay 50
over him when he sat 76
over him when he saw 580
over him when he was 1527
over him when it was 41
over him whom he was 76
over his anger at her 48
over his army to his 43
over his back as she 57
over his back so that 229
over his body as his 48
over his body as she 92
over his body as they 85
over his body or his 46
over his body so that 456
over his body to get 59
over his body to heal 70
over his body to him 48
over his body to his 273
over his body to see 69
over his book or his 154
over his data to his 41
over his desk in his 239
over his desk to get 42
over his duty to his 58
over his eyes as his 72
over his eyes he was 46
over his eyes so that 1220
over his eyes to see 125
over his face as his 363
over his face as she 445
over his face as they 124
over his face at her 79
over his face at his 55
over his face at this 114
over his face he was 45
over his face so that 1719
over his face to get 66
over his face to his 146
over his face to see 47
over his farm to his 253
over his feet in his 70
over his feet to get 47
over his hand so that 42
over his heart as his 94
over his heart so that 152
over his ideas of all 61
over his land to his 191
over his left ear and 292
over his legs to get 51
over his life in his 45
over his life or his 45
over his life to his 49
over his lips as she 46
over his love to his 47
over his mind by his 116
over his mind in that 45
over his mouth as his 51
over his mouth as she 63
over his mouth so that 734
over his mouth to try 52
over his neck the arm 128
over his nose so that 48
over his part in this 40
over his plan in his 113
over his post to his 157
over his skin as she 62
over his veto by both 46
over his veto by two 58
over his want of that 47
over his wife as she 109
over his wife as they 73
over his wife to his 163
over his work to his 128
over how best to bring 49
over how best to deal 930
over how best to get 135
over how best to run 94
over how best to use 424
over how good it was 124
over how hard it was 40
over how many of them 112
over how much he had 109
over how much he was 106
over how much of each 42
over how much of his 120
over how much of our 97
over how much of that 90
over how much of this 256
over how much or how 136
over how much to cut 81
over how much to pay 169
over how wide an area 249
over its back so that 114
over its eyes so that 40
over its face so that 54
over its wall in his 171
over men whom he had 147
over nob hill to van 46
over old ideas in old 57
over one fifth of all 236
over one fifth of its 58
over one half of all 1183
over one half of each 90
over one half of her 76
over one half of his 285
over one half of its 727
over one half of one 166
over one half of our 214
over one half of that 78
over one half of them 193
over one half of this 201
over one month of age 158
over one part of his 45
over one part of its 88
over one part of our 68
over one side of each 368
over one side of her 1014
over one side of his 1106
over one side of its 41
over one tenth of all 80
over one third of all 3201
over one third of her 57
over one third of his 332
over one third of its 469
over one third of our 164
over one third of that 98
over one third of them 231
over one third of this 130
over our band is now 84
over our heads as our 47
over our heads as they 155
over our heads at all 53
over our heads at this 79
over our heads in long 118
over our heads in our 40
over our heads in this 114
over our heads on its 42
over our heads so that 288
over our heads to get 40
over our heads to see 47
over our heads we had 40
over our heads we saw 68
over she said to him 44
over she told me that 119
over she went on her 41
over she went to her 59
over six feet in his 554
over six years he had 43
over six years of age 6755
over six years of war 59
over ten days or two 55
over ten years he had 239
over ten years he has 138
over ten years he was 115
over ten years in this 50
over ten years it had 42
over ten years it has 50
over ten years of age 22826
over ten years of his 110
over ten years to bring 48
over ten years to get 90
over ten years to pay 50
over that body of his 83
over that mass of men 57
over that part of asia 155
over that part of her 302
over that part of him 44
over that part of his 702
over that part of its 214
over that part of new 173
over that part of our 244
over that part of this 40
over that ship in her 55
over that side of his 45
over that soul as they 159
over that spot of god 57
over them during the day 280
over them during the long 48
over them from the top 193
over them just as they 84
over them just as you 51
over them know it not 100
over them like an all 96
over them like an old 50
over them when he was 74
over they used to ask 47
over this case if they 67
over this part of asia 108
over this part of her 488
over this part of his 1677
over this part of its 151
over this part of new 54
over this part of our 791
over this side of his 52
over this time of year 43
over too great an area 696
over too much of his 49
over too vast an area 254
over too wide an area 2550
over two days to get 69
over two years he had 350
over two years he has 88
over two years he was 209
over two years in his 64
over two years in that 54
over two years in this 106
over two years it had 65
over two years it was 96
over two years of age 8192
over two years of her 59
over two years of his 127
over two years of war 147
over two years on this 42
over two years so that 48
over two years to bring 52
over two years to get 626
over two years to run 72
over two years we had 57
over who gets to read 122
over who gets to see 51
over who gets to sit 392
over who gets to use 597
over with clay or mud 85
over with dirt so that 237
over with five or six 112
over with some of her 107
over with some of his 749
over with some of our 161
over with tears as she 156
over with tears in her 98
over with tears in his 103
over with tears of joy 157
over with yolk of egg 292
over you trying to get 41
owed any part of his 44
owed far more to him 60
owed far more to his 141
owed her came in aid 61
owed her health to its 43
owed her life to her 175
owed her life to him 382
owed her life to his 89
owed her life to that 76
owed her life to this 78
owed him nothing at all 67
owed his fame to his 180
owed his life on one 62
owed his life to god 41
owed his life to her 706
owed his life to him 408
owed his life to his 1530
owed his life to one 187
owed his life to our 49
owed his life to that 323
owed his life to them 110
owed his life to this 426
owed his life to two 60
owed his life to you 78
owed his name to his 169
owed his rank to his 62
owed his rise to his 312
owed his rise to that 41
owed his ruin to his 77
owed his ruin to this 61
owed his wealth to his 97
owed its birth to his 44
owed its fame to its 55
owed its life to him 68
owed its name to being 47
owed its name to its 345
owed its name to this 85
owed its rise to its 47
owed its wealth to its 87
owed not only to his 104
owed that much to her 225
owed that much to his 191
owed them part of its 47
owed too much to his 65
owes far more to both 204
owes far more to him 40
owes far more to his 54
owes far more to its 42
owes her life to her 54
owes her life to him 52
owes her life to you 177
owes his fame to his 311
owes his fame to one 161
owes his life to her 202
owes his life to him 148
owes his life to his 450
owes his life to that 63
owes his life to them 44
owes his life to this 119
owes his life to you 493
owes his name to his 153
owes its birth to that 69
owes its birth to this 86
owes its fame to its 329
owes its form to its 49
owes its life to its 96
owes its meaning to its 50
owes its name to him 202
owes its name to its 2375
owes its name to one 404
owes its name to sir 69
owes its name to that 136
owes its name to them 86
owes its name to this 550
owes its name to two 73
owes its rise to its 55
owes its rise to that 47
owes not only to his 57
owes not only to its 53
owes one half of its 54
owes that duty to her 56
owes this duty to all 52
owls are saying to one 77
owning any land at all 53
owns and uses in his 47
owns and uses in its 52
owns that much he may 57
